PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,GR,PMC,TT,RF,SI,OID,CIN,EIN
6300992,NLM,MEDLINE,19830505,20081121,0036-553X (Print) 0036-553X (Linking),30,2,1983 Feb,Surface features of leukaemic megakaryocytic precursors. A study of 5 cases of megakaryoblastic leukaemia with scanning electron microscopy.,145-50,"Megakaryoblasts and maturing megakaryocytic precursor cells from 5 patients with megakaryoblastic leukaemia were studied by scanning electron microscopy (SEM). The diagnosis in all cases had been established by ultrastructural cytochemistry on the basis of a positive platelet peroxidase reaction with negative staining for myeloperoxidase. 1 case presented as acute myelofibrosis and 4 as acute megakaryoblastic transformation of chronic granulocytic leukaemia. Under the SEM, megakaryoblasts and maturing megakaryocytic precursors showed typical surface features including the presence of rounded and irregular blebs, broad folds and pseudopodia. The nature of these surface blebs is still unclear but they probably represent surface membrane alterations relating to imminent platelet shedding at least in the more mature precursors. These surface microprojections are distinctly different from those encountered on leukaemic lymphoblasts, myeloblasts and monoblasts. It is suggested that SEM may be used in conjunction with the PPO reaction as in aid in the diagnosis of megakaryocytic leukaemias.","['Polliack, A', 'Leizerowitz, R', 'Berrebi, A', 'Gurfel, D', 'Gamliel, H']","['Polliack A', 'Leizerowitz R', 'Berrebi A', 'Gurfel D', 'Gamliel H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,['EC 1.11.1.7 (Peroxidase)'],IM,"['Blood Platelets/enzymology', 'Cell Membrane/ultrastructure', 'Cell Transformation, Neoplastic/metabolism/*ultrastructure', 'Endoplasmic Reticulum/ultrastructure', 'Hematopoietic Stem Cells/*ultrastructure', 'Humans', 'Megakaryocytes/*ultrastructure', 'Peroxidase/metabolism', 'Thrombocythemia, Essential/*blood']",1983/02/01 00:00,1983/02/01 00:01,['1983/02/01 00:00'],"['1983/02/01 00:00 [pubmed]', '1983/02/01 00:01 [medline]', '1983/02/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1983 Feb;30(2):145-50.,,,,,,,,,
6300990,NLM,MEDLINE,19830527,20190908,0036-553X (Print) 0036-553X (Linking),30,1,1983 Jan,IgM lambda globular cytoplasmic inclusions in chronic lymphocytic leukaemia resembling immunocytoma.,43-9,"In a 64-year-old female with chronic lymphocytic leukaemia, nearly 50% of the lymphocytes presented one or several globular intracytoplasmic inclusions resembling Russell bodies which were characterized by immunofluorescence as IgM lambda. On electron microscopy, the inclusions looked like cisternae of the rough endoplasmic reticulum. Surface membrane Ig was not detected and the serum IgM was low. The histology of a lymph node showed a lymphocytic proliferation with evidence of Ig synthesis, compatible with immunocytoma. The aggressive course of the disease necessitated polychemotherapy. This case represents an unusual ill-defined lymphoproliferative disorder, lying between the B-CLL and a non-secretory macroglobulinaemia.","['Berrebi, A', 'Talmor, M', 'Vorst, E', 'Resnitzky, P', 'Shtalrid, M']","['Berrebi A', 'Talmor M', 'Vorst E', 'Resnitzky P', 'Shtalrid M']",['eng'],"['Case Reports', 'Journal Article']",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['0 (Immunoglobulin Light Chains)', '0 (Immunoglobulin M)', '0 (Immunoglobulin lambda-Chains)', '0 (Immunoglobulins)']",IM,"['Cytoplasm/immunology', 'Female', 'Humans', 'Immunoglobulin Light Chains/*analysis', 'Immunoglobulin M/*analysis', 'Immunoglobulin lambda-Chains/*analysis', 'Immunoglobulins/analysis', 'Inclusion Bodies/*ultrastructure', 'Leukemia, Lymphoid/*pathology', 'Lymph Nodes/pathology', 'Lymphocytes/*pathology/ultrastructure', 'Middle Aged']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1983 Jan;30(1):43-9. doi: 10.1111/j.1600-0609.1983.tb00633.x.,['10.1111/j.1600-0609.1983.tb00633.x [doi]'],,,,,,,,
6300921,NLM,MEDLINE,19830505,20061115,0361-7742 (Print) 0361-7742 (Linking),102 pt A,,1982,Commitment of murine erythroleukemia (MEL) cells to terminal differentiation is associated with coordinated expression of globin and ribosomal genes.,69-79,,"['Tsiftsoglou, A S', 'Wong, W', 'Volloch, V', 'Gusella, J', 'Housman, D']","['Tsiftsoglou AS', 'Wong W', 'Volloch V', 'Gusella J', 'Housman D']",['eng'],['Journal Article'],United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,"['0 (DNA, Ribosomal)', '0 (RNA, Ribosomal)', '9004-22-2 (Globins)', '9007-49-2 (DNA)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",IM,"['Animals', 'Base Sequence', 'Cell Differentiation', 'Cell Line', 'Cloning, Molecular', 'DNA/*genetics', 'DNA Restriction Enzymes', 'DNA, Ribosomal', '*Genes', 'Globins/*genetics', 'Kinetics', 'Leukemia, Experimental/genetics/*physiopathology', 'Mice', 'RNA, Ribosomal/*genetics', 'Transcription, Genetic']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",ppublish,Prog Clin Biol Res. 1982;102 pt A:69-79.,,,,,,,,,
6300913,NLM,MEDLINE,19830527,20190501,0027-8424 (Print) 0027-8424 (Linking),80,8,1983 Apr,High incidence of human type-C retrovirus (HTLV) in family members of a HTLV-positive Japanese T-cell leukemia patient.,2370-4,"Sera and peripheral blood cells of an adult T-cell leukemia patient and several clinically normal members of his family from the northwest coast of Japan were examined for evidence of infection with human T-cell leukemia (lymphoma) virus (HTLV). The sera of the patient and his parents had antibodies to HTLV, whereas these antibodies were absent in the sera of the patient's brother and sister. T-cell lines were established from the peripheral blood lymphocytes of all of the family members, and all except the patient's sister expressed HTLV antigens (p19, p24, and reverse transcriptase) and type-C virus particles. Not only the fresh peripheral blood lymphocytes from the patient but also those from his clinically normal mother showed abnormal morphology of the kind characteristic of some patients with T-cell leukemia. These studies are consistent with previous evidence indicative of a high rate of HTLV infection within families, and they show that people whose sera are negative for antibodies may still be infected by HTLV. In addition, the results indicate that infection of T cells by HTLV can be associated with morphological transformation of the cells without other signs of leukemia.","['Sarin, P S', 'Aoki, T', 'Shibata, A', 'Ohnishi, Y', 'Aoyagi, Y', 'Miyakoshi, H', 'Emura, I', 'Kalyanaraman, V S', 'Robert-Guroff, M', 'Popovic, M', 'Sarngadharan, M', 'Nowell, P C', 'Gallo, R C']","['Sarin PS', 'Aoki T', 'Shibata A', 'Ohnishi Y', 'Aoyagi Y', 'Miyakoshi H', 'Emura I', 'Kalyanaraman VS', 'Robert-Guroff M', 'Popovic M', 'Sarngadharan M', 'Nowell PC', 'Gallo RC']",['eng'],"['Case Reports', 'Journal Article']",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Humans', 'Inclusion Bodies, Viral/ultrastructure', 'Karyotyping', 'Leukemia, Lymphoid/genetics/*microbiology/ultrastructure', 'Pedigree', 'Retroviridae/*isolation & purification']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Apr;80(8):2370-4. doi: 10.1073/pnas.80.8.2370.,['10.1073/pnas.80.8.2370 [doi]'],,PMC393822,,,,,,
6300904,NLM,MEDLINE,19830527,20190501,0027-8424 (Print) 0027-8424 (Linking),80,8,1983 Apr,Binding of apotransferrin to K562 cells: explanation of the transferrin cycle.,2263-6,"The binding of apotransferrin to the transferrin receptor on the surface of human leukemic K562 cells was found to be significantly less tight than that of the holoprotein, diferric transferrin. The finding that both ligands displayed linear Scatchard plots with similar receptor number (approximately equal to 150,000 per cell) and mutually inhibit each other's binding suggested that they bind to the same receptor. Both the dissociation and association rate of apotransferrin were markedly increased (28-fold and 15-fold, respectively) at pH 7.2 compared to pH 4.8. Using the values of these binding parameters, we propose a mechanism to account for the recycling of transferrin subsequent to internalization and residence within an acidic nonlysosomal organelle where iron is removed.","['Klausner, R D', 'Ashwell, G', 'van Renswoude, J', 'Harford, J B', 'Bridges, K R']","['Klausner RD', 'Ashwell G', 'van Renswoude J', 'Harford JB', 'Bridges KR']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Apoproteins)', '0 (Receptors, Cell Surface)', '0 (Receptors, Transferrin)', '0 (Transferrin)', '0 (apotransferrin)']",IM,"['*Apoproteins', 'Cells, Cultured', '*Endocytosis', 'Humans', 'Hydrogen-Ion Concentration', 'Kinetics', 'Leukemia, Erythroblastic, Acute', 'Receptors, Cell Surface/*metabolism', 'Receptors, Transferrin', 'Transferrin/*metabolism']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Apr;80(8):2263-6. doi: 10.1073/pnas.80.8.2263.,['10.1073/pnas.80.8.2263 [doi]'],,PMC393799,,,,,,
6300858,NLM,MEDLINE,19830505,20190501,0027-8424 (Print) 0027-8424 (Linking),80,6,1983 Mar,Human T-cell leukemia-lymphoma virus (HTLV): cloning of an integrated defective provirus and flanking cellular sequences.,1574-8,"Human T-cell leukemia-lymphoma virus (HTLV) is the first unequivocal human retrovirus. Seroepidemiological and virus isolation studies indicate that HTLV is etiologically associated with a subtype of adult T-cell malignancy. We have molecularly cloned approximately 1 kilobase of sequences derived from the 5' and 3' termini of the HTLV genome. Use of these clones as probes allowed isolation of a 9.8-kilobase EcoRI fragment from a genomic DNA library of an HTLV-infected neoplastic T-cell line (CR). Analysis of this clone revealed the presence of cellular sequences flanking approximately 5 kilobases of viral sequences including one long terminal repeat sequence. The 5' and 3' clones, as well as subclones derived from different regions of the genomic clone, were used as probes to compare integrated proviruses and viral RNA expression in different HLTV-infected neoplastic T cell lines. The results indicate that the infected cells are of clonal origin with respect to the virus integration sites and they express multiple viral mRNA species including a 35S RNA.","['Manzari, V', 'Wong-Staal, F', 'Franchini, G', 'Colombini, S', 'Gelmann, E P', 'Oroszlan, S', 'Staal, S', 'Gallo, R C']","['Manzari V', 'Wong-Staal F', 'Franchini G', 'Colombini S', 'Gelmann EP', 'Oroszlan S', 'Staal S', 'Gallo RC']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Cell Line', 'Cell Transformation, Viral', 'Cloning, Molecular', 'Defective Viruses/*genetics', 'Genetic Linkage', 'Humans', 'Repetitive Sequences, Nucleic Acid', 'Retroviridae/*genetics']",1983/03/01 00:00,1983/03/01 00:01,['1983/03/01 00:00'],"['1983/03/01 00:00 [pubmed]', '1983/03/01 00:01 [medline]', '1983/03/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Mar;80(6):1574-8. doi: 10.1073/pnas.80.6.1574.,['10.1073/pnas.80.6.1574 [doi]'],,PMC393644,,,,,,
6300850,NLM,MEDLINE,19830505,20190501,0027-8424 (Print) 0027-8424 (Linking),80,2,1983 Jan,H-2-linked regulation of xenotropic murine leukemia virus expression.,505-9,"A high proportion of lymphocytes from F/St mice produce infectious xenotropic murine leukemia virus (X-MuLV) and express high levels of cell surface antigens, termed XenCSA, related to the major glycoprotein of X-MuLV. In crosses of F/St with AKR, the high-virus phenotype of F/St was found to be recessive and was shown to be governed by a single locus, Cxv-1, less than 2 centimorgans from H-2K. The close association of Cxv-1 with the H-2 complex was confirmed by the observation that B10.F mice, congeneic for the H-2 region of F/St, expressed high levels of infectious X-MuLV and XenCSA, whereas C57BL/10 mice and other C57BL/10 H-2 congeneic strains did not. Studies of hybrid mice homozygous for Cxv-1s, but segregating for a chromosome 1 X-MuLV induction locus (V locus) of F/St, demonstrated that the high-virus phenotype of F/St was dependent on the interaction between Cxv-1 and the chromosome 1 V locus.","['Yetter, R A', 'Hartley, J W', 'Morse, H C 3rd']","['Yetter RA', 'Hartley JW', 'Morse HC 3rd']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antibodies, Monoclonal)', '0 (H-2 Antigens)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Crosses, Genetic', 'H-2 Antigens/*genetics', 'Leukemia Virus, Murine/genetics/*immunology', 'Lymphocytes/immunology', 'Mice', 'Mice, Inbred Strains', 'Species Specificity']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Jan;80(2):505-9. doi: 10.1073/pnas.80.2.505.,['10.1073/pnas.80.2.505 [doi]'],,PMC393407,,,,,,
6300845,NLM,MEDLINE,19830505,20190501,0027-8424 (Print) 0027-8424 (Linking),80,2,1983 Jan,Induction of leukemia by both fractionated x-irradiation and radiation leukemia virus involves loci in the chromosome 2 segment H-30-A.,462-6,A common link between the induction of leukemia by (i) fractionated doses of x-irradiation and (ii) radiation leukemia virus in mice may be established by the observation that the segment of chromosome 2 between the loci for the minor histocompatibility antigen H-30 and color coat agouti (H-30-A) includes distinct loci involved in susceptibility to leukemogenesis induced by factors i and ii.,"['Meruelo, D', 'Offer, M', 'Rossomando, A']","['Meruelo D', 'Offer M', 'Rossomando A']",['eng'],"['Comparative Study', 'Journal Article']",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Animals', 'Chromosomes/*radiation effects', 'Crosses, Genetic', 'Leukemia Virus, Murine/*pathogenicity', 'Leukemia, Experimental/*genetics/microbiology', 'Leukemia, Radiation-Induced/*genetics/microbiology', 'Mice', 'Mice, Inbred Strains', 'Species Specificity']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Jan;80(2):462-6. doi: 10.1073/pnas.80.2.462.,['10.1073/pnas.80.2.462 [doi]'],,PMC393398,,,,,,
6300758,NLM,MEDLINE,19830505,20071115,,24,5,1982,[Auer bodies and Ph1 chromosome: chronic myeloid pseudoleukemia?].,307-12,"In 4 cases, the probable diagnosis was that of a chronic myeloid leukaemia (CML) in a blast crisis, because of the sudden acute onset and the presence of the Ph 1 chromosome. In each case, however, there were Auer bodies in the blasts, an unusual finding in CML. Cytological and cytochemical examination led respectively to the diagnosis of an M2 acute myeloblastic leukaemia (AML), according to the FAB classification, to that of a pre-leukaemia progressing to an M2 AML, to that of a M3 promyelocyte leukaemia, with numerous monocytes and finally, in one case, the diagnosis lay between a possible acute crisis of CML with Auer bodies or an acute myelo-monocyte leukaemia. These atypical findings did not conform to the classic picture of CML and cannot be classified as such in spite of the presence of the Ph 1 chromosome. To consider them as true CML would be to run a risk of distorting the haematological evolutive and therapeutic aspects of this disease.","['Mayer, S', 'Falkenrodt, A', 'Albert, A', 'Audhuy, B', 'Stoll, C', 'Uettwiller, F', 'Oberling, F', 'Bergerat, J P']","['Mayer S', 'Falkenrodt A', 'Albert A', 'Audhuy B', 'Stoll C', 'Uettwiller F', 'Oberling F', 'Bergerat JP']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,,IM,"['Adult', 'Cell Transformation, Neoplastic/*pathology', '*Chromosomes, Human, 21-22 and Y', 'Diagnosis, Differential', 'Humans', 'Inclusion Bodies/*pathology', 'Leukemia, Myeloid/*blood/diagnosis/genetics', 'Leukemia, Myeloid, Acute/blood/diagnosis/genetics', 'Male', 'Middle Aged']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1982;24(5):307-12.,,,,Corps d'Auer et chromosome Ph 1: pseudo-leucemies myeloides chroniques?,,,,,
6300709,NLM,MEDLINE,19830527,20041117,0028-2685 (Print) 0028-2685 (Linking),30,1,1983,Brain tumors in children. Results of treatment in 138 patients.,93-6,"Tumors of the nervous system are the third most common malignant disease in Cuban children, after leukemia and lymphoma. In 138 patients with the diagnosis of brain tumor results of treatment by surgery and radiation were studied. The survival rate at 1, 3 and 5 years was 50, 40 and 37.6%. The best results were achieved in astrocytomas, mid grain and brain stem tumors and oligodendrogliomas.","['Jimenez, J', 'Alert, J', 'Beldarrain, L', 'Montalvo, J', 'Roca, C']","['Jimenez J', 'Alert J', 'Beldarrain L', 'Montalvo J', 'Roca C']",['eng'],['Journal Article'],Slovakia,Neoplasma,Neoplasma,0377266,,IM,"['Astrocytoma/radiotherapy', 'Brain Neoplasms/*radiotherapy/surgery', 'Brain Stem', 'Cerebellar Neoplasms/radiotherapy', 'Child', 'Craniopharyngioma/radiotherapy', 'Cuba', 'Ependymoma/radiotherapy', 'Glioblastoma/radiotherapy', 'Humans', 'Medulloblastoma/radiotherapy', 'Mesencephalon', 'Pituitary Neoplasms/radiotherapy', 'Prognosis']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Neoplasma. 1983;30(1):93-6.,,,,,,,,,
6300684,NLM,MEDLINE,19830527,20190617,0028-0836 (Print) 0028-0836 (Linking),302,5907,1983 Mar 31-Apr 6,A common region for proviral DNA integration in MoMuLV-induced rat thymic lymphomas.,445-9,"Similarly to other mammalian and avian retroviruses that lack a transforming gene, moloney murine leukaemia virus (MoMuLV) causes no morphological transformation in infected tissue culture cells. However, following injection in an appropriate animal host, MoMuLV induces mainly thymic lymphomas after a long latency period. A common characteristic of neoplasms induced by retroviruses lacking transforming genes is their clonal origin. Here we have generated MoMuLV-induced rat thymic lymphomas and confirmed their clonal nature. Furthermore, we took advantage of the clonality of these tumours to investigate the specificity of provirus integration in the tumour DNA. We reasoned that if several independently derived thymic lymphomas would contain the provirus integrated in the same region of cellular DNA, this would be a strong indication that this integration event is a contributing factor in oncogenesis. The results indicate that there is indeed a cellular DNA region (termed the MLVI-1 locus) that serves as the substrate for proviral DNA integration in 5 out of 16 tumours we examined.","['Tsichlis, P N', 'Strauss, P G', 'Hu, L F']","['Tsichlis PN', 'Strauss PG', 'Hu LF']",['eng'],['Journal Article'],England,Nature,Nature,0410462,"['9007-49-2 (DNA)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",IM,"['Animals', '*Cell Transformation, Viral', 'Chromosome Mapping', 'DNA/genetics', 'DNA Restriction Enzymes', 'Defective Viruses/physiology', 'Moloney murine leukemia virus/*physiology', 'Neoplasms, Experimental/genetics/microbiology', 'Rats', 'Thymoma/genetics/*microbiology', 'Thymus Neoplasms/genetics/*microbiology']",1983/03/06 00:00,1983/03/06 00:01,['1983/03/06 00:00'],"['1983/03/06 00:00 [pubmed]', '1983/03/06 00:01 [medline]', '1983/03/06 00:00 [entrez]']",ppublish,Nature. 1983 Mar 31-Apr 6;302(5907):445-9. doi: 10.1038/302445a0.,['10.1038/302445a0 [doi]'],,,,,,,,
6300670,NLM,MEDLINE,19830527,20190702,0027-5107 (Print) 0027-5107 (Linking),114,3,1983 Apr,Mutagenicity and genotoxicity of nitroarenes. All nitro-containing chemicals were not created equal.,217-67,"The nitrated polycyclic aromatic hydrocarbons constitute a group of chemicals of environmental concern which display a broad spectrum of mutagenic, genotoxic and carcinogenic properties. Some members of the group are the most potent direct-acting bacterial mutagens while others exhibit low levels of potencies which require metabolic activation mixtures. Bacterial mutagenicity is dependent upon reduction of the nitro function. In mammalian cell systems the genetic and genotoxic effects of these nitrated chemicals include the induction of unscheduled DNA synthesis, sister-chromatid exchanges, chromosomal aberrations, gene mutations and cell transformation. The qualitative as well as quantitative expression of these effects is dependent upon the species and tissue of origin as well as culture history of the cell which in turn determine their enzymic capabilities and the conversion of these nitroarenes to ultimate mutagens and genotoxicants. In eukaryotic cells the following bioactivation pathways have been recognized: (a) reduction of the nitro moiety, (b) ring oxidation (the nature of which is influenced by the nitro function) followed by reduction of the nitro group, and (c) ring oxidation without concomitant reduction of the nitro moiety.","['Rosenkranz, H S', 'Mermelstein, R']","['Rosenkranz HS', 'Mermelstein R']",['eng'],"['Journal Article', 'Review']",Netherlands,Mutat Res,Mutation research,0400763,"['0 (Fluorenes)', '0 (Mutagens)', '0 (Nitro Compounds)', '0 (Polycyclic Compounds)', '191LL4U4GZ (2-nitrofluorene)']",IM,"['Animals', 'Biotransformation', 'DNA Repair/drug effects', 'DNA Replication/drug effects', 'Dose-Response Relationship, Drug', 'Fluorenes/toxicity', 'Humans', 'Leukemia Virus, Murine/drug effects/physiology', 'Mutagenicity Tests', '*Mutagens', 'Nitro Compounds/*toxicity', 'Plasmids', 'Polycyclic Compounds/*toxicity', 'Saccharomyces cerevisiae/drug effects/genetics', 'Salmonella/drug effects/genetics', 'Sister Chromatid Exchange/drug effects', 'Virus Replication/drug effects']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",ppublish,Mutat Res. 1983 Apr;114(3):217-67. doi: 10.1016/0165-1110(83)90034-9.,"['0165-1110(83)90034-9 [pii]', '10.1016/0165-1110(83)90034-9 [doi]']",,,,220,,,,
6300625,NLM,MEDLINE,19830527,20190904,0098-1532 (Print) 0098-1532 (Linking),11,2,1983,"Ependymoma, glioblastoma, and acute leukemia in a child.",130-3,"A 5-year-old boy developed an ependymoma; 3 years later, after chemotherapy and radiotherapy, he developed glioblastoma multiforme and acute myeloblastic leukemia. His maternal grandmother had died at a young age of colon cancer. Since ependymoma is not known to predispose to other cancers, the unusual sequence of malignant disease may have been due to combined therapy in a susceptible host.","['Goffman, T E', 'Woo, S Y', 'Manz, H', 'McCullough, D', 'Sinks, L F', 'Chun, B K', 'Miller, R W']","['Goffman TE', 'Woo SY', 'Manz H', 'McCullough D', 'Sinks LF', 'Chun BK', 'Miller RW']",['eng'],"['Case Reports', 'Journal Article']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Brain Neoplasms/*complications/drug therapy/radiotherapy', 'Child, Preschool', 'Ependymoma/*complications/drug therapy/radiotherapy', 'Glioblastoma/*complications', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Male', '*Neoplasms, Multiple Primary/pathology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Med Pediatr Oncol. 1983;11(2):130-3. doi: 10.1002/mpo.2950110212.,['10.1002/mpo.2950110212 [doi]'],,,,,,,,
6300563,NLM,MEDLINE,19830527,20190825,0145-2126 (Print) 0145-2126 (Linking),7,1,1983,5'-Nucleotidase in lymphocytes from various clinical disorders.,57-66,"The enzyme 5'-nucleotidase (5'-N) was demonstrated cytochemically in blood cells using a modification of the Wachstein and Meisel technique [30]. In peripheral blood the activity was found to be localised mainly in the cell membrane of lymphocytes. A semiquantitative score of 5'-N positivity, was assessed in lymphocytes from eight normal donors and 60 patients with various types of leukaemia and lymphoma. The lymphocyte score of 5'-N was slightly reduced in CML and AML but markedly reduced in most lymphoproliferative states tested. The only supranormal activity was found in two of 18 cases of CLL.","['El-Mohandes, E', 'Hayhoe, F G']","['El-Mohandes E', 'Hayhoe FG']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['EC 3.1.3.- (Nucleotidases)', ""EC 3.1.3.5 (5'-Nucleotidase)""]",IM,"[""5'-Nucleotidase"", 'Histocytochemistry', 'Hodgkin Disease/enzymology', 'Humans', 'Leukemia/*enzymology', 'Leukemia, Hairy Cell/enzymology', 'Leukemia, Lymphoid/enzymology', 'Leukemia, Myeloid/enzymology', 'Leukemia, Myeloid, Acute/enzymology', 'Lymphocytes/*enzymology', 'Lymphoma/*enzymology', 'Nucleotidases/*analysis']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(1):57-66. doi: 10.1016/0145-2126(83)90058-9.,"['0145-2126(83)90058-9 [pii]', '10.1016/0145-2126(83)90058-9 [doi]']",,,,,,,,
6300512,NLM,MEDLINE,19830527,20190711,0023-2173 (Print) 0023-2173 (Linking),61,1,1983 Jan 3,Evaluation of 5'-nucleotidase as biochemical marker in leukemias and lymphomas.,57-62,,"['Gutensohn, W', 'Thiel, E', 'Emmerich, B']","['Gutensohn W', 'Thiel E', 'Emmerich B']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,"['0 (Immune Sera)', 'EC 3.1.3.- (Nucleotidases)', ""EC 3.1.3.5 (5'-Nucleotidase)""]",IM,"[""5'-Nucleotidase"", 'Humans', 'Immune Sera', 'Leukemia, Lymphoid/*enzymology', 'Lymphocytes/enzymology', 'Lymphoma/*enzymology', '*Nucleotidases/blood']",1983/01/03 00:00,1983/01/03 00:01,['1983/01/03 00:00'],"['1983/01/03 00:00 [pubmed]', '1983/01/03 00:01 [medline]', '1983/01/03 00:00 [entrez]']",ppublish,Klin Wochenschr. 1983 Jan 3;61(1):57-62. doi: 10.1007/BF01484440.,['10.1007/BF01484440 [doi]'],,,,,,,,
