PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,AB
5245958,NLM,MEDLINE,19681209,20190629,,37,3,1968 Oct 22,The separation of ribonucleic acids on sephadex columns.,458-62,"['McCoy, T A', 'Carter, E A']","['McCoy TA', 'Carter EA']",['eng'],['Journal Article'],,Netherlands,J Chromatogr,Journal of chromatography,0427043,IM,"['*Chromatography, Ion Exchange', 'Humans', '*Leukemia, Lymphoid', 'Methods', 'RNA, Neoplasm/*analysis', 'RNA, Transfer/*analysis']",1968/10/22 00:00,1968/10/22 00:01,['1968/10/22 00:00'],"['1968/10/22 00:00 [pubmed]', '1968/10/22 00:01 [medline]', '1968/10/22 00:00 [entrez]']",ppublish,J Chromatogr. 1968 Oct 22;37(3):458-62. doi: 10.1016/s0021-9673(01)99141-1.,"['0 (RNA, Neoplasm)', '9014-25-9 (RNA, Transfer)']",['10.1016/s0021-9673(01)99141-1 [doi]'],,
5245925,NLM,MEDLINE,19681208,20190617,0028-0836 (Print) 0028-0836 (Linking),220,5163,1968 Oct 12,Control of cell production in rat chloroleukemia by means of the granulocytic chalone.,136-7,"['Rytoma, T', 'Kiviniemi, K']","['Rytoma T', 'Kiviniemi K']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Autoradiography', 'Bone Marrow/drug effects', 'Bone Marrow Cells', 'Depression, Chemical', '*Hematopoiesis', 'Leukemia, Experimental/physiopathology', 'Leukemia, Myeloid/*physiopathology', '*Leukocytes', 'Mice', 'Mitosis/drug effects', 'Rats']",1968/10/12 00:00,1968/10/12 00:01,['1968/10/12 00:00'],"['1968/10/12 00:00 [pubmed]', '1968/10/12 00:01 [medline]', '1968/10/12 00:00 [entrez]']",ppublish,Nature. 1968 Oct 12;220(5163):136-7. doi: 10.1038/220136a0.,['0 (Antineoplastic Agents)'],['10.1038/220136a0 [doi]'],,
5245924,NLM,MEDLINE,19681208,20190617,0028-0836 (Print) 0028-0836 (Linking),220,5163,1968 Oct 12,Epidermal chalone and mitotic control in the Vx2 epidermal tumour.,134-5,"['Bullough, W S', 'Laurence, E B']","['Bullough WS', 'Laurence EB']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Animals', 'Antineoplastic Agents/*biosynthesis/pharmacology', 'Carcinoma, Squamous Cell/*metabolism', 'Cricetinae', 'Depression, Chemical', 'Epinephrine/pharmacology', 'Hydrocortisone/pharmacology', 'Leukemia, Myeloid/*metabolism', 'Melanoma/*metabolism', 'Mice', 'Mitosis/*drug effects', 'Neoplasms, Experimental', 'Skin Neoplasms/*metabolism']",1968/10/12 00:00,1968/10/12 00:01,['1968/10/12 00:00'],"['1968/10/12 00:00 [pubmed]', '1968/10/12 00:01 [medline]', '1968/10/12 00:00 [entrez]']",ppublish,Nature. 1968 Oct 12;220(5163):134-5. doi: 10.1038/220134a0.,"['0 (Antineoplastic Agents)', 'WI4X0X7BPJ (Hydrocortisone)', 'YKH834O4BH (Epinephrine)']",['10.1038/220134a0 [doi]'],,
5245923,NLM,MEDLINE,19681208,20041117,0024-3507 (Print) 0024-3507 (Linking),13,4,1968 Apr,[Chronic myeloid leukemia ].,477-85,"['Goudemand, M']",['Goudemand M'],['fre'],['Journal Article'],Leucemie myeloide chronique.,France,Lille Med,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,8203780,IM,"['Adult', 'Child', 'Female', 'Humans', '*Leukemia, Myeloid', 'Male', 'Middle Aged']",1968/04/01 00:00,1968/04/01 00:01,['1968/04/01 00:00'],"['1968/04/01 00:00 [pubmed]', '1968/04/01 00:01 [medline]', '1968/04/01 00:00 [entrez]']",ppublish,Lille Med. 1968 Apr;13(4):477-85.,,,,
5245921,NLM,MEDLINE,19681208,20190711,0022-3549 (Print) 0022-3549 (Linking),57,10,1968 Oct,Alkaloids of Ochrosia maculata Jacq. (Ochrosia borbonica Gmel.). Isolation of the alkaloids and study of the antitumor properties of 9-methoxyellipticine.,1720-5,"['Svoboda, G H', 'Poore, G A', 'Montfort, M L']","['Svoboda GH', 'Poore GA', 'Montfort ML']",['eng'],['Journal Article'],,United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,IM,"['Adenocarcinoma', '*Alkaloids/analysis/pharmacology', 'Animals', '*Antineoplastic Agents/analysis/pharmacology', 'Carcinoma 256, Walker', 'Leukemia L1210', '*Leukemia, Experimental', 'Lymphoma, Non-Hodgkin', 'Mammary Neoplasms, Experimental', 'Mice', 'Multiple Myeloma', '*Neoplasms, Experimental', 'Osteosarcoma', '*Plants', 'Rats']",1968/10/01 00:00,1968/10/01 00:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '1968/10/01 00:01 [medline]', '1968/10/01 00:00 [entrez]']",ppublish,J Pharm Sci. 1968 Oct;57(10):1720-5. doi: 10.1002/jps.2600571019.,"['0 (Alkaloids)', '0 (Antineoplastic Agents)']","['S0022-3549(15)36552-7 [pii]', '10.1002/jps.2600571019 [doi]']",,
5245881,NLM,MEDLINE,19681208,20071115,0558-4728 (Print) 0558-4728 (Linking),17,5,1968 May,"[Laboratory examinations essential to pregnant women and preoperative patients, with a case of pregnancy with acute myelocytic leukemia].",438-46,"['Shinagawa, N', 'Maki, M', 'Sato, Y', 'Sasaki, K']","['Shinagawa N', 'Maki M', 'Sato Y', 'Sasaki K']",['jpn'],['Journal Article'],,Japan,Sanfujinka No Jissai,Sanfujinka no jissai. Practice of gynecology and obstetrics,0413562,IM,"['Abortion, Therapeutic/*adverse effects', 'Adult', 'Female', 'Humans', 'Hysterectomy', 'Leukemia, Myeloid, Acute/*complications/diagnosis', '*Postoperative Complications', 'Pregnancy', '*Pregnancy Complications, Hematologic', '*Preoperative Care', 'Uterine Hemorrhage/etiology']",1968/05/01 00:00,1968/05/01 00:01,['1968/05/01 00:00'],"['1968/05/01 00:00 [pubmed]', '1968/05/01 00:01 [medline]', '1968/05/01 00:00 [entrez]']",ppublish,Sanfujinka No Jissai. 1968 May;17(5):438-46.,,,,
5245869,NLM,MEDLINE,19681208,20171116,0044-2534 (Print) 0044-2534 (Linking),147,2,1968,[Formate activation and de novo synthesis of purine nucleotides in leukemia cells and its therapeutic modification by 6-mercaptopurine].,154-72,"['Wilmanns, W']",['Wilmanns W'],['ger'],['Journal Article'],Formiat-Aktivierung und de novo-Synthese von Purinnucleotiden in Leukamiezellen und ihre therapeutische Beeinflussung durch 6-Mercaptopurin.,Germany,Z Gesamte Exp Med,Zeitschrift fur die gesamte experimentelle Medizin einschliesslich experimentelle Chirurgie,0325332,IM,"['Bone Marrow/enzymology/metabolism', 'Bone Marrow Cells', 'Carbon Isotopes', 'Chromatography, Paper', 'Folic Acid/*metabolism', 'Formates/*metabolism', 'Humans', 'Leukemia/drug therapy/enzymology/*metabolism', 'Leukocytes/enzymology/metabolism', 'Ligases/*metabolism', 'Mercaptopurine/*therapeutic use', 'Nucleosides/biosynthesis', 'Nucleotides/*biosynthesis', 'Oxidoreductases/*metabolism', 'Purines/*biosynthesis', 'Tetrahydrofolate Dehydrogenase/*metabolism']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Z Gesamte Exp Med. 1968;147(2):154-72.,"['0 (Carbon Isotopes)', '0 (Formates)', '0 (Nucleosides)', '0 (Nucleotides)', '0 (Purines)', '935E97BOY8 (Folic Acid)', 'E7WED276I5 (Mercaptopurine)', 'EC 1.- (Oxidoreductases)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'EC 6.- (Ligases)']",,,
5245868,NLM,MEDLINE,19681208,20140603,0541-0576 (Print) 0541-0576 (Linking),44,6,1968 Jun-Jul,[Trial of new treatments in chronic myelloid leukemia].,402-4,"['Tanzer, J', 'Boiron, M']","['Tanzer J', 'Boiron M']",['fre'],['Journal Article'],Essais de nouveaux traitements dans la leucemie myeloide chronique.,France,Sem Ther,Semaine therapeutique,0205463,IM,"['Antibiotics, Antineoplastic/*therapeutic use', 'Humans', 'Hydroxyurea/*therapeutic use', 'Leukemia, Myeloid/*drug therapy']",1968/06/01 00:00,1968/06/01 00:01,['1968/06/01 00:00'],"['1968/06/01 00:00 [pubmed]', '1968/06/01 00:01 [medline]', '1968/06/01 00:00 [entrez]']",ppublish,Sem Ther. 1968 Jun-Jul;44(6):402-4.,"['0 (Antibiotics, Antineoplastic)', 'X6Q56QN5QC (Hydroxyurea)']",,,
5245720,NLM,MEDLINE,19681205,20071115,0035-6077 (Print) 0035-6077 (Linking),79,2,1967 Feb,[Congenital acute leukemia. (Clinical case)].,90-7,"['Pisconti, G', 'Tateo, M', 'De Tommasi, O']","['Pisconti G', 'Tateo M', 'De Tommasi O']",['ita'],['Journal Article'],La leucemia acuta congenita. (Contributo clinico),Italy,Riv Clin Pediatr,Rivista di clinica pediatrica,0404503,IM,"['Humans', 'Infant, Newborn', '*Infant, Newborn, Diseases', 'Leukemia, Myeloid, Acute/*congenital', 'Male']",1967/02/01 00:00,1967/02/01 00:01,['1967/02/01 00:00'],"['1967/02/01 00:00 [pubmed]', '1967/02/01 00:01 [medline]', '1967/02/01 00:00 [entrez]']",ppublish,Riv Clin Pediatr. 1967 Feb;79(2):90-7.,,,,
5245647,NLM,MEDLINE,19681205,20071115,0017-6575 (Print) 0017-6575 (Linking),10,2,1967 Apr-Jun,[Clinical aspects of acute leukemias].,141-60,"['Tiso, R', 'Giangrande, A', 'Eridani, S']","['Tiso R', 'Giangrande A', 'Eridani S']",['ita'],['Journal Article'],Aspetti clinici delle leucosi acute.,Italy,Haematol Lat,Haematologica Latina,0373001,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Epidemiologic Methods', 'Female', 'Humans', 'Infant', 'Leukemia/epidemiology/genetics', 'Leukemia, Lymphoid/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Male', 'Middle Aged']",1967/04/01 00:00,1967/04/01 00:01,['1967/04/01 00:00'],"['1967/04/01 00:00 [pubmed]', '1967/04/01 00:01 [medline]', '1967/04/01 00:00 [entrez]']",ppublish,Haematol Lat. 1967 Apr-Jun;10(2):141-60.,,,,
5245646,NLM,MEDLINE,19681205,20071115,0017-6575 (Print) 0017-6575 (Linking),10,2,1967 Apr-Jun,[Studies on the antigen structure of normal and leukemic leukocytes].,123-6,"['Szmigiel, Z']",['Szmigiel Z'],['ger'],['Journal Article'],Untersuchungen zur antigenstruktur mormaler und leukamischer leukozyten.,Italy,Haematol Lat,Haematologica Latina,0373001,IM,"['Anaphylaxis', 'Animals', 'Antigens/*analysis', 'Leukemia, Myeloid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Leukocytes/*immunology']",1967/04/01 00:00,1967/04/01 00:01,['1967/04/01 00:00'],"['1967/04/01 00:00 [pubmed]', '1967/04/01 00:01 [medline]', '1967/04/01 00:00 [entrez]']",ppublish,Haematol Lat. 1967 Apr-Jun;10(2):123-6.,['0 (Antigens)'],,,
5245632,NLM,MEDLINE,19681204,20041117,0552-2080 (Print) 0552-2080 (Linking),12,1,1967 Jan,[Electrophoresis of the blood proteins in erythremic patients treated with radioactive phosphorus].,32-4,"['Nikolaeva, N V', 'Shvedskii, B P', 'Papush, N D']","['Nikolaeva NV', 'Shvedskii BP', 'Papush ND']",['rus'],['Journal Article'],"Elektroforez belkov krovi u bol'nykh eritremiei, lechennykh radioaktivnym fosforom.",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Adult', 'Aged', 'Blood Protein Electrophoresis', '*Blood Proteins', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/blood/*radiotherapy', 'Male', 'Middle Aged', 'Phosphorus Isotopes/*therapeutic use']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1967 Jan;12(1):32-4.,"['0 (Blood Proteins)', '0 (Phosphorus Isotopes)']",,,
5245631,NLM,MEDLINE,19681204,20081121,0552-2080 (Print) 0552-2080 (Linking),12,1,1967 Jan,[Idiopathic myelofibrosis and secondary myelofibrosis in chromic myeloleukosis].,12-24,"[""Dul'tsin, M S"", 'Klimova, N F', 'Cherntsova, T A', 'Zakharova, A V']","[""Dul'tsin MS"", 'Klimova NF', 'Cherntsova TA', 'Zakharova AV']",['rus'],['Journal Article'],Idiopaticheskii mielofibroz i vtorichnyi mielofibroz pri khronicheskom mieloleikoze.,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Adolescent', 'Adult', 'Aged', 'Alkaline Phosphatase/blood', 'Biopsy', 'Bone and Bones/pathology', 'Chronic Disease', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid/*complications/diagnosis', 'Leukocytes/enzymology', 'Male', 'Middle Aged', 'Primary Myelofibrosis/diagnosis/*etiology', 'Trephining']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1967 Jan;12(1):12-24.,['EC 3.1.3.1 (Alkaline Phosphatase)'],,,
5245558,NLM,MEDLINE,19681129,20151119,0541-0576 (Print) 0541-0576 (Linking),44,5,1968 May,[Current treatment of acute lymphoblastic leukemia. Effects of the reinduction method. New medicines (rubidomycin)].,308-10,"['Bernard, J']",['Bernard J'],['fre'],['Journal Article'],Traitements actuels des leucemies aigues lymphoblastiques. Effets de la methode de reinduction. Nouveaux medicaments (rubidomycine),France,Sem Ther,Semaine therapeutique,0205463,IM,"['Antibiotics, Antineoplastic/*therapeutic use', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Methods', 'Prednisone/*therapeutic use', 'Vincristine/*therapeutic use']",1968/05/01 00:00,1968/05/01 00:01,['1968/05/01 00:00'],"['1968/05/01 00:00 [pubmed]', '1968/05/01 00:01 [medline]', '1968/05/01 00:00 [entrez]']",ppublish,Sem Ther. 1968 May;44(5):308-10.,"['0 (Antibiotics, Antineoplastic)', '5J49Q6B70F (Vincristine)', 'VB0R961HZT (Prednisone)']",,,
5245556,NLM,MEDLINE,19681129,20190711,0023-2173 (Print) 0023-2173 (Linking),46,6,1968 Mar 15,[Effect and istribution of methotrexate in the human organism during leukemia treatment].,281-96,"['Wilmanns, W', 'Martin, H']","['Wilmanns W', 'Martin H']",['ger'],['Journal Article'],Wirkung und Verteilung von Methotrexat im menschlichen Organismus bei der Leukamiebehandlung.,Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,IM,"['Adolescent', 'Adult', 'Female', 'Humans', 'Injections, Intravenous', 'Leukemia/*drug therapy/metabolism', 'Leukemia, Lymphoid/drug therapy/enzymology', 'Leukemia, Myeloid/drug therapy/enzymology', 'Leukocytes/drug effects/*enzymology/metabolism', 'Male', 'Methotrexate/administration & dosage/blood/*metabolism/pharmacology/urine', 'Middle Aged', 'Tetrahydrofolate Dehydrogenase/*blood', 'Thymidine Kinase/*blood']",1968/03/15 00:00,1968/03/15 00:01,['1968/03/15 00:00'],"['1968/03/15 00:00 [pubmed]', '1968/03/15 00:01 [medline]', '1968/03/15 00:00 [entrez]']",ppublish,Klin Wochenschr. 1968 Mar 15;46(6):281-96. doi: 10.1007/BF01738686.,"['EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'EC 2.7.1.21 (Thymidine Kinase)', 'YL5FZ2Y5U1 (Methotrexate)']",['10.1007/BF01738686 [doi]'],,
5245534,NLM,MEDLINE,19681129,20190722,0019-5456 (Print) 0019-5456 (Linking),35,241,1968 Feb,Chloroma as a presenting feature of acute leukaemia. Report of a case with brief review.,116-8,"['Bhandari, N R', 'Badonia, O P']","['Bhandari NR', 'Badonia OP']",['eng'],"['Case Reports', 'Journal Article']",,India,Indian J Pediatr,Indian journal of pediatrics,0417442,IM,"['Child', 'Diagnosis, Differential', 'Humans', 'Leukemia, Myeloid/*diagnosis', 'Leukemia, Myeloid, Acute/*diagnosis', 'Male']",1968/02/01 00:00,1968/02/01 00:01,['1968/02/01 00:00'],"['1968/02/01 00:00 [pubmed]', '1968/02/01 00:01 [medline]', '1968/02/01 00:00 [entrez]']",ppublish,Indian J Pediatr. 1968 Feb;35(241):116-8. doi: 10.1007/BF02790616.,,['10.1007/BF02790616 [doi]'],,
5245533,NLM,MEDLINE,19681129,20141120,0012-0472 (Print) 0012-0472 (Linking),93,37,1968 Sep 13,[Cytological differential diagnosis of leukemic diseases].,1769-71,"['Muller, D']",['Muller D'],['ger'],['Journal Article'],Die zytologische Differentialdiagnose leukamischer Erkrankungen.,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,IM,"['Diagnosis, Differential', 'Esterases/blood', 'Humans', 'In Vitro Techniques', 'Leukemia/*blood/enzymology', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Leukemia, Plasma Cell/blood', 'Leukocytes', 'Lymphocytes', 'Monocytes', 'Peroxidases/blood', 'Plasma Cells']",1968/09/13 00:00,1968/09/13 00:01,['1968/09/13 00:00'],"['1968/09/13 00:00 [pubmed]', '1968/09/13 00:01 [medline]', '1968/09/13 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1968 Sep 13;93(37):1769-71. doi: 10.1055/s-0028-1110824.,"['EC 1.11.1.- (Peroxidases)', 'EC 3.1.- (Esterases)']",['10.1055/s-0028-1110824 [doi]'],,
5245524,NLM,MEDLINE,19681129,20181113,0008-1264 (Print) 0008-1264 (Linking),109,3,1968 Sep,Acute promyelocytic leukemia with hypofibrinogenemia.,219-23,"['Laws, W C', 'Bohannon, R A', 'Robinson, A J', 'Aggeler, P M']","['Laws WC', 'Bohannon RA', 'Robinson AJ', 'Aggeler PM']",['eng'],['Journal Article'],,United States,Calif Med,California medicine,0410260,IM,"['Afibrinogenemia/blood/*complications', 'Humans', 'Leukemia, Myeloid, Acute/blood/*complications', 'Male', 'Middle Aged']",1968/09/01 00:00,1968/09/01 00:01,['1968/09/01 00:00'],"['1968/09/01 00:00 [pubmed]', '1968/09/01 00:01 [medline]', '1968/09/01 00:00 [entrez]']",ppublish,Calif Med. 1968 Sep;109(3):219-23.,,,PMC1503209,
5245523,NLM,MEDLINE,19681129,20071115,0007-1048 (Print) 0007-1048 (Linking),15,3,1968 Sep,Erythropoietin in leukaemia.,324,"['Wrigley, D F', 'Malpas, J S']","['Wrigley DF', 'Malpas JS']",['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,IM,"['Animals', 'Erythropoietin/*blood', 'Hemoglobinometry', 'Humans', 'Leukemia/*blood', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Mice']",1968/09/01 00:00,1968/09/01 00:01,['1968/09/01 00:00'],"['1968/09/01 00:00 [pubmed]', '1968/09/01 00:01 [medline]', '1968/09/01 00:00 [entrez]']",ppublish,Br J Haematol. 1968 Sep;15(3):324.,['11096-26-7 (Erythropoietin)'],,,
5245522,NLM,MEDLINE,19681129,20190704,0007-1048 (Print) 0007-1048 (Linking),15,3,1968 Sep,Proliferative activity of leukaemic cells at various stages of acute leukaemia of childhood.,269-81,"['Foadi, M D', 'Cooper, E H', 'Hardisty, R M']","['Foadi MD', 'Cooper EH', 'Hardisty RM']",['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,IM,"['Aneuploidy', 'Blood Cell Count', 'Blood Cells/metabolism', 'Bone Marrow/metabolism', 'Bone Marrow Cells', '*Cell Division', 'Child', 'Child, Preschool', 'DNA, Neoplasm/*biosynthesis/blood', 'Histocytochemistry', 'Humans', 'In Vitro Techniques', 'Leukemia/drug therapy/*metabolism', 'Leukemia, Lymphoid/metabolism', 'Leukemia, Myeloid, Acute/metabolism', 'RNA, Neoplasm/biosynthesis', 'Thymidine/metabolism', 'Tritium', 'Uridine/metabolism']",1968/09/01 00:00,1968/09/01 00:01,['1968/09/01 00:00'],"['1968/09/01 00:00 [pubmed]', '1968/09/01 00:01 [medline]', '1968/09/01 00:00 [entrez]']",ppublish,Br J Haematol. 1968 Sep;15(3):269-81. doi: 10.1111/j.1365-2141.1968.tb01538.x.,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)', 'WHI7HQ7H85 (Uridine)']",['10.1111/j.1365-2141.1968.tb01538.x [doi]'],,
5245507,NLM,MEDLINE,19681125,20071115,0028-2162 (Print) 0028-2162 (Linking),112,25,1968 Jun 22,[Elevated intracranial pressure as first symptom in a child with acute leukemia].,1170-4,"['Fleury, P']",['Fleury P'],['dut'],['Journal Article'],Verhooged intracraniele druk als eerste symptoom bij een kind met acute leukemie.,Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,IM,"['Cerebrospinal Fluid/cytology', 'Child', 'Humans', '*Intracranial Pressure', 'Leukemia, Lymphoid/*cerebrospinal fluid', 'Male']",1968/06/22 00:00,1968/06/22 00:01,['1968/06/22 00:00'],"['1968/06/22 00:00 [pubmed]', '1968/06/22 00:01 [medline]', '1968/06/22 00:00 [entrez]']",ppublish,Ned Tijdschr Geneeskd. 1968 Jun 22;112(25):1170-4.,,,,
5245483,NLM,MEDLINE,19681124,20071115,0003-1488 (Print) 0003-1488 (Linking),153,7,1968 Oct 1,Spontaneous leukemia in a Hartley strain guinea pig.,954-6,"['Ediger, R D', 'Rabstein, M M']","['Ediger RD', 'Rabstein MM']",['eng'],['Journal Article'],,United States,J Am Vet Med Assoc,Journal of the American Veterinary Medical Association,7503067,IM,"['Animals', 'Female', '*Guinea Pigs', 'Leukemia, Lymphoid/epidemiology/pathology/*veterinary', 'Rodent Diseases/*epidemiology/pathology']",1968/10/01 00:00,1968/10/01 00:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '1968/10/01 00:01 [medline]', '1968/10/01 00:00 [entrez]']",ppublish,J Am Vet Med Assoc. 1968 Oct 1;153(7):954-6.,,,,
5245482,NLM,MEDLINE,19681122,20071115,0025-4053 (Print) 0025-4053 (Linking),105,4,1968,[Myeloid leukemia following lymphoid leukemia].,339-41,"['Carcassonne, Y', 'Gascard, E']","['Carcassonne Y', 'Gascard E']",['fre'],['Journal Article'],Leucemie myeloide succedant a une leucemie lymphoide.,France,Mars Med,Marseille medical,2985228R,IM,"['Female', 'Humans', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid/*complications', 'Middle Aged']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Mars Med. 1968;105(4):339-41.,,,,
5245481,NLM,MEDLINE,19681122,20131121,0025-4053 (Print) 0025-4053 (Linking),105,4,1968,[Serious hematological accidents due to Myleran in the treatment of chronic myeloid leukemia].,330-8,"['Olmer, J', 'Muratore, R', 'Gabriel, B', 'Canu, A M']","['Olmer J', 'Muratore R', 'Gabriel B', 'Canu AM']",['fre'],['Journal Article'],Accidents hematologiques gravissimes du Myleran dans le traitement des leucemies myeloides chroniques.,France,Mars Med,Marseille medical,2985228R,IM,"['Adult', 'Aged', 'Anemia, Aplastic/*chemically induced', 'Busulfan/*adverse effects', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Male', 'Middle Aged']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Mars Med. 1968;105(4):330-8.,['G1LN9045DK (Busulfan)'],,,
5245480,NLM,MEDLINE,19681122,20071115,0025-4053 (Print) 0025-4053 (Linking),105,4,1968,[Treatment and prognosis of hyperleukemic lymphoblastic leukosis in children].,325-30,"['Orsini, A', 'Raybaud, C', 'Perrimond, H', 'Brusquet, Y', 'Spriet, A']","['Orsini A', 'Raybaud C', 'Perrimond H', 'Brusquet Y', 'Spriet A']",['fre'],['Journal Article'],Traitement et pronostic des leucoses lymphoblastiques hyperleucemiques de l'enfant.,France,Mars Med,Marseille medical,2985228R,IM,"['Acute Disease', 'Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Prognosis']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Mars Med. 1968;105(4):325-30.,,,,
5245468,NLM,MEDLINE,19681120,20010323,0043-3284 (Print) 0043-3284 (Linking),64,10,1968 Oct,Effect of chest strapping on the flow-volume curve and time constant of lung.,390,"['Null, D M Jr']",['Null DM Jr'],['eng'],['Journal Article'],,United States,W V Med J,The West Virginia medical journal,0413777,IM,"['Leukemia/*genetics', 'Lung/*physiology', 'Time Factors']",1968/10/01 00:00,2001/03/28 10:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1968/10/01 00:00 [entrez]']",ppublish,W V Med J. 1968 Oct;64(10):390.,,,,
5245450,NLM,MEDLINE,19681120,20151119,0048-6086 (Print) 0048-6086 (Linking),32,1,1967 Jan-Feb,[Preliminary experiences with splenic scintigraphy with 1-bromo-mercurio-2-hydroxy-propane labeled with Hg 197].,45-54,"['Di Chiara, F', 'Gherardini, P']","['Di Chiara F', 'Gherardini P']",['ita'],['Journal Article'],Prime esperienze di scintigrafia splenica con 1-bromo-mercurio-2-idrossipropano marcato con Hg 197.,Italy,Quad Radiol,Quaderni di radiologia,0401237,IM,"['Breast Neoplasms/complications', 'Hepatitis/complications', 'Humans', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Mercury', 'Mercury Isotopes', '*Radionuclide Imaging', 'Splenic Diseases/*diagnosis', 'Splenomegaly/diagnosis', 'Tuberculosis, Miliary/complications']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Quad Radiol. 1967 Jan-Feb;32(1):45-54.,"['0 (Mercury Isotopes)', 'FXS1BY2PGL (Mercury)']",,,
