PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,PMC,AID,TT,OID,OAB,OABL,OTO,OT,GN,EIN
4320579,NLM,MEDLINE,19710113,20041117,0040-4675 (Print) 0040-4675 (Linking),28,1,1970 Spring,Studies on FBJ virus-induced bone tumors in mice.,145-65,"['Yumoto, T', 'Poel, W E', 'Kodama, T', 'Dmochowski, L']","['Yumoto T', 'Poel WE', 'Kodama T', 'Dmochowski L']",['eng'],['Journal Article'],United States,Tex Rep Biol Med,Texas reports on biology and medicine,2984820R,,IM,"['Animals', 'Animals, Newborn', 'Bone Neoplasms/microbiology/*pathology', 'Culture Techniques', 'Leukemia Virus, Murine/analysis', 'Mice', 'Microscopy, Electron', 'Neoplasm Transplantation', 'Neoplasms, Experimental', 'Oncogenic Viruses', 'Osteosarcoma/microbiology/*pathology', 'Sarcoma, Experimental', 'Transplantation, Homologous']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Tex Rep Biol Med. 1970 Spring;28(1):145-65.,,,,,,,,,,,
4320566,NLM,MEDLINE,19710113,20190617,0028-0836 (Print) 0028-0836 (Linking),228,5270,1970 Oct 31,Separation of RNA-dependent DNA polymerase activity from the murine leukaemia virion.,435-8,"['Gerwin, B I', 'Todaro, G J', 'Zeve, V', 'Scolnick, E M', 'Aaronson, S A']","['Gerwin BI', 'Todaro GJ', 'Zeve V', 'Scolnick EM', 'Aaronson SA']",['eng'],['Journal Article'],England,Nature,Nature,0410462,"['0 (Immune Sera)', '0 (Viral Proteins)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)']",IM,"['Centrifugation, Density Gradient', 'DNA Nucleotidyltransferases/*isolation & purification', 'Immune Sera', 'Leukemia Virus, Murine/*enzymology', 'Microscopy, Electron', 'Viral Proteins/*analysis']",,1970/10/31 00:00,1970/10/31 00:01,['1970/10/31 00:00'],"['1970/10/31 00:00 [pubmed]', '1970/10/31 00:01 [medline]', '1970/10/31 00:00 [entrez]']",ppublish,Nature. 1970 Oct 31;228(5270):435-8. doi: 10.1038/228435a0.,,,['10.1038/228435a0 [doi]'],,,,,,,,
4320564,NLM,MEDLINE,19710113,20190617,0028-0836 (Print) 0028-0836 (Linking),228,5270,1970 Oct 31,Synthetic DNA-RNA hybrids and RNA-RNA duplexes as templates for the polymerases of the oncogenic RNA viruses.,430-2,"['Spiegelman, S', 'Burny, A', 'Das, M R', 'Keydar, J', 'Schlom, J', 'Travnicek, M', 'Watson, K']","['Spiegelman S', 'Burny A', 'Das MR', 'Keydar J', 'Schlom J', 'Travnicek M', 'Watson K']",['eng'],['Journal Article'],England,Nature,Nature,0410462,"['0 (Nucleotides)', '63231-63-0 (RNA)', '9007-49-2 (DNA)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)']",IM,"['Alpharetrovirus/*enzymology', 'Avian Leukosis Virus/enzymology', 'DNA/*chemical synthesis', 'DNA Nucleotidyltransferases/*metabolism', 'Enzyme Induction', '*Hybridization, Genetic', 'Leukemia Virus, Murine/enzymology', 'Moloney murine leukemia virus/enzymology', 'Nucleotides/metabolism', 'RNA/*chemical synthesis', 'Rauscher Virus/enzymology', 'Retroviridae/enzymology', '*Templates, Genetic']",,1970/10/31 00:00,1970/10/31 00:01,['1970/10/31 00:00'],"['1970/10/31 00:00 [pubmed]', '1970/10/31 00:01 [medline]', '1970/10/31 00:00 [entrez]']",ppublish,Nature. 1970 Oct 31;228(5270):430-2. doi: 10.1038/228430a0.,,,['10.1038/228430a0 [doi]'],,,,,,,,
4320498,NLM,MEDLINE,19710113,20190716,0002-922X (Print) 0002-922X (Linking),120,6,1970 Dec,New episodes of fever in hospitalized children.,515-9,"['Konerding, K', 'Moffet, H L']","['Konerding K', 'Moffet HL']",['eng'],['Journal Article'],United States,Am J Dis Child,American journal of diseases of children (1960),0370471,,IM,"['Adenoviridae/isolation & purification', 'Body Temperature', 'Child', 'Child, Preschool', '*Cross Infection', 'Female', 'Fever/epidemiology/*etiology/microbiology', 'Humans', 'Infant', 'Leukemia/complications', 'Male', 'Postoperative Complications', 'Respiratory Tract Infections/etiology', 'Respirovirus/isolation & purification', 'Salmonella typhimurium/isolation & purification', 'Sepsis/complications', 'Simplexvirus/isolation & purification', 'Streptococcus/isolation & purification', 'Thermometers', 'Wound Infection/complications']",,1970/12/01 00:00,1970/12/01 00:01,['1970/12/01 00:00'],"['1970/12/01 00:00 [pubmed]', '1970/12/01 00:01 [medline]', '1970/12/01 00:00 [entrez]']",ppublish,Am J Dis Child. 1970 Dec;120(6):515-9. doi: 10.1001/archpedi.1970.02100110063005.,,,['10.1001/archpedi.1970.02100110063005 [doi]'],,,,,,,,
4320442,NLM,MEDLINE,19710113,20190501,0007-1447 (Print) 0007-1447 (Linking),4,5732,1970 Nov 14,Potentiation of viral carcinogenesis by immunosuppression.,419-20,"['Allison, A C']",['Allison AC'],['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,"['0 (Antigens)', '0 (Antilymphocyte Serum)']",IM,"['AKR murine leukemia virus', 'Animals', 'Animals, Newborn', 'Antigens', '*Antilymphocyte Serum', 'Immune Tolerance', 'Immunity, Cellular', 'Leukemia, Experimental/immunology', 'Lymph Nodes/transplantation', 'Lymphocytes', 'Mice', 'Neoplasms, Experimental/*etiology/genetics/immunology', '*Polyomavirus', '*Thymectomy']",,1970/11/14 00:00,1970/11/14 00:01,['1970/11/14 00:00'],"['1970/11/14 00:00 [pubmed]', '1970/11/14 00:01 [medline]', '1970/11/14 00:00 [entrez]']",ppublish,Br Med J. 1970 Nov 14;4(5732):419-20. doi: 10.1136/bmj.4.5732.419.,,PMC1819946,['10.1136/bmj.4.5732.419 [doi]'],,,,,,,,
4320381,NLM,MEDLINE,19710109,20061115,0015-5500 (Print) 0015-5500 (Linking),16,5,1970,Tumours in reptiles inoculated with chicken Rous sarcoma material.,353-5,"['Veskova, T K', 'Trubcheninova, L P', 'Dook, I L']","['Veskova TK', 'Trubcheninova LP', 'Dook IL']",['eng'],['Journal Article'],Czech Republic,Folia Biol (Praha),Folia biologica,0234640,,IM,"['Animals', 'Avian Sarcoma Viruses/*pathogenicity', 'Chickens', 'Cysts/microbiology', 'Humans', 'Injections', 'Leukemia, Experimental/*microbiology', 'Leukocyte Transfusion', '*Lizards', 'Sarcoma, Experimental/*microbiology', '*Snakes', 'Species Specificity', 'Transplantation, Heterologous', '*Turtles', '*Urodela']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Folia Biol (Praha). 1970;16(5):353-5.,,,,,,,,,,,
4320374,NLM,MEDLINE,19710109,20151119,0365-9615 (Print) 0365-9615 (Linking),66,8,1968 Aug,[Isolation of chick leukemia virus in live viral vaccines of egg origin].,89-92,"['Leshchinskaia, N P', 'Ivanova, N A', 'Smorodintsev, A A']","['Leshchinskaia NP', 'Ivanova NA', 'Smorodintsev AA']",['rus'],['Journal Article'],Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,"['0 (Influenza Vaccines)', '0 (Mumps Vaccine)', '0 (Viral Vaccines)']",IM,"['Animals', 'Avian Leukosis Virus/*isolation & purification', 'Cricetinae', '*Influenza Vaccines', 'Mice', 'Mumps Vaccine', '*Mumps virus', 'Neoplasms, Experimental/etiology', 'Rats', '*Viral Vaccines']",,1968/08/01 00:00,1968/08/01 00:01,['1968/08/01 00:00'],"['1968/08/01 00:00 [pubmed]', '1968/08/01 00:01 [medline]', '1968/08/01 00:00 [entrez]']",ppublish,Biull Eksp Biol Med. 1968 Aug;66(8):89-92.,,,,Opyt vyiavleniia virusa kurinogo leikoza v zhivykh protivovirusnykh vaktsinakh iaichnogo proiskhozhdeniia.,,,,,,,
4320313,NLM,MEDLINE,19710107,20151119,0041-6959 (Print) 0041-6959 (Linking),98,8,1969 Aug,[Leukemia and virus: current concept].,1335-7,"['Gentile, J M', 'Pepin, J M']","['Gentile JM', 'Pepin JM']",['fre'],"['Journal Article', 'Review']",Canada,Union Med Can,L'union medicale du Canada,0030444,,IM,"['Animals', 'Anura', 'Avian Leukosis Virus', 'Birds', 'Burkitt Lymphoma/etiology', 'Herpesviridae/isolation & purification', 'Herpesvirus 4, Human', 'Humans', 'Leukemia/etiology', 'Leukemia Virus, Murine', 'Lymphoma/etiology', 'Mice', '*Retroviridae/isolation & purification']",5,1969/08/01 00:00,1969/08/01 00:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '1969/08/01 00:01 [medline]', '1969/08/01 00:00 [entrez]']",ppublish,Union Med Can. 1969 Aug;98(8):1335-7.,,,,Leucemie et virus: concept actuel.,,,,,,,
4320301,NLM,MEDLINE,19710107,20190708,0020-7136 (Print) 0020-7136 (Linking),6,2,1970 Sep 15,On the surface structure of murine ascites tumors. I. Interactions with various phytoagglutinins.,283-9,"['Tomita, M', 'Osawa, T', 'Sakurai, Y', 'Ukita, T']","['Tomita M', 'Osawa T', 'Sakurai Y', 'Ukita T']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Disaccharides)', '0 (Lectins)', '0 (Monosaccharides)', 'EC 3.2.1.18 (Neuraminidase)', 'EC 3.4.21.4 (Trypsin)']",IM,"['Agglutination/*drug effects', 'Agglutination Tests', 'Animals', 'Binding Sites', 'Carcinoma, Ehrlich Tumor', 'Carcinoma, Hepatocellular', 'Cell Membrane/*physiopathology', 'Disaccharides/pharmacology', 'Erythrocytes/drug effects', 'Hot Temperature', 'In Vitro Techniques', 'Lectins/*pharmacology', 'Leukemia L1210', 'Liver Neoplasms', 'Mice', 'Monosaccharides/pharmacology', '*Neoplasms, Experimental', 'Neuraminidase/pharmacology', 'Rats', 'Sarcoma, Yoshida', 'Surface Properties', 'Trypsin/pharmacology']",,1970/09/15 00:00,1970/09/15 00:01,['1970/09/15 00:00'],"['1970/09/15 00:00 [pubmed]', '1970/09/15 00:01 [medline]', '1970/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1970 Sep 15;6(2):283-9. doi: 10.1002/ijc.2910060216.,,,['10.1002/ijc.2910060216 [doi]'],,,,,,,,
4320296,NLM,MEDLINE,19710107,20190708,0020-7136 (Print) 0020-7136 (Linking),6,2,1970 Sep 15,Rous sarcoma recurrence and Rous sarcoma virus growth in chicken muscle.,160-71,"['Dinowitz, M', 'Rabin, H']","['Dinowitz M', 'Rabin H']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"[""9007-81-2 (Freund's Adjuvant)""]",IM,"['Age Factors', 'Animals', 'Avian Leukosis/immunology/*physiopathology', 'Avian Sarcoma Viruses/*growth & development', 'Chick Embryo', 'Chickens', 'Fibroblasts', ""Freund's Adjuvant"", 'In Vitro Techniques', 'Muscles', 'Neoplasm Recurrence, Local/*physiopathology', 'Neoplasm Regression, Spontaneous/*physiopathology', 'Sarcoma, Avian/immunology/*physiopathology', 'Wings, Animal']",,1970/09/15 00:00,1970/09/15 00:01,['1970/09/15 00:00'],"['1970/09/15 00:00 [pubmed]', '1970/09/15 00:01 [medline]', '1970/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1970 Sep 15;6(2):160-71. doi: 10.1002/ijc.2910060204.,,,['10.1002/ijc.2910060204 [doi]'],,,,,,,,
4320295,NLM,MEDLINE,19710107,20190708,0020-7136 (Print) 0020-7136 (Linking),6,2,1970 Sep 15,Immunofluorescent study of the group-specific antigen of murine leukemia viruses.,153-9,"['Lejneva, O M', 'Abelev, G I']","['Lejneva OM', 'Abelev GI']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies)', '0 (Antibodies, Anti-Idiotypic)', '0 (Antigens)', '9002-18-0 (Agar)']",IM,"['Absorption', 'Agar', 'Animals', 'Antibodies', 'Antibodies, Anti-Idiotypic', '*Antigen-Antibody Reactions', 'Antigens/*analysis', 'Chemical Precipitation', 'Fluorescent Antibody Technique', 'Histocytochemistry', 'Kidney/pathology', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Moloney murine leukemia virus', 'Perissodactyla', 'Rabbits', 'Rats', 'Rauscher Virus', 'Sarcoma, Avian', 'Sarcoma, Experimental/*immunology', 'Spleen/analysis/pathology']",,1970/09/15 00:00,1970/09/15 00:01,['1970/09/15 00:00'],"['1970/09/15 00:00 [pubmed]', '1970/09/15 00:01 [medline]', '1970/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1970 Sep 15;6(2):153-9. doi: 10.1002/ijc.2910060203.,,,['10.1002/ijc.2910060203 [doi]'],,,,,,,,
4320294,NLM,MEDLINE,19710107,20190708,0020-7136 (Print) 0020-7136 (Linking),6,2,1970 Sep 15,Group-specific antigen of murine leukemia viruses in mice of low-leukemic strains.,145-52,"['Abelev, G I', 'Elgort, D A']","['Abelev GI', 'Elgort DA']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies)', '0 (Antigens)', '0 (Immune Sera)', '0 (Iodine Isotopes)']",IM,"['AKR murine leukemia virus/immunology', 'Animals', 'Antibodies', 'Antigen-Antibody Reactions', 'Antigens/*analysis', 'Autoradiography', 'Complement Fixation Tests', '*Immune Sera', 'Immunoassay', 'Immunodiffusion', 'Iodine Isotopes', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Moloney murine leukemia virus/immunology', 'Protein Binding', 'Rabbits', 'Rats', 'Rauscher Virus/immunology', 'Spleen/analysis']",,1970/09/15 00:00,1970/09/15 00:01,['1970/09/15 00:00'],"['1970/09/15 00:00 [pubmed]', '1970/09/15 00:01 [medline]', '1970/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1970 Sep 15;6(2):145-52. doi: 10.1002/ijc.2910060202.,,,['10.1002/ijc.2910060202 [doi]'],,,,,,,,
4320260,NLM,MEDLINE,19710106,20180216,0001-5792 (Print) 0001-5792 (Linking),44,1,1970,[Acute myelo-monocytic leukemia with atypical naphthol-AS-D-chloracetate esterase positive eosinophils].,52-62,"['Leder, L D']",['Leder LD'],['ger'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Acetates)', '0 (Anhydrides)', '0 (Anilides)', '10450-60-9 (Periodic Acid)', 'EC 1.11.1.- (Peroxidases)', 'EC 3.1.- (Esterases)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acetates', 'Acid Phosphatase/blood', 'Aged', 'Alkaline Phosphatase/blood', 'Anhydrides', 'Anilides', 'Bone Marrow Cells', 'Cytoplasmic Granules', 'Eosinophils/*enzymology', 'Esterases/*blood', 'Female', 'Humans', 'Leukemia, Monocytic, Acute/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Periodic Acid', 'Peroxidases/blood']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1970;44(1):52-62. doi: 10.1159/000208662.,,,['10.1159/000208662 [doi]'],Akute myelo-monozytare Leukamie mit atypischen Naphthol-AS-D-Chloracetat-Esterase-positiven Eosinophilen.,,,,,,,
4320252,NLM,MEDLINE,19710106,20141120,0365-9615 (Print) 0365-9615 (Linking),68,7,1969 Jun,[Attempts to use the interference phenomenon for detecting several mice leukemia viruses in tissue culture].,74-6,"['Merekalova, Z I']",['Merekalova ZI'],['rus'],['Journal Article'],Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,,IM,"['Animals', '*Culture Techniques', 'Embryo, Mammalian', '*Encephalomyocarditis virus', 'Fibroblasts', 'Friend murine leukemia virus', '*Leukemia Virus, Murine', 'Methods', 'Mice', '*Variola virus', '*Viral Interference']",,1969/06/01 00:00,1969/06/01 00:01,['1969/06/01 00:00'],"['1969/06/01 00:00 [pubmed]', '1969/06/01 00:01 [medline]', '1969/06/01 00:00 [entrez]']",ppublish,Biull Eksp Biol Med. 1969 Jun;68(7):74-6.,,,,Popytki ispol'zovaniia fenomena interferentsii dlia obnaruzheniia nekotorykh virusov leikozov myshei v kul'ture tkani.,,,,,,,
4320251,NLM,MEDLINE,19710104,20191030,0043-9339 (Print) 0043-9339 (Linking),26,4,1970 Oct-Dec,Epidemiological studies relating to the control of Marek's Disease.,755-62,"['Witter, R L']",['Witter RL'],['eng'],['Journal Article'],England,Worlds Poult Sci J,World's poultry science journal,0033040,,IM,"['Animals', 'Avian Leukosis/*prevention & control', '*Chickens', 'Housing', 'Peripheral Nervous System Diseases/prevention & control/veterinary', 'Poultry Diseases/*prevention & control']",,1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,Worlds Poult Sci J. 1970 Oct-Dec;26(4):755-62. doi: 10.1079/wps19700032.,,,['10.1079/wps19700032 [doi]'],,,,,,,,
4320181,NLM,MEDLINE,19701231,20191030,0300-9637 (Print) 0300-9637 (Linking),9,18,1970 Sep 22,Prevalence of murine C-type RNA virus group specific antigen in inbred strains of mice.,1071-80,"['Myers, D D', 'Meier, H', 'Huebner, R J']","['Myers DD', 'Meier H', 'Huebner RJ']",['eng'],['Journal Article'],England,Life Sci II,"Life sciences. Pt. 2: Biochemistry, general and molecular biology",0375523,['0 (Antigens)'],IM,"['AKR murine leukemia virus/immunology', 'Age Factors', 'Animals', 'Antigens/*analysis', 'Complement Fixation Tests', 'Inbreeding', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Moloney murine leukemia virus/*immunology', 'Spleen', 'Thymus Gland']",,1970/09/22 00:00,1970/09/22 00:01,['1970/09/22 00:00'],"['1970/09/22 00:00 [pubmed]', '1970/09/22 00:01 [medline]', '1970/09/22 00:00 [entrez]']",ppublish,Life Sci II. 1970 Sep 22;9(18):1071-80. doi: 10.1016/0024-3205(70)90016-0.,,,['10.1016/0024-3205(70)90016-0 [doi]'],,,,,,,,
4320133,NLM,MEDLINE,19701228,20181113,0009-9104 (Print) 0009-9104 (Linking),6,6,1970 Jun,Genesis of antinuclear antibody in NZB-W mice: role of genetic factors and of viral infections.,829-39,"['Lambert, P H', 'Dixon, F J']","['Lambert PH', 'Dixon FJ']",['eng'],['Journal Article'],England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Antibodies, Antinuclear)', '0 (Isoantigens)', '0 (Polysaccharides)', '27432CM55Q (Serum Albumin, Bovine)', '9007-49-2 (DNA)', '9008-11-1 (Interferons)']",IM,"['Animals', 'Animals, Newborn', 'Antibodies, Antinuclear/*biosynthesis', '*Antibody Formation', 'Autoimmune Diseases/genetics/*immunology', 'DNA', 'Female', 'Glomerulonephritis/genetics/*immunology', 'Immunization', 'Interferons/analysis', 'Isoantigens', 'Leukemia Virus, Murine', 'Mice', 'Polyomavirus', 'Polysaccharides/therapeutic use', 'Rodent Diseases/genetics/*immunology', 'Serum Albumin, Bovine', 'Species Specificity', 'Thymectomy', 'Virus Diseases/*immunology']",,1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",ppublish,Clin Exp Immunol. 1970 Jun;6(6):829-39.,,PMC1712825,,,,,,,,,
4320085,NLM,MEDLINE,19701223,20161026,0070-217X (Print) 0070-217X (Linking),53,,1970,The major histocompatibility antigens in various species.,1-90,"['Ivanyi, P']",['Ivanyi P'],['eng'],"['Journal Article', 'Review']",Germany,Curr Top Microbiol Immunol,Current topics in microbiology and immunology,0110513,"['0 (Antigens)', '0 (Blood Group Antigens)']",IM,"['Animals', 'Antibody Formation', '*Antigens', 'Binding Sites', 'Blood Group Antigens', 'Cattle', 'Chickens', 'Dogs', 'Haplorhini', '*Histocompatibility', 'Hominidae', 'Humans', 'Immunochemistry', 'Immunogenetics', 'Kidney Transplantation', 'Leukemia Virus, Murine/immunology', 'Leukemia, Experimental/immunology', 'Leukocytes/immunology', 'Mice', 'Rabbits', 'Rats', 'Skin Transplantation', '*Species Specificity', 'Swine', 'Transplantation Immunology', 'Transplantation, Homologous']",484,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Curr Top Microbiol Immunol. 1970;53:1-90.,,,,,,,,,,,
4320051,NLM,MEDLINE,19701222,20041117,0023-5326 (Print) 0023-5326 (Linking),23,1,1970 Mar 31,The isolation and purification of a chemotaxis-promoting factor for cancer cells (carinoegresin) from cancerous tissues and its physico-chemical properties.,1-13,"['Yoshida, K']",['Yoshida K'],['eng'],['Journal Article'],Japan,Kumamoto Med J,The Kumamoto medical journal,0376615,['0 (Neoplasm Proteins)'],IM,"['Animals', 'Carcinoma, Hepatocellular/metabolism', 'Chemotaxis/*drug effects', 'Chromatography', 'Electrophoresis, Disc', 'Humans', 'Leukemia, Myeloid/metabolism', 'Liver Neoplasms', 'Male', 'Mice', 'Neoplasm Proteins/*isolation & purification', 'Rats']",,1970/03/31 00:00,1970/03/31 00:01,['1970/03/31 00:00'],"['1970/03/31 00:00 [pubmed]', '1970/03/31 00:01 [medline]', '1970/03/31 00:00 [entrez]']",ppublish,Kumamoto Med J. 1970 Mar 31;23(1):1-13.,,,,,,,,,,,
4320034,NLM,MEDLINE,19701222,20191210,0008-543X (Print) 0008-543X (Linking),26,5,1970 Nov,"Gastrointestinal ""sterilization"" in the treatment of patients with acute leukemia.",1076-81,"['Preisler, H D', 'Goldstein, I M', 'Henderson, E S']","['Preisler HD', 'Goldstein IM', 'Henderson ES']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Anti-Bacterial Agents)', '0 (Antineoplastic Agents)', '0 (Gentamicins)', '0 (Polymyxins)', '1400-61-9 (Nystatin)', '1405-87-4 (Bacitracin)', 'I16QD7X297 (Neomycin)']",IM,"['Acute Disease', 'Agranulocytosis/complications', 'Anti-Bacterial Agents/*therapeutic use', 'Antineoplastic Agents/adverse effects', 'Bacitracin/therapeutic use', 'Bacteriological Techniques', 'Diet Therapy', 'Dietetics', 'Digestive System/*microbiology', 'Drug Synergism', 'Feces/microbiology', 'Gastroenteritis/*prevention & control', 'Gentamicins/therapeutic use', 'Humans', 'Infection Control', 'Infections/epidemiology/etiology', 'Leukemia/complications/drug therapy/*therapy', 'Leukocyte Count', 'Neomycin/therapeutic use', 'Nystatin/therapeutic use', 'Polymyxins/therapeutic use', 'Sterilization']",,1970/11/01 00:00,1970/11/01 00:01,['1970/11/01 00:00'],"['1970/11/01 00:00 [pubmed]', '1970/11/01 00:01 [medline]', '1970/11/01 00:00 [entrez]']",ppublish,Cancer. 1970 Nov;26(5):1076-81. doi: 10.1002/1097-0142(197011)26:5<1076::aid-cncr2820260516>3.0.co;2-d.,,,['10.1002/1097-0142(197011)26:5<1076::aid-cncr2820260516>3.0.co;2-d [doi]'],,,,,,,,
4319950,NLM,MEDLINE,19701221,20190501,0007-1447 (Print) 0007-1447 (Linking),4,5730,1970 Oct 31,Cancer chemotherapy--the first twenty-five years.,259-65,"['Scott, R B']",['Scott RB'],['eng'],"['Journal Article', 'Review']",England,Br Med J,British medical journal,0372673,"['0 (Alkylating Agents)', '0 (Antibiotics, Antineoplastic)', '0 (Antimetabolites)', '0 (Antineoplastic Agents)', '0 (Benzoates)', '0 (Folic Acid Antagonists)', '0 (Nitrogen Mustard Compounds)', '0 (Plant Extracts)', '3IN71E75Z5 (Urethane)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Alkylating Agents/therapeutic use', 'Animals', 'Antibiotics, Antineoplastic/therapeutic use', 'Antimetabolites/therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Asparaginase/therapeutic use', 'Benzoates/therapeutic use', 'Choriocarcinoma/drug therapy', 'Female', 'Folic Acid Antagonists/therapeutic use', 'Humans', 'Leukemia/drug therapy', 'Lymphoma/drug therapy', 'Mitosis', 'Models, Biological', 'Neuroblastoma/drug therapy', 'Nitrogen Mustard Compounds/therapeutic use', 'Plant Extracts/therapeutic use', 'Pregnancy', 'Urethane/therapeutic use', 'Wilms Tumor/drug therapy']",127,1970/10/31 00:00,1970/10/31 00:01,['1970/10/31 00:00'],"['1970/10/31 00:00 [pubmed]', '1970/10/31 00:01 [medline]', '1970/10/31 00:00 [entrez]']",ppublish,Br Med J. 1970 Oct 31;4(5730):259-65. doi: 10.1136/bmj.4.5730.259.,,PMC1819834,['10.1136/bmj.4.5730.259 [doi]'],,,,,,,,
4319920,NLM,MEDLINE,19701213,20200930,0037-9727 (Print) 0037-9727 (Linking),135,1,1970 Oct,Long-term in vitro cultivation of Rauscher Leukemia virus in rat embryo cells.,160-6,"['Rhim, J S', 'Joglekar, M H', 'Richardson, E S', 'Wivel, N A', 'Huebner, R J']","['Rhim JS', 'Joglekar MH', 'Richardson ES', 'Wivel NA', 'Huebner RJ']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Antigens)', '0 (Immune Sera)', '9008-11-1 (Interferons)']",IM,"['Animals', 'Antigens/analysis', 'Cell Line', 'Complement Fixation Tests', 'Embryo, Mammalian', 'Immune Sera', 'Interferons/analysis', 'Leukemia Virus, Murine/immunology', 'Methods', 'Mice', 'Microscopy, Electron', 'Neutralization Tests', 'Rats', 'Rauscher Virus/*growth & development/immunology', 'Time Factors', '*Virus Cultivation']",,1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1970 Oct;135(1):160-6. doi: 10.3181/00379727-135-35010.,,,['10.3181/00379727-135-35010 [doi]'],,,,,,,,
