PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PS,FPS,TT,RN,RF,PMC,GR,OID
4884354,NLM,MEDLINE,19690318,20190618,0036-8075 (Print) 0036-8075 (Linking),162,3853,1968 Nov 1,Mutant Sl alleles of mice affect susceptibility to Friend spleen focus-forming virus.,564-5,"Mice of genotypes S1/S1(d), S1/+, and S1(d)/+ (but not S1(T)/S1(T) or S1(T)/+) were resistant to spleen focucs-forming virus. The ""environment"" in which hemopoietic target cells for this virus develop was not conducive for infection or focus formation, or both, but the target cells were not altered directly. The same genes appear to regulate hemopoiesis and leukemogenic transformation.","['Bennett, M', 'Steeves, R A', 'Cudkowicz, G', 'Mirand, E A', 'Russell, L B']","['Bennett M', 'Steeves RA', 'Cudkowicz G', 'Mirand EA', 'Russell LB']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['*Alleles', 'Animals', 'Bone Marrow Transplantation', 'Cell Transformation, Neoplastic', 'Female', 'Friend murine leukemia virus/*pathogenicity', 'Genotype', 'Hematocrit', 'Hematopoiesis', 'Leukemia, Experimental/etiology', 'Male', 'Mice', '*Mutation', 'Spleen/*microbiology']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",['10.1126/science.162.3853.564 [doi]'],ppublish,Science. 1968 Nov 1;162(3853):564-5. doi: 10.1126/science.162.3853.564.,,,,,,,,
4756538,NLM,MEDLINE,19740124,20041117,0040-3660 (Print) 0040-3660 (Linking),45,9,1973 Sep,[Acute leukemia--survival and work capacity].,93-8,,"['Lebedev, V N', 'Lebedeva, Iu L']","['Lebedev VN', 'Lebedeva IuL']",['rus'],['Journal Article'],Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Acute Disease', 'Adolescent', 'Antineoplastic Agents/therapeutic use', 'Follow-Up Studies', 'Humans', 'Leukemia/drug therapy/mortality/*rehabilitation', 'Middle Aged', 'Remission, Spontaneous', 'Time Factors', 'Work']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Ter Arkh. 1973 Sep;45(9):93-8.,,,Ostryi leikoz--vyzhimaemost' i rabotosposobnost.,['0 (Antineoplastic Agents)'],,,,
4756266,NLM,MEDLINE,19740124,20041117,0023-2157 (Print) 0023-2157 (Linking),43,9,1973 Sep,[Significance of funduscopic studies in evaluation of initial hemorrhagic symptoms in leukemias].,1017-22,,"['Kahlowa, J', 'Lisiewicz, J']","['Kahlowa J', 'Lisiewicz J']",['pol'],['Journal Article'],Poland,Klin Oczna,Klinika oczna,0376614,IM,"['Acute Disease', 'Blood Coagulation Tests', 'Chronic Disease', 'Female', '*Fundus Oculi', 'Hemorrhagic Disorders/*complications', 'Humans', 'Leukemia/*complications', 'Male', 'Retinal Hemorrhage/*diagnosis']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Klin Oczna. 1973 Sep;43(9):1017-22.,,,Znaczenie badania dna oka w ocenie pierwszych objaww krwotocznosci w bialaczkach.,,,,,
4756146,NLM,MEDLINE,19740124,20081121,0068-3027 (Print) 0068-3027 (Linking),53,9,1973 Sep,[Differential diagnosis of premature exfoliation of the teeth in children].,511-22,,"['Putz, M', 'Pepersack, W']","['Putz M', 'Pepersack W']",['fre'],['Journal Article'],Belgium,Brux Med,Bruxelles medical,0372561,IM,"['Acrodynia/complications', 'Ascorbic Acid Deficiency/complications', 'Catalase/metabolism', 'Cherubism/complications', 'Child', 'Child, Preschool', 'Dentin Dysplasia/complications', 'Dentinogenesis Imperfecta/complications', 'Diagnosis, Differential', 'Endocrine System Diseases/complications', 'Humans', 'Hypophosphatasia/complications', 'Leukemia/complications', 'Lymphatic Diseases/complications', 'Metabolism, Inborn Errors/complications', 'Mouth Neoplasms/complications', 'Osteomyelitis/complications', 'Periodontal Diseases/*complications/diagnosis/etiology', 'Scleroderma, Systemic/complications', 'Syphilis, Congenital/complications', '*Tooth Exfoliation', 'Tuberculosis, Oral/complications']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Brux Med. 1973 Sep;53(9):511-22.,,,Diagnostic differentiel des chutes prematurees de dents chez les enfants.,['EC 1.11.1.6 (Catalase)'],,,,
4756046,NLM,MEDLINE,19740119,20071115,0049-6804 (Print) 0049-6804 (Linking),7,7,1973 Jul,[Effect of high altitude on the hematological indices in chronic lympholeukemia].,34-7,,"['Sirotinin, N N', 'Antonenko, V T', 'Romanova, A F', 'Babenko, T F', 'Zinchenko, V N']","['Sirotinin NN', 'Antonenko VT', 'Romanova AF', 'Babenko TF', 'Zinchenko VN']",['rus'],['Journal Article'],Ukraine,Vrach Delo,Vrachebnoe delo,0413607,IM,"['Adaptation, Physiological', '*Altitude', 'Bone Marrow/analysis', 'Bone Marrow Cells', 'Humans', 'Leukemia, Lymphoid/*blood', 'Time Factors']",1973/07/01 00:00,1973/07/01 00:01,['1973/07/01 00:00'],"['1973/07/01 00:00 [pubmed]', '1973/07/01 00:01 [medline]', '1973/07/01 00:00 [entrez]']",,ppublish,Vrach Delo. 1973 Jul;7(7):34-7.,,,Vliianie vysokogor'ia na gematologicheskie pokazateli bol'nykh khronicheskim limfoleikozom.,,,,,['NASA: 74036967']
4755902,NLM,MEDLINE,19740119,20041117,0552-2080 (Print) 0552-2080 (Linking),18,6,1973 Jun,[Sanatorial and balneological treatment of patients suffering from leukemia].,57-9,,"['Lebedev, V N', 'Belikova, S G', 'Mouseenko, M I', 'Iunicheva, R Kh']","['Lebedev VN', 'Belikova SG', 'Mouseenko MI', 'Iunicheva RKh']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Balneology', 'Chronic Disease', 'Female', 'Health Resorts', 'Humans', 'Leukemia/*therapy', 'Male']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1973 Jun;18(6):57-9.,,,K voprosu o vozmozhnosti sanatorno-kurortnogo lecheniia bol'nykh leikozami.,,,,,
4755900,NLM,MEDLINE,19740119,20031114,0552-2080 (Print) 0552-2080 (Linking),18,6,1973 Jun,[Leukogenic (blastomogenic) activity of 3-indolylacrylic acid].,44-7,,"['Sergeeva, T I', 'Zharova, E I', 'Raushenbakh, M O']","['Sergeeva TI', 'Zharova EI', 'Raushenbakh MO']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['*Acrylates', 'Animals', 'Carcinogens', 'Drug Synergism', '*Indoles', 'Leukemia, Experimental/*chemically induced', 'Leukemoid Reaction/*chemically induced', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred Strains', 'Smallpox Vaccine']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1973 Jun;18(6):44-7.,,,Leikozogennaia (blastomogennaia) aktivnost' 3-indolilakrilovoi kisloty.,"['0 (Acrylates)', '0 (Carcinogens)', '0 (Indoles)', '0 (Smallpox Vaccine)']",,,,
4755899,NLM,MEDLINE,19740119,20131121,0552-2080 (Print) 0552-2080 (Linking),18,6,1973 Jun,[Activity of liver catalase in mice during blastomogenesis induced by tryptophan metabolites].,42-4,,"['Koniukhov, A F', 'Zharova, E I']","['Koniukhov AF', 'Zharova EI']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['*Acetophenones', 'Animals', 'Carcinogens', 'Catalase/*metabolism', 'Cell Transformation, Neoplastic', 'Leukemia, Experimental/chemically induced/*enzymology', 'Liver/*enzymology', 'Mice', 'Mice, Inbred C57BL', 'Tryptophan/metabolism', '*ortho-Aminobenzoates']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1973 Jun;18(6):42-4.,,,"Aktivnost' katalazy pri blastomogeneze, indutsirovannym metabolitami triptofana.","['0 (Acetophenones)', '0 (Carcinogens)', '0 (ortho-Aminobenzoates)', '8DUH1N11BX (Tryptophan)', 'EC 1.11.1.6 (Catalase)']",,,,
4755897,NLM,MEDLINE,19740119,20061115,0552-2080 (Print) 0552-2080 (Linking),18,6,1973 Jun,[Analysis of structure of leukemic cell populations on the basis of the study of the activity of some dehydrogenases].,33-8,,"['Vialushkina, M D', 'Peterson, I S', 'Gurtsevich, V E']","['Vialushkina MD', 'Peterson IS', 'Gurtsevich VE']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Animals', 'Histocytochemistry', 'Leukemia, Experimental/*enzymology', 'Mice', 'Mice, Inbred Strains', 'Oxidoreductases/*metabolism']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1973 Jun;18(6):33-8.,,,Analiz struktury populiatsii leikemicheskikh kletok na osnovanii dannykh issledovanii aktivnosti nekotorykh degidrogenaz.,['EC 1.- (Oxidoreductases)'],,,,
4755896,NLM,MEDLINE,19740119,20071115,0552-2080 (Print) 0552-2080 (Linking),18,6,1973 Jun,[Submicroscopic structure of nucleoli in peripheral blood lymphocytes of healthy persons and patients with chronic lympholeukemia].,22-8,,"['Talelenova, N N', 'Bykova, I A']","['Talelenova NN', 'Bykova IA']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Blood Cells/*cytology', '*Cell Nucleolus', 'Humans', 'Leukemia, Lymphoid/*blood', 'Microscopy, Electron']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1973 Jun;18(6):22-8.,,,Issledovanie submikroskopicheskogo stroeniia iadryshek v limfotsitakh perifericheskoi krovi zdorovykh liudei i bol'nykh khronicheskim limfoloikozom.,,,,,
4755134,NLM,MEDLINE,19740119,20131121,0049-6804 (Print) 0049-6804 (Linking),6,,1973 Jun,[Characteristics of cholesterol and protein metabolism in patients with chronic leukoses and lymphogranulomatosis].,62-4,,"['Sarnitskii, I P', 'Ishchenko, V T']","['Sarnitskii IP', 'Ishchenko VT']",['rus'],['Journal Article'],Ukraine,Vrach Delo,Vrachebnoe delo,0413607,IM,"['Adolescent', 'Adult', 'Aged', 'Blood Proteins/*analysis', 'Cholesterol/*blood/metabolism', 'Chronic Disease', 'Hodgkin Disease/blood/*metabolism', 'Humans', 'Leukemia/blood/*metabolism', 'Lymphoma/blood/metabolism', 'Middle Aged', 'Proteins/metabolism']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",,ppublish,Vrach Delo. 1973 Jun;6:62-4.,,,Osobennosti kholesterinovogo i belkovogo obmena u bolnykh khronicheskimi leikozami i limfogranulematozom.,"['0 (Blood Proteins)', '0 (Proteins)', '97C5T2UQ7J (Cholesterol)']",,,,
4754976,NLM,MEDLINE,19740119,20041117,0028-4793 (Print) 0028-4793 (Linking),289,22,1973 Nov 29,Letter: Problems in reporting leukemia research.,1204,,"['Saarni, M']",['Saarni M'],['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Humans', 'Leukemia/mortality/*therapy', '*Medical Records', 'Remission, Spontaneous', 'Research']",1973/11/29 00:00,1973/11/29 00:01,['1973/11/29 00:00'],"['1973/11/29 00:00 [pubmed]', '1973/11/29 00:01 [medline]', '1973/11/29 00:00 [entrez]']",['10.1056/NEJM197311292892225 [doi]'],ppublish,N Engl J Med. 1973 Nov 29;289(22):1204. doi: 10.1056/NEJM197311292892225.,,,,,,,,
4754819,NLM,MEDLINE,19740119,20091111,0016-3813 (Print) 0016-3813 (Linking),106,2,1973 Aug,[Leukemic infiltration in the anterior chamber of the eye].,151-5,,"['Antillon, F', 'rias y Arias, J', 'De Jesus Malacara, J']","['Antillon F', 'rias y Arias J', 'De Jesus Malacara J']",['spa'],"['Case Reports', 'Journal Article']",Mexico,Gac Med Mex,Gaceta medica de Mexico,0010333,IM,"['*Anterior Chamber', 'Child', 'Eye Diseases/*etiology', 'Humans', 'Leukemia/*complications', 'Male', 'Suppuration/*etiology']",1973/08/01 00:00,1973/08/01 00:01,['1973/08/01 00:00'],"['1973/08/01 00:00 [pubmed]', '1973/08/01 00:01 [medline]', '1973/08/01 00:00 [entrez]']",,ppublish,Gac Med Mex. 1973 Aug;106(2):151-5.,,,Infiltracion leucemica en la ccmara anterior del ojo.,,,,,
4754652,NLM,MEDLINE,19740119,20190908,1784-3286 (Print) 1784-3286 (Linking),28,1,1973,[Monocycline and doxycycline: evaluation in the laboratory and in clinical medicine].,1-12,,"['Hensgens, C', 'Daneau, D', 'Klastersky, J']","['Hensgens C', 'Daneau D', 'Klastersky J']",['fre'],['Journal Article'],England,Acta Clin Belg,Acta clinica Belgica,0370306,IM,"['Bacteria/*drug effects', 'Bacterial Infections/*drug therapy', 'Doxycycline/pharmacology/*therapeutic use', 'Humans', 'Leukemia/complications', 'Minocycline/pharmacology/therapeutic use', 'Neoplasms/complications', 'Tetracycline/pharmacology/*therapeutic use']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",['10.1080/17843286.1973.11716847 [doi]'],ppublish,Acta Clin Belg. 1973;28(1):1-12. doi: 10.1080/17843286.1973.11716847.,,,Minocycline et doxycycline: evaluation au laboratoire et en clinique.,"['F8VB5M810T (Tetracycline)', 'FYY3R43WGO (Minocycline)', 'N12000U13O (Doxycycline)']",,,,
4754427,NLM,MEDLINE,19740119,20131121,0449-2846 (Print),17,1,1973 Jan-Mar,The effects of gallium (Ga3+) on radiocalcium metabolism in tumors.,1-4,,"['Anghileri, L J']",['Anghileri LJ'],['eng'],['Journal Article'],Italy,J Nucl Biol Med,The Journal of nuclear biology and medicine,0103164,IM,"['Animals', 'Calcium/*metabolism', 'Calcium Radioisotopes', 'Carcinoma, Ehrlich Tumor/*metabolism', 'Gallium/*pharmacology', 'Kidney/metabolism', 'Leukemia, Experimental/metabolism', 'Leukemia, Lymphoid/*metabolism', 'Mice', 'Microsomes/metabolism', 'Mitochondria/metabolism']",1973/01/01 00:00,2000/04/29 09:00,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '2000/04/29 09:00 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,J Nucl Biol Med. 1973 Jan-Mar;17(1):1-4.,,,,"['0 (Calcium Radioisotopes)', 'CH46OC8YV4 (Gallium)', 'SY7Q814VUP (Calcium)']",,,,
4754092,NLM,MEDLINE,19740118,20081121,0042-465X (Print) 0042-465X (Linking),2,,1973,[Leukosis-reticulosis with tumorous proliferations in the orbit].,90-1,,"['Taranenko, A F', 'Moskvina, T V']","['Taranenko AF', 'Moskvina TV']",['rus'],['Journal Article'],Russia (Federation),Vestn Oftalmol,Vestnik oftalmologii,0415216,IM,"['Adult', 'Female', 'Humans', 'Leukemia/*diagnosis', 'Lymphatic Diseases/*diagnosis', 'Male', 'Middle Aged', 'Orbital Neoplasms/*diagnosis']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Vestn Oftalmol. 1973;2:90-1.,,,Leikozy-retikulezy s opukholevymi razrastaniiami v orbite.,,,,,
4754035,NLM,MEDLINE,19740118,20200303,0032-5791 (Print) 0032-5791 (Linking),52,3,1973 May,Lymphomatosis in a peahen and a pied myna.,1210-2,,"['Sah, R L', 'Acharjyo, L N', 'Mohanty, G C']","['Sah RL', 'Acharjyo LN', 'Mohanty GC']",['eng'],['Journal Article'],England,Poult Sci,Poultry science,0401150,IM,"['Animals', '*Animals, Zoo', 'Avian Leukosis/*pathology', 'Birds', 'Female', 'Intestines/pathology', 'Liver/pathology', 'Male', 'Spleen/pathology']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']","['10.3382/ps.0521210 [doi]', 'S0032-5791(19)47238-6 [pii]']",ppublish,Poult Sci. 1973 May;52(3):1210-2. doi: 10.3382/ps.0521210.,,,,,,,,
4753846,NLM,MEDLINE,19740118,20131121,0021-2180 (Print) 0021-2180 (Linking),9,8,1973 Aug,Breast cancer and acute leukemia in a patient with multiple myeloma treated with melphalan.,1044-7,,"['Meytes, D', 'Katz, D R']","['Meytes D', 'Katz DR']",['eng'],['Journal Article'],Israel,Isr J Med Sci,Israel journal of medical sciences,0013105,IM,"['Adenocarcinoma/*complications', 'Autoimmune Diseases/genetics', 'Autopsy', 'Bone Marrow/pathology', 'Breast Neoplasms/complications', 'Female', 'Humans', 'Immunoglobulin G/analysis', 'Leukemia/chemically induced/*complications', 'Melphalan/adverse effects/*therapeutic use', 'Middle Aged', 'Multiple Myeloma/*drug therapy/pathology']",1973/08/01 00:00,1973/08/01 00:01,['1973/08/01 00:00'],"['1973/08/01 00:00 [pubmed]', '1973/08/01 00:01 [medline]', '1973/08/01 00:00 [entrez]']",,ppublish,Isr J Med Sci. 1973 Aug;9(8):1044-7.,,,,"['0 (Immunoglobulin G)', 'Q41OR9510P (Melphalan)']",,,,
4753558,NLM,MEDLINE,19740117,20041117,0036-4355 (Print) 0036-4355 (Linking),18,2,1973,[Muramidase in various malignant hematologic diseases].,215-25,,"['Villegas, A M', 'Espinos, D', 'Escriba, A', 'Aboin, J']","['Villegas AM', 'Espinos D', 'Escriba A', 'Aboin J']",['spa'],['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,IM,"['Female', 'Hematologic Diseases/diagnosis/*enzymology', 'Humans', 'Leukemia/diagnosis/*enzymology', 'Lymphoma/diagnosis/enzymology', 'Male', 'Muramidase/*blood']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1973;18(2):215-25.,,,La muramidasa en algunas afecciones hematologicas malignas.,['EC 3.2.1.17 (Muramidase)'],,,,
4753557,NLM,MEDLINE,19740117,20041117,0036-4355 (Print) 0036-4355 (Linking),18,2,1973,[Leukemias in pediatrics: findings on 454 cases observed in the Hospital de Ninos de Buenos Aires in a period of 10 years (1961-1970)].,201-14,,"['Muriel, F S', 'Braier, J L', 'Penalver, J A']","['Muriel FS', 'Braier JL', 'Penalver JA']",['spa'],['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,IM,"['Argentina', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*epidemiology', 'Male', 'Retrospective Studies']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1973;18(2):201-14.,,,Leuucemias en Pediatria: consideraciones sobre 454 casos observados en el Hospital de Ninos de Buenos Aires en un periodo de diez anos (1961-1970.,,,,,
4753239,NLM,MEDLINE,19740117,20190501,0007-1447 (Print) 0007-1447 (Linking),4,5887,1973 Nov 3,Association between influenza during pregnancy and childhood leukaemia.,265-7,"This report based on the data available from the Finnish Cancer Registry and from virus isolations gives further support to the association (P=0.04) between maternal influenza of the 1957 ""Asian"" type and subsequent later leukaemia in the infants. No such association was found from other influenza epidemics.","['Hakulinen, T', 'Hovi, L', 'Karkinen-Jaaskelainen', 'Penttinen, K', 'Saxen, L']","['Hakulinen T', 'Hovi L', 'Karkinen-Jaaskelainen', 'Penttinen K', 'Saxen L']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,IM,"['Absenteeism', 'Child', 'Child, Preschool', 'Disease Outbreaks/epidemiology', 'Female', 'Finland', 'Humans', 'Infant', 'Infant, Newborn', 'Influenza, Human/*complications/epidemiology/microbiology', 'Leukemia/epidemiology/*etiology', 'Orthomyxoviridae/isolation & purification', 'Pregnancy', '*Pregnancy Complications, Infectious']",1973/11/03 00:00,1973/11/03 00:01,['1973/11/03 00:00'],"['1973/11/03 00:00 [pubmed]', '1973/11/03 00:01 [medline]', '1973/11/03 00:00 [entrez]']",['10.1136/bmj.4.5887.265 [doi]'],ppublish,Br Med J. 1973 Nov 3;4(5887):265-7. doi: 10.1136/bmj.4.5887.265.,,,,,,PMC1587377,,
4753067,NLM,MEDLINE,19740116,20151119,0036-7672 (Print) 0036-7672 (Linking),103,48,1973 Dec 1,[Nephrotic syndrome as the 1st manifestation of malignant lymphoma].,1706-9,,"['Kerkhoven, P', 'Briner, J', 'Blumberg, A']","['Kerkhoven P', 'Briner J', 'Blumberg A']",['ger'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,IM,"['Adult', 'Aged', 'Blood Proteins/analysis', 'Cyclophosphamide/therapeutic use', 'Diagnosis, Differential', 'Female', 'Hodgkin Disease/*diagnosis/drug therapy', 'Humans', 'Kidney Glomerulus/pathology', 'Kidney Neoplasms/diagnosis', 'Leukemia, Lymphoid/*diagnosis/drug therapy', 'Male', 'Microscopy, Electron', 'Nephrotic Syndrome/*diagnosis/drug therapy', 'Prednisolone/therapeutic use', 'Proteinuria', 'Renal Veins', 'Thrombophlebitis/diagnosis', 'Time Factors', 'Vincristine/therapeutic use']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1973 Dec 1;103(48):1706-9.,,,Nephrotisches Syndrom als Erstmanifestation maligner Lymphome.,"['0 (Blood Proteins)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)']",,,,
4753034,NLM,MEDLINE,19740116,20131121,0028-4793 (Print) 0028-4793 (Linking),289,25,1973 Dec 20,"Editorial: Hyperphosphatemia, hyperparathyroidism and bighead.",1367-8,,"['Kassirer, J P']",['Kassirer JP'],['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Animals', 'Bone Diseases/etiology', 'Bone Resorption/etiology', 'Calcium/metabolism', 'Cat Diseases', 'Cats', 'Diet', 'Glomerular Filtration Rate', 'Horse Diseases', 'Horses', 'Humans', 'Hyperparathyroidism/therapy', 'Hyperparathyroidism, Secondary/*etiology/veterinary', 'Hypocalcemia/*etiology/therapy', 'Kidney Failure, Chronic/complications/physiopathology', 'Leukemia/complications', 'Phosphates/*blood/metabolism', 'Tetany/therapy']",1973/12/20 00:00,1973/12/20 00:01,['1973/12/20 00:00'],"['1973/12/20 00:00 [pubmed]', '1973/12/20 00:01 [medline]', '1973/12/20 00:00 [entrez]']",['10.1056/NEJM197312202892509 [doi]'],ppublish,N Engl J Med. 1973 Dec 20;289(25):1367-8. doi: 10.1056/NEJM197312202892509.,,,,"['0 (Phosphates)', 'SY7Q814VUP (Calcium)']",,,,
4752705,NLM,MEDLINE,19740116,20211203,0300-0893 (Print) 0300-0893 (Linking),18,5,1973 Sep,Combined immunotherapy and chemotherapy of Moloney sarcoma virus-induced tumors in mice.,387-92,,"['Giuliani, F', 'Casazza, A M', 'Di Marco, A']","['Giuliani F', 'Casazza AM', 'Di Marco A']",['eng'],['Journal Article'],France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,IM,"['Animals', 'Consanguinity', 'Daunorubicin/*therapeutic use', 'Doxorubicin/therapeutic use', 'Immunization, Passive', 'Immunoglobulin G/therapeutic use', 'Immunosuppression Therapy', '*Immunotherapy', 'Lymphocytes/immunology', 'Mice', 'Moloney murine leukemia virus', 'Rhabdomyosarcoma/drug therapy/immunology/*therapy', 'Sarcoma, Experimental']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Biomedicine. 1973 Sep;18(5):387-92.,,,,"['0 (Immunoglobulin G)', '80168379AG (Doxorubicin)', 'ZS7284E0ZP (Daunorubicin)']",,,,
4752693,NLM,MEDLINE,19740116,20071115,0003-3979 (Print) 0003-3979 (Linking),100,1,1973,[Cutaneous manifestations of chronic lymphoid leukemia. Apropos of 44 cases from a personal series of 430 cases of chronic lymphoid leukemia].,5-24,,"['Fayolle, J', 'Coeur, P', 'Bryon, P A', 'Gentilhomme, O', 'Moulin, G', 'Morel, P']","['Fayolle J', 'Coeur P', 'Bryon PA', 'Gentilhomme O', 'Moulin G', 'Morel P']",['fre'],['Journal Article'],France,Ann Dermatol Syphiligr (Paris),Annales de dermatologie et de syphiligraphie,0370561,IM,"['Female', 'Follow-Up Studies', 'Humans', 'Leukemia, Lymphoid/*diagnosis/pathology', 'Male', 'Prognosis', 'Skin/pathology', '*Skin Manifestations']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Ann Dermatol Syphiligr (Paris). 1973;100(1):5-24.,,,Les manifestations cutanees des leucemies lymphoides chroniques (LLC). A propos de 44 cas d'une statistique personnelle de 430 LL.,,,,,
4752619,NLM,MEDLINE,19740115,20091111,0506-2772 (Print) 0506-2772 (Linking),12,3,1973,[Transforming potentials of lymphocytes in physiological and some pathological conditions].,62-70,,"['Popova, L']",['Popova L'],['bul'],['Journal Article'],Bulgaria,Vutr Boles,Vutreshni bolesti,0032666,IM,"['Arthritis, Rheumatoid/*immunology', 'Bronchopneumonia/immunology', 'Cells, Cultured', 'Humans', '*Lectins', 'Leukemia, Lymphoid/*immunology', '*Lymphocyte Activation', 'Lymphocytes/*immunology']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Vutr Boles. 1973;12(3):62-70.,,,Transformatsionni potentsii na limfotsita pri fiziologichni i niakoi patolsgichni sustoianiia.,['0 (Lectins)'],,,,
