PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RF,CN,GR,AID,TT,LID,DEP,CON,PMC,MID,CIN,CI,EIN,CRI,SI,GN,OID,RIN
17632900,NLM,MEDLINE,20070925,20200930,1538-4047 (Print) 1538-4047 (Linking),6,3,2007 Mar,Clinical benefits of antisense therapy in a phase III trial in patients with CLL.,305-6,,,,,['eng'],['News'],United States,Cancer Biol Ther,Cancer biology & therapy,101137842,"['0 (Oligonucleotides, Antisense)']",IM,"['Clinical Trials, Phase III as Topic', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy', 'Oligonucleotides, Antisense/*therapeutic use']",2007/07/17 09:00,2007/09/26 09:00,['2007/07/17 09:00'],"['2007/07/17 09:00 [pubmed]', '2007/09/26 09:00 [medline]', '2007/07/17 09:00 [entrez]']",ppublish,Cancer Biol Ther. 2007 Mar;6(3):305-6.,,,,,,,,,,,,,,,,,,
17632414,NLM,MEDLINE,20070906,20161124,0041-1337 (Print) 0041-1337 (Linking),84,1 Suppl,2007 Jul 15,"Regulatory transplantation tolerance and ""stemness"": evidence that Foxp3 may play a regulatory role in SOCS-3 gene transcription.",S6-11,"Immune self-tolerance is controlled by a subset of T lymphocytes that are regulatory (Treg) and epigenetically programmed to suppress autoreactive immune effector cells in vivo. Treg require expression of Foxp3, a transcription factor that not only represses the interleukin-2 gene promoter, but also sequesters key mediators of T-cell signal transduction by complexing with cytoplasmic NFAT and NFkappaB. We have discovered that expression of Foxp3 is linked to two stem cell-related factors, namely leukemia inhibitory factor (LIF) and axotrophin. Because both LIF and axotrophin each influence Foxp3, we now ask if reciprocal cross-talk occurs; for example, does Foxp3 in turn influence LIF and/or axotrophin? We compared the effect of wt-Foxp3 versus mutant DeltaE251-Foxp3, which lacks transcriptional activity, on transcript levels of axotrophin, LIF, and suppressor of cytokine signaling-3 (SOCS-3; a feedback inhibitor of LIF) in the Jurkat human T-cell line. Unexpectedly, a 50-fold increase in SOCS-3 transcripts occurred in the DeltaE251-Foxp3 cells, coincident with a dramatic decrease in LIF transcription. This implies that, either directly or indirectly, transcription of SOCS-3 is negatively regulated by wt-Foxp3. Suppression of SOCS-3 by Foxp3 would support a model wherein Foxp3 promotes LIF signaling in Treg and is further evidence of reciprocity between Foxp3, LIF, and axotrophin.","['Muthukumarana, Poorni', 'Chae, Wook-Jin', 'Maher, Stephen', 'Rosengard, Bruce R', 'Bothwell, Alfred L M', 'Metcalfe, Su M']","['Muthukumarana P', 'Chae WJ', 'Maher S', 'Rosengard BR', 'Bothwell AL', 'Metcalfe SM']","[""Department of Surgery, University of Cambridge, Addenbrooke's Hospital, Hills Road, Cambridge, United Kingdom.""]",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",United States,Transplantation,Transplantation,0132144,"['0 (Forkhead Transcription Factors)', '0 (Leukemia Inhibitory Factor)', '0 (Suppressor of Cytokine Signaling Proteins)', 'EC 2.3.2.27 (Ubiquitin-Protein Ligases)']",IM,"['Animals', 'Forkhead Transcription Factors/*metabolism', 'Humans', 'Leukemia Inhibitory Factor/metabolism', 'Models, Immunological', 'Suppressor of Cytokine Signaling Proteins/*genetics', 'T-Lymphocytes/cytology/immunology/metabolism', 'Transcription, Genetic/*genetics', 'Transplantation Tolerance/*immunology', 'Ubiquitin-Protein Ligases/metabolism']",2007/08/19 09:00,2007/09/07 09:00,['2007/08/19 09:00'],"['2007/08/19 09:00 [pubmed]', '2007/09/07 09:00 [medline]', '2007/08/19 09:00 [entrez]']",ppublish,Transplantation. 2007 Jul 15;84(1 Suppl):S6-11. doi: 10.1097/01.tp.0000269116.06510.db.,,,"['1P01 AI 036529/AI/NIAID NIH HHS/United States', '5R01 AI 047257-03/AI/NIAID NIH HHS/United States']","['10.1097/01.tp.0000269116.06510.db [doi]', '00007890-200707151-00004 [pii]']",,,,,,,,,,,,,,
17632264,NLM,MEDLINE,20070913,20210108,0025-7974 (Print) 0025-7974 (Linking),86,4,2007 Jul,Type B lactic acidosis as a severe metabolic complication in lymphoma and leukemia: a case series from a single institution and literature review.,225-232,"Type B lactic acidosis is a rare complication of hematologic malignancies. The exact mechanism of this process is not well understood. Because caregivers may not be aware of the association of type B lactic acidosis with hematologic malignancies, it may go unrecognized as a cause of acidosis in these patients. We report the cases of 7 patients with type B lactic acidosis who were cared for by members of the Brown Medical School Hematology/Oncology Division. Of the 7 patients reported, 5 had lymphomas and 2 had chronic lymphocytic leukemia. One of the lymphomas was a T-cell lymphoma. Of the patients we were able to evaluate, there did not seem to be a unique cluster of differentiation marker in association with type B lactic acidosis. We also review 14 additional cases, most reported since 2001. From our review of the literature, we suggest that a deficiency of thiamine or riboflavin may play a more pivotal role than previously recognized in the development of type B lactic acidosis associated with malignancy. Further investigation should be undertaken to learn if thiamine or riboflavin replacement might be useful in treating this disorder.","['Friedenberg, Allison S', 'Brandoff, Douglas E', 'Schiffman, Fred J']","['Friedenberg AS', 'Brandoff DE', 'Schiffman FJ']","['From Division of Hematology/Oncology, Brown Medical School/Rhode Island and Miriam Hospitals, Providence, Rhode Island.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Medicine (Baltimore),Medicine,2985248R,,IM,"['Acidosis, Lactic/*etiology', 'Aged', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Lymphoma, Non-Hodgkin/*complications', 'Male', 'Middle Aged', 'Retrospective Studies']",2007/07/17 09:00,2007/09/14 09:00,['2007/07/17 09:00'],"['2007/07/17 09:00 [pubmed]', '2007/09/14 09:00 [medline]', '2007/07/17 09:00 [entrez]']",ppublish,Medicine (Baltimore). 2007 Jul;86(4):225-232. doi: 10.1097/MD.0b013e318125759a.,31,,,"['10.1097/MD.0b013e318125759a [doi]', '00005792-200707000-00005 [pii]']",,10.1097/MD.0b013e318125759a [doi],,,,,,,,,,,,
17631597,NLM,MEDLINE,20071113,20200203,0923-7534 (Print) 0923-7534 (Linking),18 Suppl 9,,2007 Jul,Advances in the treatment of haematological malignancies: optimal sequence of CML treatment.,ix58-63,,"['Hochhaus, A']",['Hochhaus A'],"['III. Medizinische Klinik, Medizinische Fakultat Mannheim der Universitat Heidelberg, Mannheim, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Ann Oncol,Annals of oncology : official journal of the European Society for Medical Oncology,9007735,"['0 (Antineoplastic Agents)', '0 (Biomarkers, Tumor)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Antineoplastic Agents/*administration & dosage/adverse effects', 'Biomarkers, Tumor/genetics', '*Clinical Trials as Topic', 'Drug Therapy, Combination', 'Fusion Proteins, bcr-abl', 'Hematologic Neoplasms/*drug therapy/genetics/metabolism', 'Humans', 'Inhibitory Concentration 50', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/genetics/metabolism/pathology', 'Protein-Tyrosine Kinases/antagonists & inhibitors', '*Randomized Controlled Trials as Topic', 'Treatment Outcome']",2007/09/27 09:00,2007/11/14 09:00,['2007/09/27 09:00'],"['2007/09/27 09:00 [pubmed]', '2007/11/14 09:00 [medline]', '2007/09/27 09:00 [entrez]']",ppublish,Ann Oncol. 2007 Jul;18 Suppl 9:ix58-63. doi: 10.1093/annonc/mdm295.,50,,,"['S0923-7534(19)41959-5 [pii]', '10.1093/annonc/mdm295 [doi]']",,,,,,,,,,,,,,
17631545,NLM,MEDLINE,20070920,20161124,0161-5505 (Print) 0161-5505 (Linking),48,8,2007 Aug,"Pharmacokinetic characterization in xenografted mice of a series of first-generation mimics for HLA-DR antibody, Lym-1, as carrier molecules to image and treat lymphoma.",1338-47,"UNLABELLED: Despite their large size, antibodies (Abs) are suitable carriers to deliver systemic radiotherapy, often molecular image-based, for lymphoma and leukemia. Lym-1 Ab has proven to be an effective radioisotope carrier, even in small amounts, for targeting human leukocyte antigen DR (HLA-DR), a surface membrane protein overexpressed on B-cell lymphoma. Pairs of molecules (referred to as ligands), shown by computational and experimental methods to bind to each of 2 sites within the Lym-1 epitopic region, have been linked to generate small (<2 kDa) molecules (referred to as selective high-affinity ligands [SHALs]) to mimic the targeting properties of Lym-1 Ab. METHODS: A lysine-polyethylene glycol (PEG) backbone was used to synthetically link 2 of the following ligands: deoxycholate, 5-leuenkephalin, triiodothyronine, thyronine, dabsyl-L-valine, and N-benzoyl-L-arginyl-4-amino-benzoic acid to generate a series of 13 bidentate SHALs with a biotin or 1,4,7,10-tetraazacyclododecane-N,N',N'',N'''-tetraacetic acid (DOTA) chelate attached to the linker. These SHALs have been assessed for their selectivity in binding to HLA-DR10-expressing cells and for their pharmacokinetics and tissue biodistribution in mice. Biotinylated versions of these SHALs discriminated cell lines positive for HLA-DR10 expression with near-nanomolar affinity. The DOTA versions of 4 SHALs were labeled with (111)In for pharmacokinetic studies in mice with HLA-DR10-expressing malignant Raji xenografts. RESULTS: The bidentate, biotinylated, and DOTA-SHALs were synthesized in high-purity, multimilligram amounts. Mean radiochemical and product yields and purities were 90%, 75%, and 90% at mean specific activities of 3.9 MBq/microg (105 microCi/microg) for the (111)In-labeled SHALs. As expected, rapid blood clearance and tumor targeting were observed. The pharmacokinetics of the SHALs was influenced by the component ligands. Biliary clearance, kidney localization, and serum receptor binding contributed to less favorable tumor targeting. CONCLUSION: A series of SHALs was readily synthesized in multimilligram amounts and showed the expected selective binding in vitro. Better selection of the SHAL components should provide second-generation SHALs with improved properties to fulfill the substantial potential of these novel molecular carriers for targeting.","['DeNardo, Gerald L', 'Natarajan, Arutselvan', 'Hok, Saphon', 'Perkins, Julie', 'Cosman, Monique', 'DeNardo, Sally J', 'Lightstone, Felice C', 'Mirick, Gary R', 'Miers, Laird A', 'Balhorn, Rodney L']","['DeNardo GL', 'Natarajan A', 'Hok S', 'Perkins J', 'Cosman M', 'DeNardo SJ', 'Lightstone FC', 'Mirick GR', 'Miers LA', 'Balhorn RL']","['University of California Davis Cancer Center, Sacramento, California, USA. gldenardo@ucdavis.edu']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,J Nucl Med,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",0217410,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Monoclonal, Murine-Derived)', '0 (HLA-DR Antigens)', '0 (Ligands)', '0 (Lym-1 monoclonal antibody)', '0 (Radiopharmaceuticals)']",IM,"['Animals', 'Antibodies, Monoclonal/*metabolism', 'Antibodies, Monoclonal, Murine-Derived', 'Biotinylation', 'Female', 'HLA-DR Antigens/*immunology', 'Humans', 'Ligands', 'Lymphoma, Non-Hodgkin/*diagnostic imaging/radiotherapy', 'Mice', 'Mice, Inbred BALB C', 'Neoplasm Transplantation', 'Positron-Emission Tomography', 'Radiopharmaceuticals/chemical synthesis/*pharmacokinetics', 'Transplantation, Heterologous']",2007/07/17 09:00,2007/09/21 09:00,['2007/07/17 09:00'],"['2007/07/17 09:00 [pubmed]', '2007/09/21 09:00 [medline]', '2007/07/17 09:00 [entrez]']",ppublish,J Nucl Med. 2007 Aug;48(8):1338-47. doi: 10.2967/jnumed.107.041095. Epub 2007 Jul 13.,,,['P01-CA47829/CA/NCI NIH HHS/United States'],"['jnumed.107.041095 [pii]', '10.2967/jnumed.107.041095 [doi]']",,,20070713,,,,,,,,,,,
17631462,NLM,MEDLINE,20070913,20190117,1726-4901 (Print) 1726-4901 (Linking),70,7,2007 Jul,Clinicopathologic analysis of acute myeloid leukemia in a single institution: biphenotypic acute myeloid leukemia may not be an aggressive subtype.,269-73,"BACKGROUND: Most acute leukemias are classified as lymphoid or myeloid lineages by standard microscopic morphology, cytochemistry and a panel of immunologic markers. The World Health Organization classification of acute leukemia incorporates morphologic, cytogenetic, immunologic and clinical features to define the entities that are biologically homogeneous and that have clinical relevance. The purpose of this study was to determine the clinicopathologic characteristics of acute myeloid leukemia (AML) in Taiwan. METHODS: Archival tissues from 70AML patients during the period of 1995 to 2003 were retrieved. Histologic subtype was classified, defined by World Health Organization classification. Clinical data, including age, gender, treatment and outcome, were scrutinized. RESULTS: There were 37 males and 33 females. The median age at onset of disease was 49 years (range, 2-78 years), which was younger in biphenotypic AML (23.5 years) and older in multilineage dysplasia-related AML (61 years). There were 9 cases (13%) with recurrent cytogenetic abnormality, 7 (10%) multilineage dysplasia-related, 7 (10%) therapy-related, 39 (56%) not other categorized and 8 (11%) of ambiguous lineage. The 2- and 5-year overall survival rates of AML were 26.5% and 20.6%, respectively. Histologic subtype was a significant parameter to determine survival (p < 0.05). The median survivals of therapyrelated, multilineage dysplasia-related and biphenotypic AML were 2 months, 9 months and 30.5 months, respectively. CONCLUSION: This was a clinicopathologic study of AML in Taiwan. Histologic subtype plays a significant prognostic role. Multilineage dysplasia- and therapy-related AML have worse prognosis. Biphenotypic AML may not be an aggressive subtype.","['Lee, Ming-Yuan', 'Tan, Tran-Der', 'Feng, An-Chen']","['Lee MY', 'Tan TD', 'Feng AC']","['Department of Pathology and Laboratory Services, Koo Foundation Sun Yat-Sen Cancer Center, and National Yang-Ming University School of Medicine, Taipei, Taiwan, ROC. md42jj@mail.kfcc.org.tw']",['eng'],['Journal Article'],Netherlands,J Chin Med Assoc,Journal of the Chinese Medical Association : JCMA,101174817,,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/classification/mortality/*pathology', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/pathology', 'Phenotype']",2007/07/17 09:00,2007/09/14 09:00,['2007/07/17 09:00'],"['2007/07/17 09:00 [pubmed]', '2007/09/14 09:00 [medline]', '2007/07/17 09:00 [entrez]']",ppublish,J Chin Med Assoc. 2007 Jul;70(7):269-73. doi: 10.1016/S1726-4901(07)70003-5.,,,,"['S1726-4901(07)70003-5 [pii]', '10.1016/S1726-4901(07)70003-5 [doi]']",,,,,,,,,,,,,,
17631184,NLM,MEDLINE,20070823,20070716,0037-1963 (Print) 0037-1963 (Linking),44,3,2007 Jul,Hematopoietic growth factors including keratinocyte growth factor in allogeneic and autologous stem cell transplantation.,203-11,"The aim of hematopoietic stem cell transplantation (HSCT) is to cure patients of malignancies, autoimmune diseases, and immunodeficiency disorders by redirecting the immune system: the often described graft-versus-leukemia (GVL) or graft-versus-tumor (GVT) effects. Unfortunately, fulfillment of this goal is often hampered by relapse of the underlying disease, graft-versus-host disease (GVHD), or severe opportunistic infections, which account for the majority of post-transplantation deaths. Moreover, studies of long-term survivors of transplantation indicate an accelerated immune aging due to the transplantation procedure itself, preceding chemo- or radiotherapy, and acute and chronic GVHD. Significant advances have been made towards overcoming these obstacles by enhancing immune reconstitution with hematopoietic growth factors (HGFs) such as granulocyte colony-stimulating factor (G-CSF) or erythropoietin (EPO) or through the application of cytokines. In addition, there are approaches to promote the thymic-dependent development of naive T cells, which are prepared for the interaction with a multitude of pathogens. Examples are the application of keratinocyte growth factor (KGF), neuroendocrine hormones such as growth hormone or prolactin, sex hormone ablation, or the invention of a three-dimensional artificial thymus based on a cytomatrix. Might these measures result in a higher rate of healthy and fully recovered patients? Here we review progress in each of these areas.","['Seggewiss, Ruth', 'Einsele, Hermann']","['Seggewiss R', 'Einsele H']","['Department of Internal Medicine II, Julius-Maximilians-University, Wurzburg, Germany.']",['eng'],"['Journal Article', 'Review']",United States,Semin Hematol,Seminars in hematology,0404514,"['0 (Hematopoietic Cell Growth Factors)', '126469-10-1 (Fibroblast Growth Factor 7)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",IM,"['Animals', 'Autoimmune Diseases/therapy', 'Fibroblast Growth Factor 7/blood/immunology/*therapeutic use', 'Graft vs Host Disease/blood/complications/*immunology', 'Granulocyte Colony-Stimulating Factor/blood/immunology/therapeutic use', 'Granulocyte-Macrophage Colony-Stimulating Factor/blood/therapeutic use', 'Hematopoietic Cell Growth Factors/*therapeutic use', '*Hematopoietic Stem Cell Transplantation/adverse effects', 'Humans', 'Immune System/physiology', 'Neoplasms/therapy', 'Thymus Gland/*immunology', 'Transplantation, Autologous', 'Transplantation, Homologous']",2007/07/17 09:00,2007/08/24 09:00,['2007/07/17 09:00'],"['2007/07/17 09:00 [pubmed]', '2007/08/24 09:00 [medline]', '2007/07/17 09:00 [entrez]']",ppublish,Semin Hematol. 2007 Jul;44(3):203-11. doi: 10.1053/j.seminhematol.2007.04.009.,93,,,"['S0037-1963(07)00072-8 [pii]', '10.1053/j.seminhematol.2007.04.009 [doi]']",,,,,,,,,,,,,,
17631182,NLM,MEDLINE,20070823,20071115,0037-1963 (Print) 0037-1963 (Linking),44,3,2007 Jul,Current status of growth factors in the treatment of acute myeloid and lymphoblastic leukemia.,183-92,"The safety of granulocyte colony-stimulating factor (G-CSF) and granulocyte-macrophage colony-stimulating factor (GM-CSF) in patients with acute leukemia has been well established in numerous clinical trials. The primary aim of these studies was to determine whether CSFs, when used as adjuncts to intensive chemotherapy, reduced the duration of neutropenia, prevented febrile neutropenia, infections, and hospitalization rates, and improved response and overall outcome in patients with acute myeloid leukemia (AML) or acute lymphoblastic leukemia (ALL). Despite considerable efforts in divers clinical settings, the potential advantages of hematopoietic growth factors in the management of these leukemias remain inconclusive. In general, individual published trials have shown declines in the incidence and/or duration of neutropenia but have not consistently demonstrated a reduction in the overall frequency of infectious complications or the duration of hospitalization. Most protocols also have failed to show a benefit in terms of disease-free or overall survival. Nevertheless, improvements in ""soft"" clinical end points, such as incidence of severe infections, may be clinically important and contribute, even if only incrementally, to the patient's quality of life. Selection of those patients likely to benefit from growth factors in a specific clinical setting is a worthwhile endeavour.","['Ottmann, Oliver G', 'Bug, Gesine', 'Krauter, Jurgen']","['Ottmann OG', 'Bug G', 'Krauter J']","['Department of Hematology and Oncology, Johann Wolfgang Goethe University, Frankfurt/Main, Germany. ottmann@em.uni-frankfurt.de']",['eng'],"['Journal Article', 'Review']",United States,Semin Hematol,Seminars in hematology,0404514,"['0 (Cytokines)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/blood/*therapeutic use', 'Clinical Trials as Topic', 'Cytokines/blood/therapeutic use', 'Granulocyte Colony-Stimulating Factor/administration & dosage/blood/*therapeutic use', 'Granulocyte-Macrophage Colony-Stimulating Factor/administration & dosage/blood/*therapeutic use', 'Humans', 'Leukemia, Lymphoid/blood/*drug therapy', 'Leukemia, Myeloid/blood/*drug therapy', 'Neutropenia/blood/*drug therapy']",2007/07/17 09:00,2007/08/24 09:00,['2007/07/17 09:00'],"['2007/07/17 09:00 [pubmed]', '2007/08/24 09:00 [medline]', '2007/07/17 09:00 [entrez]']",ppublish,Semin Hematol. 2007 Jul;44(3):183-92. doi: 10.1053/j.seminhematol.2007.04.007.,71,,,"['S0037-1963(07)00070-4 [pii]', '10.1053/j.seminhematol.2007.04.007 [doi]']",,,,,,,,,,,,,,
17631178,NLM,MEDLINE,20070823,20071115,0037-1963 (Print) 0037-1963 (Linking),44,3,2007 Jul,Hematopoietic growth factors in the treatment of acquired bone marrow failure states.,138-47,"In severe aplastic anemia (SAA), the use of hematopoietic growth factors (HGFs) to support blood counts is of limited value, as predicted by in vitro studies and measurement of endogenous serum levels of hematopoietic growth factors (HGF), which are markedly elevated. Benefit is usually only seen in those with less severe disease who are unlikely to require HGFs in practice. HGFs administered alone play no role in the treatment of SAA. The main indication for using HGFs, most often granulocyte colony-stimulating factor (G-CSF), in SAA has been to determine whether they increase the response rate to immunosuppressive therapy (IST) and improve survival. While earlier neutrophil recovery occurs when G-CSF is administered with IST, studies to date show no significant advantage in hematologic response or overall survival. Conflicting results have been reported concerning whether G-CSF increases the known risk of myelodysplastic syndrome (MDS)/acute myeloid leukemia (AML) after IST; follow-up of at least 10 years is required, lacking in many clinical studies reported to date. In MDS, HGFs have been used to counteract the intramedullary apoptosis, which leads to ineffective hematopoiesis. In several uncontrolled and controlled studies, especially in low-risk MDS, high-dose erythropoietin (EPO) or its glycosylated derivative darbepoetin (DPO), alone or in combination with G-CSF, increased hemoglobin levels and diminished the need for red blood cell transfusions, in selected patients with prior transfusion frequency of less than 2 units per month and EPO levels below 500 IU/L. Quality-of-life measures were claimed to have improved, but the cost-effectiveness of this approach is debated, as is safety with regard to the risk of progression. G-CSF is used in supportive care of MDS to improve neutropenia during infectious complications, but to date there is no compelling evidence for a survival benefit or alteration of the course of the disease through the use of HGFs in MDS.","['Marsh, Judith C W', 'Ganser, Arnold', 'Stadler, Michael']","['Marsh JC', 'Ganser A', 'Stadler M']","[""Department of Haematology, St George's Hospital/St George's, University of London, London, UK. jmarsh@sgul.ac.uk""]",['eng'],"['Journal Article', 'Review']",United States,Semin Hematol,Seminars in hematology,0404514,['0 (Hematopoietic Cell Growth Factors)'],IM,"['Anemia, Aplastic/blood/complications/*drug therapy', 'Hematologic Neoplasms/complications/drug therapy', 'Hematopoietic Cell Growth Factors/administration & dosage/blood/*therapeutic use', 'Humans', 'Myelodysplastic Syndromes/blood/complications/*drug therapy', 'Neutropenia/blood/complications/*drug therapy', 'Prospective Studies', 'Randomized Controlled Trials as Topic', 'Retrospective Studies', 'Thrombocytopenia/blood/complications/*drug therapy']",2007/07/17 09:00,2007/08/24 09:00,['2007/07/17 09:00'],"['2007/07/17 09:00 [pubmed]', '2007/08/24 09:00 [medline]', '2007/07/17 09:00 [entrez]']",ppublish,Semin Hematol. 2007 Jul;44(3):138-47. doi: 10.1053/j.seminhematol.2007.04.010.,72,,,"['S0037-1963(07)00064-9 [pii]', '10.1053/j.seminhematol.2007.04.010 [doi]']",,,,,,,,,,,,,,
17631177,NLM,MEDLINE,20070823,20070716,0037-1963 (Print) 0037-1963 (Linking),44,3,2007 Jul,Hematopoietic growth factors for the treatment of inherited cytopenias.,133-7,"The clinical availability of recombinant hematopoietic growth factors was initially thought to be breakthrough in the treatment of bone marrow failure syndromes. However, in most disorders of hematopoeisis, the clinical use was rather disappointing. Only in congenital neutropenias (CNs) has the long-term administration of granulocyte colony-stimulating factor (G-CSF) led to a maintained increase in absolute neutrophil count (ANC) and a reduction of severe bacterial infections. In other disorders of hematopoiesis, the use of lineage-specific growth factors is either not possible due to mutations in the growth factor receptor or leads to a transient benefit only. Initial clinical trials with multilineage hematopoietic growth factors, such as stem cell factor (SCF; c-kit ligand) were discontinued due to adverse events. It is well known that bone marrow failure syndromes are pre-leukemic disorders. So far, there is no evidence for induction of leukemia by hematopoietic growth factors. However, it has been shown in patients with CN and Fanconi anemia that hematopoietic growth factors might induce preferential outgrowth of already transformed cells. Thus, it is strongly recommended to monitor patients for clonal aberrations prior to and during long-term treatment with hematopoietic growth factors.","['Zeidler, Cornelia', 'Welte, Karl']","['Zeidler C', 'Welte K']","['Department of Pediatric Hematology/Oncology, Medical School Hannover, Hannover, Germany.']",['eng'],"['Journal Article', 'Review']",United States,Semin Hematol,Seminars in hematology,0404514,"['0 (Hematopoietic Cell Growth Factors)', '0 (Stem Cell Factor)', '11096-26-7 (Erythropoietin)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)']",IM,"['Anemia/*drug therapy', 'Anemia, Diamond-Blackfan/blood/complications/drug therapy', 'Anemia, Dyserythropoietic, Congenital/blood/complications/drug therapy', 'Erythropoietin/adverse effects/blood/therapeutic use', 'Fanconi Anemia/blood/complications/drug therapy', 'Granulocyte Colony-Stimulating Factor/administration & dosage/blood/therapeutic use', 'Hematopoietic Cell Growth Factors/adverse effects/*therapeutic use', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Neutropenia/blood/complications/*drug therapy', 'Stem Cell Factor/adverse effects/blood/therapeutic use', 'Thrombocytopenia/blood/complications/*drug therapy']",2007/07/17 09:00,2007/08/24 09:00,['2007/07/17 09:00'],"['2007/07/17 09:00 [pubmed]', '2007/08/24 09:00 [medline]', '2007/07/17 09:00 [entrez]']",ppublish,Semin Hematol. 2007 Jul;44(3):133-7. doi: 10.1053/j.seminhematol.2007.04.003.,46,,,"['S0037-1963(07)00066-2 [pii]', '10.1053/j.seminhematol.2007.04.003 [doi]']",,,,,,,,,,,,,,
