PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,TT,PMC,SI,CON,EIN,CIN,RIN,OID
2398276,NLM,MEDLINE,19901017,20071114,0022-1767 (Print) 0022-1767 (Linking),145,7,1990 Oct 1,Monoclonal anti-idiotypic antibody mimicking the principal neutralization site in HIV-1 GP120 induces HIV-1 neutralizing antibodies in rabbits.,2199-206,"A murine mAb BAT123 (Ab1) directing to the principal neutralization site of human T cell leukemia virus (HTLV)-IIIB gp120 (amino acid residue 308-322) was used to generate syngeneic anti-Id mAb (Ab2). Among the Ab2, a mAb AB19-4 was characterized by both serologic and biologic methods to be paratope-specific (Ab2 beta), bearing the internal image of the neutralization site. AB19-4 was found to bind specifically to BAT123 and also to its mouse-human chimeric form in ELISA. The binding of AB19-4 to BAT123 was specifically inhibited by HTLV-IIIB gp120 and the synthetic epitope peptides of HTLV-IIIB and HTLV-IIIMN defined by BAT123. AB19-4 also inhibited the binding of BAT123 to HTLV-IIIB-infected H9 cells in flow cytometric studies. Polyclonal goat and sheep antisera against HTLV-IIIB gp120 reacted specifically with AB19-4, suggesting that AB19-4 may recognize cross-species idiotopes. Rabbits immunized with purified AB19-4 generated anti-anti-Id antibodies (Ab3) that reacted specifically with HTLV-IIIB gp120 and the BAT123-binding epitope peptides of HTLV-IIIB and HTLV-IIIMN. The Ab3 bound to H9 cells infected by HTLV-IIIB or HTLV-IIIMN and inhibited the infection of CEM cells by HTLV-IIIB or HTLV-IIIMN, whereas BAT123 also bound H9 cells infected by HTLV-IIIB or HTLV-IIIMN but neutralized only HTLV-IIIB. Our data suggest that AB19-4 mimics the neutralization site on HIV-1 gp120 defined by BAT123. The induction of immunity to HIV using internal-image Ab2 to HIV-neutralizing antibodies may provide a viable approach for developing effective vaccines for AIDS.","['Fung, M S', 'Sun, C R', 'Liou, R S', 'Gordon, W', 'Chang, N T', 'Chang, T W', 'Sun, N C']","['Fung MS', 'Sun CR', 'Liou RS', 'Gordon W', 'Chang NT', 'Chang TW', 'Sun NC']","['Tanox Biosystems, Inc., Houston, TX 77025.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antibodies, Anti-Idiotypic)', '0 (Antibodies, Monoclonal)', '0 (HIV Antibodies)', '0 (HIV Envelope Protein gp120)', '0 (Vaccines)', '0 (Vaccines, Synthetic)']",IM,"['Animals', 'Antibodies, Anti-Idiotypic/*immunology', 'Antibodies, Monoclonal/immunology', 'HIV Antibodies/*biosynthesis', 'HIV Envelope Protein gp120/*immunology', 'HIV-1/*immunology', 'Hybridomas', 'Neutralization Tests', 'Rabbits', 'Vaccines/*immunology', 'Vaccines, Synthetic/*immunology']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,J Immunol. 1990 Oct 1;145(7):2199-206.,['1R43AI26971-01/AI/NIAID NIH HHS/United States'],,,,,,,,,
2398151,NLM,MEDLINE,19901017,20190814,0363-8715 (Print) 0363-8715 (Linking),14,5,1990 Sep-Oct,CT and MR findings in parameningeal leukaemic masses.,736-42,This study presents the clinical and imaging findings in seven patients with parameningeal leukaemic masses: four adults with granulocytic sarcoma and three children with soft tissue masses from acute lymphoblastic leukaemia. Computed tomography and magnetic resonance imaging were helpful in detecting these masses and in showing their extent. Magnetic resonance was particularly valuable in demonstrating abnormal bone marrow in the adult patients with granulocytic sarcoma. Computed tomography was valuable in demonstrating leukaemic relapse in the children when examination of CSF or bone marrow showed no evidence of leukaemia.,"['Williams, M P', 'Olliff, J F', 'Rowley, M R']","['Williams MP', 'Olliff JF', 'Rowley MR']","['Department of Radiology, Royal Marsden Hospital, Sutton, Surrey, UK.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Comput Assist Tomogr,Journal of computer assisted tomography,7703942,,IM,"['Adult', 'Brain/diagnostic imaging/pathology', 'Child', 'Child, Preschool', 'Humans', 'Leukemia, Myeloid/diagnosis/*diagnostic imaging', 'Magnetic Resonance Imaging', 'Male', 'Meningeal Neoplasms/diagnosis/*diagnostic imaging', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*diagnostic imaging', 'Spinal Cord/diagnostic imaging/pathology', 'Spinal Nerve Roots/diagnostic imaging/pathology', 'Tomography, X-Ray Computed']",1990/09/01 00:00,1990/09/01 00:01,['1990/09/01 00:00'],"['1990/09/01 00:00 [pubmed]', '1990/09/01 00:01 [medline]', '1990/09/01 00:00 [entrez]']",ppublish,J Comput Assist Tomogr. 1990 Sep-Oct;14(5):736-42. doi: 10.1097/00004728-199009000-00010.,,['10.1097/00004728-199009000-00010 [doi]'],,,,,,,,
2397924,NLM,MEDLINE,19901012,20071115,0017-6559 (Print) 0017-6559 (Linking),23,1,1990,Whole blood suspension culture method for chromosome examination of a patient with Ph-positive chronic myeloid leukaemia.,57-60,,"['Selypes, A', 'Laszlo, A', 'Virag, I']","['Selypes A', 'Laszlo A', 'Virag I']","['Department of Hygiene and Epidemiology, Hungary.']",['eng'],"['Case Reports', 'Journal Article']",Netherlands,Haematologia (Budap),Haematologia,0130266,,IM,"['Cells, Cultured', 'Child', '*Chromosome Aberrations', 'Chronic Disease', 'Humans', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*blood/genetics', 'Male']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematologia (Budap). 1990;23(1):57-60.,,,,,,,,,,
2397923,NLM,MEDLINE,19901012,20071115,0017-6559 (Print) 0017-6559 (Linking),23,1,1990,Surface phenotype and immunoglobulin levels in B-cell chronic lymphocytic leukaemia.,49-56,"The aim of the present study is to analyze the relationship between serum immunoglobulin (Ig) levels and the immunological phenotype and the clinicohaematological features of B-cell chronic lymphocytic leukaemia (B-CLL) in a series of 126 patients. Eighty-eight of the cases (70%) had a decreased concentration of at least one Ig. IgM and IgA were the most frequently decreased (60% and 49% respectively). A serum monoclonal gammapathy was found in 4 patients, Ig M/k in two cases and IgM/l and IgG/k in one case. Patients with hypogammaglobulinaemia had a similar surface phenotype as patients with normal Ig levels (MRFC+, sIg+, CD20+, HLA/DR+, FMC7-, CD5+, CD9+). On the other hand the cases with hypogammaglobulinaemia displayed the features of a more advanced disease, a higher incidence of organomegalies (p less than 0.05), anaemia and/or thrombopenia (p less than 0.05), a diffuse bone marrow pattern (p less than 0.05), advanced clinical stages (p less than 0.05) as well as higher levels of both peripherial blood (p less than 0.02) and bone marrow lymphocytosis (p less than 0.02). These findings suggest that the presence of hypogammaglobulinaemia in B-cell patients is probably more related to a higher tumor burden than to either certain stages of B-cell differentiation or a particular cellular phenotype.","['Orfao, A', 'Gonzalez, M', 'San Miguel, J F', 'Tomas, J F', 'Canizo, M C', 'Lopez-Berges, M C', 'Moraleda, J M', 'Lopez Borrasca, A']","['Orfao A', 'Gonzalez M', 'San Miguel JF', 'Tomas JF', 'Canizo MC', 'Lopez-Berges MC', 'Moraleda JM', 'Lopez Borrasca A']","['Servicio de Hematologia, Hospital Clinico Universitario, Salamanca, Spain.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Haematologia (Budap),Haematologia,0130266,"['0 (Antigens, Surface)', '0 (Immunoglobulins)']",IM,"['Agammaglobulinemia/etiology', 'Aged', 'Antigens, Surface/*blood', 'B-Lymphocytes/immunology', 'Female', 'Humans', 'Immunoglobulins/*metabolism', 'Leukemia, Lymphocytic, Chronic, B-Cell/complications/*immunology', 'Male', 'Middle Aged', 'Phenotype']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematologia (Budap). 1990;23(1):49-56.,,,,,,,,,,
2397754,NLM,MEDLINE,19901015,20061115,0301-472X (Print) 0301-472X (Linking),18,9,1990 Oct,Long-term culture of canine marrow: cytogenetic evaluation of purging of lymphoma and leukemia.,995-1001,"We established and maintained long-term cultures of marrow from normal dogs and dogs with lymphoma or leukemia by single inoculations of mononuclear cell suspensions. Media containing only horse sera (as opposed to horse and fetal calf sera) and catalase (for antioxidative effect) supported improved culture viability, as indicated by increased recovery of progenitor cells (granulocyte-macrophage colony-forming units, CFU-GM) and the release of abundant erythroid cells in the cultures for up to 3 weeks. CFU-GM were maintained for at least 3-4 weeks of culture. Culture appearance, cell counts, and assays of CFU-GM were used to compare the culture kinetics of tumor-involved marrow to normal marrow specimens. Cultures of marrow with extensive tumor involvement tended to be less viable, apparently due to a relative lack of competent progenitors. To investigate whether canine long-term marrow culture provided a purging effect similar to the loss of tumor cells noted in human long-term cultures of marrow from patients with chronic myelogenous leukemia (CML) or acute myelogenous leukemia (AML), we established long-term marrow cultures from 28 dogs with histologically confirmed untreated lymphoma or leukemia. Eleven of these dogs had cytogenetically marked tumor cells in the marrow at the initiation of culture. In six dogs with lymphoma and one dog with acute monocytic leukemia (AMoL) French-American-British classification (FAB) M4 leukemia, we could detect no cytogenetic evidence for persistence of the tumor clones in individually plucked or pooled CFU-GM grown from 3-week-old long-term cultures. In one case of AML (FAB M2), 80% of CFU-GM recovered from long-term cultures at 4 weeks still contained an extra metacentric marker chromosome associated with the continued presence of the leukemic clone in the cultures. Our documentation of a purging effect for some tumors supports the use of this canine model system in the investigation of autologous marrow transplantation with long-term cultured cells for humans with lymphoma and leukemia.","['Carter, R F', 'Kruth, S A', 'Valli, V E', 'Dube, I D']","['Carter RF', 'Kruth SA', 'Valli VE', 'Dube ID']","['Department of Pathology, University of Toronto, Ontario, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,['0 (Genetic Markers)'],IM,"['Animals', '*Bone Marrow Cells', 'Cells, Cultured', 'Dogs', '*Genetic Markers', 'Hematopoietic Stem Cells/cytology', 'Leukemia/genetics/*pathology', 'Lymphoma/genetics/*pathology']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Exp Hematol. 1990 Oct;18(9):995-1001.,,,,,,,,,,
2397748,NLM,MEDLINE,19901015,20131121,0301-472X (Print) 0301-472X (Linking),18,9,1990 Oct,In vitro cytotoxicity of VP-16-213 and nitrogen mustard: agonistic on tumor cells but not on normal human bone marrow progenitors.,1008-12,"The possible presence of tumor cells in remission bone marrow (BM) is one of the major problems for the success of autologous BM transplantation (ABMT), because the reinfusion of viable malignant cells may result in relapse. In this study we attempted the purging of the malignant cells by the use of VP-16-213 (VP-16) and nitrogen mustard (NM) either alone or in combination. Four cell lines from various hematological malignancies were utilized: SK-DHL-2 was established from a B-cell diffuse histiocytic lymphoma; RAJI was from an Epstein-Barr virus (EBV)-infected B-cell lymphoma cell line; K-562 were from a chronic myelogenous leukemia (CML) blastic crisis; and HL-60, derived from a human promyelocytic leukemia, were used in exponential growth phase. Four logs of tumor cell-elimination were observed after 1-h incubation of RAJI cells with 25 micrograms/ml of VP-16. K-562 and SK-DHL-2 cells showed a greater than 4 logs reduction after 1-h exposure to 75 micrograms/ml of VP-16, and HL-60 cell line growth was inhibited by 3.2 logs. Under the same conditions (i.e., the treatment with 75 micrograms/ml), we observed a mean recovery of 2.7% of BM granulocyte-macrophage colonies (granulocyte-macrophage colony-forming units, CFU-GM), 3.2% of erythroid (erythroid burst-forming units, BFU-E), and 2.5% of pluripotent (granulocyte erythrocyte macrophage megakaryocyte colony-forming units, CFU-GEMM) progenitors, respectively. More than 3 logs reduction of leukemia and lymphoma cell lines were reached following 1-h treatment with 1 micrograms/ml of NM. After exposure to the same concentration of the drug we obtained 2.5% CFU-GM, 1.2% BFU-E, and 2% CFU-GEMM recovery. A drug mixture containing constant doses of VP-16 (10 and 20 micrograms/ml) and NM (1 micrograms/ml) reduced HL-60 and SK-DHL-2 cell growth to undetectable levels (i.e., 4 and 5 logs elimination) in the presence of an excess of irradiated BM cells, whereas it did not further affect the recovery of the BM precursors as compared to the single drugs used alone. These results suggest that the combination of these two drugs at the selected dose level could provide a better therapeutic index (i.e., higher tumor cell killing coupled with no additional cytotoxic effect on normal BM cells) than the same chemotherapeutic agent used alone and that this mixture may be useful for the ""ex vivo"" treatment of BM grafts.","['Lemoli, R M', 'Gulati, S C']","['Lemoli RM', 'Gulati SC']","['Department of Medicine Memorial Sloan-Kettering Cancer Center, New York, New York 10021.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Nitrogen Mustard Compounds)', '6PLQ3CP4P3 (Etoposide)']",IM,"['Bone Marrow/*drug effects', 'Cell Survival/drug effects', 'Dose-Response Relationship, Drug', 'Drug Synergism', 'Etoposide/*pharmacology', 'Hematopoietic Stem Cells/*drug effects', 'Humans', 'Leukemia/*pathology', 'Lymphoma/*pathology', 'Nitrogen Mustard Compounds/*pharmacology', 'Tumor Cells, Cultured/drug effects']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Exp Hematol. 1990 Oct;18(9):1008-12.,,,,,,,,,,
2397475,NLM,MEDLINE,19901018,20190815,0165-4608 (Print) 0165-4608 (Linking),49,1,1990 Oct 1,Translocation between chromosomes 8q24 and 14q11 in T-cell acute lymphoblastic leukemia.,69-74,"Cytogenetic study was performed on a patient with T-cell acute lymphoblastic leukemia (T-ALL). It revealed a chromosomal translocation between chromosome bands 8q24 and 14q11. 8q24 is known to encode the oncogene c-myc, while 14q11 encodes the genes for T-cell receptor-alpha (TCR-alpha) and T-cell receptor-delta (TCR-delta). Therefore, this chromosomal translocation t(8;14) (q24;q11) seemed to be unique and specific to T-cell malignancy.","['Inaba, T', 'Murakami, S', 'Oku, N', 'Itoh, K', 'Ura, Y', 'Nakanishi, S', 'Shimazaki, C', 'Nishio, A', 'Nakagawa, M', 'Fujita, N']","['Inaba T', 'Murakami S', 'Oku N', 'Itoh K', 'Ura Y', 'Nakanishi S', 'Shimazaki C', 'Nishio A', 'Nakagawa M', 'Fujita N', 'et al.']","['Second Department of Medicine, Kyoto Prefectural University of Medicine, Japan.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (DNA Probes)', '0 (Genetic Markers)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Adult', 'Chromosome Banding', '*Chromosomes, Human, Pair 14', '*Chromosomes, Human, Pair 8', 'DNA Probes', 'Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia-Lymphoma, Adult T-Cell/*genetics', 'Male', 'Nucleic Acid Hybridization', 'Proto-Oncogenes', 'Receptors, Antigen, T-Cell/genetics', '*Translocation, Genetic']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1990 Oct 1;49(1):69-74. doi: 10.1016/0165-4608(90)90165-7.,,"['0165-4608(90)90165-7 [pii]', '10.1016/0165-4608(90)90165-7 [doi]']",,,,,,,,
2397474,NLM,MEDLINE,19901018,20190815,0165-4608 (Print) 0165-4608 (Linking),49,1,1990 Oct 1,Cytogenetic abnormalities and leukemic transformation in hydroxyurea-treated patients with Philadelphia chromosome negative chronic myeloproliferative disease.,57-67,"Eighty-one consecutive hydroxyurea-treated patients with Philadelphia (Ph) chromosome negative chronic myeloproliferative disease were followed prospectively from 1981 to 1989; 35 of them had polycythemia vera, 32 had essential thrombocythemia, 12 had myelofibrosis, and 2 had myeloproliferative syndromes. The 81 patients were treated with hydroxyurea for a total of 3,804 months during the observation time. Only three patients had been treated with alkylating agents or 32P before start of hydroxyurea treatment. Four patients transformed into acute myeloid leukemia or myelodysplastic syndromes; three of these patients had essential thrombocythemia, and one had a myeloproliferative syndrome. Two patients died of solid cancers. Five out of 53 evaluable patients (9%) had pretreatment clonal cytogenetic abnormalities involving chromosomes 1, 9, 20, and 21. At follow-up, during or after hydroxyurea treatment, 15% had cytogenetic abnormalities, an unexpectedly low frequency compared to the previously reported frequency in patients with polycythemia vera treated with alkylating agents. None of our patients who developed cytogenetic clonal changes during hydroxyurea therapy had polycythemia vera. However, follow-up is too short to draw any conclusions about the mutagenic potential of hydroxyurea compared to alkylating agents.","['Lofvenberg, E', 'Nordenson, I', 'Wahlin, A']","['Lofvenberg E', 'Nordenson I', 'Wahlin A']","['Department of Medicine, University Hospital, Umea, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,['X6Q56QN5QC (Hydroxyurea)'],IM,"['Adult', 'Aged', 'Aged, 80 and over', '*Chromosome Aberrations', 'Chronic Disease', 'Female', 'Humans', 'Hydroxyurea/*adverse effects/therapeutic use', 'Leukemia/*chemically induced/genetics/pathology', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/drug therapy/*genetics/pathology', '*Philadelphia Chromosome', 'Preleukemia/*chemically induced/genetics/pathology']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1990 Oct 1;49(1):57-67. doi: 10.1016/0165-4608(90)90164-6.,,"['0165-4608(90)90164-6 [pii]', '10.1016/0165-4608(90)90164-6 [doi]']",,,,,,,,
2397470,NLM,MEDLINE,19901018,20190815,0165-4608 (Print) 0165-4608 (Linking),49,1,1990 Oct 1,Cytogenetic study of a case of childhood erythroleukemia.,25-30,"We report a case of childhood erythroleukemia diagnosed by French-American-British Cooperative group (FAB) and by cytogenetic analysis of bone marrow cells. The following major chromosome anomalies were detected: hyperdiploidy with a modal number of 49, three markers consisting of translocations between chromosomes 3, 9, 20, and 15, deletion of the long arm of chromosome 16 (q22----qter), and karyotype instability. These changes were compared with others reported in the literature and discussed in terms of their importance for diagnostic confirmation.","['Duarte, M H', 'Tone, L G', 'Soares, L R', 'dos Santos, S A']","['Duarte MH', 'Tone LG', 'Soares LR', 'dos Santos SA']","['Department of Genetics, Faculty of Medicine of Ribeirao Preto, University of Sao Paulo, Brazil.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,['0 (Genetic Markers)'],IM,"['Bone Marrow/ultrastructure', 'Child, Preschool', '*Chromosome Aberrations', 'Chromosome Banding', 'Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia, Erythroblastic, Acute/*genetics', 'Male']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1990 Oct 1;49(1):25-30. doi: 10.1016/0165-4608(90)90160-c.,,"['0165-4608(90)90160-C [pii]', '10.1016/0165-4608(90)90160-c [doi]']",,,,,,,,
2397469,NLM,MEDLINE,19901018,20190815,0165-4608 (Print) 0165-4608 (Linking),49,1,1990 Oct 1,Structural alterations at the putative retinoblastoma locus in some human leukemias and preleukemia.,15-23,"Homozygous loss of alleles of the retinoblastoma susceptibility locus (RB1) has been implicated in the onset of many different solid tumors. Heterozygous deletions of chromosome 13q14, the region containing the RB1 locus, have been observed by us in several subvariants of leukemia and preleukemia. We examined four cases of leukemia and one case of preleukemia for homozygous inactivation of the RB1 locus; in at least one case, evidence supports the concept that homozygous loss of both alleles of RB1 was an important step during leukemogenesis.","['Hansen, M F', 'Morgan, R', 'Sandberg, A A', 'Cavenee, W K']","['Hansen MF', 'Morgan R', 'Sandberg AA', 'Cavenee WK']","['Department of Molecular Genetics, University of Texas M.D. Anderson Cancer Center, Houston 77030.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,['0 (Genetic Markers)'],IM,"['Adolescent', 'Adult', 'Aged', 'Alleles', 'Child', 'Chromosome Deletion', '*Chromosomes, Human, Pair 13', 'Female', 'Genetic Markers', 'Homozygote', 'Humans', 'Karyotyping', 'Leukemia/*genetics', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics', 'Leukemia, Myeloid, Acute/genetics', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics', 'Preleukemia/*genetics', 'Retinoblastoma/*genetics']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1990 Oct 1;49(1):15-23. doi: 10.1016/0165-4608(90)90159-8.,"['CA-16672/CA/NCI NIH HHS/United States', 'CA-41124/CA/NCI NIH HHS/United States']","['0165-4608(90)90159-8 [pii]', '10.1016/0165-4608(90)90159-8 [doi]']",,,,,,,,
2397468,NLM,MEDLINE,19901018,20190815,0165-4608 (Print) 0165-4608 (Linking),49,1,1990 Oct 1,Chromosome analysis as an aid in differential diagnosis of erythroleukemia (M6) and myelodysplasia.,139-40,,"['Torrabadella, M', 'Vallespi, T']","['Torrabadella M', 'Vallespi T']",,['eng'],"['Case Reports', 'Letter']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Aged', '*Chromosome Aberrations', 'Diagnosis, Differential', 'Humans', 'Leukemia, Erythroblastic, Acute/diagnosis/*genetics', 'Male', 'Myelodysplastic Syndromes/diagnosis/*genetics']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1990 Oct 1;49(1):139-40. doi: 10.1016/0165-4608(90)90176-b.,,"['0165-4608(90)90176-B [pii]', '10.1016/0165-4608(90)90176-b [doi]']",,,,,,,,
2397467,NLM,MEDLINE,19901018,20190815,0165-4608 (Print) 0165-4608 (Linking),49,1,1990 Oct 1,Acute lymphoblastic leukemia with t(4;11) in a patient previously exposed to a carcinogen.,133-6,"A case of early B t(4;11)(q21;q23) acute lymphoblastic leukemia (ALL) with low white blood cell (WBC) count, without splenomegaly, short survival time, in a patient previously exposed to benzol is presented. We discuss the relationship between the t(4;11)(q21;q23) and the exposure to a carcinogen.","['Sole, F', 'Caballin, M R', 'Coll, M D', 'Woessner, S', 'Egozcue, J']","['Sole F', 'Caballin MR', 'Coll MD', 'Woessner S', 'Egozcue J']","['Departament de Biologia Cel.lulari Fisiologia, Facultat de Ciencies, Universitat Autonoma de Barcelona, Spain.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (Genetic Markers)', 'J64922108F (Benzene)']",IM,"['Benzene/*toxicity', '*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 4', 'Female', 'Genetic Markers', 'Humans', 'Karyotyping', 'Middle Aged', 'Occupational Diseases/*chemically induced/genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*chemically induced/genetics', '*Translocation, Genetic']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1990 Oct 1;49(1):133-6. doi: 10.1016/0165-4608(90)90174-9.,,"['0165-4608(90)90174-9 [pii]', '10.1016/0165-4608(90)90174-9 [doi]']",,,,,,,,
