PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LA,PT,PL,TA,JT,JID,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,FAU,AU,AD,RN,GR,PMC,SI,GS,TT,RF,EIN,CON,OID,OAB,OABL,OTO,OT,GN
1630020,NLM,MEDLINE,19920818,20081121,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,"[Chronic myelomonocytic leukemia associated with translocation 1;7, marked platelet aggregation and cryofibrinogenemia: a case report].",677-82,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['*Chromosomes, Human, Pair 1', '*Chromosomes, Human, Pair 7', 'Cold Temperature', 'Fibrinogens, Abnormal/*metabolism', 'Humans', 'Leukemia, Myelomonocytic, Chronic/blood/*genetics', 'Male', 'Middle Aged', '*Platelet Aggregation', '*Translocation, Genetic']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):677-82.,"A 64-year-old male was admitted in September 1989 with complaints of fever and muscular weakness in the extremities. A peripheral blood examination on admission revealed WBC 10,300/microliters (monocytes 32%), RBC 195 x 10(4)/microliters, Hb 7.9 g/dl, Plt 12.8 x 10(4)/microliters with trilineage dysplasia. Bone marrow biopsy was normoplastic marrow with 25.7% of monocytes including immature blasts. Cytochemical analysis of the monocytes showed positive for peroxidase and dual esterase staining. Chromosomal analysis of peripheral blood revealed 46, XY, -7, +der(1) t(1;7)(p11;p11). A diagnosis of chronic myelomonocytic leukemia was made. Hemostatic studies revealed cryofibrinogenemia, marked platelet aggregation on blood smear, hyperfibrinogenemia and a marked increase in maximal amplitude of thrombelastogram. Treatment with prednisolone and VP16, resulted in a reduction of peripheral monocytes and a disappearance of cryofibrinogen, marked platelet aggregation and a decrease in muscular weakness. Nine months after diagnosis he died of DIC, pneumonia, lung abscess and sepsis.","['Hino, K', 'Sato, S', 'Ueno, H', 'Akimoto, Y', 'Sakashita, A', 'Tomoyasu, S', 'Mochizuki, S', 'Kamino, I', 'Tsuruoka, N']","['Hino K', 'Sato S', 'Ueno H', 'Akimoto Y', 'Sakashita A', 'Tomoyasu S', 'Mochizuki S', 'Kamino I', 'Tsuruoka N']","['Department of Hematology, Showa University, School of Medicine.']","['0 (Fibrinogens, Abnormal)']",,,,,,,,,,,,,,
1630016,NLM,MEDLINE,19920818,20071115,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,[Clinical and molecular biological study of Ph positive acute leukemia: comparison with blast crisis of chronic myelogenous leukemia and Ph negative acute lymphoblastic leukemia].,646-54,['jpn'],"['Comparative Study', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Adolescent', 'Adult', 'Aged', 'Blast Crisis/*genetics/pathology', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', 'Male', 'Middle Aged', '*Philadelphia Chromosome', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/pathology', 'Prognosis']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):646-54.,"Eight cases of Philadelphia positive acute leukemia (Ph+AL) were compared with 13 cases of Ph+ chronic myelogenous leukemia in blast crisis (BC) and 10 cases of Ph negative acute lymphoblastic leukemia (Ph-ALL) based on the clinical and molecular biological findings. Distinguishing clinical features were a high leukocyte count (median; 147.9 x 10(3)/microliters) for Ph+AL, and a high incidence of tumor formation and basophilia for BC. A cytogenetic study demonstrated the disappearance or marked reduction of Ph+ metaphases in Ph+AL in remission, while Ph+ cells persisted in BC. The major bcr gene was not rearranged in 4 Ph+AL cases, whereas it was found rearranged in 4 other cases of Ph+ AL and 6 cases of BC. Reverse transcriptase polymerase chain reaction technique demonstrated the presence of minor bcr/abl mRNA in the former three cases, and major bcr/abl mRNA in the latter 4 cases. Remission rates were 63% for Ph+AL, 38% for BC, and 100% for Ph-ALL, and the 50% survival were 12, 5 and 29 months, respectively. It was concluded that Ph+AL can be differentiated from BC by a marked reduction of Ph+ cells at remission, and that the prognosis of Ph+AL is better than BC, but worse than Ph-ALL.","['Okada, S', 'Shimizu, T', 'Harada, H', 'Miyoshi, Y', 'Mori, H', 'Niikura, H', 'Omine, M', 'Fujita, K', 'Terada, H']","['Okada S', 'Shimizu T', 'Harada H', 'Miyoshi Y', 'Mori H', 'Niikura H', 'Omine M', 'Fujita K', 'Terada H']","['Department of Hematology, Fujigaoka Hospital, Showa University.']",,,,,,,,,,,,,,,
1630012,NLM,MEDLINE,19920818,20071115,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,[Molecular biology and FAB classification].,608-12,['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Adult', 'Aged', 'Female', 'Gene Rearrangement, B-Lymphocyte', 'Gene Rearrangement, T-Lymphocyte', 'Humans', 'Leukemia/*classification/genetics', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/classification/genetics', 'Leukemia, Myeloid, Acute/classification/genetics', 'Male', 'Middle Aged', 'Philadelphia Chromosome', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/genetics']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):608-12.,,"['Ohyashiki, J', 'Tauchi, T', 'Ohyashiki, K', 'Toyama, K']","['Ohyashiki J', 'Tauchi T', 'Ohyashiki K', 'Toyama K']",,,,,,,,,,,,,,,,
1630011,NLM,MEDLINE,19920818,20041117,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,[Cytogenetics and FAB classification].,599-603,['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Chromosome Aberrations', 'Female', 'Humans', 'Leukemia/*classification/genetics', 'Male', 'Middle Aged', 'Prognosis']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):599-603.,,"['Tashiro, S', 'Kyo, T']","['Tashiro S', 'Kyo T']",,,,,,,,,,,,,,,,
1630010,NLM,MEDLINE,19920818,20060424,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,[Chemotherapy and FAB classification].,592-8,['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Female', 'Humans', 'Leukemia/*classification/drug therapy', 'Male', 'Middle Aged', 'Prognosis', 'Remission Induction', 'Treatment Outcome']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):592-8.,,"['Takeuchi, J']",['Takeuchi J'],,,,,,,,,,,,,,,,
1630007,NLM,MEDLINE,19920818,20191210,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,[Regulation of eosinophilopoiesis].,573-7,['jpn'],"['Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Asthma/blood', 'Eosinophilia/blood', 'Eosinophils/*pathology', 'Hematopoiesis/*physiology', 'Humans', 'Intercellular Signaling Peptides and Proteins', 'Leukemia/blood', 'Peptides/metabolism']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):573-7.,,"['Enokihara, H']",['Enokihara H'],,"['0 (Intercellular Signaling Peptides and Proteins)', '0 (Peptides)', '64734-77-6 (eosinophilopoietin)']",,,,,,15,,,,,,,,
1630006,NLM,MEDLINE,19920818,20131121,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,[Fundamentals of leukemia differentiation therapy].,561-72,['jpn'],"['Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Cell Differentiation/drug effects', 'Humans', 'Leukemia/*drug therapy/pathology', 'Leukemia, Experimental/drug therapy/pathology', 'Mice', 'Rats', 'Tretinoin/therapeutic use']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):561-72.,,"['Hozumi, M']",['Hozumi M'],,"['0 (Antineoplastic Agents)', '5688UTC01R (Tretinoin)']",,,,,,47,,,,,,,,
1629970,NLM,MEDLINE,19920814,20200724,0022-538X (Print) 0022-538X (Linking),66,8,1992 Aug,Genetic assay for multimerization of retroviral gag polyproteins.,5157-60,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,IM,,"['Cloning, Molecular', 'DNA-Binding Proteins/*genetics/metabolism', 'Fungal Proteins/*genetics/metabolism', 'Gene Products, gag/analysis/*genetics/metabolism', '*Genes, gag', 'Genetic Techniques', 'HIV-1/*genetics', 'Moloney murine leukemia virus/*genetics', 'Phenotype', 'Plasmids', 'Recombinant Fusion Proteins/metabolism', 'Retroviridae/*genetics', 'Saccharomyces cerevisiae/genetics', '*Saccharomyces cerevisiae Proteins', '*Transcription Factors', 'beta-Galactosidase/genetics/metabolism']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",['10.1128/JVI.66.8.5157-5160.1992 [doi]'],ppublish,J Virol. 1992 Aug;66(8):5157-60. doi: 10.1128/JVI.66.8.5157-5160.1992.,"We have established a genetic assay for the multimerization of retroviral gag polyproteins. This assay is based on the GAL4 two-hybrid system for studying protein-protein interactions (S. Fields and O. Song, Nature (London) 340:245-246, 1989). In our initial experiments, we generated Saccharomyces cerevisiae plasmids that separately express the GAL4 DNA-binding and GAL4 activation domains fused to the human immunodeficiency virus type 1 (HIV-1) gag polyprotein, Pr55gag. The coexpression of these two hybrid proteins in S. cerevisiae results in the association of the GAL4 domains and the potent activation of an integrated GAL4-responsive lacZ indicator gene. Similar results were obtained with plasmids encoding GAL4-Moloney murine leukemia virus (M-MuLV) gag polyprotein hybrid proteins. In contrast, the heterologous GAL4-HIV-1 gag and GAL4-M-MuLV gag fusion proteins were unable to interact with each other to induce lacZ expression. The results suggest that this yeast system provides a rapid and specific assay for the interactions of retroviral gag proteins that occur during virion assembly.","['Luban, J', 'Alin, K B', 'Bossolt, K L', 'Humaran, T', 'Goff, S P']","['Luban J', 'Alin KB', 'Bossolt KL', 'Humaran T', 'Goff SP']","['Department of Medicine, Columbia University College of Physicians and Surgeons, New York, New York 10032.']","['0 (DNA-Binding Proteins)', '0 (Fungal Proteins)', '0 (GAL4 protein, S cerevisiae)', '0 (Gene Products, gag)', '0 (Recombinant Fusion Proteins)', '0 (Saccharomyces cerevisiae Proteins)', '0 (Transcription Factors)', 'EC 3.2.1.23 (beta-Galactosidase)']","['AI 24845/AI/NIAID NIH HHS/United States', 'K11 AI 00988/AI/NIAID NIH HHS/United States']",PMC241396,,"['GAL4', 'gag', 'lacZ']",,,,,,,,,,
1629969,NLM,MEDLINE,19920814,20200724,0022-538X (Print) 0022-538X (Linking),66,8,1992 Aug,Determinants of thymotropism in Kaplan radiation leukemia virus and nucleotide sequence of its envelope region.,5141-6,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Virol,Journal of virology,0113724,IM,,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Cell Line', 'DNA, Viral/*genetics', 'DNA-Directed DNA Polymerase/genetics', 'Mice', 'Mice, Inbred C57BL', 'Molecular Sequence Data', 'Radiation Leukemia Virus/enzymology/*genetics/growth & development', 'Repetitive Sequences, Nucleic Acid', 'Sequence Homology, Nucleic Acid', 'T-Lymphocytes/*microbiology', 'Thymoma/*microbiology', 'Thymus Gland/*microbiology', 'Thymus Neoplasms/*microbiology', 'Viral Envelope Proteins/*genetics', 'Virus Integration']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",['10.1128/JVI.66.8.5141-5146.1992 [doi]'],ppublish,J Virol. 1992 Aug;66(8):5141-6. doi: 10.1128/JVI.66.8.5141-5146.1992.,"Radiation leukemia viruses (RadLVs) are a group of murine leukemia viruses which are induced by radiation and cause T-cell leukemia. Viral clones isolated from the BL/VL3 lymphoid cell line derived from a thymoma show variable tropism and leukemogenic potential. We have constructed chimeric viruses by in vitro recombination between two viruses, a RadLV that is thymotropic and an endogenous ecotropic virus that is nonthymotropic. We show here that, in contrast to thymotropism determinants identified previously, which lie in the long terminal repeat (LTR), it is the envelope region that is responsible for the thymotropism of BL/VL3 RadLV. The nonthymotropic virus which we have rendered thymotropic by transfer of the env region of RadLV in the present study has been shown previously to become thymotropic when the LTR of another thymotropic virus is inserted in its genome. Thus, the LTR and envelope gene may be involved in complementary action to lead to thymotropism.","['Poliquin, L', 'Bergeron, D', 'Fortier, J L', 'Paquette, Y', 'Bergeron, R', 'Rassart, E']","['Poliquin L', 'Bergeron D', 'Fortier JL', 'Paquette Y', 'Bergeron R', 'Rassart E']","['Department des Sciences Biologiques, Universite du Quebec a Montreal, Canada.']","['0 (DNA, Viral)', '0 (Viral Envelope Proteins)', 'EC 2.7.7.7 (DNA-Directed DNA Polymerase)']",,PMC241391,['GENBANK/M93052'],,,,,,,,,,,
1629968,NLM,MEDLINE,19920814,20200724,0022-538X (Print) 0022-538X (Linking),66,8,1992 Aug,Bipartite signal for read-through suppression in murine leukemia virus mRNA: an eight-nucleotide purine-rich sequence immediately downstream of the gag termination codon followed by an RNA pseudoknot.,5127-32,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,IM,,"['Animals', 'Base Sequence', 'Cloning, Molecular', 'Codon/genetics', 'Fusion Proteins, gag-pol/genetics', '*Genes, gag', 'Genes, pol', 'Molecular Sequence Data', 'Moloney murine leukemia virus/*genetics', 'Mutagenesis, Site-Directed', 'Nucleic Acid Conformation', 'RNA, Messenger/*genetics', 'RNA, Viral/*genetics', 'Reticulocytes/metabolism', 'Signal Transduction', '*Suppression, Genetic', '*Terminator Regions, Genetic', 'Transcription, Genetic']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",['10.1128/JVI.66.8.5127-5132.1992 [doi]'],ppublish,J Virol. 1992 Aug;66(8):5127-32. doi: 10.1128/JVI.66.8.5127-5132.1992.,"The pol gene of murine leukemia virus and other mammalian type C retroviruses is expressed by read-through suppression of an in-frame UAG codon which separates the gag and pol coding regions. In this study, we have analyzed the sequence requirements for read-through suppression by placing different portions of wild-type and mutant viral sequences from the gag-pol junction between reporter genes and testing transcripts of these constructs for suppression in reticulocyte lysates. We find that the read-through signal is contained within the first 57 nucleotides on the 3' side of the UAG codon. Our results indicate that the identities of six conserved bases in the eight-nucleotide, purine-rich sequence immediately downstream of the UAG codon are critical for suppression, as is the existence of a pseudoknot structure spanning the next 49 nucleotides. Thus, read-through suppression depends on a complex, bipartite signal in the mRNA.","['Feng, Y X', 'Yuan, H', 'Rein, A', 'Levin, J G']","['Feng YX', 'Yuan H', 'Rein A', 'Levin JG']","['Laboratory of Molecular Virology and Carcinogenesis, NCI-Frederick Cancer Research and Development Center, Maryland 21702.']","['0 (Codon)', '0 (Fusion Proteins, gag-pol)', '0 (RNA, Messenger)', '0 (RNA, Viral)']",['N01-CO-74101/CO/NCI NIH HHS/United States'],PMC241386,,"['gag', 'pol']",,,,,,,,,,
1629963,NLM,MEDLINE,19920814,20200724,0022-538X (Print) 0022-538X (Linking),66,8,1992 Aug,A mutation at one end of Moloney murine leukemia virus DNA blocks cleavage of both ends by the viral integrase in vivo.,5092-5,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,IM,,"['Base Sequence', 'Chromosome Deletion', 'DNA Nucleotidyltransferases/*metabolism', 'DNA, Viral/*genetics/*metabolism', 'Genome, Viral', 'Integrases', 'Molecular Sequence Data', 'Moloney murine leukemia virus/enzymology/*genetics', '*Mutagenesis, Site-Directed', 'Oligonucleotide Probes', 'Repetitive Sequences, Nucleic Acid', 'Virus Integration']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",['10.1128/JVI.66.8.5092-5095.1992 [doi]'],ppublish,J Virol. 1992 Aug;66(8):5092-5. doi: 10.1128/JVI.66.8.5092-5095.1992.,"The integration of retroviral DNA proceeds through two steps: trimming of the termini to expose new 3' OH ends, and the transfer of those ends to the phosphates of target DNA. We have examined the ability of the Moloney murine leukemia virus integrase protein (IN) to trim the termini of the preintegrative DNA of mutant viruses with alterations in the U3 inverted repeat. The mutant terminus of one replication-defective viral DNA, containing a 7-bp deletion in the U3 inverted repeat, was not trimmed to produce the normal recessed end. Remarkably, the other terminus of this mutant DNA was also not trimmed, even though its sequence is wild type. This finding suggests that the IN protein requires the presence of two good ends before becoming properly activated to trim either one.","['Murphy, J E', 'Goff, S P']","['Murphy JE', 'Goff SP']","['Department of Biochemistry and Molecular Biophysics, Columbia University College of Physicians and Surgeons, New York, New York 10032.']","['0 (DNA, Viral)', '0 (Oligonucleotide Probes)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.- (Integrases)']",['CA30488/CA/NCI NIH HHS/United States'],PMC241375,,,,,,,,,,,,
