PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,PMC,OID,OTO,OT,GN,AD,SI,GR
165601,NLM,MEDLINE,19750808,20061115,0041-1345 (Print) 0041-1345 (Linking),7,2,1975 Jun,Serological detection of antibodies to antigens controlled by minor histocompatibility loci.,185-8,,"['Kano, K', 'Kussmaul, C A', 'Milgrom, F']","['Kano K', 'Kussmaul CA', 'Milgrom F']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Antibodies)', '0 (HLA Antigens)', '0 (Histocompatibility Antigens)']",IM,"['Animals', 'Antibodies/*analysis', 'Graft Rejection', 'HLA Antigens', 'Histocompatibility Antigens/*analysis', 'Histocompatibility Testing', 'Kidney Transplantation', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Transplantation Immunology', 'Transplantation, Homologous']",1975/06/01 00:00,1975/06/01 00:01,['1975/06/01 00:00'],"['1975/06/01 00:00 [pubmed]', '1975/06/01 00:01 [medline]', '1975/06/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1975 Jun;7(2):185-8.,,,,,,,,,,
165600,NLM,MEDLINE,19750808,20061115,0041-1345 (Print) 0041-1345 (Linking),7,2,1975 Jun,Immunoselective loss of parental h antigens by somatic reduction in an H-2 a/H-2 b hybrid mouse leukemia.,165-71,,"['Hauschka, T S', 'Hitt, S A', 'Zumpft, M', 'Shows, T B', 'Boyse, E A']","['Hauschka TS', 'Hitt SA', 'Zumpft M', 'Shows TB', 'Boyse EA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', 'EC 5.3.1.9 (Glucose-6-Phosphate Isomerase)']",IM,"['Animals', 'Antibodies, Neoplasm/analysis', 'Antigens, Neoplasm/analysis', 'Electrophoresis, Starch Gel', 'Female', 'Genotype', 'Glucose-6-Phosphate Isomerase/analysis', 'Histocytochemistry', 'Karyotyping', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Mice, Inbred C57BL', 'Neoplasms, Radiation-Induced/enzymology/*immunology']",1975/06/01 00:00,1975/06/01 00:01,['1975/06/01 00:00'],"['1975/06/01 00:00 [pubmed]', '1975/06/01 00:01 [medline]', '1975/06/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1975 Jun;7(2):165-71.,,,,,,,,,,
165599,NLM,MEDLINE,19750808,20061115,0041-1345 (Print) 0041-1345 (Linking),7,2,1975 Jun,Genetic control of resistance to allogeneic and xenogeneic bone-marrow grafts in mice.,155-9,,"['Cudkowicz, G']",['Cudkowicz G'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Transplant Proc,Transplantation proceedings,0243532,['0 (Histocompatibility Antigens)'],IM,"['Animals', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Cricetinae', 'Genes, Dominant', 'Genes, Regulator', '*Histocompatibility Antigens', 'Leukemia Virus, Murine/immunology', 'Mice', 'Radiation Genetics', 'Rats', 'Transplantation Immunology/radiation effects', 'Transplantation, Homologous']",1975/06/01 00:00,1975/06/01 00:01,['1975/06/01 00:00'],"['1975/06/01 00:00 [pubmed]', '1975/06/01 00:01 [medline]', '1975/06/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1975 Jun;7(2):155-9.,,,,,,,,,,
165485,NLM,MEDLINE,19750714,20190501,0027-8424 (Print) 0027-8424 (Linking),72,3,1975 Mar,Affinity chromatography of viral DNA polymerases on pyran-sepharose.,1142-6,"Pyran covalently linked to cyanogen bromide-activated Sepharose has been shown to be an effective affinity matrix for several viral DNA polymerases. Differential salt elution of viral compared with cellular polymerases, as well as substrate elution, suggests the affinity nature for the matrix. Unlike some other affinity systems described, pyran-Sepharose is totally resistant to nuclease digestion and is stable at 4 degrees for several months. DNA polymerases isolated from several viruses by detergent treatment were recovered in good yield. Analysis of iodinated proteins by sodium dodecyl sulfate-gel electrophoresis revealed that the DNA polymerase of avian myeloblastosis virus found in crude preparations of the virus could be purified nearly to homogeneity by a single passage through the column. These results suggest that pyran-Sepharose is an effective affinity column that is potentially adaptable as part of a general purification procedure for viral DNA polymerases.","['Chirikjian, J G', 'Rye, L', 'Papas, T S']","['Chirikjian JG', 'Rye L', 'Papas TS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,['EC 2.7.7.- (DNA Nucleotidyltransferases)'],IM,"['Animals', 'Avian Myeloblastosis Virus/enzymology', 'Avian Sarcoma Viruses/enzymology', 'Cell Line', 'Chick Embryo', 'Chromatography, Affinity', 'DNA Nucleotidyltransferases/*isolation & purification', 'Leukemia Virus, Feline/enzymology', 'Mammary Tumor Virus, Mouse/enzymology', 'Mice', 'Oncogenic Viruses/*enzymology', 'RNA Viruses/*enzymology', 'Rauscher Virus/enzymology']",1975/03/01 00:00,1975/03/01 00:01,['1975/03/01 00:00'],"['1975/03/01 00:00 [pubmed]', '1975/03/01 00:01 [medline]', '1975/03/01 00:00 [entrez]']",['10.1073/pnas.72.3.1142 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1975 Mar;72(3):1142-6. doi: 10.1073/pnas.72.3.1142.,,,PMC432482,,,,,,,
165480,NLM,MEDLINE,19750714,20190501,0027-8424 (Print) 0027-8424 (Linking),72,3,1975 Mar,Induction of erythroid differentiation in murine virus infected eythroleukemia cells by highly polar compounds.,1003-6,"Murine-virus-infected erythroleukemia cells cultured in a medium with dimethylsulfoxide or N,N-dimethylformamide are induced to differentiate to erythroid cells. A number of highly polar compounds have a similar effect in inducing erythroid differentiation of the virus-infected cells, as assayed by the appearance of hemoglobin. These compounds are 1-methyl-1-2-piperidone, N,N-dimethylacetamide, N-methylpyrrolidinone, N-methylacetamide, 2-pyrrolidinone, propionamide, pyridine-N-oxide, piperidone, N-methylformamide, acetamide, and triethylene glycol. It has been previously reported that dimethylsulfoxide must be present during DNA synthesis and, possibly, shortly therafter, to induce differentiation. These findings are consistent with the hypothesis that dimethylsulfoxide and related polar compounds act by changing the conformation of DNA or a DNA-protein complex, causing an alteration in transcription that leads to the expression of the program of erythroid differentiation.","['Tanaka, M', 'Levy, J', 'Terada, M', 'Breslow, R', 'Rifkind, R A', 'Marks, P A']","['Tanaka M', 'Levy J', 'Terada M', 'Breslow R', 'Rifkind RA', 'Marks PA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Acetamides)', '0 (Ethylene Glycols)', '0 (Formamides)', '0 (Piperidones)', '0 (Propionates)', '0 (Pyridines)', '0 (Pyrrolidinones)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Acetamides/pharmacology', 'Animals', 'Cell Differentiation/drug effects', 'Cell Line', 'Dimethyl Sulfoxide/pharmacology', 'Ethylene Glycols/pharmacology', 'Formamides/pharmacology', '*Gammaretrovirus', '*Leukemia, Erythroblastic, Acute', 'Mice', 'Piperidones/pharmacology', 'Propionates/pharmacology', 'Pyridines/pharmacology', 'Pyrrolidinones/pharmacology']",1975/03/01 00:00,1975/03/01 00:01,['1975/03/01 00:00'],"['1975/03/01 00:00 [pubmed]', '1975/03/01 00:01 [medline]', '1975/03/01 00:00 [entrez]']",['10.1073/pnas.72.3.1003 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1975 Mar;72(3):1003-6. doi: 10.1073/pnas.72.3.1003.,,,PMC432452,,,,,,,
165331,NLM,MEDLINE,19750714,20071115,0023-6837 (Print) 0023-6837 (Linking),32,4,1975 Apr,Replication of Herpesvirus saimiri in cultured lymphocytes of infected owl monkeys (Aotus trivirgatus). An electron microscopic and immunofluorescent study.,492-502,"The lymphocytes of five owl monkeys infected with Herpesvirus saimiri (HVS) and three control monkeys were studied. Lymphocytes were separated on Ficoll-Hypaque gradients, incubated in suspension cultures, and prepared for electron microscopic and immunofluorescent study at 24, 48, and 72 hours after the beginning of culture (AC). Buffy coats of whole blood immediately after bleeding were also prepared for study. At the time of the study, four of the five infected monkeys had died of malignant lymphoma and lymphocytic leukemia. HVS virions were demonstrated by electron microscopy and HVS antigens by immunofluorescence in 1 to 20 per cent of the lmyphocytes from infected monkeys in two of five cultures at 24 hours AC, four of five at 48 hours AC, and all five at 72 hours AC. There was quite good agreement between the electron microscopic and the immunofluorescent data. None of the control monkey cultures and none of the buffy coat preparations contained HVS virions or antigens. By electron microscopy the great majority of the virus particles were nucleocapsids within the nuclei of lymphocytes. Very seldom were enveloped virions observed. There was some evidence to suggest that the higher the percentage of lymphocytes containing HVS the poorer the prognosis for the monkey. HVS was isolated from all five infected monkeys by cocultivation of lymphocytes with Vero cells. Control lymphocyte cocultivations were negative.","['Giddens, W E Jr']",['Giddens WE Jr'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Lab Invest,Laboratory investigation; a journal of technical methods and pathology,0376617,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral', 'Cell Nucleus/ultrastructure', 'Cell Transformation, Neoplastic', 'Cells, Cultured', 'Female', 'Fluorescent Antibody Technique', 'Haplorhini', 'Herpesviridae/*growth & development', 'Herpesvirus 2, Saimiriine/*growth & development/immunology/ultrastructure', 'Leukemia, Experimental/microbiology', 'Leukemia, Lymphoid/immunology/*microbiology', 'Lymphocytes/*microbiology/ultrastructure', 'Lymphoma/immunology/*microbiology', 'Male', 'Microscopy, Electron', 'Virus Replication']",1975/04/01 00:00,2001/03/28 10:01,['1975/04/01 00:00'],"['1975/04/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1975/04/01 00:00 [entrez]']",,ppublish,Lab Invest. 1975 Apr;32(4):492-502.,,,,,,,,,,
165315,NLM,MEDLINE,19750808,20190509,0027-8874 (Print) 0027-8874 (Linking),54,5,1975 May,Oncogenic transformation of murine lymphoid cells by in vitro infection with Abelson leukemia virus.,1249-53,"Spleen cell cultures stimulated to DNA synthesis by antigen or mitogen were infected with Abelson virus, a C-type RNA virus inducing nonthymic lymphomas in mice. After 3 days the cells were transferred to mice and caused 100 percent incidence of lymphomas in as few as 29 days. That a number of the tumors were of donor origin, as shown by female karyotypes in recipient male mice, indicated that cells infected by virus in vitro were transformed. The process depended upon both virus and stimulation of lymphocytes in culture. Lymphoid tumors did not develop in mice receiving cells from virus-infected cultures not exposed to antigen or mitogen.","['Raschke, W C', 'Ralph, P', 'Watson, J', 'Sklar, M', 'Coon, H']","['Raschke WC', 'Ralph P', 'Watson J', 'Sklar M', 'Coon H']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Mitogens)', '9007-49-2 (DNA)']",IM,"['Animals', '*Cell Transformation, Neoplastic', 'Cells, Cultured', 'DNA/biosynthesis', 'Erythrocytes/immunology', 'In Vitro Techniques', 'Karyotyping', '*Leukemia Virus, Murine', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mitogens/pharmacology', 'Rabbits/immunology', '*Spleen/cytology/metabolism', 'Virus Replication']",1975/05/01 00:00,1975/05/01 00:01,['1975/05/01 00:00'],"['1975/05/01 00:00 [pubmed]', '1975/05/01 00:01 [medline]', '1975/05/01 00:00 [entrez]']",['10.1093/jnci/54.5.1249 [doi]'],ppublish,J Natl Cancer Inst. 1975 May;54(5):1249-53. doi: 10.1093/jnci/54.5.1249.,,,,,,,,,,
165311,NLM,MEDLINE,19750808,20190509,0027-8874 (Print) 0027-8874 (Linking),54,5,1975 May,Inhibition of bovine leukemia virus release.,1199-202,Sera from 3 cows with the adult form of lymphosarcoma inhibited release of leukemia virus from a cell line of fetal lamb spleen infected with bovine leukemia virus (BLV). Sera from 5 to 7 cattle experimentally infected with BLV also suppressed virus release. The inhibition of virus release was reversible. Sera from cattle with the calf form and the thymic form of lymphosarcoma and normal bovine control sera did not repress virus release.,"['Onuma, M', 'Olson, C', 'Baumgartener, L E']","['Onuma M', 'Olson C', 'Baumgartener LE']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antibodies, Viral)', '0 (Antiviral Agents)']",IM,"['Animals', 'Antibodies, Viral/analysis', '*Antiviral Agents', 'Cattle', 'Cattle Diseases/*immunology', 'Cell Line', 'Immunodiffusion', 'Leukemia Virus, Bovine/*immunology', 'Lymphoma, Non-Hodgkin/immunology/*veterinary', 'Retroviridae/*immunology', 'Sheep/microbiology', 'Spleen/microbiology', 'Tumor Virus Infections/immunology']",1975/05/01 00:00,1975/05/01 00:01,['1975/05/01 00:00'],"['1975/05/01 00:00 [pubmed]', '1975/05/01 00:01 [medline]', '1975/05/01 00:00 [entrez]']",['10.1093/jnci/54.5.1199 [doi]'],ppublish,J Natl Cancer Inst. 1975 May;54(5):1199-202. doi: 10.1093/jnci/54.5.1199.,,,,,,,,,,
165256,NLM,MEDLINE,19750718,20181113,0022-1007 (Print) 0022-1007 (Linking),141,4,1975 Apr 1,Correlation of early murine leukemia virus titer and H-2 type with spontaneous leukemia in mice of the BALB/c times AKR cross: a genetic analysis.,882-9,"Tissue extracts from 6-wk old mice of the AKR strain (H-K) show high levels of infectious murine leukemia virus, and these mice show a near 100% incidence of spontaneous leukemia. In F1 mice of the cross, BALB/c times AKR (H-2K/H-2K), both the occurrence of virus and the incidence of spontaneous leukemia are suppressed to very low values, due largely to the presence of the FV-1b allele inherited from the BALB/c parent. Mice of the (BALB/c times AKR) F-1 times AKR backcross generation were observed for possible correlations between virus expressions at 6 wk of age, H-2 type and leukemia incidence. H-2 type showed at most a weak influence on the occurrence of infectious virus, but there was a very strong correlation between the level of virus expression and the occurrence of leukemia and a strong correlation between H-2 type and leukemia. In addition, there was a highly significant nonrandom distribution of virus-negative mice among the backcross litters, suggesting a maternal effect on virus expression.","['Lilly, F', 'Duran-Reynals, M L', 'Rowe, W P']","['Lilly F', 'Duran-Reynals ML', 'Rowe WP']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,,IM,"['Animals', 'Crosses, Genetic', '*Genes, Dominant', 'Genetics, Microbial', 'Leukemia Virus, Murine/*pathogenicity', 'Leukemia, Experimental/*genetics', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred BALB C', 'Sex Factors', 'Species Specificity', 'Virulence']",1975/04/01 00:00,1975/04/01 00:01,['1975/04/01 00:00'],"['1975/04/01 00:00 [pubmed]', '1975/04/01 00:01 [medline]', '1975/04/01 00:00 [entrez]']",,ppublish,J Exp Med. 1975 Apr 1;141(4):882-9.,,,PMC2189752,,,,,,,
165253,NLM,MEDLINE,19750724,20210217,0022-2275 (Print) 0022-2275 (Linking),16,3,1975 May,Lipid composition of plasma membranes from human leukemic lymphocytes.,195-9,"The specific activity of adenosine 5'-monophosphatase and the concentrations of cholesterol, glucosylceramide, lactosylceramide, and phospholipids were compared in the whole homogenates and in plasma membrane fractions in four preparations of human leukemic lymphocytes taken over a 1-yr period from a patient with chronic lymphocytic leukemia. There was a 69.5-fold enrichment of the specific activity of adenosine 5'-monophosphatase in plasma membrane fractions. This enzyme appeared to be the best plasma membrane marker of all compounds studied. The increase in lactosylceramide concentration in the plasma membranes was 34.4-fold. It was significantly higher than that of glucosylceramide. The enrichment of glucosylceramide in the plasma membranes was similar to that of cholesterol and total phospholipids. The pattern of individual phospholipids in the plasma membrane fraction, as compared with the whole homogenate, was characterized by a decrease in phosphatidylcholine and an increase in sphingomyelin.","['Hildebrand, J', 'Marique, D', 'Vanhouche, J']","['Hildebrand J', 'Marique D', 'Vanhouche J']",['eng'],['Journal Article'],United States,J Lipid Res,Journal of lipid research,0376606,"['0 (Glycolipids)', '0 (Lipids)', '0 (Phospholipids)', '415SHH325A (Adenosine Monophosphate)', '97C5T2UQ7J (Cholesterol)', 'EC 3.1.3.2 (Phosphoric Monoester Hydrolases)']",IM,"['Adenosine Monophosphate', 'Cell Membrane/*analysis/enzymology/ultrastructure', 'Cholesterol/analysis', 'Glycolipids/analysis', 'Humans', 'Leukemia, Lymphoid/*analysis/enzymology', 'Lipids/*analysis', 'Lymphocytes/*analysis/enzymology/ultrastructure', 'Microscopy, Electron', 'Phospholipids/analysis', 'Phosphoric Monoester Hydrolases/analysis', 'Subcellular Fractions/analysis']",1975/05/01 00:00,1975/05/01 00:01,['1975/05/01 00:00'],"['1975/05/01 00:00 [pubmed]', '1975/05/01 00:01 [medline]', '1975/05/01 00:00 [entrez]']",['S0022-2275(20)36726-2 [pii]'],ppublish,J Lipid Res. 1975 May;16(3):195-9.,,,,,,,,,,
165156,NLM,MEDLINE,19750718,20190708,0020-7136 (Print) 0020-7136 (Linking),15,2,1975 Feb 15,Classification and biological nature of established human hematopoietic cell lines.,321-41,"Over 200 established human hematopoietic cell lines of normal and malignant origin have been investigated by morphological and functional parameters. Employing morphology as the overriding parameter four types of lines were identified. (1) Lymphoblastoid cell lines, derived from normal and neoplastic hematopoietic tissue, were characterized by the wide morphologic flexibility of individual lymphoblastoid cells, constant association with Epstein-Barr virus (EBV), polyclonal derivation, differentiation for immunoglobulin production (secretion) and their diploids. (2) Lymphoma cell lines. This type of line was established at a high frequency from Burkitt's lymphoma and rarely from other types of lymphoma, but never from patients without malignancy or with non-lymphoma malignancies. Important characteristics were morphologic stereotypia within each line, monoclonal derivation, common but not obligatory association with EBV, variability in the expression of Ig synthesis (no production, or membrane bound Ig, or secretion) and aneuploidy. (3) Myeloma cell lines could only rarely be obtained from patients with myeloma. The basis for classification of these lines is their production of Ig identical to the myeloma protein in vitro. Other important distinguishing features were: plasma cell morphology, absence of EBV and aneuploidy. (4) The leukemia cell line (MOLT 4) was the only line with T-cell characteristics and was easily distinguished from the other types. Important characteristics were a typical surface ultrastructure, absence of EBV and absence of immunoglobulin production, Individual lymphoblastoid lines were in principle identical whereas each line of the other three types had its own characteristic profile. The phenotypic characteristics of the lymphoblastoid lines were very stable during prolonged serial cultivation. Only in a few cases were secondary chromosomal, functional or morphologic alterations noted. We conclude that EBV-carrying lymphoblastoid lines can be obtained from non-neoplastic precursor cells from healthy as well as from diseased individuals. Lymphoma, myeloma and leukemia lines are only obtained from the respective neoplastic tissue but generally at a low frequency. With the exception of Burkitt's lymphoma, malignant hematopoietic tissue and leukemia frequently give rise to established cell lines in vitro of the lymphoblastoid type rather than lines derived from the neoplastic cells;","['Nilsson, K', 'Ponten, J']","['Nilsson K', 'Ponten J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antigens, Viral)', '0 (Culture Media)', '0 (Immunoglobulins)']",IM,"['Antigens, Viral', 'Burkitt Lymphoma', '*Cell Line', 'Chromosomes', 'Culture Media', 'Cytotoxicity Tests, Immunologic', '*Hematopoietic Stem Cells', 'Herpesvirus 4, Human/immunology', 'Histocompatibility Testing', 'Humans', 'Immunoglobulins/analysis', 'In Vitro Techniques', 'Leukemia', 'Lymphocytes/immunology', 'Lymphoma', 'Microscopy, Electron, Scanning', 'Multiple Myeloma/immunology', 'Radioimmunoassay', 'T-Lymphocytes/immunology']",1975/02/15 00:00,1975/02/15 00:01,['1975/02/15 00:00'],"['1975/02/15 00:00 [pubmed]', '1975/02/15 00:01 [medline]', '1975/02/15 00:00 [entrez]']",['10.1002/ijc.2910150217 [doi]'],ppublish,Int J Cancer. 1975 Feb 15;15(2):321-41. doi: 10.1002/ijc.2910150217.,53,,,,,,,,,
165152,NLM,MEDLINE,19750718,20190708,0020-7136 (Print) 0020-7136 (Linking),15,2,1975 Feb 15,Transformation of horse skin cells by type-C sarcoma viruses.,171-9,"A horse skin cell line (E. Derm, NBL-6, CCL-57) was susceptible to focus formation by the Kirsten mouse sarcoma virus, feline sarcoma virus (ST stain) and the MSV pseudotypes with woolly monkey, gibbon monkey, RD-114, AT-124, baboon placenta and murine xenotropic (BALB/c 3T3 and C57L/JD) type-C viruses. Foci were detected within 5 days after infection and the transformed cells continued to produce infectious virus and group-specific antigen of their respective type-C leukemia viruses. The transformation efficiency of various type-C sarcoma viruses in horse cells was also very high.","['Rhim, J S', 'Ro, H S', 'Kim, E B', 'Gilden, R V', 'Huebner, R J']","['Rhim JS', 'Ro HS', 'Kim EB', 'Gilden RV', 'Huebner RJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', '0 (Culture Media)', '0 (Immune Sera)']",IM,"['Animals', 'Antibodies, Neoplasm', 'Antigens, Neoplasm', 'Cell Line', '*Cell Transformation, Neoplastic', 'Complement Fixation Tests', 'Culture Media', 'Dogs', 'Gammaretrovirus/*immunology', 'Haplorhini', 'Horses', 'Immune Sera', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Moloney murine leukemia virus/immunology', 'Papio', 'Retroviridae/*immunology', 'Sarcoma, Experimental/*immunology', 'Skin/cytology', 'Virus Replication']",1975/02/15 00:00,1975/02/15 00:01,['1975/02/15 00:00'],"['1975/02/15 00:00 [pubmed]', '1975/02/15 00:01 [medline]', '1975/02/15 00:00 [entrez]']",['10.1002/ijc.2910150202 [doi]'],ppublish,Int J Cancer. 1975 Feb 15;15(2):171-9. doi: 10.1002/ijc.2910150202.,,,,,,,,,,
165148,NLM,MEDLINE,19750724,20190708,0020-7136 (Print) 0020-7136 (Linking),15,1,1975 Jan 15,Non-producer human cells induced by murine sarcoma virus.,23-9,"Non-produces (NP) human cells were isolated from transformed foci induced by the Kirsten mouse sarcoma virus. These morphologically altered NP cells produced neither infectious virus nor complement-fixing antigens of the murine sarcoma-leukemia virus complex. However, the sarcoma virus genome could be rescued from these NF cells by co-cultivation with cells carrying ""helper"" Kirsten mouse leukemia virus or Woolly Monkey leukemia virus. The possible usefulness of these cells in efforts designed to detect covert or repressed RNA tumor viruses in various animal and human tissues is discussed.","['Rhim, J S', 'Cho, H Y', 'Huebner, R J']","['Rhim JS', 'Cho HY', 'Huebner RJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Culture Media)', '0 (Immune Sera)']",IM,"['Animals', 'Cell Line', '*Cell Transformation, Neoplastic', 'Clone Cells', 'Complement Fixation Tests', 'Culture Media', 'Gammaretrovirus/*immunology', 'Humans', 'Immune Sera', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Osteosarcoma/*immunology', 'Rats/immunology', 'Sarcoma, Experimental', 'Virus Replication']",1975/01/15 00:00,1975/01/15 00:01,['1975/01/15 00:00'],"['1975/01/15 00:00 [pubmed]', '1975/01/15 00:01 [medline]', '1975/01/15 00:00 [entrez]']",['10.1002/ijc.2910150104 [doi]'],ppublish,Int J Cancer. 1975 Jan 15;15(1):23-9. doi: 10.1002/ijc.2910150104.,,,,,,,,,,
164791,NLM,MEDLINE,19750620,20190627,0003-2697 (Print) 0003-2697 (Linking),63,2,1975 Feb,A continuous-flow system for the growth of RNA tumor viruses.,491-500,,"['Manly, K F']",['Manly KF'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Anal Biochem,Analytical biochemistry,0370535,"['0 (Culture Media)', '0 (Viral Proteins)']",IM,"['Culture Media', 'Electrophoresis, Polyacrylamide Gel', 'Leukemia Virus, Murine/growth & development', 'Mathematics', 'Methods', 'Moloney murine leukemia virus/growth & development', 'RNA Viruses/analysis/*growth & development', 'Time Factors', 'Viral Proteins/analysis', 'Virus Replication']",1975/02/01 00:00,1975/02/01 00:01,['1975/02/01 00:00'],"['1975/02/01 00:00 [pubmed]', '1975/02/01 00:01 [medline]', '1975/02/01 00:00 [entrez]']","['0003-2697(75)90373-5 [pii]', '10.1016/0003-2697(75)90373-5 [doi]']",ppublish,Anal Biochem. 1975 Feb;63(2):491-500. doi: 10.1016/0003-2697(75)90373-5.,,,,,,,,,,
164765,NLM,MEDLINE,19750620,20061115,0002-9106 (Print) 0002-9106 (Linking),142,1,1975 Jan,Passage of red blood cells through the sinusoidal wall of the spleen.,91-105,"The migration of blood cells across the wall of splenic sinusoids has been studied by means of serial sections in rats inoculated with murine erythroblastosis virus (MEV). The sinusoidal walls of the normal spleen have no permanent openings. In the normal spleen, mature red blood cells and blood cells in the latest stages of maturation can be seen in diapedesis. The predominant form of transmural migration is intercellular. In MEV-inoculated animals, in which there is a vigorous erythroblastic proliferation, large numbers of erythroblasts are in transmural passage. Serial sections show that these cells migrate through the cytoplasm of the endothelial lining cells. On the basis of these observations, it is suggested that the transcellular mode of migration may be related to the delivery of newly formed red blood cells into the circulation while the intercellular mode may be part of the mechanism by which the spleen controls the removal of red cells from the circulation.","['Cho, Y', 'De Bruyn, P P']","['Cho Y', 'De Bruyn PP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Anat,The American journal of anatomy,0376312,,IM,"['Animals', 'Cell Movement', 'Cytoplasm/ultrastructure', 'Endothelium/ultrastructure', 'Erythrocytes/*physiology', 'Erythropoiesis', 'Intercellular Junctions/ultrastructure', 'Leukemia Virus, Murine', 'Leukemia, Experimental/pathology/physiopathology', 'Microscopy, Electron', 'Rats', 'Rats, Inbred WF', 'Spleen/*blood supply/ultrastructure']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1002/aja.1001420107 [doi]'],ppublish,Am J Anat. 1975 Jan;142(1):91-105. doi: 10.1002/aja.1001420107.,,,,,,,,,,
164738,NLM,MEDLINE,19750620,20161109,0507-4088 (Print) 0507-4088 (Linking),,1,1975 Jan-Feb,[Synthesis of group-specific antigen of murine oncornaviruses in chronically infected cells].,94-6,,"[""Al'tshtein, A D"", 'Argirova, R M', 'Gerasina, S F', 'Karelin, V P', 'Zhdanov, V M']","[""Al'tshtein AD"", 'Argirova RM', 'Gerasina SF', 'Karelin VP', 'Zhdanov VM']",['rus'],['Journal Article'],Russia (Federation),Vopr Virusol,Voprosy virusologii,0417337,"['0 (Antigens, Viral)', '1CC1JFE158 (Dactinomycin)', '98600C0908 (Cycloheximide)']",IM,"['Animals', 'Antigens, Viral/*analysis', 'Cell Line', 'Cycloheximide/pharmacology', 'Dactinomycin/pharmacology', 'Leukemia Virus, Murine/drug effects/*growth & development/immunology', 'Mice', 'Mice, Inbred Strains/embryology', 'Moloney murine leukemia virus/drug effects/growth & development/immunology', 'Rauscher Virus/drug effects/growth & development/immunology', 'Time Factors', '*Virus Replication']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,Vopr Virusol. 1975 Jan-Feb;(1):94-6.,,Izuchenie sinteza gruppospetsificheskogo antigena onkornavirusov myshei v khronicheski infitsirovannykh kletkakh,,,,,,,,
