PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CIN,TT,RF,GR,PMC,EIN,SI,CON,RIN,MID,OID,OAB,OABL,OTO,OT,GN,EFR
8596958,NLM,MEDLINE,19960417,20190816,0036-8075 (Print) 0036-8075 (Linking),271,5257,1996 Mar 29,An RNA polymerase II elongation factor encoded by the human ELL gene.,1873-6,"The human ELL gene on chromosome 19 undergoes frequent translocations with the trithorax-like MLL gene on chromosome 11 in acute myeloid leukemias. Here, ELL was shown to encode a previously uncharacterized elongation factor that can increase the catalytic rate of RNA polymerase II transcription by suppressing transient pausing by polymerase at multiple sites along the DNA. Functionally, ELL resembles Elongin (SIII), a transcription elongation factor regulated by the product of the von Hippel-Lindau (VHL) tumor suppressor gene. The discovery of a second elongation factor implicated in oncogenesis provides further support for a close connection between the regulation of transcription elongation and cell growth.","['Shilatifard, A', 'Lane, W S', 'Jackson, K W', 'Conaway, R C', 'Conaway, J W']","['Shilatifard A', 'Lane WS', 'Jackson KW', 'Conaway RC', 'Conaway JW']","['Program in Molecular and Cell Biology, Oklahoma Medical Research Foundation, Oklahoma City, 73104, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,"['0 (DNA-Binding Proteins)', '0 (ELL protein, human)', '0 (Elongin)', '0 (KMT2A protein, human)', '0 (Neoplasm Proteins)', '0 (Peptide Elongation Factors)', '0 (RNA, Messenger)', '0 (Recombinant Proteins)', '0 (Transcription Factors)', '0 (Transcriptional Elongation Factors)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)', 'EC 2.7.7.- (RNA Polymerase II)']",IM,"['Amino Acid Sequence', 'Animals', 'Cloning, Molecular', 'DNA-Binding Proteins/chemistry/*genetics/metabolism', 'Elongin', 'Genes, Tumor Suppressor', 'Histone-Lysine N-Methyltransferase', 'Humans', 'Leukemia/genetics', 'Molecular Sequence Data', 'Myeloid-Lymphoid Leukemia Protein', '*Neoplasm Proteins', '*Peptide Elongation Factors', '*Proto-Oncogenes', 'RNA Polymerase II/*metabolism', 'RNA, Messenger/genetics/metabolism', 'Rats', 'Recombinant Proteins/metabolism', 'Transcription Factors/chemistry/*genetics/metabolism', 'Transcription, Genetic', 'Transcriptional Elongation Factors', 'Translocation, Genetic', 'von Hippel-Lindau Disease/genetics']",1996/03/29 00:00,1996/03/29 00:01,['1996/03/29 00:00'],"['1996/03/29 00:00 [pubmed]', '1996/03/29 00:01 [medline]', '1996/03/29 00:00 [entrez]']",['10.1126/science.271.5257.1873 [doi]'],ppublish,Science. 1996 Mar 29;271(5257):1873-6. doi: 10.1126/science.271.5257.1873.,,,,['GM41628/GM/NIGMS NIH HHS/United States'],,,,,,,,,,,,,
8596933,NLM,MEDLINE,19960417,20190618,0036-8075 (Print) 0036-8075 (Linking),271,5256,1996 Mar 22,Induction of protective CTL responses in newborn mice by a murine retrovirus.,1726-8,"The susceptibility of neonates to virus-induced disease is thought to reflect, in part, the immaturity of their immune systems. However, inoculation of newborn mice with low doses of Cas-Br-M murine leukemia virus induced a protective cytotoxic T lymphocyte (CTL) response. The inability of neonates to develop a CTL response to high doses of virus was not the result of immunological immaturity but correlated with the induction of a nonprotective type 2 cytokine response. Thus, the initial viral dose is critical in the development of protective immunity in newborns.","['Sarzotti, M', 'Robbins, D S', 'Hoffman, P M']","['Sarzotti M', 'Robbins DS', 'Hoffman PM']","['Rsearch Service, Veterans Affairs Medical Center, Baltimore, MD 21201, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,"['207137-56-2 (Interleukin-4)', '82115-62-6 (Interferon-gamma)']",IM,"['Animals', 'Animals, Newborn/*immunology', 'Cells, Cultured', 'Cytotoxicity, Immunologic', 'Dose-Response Relationship, Immunologic', 'Immunotherapy, Adoptive', 'Interferon-gamma/biosynthesis', 'Interleukin-4/biosynthesis', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Retroviridae Infections/*immunology', 'T-Lymphocytes, Cytotoxic/*immunology', 'Tumor Virus Infections/*immunology']",1996/03/22 00:00,1996/03/22 00:01,['1996/03/22 00:00'],"['1996/03/22 00:00 [pubmed]', '1996/03/22 00:01 [medline]', '1996/03/22 00:00 [entrez]']",['10.1126/science.271.5256.1726 [doi]'],ppublish,Science. 1996 Mar 22;271(5256):1726-8. doi: 10.1126/science.271.5256.1726.,"['Science. 1996 Mar 22;271(5256):1665-7. PMID: 8596923', 'Science. 1996 Jun 7;272(5267):1405-8. PMID: 8633222', 'Science. 1996 Jun 7;272(5267):1408. PMID: 8633223', 'Science. 1996 Aug 9;273(5276):722-3. PMID: 8701318']",,,,,,,,,,,,,,,,
8596895,NLM,MEDLINE,19960417,20061115,0035-2640 (Print) 0035-2640 (Linking),46,1,1996 Jan 1,[Graft of hematopoietic stem cells in the treatment of acute leukemia].,69-75,"Formerly an exceptional treatment, transplantation of haematopoietic stem cells from an HLA (major histocompatibility complex) identical sibling donor is now an effective treatment of acute leukaemia, with well established indications. It still entails the drawback of severe toxicity, but progress has been made in the last 15 years, particularly with regard to improved prevention and treatment of host-versus-graft disease and severe cytomegalovirus infection. Given the improvement in registries of volunteer donors and the reliability of HLA typing using molecular biology, in some cases transplantation can be made using unrelated donors. Autologous transplantation of haematopoietic stem cells entails less toxicity. On the other hand, the autologous transplanted patient does not benefit from the ""graft versus leukaemia"" reaction observed after an allogeneic graft, and relapses are thus much more common than after allografting. The indications of autologous transplantation are still debated and are the subject of numerous prospective studies.","['Vernant, J P']",['Vernant JP'],"['Unite de greffe de moelle, Hopital Henri-Mondor, Creteil.']",['fre'],"['English Abstract', 'Journal Article', 'Review']",France,Rev Prat,La Revue du praticien,0404334,,,"['Acute Disease', 'Adult', 'Child', 'Hematopoietic Stem Cell Transplantation/*methods', 'Humans', 'Leukemia/*surgery', 'Middle Aged', 'Transplantation, Autologous', 'Transplantation, Homologous']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Rev Prat. 1996 Jan 1;46(1):69-75.,,Greffe de cellules souches hematopoietiques dans le traitement des leucemies aigues.,20,,,,,,,,,,,,,,
8596894,NLM,MEDLINE,19960417,20061115,0035-2640 (Print) 0035-2640 (Linking),46,1,1996 Jan 1,[Treatment of acute myeloid leukemia in adults].,62-8,"The treatment of acute myeloid leukaemia in adults is based on chemotherapy which is divided in two phases: induction (to achieve a complete remission) and post-induction treatment (to maintain the complete remission). Induction chemotherapy usually combines cytosine arabinoside and one anthracycline. The complete remission rate which varies from 50 to 90% is mainly influenced by the age of patients, the presence of certain cytogenetic abnormalities or the presence of a preleukaemic phase. The efficacy of post-induction treatments remains controversial. Maintenance treatment (with low-dose chemotherapy) has probably a marginal efficacy. More intensive (as intensive as induction chemotherapy) chemotherapies seems capable to prolong survival but can only be applied to the youngest patients. The rate of 5-years survivors is about 30-45% and influenced by a very low numbers of factors. The treatment of relapses is very difficult and seems to prolong survival only when the duration of the first remission has been longer than 18 months. In other cases, it can be justified to restrict the treatment to transfusions and oral chemotherapy.","['Reiffers, J', 'Lacombe, F', 'Puntous, M']","['Reiffers J', 'Lacombe F', 'Puntous M']","[""Service d'hematologie, Centre hospitalier universitaire de Bordeaux, Hopital du Haut-Leveque, Pessac.""]",['fre'],"['English Abstract', 'Journal Article', 'Review']",France,Rev Prat,La Revue du praticien,0404334,,,"['Acute Disease', 'Adult', 'Age Factors', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Middle Aged', 'Prognosis', 'Recurrence', 'Remission Induction']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Rev Prat. 1996 Jan 1;46(1):62-8.,,Traitement des leucemies aigues myeloides de l'adulte.,9,,,,,,,,,,,,,,
8596892,NLM,MEDLINE,19960417,20071115,0035-2640 (Print) 0035-2640 (Linking),46,1,1996 Jan 1,[Treatment of acute lymphoid leukemia in adults].,55-61,"Treatment of adult acute lymphoblastic leukemia (ALL) consists of two parts: induction of complete remission (CR) using a triple chemotherapy with prednisone, vincristine and one anthracycline associated in the majority of protocols with either asparaginase or cyclophosphamide or cytosine arabinoside. A CR rate of 75% can be obtained. The second part is the treatment during remission with 3 phases: early intensification or consolidation by chemotherapy, prevention of leukemia in the central nervous system and maintenance. Alternative strategies are allogeneic or autologous transplantation after myeloablative therapy. Overall long term survival is between 25 and 40%, for less than in children. Future direction of treatment are: better definition of heterogeneous forms of the disease with standard or high risk of relapse allowing adjustment of the treatment. Karyotype analysis, and molecular biology are mandatory to define high risk ALL such as Ph1 + ALL and also to know the level of residual disease during remission. For treatment strategy efficacy of transplantation must be improved (less toxicity for allogeneic BMT, less relapse for autologous BMT and more efficient chemotherapy regimen).","['Fiere, D', 'Danaila, C']","['Fiere D', 'Danaila C']","[""Service d'hematologie, Hopital Edouard-Herriot, Lyon.""]",['fre'],"['English Abstract', 'Journal Article', 'Review']",France,Rev Prat,La Revue du praticien,0404334,,,"['Adult', 'Age Factors', 'Humans', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Prognosis', 'Recurrence', 'Remission Induction']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Rev Prat. 1996 Jan 1;46(1):55-61.,,Traitement des leucemies aigues lymphoides de l'adulte.,30,,,,,,,,,,,,,,
8596891,NLM,MEDLINE,19960417,20191210,0035-2640 (Print) 0035-2640 (Linking),46,1,1996 Jan 1,[Treatment of acute lymphoid leukemia in children].,48-54,"Nowadays 95% of children with acute lymphoblastic leukemia (ALL) achieved complete remission within four to six weeks and 70% are completely cured. An important principle is that treatment should vary to prognosis and intensification of prognostic factors is of paramount importance. Leukemic patients with a good prognosis should be spared of toxic treatment. In contrast, intensive treatment should be the rule for patients with reduced probability of long term survival. In most of the protocols, induction is followed by consolidation and intensification. Duration of maintenance treatment is 18 to 24 months. Central nervous system prophylaxis associates intrathecal treatment and high dose methotrexate whereas skull irradiation must be limited to children who have high risk of meningeal relapse. Marrow relapses remain a very difficult problem. With a new induction treatment, a second remission can be achieved in 75 to 90% of patients. Bone marrow transplantation is the treatment of choice for relapses occurring on treatment. For CNS relapses skull irradiation is mandatory with a new intensive treatment in order to avoid bone marrow relapse. During treatment peculiar attention must be payed to the occurrence of bacterial infection. These infections are related to white blood cell aplasia, antibiotics must be started immediately and in some cases the use of growth factors is discussed. Immune deficiency during maintenance treatment increases the risk of viral infections. Most of the surviving children have a good quality of life without major impairment of physical, intellectual or psychological functions.","['Schaison, G', 'Baruchel, A', 'Leblanc, T']","['Schaison G', 'Baruchel A', 'Leblanc T']","[""Service d'hematologie pediatrique, Hopital Saint-Louis, Paris.""]",['fre'],"['Journal Article', 'Review']",France,Rev Prat,La Revue du praticien,0404334,,,"['Adolescent', 'Age Factors', 'Child', 'Humans', 'Infant', 'Infections/complications', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/complications/*therapy', 'Prognosis', 'Recurrence']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Rev Prat. 1996 Jan 1;46(1):48-54.,,Traitement des leucemies aigues lymphoides de l'enfant.,28,,,,,,,,,,,,,,
8596890,NLM,MEDLINE,19960417,20061115,0035-2640 (Print) 0035-2640 (Linking),46,1,1996 Jan 1,[Utility of molecular biology in the diagnosis of acute leukemia and evaluation of the residual disease].,42-7,"In acute leukemias evaluating the prognostic factors is one of the main difficulties. At the time of diagnosis, molecular biology highlights the fusion transcripts, the molecular equivalence of certain translocations which are recognised as independent prognostic factors. During the follow-up, the main advantage is in the evaluation of the residual leukemic disease, using in vitro amplification, which is well beyond the limits of detection using traditional technology. Two principal uses are developing: detection of leukemic markers represented by fusion genes and in acute lymphoid leukemias, detection of cloning markers.","['Gabert, J']",['Gabert J'],"[""Laboratoire d'hematologie, Institut Paoli-Calmettes, Marseille.""]",['fre'],"['English Abstract', 'Journal Article']",France,Rev Prat,La Revue du praticien,0404334,,,"['Acute Disease', 'Blotting, Southern', 'Humans', 'Leukemia/*genetics', 'Molecular Biology', 'Neoplasm, Residual', 'Polymerase Chain Reaction', 'Prognosis']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Rev Prat. 1996 Jan 1;46(1):42-7.,,Utilite de la biologie moleculaire dans le diagnostic des leucemies aigues et l'evaluation de la maladie residuelle.,,,,,,,,,,,,,,,
8596889,NLM,MEDLINE,19960417,20071115,0035-2640 (Print) 0035-2640 (Linking),46,1,1996 Jan 1,[Cytogenetics of recurrent acute leukemia].,37-41,"Cytogenetic study reveals non random chromosomal abnormalities in 50-80% of patients with acute leukemia. These changes are correlated with morphological [t(15;17) closely connected with FAB M3] and (or) immunological findings [t(1;19) with pre-B/early pre-B ALL]. Karyotype in ALL is an independent prognostic factor. Patients with ALL and hyperdiploidy > 50 chromosomes fared the best as well as patients with AML and inv(16). Conversely the Philadelphia chromosome or t(4;11) in ALL, del5q or trisomy 8 in AML have shown an adverse predictive value. Cytogenetic study is a useful tool to detect relapse and residual disease. Cytogenetic abnormalities have also provided focus for molecular studies of leukemogenesis.","['Charrin, C', 'Mugneret, F']","['Charrin C', 'Mugneret F']","[""I. Laboratoire d'hematologie et de cytogenetique, Hopital Edouard-Herriot, Lyon.""]",['fre'],"['English Abstract', 'Journal Article', 'Review']",France,Rev Prat,La Revue du praticien,0404334,,,"['Acute Disease', 'Cytogenetics', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', 'Recurrence']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Rev Prat. 1996 Jan 1;46(1):37-41.,,Cytogenetique des leucemies aigues de novo.,17,,,,,,,,,,,,,,
8596888,NLM,MEDLINE,19960417,20071115,0035-2640 (Print) 0035-2640 (Linking),46,1,1996 Jan 1,[Contribution of immunotyping in the diagnosis and in the prognosis of acute leukemia].,30-6,"Characterisation of acute leukaemia has greatly progressed due to the discovery of a large number of molecules using monoclonal antibody techniques. In acute lymphoblastic leukaemia, these techniques not only demonstrate the lymphoid origin of the proliferation but also allow to distinguish between T and B lymphoblasts at various stages of differentiation. This information is useful in establishing prognosis and making therapeutic choices. In acute myeloid leukaemia, immunologic phenotyping confirms the French-American-British (FAB) classification, allowing diagnosis of undifferentiated acute myeloid leukaemia (LAM 0) and can itself constitute a prognostic element.","['Merle-Beral, H', 'Boucheix, C']","['Merle-Beral H', 'Boucheix C']","[""I. Service d'hematologie, Groupe hospitalier Pitie-Salpetriere, Paris.""]",['fre'],"['English Abstract', 'Journal Article', 'Review']",France,Rev Prat,La Revue du praticien,0404334,,,"['Acute Disease', 'B-Lymphocytes/pathology', 'Humans', '*Immunophenotyping', 'Leukemia, Myeloid/classification/*diagnosis/immunology/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*diagnosis/immunology/pathology', 'Prognosis', 'T-Lymphocytes/pathology']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Rev Prat. 1996 Jan 1;46(1):30-6.,,Contribution du typage immunologique au diagnostic et au pronostic des leucemies aigues.,22,,,,,,,,,,,,,,
8596887,NLM,MEDLINE,19960417,20061115,0035-2640 (Print) 0035-2640 (Linking),46,1,1996 Jan 1,[Cytology of acute leukemia].,23-9,"Cytological analysis of peripheral blood and bone marrow films is a quick and simple method for diagnosis of acute leukemia. In association with cytochemistry techniques it allows the rapid identification and subsequent classification of most types of acute myeloid leukemias. Although morphological analysis can suggest the diagnosis of an acute lymphoblastic leukemia, it is necessary to have the corroborating evidence of immunological markers for confirmation. In addition, ultrastructural studies contribute to the identification of rare forms of acute myeloid leukemias (minimally differentiated, megakaryoblastic). Cytological studies have also proven useful for the follow-up activities of confirming complete remission and detecting relapses.","['Imbert, M', 'Jouault, H', 'Tulliez, M']","['Imbert M', 'Jouault H', 'Tulliez M']","[""Service d'hematologie biologique, Hopital Henri-Mondor, Creteil.""]",['fre'],"['English Abstract', 'Journal Article']",France,Rev Prat,La Revue du praticien,0404334,,,"['Acute Disease', 'Humans', 'Leukemia/classification/diagnosis/*pathology']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Rev Prat. 1996 Jan 1;46(1):23-9.,,Cytologie des leucemies aigues.,,,,,,,,,,,,,,,
