PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,SI,TT,PMC,CIN,EIN,OID,LID
3281783,NLM,MEDLINE,19880523,20190813,0009-9260 (Print) 0009-9260 (Linking),39,2,1988 Mar,Fungal liver abscesses in acute leukaemia--a report of two cases.,197-201,"The radiological findings in two cases of hepatic fungal microabscesses (one with concomitant splenic involvement) occurring in children with acute leukaemia are presented, and the previous literature is reviewed. Usually both liver and spleen are involved, though either organ may be affected in isolation. Typical ultrasound features include hepatosplenomegaly with multiple hypoechoic areas throughout the liver and spleen, often with a 'target' configuration. Computed tomography shows these as multiple non-enhancing low attenuation lesions. These findings in a patient with acute leukaemia are strongly suspicious of fungal infection, and percutaneous fine-needle aspiration under ultrasound or computed tomography-guidance is indicated.","['Maxwell, A J', 'Mamtora, H']","['Maxwell AJ', 'Mamtora H']","['Department of Radiology, Royal Manchester Childrens Hospital, Pendlebury.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",England,Clin Radiol,Clinical radiology,1306016,IM,"['Adolescent', 'Alternaria', 'Candidiasis/complications/diagnosis/diagnostic imaging', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*complications', 'Liver Abscess/complications/diagnosis/*diagnostic imaging', 'Male', 'Mycoses/complications/diagnosis/*diagnostic imaging', 'Tomography, X-Ray Computed', 'Ultrasonography']",12,1988/03/01 00:00,1988/03/01 00:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '1988/03/01 00:01 [medline]', '1988/03/01 00:00 [entrez]']","['S0009-9260(88)80025-4 [pii]', '10.1016/s0009-9260(88)80025-4 [doi]']",ppublish,Clin Radiol. 1988 Mar;39(2):197-201. doi: 10.1016/s0009-9260(88)80025-4.,,,,,,,,,
3281750,NLM,MEDLINE,19880518,20061115,0008-5472 (Print) 0008-5472 (Linking),48,9,1988 May 1,Incidence and nature of tumors induced in Sprague-Dawley rats by gamma-irradiation.,2451-3,"In our previous studies carried out on inbred rats of the Sprague-Dawley strain (L. Gross and Y. Dreyfuss, Proc. Natl. Acad. Sci. USA, 76: 5910-5913, 1979), the tumor incidence was increased following irradiation (150 rads, 5 times, at weekly intervals), from 22 to 93% in females and from 5 to 59% in males. Experiments here reported suggest that 2 consecutive total-body gamma-irradiations of 150 rads each are sufficient to induce in rats the development of tumors, some malignant; 18 of 19 females (94.7%) developed tumors at an average age of 11.4 mo, and seven of the 14 males in this group (50%) developed tumors at an average age of 10.4 mo. In the second group, which received 3 consecutive gamma-irradiations, 20 of 23 females (86.9%) and 5 of 13 males (38.4%) developed tumors at average ages of 9.1 and 7.5 mo, respectively. In the third group, among rats which received 4 consecutive gamma-irradiations, 17 of 19 females (89.4%) and 4 of 12 males (33.3%) developed tumors at average ages of 9.4 and 10.5 mo, respectively. The etiology of tumors either developing spontaneously or induced by irradiation in rats remains to be clarified. Our attempts to detect virus particles by electron microscopy in such tumors or lymphomas have not been successful. As a working hypothesis, we are tempted to theorize that tumors or lymphomas developing spontaneously or induced by gamma irradiation in rats are caused by latent viral agents which are integrated into the cell genome and are cell associated, i.e., not separable from the rat tumor cells by conventional methods thus far used.","['Gross, L', 'Dreyfuss, Y', 'Faraggiana, T']","['Gross L', 'Dreyfuss Y', 'Faraggiana T']","['Cancer Research Unit, Veterans Administration Medical Center, Bronx, New York 10468.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Female', 'Gamma Rays', 'Leukemia, Radiation-Induced/etiology', 'Lymphoma/etiology', 'Male', 'Neoplasms, Radiation-Induced/*etiology/pathology', 'Rats', 'Rats, Inbred Strains', 'Sex Factors', 'Whole-Body Irradiation']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",,ppublish,Cancer Res. 1988 May 1;48(9):2451-3.,,,,,,,,,
3281749,NLM,MEDLINE,19880518,20071114,0008-5472 (Print) 0008-5472 (Linking),48,9,1988 May 1,Curative effect of split low dosage total-body irradiation on mice infected with the polycythemia-inducing strain of the Friend virus complex.,2399-403,"Split low dose total-body irradiation (TBI) with 150 cGy was assessed for its efficacy in modifying the disease induced in DBA/2 mice by the polycythemia-inducing strain of the Friend virus complex (FVC-P, composed of a Friend murine leukemia helper virus and a spleen focus-forming virus). All FVC-P injected mice were dead within 40 days; however, infected mice receiving TBI on days 5 and 12 exhibited long-term survival. FVC-P-injected mice receiving TBI treatment on days 5 and 12 had normal leukocyte counts, normal spleen weights, and no detectable spleen focus-forming virus. Although the FVC-P-infected mice had decreased proportions of L3T4+ cells and increased proportions of Lyt-2+ cells, these were returned to normal following TBI treatment. Apparently the time sequence of TBI treatments is important since one treatment with TBI on day 5, or two treatments with TBI on days 12 and 18, was not as efficacious. The inability of in vitro irradiation doses of up to 1000 cGy to inactivate FVC-P which was subsequently injected into murine hosts suggests that the effectiveness of the TBI treatment in vivo is not due to a direct radiation effect on the virus. These results indicate a possible relationship between L3T4+ and Lyt-2+ numbers or their ratio in the curative efficacy of TBI in FVC-P-infected mice.","['Shen, R N', 'Hornback, N B', 'Lu, L', 'Young, P', 'Brahmi, Z', 'Broxmeyer, H E']","['Shen RN', 'Hornback NB', 'Lu L', 'Young P', 'Brahmi Z', 'Broxmeyer HE']","['Department of Radiation Oncology, Indiana University School of Medicine, Indianapolis 46223.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antigens, Differentiation, T-Lymphocyte/analysis', 'Antigens, Ly/analysis', 'Female', 'Friend murine leukemia virus', 'Leukemia, Experimental/immunology/*radiotherapy', 'Mice', 'Mice, Inbred DBA', 'Polycythemia/radiotherapy', 'T-Lymphocytes/classification/immunology', '*Whole-Body Irradiation']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",,ppublish,Cancer Res. 1988 May 1;48(9):2399-403.,"['0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Ly)']","['CA 36464/CA/NCI NIH HHS/United States', 'CA 36740/CA/NCI NIH HHS/United States']",,,,,,,
3281729,NLM,MEDLINE,19880525,20190903,0006-5242 (Print) 0006-5242 (Linking),56,4,1988 Apr,Clinical application of various plant and endogenous lectins to leukemia.,147-52,,"['Gabius, H J', 'Vehmeyer, K', 'Gabius, S', 'Nagel, G A']","['Gabius HJ', 'Vehmeyer K', 'Gabius S', 'Nagel GA']","['Max-Planck-Institut fur experimentelle Medizin, Abteilung Chemie, Gottingen, Federal Republic of Germany.']",['eng'],"['Journal Article', 'Review']",Germany,Blut,Blut,0173401,IM,"['Carbohydrates/pharmacology', 'Cell Separation', 'Glycoconjugates/analysis', 'Humans', '*Lectins', 'Leukemia/*pathology', 'Mannans/pharmacology', 'Rosette Formation', 'Substrate Specificity']",38,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",['10.1007/BF00320744 [doi]'],ppublish,Blut. 1988 Apr;56(4):147-52. doi: 10.1007/BF00320744.,"['0 (Carbohydrates)', '0 (Glycoconjugates)', '0 (Lectins)', '0 (Mannans)']",,,,,,,,
3281725,NLM,MEDLINE,19880517,20210216,0006-4971 (Print) 0006-4971 (Linking),71,4,1988 Apr,High-dose cytosine arabinoside and fractionated total-body irradiation: an improved preparative regimen for bone marrow transplantation of children with acute lymphoblastic leukemia in remission.,888-93,"Twenty children with acute lymphoblastic leukemia in second (18 patients) or third (two patients) complete remission after bone marrow relapse received allogeneic bone marrow transplants from histocompatible sibling donors. The preparative regimen for marrow transplantation consisted of 12 doses of 3,000 mg/m2 cytosine arabinoside twice daily for six days followed by 1,200 cGy total-body irradiation (six doses of 200 cGy twice daily for three days). The preparative regimen was well tolerated, and all patients showed marrow engraftment promptly. Twelve patients are alive in complete remission 12+ to 79+ months posttransplant; eight patients are over 48 months posttransplant. Six patients died 1 to 9 months posttransplant of nonleukemic causes: (two each of graft-v-host disease, interstitial pneumonitis, and infection). Two patients developed recurrent leukemia at 15 and 30 months posttransplant. Both have died at 19 and 36 months posttransplant. Life table analysis reveals an actuarial survival and event-free survival rate of 58% and a marrow relapse rate of 17%. These results suggest that high-dose cytosine arabinoside and fractionated total-body irradiation is a relatively nontoxic and highly effective preparative regimen for allogeneic bone marrow transplantation for acute lymphoblastic leukemia that deserves further evaluation.","['Coccia, P F', 'Strandjord, S E', 'Warkentin, P I', 'Cheung, N K', 'Gordon, E M', 'Novak, L J', 'Shina, D C', 'Herzig, R H']","['Coccia PF', 'Strandjord SE', 'Warkentin PI', 'Cheung NK', 'Gordon EM', 'Novak LJ', 'Shina DC', 'Herzig RH']","['Department of Pediatrics, Case Western Reserve University, Cleveland OH.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Adolescent', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Combined Modality Therapy/adverse effects', 'Cytarabine/adverse effects/*therapeutic use', 'Drug Administration Schedule', 'Female', 'Graft Survival/drug effects/radiation effects', 'Graft vs Host Disease/etiology', 'Humans', 'Leukemia, Lymphoid/drug therapy/radiotherapy/*therapy', 'Male', 'Quality of Life', 'Recurrence', 'Remission Induction', '*Whole-Body Irradiation/adverse effects']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",['S0006-4971(20)77725-6 [pii]'],ppublish,Blood. 1988 Apr;71(4):888-93.,['04079A1RDZ (Cytarabine)'],['CA-20320/CA/NCI NIH HHS/United States'],,,,,,,
3281724,NLM,MEDLINE,19880517,20210216,0006-4971 (Print) 0006-4971 (Linking),71,4,1988 Apr,Efficacy of high-dose methotrexate in childhood acute lymphocytic leukemia: analysis by contemporary risk classifications.,866-9,"High-dose methotrexate (HDMTX) added to a basic regimen of chemotherapy proved superior to cranial irradiation and sequentially administered drug pairs (RTSC) in prolonging complete remissions in children with ""standard-risk"" acute lymphocytic leukemia. To extend this result to more contemporary risk groups, we reclassified the patients according to methods of the Pediatric Oncology Group (POG), the Childrens Cancer Study Group (CCG), the Rome workshop, and St Jude Total Therapy Study XI. By life table analysis, 70% to 78% of patients with a favorable prognosis would remain in continuous complete remission (CCR) at 4 years if treated with HDMTX. Uniformly lower CCR rates could be expected with RTSC, especially in St Jude better-risk patients. HDMTX also would show greater efficacy than RTSC in the CCG average-risk and POG poor-risk groups, but the results appear inferior to those being achieved with intensified regimens for high-risk leukemia. Although both therapies would provide adequate CNS prophylaxis in favorable-risk groups, RTSC would offer greater protection in patients classified as being in a worse-risk group by St Jude criteria. We conclude that HDMTX-based therapy, as described in this report, would be most effective in patients with a presenting leukocyte count of less than 25 x 10(9)/L, of the white race, aged 2 to 10 years, and having leukemic cell hyperdiploidy without translocations.","['Abromowitch, M', 'Ochs, J', 'Pui, C H', 'Fairclough, D', 'Murphy, S B', 'Rivera, G K']","['Abromowitch M', 'Ochs J', 'Pui CH', 'Fairclough D', 'Murphy SB', 'Rivera GK']","[""Department of Hematology-Oncology, St. Jude Children's Research Hospital, Memphis, TN 38101.""]",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/therapeutic use', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Combined Modality Therapy', 'Drug Administration Schedule', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Lymphoid/*drug therapy/radiotherapy', 'Methotrexate/administration & dosage/*therapeutic use', 'Random Allocation', 'Retrospective Studies', 'Risk Factors']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",['S0006-4971(20)77721-9 [pii]'],ppublish,Blood. 1988 Apr;71(4):866-9.,['YL5FZ2Y5U1 (Methotrexate)'],"['CA-20180/CA/NCI NIH HHS/United States', 'CA-21765/CA/NCI NIH HHS/United States']",,,,,,,
3281722,NLM,MEDLINE,19880517,20210216,0006-4971 (Print) 0006-4971 (Linking),71,4,1988 Apr,Allogeneic marrow transplantation for children with juvenile chronic myelogenous leukemia.,1144-6,"Fourteen children between the ages of 2 and 5 years with juvenile chronic myelogenous leukemia were given cyclophosphamide, total-body irradiation, and marrow transplants. Unmodified marrow was given to six patients who received marrow from HLA-identical siblings and eight patients who received marrow from family members HLA identical for one haplotype but mismatched for one to three loci on the nonshared haplotype. Five patients died of transplant-related complications, and three relapsed at 48, 81, and 1,670 days posttransplant and died of leukemia. Six patients survive in continuous remission from 0.5 to 11.5 years posttransplant.","['Sanders, J E', 'Buckner, C D', 'Thomas, E D', 'Fleischer, R', 'Sullivan, K M', 'Appelbaum, F A', 'Storb, R']","['Sanders JE', 'Buckner CD', 'Thomas ED', 'Fleischer R', 'Sullivan KM', 'Appelbaum FA', 'Storb R']","['Fred Hutchinson Cancer Reasearch Center, Division of Clinical Research, Seattle, WA 98104.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['*Bone Marrow Transplantation', 'Child, Preschool', 'Chronic Disease', 'Female', 'Follow-Up Studies', 'Graft vs Host Disease/etiology', 'Humans', 'Leukemia, Myeloid/mortality/*therapy', 'Male', 'Transplantation, Homologous']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",['S0006-4971(20)77768-2 [pii]'],ppublish,Blood. 1988 Apr;71(4):1144-6.,,"['AI 02425/AI/NIAID NIH HHS/United States', 'CA 15704/CA/NCI NIH HHS/United States', 'CA 18029/CA/NCI NIH HHS/United States']",,,,,,,
3281705,NLM,MEDLINE,19880518,20190704,0007-1048 (Print) 0007-1048 (Linking),68,3,1988 Mar,A second bone marrow transplant for acute myeloid leukaemia after transplantation for aplastic anaemia.,391,,"['Hughes, R T', 'Milligan, D W', 'Smith, G M', 'Leyland, M J', 'Gordon-Smith, E C']","['Hughes RT', 'Milligan DW', 'Smith GM', 'Leyland MJ', 'Gordon-Smith EC']","['Department of Haematology, East Birmingham Hospital.']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,IM,"['Adult', 'Anemia, Aplastic/*therapy', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/*therapy', 'Male', 'Reoperation', 'Time Factors']",,1988/03/01 00:00,1988/03/01 00:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '1988/03/01 00:01 [medline]', '1988/03/01 00:00 [entrez]']",['10.1111/j.1365-2141.1988.tb04220.x [doi]'],ppublish,Br J Haematol. 1988 Mar;68(3):391. doi: 10.1111/j.1365-2141.1988.tb04220.x.,,,,,,,,,
3281571,NLM,MEDLINE,19880428,20071115,0003-3995 (Print) 0003-3995 (Linking),31,1,1988,Poor prognosis of acute lymphoblastic leukemia with translocation (1;19) in childhood: potential interest of allogeneic bone marrow transplantation.,53-6,"We report a new case of childhood acute lymphoblastic leukemia with translocation (1;19). At the time of diagnosis, the only adverse prognosis factor was the existence of this translocation. Under conventional chemotherapy, the girl experienced early marrow relapse (duration of first remission was 2 months). She received allogeneic bone marrow transplantation during the second remission and is alive in continuous complete remission 20 months after transplant. Several earlier reports have suggested that children with the (1;19) have a poor prognosis; If this poor response to conventional therapy is confirmed, an allogeneic bone marrow transplantation should be considered during the first remission.","['Vagner-Capodano, A M', 'Michel, G', 'Maraninchi, D', 'Tubiana, N', 'Gouzien, M', 'Perrimond, H', 'Carcassonne, Y']","['Vagner-Capodano AM', 'Michel G', 'Maraninchi D', 'Tubiana N', 'Gouzien M', 'Perrimond H', 'Carcassonne Y']","['Laboratoire de Genetique, Faculte de Medecine, Marseille, France.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",Netherlands,Ann Genet,Annales de genetique,0370562,IM,"['*Bone Marrow Transplantation', 'Child, Preschool', '*Chromosomes, Human, Pair 1', '*Chromosomes, Human, Pair 19', 'Female', 'Humans', 'Leukemia, Lymphoid/*genetics/therapy', 'Prognosis', '*Translocation, Genetic']",25,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,Ann Genet. 1988;31(1):53-6.,,,,,,,,,
3281450,NLM,MEDLINE,19880502,20190820,0361-8609 (Print) 0361-8609 (Linking),27,1,1988 Jan,Genotypic analysis using a Y-chromosome-specific probe following bone marrow transplantation.,30-3,"To monitor successful engraftment after bone marrow transplantation, we performed Southern hybridization analysis or dot blot analysis of DNA in a set of sex-mismatched cases using a Y-chromosome-specific DNA probe (pHY10). This method was extremely sensitive and rapid for checking which cells contain the Y-chromosome. Using this probe, analysis of cells from peripheral blood and bone marrow after transplantation demonstrated the usefulness of confirming engraftment of donor cells and of detecting mixed lymphohematopoietic chimerism.","['Morisaki, H', 'Morisaki, T', 'Nakahori, Y', 'Ogura, H', 'Kanno, H', 'Tani, K', 'Kodo, H', 'Fujii, H', 'Asano, S', 'Miwa, S']","['Morisaki H', 'Morisaki T', 'Nakahori Y', 'Ogura H', 'Kanno H', 'Tani K', 'Kodo H', 'Fujii H', 'Asano S', 'Miwa S']","['Department of Pathological Pharmacology, University of Tokyo, Japan.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,IM,"['Adult', 'Bone Marrow/analysis', '*Bone Marrow Transplantation', 'DNA/analysis', 'Female', '*Genotype', 'Humans', 'Leukemia, Myeloid/blood/genetics/therapy', 'Leukemia, Myeloid, Acute/blood/genetics/therapy', 'Male', 'Nucleic Acid Hybridization', '*Y Chromosome']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/ajh.2830270108 [doi]'],ppublish,Am J Hematol. 1988 Jan;27(1):30-3. doi: 10.1002/ajh.2830270108.,['9007-49-2 (DNA)'],,,,,,,,
3281449,NLM,MEDLINE,19880502,20190820,0361-8609 (Print) 0361-8609 (Linking),27,1,1988 Jan,Response in serum ferritin and haemoglobin to iron therapy in blood donors.,17-9,"Seven hundred seventeen healthy male blood donors regularly donating four or more units a year were surveyed for haemoglobin and serum ferritin levels. One hundred fifty-one (21%) had a haemoglobin less than 13.5 g/dl and were therefore disqualified from further blood donation, having a mean serum ferritin of 28 micrograms/liter. Of the remaining 566 donors with haemoglobin levels equal to or greater than 13.5 g/dl, the mean serum ferritin was 33 micrograms/liter, although in 299 (53%) the value was less than 28 micrograms/liter. To document response to iron therapy 46 donors with haemoglobin levels equal to or greater than 13.5 g/dl were stratified into those with the lowest iron stores (group 1; n = 23), defined as a serum ferritin less than 20 micrograms/liter, and controls (group 2; n = 23), with serum ferritin between 50 and 150 micrograms/liter. Within each stratum donors randomly received ferric polymaltose at a dose of 100 mg elemental iron twice daily for 56 days (groups 1a and 2a) or an identical iron-free placebo tablet administered on the same schedule (groups 1b and 2b). Iron therapy in the iron-deficient group (group 1a:n = 11) resulted in a significant rise in haemoglobin (p = .03) and iron stores reflected in serum ferritin (p = .002) compared to those receiving placebo (group 1b). In the control group iron therapy or placebo was without significant effect. Thus, ferric polymaltose preparation is bioavailable and is notable for the virtual absence of gastrointestinal tract side effects.","['Mackintosh, W', 'Jacobs, P']","['Mackintosh W', 'Jacobs P']","['University of Cape Town Leukaemia Centre, South Africa.']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,IM,"['*Blood Donors', 'Clinical Trials as Topic', 'Double-Blind Method', 'Ferric Compounds/adverse effects/*therapeutic use', 'Ferritins/biosynthesis/*blood', 'Hematinics/adverse effects/*therapeutic use', 'Hemoglobins/biosynthesis/*metabolism', 'Humans', 'Isomaltose/adverse effects/therapeutic use', 'Male', 'Random Allocation']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/ajh.2830270105 [doi]'],ppublish,Am J Hematol. 1988 Jan;27(1):17-9. doi: 10.1002/ajh.2830270105.,"['0 (Ferric Compounds)', '0 (Hematinics)', '0 (Hemoglobins)', '67I334IX2M (Isomaltose)', '9007-73-2 (Ferritins)', 'UM5219H89V (teferrol)']",,,,,,,,
