PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,GR,SI,OID,OTO,OT,GN
6951141,NLM,MEDLINE,19820624,20071115,,24,1,1982,Agar culture of bone marrow cells in acute myeloid leukemia and dysmyelopoietic syndromes. Reevaluation of its prognostic value.,13-8,"The expression of results obtained in in vitro bone marrow cell culture as per ml of aspirated marrow instead of per 10(5) nucleated cells plated as studied in 41 patients with acute myeloid leukemia (AML) and 79 patients with a dysmyelopoietic syndrome. Four types of growth were found in AML patients: three with hypercellular marrow and either (a) microclusters, (b) isolated cells, or (c) macroclusters and a complete remission (CR) rate of 86%, 63%, and 14% respectively; (d) relative hypocellular marrow with a CR rate of 0%. This type of poorly responsive AML patient has recently been described [17]. Patients with dysmyelopoietic syndromes were subdivided into three groups according to th type of in vitro growth: subnormal, decreased, and leukemic. There was a good correlation between these in vitro groups and the outcome of patients: long survival, death from hemorrhagic and/or infectious complications, leukemic transformation (logrank test: chi 2 = 9.12, df = 2, p = 0.01).","['Coiffier, B', 'Bryon, P A', 'Fiere, D', 'Felman, P', 'Gentilhomme, O', 'Vu Van, H', 'Viala, J J', 'Germain, D']","['Coiffier B', 'Bryon PA', 'Fiere D', 'Felman P', 'Gentilhomme O', 'Vu Van H', 'Viala JJ', 'Germain D']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,['9002-18-0 (Agar)'],IM,"['Adult', 'Agar', 'Aged', 'Bone Marrow/*pathology', 'Cell Count', 'Cells, Cultured', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Middle Aged', 'Preleukemia/*pathology', 'Prognosis']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1982;24(1):13-8.,,,,,,,,
6951138,NLM,MEDLINE,19820621,20071115,0031-3939 (Print) 0031-3939 (Linking),56,11-12,1981 Nov-Dec,[Infectious mononucleosis and acute leukemia in children].,1365-76,,"['Sroczynska, M', 'Sonta-Jakimczyk, D', 'Wojcik, Z']","['Sroczynska M', 'Sonta-Jakimczyk D', 'Wojcik Z']",['pol'],"['Case Reports', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,,IM,"['Acute Disease', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Infectious Mononucleosis/complications/*diagnosis', 'Leukemia/*diagnosis', 'Leukemia, Lymphoid/diagnosis', 'Male']",1981/11/01 00:00,1981/11/01 00:01,['1981/11/01 00:00'],"['1981/11/01 00:00 [pubmed]', '1981/11/01 00:01 [medline]', '1981/11/01 00:00 [entrez]']",,ppublish,Pediatr Pol. 1981 Nov-Dec;56(11-12):1365-76.,Mononukleoza zakazna a ostra bialaczka u dzieci.,,,,,,,
6951137,NLM,MEDLINE,19820621,20211203,0161-6420 (Print) 0161-6420 (Linking),89,2,1982 Feb,Metastatic fungal chorioretinitis developing during Trichosporon sepsis.,152-6,A 70-year-old woman treated for acute myelogenous leukemia developed systemic trichosporosis and presumptive trichosporon chorioretinitis. The elevated choroidal lesion appeared during an episode of trichosporon sepsis and increased in size during immunosuppression. Possible retinal vein occlusion and neovascularization were further complications that may be due to the angioinvasive properties of the organism.,"['Walsh, T J', 'Orth, D H', 'Shapiro, C M', 'Levine, R A', 'Keller, J L']","['Walsh TJ', 'Orth DH', 'Shapiro CM', 'Levine RA', 'Keller JL']",['eng'],"['Case Reports', 'Journal Article']",United States,Ophthalmology,Ophthalmology,7802443,['0 (Antineoplastic Agents)'],IM,"['Aged', 'Antineoplastic Agents/therapeutic use', 'Chorioretinitis/diagnosis/*microbiology', 'Female', 'Fluorescein Angiography', 'Fungi/isolation & purification/*pathogenicity', 'Humans', 'Immunosuppression Therapy', 'Leukemia, Myeloid, Acute/complications/drug therapy', 'Mycoses/*complications', 'Ultrasonography']",1982/02/01 00:00,1982/02/01 00:01,['1982/02/01 00:00'],"['1982/02/01 00:00 [pubmed]', '1982/02/01 00:01 [medline]', '1982/02/01 00:00 [entrez]']","['S0161-6420(82)34839-3 [pii]', '10.1016/s0161-6420(82)34839-3 [doi]']",ppublish,Ophthalmology. 1982 Feb;89(2):152-6. doi: 10.1016/s0161-6420(82)34839-3.,,,,,,,,
6951111,NLM,MEDLINE,19820624,20131121,0028-2685 (Print) 0028-2685 (Linking),28,6,1981,Differentiation of Friend erythroleukemic cells in media lacking fetal calf serum.,669-73,"The results presented in this paper provide evidence that the erythroid differentiation induced with n-butyric acid (BA) in F4N Friend cells depends mainly on the ability of different media to support an active cellular proliferation. No significant differences in the percentage of hemoglobin-positive cells were observed when a comparative induction was performed in media, supplemented with either calf or fetal calf serum; the most satisfactory results were obtained in Dulbecco's minimum essential medium (DMEM), lacking fetal calf serum but containing calf serum instead. The great sensitivity of cells to BA in the presence of calf serum allows us to suggest that there is not any component, specific for the fetal calf serum, critically required for the induction of erythroid differentiation in this clone.","['Yancheva, N Y', 'Djondjurov, L P']","['Yancheva NY', 'Djondjurov LP']",['eng'],['Journal Article'],Slovakia,Neoplasma,Neoplasma,0377266,"['0 (Butyrates)', '0 (Culture Media)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Blood', 'Butyrates/pharmacology', '*Cell Differentiation/drug effects', '*Culture Media', 'Dimethyl Sulfoxide/pharmacology', 'Friend murine leukemia virus', 'Leukemia, Erythroblastic, Acute/*pathology', 'Mice']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1981;28(6):669-73.,,,,,,,,
6951109,NLM,MEDLINE,19820621,20190617,0028-0836 (Print) 0028-0836 (Linking),296,5857,1982 Apr 8,A host gene controlling early anaemia or polycythaemia induced by Friend erythroleukaemia virus.,577-9,,"['Shibuya, T', 'Mak, T W']","['Shibuya T', 'Mak TW']",['eng'],['Journal Article'],England,Nature,Nature,0410462,,IM,"['Anemia/*genetics', 'Animals', 'Erythropoiesis', 'Friend murine leukemia virus/*genetics', 'Genes, Regulator', 'Genes, Viral', 'Leukemia, Erythroblastic, Acute/genetics', 'Mice', 'Mice, Inbred Strains/*genetics', 'Polycythemia/*genetics']",1982/04/08 00:00,1982/04/08 00:01,['1982/04/08 00:00'],"['1982/04/08 00:00 [pubmed]', '1982/04/08 00:01 [medline]', '1982/04/08 00:00 [entrez]']",['10.1038/296577a0 [doi]'],ppublish,Nature. 1982 Apr 8;296(5857):577-9. doi: 10.1038/296577a0.,,,,,,,,
6951106,NLM,MEDLINE,19820621,20071115,0025-7753 (Print) 0025-7753 (Linking),78,2,1982 Jan 25,[Leukemic testicular infiltrates in boys with acute lymphoblastic leukemia (ALL) (author's transl)].,45-51,,"['Ortega, J J', 'Javier, G', 'Toran, N']","['Ortega JJ', 'Javier G', 'Toran N']",['spa'],"['Comparative Study', 'English Abstract', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Humans', 'Leukemia, Lymphoid/drug therapy/*pathology', 'Male', 'Prognosis', 'Recurrence', 'Testicular Neoplasms/*pathology', 'Testis/pathology', 'Time Factors']",1982/01/25 00:00,1982/01/25 00:01,['1982/01/25 00:00'],"['1982/01/25 00:00 [pubmed]', '1982/01/25 00:01 [medline]', '1982/01/25 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1982 Jan 25;78(2):45-51.,Leucemia testicular en el curso de las leucemias agudas linfoblasticas infantiles.,,,,,,,
6951105,NLM,MEDLINE,19820621,20190825,0145-2126 (Print) 0145-2126 (Linking),6,1,1982,Co-expression of mouse and rat haemoglobins in interspecific hybrids of mouse and at erythroleukemia cells.,9-15,A modified technique for cell fusion with lysolecithin-lipid emulsions was used to generate hybrid erythroleukemia cell lines from Friend leukemia mouse cells (FLC) and chemically transformed rat erythroleukemia cells. Chromosome analysis of the hybrid cells showed the presence of both parental genomes even after long culture periods. The hybrids were still able to undergo erythroid differentiation after dimethylsulphoxide (DMSO) stimulation. Analysis of the globin chains from the DMSO-stimulated cells showed that both the rat and the mouse erythroid phenotypes were expressed. This demonstrates the compatibility of the regulatory genetic elements for the control of erythroid differentiation in cell hybrids of erythroleukemic populations from different species.,"['Greiser-Wilke, I', 'Steinheider, G', 'Jentsch, E', 'Arndt-Jovin, D', 'Kluge, N', 'Eibl, H J', 'Ostertag, W']","['Greiser-Wilke I', 'Steinheider G', 'Jentsch E', 'Arndt-Jovin D', 'Kluge N', 'Eibl HJ', 'Ostertag W']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['0 (Hemoglobins)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Cell Fusion', 'Chromosomes, Human, 1-3', 'Dimethyl Sulfoxide/pharmacology', 'Erythrocytes/analysis/*ultrastructure', 'Friend murine leukemia virus', 'Genes', 'Hemoglobins/*isolation & purification', 'Humans', 'Hybrid Cells/drug effects/*ultrastructure', 'Leukemia, Erythroblastic, Acute/blood/chemically induced/*pathology', 'Leukemia, Experimental/pathology', 'Mice', 'Phenotype', 'Rats']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90038-8 [doi]'],ppublish,Leuk Res. 1982;6(1):9-15. doi: 10.1016/0145-2126(82)90038-8.,,,,,,,,
6951104,NLM,MEDLINE,19820621,20190825,0145-2126 (Print) 0145-2126 (Linking),6,1,1982,PHA-induced blast colonies and kinetic parameters in acute myeloid leukemia.,63-70,"The in vitro leukemic colony-forming ability of 30 acute myeloid leukemias tested after PHA stimulation was analyzed by comparing the CFU-GM growth pattern, the myeloblast [3H]thymidine index and the response to treatment. PHA-induced leukemic colonies were obtained in 15 out of 30 cases. No correlation was found between the FAB classification, the CFU-GM growth pattern and the PHA-induced colony growth. A significant correlation was observed between PHA-induced colony growth and [3H]thymidine labeling index (p less than 0.001). A correction was also noted between the presence of leukemic growth and the failure of the induction treatment (p less than 0.02). The proliferation of the clonogenic blastic subpopulation selected by this technique seems to be linked to a poor prognosis.","['Marie, J P', 'Zittoun, R', 'Thevenin, D', 'Mathieu, M', 'Perrot, J Y']","['Marie JP', 'Zittoun R', 'Thevenin D', 'Mathieu M', 'Perrot JY']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Phytohemagglutinins)', 'VC2W18DGKR (Thymidine)']",IM,"['Cell Division', 'Cell Separation', 'Clone Cells', 'Granulocytes/pathology', 'Hematopoietic Stem Cells/*pathology', 'Humans', 'Kinetics', 'Leukemia, Myeloid/pathology', 'Leukemia, Myeloid, Acute/classification/*pathology', 'Monocytes/pathology', 'Phytohemagglutinins/*pharmacology', 'Prognosis', 'Thymidine']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90044-3 [doi]'],ppublish,Leuk Res. 1982;6(1):63-70. doi: 10.1016/0145-2126(82)90044-3.,,,,,,,,
6951103,NLM,MEDLINE,19820621,20190825,0145-2126 (Print) 0145-2126 (Linking),6,1,1982,Characterization of hemopoietic precursor cells in juvenile-type chronic myelocytic leukemia.,43-53,"In order to study the pathogenesis of juvenile-type chronic myelocytic leukemia (CML), we examined the colony-forming capacity and colony composition in the bone marrow (BM) and peripheral blood (PB) of three children with juvenile-type CML. Large numbers of granulocytes and macrophage colonies were formed by BM and PB cells. Whole agar culture staining revealed that especially macrophage colonies increased in comparison with normal controls. After removal of carbonyl iron-laden cells with a magnet or deprivation of cells adherent to glass from BM cells, the number of macrophage colonies markedly reduced in comparison with the number of colonies formed by untreated BM cells, suggesting that some of the macrophage colony-forming cells (M-CFC) may have phagocytic and/or adherent activity. Radiation sensitivity and thymidine suicide rate of these M-CFC were not different from those of granulocyte colony-forming cells (G-CFC). The predominance of M-CFC in juvenile-type CML may be one of the reflections of fetal-type myelopoiesis since M-CFC are predominant in cord blood and PB in the neonatal period. Moreover, considerable numbers of erythroid-colony-forming units (CFU-E) were present in PB of all patients. It may be concluded that juvenile-type CML is a panmyelopathy with the predominance of M-CFC.","['Suda, T', 'Miura, Y', 'Mizoguchi, H', 'Ijima, H', 'Eguchi, M', 'Kaku, H', 'Ide, C']","['Suda T', 'Miura Y', 'Mizoguchi H', 'Ijima H', 'Eguchi M', 'Kaku H', 'Ide C']",['eng'],"['Case Reports', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,,IM,"['Cell Separation', 'Erythrocytes/radiation effects/ultrastructure', 'Gamma Rays', 'Granulocytes/radiation effects/ultrastructure', 'Hematopoietic Stem Cells/*pathology', 'Humans', 'Infant', 'Leukemia, Myeloid/*pathology', 'Macrophages/radiation effects/ultrastructure', 'Male', 'Time Factors']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90042-x [doi]'],ppublish,Leuk Res. 1982;6(1):43-53. doi: 10.1016/0145-2126(82)90042-x.,,,,,,,,
6951102,NLM,MEDLINE,19820621,20190825,0145-2126 (Print) 0145-2126 (Linking),6,1,1982,Acute monocytic leukemia chromosome studies.,17-26,"Cytogenetic studies have been performed on 34 acute monocytic leukemia (M5) patients, 24 of the a type and 10 of the b type. No chromosomal abnormalities were found in 12 cases, in spite of the fact that the mitoses concerned monocytes. Different chromosomal aberrations were present in the other cases. In 12 of them, an abnormality of the chromosome 11 long arm was observed (mainly in the poorly differentiated type of M5), on bands q22-q24 in nine cases and on band q14 in three cases. The chromosome 11 long arm thus appears preferentially rearranged in M5 although this is not apparent in every case. Concomitant study of the mitoses with cytological and cytogenetic techniques suggests that erythroblasts may not be involved in the M5 leukemic process.","['Berger, R', 'Bernheim, A', 'Sigaux, F', 'Daniel, M T', 'Valensi, F', 'Flandrin, G']","['Berger R', 'Bernheim A', 'Sigaux F', 'Daniel MT', 'Valensi F', 'Flandrin G']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,,IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/ultrastructure', 'Child', 'Child, Preschool', '*Chromosome Aberrations', 'Chromosome Banding', '*Chromosomes, Human, 21-22 and Y', '*Chromosomes, Human, 6-12 and X', 'Erythrocytes/ultrastructure', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Monocytic, Acute/*genetics', 'Male', 'Middle Aged', 'Monocytes/ultrastructure', 'Translocation, Genetic', 'Trisomy']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90039-x [doi]'],ppublish,Leuk Res. 1982;6(1):17-26. doi: 10.1016/0145-2126(82)90039-x.,,,,,,,,
6951101,NLM,MEDLINE,19820621,20190825,0145-2126 (Print) 0145-2126 (Linking),6,1,1982,Binding of peanut agglutinin to normal human lymphocytes and to leukemic cells.,123-5,,"['Barzilay, M', 'Rosenthal, E', 'Kende, G', 'Reisner, Y', 'Sharon, N', 'Ramot, B']","['Barzilay M', 'Rosenthal E', 'Kende G', 'Reisner Y', 'Sharon N', 'Ramot B']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,['0 (Agglutinins)'],IM,"['Agglutinins/*metabolism', 'Arachis', 'Humans', 'Leukemia/*metabolism', 'Leukemia, Lymphoid/metabolism', 'Lymphocytes/*metabolism']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90051-0 [doi]'],ppublish,Leuk Res. 1982;6(1):123-5. doi: 10.1016/0145-2126(82)90051-0.,,,['N01-CB-74163/CB/NCI NIH HHS/United States'],,,,,
6951100,NLM,MEDLINE,19820621,20190825,0145-2126 (Print) 0145-2126 (Linking),6,1,1982,Differentiation of isotope-labeled myeloid leukemia cells free in the peritoneal cavity of syngeneic mice.,117-22,"Ml cells were labeled in vitro with [3H]thymidine and injected into the peritoneal cavity of syngeneic mice. After several days the peritoneal cells were harvested and [3H]labeled cells were determined by autoradiography. The inoculated isotope-labeled Ml cells differentiated in the peritoneal cavity and lipopolysaccharide, an inducer of cell differentiation, significantly stimulated differentiation. These results provide direct evidence that Ml cells can be induced to differentiate in vivo under conditions in which leukemia can develop.","['Honma, Y', 'Hayashi, M', 'Kasukabe, T', 'Hozumi, M']","['Honma Y', 'Hayashi M', 'Kasukabe T', 'Hozumi M']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,['9007-49-2 (DNA)'],IM,"['Animals', 'Autoradiography', 'Cell Differentiation/drug effects', 'Cell Line', 'DNA/biosynthesis', 'Leukemia, Experimental/pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Peritoneal Cavity']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90050-9 [doi]'],ppublish,Leuk Res. 1982;6(1):117-22. doi: 10.1016/0145-2126(82)90050-9.,,,,,,,,
6951099,NLM,MEDLINE,19820621,20190825,0145-2126 (Print) 0145-2126 (Linking),6,1,1982,Therapeutic and prognostic implications of glucocorticoid receptors and terminal deoxynucleotidyl transferase in acute leukemia.,1-8,"Glucocorticoid receptors (GR) have been reported to predict clinical responsiveness to glucocorticoid therapy and to possess prognostic significance in leukemia. A raised level in terminal deoxynucleotidyl transferase (TdT) also seems to suggest clinical responsiveness to prednisone and vincristine therapy. We have investigated these two biochemical markers in the leukemic blasts in 23 patients with acute myeloid leukemia (AML) and in 19 patients with acute lymphoblastic leukemia (ALL) and have compared the binding data with clinical glucocorticoid sensitivity, with response to chemotherapy, with survival and with TdT. In 25 of these patients we have also investigated the in vitro glucocorticoid sensitivity by measuring dexamethasone inhibition of radiolabelled uridine and thymidine incorporation into the leukemic blasts. In patients with AML, GR levels were mostly high but did not correlate with the in vitro sensitivity, response to chemotherapy or survival. On the other hand, in the 19 patients with ALL there seemed to be a correlation between GR and in vitro sensitivity and between GR and clinical responsiveness to glucocorticoid therapy. Furthermore, patients with low levels of either TdT or GR seemed to be associated with poor prognosis. TdT activity and GR, however, did not associate with one another. TdT is a useful marker for the identification of lymphoblasts but, by itself, is not connected with glucocorticoid sensitivity. Gr, when applied to ALL, could supplement TdT determination by predicting response to therapy.","['Ho, A D', 'Hunstein, W', 'Ganeshaguru, K', 'Hoffbrand, A V', 'Brandeis, W E', 'Denk, B']","['Ho AD', 'Hunstein W', 'Ganeshaguru K', 'Hoffbrand AV', 'Brandeis WE', 'Denk B']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Antineoplastic Agents)', '0 (Receptors, Glucocorticoid)', '0 (Receptors, Steroid)', '5J49Q6B70F (Vincristine)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage', 'DNA Nucleotidylexotransferase/*blood', 'DNA Nucleotidyltransferases/*blood', 'Drug Therapy, Combination', 'Female', 'Humans', 'Kinetics', 'Leukemia/blood/*drug therapy', 'Leukemia, Lymphoid/blood/drug therapy', 'Leukemia, Myeloid, Acute/blood/drug therapy', 'Male', 'Middle Aged', 'Prednisone/*administration & dosage', 'Prognosis', 'Receptors, Glucocorticoid/*blood', 'Receptors, Steroid/*blood', 'Vincristine/administration & dosage']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90037-6 [doi]'],ppublish,Leuk Res. 1982;6(1):1-8. doi: 10.1016/0145-2126(82)90037-6.,,,,,,,,
6951098,NLM,MEDLINE,19820621,20190817,0022-4731 (Print) 0022-4731 (Linking),15,,1981 Dec,Glucocorticoid receptors and hormonal responsiveness of human blood and bone-marrow cells in non-lymphocytic leukemia.,479-85,,"['Homo, F', 'Durant, S', 'Duval, D', 'Marie, J P', 'Zittoun, R', 'Harousseau, J L']","['Homo F', 'Durant S', 'Duval D', 'Marie JP', 'Zittoun R', 'Harousseau JL']",['eng'],"['Comparative Study', 'Journal Article']",England,J Steroid Biochem,Journal of steroid biochemistry,0260125,"['0 (Prostaglandins E)', '0 (Receptors, Glucocorticoid)', '0 (Receptors, Steroid)', '7S5I7G3JQL (Dexamethasone)', 'K7Q1JQR04M (Dinoprostone)', 'L628TT009W (Isoproterenol)', 'VC2W18DGKR (Thymidine)']",IM,"['Adult', 'Bone Marrow/metabolism', 'Child, Preschool', 'Dexamethasone/therapeutic use', 'Dinoprostone', 'Humans', 'In Vitro Techniques', 'Isoproterenol/therapeutic use', 'Leukemia, Myeloid/drug therapy/*metabolism', 'Leukemia, Myeloid, Acute/metabolism', 'Male', 'Middle Aged', 'Neoplasms, Hormone-Dependent/drug therapy/*metabolism', 'Prostaglandins E/therapeutic use', 'Receptors, Glucocorticoid/*metabolism', 'Receptors, Steroid/*metabolism', 'Thymidine/metabolism']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",['10.1016/0022-4731(81)90318-6 [doi]'],ppublish,J Steroid Biochem. 1981 Dec;15:479-85. doi: 10.1016/0022-4731(81)90318-6.,,,,,,,,
6951095,NLM,MEDLINE,19820624,20131121,0027-8874 (Print) 0027-8874 (Linking),68,5,1982 May,Comparison of in vitro and in vivo effects of thymidine on L1210 leukemia in mice.,875-80,"Previous investigators have shown that L1210 leukemia in vitro growth can be inhibited by thymidine (dThd) by exposure for 24 hours of dThd concentrations as low as 0.1 mM. These experiments were conducted in an attempt to determine why dThd, although effective as a cytostatic agent against L1210 in vitro, is ineffective against L1210 in (BALB/c X DBA/2)F1 (CD2F1) mice. Systemic variations of dThd concentration and exposure times were examined in both a growth-inhibition assay and a soft agar cloning assay in vitro. The growth of cells exposed to 0.1 - 1.0 mM dThd for 15 hours was inhibited dramatically during exposure, but growth recovered to control rate rapidly when dThd was washed off the cells. With 96 hours of exposure to 1.0 mM dThd, growth rate did not return to control rate up to 120 hours after washing. Cloning efficiency was reduced to less than 1% of control by prior 96-hour exposure of L1210 cells to more than 0.5 mM dThd. Concentrations of deoxycytidine (dCyd) of 1.0 microM partially reversed cytotoxicity caused by dThd greater than 0.1 mM, and 10 microM dCyd completely reversed this cytotoxicity. In vivo plasma dThd concentrations during ip injections of 3,600 mg dThd/kg body weight every 8 hours for 4 days (approximately lethal dose for 10% of animals treated) ranged from 10 to 0.1 mM, but these concentrations were ineffective in prolonging survival time of L1210-bearing mice. Plasma concentrations of dCyd prior to dThd exposure were less than 1.0 microM. Following injection of dThd (3,600 mg/kg body wt), plasma dCyd was 2.8 +/- 0.5 microM (normal mice) and 6.1 +/- 0.5 microM (L1210-bearing mice). Thus the rise of dCyd in plasma following dThd administration in vivo prevented the cytotoxicity of dThd seen in vitro from being manifested in vivo in CD2F1 mice.","['Zaharko, D S', 'Ramonas, L M']","['Zaharko DS', 'Ramonas LM']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0W860991D6 (Deoxycytidine)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Cell Survival/drug effects', 'Chromatography, High Pressure Liquid', 'Clone Cells', 'Deoxycytidine/blood/pharmacology', 'Dose-Response Relationship, Drug', 'Leukemia L1210/mortality/*pathology', 'Mice', 'Mice, Inbred BALB C', 'Spleen/analysis', 'Thymidine/blood/*pharmacology', 'Time Factors']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1982 May;68(5):875-80.,,,,,,,,
6951069,NLM,MEDLINE,19820614,20191031,0021-5120 (Print) 0021-5120 (Linking),20,3,1981 Jul,Two cases of acute myelogenous leukemia with high terminal deoxynucleotidyl transferase activity responding to vincristine-prednisolone treatment with complete remission.,227-31,"Increased TdT activity was demonstrated in 2 cases of AML. One of them had Ph1 positive chromosome due to a standard translocation of t(9:22). Treatment with cytosine arabinoside, daunorubicin, 6-mercaptopurine and prednisolone was ineffective or only partially effective. Switching to the vincristine and prednisolone therapy resulted in a complete remission in both cases.","['Takaku, F', 'Hida, K', 'Sakamoto, S', 'Kano, Y', 'Maezawa, M', 'Miura, Y', 'Oshimura, M']","['Takaku F', 'Hida K', 'Sakamoto S', 'Kano Y', 'Maezawa M', 'Miura Y', 'Oshimura M']",['eng'],"['Case Reports', 'Journal Article']",Japan,Jpn J Med,Japanese journal of medicine,0247713,"['5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Adult', 'Chromosomes, Human, 21-22 and Y', 'DNA Nucleotidylexotransferase/*metabolism', 'DNA Nucleotidyltransferases/*metabolism', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/enzymology/genetics', 'Male', 'Middle Aged', 'Prednisolone/administration & dosage/*therapeutic use', 'Translocation, Genetic', 'Vincristine/administration & dosage/*therapeutic use']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",['10.2169/internalmedicine1962.20.227 [doi]'],ppublish,Jpn J Med. 1981 Jul;20(3):227-31. doi: 10.2169/internalmedicine1962.20.227.,,,,,,,,
