PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,OID,OAB,OABL,OTO,OT,GN,CON,SI,CIN,EIN,RIN
2812715,NLM,MEDLINE,19891208,20190712,0030-4220 (Print) 0030-4220 (Linking),68,5,1989 Nov,"Three cases of oral squamous cancer associated with leukocytosis, hypercalcemia, or both.",604-11,"Three examples of malignant neoplasms primary to the oral cavity and associated with paraneoplastic syndromes are presented. The first case is a squamous cell carcinoma of the maxilla associated with leukocytosis. The second case is a mandibular squamous cell carcinoma associated with hypercalcemia in the absence of bony metastases. The third case is a squamous cancer of the tongue that metastasized to the lumbar vertebrae and right second rib and was associated with both hypercalcemia and leukocytosis. There was no evidence of acute infection or leukemia that could be expected to account for leukocytosis. Hypercalcemia in the second case was defined as humoral hypercalcemia of malignancy by biochemical and clinical evaluations. To our knowledge, this is the first definitive report of a carcinoma primary to the oral cavity associated with humoral hypercalcemia of malignancy. In each case, the severity of hypercalcemia, leukocytosis, or both very closely correlated with tumor growth. Surgical excision of the tumors or regression of tumor mass due to aggressive anticancer drug administration resulted in decreases in leukocyte number, serum calcium level, or both. In contrast, recurrence or regrowth of tumors induced further development of hypercalcemia, leukocytosis, or both. It is therefore likely that humoral factors released by these oral carcinomas are responsible for the hypercalcemia, leukocytosis, or both.","['Yoneda, T', 'Nishikawa, N', 'Nishimura, R', 'Kato, I', 'Sakuda, M']","['Yoneda T', 'Nishikawa N', 'Nishimura R', 'Kato I', 'Sakuda M']","['Second Department of Oral and Maxillofacial Surgery, Osaka University Faculty of Dentistry.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Oral Surg Oral Med Oral Pathol,"Oral surgery, oral medicine, and oral pathology",0376406,,IM,"['Adult', 'Carcinoma, Squamous Cell/*complications/secondary', 'Humans', 'Hypercalcemia/*etiology', 'Leukocytosis/*etiology', 'Male', 'Maxillary Sinus Neoplasms/*complications', 'Middle Aged', 'Mouth Neoplasms/*complications', 'Neoplasm Recurrence, Local', 'Paranasal Sinus Neoplasms', 'Tongue Neoplasms/*complications']",,1989/11/01 00:00,1989/11/01 00:01,['1989/11/01 00:00'],"['1989/11/01 00:00 [pubmed]', '1989/11/01 00:01 [medline]', '1989/11/01 00:00 [entrez]']",['10.1016/0030-4220(89)90248-x [doi]'],ppublish,Oral Surg Oral Med Oral Pathol. 1989 Nov;68(5):604-11. doi: 10.1016/0030-4220(89)90248-x.,,,,,,,,,,,,
2812632,NLM,MEDLINE,19891129,20151119,0028-7571 (Print) 0028-7571 (Linking),55,9,1989 Nov,Dangers stemming from superficial examination and diagnosis. A case history.,"58, 60, 62",,"[""Kra'mer, S""]","[""Kra'mer S""]",,['eng'],,"['Case Reports', 'Journal Article']",United States,N Y State Dent J,The New York state dental journal,0414634,,IM,"['Adult', 'Diagnosis, Differential', 'Diagnosis, Oral/*standards', 'Female', 'Gingival Hyperplasia/*complications', 'Gingivitis, Necrotizing Ulcerative/*complications', 'Graves Disease/*complications', 'Humans', 'Leukemia/*complications', 'Lymphadenitis/*complications', 'Male', 'Medical History Taking', 'Middle Aged', '*Referral and Consultation', 'Surveys and Questionnaires']",,1989/11/01 00:00,1989/11/01 00:01,['1989/11/01 00:00'],"['1989/11/01 00:00 [pubmed]', '1989/11/01 00:01 [medline]', '1989/11/01 00:00 [entrez]']",,ppublish,"N Y State Dent J. 1989 Nov;55(9):58, 60, 62.",,,,,,,,,,,,
2812154,NLM,MEDLINE,19891206,20161123,0028-2685 (Print) 0028-2685 (Linking),36,5,1989,Bone marrow necrosis in malignant diseases. A report on seven intravitally recognized cases.,603-10,"Bone marrow necrosis (BMN) is a necrosis of the hemopoietic tissue including the fibrovascular medullary stroma. Most frequently, it is caused by failure of bone marrow microcirculation. It is a complication in a wide spectrum of diseases, most frequently of malignancies, and is only rarely diagnosed ante mortem. In 6 of our 7 intravitally diagnosed cases, BMN was recognized already at the cytological examination of the bone marrow and was verified by the histological examination of the biopsy specimens as well as at necropsy. All our patients suffered from various malignant diseases. Three had generalized gastric carcinoma, the remaining hematological neoplasias: Acute lymphoblastic leukemia, acute monocytic leukemia, blastic transformation of chronic granulomegakaryocytic myelosis and primary medullary centrocytic lymphoma. The survival varied from 4 to 14 weeks after the BMN diagnosis. Clinical, hematological and autopsy findings as well as the etiopathogenetic views and prognostic implications of the diagnosis are discussed.","['Scudla, V', 'Dusek, J', 'Macak, J', 'Zivna, J', 'Myslivecek, M', 'Indrak, K']","['Scudla V', 'Dusek J', 'Macak J', 'Zivna J', 'Myslivecek M', 'Indrak K']","['1st Medical Clinic University Hospital, Olomouc, Czechoslovakia.']",['eng'],,['Journal Article'],Slovakia,Neoplasma,Neoplasma,0377266,,IM,"['Adult', 'Anemia/complications', 'Autopsy', 'Biopsy', 'Blood Cell Count', 'Bone Marrow/diagnostic imaging/*pathology', 'Bone Marrow Diseases/*complications/mortality', 'Female', 'Humans', 'Male', 'Middle Aged', 'Necrosis', 'Neoplasms/*complications/diagnostic imaging/pathology', 'Pain/complications', 'Prognosis', 'Radionuclide Imaging']",,1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1989;36(5):603-10.,,,,,,,,,,,,
2812152,NLM,MEDLINE,19891206,20131121,0028-2685 (Print) 0028-2685 (Linking),36,5,1989,Study of differentiation of fresh human leukemic cells by low dose cytosine arabinoside (LD Ara-C) and 12-O-tetradecanoylphorbol-13-acetate (TPA).,589-97,"The effect of LD Ara-C (10(-8) mol/l) (Ara-C), TPA (1.6 x 10(-7) mol/l) and 13-cis-retinoic acid (RA) (10(-6) mol/l) on the differentiation in liquid culture of bone marrow cells from 5 patients with acute lymphoblastic, 17 patients with acute myelogenous leukemia, 1 patient in myeloid and 1 in lymphoid crisis of chronic granulocytic leukemia was studied. Ara-C induced morphological and cytochemical differentiation into monocytic cells in 2 cases (M1, M5 type). TPA induced convincing morphological and cytochemical features of maturation into monocytic cells in 4 cases (two M1, one M2, and one M5 type) and into differentiated myeloid cells in 2 cases (M1, M4 type). RA in one case (M2 type) out of three AML studied induced cytochemical and immunocytochemical features of maturation. The results of the study indicate that although TPA is a better inducer of blast cell differentiation than Ara-C, however, neither is a potent differentiation agent of leukemic blasts in liquid culture. The heterogeneity of leukemic blasts within the same type of leukemia was confirmed by their different response to differentiating agents.","['Kuliczkowski, K', 'Noworolska, A', 'Frydecka, I', 'Sedek, K', 'Harlozinska, A']","['Kuliczkowski K', 'Noworolska A', 'Frydecka I', 'Sedek K', 'Harlozinska A']","['Department of Hematology, Medical Academy, Wroclaw, Poland.']",['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Slovakia,Neoplasma,Neoplasma,0377266,"['0 (Antigens, Neoplasm)', '0 (Cell Adhesion Molecules)', '0 (Glycoproteins)', '04079A1RDZ (Cytarabine)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['*Antigens, Neoplasm', 'Blast Crisis/pathology', 'Bone Marrow/*drug effects/pathology', '*Cell Adhesion Molecules', 'Cell Differentiation/*drug effects', 'Cytarabine/*pharmacology', 'Glycoproteins/analysis', 'Humans', 'Leukemia/*pathology', 'Tetradecanoylphorbol Acetate/*pharmacology', 'Tumor Cells, Cultured/drug effects']",,1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1989;36(5):589-97.,,,,,,,,,,,,
2812151,NLM,MEDLINE,19891206,20071115,0028-2685 (Print) 0028-2685 (Linking),36,5,1989,Positive effect of direct current on cytotoxicity of human lymphocytes.,573-82,"Normal or leukemic human lymphocytes treated with direct current (DC) showed enhanced antileukemic cytotoxicity. The enhancing effect of DC-treated lymphocytes was dependent on current density and time exposure. A desirable effect was achieved with current densities ranging from 5 to 10 mA/cm2 at a short exposition time (5--10s). Enhanced lymphocyte cytotoxicity occurred after a 48 h cultivation at 37 degrees C in a humidified atmosphere containing 5% CO2 and was proved by the increased number of trypan blue stained target cells, tumor-binding cells, and lymphocytes with activated nucleoli. Lymphocyte cytotoxicity measured immediately after DC-treatment was not enhanced. Furthermore, the cytotoxic effect was potentiated using media conditioned with interleukin-2 (IL-2) or cytosol fraction (F3) isolated from human leukemic cells. Such in vitro stimulated cytotoxic cells displayed reactivity against K 562 cells as well as fresh leukemic cells of allogeneic origin. Of considerable clinical interest is the observation that lymphocytes treated with DC in IL-2 or F3 conditioned media may enhance antileukemic cytotoxicity in peripheral lymphocytes of patients with hematological malignancies.","['Chudomel, V', 'Soucek, J', 'Hruba, A', 'Jerabek, J', 'Schwarz, J', 'Smetana, K']","['Chudomel V', 'Soucek J', 'Hruba A', 'Jerabek J', 'Schwarz J', 'Smetana K']","['Institute of Hematology and Blood Transfusion, Prague, Czechoslovakia.']",['eng'],,['Journal Article'],Slovakia,Neoplasma,Neoplasma,0377266,['0 (Interleukin-2)'],IM,"['Cytosol/immunology', '*Cytotoxicity, Immunologic', '*Electricity', 'Humans', 'Interleukin-2/*pharmacology', 'Leukemia, Myeloid, Acute/immunology', '*Lymphocyte Activation', 'Lymphocytes/*drug effects/immunology', 'Tumor Cells, Cultured/drug effects']",,1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1989;36(5):573-82.,,,,,,,,,,,,
2812150,NLM,MEDLINE,19891206,20131121,0028-2685 (Print) 0028-2685 (Linking),36,5,1989,"Effect of inhibition of DNA synthesis on recovery of X-irradiated L5178Y-S cells, II. 9-beta-D-arabinofuranosyladenine.",565-72,"The effects of 9-beta-D-arabinofuranosyladenine (araA) on radiosensitivity, postirradiation changes in the cell cycle distribution and DNA synthesis in mouse L5178Y-S lymphoma cells are described. Increase in the araA concentration (from 25 to 200 mumol/l) was is correlated with reduction in clonogenic survival except in the low concentration range. where resistance was observed. AraA treatment (200 mumol/l for 2 h) temporarily inhibited progression through the G1/S boundary. AraA (200 mumol/l applied immediately after X-irradiation (1 Gy) for 2 h gave a radiosensitizing effect with only slight changes in postirradiation cell cycle distribution; at higher doses (4 and 6 Gy) the effect was less pronounced. AraA slowed down progression through the cell cycle after irradiation and enhances the lethal effect of radiation. The phenomenon was dependent on the time between irradiation and araA treatment. The differences in dose-related radiosensitization created araA + X-ray survival curves with extrapolation numbers lower than 1. This may reflect the existence of relatively radioresistant and radiosensitive subpopulations in the araA-treated population.","['Kapiszewska, M', 'Lange, C S']","['Kapiszewska M', 'Lange CS']","['Institute of Molecular Biology, Jagiellonian University, Krakow, Poland.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Slovakia,Neoplasma,Neoplasma,0377266,"['0 (DNA, Neoplasm)', 'FA2DM6879K (Vidarabine)']",IM,"['Animals', 'Cell Survival/drug effects/radiation effects', '*DNA Damage', 'DNA Repair/drug effects', 'DNA Replication/*drug effects', 'DNA, Neoplasm/*radiation effects', 'Leukemia L5178/genetics', 'Mice', 'Radiation Tolerance/*drug effects', 'Time Factors', 'Tumor Cells, Cultured/drug effects/*radiation effects', 'Vidarabine/*pharmacology']",,1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1989;36(5):565-72.,,,,,,,,,,,,
2812015,NLM,MEDLINE,19891221,20161123,0028-0836 (Print) 0028-0836 (Linking),342,6247,1989 Nov 16,Nuclear installations not the cause of cancer?,213,,"['McGourty, C']",['McGourty C'],,['eng'],,['News'],England,Nature,Nature,0410462,,IM,"['Hodgkin Disease/*epidemiology', 'Humans', 'Leukemia/*epidemiology', '*Nuclear Reactors', '*Power Plants', 'United Kingdom']",,1989/11/16 00:00,1989/11/16 00:01,['1989/11/16 00:00'],"['1989/11/16 00:00 [pubmed]', '1989/11/16 00:01 [medline]', '1989/11/16 00:00 [entrez]']",['10.1038/342213a0 [doi]'],ppublish,Nature. 1989 Nov 16;342(6247):213. doi: 10.1038/342213a0.,,,,,,,,,,,,
2811873,NLM,MEDLINE,19891205,20190824,0161-5890 (Print) 0161-5890 (Linking),26,8,1989 Aug,Selective isocoumarin serine protease inhibitors block RNK-16 lymphocyte granule-mediated cytolysis.,793-8,"Granules that are potently cytolytic in vitro can be obtained from cytotoxic lymphocytes that kill virally infected cells and tumor cells. These granules contain pore-forming proteins and several serine proteases. Here we indicate that at least two different proteases participate in the lysis mediated by granule proteins from RNK-16 rat leukemia cells. We report twelve different mechanism-based or ""suicide"" isocoumarin serine protease inhibitors which have different 3- and 7-substituents that confer selectivity and reactivity towards either the chymotrypsin- (""chymase"") or trypsin-like (""tryptase"") protease activities of RNK-16 cells. Second order inhibition rates of inactivation (kobsd/[I]) for the RNK-16 granule proteases ranged between 164 and 22,640 M-1s-1. These new, specific and highly reactive isocoumarin serine protease inhibitors also abrogated the cytolysis mediated by lymphocytes granule proteins. The eight inhibitors with large hydrophobic or basic substituents that conferred chymase or tryptase specificities were more effective at inactivating lytic function than the four elastase-directed inhibitors with smaller substituents. All twelve new isocoumarin inhibitors blocked cytolysis at lower concentrations than 3,4-dichloroisocoumarin, a potent general mechanism-based serine protease inhibitor that also blocks RNK-16 granule protease activities and lysis.","['Hudig, D', 'Allison, N J', 'Kam, C M', 'Powers, J C']","['Hudig D', 'Allison NJ', 'Kam CM', 'Powers JC']","['School of Medicine, College of Agriculture, University of Nevada, Reno 89557-0046.']",['eng'],"['CA 38942/CA/NCI NIH HHS/United States', 'HL 29307/HL/NHLBI NIH HHS/United States', 'HL34055/HL/NHLBI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Mol Immunol,Molecular immunology,7905289,"['0 (Coumarins)', '0 (Serine Proteinase Inhibitors)', 'EC 3.4.21.- (Serine Endopeptidases)']",IM,"['Animals', 'Cell Line', 'Coumarins/*pharmacology', 'Cytoplasmic Granules/*enzymology', 'Cytotoxicity, Immunologic/*drug effects', 'Killer Cells, Natural/enzymology/*immunology', 'Rats', 'Serine Endopeptidases/physiology', '*Serine Proteinase Inhibitors']",,1989/08/01 00:00,1989/08/01 00:01,['1989/08/01 00:00'],"['1989/08/01 00:00 [pubmed]', '1989/08/01 00:01 [medline]', '1989/08/01 00:00 [entrez]']",['10.1016/0161-5890(89)90040-0 [doi]'],ppublish,Mol Immunol. 1989 Aug;26(8):793-8. doi: 10.1016/0161-5890(89)90040-0.,,,,,,,,,,,,
2811498,NLM,MEDLINE,19891212,20131121,0025-7753 (Print) 0025-7753 (Linking),93,7,1989 Sep 16,"[Beneficial effect of 1,25-dihydroxyvitamin D3 in the treatment of myelofibrosis].",265-8,"Two cases of myelofibrosis are reported, one corresponding to a chronic idiopathic myelofibrosis and another to an acute myelofibrosis or megakaryoblastic leukemia (AMGL). According to current knowledge, the origin of fibrosis in these disorders is a megakaryoblastic/megakaryocytic proliferation in the bone marrow. These megakaryocytic clonal populations result in an ineffective megakaryocytopoiesis and in an inability to store beta-thromboglobulin (BTG), platelet factor 4 (PlF4) and platelet derived growth factor (PDGF) in the alpha granules, whereby their release is increased. Both PDGF, a powerful stimulator of fibroblastic activity, and PlF4, a collagenase inhibitor, cooperate in the development of myelofibrosis. Owing to its action inducing cellular differentiation towards the monocytic-macrophagic line, which secretes collagenases and inhibits megakaryocyte proliferation, treatment with 1,25-dihydroxyvitamin D3 was attempted in both cases, 2.5 micrograms daily for 6 months. Satisfactory results were achieved.","['Palomera, L', 'Garcia Diez, I', 'Martinez, R']","['Palomera L', 'Garcia Diez I', 'Martinez R']",,['spa'],,"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,['FXC9231JVH (Calcitriol)'],IM,"['Aged', 'Calcitriol/*therapeutic use', 'Female', 'Humans', 'Male', 'Middle Aged', 'Primary Myelofibrosis/*drug therapy/pathology']",,1989/09/16 00:00,1989/09/16 00:01,['1989/09/16 00:00'],"['1989/09/16 00:00 [pubmed]', '1989/09/16 00:01 [medline]', '1989/09/16 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1989 Sep 16;93(7):265-8.,"Efecto beneficioso de la 1,25-dihidroxivitamina D3 en el tratamiento de la mielofibrosis.",,,,,,,,,,,
2811483,NLM,MEDLINE,19891124,20130304,0887-6924 (Print) 0887-6924 (Linking),3,11,1989 Nov,Reply to Dr. Steven J. Russell. Interleukin-2 as an autocrine growth factor: feeding the antitumor response?,829,,"['Debatin, K M']",['Debatin KM'],"[""Oncology/Immunology Section, University Children's Hospital, Heidelberg, F.R.G.""]",['eng'],,['Journal Article'],England,Leukemia,Leukemia,8704895,['0 (Interleukin-2)'],IM,"['Humans', 'Interleukin-2/*physiology', 'Leukemia, T-Cell/*pathology']",,1989/11/01 00:00,1989/11/01 00:01,['1989/11/01 00:00'],"['1989/11/01 00:00 [pubmed]', '1989/11/01 00:01 [medline]', '1989/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 Nov;3(11):829.,,,,,,,,,,,,
2811482,NLM,MEDLINE,19891124,20130304,0887-6924 (Print) 0887-6924 (Linking),3,11,1989 Nov,Childhood acute leukemia and intestinal parasitosis.,825-6,"Infectious complications are the leading cause of mortality in children with acute leukemia. Despite the fact that intestinal parasitosis is a rather frequent finding and a health problem in underdeveloped countries, in our experience the incidence of helminthic and protozoan infections among children with leukemia is uncommon. We analyzed 54 consecutive patients with leukemia in a period of 5 years, and only seven (12.9%) had intestinal parasites, four of whom died because of the infection or complication by the parasites. One hundred children without any malignancy were the control group, 26 (26%) of whom had intestinal parasitosis. When we compared the frequency of parasitosis in the control group with the children with leukemia and parasitosis, we found a statistical difference (p less than 0.05). We speculate that parasitic infections may reduce the risk of childhood leukemia.","['Rivera-Luna, R', 'Cardenas-Cardos, R', 'Martinez-Guerra, G', 'Ayon, A', 'Leal, C', 'Rivera-Ortegon, F']","['Rivera-Luna R', 'Cardenas-Cardos R', 'Martinez-Guerra G', 'Ayon A', 'Leal C', 'Rivera-Ortegon F']","['Department of Pediatric Oncology, National Institute of Pediatrics, Mexico City.']",['eng'],,['Journal Article'],England,Leukemia,Leukemia,8704895,,IM,"['Acute Disease', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Intestinal Diseases, Parasitic/*complications', 'Leukemia/*complications/mortality', 'Male']",,1989/11/01 00:00,1989/11/01 00:01,['1989/11/01 00:00'],"['1989/11/01 00:00 [pubmed]', '1989/11/01 00:01 [medline]', '1989/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 Nov;3(11):825-6.,,,,,,,,,,,,
