PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,GR,TT,PMC,GS,CIN,CON,SI,OID,OTO,OT,GN,PS,FPS,IR,FIR,IRAD,EIN,CRF,CRI,OAB,OABL
8342555,NLM,MEDLINE,19930831,20190821,0361-8609 (Print) 0361-8609 (Linking),43,2,1993 Jun,Heterogeneous proliferative effect of tumor necrosis factor-alpha and lymphotoxin on mitogen-activated B cells from B-chronic lymphocytic leukemia.,81-5,"The proliferative effect of tumor necrosis factor-alpha (TNF-alpha) and lymphotoxin on B cells from patients with B-chronic lymphocytic leukemia (B-CLL) was studied. Fresh purified B-CLL lymphocytes showed no proliferative response to either recombinant (r) TNF-alpha or r-lymphotoxin. However, after ""in vitro"" activation of B-CLL lymphocytes for 2 days with Staphylococcus aureus Cowan 1 (SAC), four of seven patients showed enhanced blastogenic response in the presence of either rTNF-alpha or r-lymphotoxin. We also found that the proliferative response of SAC-activated B-CLL lymphocytes to the two cytokines was independent of that found in the presence of interleukin-2. These results demonstrate that TNF-alpha and lymphotoxin can heterogeneously support the proliferation of in vitro activated B cells from B-CLL patients and may reflect the biological heterogeneity of B-CLL disease.","['Alvarez-Mon, M', 'Garcia-Suarez, J', 'Prieto, A', 'Manzano, L', 'Reyes, E', 'Lorences, C', 'Peraile, G', 'Jorda, J', 'Durantez, A']","['Alvarez-Mon M', 'Garcia-Suarez J', 'Prieto A', 'Manzano L', 'Reyes E', 'Lorences C', 'Peraile G', 'Jorda J', 'Durantez A']","['Departamento de Medicina, Clinica Puerta de Hierro, Universidad Autonoma de Madrid, Spain.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Interleukin-2)', '0 (Lymphotoxin-alpha)', '0 (Mitogens)', '0 (Tumor Necrosis Factor-alpha)']",IM,"['B-Lymphocytes/*drug effects', 'Cell Division/drug effects', 'Humans', 'Interleukin-2/pharmacology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*pathology', 'Lymphocyte Activation', 'Lymphotoxin-alpha/*pharmacology', 'Mitogens/pharmacology', 'Tumor Necrosis Factor-alpha/*pharmacology']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1002/ajh.2830430202 [doi]'],ppublish,Am J Hematol. 1993 Jun;43(2):81-5. doi: 10.1002/ajh.2830430202.,,,,,,,,,,,,,,,,,,,,,,
8342552,NLM,MEDLINE,19930831,20190821,0361-8609 (Print) 0361-8609 (Linking),43,2,1993 Jun,Jehovah's Witnesses and acute leukemia.,158-9,,"['Nousiainen, T', 'Jantunen, E', 'Lahtinen, R']","['Nousiainen T', 'Jantunen E', 'Lahtinen R']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Adult', 'Antineoplastic Agents/*therapeutic use', 'Blood', '*Christianity', 'Female', 'Humans', 'Leukemia/*drug therapy/therapy', 'Male', 'Middle Aged']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1002/ajh.2830430225 [doi]'],ppublish,Am J Hematol. 1993 Jun;43(2):158-9. doi: 10.1002/ajh.2830430225.,,,,,,,,,,,,,,,,,,,,,,
8342548,NLM,MEDLINE,19930831,20190821,0361-8609 (Print) 0361-8609 (Linking),43,2,1993 Jun,B-cell malignancy associated with disseminated herpes simplex and a large granular lymphocyte response.,155-6,,"['Beard, M E', 'Nimmo, J C', 'Smith, S M', 'Bowen, J A', 'Hart, D N']","['Beard ME', 'Nimmo JC', 'Smith SM', 'Bowen JA', 'Hart DN']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['*B-Lymphocytes', 'Female', 'Granulocytes/*pathology', 'Herpes Simplex/*complications', 'Humans', 'Leukemia, B-Cell/complications/pathology', 'Lymphatic Diseases/*complications', 'Lymphocytes/*pathology', 'Middle Aged']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1002/ajh.2830430221 [doi]'],ppublish,Am J Hematol. 1993 Jun;43(2):155-6. doi: 10.1002/ajh.2830430221.,,,,,,,,,,,,,,,,,,,,,,
8342547,NLM,MEDLINE,19930831,20190821,0361-8609 (Print) 0361-8609 (Linking),43,2,1993 Jun,Malnutrition is a prognostic factor in childhood lymphoblastic leukemia.,155,,"['Ruiz-Arguelles, G J']",['Ruiz-Arguelles GJ'],,['eng'],"['Comment', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Child, Preschool', 'Humans', 'Leukemia, Lymphoid/*complications/physiopathology', 'Nutrition Disorders/*complications', 'Prognosis']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1002/ajh.2830430220 [doi]'],ppublish,Am J Hematol. 1993 Jun;43(2):155. doi: 10.1002/ajh.2830430220.,,,,,,,['Am J Hematol. 1992 Apr;39(4):242-8. PMID: 1553952'],,,,,,,,,,,,,,,
8342541,NLM,MEDLINE,19930831,20190821,0361-8609 (Print) 0361-8609 (Linking),43,2,1993 Jun,Terminal acute myelogenous leukemia in a patient with congenital agranulocytosis.,133-8,"Congenital agranulocytosis terminating in acute myelogenous leukemia has been previously reported in only two cases of adolescent males. We describe the clinical and laboratory features of a 13-year-old male with congenital agranulocytosis, treated with G-CSF with initial good neutrophil response, who subsequently developed acute myeloid leukemia. This rare complication may define a preleukemic subset of patients for whom G-CSF therapy is ineffective. The diagnostic challenges of this case are presented.","['Wong, W Y', 'Williams, D', 'Slovak, M L', 'Charak, B', 'Mazumder, A', 'Snyder, D', 'Powars, D R', 'Brynes, R K']","['Wong WY', 'Williams D', 'Slovak ML', 'Charak B', 'Mazumder A', 'Snyder D', 'Powars DR', 'Brynes RK']","['Department of Pediatrics, University of California, Los Angeles.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Adolescent', 'Agranulocytosis/*complications/congenital/pathology', 'Bone Marrow/pathology', 'Gene Rearrangement', 'Humans', 'In Situ Hybridization', 'Karyotyping', 'Leukemia, Myeloid, Acute/*complications/mortality/pathology', 'Male', 'Stem Cells/physiology']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1002/ajh.2830430212 [doi]'],ppublish,Am J Hematol. 1993 Jun;43(2):133-8. doi: 10.1002/ajh.2830430212.,,,,,,,,,,,,,,,,,,,,,,
8342539,NLM,MEDLINE,19930831,20190821,0361-8609 (Print) 0361-8609 (Linking),43,2,1993 Jun,Chronic myelogenous leukemia and acute lymphoblastic leukemia occurring in the course of polycythemia vera.,123-8,"We are reporting an unusual case of a 54-year-old woman with polycythemia vera (PV) who developed Ph chromosome positive chronic myelogenous leukemia (CML) 8 years after the initial diagnosis of PV, and terminating in acute lymphoblastic leukemia (ALL), 11 years after the initial diagnosis. Cytogenetic studies revealed a normal female karyotype at the time of diagnosis of PV and the presence of a Ph chromosome at the time of appearance of CML. Southern blot hybridization revealed a bcr rearrangement in both mononuclear cells and granulocytes. The diagnosis of ALL was established on the basis of morphology, positive TdT staining, and monoclonal antibody studies positive for 12, B4, and J5. This case demonstrates the transition of PV into CML, followed by a blastic transformation into acute lymphocytic leukemia. At termination of her disease there were findings compatible with bi-phenotypic leukemia. These findings would suggest that the disease arose in a primitive multipotential stem cell.","['Roth, A D', 'Oral, A', 'Przepiorka, D', 'Gollin, S M', 'Chervenick, P A']","['Roth AD', 'Oral A', 'Przepiorka D', 'Gollin SM', 'Chervenick PA']","['Department of Medicine, University of Pittsburgh, Pennsylvania.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Proto-Oncogene Proteins)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.11.1 (BCR protein, human)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-bcr)']",IM,"['Chronic Disease', 'Cytogenetics', 'Female', 'Gene Rearrangement', 'Humans', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications/genetics', 'Middle Aged', 'Polycythemia Vera/*complications/genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/genetics', '*Protein-Tyrosine Kinases', 'Proto-Oncogene Proteins/genetics', 'Proto-Oncogene Proteins c-bcr']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1002/ajh.2830430210 [doi]'],ppublish,Am J Hematol. 1993 Jun;43(2):123-8. doi: 10.1002/ajh.2830430210.,,,,,,,,,,,,,,,,,,,,,,
8342536,NLM,MEDLINE,19930831,20190821,0361-8609 (Print) 0361-8609 (Linking),43,2,1993 Jun,Comparison of buffy coat preparation to direct method for the evaluation and interpretation of bone marrow aspirates.,107-9,"Bone marrow differential and French, American, British (FAB) classification of buffy coat preparation (BCP) was compared to direct method (DM) in 69 pediatric patients with various hematologic and oncologic disorders. The marrow evaluation differed significantly in 12 of 69 patients (17.4%). The differential counts were discordant in 9 out of 69 patients (13%), and the FAB classifications were discordant in 3 out of 25 patients (12%) with acute lymphoblastic leukemia (ALL). Underestimation of the percent blasts occurred with buffy coat preparation in patients with acute non-lymphoblastic leukemia (ANLL). While buffy coat preparations can facilitate morphologic evaluation in marrow malignancies, significant errors can occur in determination of the differential count. Direct smear should be used in conjunction with buffy coat smears in the evaluation of bone marrow aspirates.","['Izadi, P', 'Ortega, J A', 'Coates, T D']","['Izadi P', 'Ortega JA', 'Coates TD']","[""Division of Hematology-Oncology, Children's Hospital of Los Angeles, California 90027.""]",['eng'],"['Comparative Study', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['*Biopsy, Needle', 'Bone Marrow/*pathology', 'Cell Count', '*Cytological Techniques', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/pathology']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1002/ajh.2830430207 [doi]'],ppublish,Am J Hematol. 1993 Jun;43(2):107-9. doi: 10.1002/ajh.2830430207.,,,,,,,,,,,,,,,,,,,,,,
8342234,NLM,MEDLINE,19930831,20190727,0041-1132 (Print) 0041-1132 (Linking),33,8,1993 Aug,Cost-effectiveness of white cell-reduction filters in treatment of adult acute myelogenous leukemia.,665-70,"The objective of this study was to compare the cost and cost-effectiveness of three transfusion strategies in the treatment of acute myelogenous leukemia: 1) the use of unfiltered pooled platelets until alloimmunization developed and of crossmatch-compatible single-donor platelets thereafter; 2) the use of filtered blood components until alloimmunization occurred and of crossmatch-compatible single-donor platelets thereafter; and 3) the use of single-donor platelets from the beginning. The data sources were English language articles on transfusion medicine in acute leukemia and the management of acute leukemia and review of the transfusion experience at the H. Lee Moffitt Cancer Center. The method was decision analysis with a software program for cost-effectiveness, sensitivity analysis, threshold evaluation, and Monte Carlo sensitivity analysis. In the basic models, the total costs of the first, second, and third strategies are, respectively, $12,557.14, $11,406.17, and $13,016.16 without bone marrow transplant and $14,002.72, $12,281.89, and $13,727.48 with bone marrow transplant. The threshold between the first and second strategies in regard to risk of refractoriness to filtered blood components and pooled platelets was 0.30 and 0.27, respectively, without bone marrow transplant and 0.28 and 0.40 with bone marrow transplant. According to a Monte Carlo sensitivity analysis of 500 samples, the second strategy is more cost-effective than the first in 76 percent of cases. It is concluded that the use of filtered blood components is unlikely to increase the cost of treatment.","['Balducci, L', 'Benson, K', 'Lyman, G H', 'Sanderson, R', 'Fields, K', 'Ballester, O F', 'Elfenbein, G J']","['Balducci L', 'Benson K', 'Lyman GH', 'Sanderson R', 'Fields K', 'Ballester OF', 'Elfenbein GJ']","['Department of Medicine, University of South Florida College of Medicine, Tampa.']",['eng'],['Journal Article'],United States,Transfusion,Transfusion,0417360,['0 (Isoantibodies)'],IM,"['Blood Component Transfusion', 'Cost-Benefit Analysis', 'Filtration/instrumentation/methods', 'Humans', 'Immunization', 'Isoantibodies/administration & dosage/immunology', 'Leukemia, Myeloid, Acute/*surgery', 'Leukocyte Count/*economics/methods', 'Leukocytes/*cytology']",1993/08/01 00:00,1993/08/01 00:01,['1993/08/01 00:00'],"['1993/08/01 00:00 [pubmed]', '1993/08/01 00:01 [medline]', '1993/08/01 00:00 [entrez]']",['10.1046/j.1537-2995.1993.33893342749.x [doi]'],ppublish,Transfusion. 1993 Aug;33(8):665-70. doi: 10.1046/j.1537-2995.1993.33893342749.x.,,,,,,"['Transfusion. 1994 Apr;34(4):359. PMID: 8178336', 'Transfusion. 1993 Aug;33(8):626-8. PMID: 8342228']",,,,,,,,,,,,,,,,
8342076,NLM,MEDLINE,19930901,20131121,0093-7754 (Print) 0093-7754 (Linking),20,4 Suppl 4,1993 Aug,Comparison of preparative transplantation regimens using carmustine/etoposide/cisplatin or busulfan/etoposide/cyclophosphamide in lymphoid malignancies.,50-4; quiz 55,"Most bone marrow transplantation preparative regimens use total body irradiation as one component. Recently, however, two non-total body irradiation containing autologous bone marrow transplantation preparative regimens have been evaluated in patients with lymphoid malignancies. The first regimen consisted of carmustine, etoposide, and cisplatin; some patients also received involved-field radiotherapy to sites of prior disease. Of the 79 patients with relapsed or refractory lymphoma who participated in this study, 57 (72%) achieved a complete remission and 40 (51%) remain in complete remission. Treatment-related deaths occurred in five patients (6%). The second preparative regimen evaluated consisted of busulfan, etoposide, and cyclophosphamide and included 21 patients with Hodgkin's lymphoma, non-Hodgkin's lymphoma, or acute lymphocytic leukemia. Sixteen patients (76%) achieved complete remission and 12 (57%) remain disease free. The regimen-related mortality rate in this study was 14%. The three treatment-related deaths were all due to pulmonary toxicity. The results of these clinical trials indicate that both the carmustine/etoposide/cisplatin regimen and the busulfan/etoposide/cyclophosphamide regimen are effective in treating lymphoid malignancies. Treatment-related toxicities and deaths are significant, but not prohibitive. Accordingly, these new preparative regimens deserve further evaluation in the treatment of patients with lymphoma or leukemia.","['Crilley, P', 'Lazarus, H', 'Topolsky, D', 'Ciobanu, N', 'Creger, R J', 'Fox, R M', 'Bulova, S I', 'Shina, D C', 'Gucalp, R', 'Cooper, B W']","['Crilley P', 'Lazarus H', 'Topolsky D', 'Ciobanu N', 'Creger RJ', 'Fox RM', 'Bulova SI', 'Shina DC', 'Gucalp R', 'Cooper BW', 'et al.']","['Department of Neoplastic Diseases, Hahnemann University, Philadelphia, PA 19102.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Semin Oncol,Seminars in oncology,0420432,"['6PLQ3CP4P3 (Etoposide)', '8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)', 'Q20Q21Q62J (Cisplatin)', 'U68WG3173Y (Carmustine)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow Transplantation/*methods', 'Busulfan/administration & dosage', 'Carmustine/administration & dosage', 'Cisplatin/administration & dosage', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage', 'Etoposide/administration & dosage', 'Humans', 'Lymphoma/drug therapy/radiotherapy/*therapy', 'Middle Aged', 'Survival Analysis', 'Treatment Outcome']",1993/08/01 00:00,1993/08/01 00:01,['1993/08/01 00:00'],"['1993/08/01 00:00 [pubmed]', '1993/08/01 00:01 [medline]', '1993/08/01 00:00 [entrez]']",,ppublish,Semin Oncol. 1993 Aug;20(4 Suppl 4):50-4; quiz 55.,,,,,,,,,,,,,,,,,,,,,,
8342075,NLM,MEDLINE,19930901,20131121,0093-7754 (Print) 0093-7754 (Linking),20,4 Suppl 4,1993 Aug,Busulfan plus etoposide as a preparative regimen for autologous bone marrow transplantation for acute myelogenous leukemia: an update.,40-8; quiz 49,"We have used a new preparative regimen prior to autologous bone marrow transplantation in patients in remission of acute myelogenous leukemia (AML). Sixty-two patients were treated with preparative chemotherapy consisting of 1 mg/kg of busulfan every 6 hours for 4 days (total dose 16 mg/kg) on days -7 to -4 followed by an intravenous infusion of 60 mg/kg of etoposide on day -3. Autologous bone marrow that had been purged with 4-hydroperoxycyclophosphamide was infused on day 0. Thirty-five of the treated patients were in first remission, 21 were in second or third remission, and six had primary refractory AML and required aggressive salvage regimens to achieve remission. Among patients in first remission, one treatment-related death and five relapses have occurred. With a median follow-up of 25 months, the actuarial relapse rate is 19% +/- 8% and the disease-free survival rate is 79% +/- 8% at 3 years. The 16 patients with favorable FAB subtypes (M3 or M4E0) showed an excellent response to this treatment protocol, with no relapses after median follow-up of 35 months. Among patients in second or third remission, there were five treatment-related deaths and five relapses. With a median follow-up of 41 months, the actuarial relapse rate is 30% +/- 11% and the disease-free survival rate is 52% +/- 11% at 3 years. Four of six primary refractory patients died during treatment and one remains in remission with short follow-up. These preliminary data indicate that aggressive preparative regimens followed by the infusion of purged autologous bone marrow may be a promising approach to improving the clinical outcome of adult patients with AML.","['Linker, C A', 'Damon, L E', 'Ries, C A', 'Rugo, H S', 'Wolf, J L']","['Linker CA', 'Damon LE', 'Ries CA', 'Rugo HS', 'Wolf JL']","['Department of Medicine, University of California, San Francisco 94143.']",['eng'],['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,"['6PLQ3CP4P3 (Etoposide)', 'G1LN9045DK (Busulfan)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Purging', 'Bone Marrow Transplantation/*methods', 'Busulfan/administration & dosage/*therapeutic use', 'Etoposide/administration & dosage/*therapeutic use', 'Follow-Up Studies', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*therapy', 'Middle Aged', 'Premedication', 'Remission Induction', 'Survival Analysis', 'Transplantation, Autologous', 'Treatment Outcome']",1993/08/01 00:00,1993/08/01 00:01,['1993/08/01 00:00'],"['1993/08/01 00:00 [pubmed]', '1993/08/01 00:01 [medline]', '1993/08/01 00:00 [entrez]']",,ppublish,Semin Oncol. 1993 Aug;20(4 Suppl 4):40-8; quiz 49.,,,,,,,,,,,,,,,,,,,,,,
