PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,RF,OID,OAB,OABL,OTO,OT,GN,SI,PS,FPS,CN
7083416,NLM,MEDLINE,19820807,20190706,0009-2363 (Print) 0009-2363 (Linking),30,1,1982 Jan,"Uracil derivatives. III. Synthesis and growth-inhibitory activity against L-1210 cells of 5,6-disubstituted uracils.",91-6,,"['Okada, J', 'Nakano, K', 'Miyake, H', 'Yasufuku, S']","['Okada J', 'Nakano K', 'Miyake H', 'Yasufuku S']",['eng'],,['Journal Article'],Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,"['0 (Antineoplastic Agents)', '56HH86ZVCT (Uracil)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'In Vitro Techniques', 'Leukemia L1210/drug therapy', 'Mice', 'Uracil/*analogs & derivatives/chemical synthesis/pharmacology']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1248/cpb.30.91 [doi]'],ppublish,Chem Pharm Bull (Tokyo). 1982 Jan;30(1):91-6. doi: 10.1248/cpb.30.91.,,,,,,,,,,,,,
7083390,NLM,MEDLINE,19820814,20190825,0009-2797 (Print) 0009-2797 (Linking),40,2,1982 Jun,Tetraalkylammonium ions: protection of murine L1210 leukemia and bone marrow progenitor cells in vitro against mechlorethamine cytotoxicity and inhibition of the choline transport system.,133-40,"In the series of tetraalkylammonium ions from tetramethylammonium to tetra-n-heptylammonium, tetra-n-pentylammonium ion was a potent protector of both murine L1210 leukemia and bone marrow progenitor cells against mechlorethamine cytotoxicity. It was also a non-competitive inhibitor of choline uptake. Phosphonium analogs of the tetraalkylammonium ions were equal to their corresponding tetraalkylammonium ions in their protection against mechlorethamine cytotoxicity and in their inhibition of choline uptake. Treatment of tumor bearing L1210 leukemia mice with the combination of tetra-n-pentylammonium ion and mechlorethamine resulted in no major improvement in survival of the tumor-bearing mice compared to mechlorethamine treatment alone.","['Naujokaitis, S A', 'Fisher, J M', 'Rabinovitz, M']","['Naujokaitis SA', 'Fisher JM', 'Rabinovitz M']",['eng'],,['Journal Article'],Ireland,Chem Biol Interact,Chemico-biological interactions,0227276,"['0 (Quaternary Ammonium Compounds)', '50D9XSG0VR (Mechlorethamine)', 'N91BDP6H0X (Choline)']",IM,"['Animals', 'Biological Transport, Active/*drug effects', 'Cell Survival/*drug effects', 'Choline/*metabolism', 'Clone Cells/drug effects', 'Colony-Forming Units Assay', 'Hematopoietic Stem Cells/*drug effects', 'Kinetics', 'Leukemia L1210/*physiopathology', 'Male', 'Mechlorethamine/*antagonists & inhibitors', 'Mice', 'Quaternary Ammonium Compounds/*pharmacology']",1982/06/01 00:00,1982/06/01 00:01,['1982/06/01 00:00'],"['1982/06/01 00:00 [pubmed]', '1982/06/01 00:01 [medline]', '1982/06/01 00:00 [entrez]']","['0009-2797(82)90095-3 [pii]', '10.1016/0009-2797(82)90095-3 [doi]']",ppublish,Chem Biol Interact. 1982 Jun;40(2):133-40. doi: 10.1016/0009-2797(82)90095-3.,,,,,,,,,,,,,
7083334,NLM,MEDLINE,19820807,20191210,0008-8749 (Print) 0008-8749 (Linking),67,2,1982 Mar 1,Production of anti-self-h-2 antibodies by C3D2F1 mice hyperimmune to L cell/L1210 hybrids and L1210 leukemia cells.,279-86,,"['Kawashima, K', 'Watanabe, E', 'Isobe, K', 'Ogura, M', 'Nagura, E', 'Yamada, K', 'Sobue, I', 'Mizoguchi, K', 'Ito, Y', 'Nagai, Y', 'Nakashima, I']","['Kawashima K', 'Watanabe E', 'Isobe K', 'Ogura M', 'Nagura E', 'Yamada K', 'Sobue I', 'Mizoguchi K', 'Ito Y', 'Nagai Y', 'Nakashima I']",['eng'],,['Journal Article'],Netherlands,Cell Immunol,Cellular immunology,1246405,"['0 (Antilymphocyte Serum)', '0 (H-2 Antigens)', '0 (Isoantibodies)', '0 (anti-H-2 antibodies)']",IM,"['Animals', 'Antilymphocyte Serum/genetics/immunology', 'Female', 'H-2 Antigens/genetics/immunology', 'Hybrid Cells/*immunology', 'Isoantibodies/*biosynthesis/genetics/immunology', 'L Cells/*immunology', 'Leukemia L1210/*immunology', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred BALB C', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Inbred DBA']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']","['0008-8749(82)90220-9 [pii]', '10.1016/0008-8749(82)90220-9 [doi]']",ppublish,Cell Immunol. 1982 Mar 1;67(2):279-86. doi: 10.1016/0008-8749(82)90220-9.,,,,,,,,,,,,,
7083242,NLM,MEDLINE,19820807,20201209,0361-5960 (Print) 0361-5960 (Linking),66,6,1982 Jun,Treatment of refractory acute nonlymphocytic leukemia with a combination of pyrazofurin and cytarabine.,1397-8,"Six patients with refractory acute nonlymphocytic leukemia were treated with pyrazofurin (15 mg/m2) followed by cytarabine (100 mg/m2) every 12 hours for 6--21 days. All patients cleared their peripheral blood of blast cells but no complete remissions were achieved. Excessive toxicity to skin and mucous membranes was observed. In the doses used, this combination is too toxic for further use. Alternate treatment schedules should be explored.","['Kaplan, H G', 'Appelbaum, F R', 'Cheever, M A', 'Greenberg, P D', 'Wood, T', 'Fefer, A']","['Kaplan HG', 'Appelbaum FR', 'Cheever MA', 'Greenberg PD', 'Wood T', 'Fefer A']",['eng'],,['Journal Article'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Amides)', '0 (Antibiotics, Antineoplastic)', '0 (Pyrazoles)', '0 (Ribonucleosides)', '04079A1RDZ (Cytarabine)', '4B15044GQZ (pyrazofurin)', '681HV46001 (Ribose)']",IM,"['Acute Disease', 'Amides', 'Antibiotics, Antineoplastic/*administration & dosage/adverse effects', 'Cytarabine/*administration & dosage/adverse effects', 'Drug Administration Schedule', 'Drug Synergism', 'Drug Therapy, Combination', 'Humans', 'Leukemia/*drug therapy', 'Pyrazoles', 'Ribonucleosides/*administration & dosage/adverse effects', 'Ribose']",1982/06/01 00:00,1982/06/01 00:01,['1982/06/01 00:00'],"['1982/06/01 00:00 [pubmed]', '1982/06/01 00:01 [medline]', '1982/06/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1982 Jun;66(6):1397-8.,,,,,,,,,,,,,
7083232,NLM,MEDLINE,19820807,20151119,0361-5960 (Print) 0361-5960 (Linking),66,6,1982 Jun,Chemotherapy sensitivity assessment of leukemic colony-forming cells with in vitro simultaneous exposure to multiple drugs: clinical correlations in acute nonlymphocytic leukemia.,1257-61,"For 13 patients with acute nonlymphocytic leukemia receiving four-drug combination chemotherapy (14 chemotherapy trials), leukemic bone marrow cells were obtained before treatment and were exposed in vitro to all four-drug-mixture solutions simultaneously followed by the survival assessment of leukemic colony-forming cells (L-CFU). Survival of normal marrow colony-forming cells (CFU-C) was also assessed concurrently, and the sensitivity index (SI) of leukemic cells was determined as the ratio of the survival of CFU-C to that of L-CFU. Correlations of in vitro results to clinical results were excellent: four of five trials resulting in complete remission had high SI and eight of nine trials without complete remission had low SI (P = 0.02). The potential advantages of this method of exposing cells to drug mixture are discussed in terms of detecting drug synergism and improving the efficiency of in vitro chemotherapy sensitivity studies.","['Park, C H', 'Amare, M', 'Morrison, F S', 'Maloney, T R', 'Goodwin, J W']","['Park CH', 'Amare M', 'Morrison FS', 'Maloney TR', 'Goodwin JW']",['eng'],"['CA-00534/CA/NCI NIH HHS/United States', 'CA-20717/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)', 'ADOAP protocol', 'ROAP protocol']",IM,"['Acute Disease', 'Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage', '*Antineoplastic Combined Chemotherapy Protocols', 'Clone Cells', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage/analogs & derivatives', 'Doxorubicin/administration & dosage', 'Drug Evaluation, Preclinical/*methods', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Middle Aged', 'Prednisone/administration & dosage', 'Vincristine/administration & dosage']",1982/06/01 00:00,1982/06/01 00:01,['1982/06/01 00:00'],"['1982/06/01 00:00 [pubmed]', '1982/06/01 00:01 [medline]', '1982/06/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1982 Jun;66(6):1257-61.,,,,,,,,,,,,,
7083175,NLM,MEDLINE,19820814,20131121,0008-5472 (Print) 0008-5472 (Linking),42,7,1982 Jul,Role of dephosphorylation in accumulation of 1-beta-D-arabinofuranosylcytosine 5'-triphosphate in human lymphoblastic cell lines with reference to their drug sensitivity.,2846-51,"After a 3-day exposure to 0.1 microM 1-beta-D-arabinofuranosylcytosine (ara-C) in culture, growth was inhibited to 5.6% in MOLT-4F, 25% in Raji, and 91% in Daudi cells compared with control. Growth inhibition was more profound when exposure time was extended up to 7 days. Inhibition of DNA synthesis varied with sensitivity to ara-C. Plateau levels of intracellular 1-beta-D-arabinofuranosylcytosine 5'-triphosphate (ara-CTP) were 35.5, 13.4, and 3.6 nmol/10(9) cells exposed to 0.1 microM ara-C in MOLT-4F, Raji, and Daudi cells, respectively, corresponding to the sensitivity to ara-C. The nucleotide levels at the plateau, however, did not correspond to the initial levels of the ara-CTP or to the calculated rate of ara-CTP synthesis, which decreased from Raji to MOLT-4F to Daudi cells. ara-C deamination had negligible effect on the differential accumulation of ara-CTP. ara-CTP degradation due to dephosphorylation was marked in Raji and Daudi cells but slight in MOLT-4F cells. The half-life of intracellular ara-CTP was 204, 26.4, 31.1 min in MOLT-4F, Raji, and Daudi cells, respectively. The ara-CTP level was considered to be maintained bimodally by synthesis and degradation of the nucleotide. This conclusion was supported by the fact that, in Raji and Daudi cells exposed to 0.1 microM ara-C in the presence of 1 mM hydroxyurea, the plateau levels of ara-CTP increased 3-fold through inhibition of the nucleotide degradation. Thus, not only ara-C phosphorylation but also subsequent ara-CTP dephosphorylation was important in the accumulation and maintenance of ara-CTP and in the sensitivity to ara-C.","['Abe, I', 'Saito, S', 'Hori, K', 'Suzuki, M', 'Sato, H']","['Abe I', 'Saito S', 'Hori K', 'Suzuki M', 'Sato H']",['eng'],,['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Arabinonucleotides)', '0 (DNA, Neoplasm)', '04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)', 'VC2W18DGKR (Thymidine)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Arabinofuranosylcytosine Triphosphate/*metabolism', 'Arabinonucleotides/*metabolism', 'Cell Division/drug effects', 'Cell Line', 'Cells, Cultured', 'Cytarabine/metabolism/*pharmacology', 'DNA, Neoplasm/biosynthesis', 'Humans', 'Hydroxyurea/pharmacology', 'Leukemia/*metabolism', 'Lymphoma/*metabolism', 'Phosphorylation', 'Thymidine/pharmacology']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Jul;42(7):2846-51.,,,,,,,,,,,,,
7083168,NLM,MEDLINE,19820814,20131121,0008-5472 (Print) 0008-5472 (Linking),42,7,1982 Jul,Requirements for induction of DNA strand breaks by lithocholic acid.,2792-5,,"['Kulkarni, M S', 'Cox, B A', 'Yielding, K L']","['Kulkarni MS', 'Cox BA', 'Yielding KL']",['eng'],['CA-29562-02/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (DNA, Neoplasm)', '0 (DNA, Viral)', '5QU0I8393U (Lithocholic Acid)']",IM,"['Animals', 'Cell Nucleus/metabolism', 'Cells, Cultured', '*DNA, Neoplasm', 'DNA, Viral', 'Leukemia L1210/metabolism', 'Lithocholic Acid/*pharmacology', 'Mice']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Jul;42(7):2792-5.,,,,,,,,,,,,,
7083158,NLM,MEDLINE,19820814,20121115,0008-5472 (Print) 0008-5472 (Linking),42,7,1982 Jul,"Molecular pharmacology of the anthracycline drug 9,10-anthracenedicarboxaldehyde bis[(4,5-dihydro-1 H-imidazol-2-yl)hydrazone] dihydrochloride (Cl 216,942).",2660-5,"9,10-Anthracenedicarboxyaldehyde bis[(4,5-dihydro-1H-imidazol-2yl)hydrazone] dihydrochloride (Cl 216,942) is a new anthracene bishydrazone derivative which has shown antitumor activity in Phase I trials against both hematological cancers and solid tumors. The effects of Cl 216,942 on L1210 mouse leukemia cells were studied with the nucleoid sedimentation and alkaline elution assays. Evidence for Cl 216,942 intercalation into cellular DNA was obtained in exponentially growing cells by comparing the L1210 nucleoid sedimentation behavior in neutral sucrose gradients of ethidium bromide with nucleoids from Cl 216,942-treated cells. A 1-hr treatment of exponentially growing L1210 cells with Cl 216,942 induced both protein-associated DNA single-strand breaks and DNA-protein crosslinks as detected by the alkaline elution assay. The DNA strand break and DNA-protein cross-link frequencies were found to be within a factor of 2 of each other over a range of Cl 216,942 concentrations. The dose response for the induction of DNA damage showed a linear decrease up to 10 micrograms/ml, but this was followed by a decrease in damage at dose levels greater than 10 micrograms/ml. The biphasic dose response could not be explained by changes in the cellular uptake of Cl 216,942. The kinetics of Cl 216,942 induction of DNA damage after a 1-hr treatment showed that at the dose which gave maximum damage the degree of damage (10 micrograms/ml) decreased with further incubation, but at a higher dose (20 micrograms/ml) DNA damage increased with postincubation at 37 degrees. The cytotoxicity produced by Cl 216,942 at a given frequency of protein-associated strand breaks was low. Cl 216,942 thus appeared to belong to a low-toxicity group of DNA intercalators.","['Bowden, G T', 'Garcia, D', 'Peng, Y M', 'Alberts, D S']","['Bowden GT', 'Garcia D', 'Peng YM', 'Alberts DS']",['eng'],"['CA17094/CA/NCI NIH HHS/United States', 'CA17343/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Anthracenes)', '0 (Antineoplastic Agents)', '0 (DNA, Neoplasm)', '39C34M111K (bisantrene)']",IM,"['Animals', 'Anthracenes/*pharmacology', 'Antineoplastic Agents/*pharmacology', 'Cell Survival/drug effects', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'DNA, Neoplasm/*metabolism', 'Dose-Response Relationship, Drug', 'Leukemia L1210/*metabolism/physiopathology', 'Mice']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Jul;42(7):2660-5.,,,,,,,,,,,,,
7083153,NLM,MEDLINE,19820814,20201214,0008-5472 (Print) 0008-5472 (Linking),42,7,1982 Jul,Activity of 2-fluoro-5-methylarabinofuranosyluracil against mouse leukemias sensitive to and resistant to 1-beta-D-arabinofuranosylcytosine.,2598-600,"A new pyrimidine nucleoside, 2'-fluoro-5-methyl-1-beta-D-arabinofuranosyluracil, previously has been shown to be active against the herpes group of viruses in vitro and in vivo. It is also active against mouse and human leukemic cells in culture and against mouse leukemias L1210, P388, and P815 in vivo. In contrast to other 1-beta-D-arabinofuranosylcytosine (ara-C) derivatives, 2'-fluoro-5-methyl-1-beta-D-arabinofuranosyluracil, when given either i.p. or p.o., is highly active against lines of leukemias P815 and L1210 made resistant to ara-C. Against P815/ara-C and L1210/araC, it is more effective than is 5-azacytidine, a drug which has shown definite effectiveness in patients with acute leukemia whose disease has become resistant to ara-C. For these reasons, 2'-fluoro-5-methyl-1-beta-D-arabinofuranosyluracil would seem to merit clinical trial in patients with acute nonlymphocytic leukemia whose disease has become resistant to ara-C.","['Burchenal, J H', 'Chou, T C', 'Lokys, L', 'Smith, R S', 'Watanabe, K A', 'Su, T L', 'Fox, J J']","['Burchenal JH', 'Chou TC', 'Lokys L', 'Smith RS', 'Watanabe KA', 'Su TL', 'Fox JJ']",['eng'],"['CA-05826/CA/NCI NIH HHS/United States', 'CA-08748/CA/NCI NIH HHS/United States', 'CA-16534/CA/NCI NIH HHS/United States', 'etc.']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Pyrimidine Nucleosides)', '04079A1RDZ (Cytarabine)', '3083-77-0 (Arabinofuranosyluracil)', '4058H365ZB (fiacitabine)', ""78636-53-0 (2'-fluoro-5-methylarabino-furanosylcytosine)"", 'IN51MVP5F1 (clevudine)']",IM,"['Animals', 'Arabinofuranosyluracil/analogs & derivatives/therapeutic use', 'Cells, Cultured', 'Cytarabine/analogs & derivatives/*therapeutic use', 'Humans', 'Leukemia L1210/drug therapy', 'Leukemia P388/drug therapy', 'Leukemia, Experimental/*drug therapy/mortality', 'Mice', 'Pyrimidine Nucleosides/*therapeutic use']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Jul;42(7):2598-600.,,,,,,,,,,,,,
7083151,NLM,MEDLINE,19820814,20131121,0008-5472 (Print) 0008-5472 (Linking),42,7,1982 Jul,Metabolism and therapeutic efficacy of 9-beta-D-arabinofuranosyl-2-fluoroadenine against murine leukemia P388.,2587-91,"The biochemical basis for the differential therapeutic activity of equally toxic doses of 9-beta-D-arabinofuranosyl-2-fluoroadenine (F-ara-A) administered on two schedules to tumor-bearing mice has been studied. A single dose (234 mg/kg) of F-ara-A in solution decreased the number of P388 leukemia cells by greater than 10(3), whereas a multiple-dose regimen (41 mg/kg every day for 5 days) of equal toxicity to the host was ineffective at reducing the tumor burden. No antitumor activity was seen when an equal dose of the relatively insoluble F-ara-A was injected as a suspension. The 5'-triphosphate of F-ara-A accumulated in P388 cells in levels proportional to the dose of the nucleoside and disappeared from these cells at an exponential rate with a half-life of 2.9 hr, which was independent of the cellular concentration of the nucleotide. The extent and duration of the inhibition of DNA synthesis of P388 cells was dependent on the dose of F-ara-A, but the rates of recovery were similar and in proportion to the cellular concentration of the analog triphosphate. The extent of the inhibition of DNA synthesis in host bone marrow and intestinal mucosa was also related to the dose of F-ara-A, but the recovery of these tissues proceeded to similar, incomplete levels (less than 60% of initial) 24 hr after F-ara-A injection of either 41 or 234 mg/kg. These results suggest that the equal toxicity of the two regimens of F-ara-A may be attributed to the similar extent of inhibition of host-tissue DNA synthesis evoked by each. In contrast, the greater extent and longer duration of inhibition of P388 cell DNA synthesis caused by the single dose of F-ara-A was responsible for its superior therapeutic activity. Measurements of F-ara-A triphosphate concentrations and the DNA-synthetic capacity of tumor and host tissues are determinants of the action of F-ara-A and may be used to predict optimal therapeutic dose schedules.","['Avramis, V I', 'Plunkett, W']","['Avramis VI', 'Plunkett W']",['eng'],"['CA-14528/CA/NCI NIH HHS/United States', 'CA-28596/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",IM,"['Animals', 'Bone Marrow/metabolism', 'Female', 'Intestinal Mucosa/metabolism', 'Kinetics', 'Leukemia P388/*drug therapy/metabolism', 'Leukemia, Experimental/*drug therapy', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Vidarabine/*analogs & derivatives/metabolism/therapeutic use/toxicity']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Jul;42(7):2587-91.,,,,,,,,,,,,,
7083131,NLM,MEDLINE,19820814,20190620,0008-543X (Print) 0008-543X (Linking),50,2,1982 Jul 15,Cell kinetics in acute leukemia: a critical reevaluation based on new data.,250-8,"The current study was undertaken to compare biopsy and aspiration sampling techniques for reliable cell kinetic analysis in acute leukemia and to reevaluate the clinical significance of cell kinetic data in this disease. Ad 1: One hundred forty-three paired simultaneously taken marrow aspirates and Jamshidi biopsies from 61 patients with acute nonlymphocytic leukemia (ANLL) were compared by means of flow cytometry (FCM) for cellular DNA and RNA measurements, autoradiography for 3H-TdR labeling index and liquid scintillation counting for 3H-TdR uptake. Aspirates were found unreliable for pretreatment evaluation and for monitoring of drug induced cell kinetic perturbations due to contamination with peripheral blood. Aspiration should, therefore, be replaced by marrow biopsy which provides reliable sampling of bone marrow for cell kinetic studies. Ad 2: FCM S-phase index determined from biopsy material was not found predictive for therapeutic response in 43 patients with ANLL treated with two different induction regimens. In one of the two protocols, changes in FCM S-phase index after 48 hours continuous infusion of cytosine arabinoside correlated significantly with clinical response and nonresponse, respectively.","['Hiddemann, W', 'Buchner, T', 'Andreeff, M', 'Wormann, B', 'Melamed, M R', 'Clarkson, B D']","['Hiddemann W', 'Buchner T', 'Andreeff M', 'Wormann B', 'Melamed MR', 'Clarkson BD']",['eng'],"['CA 20194-04/CA/NCI NIH HHS/United States', 'CA 23206/CA/NCI NIH HHS/United States', 'CA 25348-01AI/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,"['04079A1RDZ (Cytarabine)', '9007-49-2 (DNA)']",IM,"['Biopsy', 'Bone Marrow/pathology', 'Cytarabine/therapeutic use', 'DNA/biosynthesis', 'Drug Therapy, Combination', 'Flow Cytometry', 'Humans', 'Interphase/drug effects', 'Kinetics', 'Leukemia/drug therapy/*pathology', 'Mitotic Index/drug effects']",1982/07/15 00:00,1982/07/15 00:01,['1982/07/15 00:00'],"['1982/07/15 00:00 [pubmed]', '1982/07/15 00:01 [medline]', '1982/07/15 00:00 [entrez]']",['10.1002/1097-0142(19820715)50:2<250::aid-cncr2820500215>3.0.co;2-4 [doi]'],ppublish,Cancer. 1982 Jul 15;50(2):250-8. doi: 10.1002/1097-0142(19820715)50:2<250::aid-cncr2820500215>3.0.co;2-4.,,,,,,,,,,,,,
7083123,NLM,MEDLINE,19820807,20190620,0008-543X (Print) 0008-543X (Linking),50,1,1982 Jul 1,Rates of hospital-acquired bloodstream infections in patients with specific malignancy.,187-90,"Prospective surveillance of hospitalized patients with leukemia or solid tumors was performed in order to define the rate of nosocomial bloodstream infection according to specific diagnosis. During the 38-month study, there were 842 nosocomial blood stream infections in 704 patients, 22% of whom had leukemia or solid tumors. In the patients with malignancy, the diagnoses associated with the highest rate of bloodstream infections were chronic myeloid leukemia (18.4/100 patients), acute lymphocyte leukemia (17.7/100), promyelocytic and undifferentiated leukemia (16.1/100) and acute monocytic/myelomonocyte (13.8/100). In 76% of patients with chronic lymphocytic, chronic myeloid, or undifferentiated leukemia, the peripheral blood polymorphonuclear leukocyte count at the time of bacteremia was less than 100 cells/mm-3. In contrast to patients with leukemia, those with solid tumors, as a group, were at no greater risk of bloodstream infection than those without malignancy. In preparation for prophylactic trials of antibiotics or immunotherapy this study has more clearly defined the risk of bloodstream infection in cancer patients.","['Mayo, J W', 'Wenzel, R P']","['Mayo JW', 'Wenzel RP']",['eng'],,['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Cross Infection/complications/*epidemiology', 'Humans', 'Length of Stay', 'Leukemia/complications', 'Lymphoma/complications', 'Neoplasms/*complications/therapy', 'Prospective Studies', 'Sepsis/complications/*epidemiology']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",['10.1002/1097-0142(19820701)50:1<187::aid-cncr2820500134>3.0.co;2-y [doi]'],ppublish,Cancer. 1982 Jul 1;50(1):187-90. doi: 10.1002/1097-0142(19820701)50:1<187::aid-cncr2820500134>3.0.co;2-y.,,,,,,,,,,,,,
7083122,NLM,MEDLINE,19820807,20211203,0008-543X (Print) 0008-543X (Linking),50,1,1982 Jul 1,"Cancer among blacks in Newark, New Jersey, 1970-1976: a national and international comparison.",180-6,"Newark black men had age-adjusted cancer rates comparable to those of Washington, D. C., but lower than the other three American city blacks. Rates for Newark black women were generally similar to other American black women. American blacks, like those of Newark, had cancer rates higher than the African blacks in three out of four countries studied. Only blacks of Rhodesia had cancer experience like that of American blacks. Except for cancer of the cervix, the African blacks had generally lower rates compared to the American blacks for the ten sites investigated. However, high rates did occur for certain sites, e.g., esophagus and bladder cancers in Bulawayo, Rhodesia. Newark blacks also had higher rates for certain sites (prostate, lung, breast and cervix) compared to Washington, D. C., and certain other U. S. cities. Thus, the total risk of malignancies to develop among Newark blacks was no greater than that expected, based upon the four U. S. cities' experience.","['Thind, I S', 'Najem, R', 'Paradiso, J', 'Fuerman, M']","['Thind IS', 'Najem R', 'Paradiso J', 'Fuerman M']",['eng'],,['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Adolescent', 'Adult', 'Africa', 'Aged', '*Blacks', 'Child', 'Child, Preschool', 'Female', 'Gastrointestinal Neoplasms/epidemiology', 'Genital Neoplasms, Female/epidemiology', '*Health', 'Humans', 'Infant', 'Leukemia/epidemiology', 'Male', 'Middle Aged', 'Neoplasms/*epidemiology', 'New Jersey', 'Pancreatic Neoplasms/epidemiology', 'Prostatic Neoplasms/epidemiology', 'Respiratory Tract Neoplasms/epidemiology', 'United States', '*Urban Health', 'Urinary Bladder Neoplasms/epidemiology']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",['10.1002/1097-0142(19820701)50:1<180::aid-cncr2820500133>3.0.co;2-l [doi]'],ppublish,Cancer. 1982 Jul 1;50(1):180-6. doi: 10.1002/1097-0142(19820701)50:1<180::aid-cncr2820500133>3.0.co;2-l.,,,,,,,,,,,,,
