PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,PMC,PS,FPS,CN,CIN,OID,OAB,OABL,OTO,OT,GN,RIN,SI
6384981,NLM,MEDLINE,19841120,20141120,0032-5422 (Print) 0032-5422 (Linking),29,3-4,1983,[Ribonucleotide reductase complex].,321-33,,"['Przybyszewski, W M']",['Przybyszewski WM'],['pol'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Poland,Postepy Biochem,Postepy biochemii,0023525,"['0 (Deoxyribonucleotides)', 'EC 1.17.4.- (Ribonucleotide Reductases)', 'EC 1.8.1.9 (Thioredoxin-Disulfide Reductase)']",IM,"['Animals', 'Bone Marrow/enzymology', 'Carcinoma, Ehrlich Tumor/enzymology', 'Cattle', 'Deoxyribonucleotides/biosynthesis', 'Escherichia coli/*enzymology', 'In Vitro Techniques', 'Leukemia, Experimental/enzymology', 'Rabbits', 'Ribonucleotide Reductases/analysis/antagonists & inhibitors/*physiology', 'Thioredoxin-Disulfide Reductase/analysis/physiology', 'Thymus Gland/enzymology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Postepy Biochem. 1983;29(3-4):321-33.,93,Kompleks reduktazy rybonukleotydowej.,,,,,,,,,,,,,
6384971,NLM,MEDLINE,19841121,20080620,0032-3756 (Print) 0032-3756 (Linking),39,21,1984 May 21,[Advances in the treatment of acute non-lymphoblastic leukemia in adults].,723-7,,"['Brodzki, L M']",['Brodzki LM'],['pol'],,"['Journal Article', 'Review']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,['0 (BCG Vaccine)'],IM,"['Acute Disease', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'BCG Vaccine/therapeutic use', 'Bone Marrow Transplantation', 'Combined Modality Therapy', 'Follow-Up Studies', 'Humans', 'Leukemia/mortality/*therapy', 'Neoplasm Regression, Spontaneous']",1984/05/21 00:00,1984/05/21 00:01,['1984/05/21 00:00'],"['1984/05/21 00:00 [pubmed]', '1984/05/21 00:01 [medline]', '1984/05/21 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1984 May 21;39(21):723-7.,58,Postepy w leczeniu ostrej bialaczki nielimfoblastycznej u doroslych.,,,,,,,,,,,,,
6384901,NLM,MEDLINE,19841109,20190829,0031-3955 (Print) 0031-3955 (Linking),31,5,1984 Oct,Limb pain in childhood.,1053-81,"As the presenting complaint in 7 per cent of pediatrician visits, pain in the limbs is a common problem in childhood. It is important that the diagnosis be made expeditiously. The authors review the possible organic cause of limb pain, as well as limb pain from conversion reactions and from growing pains, giving special attention to the differential diagnosis so that appropriate treatment for the pain can be initiated.","['Bowyer, S L', 'Hollister, J R']","['Bowyer SL', 'Hollister JR']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Pediatr Clin North Am,Pediatric clinics of North America,0401126,,IM,"['Arthritis, Infectious/complications', 'Arthritis, Juvenile/complications', 'Bone Diseases/complications', 'Bone Neoplasms/complications', 'Cartilage Diseases/complications', 'Child', 'Dermatomyositis/complications', 'Endocrine System Diseases/complications', '*Extremities', 'Female', 'Growth', 'Hematologic Diseases/complications', 'Humans', 'Leukemia/complications', 'Lupus Erythematosus, Systemic/complications', 'Male', 'Muscular Diseases/complications', 'Myofascial Pain Syndromes/complications', 'Nutrition Disorders/complications', 'Osteomyelitis/complications', 'Pain/*etiology/psychology', 'Phobic Disorders/complications', 'Psychophysiologic Disorders/complications', 'Rheumatic Fever/complications', 'Spinal Diseases/complications', 'Wounds and Injuries/complications']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']","['S0031-3955(16)34684-3 [pii]', '10.1016/s0031-3955(16)34684-3 [doi]']",ppublish,Pediatr Clin North Am. 1984 Oct;31(5):1053-81. doi: 10.1016/s0031-3955(16)34684-3.,120,,,,,,,,,,,,,,
6384889,NLM,MEDLINE,19841120,20091021,0030-6002 (Print) 0030-6002 (Linking),125,40,1984 Sep 30,[Clinical course of patients with chronic lymphoid leukemia].,2427-30,,"['Baliko, Z', 'Tornoczky, J', 'Torok, R', 'Toth, A', 'Muth, L']","['Baliko Z', 'Tornoczky J', 'Torok R', 'Toth A', 'Muth L']",['hun'],,"['English Abstract', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,"['0 (Immunoglobulins)', '0 (beta 2-Microglobulin)']",IM,"['Aged', 'B-Lymphocytes/immunology/pathology', 'Biopsy', 'Female', 'Humans', 'Immunoglobulins/analysis', 'Leukemia, Lymphoid/*immunology/mortality/pathology', 'Lymph Nodes/pathology', 'Male', 'Middle Aged', 'Neoplasm Staging', 'beta 2-Microglobulin/analysis']",1984/09/30 00:00,1984/09/30 00:01,['1984/09/30 00:00'],"['1984/09/30 00:00 [pubmed]', '1984/09/30 00:01 [medline]', '1984/09/30 00:00 [entrez]']",,ppublish,Orv Hetil. 1984 Sep 30;125(40):2427-30.,,B-sejtes chronikus lymphoid leukaemias (B-CLL) betegek korlefolyasanak vizsgalata.,,,,,,,,,,,,,
6384864,NLM,MEDLINE,19841119,20180216,0378-584X (Print) 0378-584X (Linking),7,4,1984 Aug,[Combined therapy with AMSA and etoposide (VP 16-213) in refractory acute myeloid leukemia. A phase I study].,214-6,"In a phase I study the combination of AMSA and etoposide was applied to 12 patients with intensively pretreated, refractory AML to evaluate the basis for a subsequent phase II study in terms of drug dosage and timing. Each treatment cycle consisted in a 5-day regimen of AMSA 210 mg/m2/d days 2, 3 and 4. Etoposide was administered on days 1 and 5 with a constant loading dose of 100 mg/m2 by an 1-h infusion followed by a 23-h infusion, the dose of which was escalated in 3 steps from 110 mg/m2 to 200 mg/m2 and 230 mg/m2. In 18 treatment cycles the recommended dosage for a subsequent phase II study was found to be 660 mg/m2 etoposide per cycle together with 630 mg/m2 AMSA per course. Main side effects were nausea and vomiting as well as mucositis; 1 patient developed a severe intrahepatic cholestasis. In 11 from 16 evaluable treatment cycles a significant reduction of bone marrow blasts was observed with a mean cytoreduction rate of 0,26 log10/d. 4 patients, 3 of whom were primarily resistent to 2 TAD induction courses, achieved a partial remission.","['Hiddemann, W', 'Achterrath, W', 'Urbanitz, D', 'Preusser, P', 'Balleisen, L', 'Kirchhof, B', 'Stenzinger, W', 'Buchner, T']","['Hiddemann W', 'Achterrath W', 'Urbanitz D', 'Preusser P', 'Balleisen L', 'Kirchhof B', 'Stenzinger W', 'Buchner T']",['ger'],,"['English Abstract', 'Journal Article']",Switzerland,Onkologie,Onkologie,7808556,"['0 (Aminoacridines)', '0 (Antineoplastic Agents)', '00DPD30SOY (Amsacrine)', '6PLQ3CP4P3 (Etoposide)']",IM,"['Aminoacridines/administration & dosage/adverse effects', 'Amsacrine', 'Antineoplastic Agents/administration & dosage/adverse effects', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Drug Evaluation', 'Etoposide/administration & dosage/adverse effects', 'Humans', 'Infusions, Parenteral', 'Leukemia, Myeloid, Acute/*drug therapy']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",['10.1159/000215442 [doi]'],ppublish,Onkologie. 1984 Aug;7(4):214-6. doi: 10.1159/000215442.,,Kombinationstherapie mit AMSA und Etoposid (VP 16-213) bei refraktarer akuter myeloischer Leukamie. Eine Phase-I-Studie.,,,,,,,,,,,,,
6384862,NLM,MEDLINE,19841119,20180216,0378-584X (Print) 0378-584X (Linking),7,4,1984 Aug,[Childhood B-cell lymphomas and leukemias. Improvement of prognosis by a therapy developed for B-neoplasms by the BFM study group].,205-8,"In two consecutive therapy studies, the BFM multicenter study group treated 55 children with B-NHL from 1975 until 1981 and another 55 children with B-NHL and 22 with B-ALL since 1981. In the 1975/81 study, a therapeutic regimen which produced excellent results in non-B-NHL and -ALL, emerged to be much less effective in disseminated B-NHL. With this regimen the probability of continuous complete remission (CCR) in advanced disease was 34% only after 7 years. Since 1981, a new therapeutic regimen of higher specificity for B-neoplasias improved the probability of CCR at the present time to 100% in localised B-NHL, to 63% in disseminated B-NHL and even in B-ALL to 49%.","['Muller-Weihrich, S', 'Henze, G', 'Langermann, H J', 'Odenwald, E', 'Riehm, H']","['Muller-Weihrich S', 'Henze G', 'Langermann HJ', 'Odenwald E', 'Riehm H']",['ger'],,"['English Abstract', 'Journal Article']",Switzerland,Onkologie,Onkologie,7808556,,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'B-Lymphocytes', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/drug therapy/radiotherapy/*therapy', 'Lymphoma/drug therapy/radiotherapy/*therapy', 'Male', 'Prognosis']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",['10.1159/000215440 [doi]'],ppublish,Onkologie. 1984 Aug;7(4):205-8. doi: 10.1159/000215440.,,Kindliche B-Zell-Lymphome und -Leukamien. Verbesserung der Prognose durch eine fur B-Neoplasien konzipierte Therapie der BFM-Studiengruppe.,,,,,,,,,,,,,
6384718,NLM,MEDLINE,19841102,20131121,0025-8334 (Print) 0025-8334 (Linking),29,9,1984 Sep,[Complications of radiotherapy and chemoradiotherapy of lymphogranulomatosis].,66-74,,"['Kholin, A V']",['Kholin AV'],['rus'],,"['Journal Article', 'Review']",Russia (Federation),Med Radiol (Mosk),Meditsinskaia radiologiia,2984767R,"['0 (Antineoplastic Agents)', '80168379AG (Doxorubicin)']",IM,"['Adult', 'Amenorrhea/chemically induced', 'Antineoplastic Agents/*adverse effects', 'Child', 'Combined Modality Therapy', 'Doxorubicin/adverse effects', 'Female', 'Femur Head Necrosis/chemically induced', 'Heart/drug effects', 'Herpes Zoster/etiology', 'Hodgkin Disease/*therapy', 'Humans', 'Hypothyroidism/etiology', 'Leukemia/etiology', 'Male', 'Oligospermia/chemically induced', 'Pericarditis/etiology', 'Pneumonia/etiology', 'Radiotherapy/*adverse effects']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",,ppublish,Med Radiol (Mosk). 1984 Sep;29(9):66-74.,149,Oslozhneniia luchevogo i khimioluchevogo lecheniia limfogranulematoza.,,,,,,,,,,,,,
6384570,NLM,MEDLINE,19841102,20071115,0485-1439 (Print) 0485-1439 (Linking),25,6,1984 Jun,[Advance of bone marrow transplantation in Seattle--in focus on clinical cases].,844-51,,"['Ito, T', 'Buckner, C D', 'Thomas, E D']","['Ito T', 'Buckner CD', 'Thomas ED']",['jpn'],,"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/therapy', '*Bone Marrow Transplantation', 'Child', 'Humans', 'Leukemia/*therapy', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid, Acute/therapy', 'Male', 'Washington']",1984/06/01 00:00,1984/06/01 00:01,['1984/06/01 00:00'],"['1984/06/01 00:00 [pubmed]', '1984/06/01 00:01 [medline]', '1984/06/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1984 Jun;25(6):844-51.,,,,,,,,,,,,,,,
6384569,NLM,MEDLINE,19841102,20171116,0485-1439 (Print) 0485-1439 (Linking),25,6,1984 Jun,[Evaluation of two methods of maintenance chemotherapy with methotrexate and 6-mercaptopurine for childhood acute lymphoblastic leukemia].,819-26,,"['Kawai, S', 'Fujimoto, T', 'Hiyoshi, Y', 'Nibu, K', 'Ito, M', 'Kadoya, S', 'Shingaki, Y']","['Kawai S', 'Fujimoto T', 'Hiyoshi Y', 'Nibu K', 'Ito M', 'Kadoya S', 'Shingaki Y']",['jpn'],,"['Clinical Trial', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Clinical Trials as Topic', 'Drug Administration Schedule', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Mercaptopurine/*administration & dosage', 'Methotrexate/*administration & dosage', 'Prednisolone/administration & dosage', 'Random Allocation', 'Vincristine/administration & dosage']",1984/06/01 00:00,1984/06/01 00:01,['1984/06/01 00:00'],"['1984/06/01 00:00 [pubmed]', '1984/06/01 00:01 [medline]', '1984/06/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1984 Jun;25(6):819-26.,,,,,,,,,,,,,,,
6384444,NLM,MEDLINE,19841121,20161123,0096-1736 (Print) 0096-1736 (Linking),26,9,1984 Sep,Cancer risk among oil refinery workers. A review of epidemiologic studies.,662-70,"The possibility that excess cancers result from occupational exposures in oil refineries has generated a great deal of interest. Ecological studies and case-control studies in the general population have suggested a positive association between oil industry activity and cancer rates, with more direct evidence provided by studies of refinery employees. The eight investigations of cancer risks among refinery employees are critically reviewed. The methodological strengths and weaknesses of these studies are evaluated with an emphasis on the likely impact on the results. While the results are markedly inconsistent across studies, there is some suggestion of excess risks for melanoma and for brain, stomach, kidney, and pancreatic cancers. Problems with exposure characterization, latency, and potential confounding factors limit all of the studies that were reviewed.","['Savitz, D A', 'Moure, R']","['Savitz DA', 'Moure R']",['eng'],,"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", 'Review']",United States,J Occup Med,Journal of occupational medicine. : official publication of the Industrial Medical Association,7502807,['0 (Petroleum)'],IM,"['Adult', 'Brain Neoplasms/chemically induced', 'Canada', 'Epidemiologic Methods', 'Female', 'Gastrointestinal Neoplasms/chemically induced', 'Humans', 'Leukemia/chemically induced', 'Lymphoma/chemically induced', 'Male', 'Melanoma/chemically induced', 'Neoplasms/*chemically induced', 'Occupational Diseases/*chemically induced', 'Petroleum/*adverse effects', 'Respiratory Tract Neoplasms/chemically induced', 'Risk', 'United Kingdom', 'United States', 'Urogenital Neoplasms/chemically induced']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",,ppublish,J Occup Med. 1984 Sep;26(9):662-70.,37,,,,,,,,,,,,,,
6384377,NLM,MEDLINE,19841102,20190511,0022-1899 (Print) 0022-1899 (Linking),150,3,1984 Sep,Trimethoprim-sulfamethoxazole in the prevention of infection in neutropenic patients. EORTC International Antimicrobial Therapy Project Group.,372-9,"Of 545 patients expected to develop prolonged neutropenia and randomized to received trimethoprim-sulfamethoxazole (TMP-SMZ) or placebo, 342 were evaluable for occurrence of infection or bacteremia. Some centers used oral nonabsorbable antibiotics in addition. Infection occurred in 64 (39%) of 165 placebo recipients and 46 (26%) of 177 TMP-SMZ recipients (P = .016), whereas bacteremia occurred in 32 (19%) and 22 (12%), respectively (P = .106, difference not significant [NS]). In the 139 patients with acute nonlymphocytic leukemia (ANLL), infection occurred in 35 (55%) of 64 placebo-treated patients and 31 (41%) of 75 TMP-SMZ-treated patients (P = .162, NS), whereas bacteremia occurred in 15 (23%) and 18 (24%; NS), respectively. Excluding patients with ANLL, infection occurred in 29 (29%) of 101 placebo-treated patients and 15 (15%) of 102 TMP-SMZ recipients (P = .038), whereas bacteremia occurred in 17 (17%) and four (4%; P = .005), respectively. Gram-positive cocci were isolated less frequently from TMP-SMZ-treated, bacteremic patients, but more of their isolates were resistant to TMP-SMZ than were those from placebo recipients.",,,['eng'],,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",United States,J Infect Dis,The Journal of infectious diseases,0413675,"['0 (Anti-Bacterial Agents)', '0 (Drug Combinations)', '8064-90-2 (Trimethoprim, Sulfamethoxazole Drug Combination)', 'AN164J8Y0X (Trimethoprim)', 'JE42381TNV (Sulfamethoxazole)']",IM,"['Agranulocytosis/*complications', 'Anti-Bacterial Agents/therapeutic use', 'Bacterial Infections/etiology/*prevention & control', 'Clinical Trials as Topic', 'Drug Combinations/therapeutic use', 'Enterobacteriaceae Infections/etiology/prevention & control', 'Granulocytes', 'Humans', 'Leukemia/complications', 'Leukocyte Count', 'Neutropenia/*complications', 'Sepsis/etiology/*prevention & control', 'Staphylococcal Infections/etiology/prevention & control', 'Streptococcal Infections/etiology/prevention & control', 'Sulfamethoxazole/*therapeutic use', 'Trimethoprim/*therapeutic use', 'Trimethoprim, Sulfamethoxazole Drug Combination']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",['10.1093/infdis/150.3.372 [doi]'],ppublish,J Infect Dis. 1984 Sep;150(3):372-9. doi: 10.1093/infdis/150.3.372.,,,,,,,,,,,,,,,
6384370,NLM,MEDLINE,19841121,20131121,0022-1767 (Print) 0022-1767 (Linking),133,5,1984 Nov,The requirement for proteinase activity for human lymphocyte-mediated natural cytotoxicity (NK): evidence that the proteinase is serine dependent and has aromatic amino acid specificity of cleavage.,2647-54,"We used reagents specific for serine-dependent proteinases to verify that a proteinase of this class is necessary for natural cytotoxicity (NK). NK was inhibited by phenylmethylsulfonylfluoride (PMSF), by diisopropylfluorophosphate (DFP), and by the plasma antiproteinase alpha-1-antichymotrypsin (alpha-1-X), all of which are specific for serine-dependent proteinases. Substrate specificity was then determined on the basis of the specificity of the plasma and fungal anti-proteinases and synthetic alternate substrates that affected NK. alpha-1-X, which inhibits only serine proteinases with aromatic amino acid specificity, blocked NK. Chymostatin, but not other fungal inhibitors, also blocked NK activity. Furthermore, the only synthetic substrates that effectively reduced NK were those derived from aromatic amino acids. The ester derivatives of these substrates inhibited NK better than the amides. NK inhibition with these alternate substrates was also stereospecific, with the L forms twofold more active than the D forms. These reagents did not block initial lymphocyte-target cell binding. Therefore we propose that the ""NK-proteinase"" is involved in either the initiation of cytolysis, perhaps as part of stimulus and secretion of cytolytic molecules, or in the cascade of events that may lead to the formation of final lytic substance.","['Hudig, D', 'Redelman, D', 'Minning, L L']","['Hudig D', 'Redelman D', 'Minning LL']",['eng'],"['AM14916/AM/NIADDK NIH HHS/United States', 'CA24450/CA/NCI NIH HHS/United States', 'CA28196/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Amino Acids)', '0 (Oligopeptides)', '0 (Protease Inhibitors)', '0 (alpha 1-Antichymotrypsin)', '12UHW9R67N (Isoflurophate)', '57KD15003I (Phenylmethylsulfonyl Fluoride)', '9076-44-2 (chymostatin)', 'EC 3.4.- (Endopeptidases)', 'EC 3.4.21.- (Serine Endopeptidases)', 'EC 3.4.21.1 (Chymotrypsin)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Amino Acids/*metabolism', 'Binding, Competitive', 'Chymotrypsin/antagonists & inhibitors/pharmacology', '*Cytotoxicity, Immunologic/drug effects', 'Dimethyl Sulfoxide/pharmacology', 'Endopeptidases/*metabolism', 'Humans', 'Isoflurophate/pharmacology', 'Killer Cells, Natural/drug effects/*enzymology/immunology', 'Leukemia, Erythroblastic, Acute/enzymology/immunology', 'Oligopeptides/pharmacology', 'Phenylmethylsulfonyl Fluoride/pharmacology', 'Protease Inhibitors', 'Serine Endopeptidases', 'Substrate Specificity', 'alpha 1-Antichymotrypsin']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",,ppublish,J Immunol. 1984 Nov;133(5):2647-54.,,,,,,,,,,,,,,,
6383950,NLM,MEDLINE,19841119,20211203,0234-5730 (Print) 0234-5730 (Linking),29,8,1984 Aug,[Factors associated with bone marrow allograft survival].,8-11,,"['Liubimova, L S', 'Mendeleeva, L P', 'Fainshtein, F E']","['Liubimova LS', 'Mendeleeva LP', 'Fainshtein FE']",['rus'],,['Journal Article'],Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Anemia, Aplastic/therapy', '*Bone Marrow Transplantation', '*Graft Survival', 'Histocompatibility Testing', 'Humans', 'Immunosuppression Therapy', 'Leukemia/therapy', 'Leukemia, Lymphoid/therapy', 'Male', 'Middle Aged', 'Transplantation, Homologous']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1984 Aug;29(8):8-11.,,"Faktory, assotsiiruiushchie s prizhivleniem allomielotransplantata.",,,,,,,,,,,,,
6383949,NLM,MEDLINE,19841119,20200713,0234-5730 (Print) 0234-5730 (Linking),29,8,1984 Aug,[Disorder of hypophyseal somatotropin function in acute leukemia in children].,16-9,,"['Gluzman, A E', 'Epshtein, E V', 'Bebeshko, V G']","['Gluzman AE', 'Epshtein EV', 'Bebeshko VG']",['rus'],,"['Case Reports', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,"['0 (Insulin)', '9002-72-6 (Growth Hormone)']",IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Growth Hormone/*blood', 'Humans', 'Insulin', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Male', 'Pituitary Gland/drug effects/*metabolism', 'Time Factors']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1984 Aug;29(8):16-9.,,Narushenie somatotropnoi funktsii gipofiza pri ostrom leikoze u detei.,,,,,,,,,,,,,
6383928,NLM,MEDLINE,19841114,20190919,0301-4681 (Print) 0301-4681 (Linking),27,2,1984,Inhibition of phorbol-ester-induced adhesion of differentiating human myeloid leukemic cells by pentamidine-isethionate.,141-5,"Human myeloid leukemia cells can be induced to differentiate into macrophage-like cells by various phorbol esters, particularly 12-O-tetradecanoyl-phorbol-14-acetate (TPA). In this study, the effect of several known protease inhibitors on TPA-induced differentiation of human acute promyelocytic leukemia cells (line HL-60) was tested. Among the test compounds, only pentamidine-isethionate (PI), an inhibitor of trypsin-like enzymes, prevented one early marker of differentiation, e.g. cell adherence to plastic and glass surfaces. However, PI failed to affect other markers of differentiation and did not inhibit readherence of scraped and resuspended TPA-treated cells. Exposure to TPA resulted in a decrease in the cellular alkaline proteolytic activity and an increase in the acid proteolytic activity. PI further inhibited the residual activity of the alkaline protease in the 36,000 g pellet fraction of the TPA-treated cells, but did not reduce this activity in control cells. The present results indicate, on the basis of the differential effects of PI, that the emergence of differentiation markers in HL-60 cells following exposure to TPA is independent of the induction of adherence.","['Klemes, Y', 'Kidron, M', 'Mayer, M', 'Fibach, E']","['Klemes Y', 'Kidron M', 'Mayer M', 'Fibach E']",['eng'],,"['Comparative Study', 'Journal Article']",England,Differentiation,Differentiation; research in biological diversity,0401650,"['0 (Amidines)', '0 (Phorbols)', '0 (Protease Inhibitors)', '673LC5J4LQ (Pentamidine)', 'EC 3.4.- (Peptide Hydrolases)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Amidines/*pharmacology', 'Cell Adhesion/drug effects', 'Cell Differentiation/drug effects', 'Cell Line', 'Humans', 'Leukemia, Myeloid/enzymology/*pathology', 'Pentamidine/*pharmacology', 'Peptide Hydrolases/metabolism', 'Phorbols/*pharmacology', 'Protease Inhibitors/pharmacology', 'Tetradecanoylphorbol Acetate/*pharmacology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']","['S0301-4681(11)60622-1 [pii]', '10.1111/j.1432-0436.1984.tb01419.x [doi]']",ppublish,Differentiation. 1984;27(2):141-5. doi: 10.1111/j.1432-0436.1984.tb01419.x.,,,,,,,,,,,,,,,
