PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,PMC,CON,GR,CIN,CN,EIN,DEP,CI,MID,OID,SI,LID
11189514,NLM,MEDLINE,20010222,20181130,0253-2727 (Print) 0253-2727 (Linking),19,7,1998 Jul,[The modulation effect of granulocyte-colony stimulating factor on the mdr1/P-gp expression in acute myeloid leukemic cells].,342-5,"OBJECTIVE: To investigate the correlation between cell differentiation and mdr1 gene expression in acute myeloid leukemic(AML) cells. METHODS: The modulation effect of granulocyte-colony stimulating factor(G-CSF) on the mdr1 gene expression in AML cells was studied in vitro by using polymerase chain reaction(PCR), in vitro cell culture, immunocytochemical and MTT assays. RESULTS: AML cells retained the ability to respond to the differentiation stimulus. Expressions of P-glycoprotein(P-gp) and mdr1 mRNA were downregulated in differentiated cells, meanwhile, a significant decrease of DNR IC50 in the AML cells with down-expression mdr1 gene was revealed and their sensitivity to anti-cancer drugs increased. CONCLUSION: Leukemic cell differentiation was closely correlated with mdr1 expression. It might be an effective method to overcome drug resistance of leukemic patient by using differentiation inducing agents.","['An, J', 'Chen, J', 'Li, X']","['An J', 'Chen J', 'Li X']","['First Affiliated Hospital, Hubei Medical University, Wuhan 430060.']",['chi'],['Journal Article'],China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/*biosynthesis', 'Acute Disease', 'Adolescent', 'Adult', 'Cell Transformation, Neoplastic/*drug effects', 'Drug Resistance, Neoplasm', 'Female', 'Gene Expression Regulation, Neoplastic', '*Genes, MDR', 'Granulocyte Colony-Stimulating Factor/*pharmacology', 'Humans', 'Leukemia, Myeloid/genetics/*metabolism/pathology', 'Male', 'Middle Aged']",,2001/02/24 12:00,2001/03/03 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/03 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Jul;19(7):342-5.,,,,,,,,,,,,,,
11189513,NLM,MEDLINE,20010222,20181130,0253-2727 (Print) 0253-2727 (Linking),19,7,1998 Jul,[In vitro study on arsenic trioxide-induced apoptosis of retinoic acid resistant acute promyelocytic leukemia cell line(MR-2)].,339-41,"OBJECTIVE: To study the possible mechanisms of arsenic trioxide (As2O3) in the treatment of acute promyelocytic leukemia (APL). METHODS: Retinoic acid resistant APL cell line MR-2 was used as in vitro model. The effect of As2O3 on MR-2 cell line was observed by cell viability, cell growth, cell morphology, flow cytometry assay, NBT reduction test and immunofluorescence analysis. RESULTS: 1.0 mumol/L of As2O3 could induce apoptosis of MR-2 cells and it correlated with the degradation of PML-RAR alpha fusion protein. CONCLUSIONS: The therapeutic effect of As2O3 for APL possibly differs from that of ATRA, however, PML-RAR alpha fusion protein may be the target of both the therapy.","['Cai, X', 'Jia, P', 'Shi, X']","['Cai X', 'Jia P', 'Shi X']","['Shanghai Institute of Hematology, Ruijin Hospital, Shanghai Second Medical University, Shanghai 200025.']",['chi'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Oxides)', '5688UTC01R (Tretinoin)', 'S7V92P67HO (Arsenic Trioxide)']",IM,"['Antineoplastic Agents/*pharmacology', 'Apoptosis/*drug effects', 'Arsenic Trioxide', 'Arsenicals/*pharmacology', 'Drug Resistance, Neoplasm', 'Humans', 'Leukemia, Promyelocytic, Acute/*pathology', 'Oxides/*pharmacology', 'Tretinoin/*pharmacology', 'Tumor Cells, Cultured']",,2001/02/24 12:00,2001/03/03 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/03 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Jul;19(7):339-41.,,,,,,,,,,,,,,
11189510,NLM,MEDLINE,20010201,20131121,0253-2727 (Print) 0253-2727 (Linking),19,8,1998 Aug,[Outcome of autologous bone marrow transplantation in 73 patients with acute leukemia].,422-4,"OBJECTIVE: To evaluate the clinical outcome of autologous bone marrow transplantation(ABMT) in acute leukemias. METHODS: Data of 73 acute leukemia patients performed ABMT in our hospital from October 1986 to December 1997 were retrospectively analyzed. The median age was 25.5(9-48) years. Forty-three of them were ANLL [CR1 35, CR2 or early relapse (ER)8], 30 were ALL (CR1 25, CR2 or ER 5). Conditioning regimens were CTX 120 mg/kg + STBI 9-10 Gy or Bu 16 mg/kg or Mel 160-180 mg/m2 + Ara-C 4 g/m2. RESULTS: All patients engrafted successfully. The median follow-up duration was 806 (32-3400) days. The 3-year probabilities of disease-free survival (DFS) for ANLL and ALL in CR1 were 54.9 +/- 7.7% and 67.0% +/- 10.6%, respectively, and the probabilities of relapse were 39.3% +/- 9.3% and 23.7% +/- 10.6%, respectively. CONCLUSION: To decrease relapse and increase DFS, patients with acute leukemia in CR1 who have no HLA-matched related donor are recommended for ABMT.","['Han, M', 'Feng, S', 'Li, C']","['Han M', 'Feng S', 'Li C']","['Institute of Hematology and Blood Diseases Hospital, CAMS and PUMC, Tianjin 300020.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['04079A1RDZ (Cytarabine)', '8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)', 'MAC conditioning regimen']",IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/*therapeutic use', '*Bone Marrow Transplantation', 'Child', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*therapy', 'Male', 'Melphalan/administration & dosage', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Retrospective Studies', 'Transplantation Conditioning', 'Transplantation, Autologous', 'Treatment Outcome']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Aug;19(8):422-4.,,,,,,,,,,,,,,
11189509,NLM,MEDLINE,20010201,20061115,0253-2727 (Print) 0253-2727 (Linking),19,8,1998 Aug,[Study of experimental mixed bone marrow transplantation].,418-21,"OBJECTIVE: To explore strategies for preventing graft versus host disease (GVHD) while preserving graft versus leukemia (GVL) effects in allogeneic bone marrow transplantation(BMT). METHODS: Allogeneic bone marrow and spleen cells mixed with syngeneic spleen/bone marrow cells were transplanted into lethally irradiated inbred mice. The mortality of the recipient mice from GVHD, the number of CFU-S, the origin of the bone marrow cells responsible for the reconstitution at different time after transplantation and the proliferative reaction against the stimulating cells from the syngeneic or allogeneic mice were observed and compared with those in the conventional syngeneic and allogeneic BMT. L615 leukemia model was used to evaluate the GVL effect of mixed BMT. RESULTS: Lethal GVHD was effectively prevented by the syngeneic spleen cells which showed no harmful effect on the CFU-S reconstitution. The medium survival time of the mixed transplanted L615 mice was significantly prolonged. CONCLUSION: The grafts composed of allogeneic bone marrow and spleen cells mixed with syngeneic spleen cells, make the recipient mice have transient GVL effects resulted from the MHC mismatched immunocompetent cells and alleviated the severe GVHD of allogeneic BMT.","['Luo, H', 'Yang, P', 'He, F']","['Luo H', 'Yang P', 'He F']","['Department of Hematology and Oncology, Naval General Hospital, Beijing 100037.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,,IM,"['Animals', 'Bone Marrow Transplantation/*methods', 'Cell Transplantation/*methods', 'Female', 'Graft vs Host Disease/prevention & control', 'Leukemia/*therapy', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Spleen/*cytology', 'Whole-Body Irradiation']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Aug;19(8):418-21.,,,,,,,,,,,,,,
11189507,NLM,MEDLINE,20010201,20061115,0253-2727 (Print) 0253-2727 (Linking),19,8,1998 Aug,[Pulmonary complications occurring after allogeneic bone marrow transplantation].,409-12,"OBJECTIVE: To explore the risk factors for and pathogenesis of pulmonary complications (PC) occurred after allogeneic bone marrow transplantation (allo-BMT). METHODS: The PC in 185 patients undergone allo-BMT were analyzed. RESULTS: Ninety-three PC episodes were observed in 89 patients and most of them were due to infections, including bacterial pneumonia (n = 27), interstitial pneumonia (n = 7), pulmonary fungus disease (n = 16), tuberculosis (n = 4), obstructive lung disease (n = 2), pulmonary edema (n = 2), lung abscess (n = 1) and 34 episodes caused by two or more pathogens. The overall mortality for PC was 12.43% (23/185). CONCLUSION: The risk factors for PC occurred after allo-BMT were not related to age and sex of recipients, bone marrow status before BMT, conditioning regimen and pulmonary function. Graft-versus-host-disease significantly increased the morbidity and mortality of PC after allo-BMT.","['Fan, Y', 'Guo, N', 'Huang, X']","['Fan Y', 'Guo N', 'Huang X']","[""Institute of Hematology, People's Hospital, Beijing Medical University, Beijing 100044.""]",['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Bone Marrow Transplantation/*adverse effects', 'Child', 'Female', 'Graft vs Host Disease', 'Humans', 'Leukemia/*therapy', 'Lung Diseases, Fungal/*etiology', 'Lung Diseases, Interstitial/*etiology', 'Male', 'Middle Aged', 'Pneumonia, Bacterial/*etiology', 'Transplantation Conditioning/methods']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Aug;19(8):409-12.,,,,,,,,,,,,,,
11189506,NLM,MEDLINE,20010201,20071115,0253-2727 (Print) 0253-2727 (Linking),19,8,1998 Aug,[Genetic instability of microsatellites Mfd41 and DCC in the evolution of chronic myelogenous leukemia].,405-8,"OBJECTIVE: To explore the relationship between the genetic instability of microsatellite and the evolution of chronic myelogenous leukemia(CML). METHODS: The loss of heterozygosity(LOH) and the microsatellite instability(MSI) of two polymorphic microsatellite markers, DCC and Mfd41, which located on chromosome 18q and 17p respectively, were assayed by standard PCR-silver staining analysis in bone marrow cells from 17 CML patients progressing from chronic phase to accelerated phase or blast crisis. RESULTS: LOH or MSI of the two microsatellites were demonstrated in 8/17 (47.5%) patients in accelerated/blastic phases. For DCC, genetic instability was revealed in 2 of 9 patients in accelerated phase and in 4 of 8 in blast crisis. For Mfd41, genetic instability was revealed in 1 of 9 patients in accelerated and in 1 of 8 in blast crisis. CONCLUSION: Genetic instability of DCC and Mfd41 may play a role in the evolution of CML.","['Li, G', 'Song, Y', 'Qian, L']","['Li G', 'Song Y', 'Qian L']","['Institute of Hematology, CAMS and PUMC, Tianjin 300020.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,,IM,"['Adolescent', 'Adult', 'Aged', 'Female', '*Genes, DCC', 'Genes, abl/genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Loss of Heterozygosity', 'Male', '*Microsatellite Repeats', 'Middle Aged', 'Polymerase Chain Reaction', 'Translocation, Genetic']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Aug;19(8):405-8.,,,,,,,,,,,,,,
11189505,NLM,MEDLINE,20010201,20131121,0253-2727 (Print) 0253-2727 (Linking),19,8,1998 Aug,[Changes of thyroid and adrenocortical functions after bone marrow transplantation with MAC conditioning regimen in leukemia patients].,402-4,"OBJECTIVE: To investigate the effect of MAC conditioning regimen on endocrine glands function in leukemia patients after bone marrow transplantation(BMT). METHODS: Thyroid and adrenocortical functions were assayed by radioimmunoassay (RIA) in 26 leukemia patients before and after BMT. RESULTS: All patients had normal thyroid and adrenocortical functions before BMT. As compared with that pre BMT, the median serum TSH levels were increased at 1, 3 and 6 months post BMT(P < 0.01). This thyroid dysfunctions were found in 7 of 26 patients, 6 of whom were recovered at 6 months post BMT. CONCLUSION: There was little effect of MAC conditioning regimen on adrenocortical function. Thyroid dysfunctions were found in 28% of the patients after BMT, and normalized in a short period without replacement therapy.","['Ma, Y', 'Qiao, Z', 'Yang, L']","['Ma Y', 'Qiao Z', 'Yang L']","['Second Affiliated Hospital, Shanxi Medical College, Taiyuan 030001.']",['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['04079A1RDZ (Cytarabine)', '8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)', 'MAC conditioning regimen']",IM,"['Adolescent', 'Adrenal Cortex/*physiopathology', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/adverse effects/*therapeutic use', '*Bone Marrow Transplantation', 'Child', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Female', 'Humans', 'Male', 'Melphalan/administration & dosage', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Thyroid Gland/*physiopathology', '*Transplantation Conditioning']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Aug;19(8):402-4.,,,,,,,,,,,,,,
11189504,NLM,MEDLINE,20010201,20131121,0253-2727 (Print) 0253-2727 (Linking),19,8,1998 Aug,[Study on apoptosis of leukemic lymphocytes mediated by purinergic P2z receptors].,398-401,"OBJECTIVE: To investigate the role of purinergic P2z receptors in human leukemic lymphocyte apoptosis induced by extracellular adenosine triphosphate (ATP). METHODS: Eleven B-CLL patients were studied. Leukemic lymphocytes with (n = 8) or without (n = 3) P2z receptors were exposed in vitro to ATP, benzoyl-benzoic-ATP (BzATP), 2-methylthio-ATP(2MeSATP), adenosine-5'-[gamma-thio] triphosphate (ATP-gamma S), and other nucleosides for 8 h. Apoptosis was detected by electron microscopy (EM), agarose gel electrophoresis, and quantitative TdT assay. RESULTS: Apoptosis was detected only in leukemic lymphocytes with P2z receptors. By using the quantitative assay, ATP-inducing DNA strand breaks were found to occur specifically for BzATP, ATP and 2MeSATP, but not for ATP-gamma S and other nucleosides. Meanwhile, ATP-inducing DNA fragmentation was fully blocked by pretreatment with oxidized ATP (OxATP), a compound recently shown to block P2z receptors. Ca2+/Calmodulin complex played a role in the regulation of the CLL cell apoptosis induced by ATP, because an antagonist of this complex, 1-[N,O-bis (5-isoquinolinesulfonyl)-N-methyl-L-tyrosyl]-4-phenylpiperazine (KN-62), was found to inhibit the ATP-inducing apoptosis. CONCLUSION: P2z receptors on lymphocytes play an important role in the apoptosis induced by ATP in vitro.","['Peng, L', 'Bradley, C J', 'Wiley, J S']","['Peng L', 'Bradley CJ', 'Wiley JS']","['Department of Laboratory Medicine, First Affiliated Hospital, West China University of Medical Sciences, Chengdu 610041.']",['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['0 (P2RX7 protein, human)', '0 (Receptors, Purinergic P2)', '0 (Receptors, Purinergic P2X7)', ""54970-91-1 (2',3'-dialdehyde ATP)"", '8L70Q75FXE (Adenosine Triphosphate)']",IM,"['Adenosine Triphosphate/*analogs & derivatives/pharmacology', '*Apoptosis', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*pathology', 'Receptors, Purinergic P2/*metabolism', 'Receptors, Purinergic P2X7', 'Tumor Cells, Cultured']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Aug;19(8):398-401.,,,,,,,,,,,,,,
11189488,NLM,MEDLINE,20010222,20181130,0253-2727 (Print) 0253-2727 (Linking),19,9,1998 Sep,[Studies on red orpiment induction of NB4 and HL-60 cell apoptosis].,477-80,"OBJECTIVE: To study the possible mechanism of red orpiment, which is main component of composite indigo naturalis tablets, in the treatment of acute promyelocytic leukemia(APL). METHODS: The effect of red orpiment on induction of APL cell line NB4 and HL-60 apoptosis were studied by cell morphology, DNA gel electrophoresis and flow cytometry assay. RESULTS: Red orpiment induced NB4 and HL-60 cell apoptosis. When treated with different concentration of red orpiment(25-200 micrograms/ml) for 16 hours, both NB4 and HL-60 cells showed typical apoptosis features. If decreased the concentration of red orpiment to 12.5 micrograms/ml, the NB4 cell still showed apoptosis features while the HL-60 cell did not when cultured for 72 hours. Arsenic disulfide(As2S2) had the same effect as red orpiment did under the same experiment condition. CONCLUSION: It is the main component, As2S2 of the red orpiment that can induces NB4 and HL-60 cell apoptosis. and the red orpiment is responsible for the high CR rate of APL induced by the composite indigo naturalis tablets.","['Bai, Y', 'Huang, S']","['Bai Y', 'Huang S']","['No. 210 Hospital of PLA, Dalian 116021.']",['chi'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Materia Medica)', '0 (Oxides)', 'S7V92P67HO (Arsenic Trioxide)']",IM,"['Antineoplastic Agents/*pharmacology', 'Apoptosis/*drug effects', 'Arsenic Trioxide', 'Arsenicals/*pharmacology', 'HL-60 Cells/drug effects', 'Humans', 'Leukemia, Promyelocytic, Acute/pathology', 'Materia Medica/*pharmacology', 'Oxides/*pharmacology', 'Tumor Cells, Cultured']",,2001/02/24 12:00,2001/03/03 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/03 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Sep;19(9):477-80.,,,,,,,,,,,,,,
11189487,NLM,MEDLINE,20010222,20181130,0253-2727 (Print) 0253-2727 (Linking),19,9,1998 Sep,[Tissue factor expression during all-trans retinoic acid or arsenic trioxide treatment in acute promyelocytic leukemia].,473-6,"OBJECTIVE: In order to study the effect of all-trans retinoic acid (ATRA) or arsenic trioxide (As2O3) treatment on the expression of tissue factor (TF) in acute promyelocytic leukemia(APL). METHODS: The plasma level of soluble fibrin monomer complex(SFMC) and D-dimer(D-D), and the TF level of cell lysate were measured by ELISA, the transcription of TF mRNA was assessed by RT-PCR. RESULTS: The plasma level of SFMC and D-D, the procoagulant activity(PCA) of bone marrow blasts, the TF level of cell lysate and the transcription of TF mRNA all remarkably elevated at diagnosis, while reduced after ATRA or As2O3 therapy. CONCLUSION: Both ATRA and As2O3 downregulated the expression of TF mRNA, decreased the PCA and TF levels in APL cells, inhibited coagulation activation and secondary hyperfibrinolysis, thus greatly relieved the bleeding symptom in the early stage of treatment.","['Zhao, W', 'Wang, H', 'Guo, W']","['Zhao W', 'Wang H', 'Guo W']","['Shanghai Institute of Hematology, Ruijin Hospital, Shanghai Second Medical University, Shanghai 200025.']",['chi'],['Journal Article'],China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Hemostatics)', '0 (Oxides)', '0 (RNA, Messenger)', '5688UTC01R (Tretinoin)', '9035-58-9 (Thromboplastin)', 'S7V92P67HO (Arsenic Trioxide)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/*therapeutic use', 'Arsenic Trioxide', 'Arsenicals/*therapeutic use', 'Female', 'Hemostatics/metabolism', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Male', 'Middle Aged', 'Oxides/*therapeutic use', 'RNA, Messenger/biosynthesis/genetics', 'Thromboplastin/biosynthesis/genetics', 'Tretinoin/*therapeutic use']",,2001/02/24 12:00,2001/03/03 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/03 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Sep;19(9):473-6.,,,,,,,,,,,,,,
11189486,NLM,MEDLINE,20010222,20181130,0253-2727 (Print) 0253-2727 (Linking),19,9,1998 Sep,[Study on the relationship between DNA topoisomerase II activity and multidrug resistance in leukemic cells].,470-2,"OBJECTIVE: To explore the relationship between DNA topoisomerase II (Topo II) activity and multidrug resistance in acute leukemia(AL). METHODS: Topo II activities were measured in peripheral blood or bone marrow leukemia cells from 17 pretreated patients and 20 after combination chemotherapy by fluorometric assay. In the same time, multidrug resistant p-glycoprotein expression was detected by immunohistochemistry using JSB-1 monoclonal antibody and mdr-1 gene expression was assayed by RT-PCR in 18 post-chemotherapy patients. RESULTS: Topo II activities were significantly higher in pretreated AL patients (0.6415 +/- 0.0561) than in healthy blood donors (0.2304 +/- 0.0591)(P < 0.005) and significantly lower in post-chemotherapy patients (0.3563 +/- 0.1011) than in pretreated ones (P < 0.005). Among 15 poorly responsed patients, 12 were p170 positive and mdr-1 overexpression, 3 case were p170 negative. Topo II activity was also decreased in these poor responsers. CONCLUSION: Decreased Topo II activity may be another factor in multidrug resistance.","['Zheng, W', 'Xie, Z', 'Tang, G']","['Zheng W', 'Xie Z', 'Tang G']","['Department of Hematology, Xiangya Hospital, Hunan Medical University, Changsha 410008.']",['chi'],['Journal Article'],China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', 'EC 5.99.1.3 (DNA Topoisomerases, Type II)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/*biosynthesis', 'Adolescent', 'Adult', 'DNA Topoisomerases, Type II/*metabolism', '*Drug Resistance, Multiple', 'Drug Resistance, Neoplasm', 'Female', '*Genes, MDR', 'Humans', 'Leukemia, Myeloid, Acute/*enzymology/genetics', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*enzymology/genetics', 'Tumor Cells, Cultured']",,2001/02/24 12:00,2001/03/03 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/03 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Sep;19(9):470-2.,,,,,,,,,,,,,,
11189485,NLM,MEDLINE,20010222,20131121,0253-2727 (Print) 0253-2727 (Linking),19,9,1998 Sep,[Enhancement of Vp16 inducing apoptosis of leukemic cells by retrovirus-mediated bcl-2 anti-sense RNA].,467-9,"OBJECTIVE: To explore the effects of retrovirus-mediated bcl-2 antisense RNA on apoptosis of leukemic cells. METHODS: Retrovirus was packaged in vitro with PA317 cells and Jurkat cell was transducted with collected virus; The expressions of bcl-2 mRNA and protein were assayed by RT-PCR and Western blotting, respectively. Apoptosis was assayed by flow cytometry and DNA ""ladder"". RESULTS: Expression of intrinsic bcl-2 was decreased, and the sensitivity of leukemic cells to Vp16 and the apoptosis of leukemic cells line Jurkat cells were enhanced by transfected bcl-2 antisense RNA. CONCLUSION: Antisense bcl-2 enhances Vp16 inducing apoptosis of leukemic cells. The results provide a useful experimental basis for leukemia therapy.","['Cao, G', 'Wang, S', 'Chen, D']","['Cao G', 'Wang S', 'Chen D']","[""Central Laboratory, People's Hospital, Beijing Medical University, Beijing 100044.""]",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Xue Ye Xue Za Zhi,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,8212398,"['0 (Antineoplastic Agents, Phytogenic)', '6PLQ3CP4P3 (Etoposide)']",IM,"['Antineoplastic Agents, Phytogenic/*pharmacology', 'Apoptosis/*drug effects', 'Etoposide/*pharmacology', '*Genes, bcl-2', 'Humans', 'Jurkat Cells', 'Retroviridae/genetics']",,2001/02/24 12:00,2001/03/03 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/03 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Zhonghua Xue Ye Xue Za Zhi. 1998 Sep;19(9):467-9.,,,,,,,,,,,,,,
