PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,AB,PMC,CIN,PS,FPS,OID
4900106,NLM,MEDLINE,19691218,20141120,0033-6890 (Print) 0033-6890 (Linking),6,5,1969 Oct-Dec,Phagocytic activity of leukemic myeloblasts.,511-24,"['Handler, E S', 'Andler, E E', 'Chesebrough, A B']","['Handler ES', 'Andler EE', 'Chesebrough AB']",['eng'],['Journal Article'],United States,J Reticuloendothel Soc,Journal of the Reticuloendothelial Society,0206462,['0 (Latex)'],IM,"['Animals', 'Escherichia coli', 'In Vitro Techniques', 'Latex', 'Leukemia, Experimental/*immunology', 'Leukocytes/*immunology', 'Lymphocyte Activation', 'Microspheres', 'Peritoneum', '*Phagocytosis', 'Rats']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",,ppublish,J Reticuloendothel Soc. 1969 Oct-Dec;6(5):511-24.,,,,,,,,
4900090,NLM,MEDLINE,19691218,20190708,0020-7136 (Print) 0020-7136 (Linking),4,5,1969 Sep 15,Antibodies in patients with Burkitt's tumor and leukemia: comparison of two fluorescence tests.,666-70,"['Goldman, M', 'Bushar, H F', 'Reisher, J I']","['Goldman M', 'Bushar HF', 'Reisher JI']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,['0 (Antibodies)'],IM,"['Antibodies/*analysis', 'Burkitt Lymphoma/*immunology', 'Cell Line', 'Culture Techniques', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia/*immunology']",1969/09/15 00:00,1969/09/15 00:01,['1969/09/15 00:00'],"['1969/09/15 00:00 [pubmed]', '1969/09/15 00:01 [medline]', '1969/09/15 00:00 [entrez]']",['10.1002/ijc.2910040512 [doi]'],ppublish,Int J Cancer. 1969 Sep 15;4(5):666-70. doi: 10.1002/ijc.2910040512.,,,,,,,,
4900046,NLM,MEDLINE,19691218,20191210,0065-3101 (Print) 0065-3101 (Linking),16,,1969,Advances in pediatric ophthalmology.,391-431,"['Kaplan, M']",['Kaplan M'],['eng'],"['Journal Article', 'Review']",United States,Adv Pediatr,Advances in pediatrics,0370436,"['0 (Cosmetics)', '0 (Steroids)']",IM,"['Ascariasis/complications', 'Child', 'Contact Lenses', 'Cosmetics/adverse effects', 'Cryosurgery', 'Dyslexia', 'Electrooculography', 'Electroretinography', '*Eye Diseases/chemically induced/genetics/therapy', 'Herpes Simplex/complications', 'Humans', 'Infections/complications', 'Keratitis, Dendritic/etiology', 'Learning Disabilities', 'Leukemia/complications', 'Light Coagulation', 'Measles/complications', '*Pediatrics', 'Retinal Detachment/therapy', 'Retinoblastoma/drug therapy', 'Rubella/complications', 'Steroids/adverse effects', 'Strabismus/therapy', 'Toxocara', 'Toxoplasmosis/complications', 'Ultrasonic Therapy', 'Uveitis/complications', 'Vaccinia/complications', 'Vision Tests']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Adv Pediatr. 1969;16:391-431.,73,,,,,,,
4900038,NLM,MEDLINE,19691218,20071115,0032-745X (Print) 0032-745X (Linking),56,4,1969 Mar 28,[Chromosomal changes in various malignant blood diseases].,148-63,"['Ferreyra, M E', 'Dondo Lascano, F']","['Ferreyra ME', 'Dondo Lascano F']",['spa'],"['Journal Article', 'Review']",Argentina,Prensa Med Argent,Prensa medica argentina,0204056,,IM,"['*Chromosome Aberrations', '*Chromosome Disorders', 'Chromosomes, Human, 19-20', 'Chromosomes, Human, 21-22 and Y', 'Hematologic Diseases', 'Humans', 'Leukemia, Myeloid, Acute']",1969/03/28 00:00,1969/03/28 00:01,['1969/03/28 00:00'],"['1969/03/28 00:00 [pubmed]', '1969/03/28 00:01 [medline]', '1969/03/28 00:00 [entrez]']",,ppublish,Prensa Med Argent. 1969 Mar 28;56(4):148-63.,167,Alteraciones cromosomicas en algunas hemopatias malignes.,,,,,,
4899991,NLM,MEDLINE,19691218,20190716,0002-922X (Print) 0002-922X (Linking),118,5,1969 Nov,Acute toxoplasmosis complicating leukemia. Diagnosis by bone marrow aspiration.,782-7,"['Abell, C', 'Holland, P']","['Abell C', 'Holland P']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Dis Child,American journal of diseases of children (1960),0370471,['0 (Acridines)'],IM,"['Acridines', 'Acute Disease', 'Bone Marrow/*microbiology', 'Bone Marrow Examination', 'Child, Preschool', 'Female', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia, Lymphoid/*complications', 'Microscopy, Fluorescence', 'Toxoplasma/isolation & purification', 'Toxoplasmosis/*complications/*diagnosis']",1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",['10.1001/archpedi.1969.02100040784020 [doi]'],ppublish,Am J Dis Child. 1969 Nov;118(5):782-7. doi: 10.1001/archpedi.1969.02100040784020.,,,,,,,,
4899936,NLM,MEDLINE,19691218,20161122,0017-6575 (Print) 0017-6575 (Linking),11,4,1968 Oct-Dec,[Preliminary studies on the treatment of acute lymphocytic leukemia of the child with L-asparaginase].,311-47,"['Astaldi, G', 'Burgio, G R', 'Severi, F', 'Genova, R', 'Curtoni, E', 'Bruschelli, M', 'Astaldi, A A Jr']","['Astaldi G', 'Burgio GR', 'Severi F', 'Genova R', 'Curtoni E', 'Bruschelli M', 'Astaldi AA Jr']",['ita'],['Journal Article'],Italy,Haematol Lat,Haematologica Latina,0373001,"['0 (Blood Proteins)', '7006-34-0 (Asparagine)', 'EC 2.6.1.- (Transaminases)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Asparaginase/adverse effects/*therapeutic use', 'Asparagine/metabolism', 'Blood Proteins/analysis', 'Body Weight', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Escherichia coli/enzymology', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukocytes/metabolism', 'Lung/diagnostic imaging', 'Lymphocyte Activation/drug effects', 'Lymphocytes/drug effects', 'Male', 'Nausea/chemically induced', 'Radiography', 'Transaminases/blood']",1968/10/01 00:00,2001/03/28 10:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1968/10/01 00:00 [entrez]']",,ppublish,Haematol Lat. 1968 Oct-Dec;11(4):311-47.,,Osservazioni preliminari sul trattamento della leucemia linfocitica acuta del bambino con L-asparaginasi.,,,,,,
4899921,NLM,MEDLINE,19691218,20181113,0367-004X (Print) 0367-004X (Linking),196,4,1969 Oct,[Clinical and physiopathological effects of Vincristine on the nervous system].,319-30,"['Freund, H J', 'Kendel, K', 'Obrecht, P']","['Freund HJ', 'Kendel K', 'Obrecht P']",['ger'],['Journal Article'],Germany,Dtsch Z Nervenheilkd,Deutsche Zeitschrift fur Nervenheilkunde,0266603,['5J49Q6B70F (Vincristine)'],IM,"['Action Potentials/drug effects', 'Adult', 'Axons/drug effects', 'Electromyography', 'Facial Paralysis/chemically induced', 'Female', 'Hodgkin Disease/drug therapy', 'Humans', 'Leukemia, Lymphoid/drug therapy', 'Lymphoma, Large B-Cell, Diffuse/drug therapy', 'Male', 'Middle Aged', 'Motor Neurons/drug effects', 'Muscular Atrophy/chemically induced', 'Nervous System Diseases/*chemically induced', 'Neurologic Examination', 'Neurons, Afferent/drug effects', 'Paresis/chemically induced', 'Paresthesia/chemically induced', 'Reflex/drug effects', 'Touch/drug effects', 'Vincristine/*adverse effects']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",,ppublish,Dtsch Z Nervenheilkd. 1969 Oct;196(4):319-30.,,Zur Klinik und Pathophysiologie der Vincristinwirkungen am Nervensystem.,,,,,,
4899789,NLM,MEDLINE,19691206,20190708,0020-7136 (Print) 0020-7136 (Linking),4,2,1969 Mar 15,Radiosensitivity and growth of Friend leukemia virus studied with the spleen focus assay method.,179-93,"['Axelrad, A A', 'Thomson, S']","['Axelrad AA', 'Thomson S']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,['0 (Cobalt Isotopes)'],IM,"['Animals', 'Cobalt Isotopes', 'Culture Techniques', 'Freezing', 'Friend murine leukemia virus/*growth & development/*radiation effects', 'Histological Techniques', 'Methods', 'Mice', '*Radiation Effects', '*Spleen', 'Time Factors', 'Ultraviolet Rays']",1969/03/15 00:00,1969/03/15 00:01,['1969/03/15 00:00'],"['1969/03/15 00:00 [pubmed]', '1969/03/15 00:01 [medline]', '1969/03/15 00:00 [entrez]']",['10.1002/ijc.2910040208 [doi]'],ppublish,Int J Cancer. 1969 Mar 15;4(2):179-93. doi: 10.1002/ijc.2910040208.,,,,,,,,
4899685,NLM,MEDLINE,19691205,20190708,0020-7136 (Print) 0020-7136 (Linking),4,4,1969 Jul 15,Studies on Murine Sarcoma Virus: antigenic characterization of Murine Sarcoma Virus induced tumor cells.,465-79,"['Chuat, J C', 'Berman, L', 'Gunven, P', 'Klein, E']","['Chuat JC', 'Berman L', 'Gunven P', 'Klein E']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibiotics, Antineoplastic)', '0 (Antibodies)', '0 (Antigens)', '0 (Culture Media)', '0 (Immune Sera)']",IM,"['Animals', 'Antibiotics, Antineoplastic/analysis', 'Antibodies/analysis', 'Antigen-Antibody Reactions', 'Antigens/*analysis', 'Cricetinae', 'Culture Media', 'Fluorescent Antibody Technique', 'Immune Sera', 'Mice', 'Moloney murine leukemia virus/*immunology', 'Neoplasms, Experimental/pathology', 'Rats', 'Sarcoma, Experimental/*immunology']",1969/07/15 00:00,1969/07/15 00:01,['1969/07/15 00:00'],"['1969/07/15 00:00 [pubmed]', '1969/07/15 00:01 [medline]', '1969/07/15 00:00 [entrez]']",['10.1002/ijc.2910040412 [doi]'],ppublish,Int J Cancer. 1969 Jul 15;4(4):465-79. doi: 10.1002/ijc.2910040412.,,,,,,,,
4899663,NLM,MEDLINE,19691205,20071115,0037-8771 (Print) 0037-8771 (Linking),45,3,1969 Feb 15,[Reactivity of the lymphocytes of lymph nodes in cases of malignant lymphoma to plant agglutinin].,194-6,"['Stramignoni, A', 'Navone, R', 'Meriggi, E']","['Stramignoni A', 'Navone R', 'Meriggi E']",['ita'],['Journal Article'],Italy,Boll Soc Ital Biol Sper,Bollettino della Societa italiana di biologia sperimentale,7506962,['0 (Lectins)'],IM,"['*Antigen-Antibody Reactions', 'Hodgkin Disease/*immunology', 'Humans', 'Lectins/*pharmacology', 'Leukemia, Lymphoid/*immunology', 'Lymph Nodes/*immunology', 'Lymphocytes/*immunology', 'Lymphoma, Large B-Cell, Diffuse/*immunology', 'Lymphoma, Non-Hodgkin/*immunology']",1969/02/15 00:00,1969/02/15 00:01,['1969/02/15 00:00'],"['1969/02/15 00:00 [pubmed]', '1969/02/15 00:01 [medline]', '1969/02/15 00:00 [entrez]']",,ppublish,Boll Soc Ital Biol Sper. 1969 Feb 15;45(3):194-6.,,Reattivita alla fitoemoagglutinina dei linfociti dei linfonodi in casi di linfoma maligno.,,,,,,
4899616,NLM,MEDLINE,19691205,20041117,0021-5031 (Print) 0021-5031 (Linking),39,1,1969 Feb,Effect of bone marrow graft on the susceptibility of mice to Friend leukemia virus.,99-100,"['Odaka, T']",['Odaka T'],['eng'],['Journal Article'],Japan,Jpn J Exp Med,The Japanese journal of experimental medicine,9800765,,IM,"['Animals', 'Bone Marrow Cells', '*Bone Marrow Transplantation', 'Female', '*Friend murine leukemia virus/isolation & purification', 'Kidney', 'Leukemia, Experimental/*etiology', 'Liver', 'Lymph Nodes', 'Male', 'Mice', 'Organ Size', 'Spleen/microbiology', 'Splenomegaly/etiology', 'Thymus Gland', 'Transplantation, Homologous']",1969/02/01 00:00,1969/02/01 00:01,['1969/02/01 00:00'],"['1969/02/01 00:00 [pubmed]', '1969/02/01 00:01 [medline]', '1969/02/01 00:00 [entrez]']",,ppublish,Jpn J Exp Med. 1969 Feb;39(1):99-100.,,,,,,,,
4899590,NLM,MEDLINE,19691205,20141120,0007-1048 (Print) 0007-1048 (Linking),17,4,1969 Oct,The value of isotopic labelling studies in the treatment of chronic lymphocytic leukaemia by ECIB.,409,"['Field, E O', 'Dawson, K B', 'Hammersley, P']","['Field EO', 'Dawson KB', 'Hammersley P']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Nucleosides)', '10028-17-8 (Tritium)', 'WHI7HQ7H85 (Uridine)']",IM,"['Blood/*radiation effects', '*Extracorporeal Circulation', 'Humans', 'In Vitro Techniques', 'Leukemia, Lymphoid/*radiotherapy', 'Leukocyte Count', 'Lymphocytes', 'Nucleosides', '*Radiation Effects', '*Radioisotope Dilution Technique', 'Tritium', 'Uridine']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",,ppublish,Br J Haematol. 1969 Oct;17(4):409.,,,,,,,,
4899589,NLM,MEDLINE,19691205,20071115,0007-1048 (Print) 0007-1048 (Linking),17,4,1969 Oct,Lymphocyte kinetics in chronic lymphocytic leukaemia (CLL) studied by ECIB.,408,"['Schiffer, L M', 'Chanana, A D', 'Cronkite, E P', 'Greenberg, M L', 'Okuyama, S', 'Rai, K R', 'Robertson, V S', 'Stryckmans, P A', 'Vincent, P C']","['Schiffer LM', 'Chanana AD', 'Cronkite EP', 'Greenberg ML', 'Okuyama S', 'Rai KR', 'Robertson VS', 'Stryckmans PA', 'Vincent PC']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,,IM,"['*Cell Division', '*Extracorporeal Circulation', 'Humans', 'Leukemia, Lymphoid/*radiotherapy', 'Lymphocytes/*radiation effects', '*Radiation Effects', 'Radioisotope Dilution Technique']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",,ppublish,Br J Haematol. 1969 Oct;17(4):408.,,,,,,,,
4899471,NLM,MEDLINE,19691205,20141003,0016-450X (Print) 0016-450X (Linking),60,3,1969 Jun,High anti-EB virus titer in sera of patients with nasopharyngeal carcinoma: a small-scaled seroepidemiological study.,335-40,"['Ito, Y', 'Takahashi, T', 'Kawamura, A Jr', 'Tu, S M']","['Ito Y', 'Takahashi T', 'Kawamura A Jr', 'Tu SM']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,"['0 (Antibodies)', '0 (Immune Sera)']",IM,"['Adolescent', 'Adult', 'Antibodies/*analysis', 'Burkitt Lymphoma/immunology', 'Child', 'Child, Preschool', 'China', 'Female', 'Fluorescent Antibody Technique', 'Head and Neck Neoplasms/immunology', 'Herpesviridae/*immunology', 'Humans', 'Immune Sera', 'Infant', 'Japan', 'Leukemia/immunology', 'Lung Neoplasms/immunology', 'Lymphoma/immunology', 'Nasopharyngeal Neoplasms/*immunology', 'Tongue Neoplasms/immunology', 'Uterine Cervical Neoplasms/immunology']",1969/06/01 00:00,2001/03/28 10:01,['1969/06/01 00:00'],"['1969/06/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/06/01 00:00 [entrez]']",,ppublish,Gan. 1969 Jun;60(3):335-40.,,,,,,,,
4899209,NLM,MEDLINE,19691202,20200930,0037-9727 (Print) 0037-9727 (Linking),132,1,1969 Oct,Establishment of lines from normal human blood leukocytes by co-cultivation with a leukocyte line derived from a leukemic child.,247-52,"['Miller, G', 'Enders, J F', 'Lisco, H', 'Kohn, H I']","['Miller G', 'Enders JF', 'Lisco H', 'Kohn HI']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,,IM,"['Adult', 'Burkitt Lymphoma/immunology', 'Cell Line', 'Child, Preschool', '*Culture Techniques', 'Cytogenetics', 'Female', 'Fluorescent Antibody Technique', 'Herpesviridae/immunology', 'Humans', 'Leukemia/*blood', 'Leukocytes/*growth & development/radiation effects', 'Male', 'Placenta/cytology', 'Radiation Genetics', 'Sex Chromosomes']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",['10.3181/00379727-132-34189 [doi]'],ppublish,Proc Soc Exp Biol Med. 1969 Oct;132(1):247-52. doi: 10.3181/00379727-132-34189.,,,,,,,,
4898934,NLM,MEDLINE,19691201,20131121,0552-2080 (Print) 0552-2080 (Linking),13,7,1968 Jul,[Basophilic granulocytes of blood in different conditions of organism. (Literature review)].,53-8,"['Petrova, T R']",['Petrova TR'],['rus'],"['Journal Article', 'Review']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,"['0 (Hormones)', '0 (Lipoproteins)', '333DO1RDJY (Serotonin)', '4091-50-3 (p-Methoxy-N-methylphenethylamine)', '820484N8I3 (Histamine)', '9005-49-6 (Heparin)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Alkaline Phosphatase/analysis', 'Animals', 'Basophils/analysis/*cytology/drug effects/enzymology/physiology/physiopathology', 'Blood Cell Count', 'Cardiovascular Diseases/blood', 'Cats', 'Chickens', 'Dogs', 'Heparin/analysis', 'Histamine/analysis', 'Hormones/pharmacology', 'Humans', 'Leukemia, Myeloid/blood', 'Lipoproteins', 'Lizards', 'Mast Cells/analysis/cytology/drug effects', 'Mice', 'Polycythemia/blood', 'Protein Binding', 'Rabbits', 'Rats', 'Serotonin/analysis', 'p-Methoxy-N-methylphenethylamine/pharmacology']",1968/07/01 00:00,1968/07/01 00:01,['1968/07/01 00:00'],"['1968/07/01 00:00 [pubmed]', '1968/07/01 00:01 [medline]', '1968/07/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1968 Jul;13(7):53-8.,70,Bazofil'nye granulotsity krovi pri razlichnykh sostoianiiakh organizma. (Obzor literatury),,,,,,
4898869,NLM,MEDLINE,19691201,20061115,0033-2240 (Print) 0033-2240 (Linking),25,7,1969,[Biochemistry of normal and leukemic leukocytes. 3. Enzymes of multilobed neutrophilic granulocytes].,548-50,"['Lisiewicz, J', 'Naskalski, J', 'Sznajd, J', 'Pajdak, W']","['Lisiewicz J', 'Naskalski J', 'Sznajd J', 'Pajdak W']",['pol'],"['Journal Article', 'Review']",Poland,Przegl Lek,Przeglad lekarski,19840720R,['EC 3.- (Hydrolases)'],IM,"['Humans', 'Hydrolases/*blood', 'Leukemia/*enzymology', 'Leukocytes/*enzymology', 'Lysosomes/enzymology', 'Neutrophils/enzymology', 'Phagocytosis']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Przegl Lek. 1969;25(7):548-50.,20,Biochemia leukocytow prawidlowych i bialaczkowych. 3. Enzymy granulocytow obojetnochlonnych wielopl/atowych.,,,,,,
4898857,NLM,MEDLINE,19691201,20161122,0028-4793 (Print) 0028-4793 (Linking),281,19,1969 Nov 6,L-asparaginase: therapeutic and toxic effects in patients with neoplastic disease.,1028-34,"['Haskell, C M', 'Canellos, G P', 'Leventhal, B G', 'Carbone, P P', 'Block, J B', 'Serpick, A A', 'Selawry, O S']","['Haskell CM', 'Canellos GP', 'Leventhal BG', 'Carbone PP', 'Block JB', 'Serpick AA', 'Selawry OS']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Serum Albumin)', '97C5T2UQ7J (Cholesterol)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.2.1.- (Amylases)', 'EC 3.5.1.1 (Asparaginase)', 'RFM9X3LJ49 (Bilirubin)']",IM,"['Adolescent', 'Adult', 'Alkaline Phosphatase/blood', 'Amylases/blood', 'Asparaginase/administration & dosage/*adverse effects/*therapeutic use', 'Bilirubin/blood', 'Blood Coagulation Disorders/chemically induced', 'Blood Urea Nitrogen', 'Brain Diseases/chemically induced', 'Chemical and Drug Induced Liver Injury', 'Child', 'Cholesterol/blood', 'Drug Hypersensitivity/etiology', 'Escherichia coli/enzymology', 'Female', 'Humans', 'Leukemia/drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Lymphoma/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Male', 'Melanoma/drug therapy', 'Middle Aged', 'Neoplasms/*drug therapy', 'Pancreatitis/chemically induced', 'Serum Albumin/analysis', 'Uremia/chemically induced']",1969/11/06 00:00,1969/11/06 00:01,['1969/11/06 00:00'],"['1969/11/06 00:00 [pubmed]', '1969/11/06 00:01 [medline]', '1969/11/06 00:00 [entrez]']",['10.1056/NEJM196911062811902 [doi]'],ppublish,N Engl J Med. 1969 Nov 6;281(19):1028-34. doi: 10.1056/NEJM196911062811902.,,,,,,,,
4898709,NLM,MEDLINE,19691130,20131121,0015-6264 (Print) 0015-6264 (Linking),7,4,1969 Jul,Elements traced to the blood.,380-2,,,['eng'],"['Journal Article', 'Review']",England,Food Cosmet Toxicol,Food and cosmetics toxicology,0374623,"['0 (Trace Elements)', '00BH33GNGH (Cadmium)', '00J9J9XKDE (Vanadium)', '2P299V784P (Lead)', '789U1901C5 (Copper)', '81AH48963U (Molybdenum)', 'H6241UJ22B (Selenium)', 'I38ZP9992A (Magnesium)', 'J41CSQ7QDS (Zinc)']",IM,"['Animals', 'Cadmium/blood', 'Cattle', 'Child', 'Copper/blood', 'Female', 'Hot Temperature', 'Humans', 'Kwashiorkor/blood', 'Lead/blood', 'Leukemia, Lymphoid/blood', 'Liver Cirrhosis/blood', 'Lymphoma/blood', 'Magnesium/blood', 'Male', 'Milk/analysis', 'Molybdenum/blood', 'Multiple Myeloma/blood', 'Pregnancy', 'Selenium/blood', 'Trace Elements/*blood', 'Vanadium/blood', 'Zinc/blood']",1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",,ppublish,Food Cosmet Toxicol. 1969 Jul;7(4):380-2.,0,,,,,,,
4898679,NLM,MEDLINE,19691129,20181113,0035-9157 (Print) 0035-9157 (Linking),62,9,1969 Sep,Mechanisms of graft rejection.,953-5,"['Batchelor, J R']",['Batchelor JR'],['eng'],"['Journal Article', 'Review']",England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['0 (Antibodies)', '0 (Immunoglobulin M)', '0 (Isoantibodies)']",IM,"['Animals', 'Antibodies', 'Antigen-Antibody Reactions', 'Ascites', 'Histiocytes', 'Humans', 'Immunoglobulin M', 'Isoantibodies', 'Kidney Transplantation', 'Leukemia, Experimental', 'Lymphocytes', 'Macrophages', 'Mice', 'Neoplasm Transplantation', 'Skin Transplantation', '*Transplantation Immunology', 'Transplantation, Homologous']",1969/09/01 00:00,1969/09/01 00:01,['1969/09/01 00:00'],"['1969/09/01 00:00 [pubmed]', '1969/09/01 00:01 [medline]', '1969/09/01 00:00 [entrez]']",,ppublish,Proc R Soc Med. 1969 Sep;62(9):953-5.,26,,,PMC1810850,,,,
4898621,NLM,MEDLINE,19691129,20190511,0002-9262 (Print) 0002-9262 (Linking),90,4,1969 Oct,"Symptoms, septicemia and death in salmonellosis.",285-91,"['Cherubin, C E', 'Fodor, T', 'Denmark, L I', 'Master, C S', 'Fuerst, H T', 'Winter, J W']","['Cherubin CE', 'Fodor T', 'Denmark LI', 'Master CS', 'Fuerst HT', 'Winter JW']",['eng'],['Journal Article'],United States,Am J Epidemiol,American journal of epidemiology,7910653,,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Epidemiologic Methods', 'Female', 'Humans', 'Infant', 'Leukemia/complications', 'Lymphoma/complications', 'Male', 'Middle Aged', 'Salmonella/isolation & purification', 'Salmonella Infections/complications/*epidemiology/mortality', 'Salmonella typhimurium/isolation & purification', 'Sepsis/*epidemiology/microbiology', 'Serotyping']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",['10.1093/oxfordjournals.aje.a121072 [doi]'],ppublish,Am J Epidemiol. 1969 Oct;90(4):285-91. doi: 10.1093/oxfordjournals.aje.a121072.,,,,,,,,
4898614,NLM,MEDLINE,19691127,20190618,0036-8075 (Print) 0036-8075 (Linking),166,3905,1969 Oct 31,Delayed radiation effects in atomic-bomb survivors. Major observations by the Atomic Bomb Casualty Commission are evaluated.,569-74,"['Miller, R W']",['Miller RW'],['eng'],"['Journal Article', 'Review']",United States,Science,"Science (New York, N.Y.)",0404511,,IM,"['Adolescent', 'Adult', 'Cephalometry', 'Child', 'Child, Preschool', 'Chromosome Aberrations/epidemiology', 'Chromosome Disorders', 'Embryo, Mammalian/radiation effects', 'Eye/radiation effects', 'Female', 'Gestational Age', 'Growth/radiation effects', 'Head/radiation effects', 'Humans', 'Infant', 'Infant, Newborn', 'Intellectual Disability/epidemiology', 'International Cooperation', 'Japan', 'Leukemia, Radiation-Induced/epidemiology', 'Life Expectancy', 'Male', 'Neoplasms, Radiation-Induced/epidemiology', '*Nuclear Warfare', '*Pregnancy', '*Radiation Genetics', 'Radiation Injuries/*epidemiology', 'Sex Factors', 'Sex Ratio', 'Time', 'Time Factors', 'United States']",1969/10/31 00:00,1969/10/31 00:01,['1969/10/31 00:00'],"['1969/10/31 00:00 [pubmed]', '1969/10/31 00:01 [medline]', '1969/10/31 00:00 [entrez]']",['10.1126/science.166.3905.569 [doi]'],ppublish,Science. 1969 Oct 31;166(3905):569-74. doi: 10.1126/science.166.3905.569.,42,,,,,,,
4898592,NLM,MEDLINE,19691127,20161122,0025-7869 (Print) 0025-7869 (Linking),20,6,1968 Jun,[The contribution of lymphography to the diagnosis and treatment of malignant hemolymphopathies].,703-9,"['Grozea, P', 'Roxin, T', 'Bujar, H', 'Momiceanu, D', 'Georgesc, M', 'Geib, R']","['Grozea P', 'Roxin T', 'Bujar H', 'Momiceanu D', 'Georgesc M', 'Geib R']",['rum'],['Journal Article'],Romania,Med Interna (Bucur),Medicina interna,7503144,,IM,"['Hodgkin Disease/*diagnostic imaging', 'Humans', 'Leukemia, Lymphoid/*diagnostic imaging', '*Lymphography', 'Lymphoma/*diagnostic imaging', 'Lymphoma, Large B-Cell, Diffuse/*diagnostic imaging', 'Lymphoma, Non-Hodgkin/*diagnostic imaging']",1968/06/01 00:00,1968/06/01 00:01,['1968/06/01 00:00'],"['1968/06/01 00:00 [pubmed]', '1968/06/01 00:01 [medline]', '1968/06/01 00:00 [entrez]']",,ppublish,Med Interna (Bucur). 1968 Jun;20(6):703-9.,,Aportul limfografiei in diagnosticul si tratamentul hemolimfopatiilor maligne.,,,,,,
