PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,RF,TT,PMC,SI,OID,OTO,OT,GN,OAB,OABL
3010772,NLM,MEDLINE,19860616,20190627,0003-2697 (Print) 0003-2697 (Linking),154,1,1986 Apr,The quantitative determination of 2'-deoxycytidine-5'-triphosphate in cell extracts by radioimmunoassay.,276-81,"A radioimmunoassay (RIA) capable of quantitating dCTP in femtomolar amounts in cell extracts has been developed, and applied to human fibroblast cell lines and L5178Y mouse lymphoma lines. Cross reactivity of the antibody with CTP, though low (2.7%) has necessitated pre-RIA removal of CTP by either boronate affinity gel chromatography or sodium periodate oxidation. Fractions from the boronate gel column or aliquots of NaIO4-treated cell extract are quantitated directly by the RIA. Recovery of extracted dCTP standard taken through the entire procedure is quantitative and results are reproducible. Due to the high sensitivity of the quantitation step, dCTP can be accurately measured in relatively small numbers of cells--about 10(4) cells.","['Piall, E M', 'Aherne, G W', 'Marks, V']","['Piall EM', 'Aherne GW', 'Marks V']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Anal Biochem,Analytical biochemistry,0370535,"['0 (Deoxycytosine Nucleotides)', '10450-60-9 (Periodic Acid)', ""2056-98-6 (2'-deoxycytidine 5'-triphosphate)"", '65-47-4 (Cytidine Triphosphate)', 'B45A1BUM4Q (metaperiodate)']",IM,"['Animals', 'Chromatography, Affinity', 'Cross Reactions', 'Cytidine Triphosphate/immunology/isolation & purification', 'Deoxycytosine Nucleotides/*analysis/immunology', 'Fibroblasts/analysis', 'Humans', 'Leukemia L5178/metabolism', 'Mice', 'Microchemistry', 'Periodic Acid', 'Radioimmunoassay/*methods']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']","['0003-2697(86)90526-9 [pii]', '10.1016/0003-2697(86)90526-9 [doi]']",ppublish,Anal Biochem. 1986 Apr;154(1):276-81. doi: 10.1016/0003-2697(86)90526-9.,,,,,,,,,,,
3010720,NLM,MEDLINE,19860610,20190716,0002-9629 (Print) 0002-9629 (Linking),291,5,1986 May,Electron microscopic detection of virus particles in the rhino mouse.,314-20,"The rhino mouse, an experimental model for systemic lupus erythematosus, was found to have murine leukemia virus particles present in the skin. Immunoperoxidase studies with anti-type C virus antibody indicated viral antigen presence in the sebaceous cells and surrounding follicular cysts of the dermis. Electron microscope studies show virus particles, both type C extracellularly and type A intracellularly, around follicular cysts. Virus particle was labeled with specific ferritin-conjugated antitype C virus antibody.","['Churchwell, M A', 'Noah, P W', 'Rosenberg, E W', 'Bale, G', 'Brown, P S', 'Pitcock, J A', 'Gupta, R C']","['Churchwell MA', 'Noah PW', 'Rosenberg EW', 'Bale G', 'Brown PS', 'Pitcock JA', 'Gupta RC']",['eng'],['Journal Article'],United States,Am J Med Sci,The American journal of the medical sciences,0370506,,IM,"['Animals', 'Disease Models, Animal', 'Homozygote', 'Immunoenzyme Techniques', 'Leukemia Virus, Murine/*isolation & purification', 'Lupus Erythematosus, Systemic/genetics/veterinary', 'Mice', 'Mice, Mutant Strains/*microbiology', 'Microscopy, Electron', 'Skin/microbiology', 'Virion/*isolation & purification']",1986/05/01 00:00,1986/05/01 00:01,['1986/05/01 00:00'],"['1986/05/01 00:00 [pubmed]', '1986/05/01 00:01 [medline]', '1986/05/01 00:00 [entrez]']","['S0002-9629(15)36969-X [pii]', '10.1097/00000441-198605000-00005 [doi]']",ppublish,Am J Med Sci. 1986 May;291(5):314-20. doi: 10.1097/00000441-198605000-00005.,,,,,,,,,,,
3010695,NLM,MEDLINE,19860603,20191210,0002-9106 (Print) 0002-9106 (Linking),175,2-3,1986 Feb-Mar,"Postembedding immunogold labeling for electron microscopy using ""LR White"" resin.",267-75,"A method is described for performing postembedding immunogold immunocytochemistry on sections of LR White-embedded tissues. Fixation of tissue in a combination of paraformaldehyde and glutaraldehyde, or with low concentrations of glutaraldehyde followed by partial dehydration, resulted in preservation of antigenicity for a variety of proteins in different tissue samples. Good structural preservation facilitated high-resolution immunolabeling when coupled with the use of purified monoclonal antibodies. The technique is straightforward and versatile, offering the potential for many immunocytochemical applications with minimal modifications.","['Timms, B G']",['Timms BG'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Anat,The American journal of anatomy,0376312,"['0 (Anion Exchange Protein 1, Erythrocyte)', '0 (Antibodies, Monoclonal)', '7440-57-5 (Gold)', 'EC 1.11.1.7 (Peroxidase)', 'EC 3.6.1.- (Ca(2+) Mg(2+)-ATPase)', 'EC 7.2.2.10 (Calcium-Transporting ATPases)']",IM,"['Animals', 'Anion Exchange Protein 1, Erythrocyte/metabolism', 'Antibodies, Monoclonal', 'Ca(2+) Mg(2+)-ATPase/metabolism', 'Calcium-Transporting ATPases/metabolism', 'Erythrocytes/ultrastructure', 'Female', '*Gold', 'Humans', 'Immunochemistry/*methods', 'Leukemia, Myeloid, Acute/enzymology', 'Microscopy, Electron/*methods', 'Muscles/enzymology/ultrastructure', 'Peroxidase/metabolism', 'Rabbits']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1002/aja.1001750211 [doi]'],ppublish,Am J Anat. 1986 Feb-Mar;175(2-3):267-75. doi: 10.1002/aja.1001750211.,['NS-18814/NS/NINDS NIH HHS/United States'],,,,,,,,,,
3010647,NLM,MEDLINE,19860625,20191029,0349-652X (Print) 0349-652X (Linking),25,1,1986 Jan-Feb,Radiation treatment of testicular relapse in acute lymphoblastic leukemia.,29-32,"Ten patients with testicular relapse among 128 cases of acute lymphoblastic leukemia are reported. At the time of the initial diagnosis of leukemia all patients with later testicular relapse showed one or more risk factors as predictive for leukemic infiltration of the testicles. All patients except one, who underwent orchiectomy and died 11 weeks after surgical intervention, received radiation therapy with doses ranging from 12 to 20 Gy and chemotherapy. The local control was excellent. Average survival time from testicular relapse to death was 68 weeks in 8 of 9 patients treated by irradiation and chemotherapy. One patient is still alive without signs of disease after 6 years.","['Tombolini, V', 'Banelli, E', 'Capua, A', 'Giona, F', 'Vitturini, A']","['Tombolini V', 'Banelli E', 'Capua A', 'Giona F', 'Vitturini A']",['eng'],['Journal Article'],Sweden,Acta Radiol Oncol,Acta radiologica. Oncology,8209606,,IM,"['Adolescent', 'Adult', 'Child', 'Humans', 'Leukemia, Lymphoid/*radiotherapy', 'Male', 'Prognosis', 'Radiotherapy Dosage', 'Testicular Neoplasms/*radiotherapy']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",['10.3109/02841868609136373 [doi]'],ppublish,Acta Radiol Oncol. 1986 Jan-Feb;25(1):29-32. doi: 10.3109/02841868609136373.,,,,,,,,,,,
3010625,NLM,MEDLINE,19860609,20111117,0001-5806 (Print) 0001-5806 (Linking),49,1,1986 Feb,Expression and regulation of transferrin receptors on human leukemic cells (HL 60) during cellular proliferation and differentiation.,43-53,,"['Nishimura, J', 'Muta, K', 'Yamamoto, M', 'Ikeda, K', 'Ideguchi, H', 'Ibayashi, H']","['Nishimura J', 'Muta K', 'Yamamoto M', 'Ikeda K', 'Ideguchi H', 'Ibayashi H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (Receptors, Cell Surface)', '0 (Receptors, Transferrin)', '0 (Transferrin)']",IM,"['Cell Differentiation', 'Cell Division', 'Humans', 'Leukemia/*metabolism/pathology', 'Receptors, Cell Surface/analysis/*metabolism', 'Receptors, Transferrin', 'Transferrin/*metabolism']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1986 Feb;49(1):43-53.,,,,,,,,,,,
3010594,NLM,MEDLINE,19860602,20190908,0168-1702 (Print) 0168-1702 (Linking),4,2,1986 Feb,Sendai virus replication in Friend erythroleukemia cells. I. Acutely and persistently infected cells become resistant to virus-induced lysis.,117-32,"Friend leukemia cells (FLC) are susceptible to infection by Sendai virus, a member of the paramyxovirus group. FLC constitute a most suitable model to study virus-host cell interactions, because they grow in suspension (thus avoiding the use of trypsin), and provide an easy way of deriving single-cell clones. When FLC are infected with Sendai virus at high m.o.i., a direct, extensive lysis of the cells ensues, whereas lower doses of virus result in a cytocidal infection whose lethality depends mainly on the virus used, standard or defective interfering egg-grown Sendai virus (EGSV), and on the multiplicity of infection (m.o.i). At later times after infection, FLC become resistant to the Sendai induced lysis (SIL). The SIL resistance can be maintained in single-cell clones that had survived the first infection. The maintenance of the resistant phenotype of the clones requires the serial subcultivation of the cells in the presence of activated EGSV. The mechanisms that presumably regulate the appearance of SIL resistance in Sendai infected FLC are discussed.","['Benedetto, A', 'Amici, C', 'Zaniratti, S', 'Elia, G', 'Camporiondo, M P']","['Benedetto A', 'Amici C', 'Zaniratti S', 'Elia G', 'Camporiondo MP']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Virus Res,Virus research,8410979,['0 (Viral Proteins)'],IM,"['Cell Fusion', 'Cell Line', '*Cell Survival', 'Clone Cells', '*Cytopathogenic Effect, Viral', 'Defective Viruses/physiology', 'Friend murine leukemia virus', 'Hemagglutination Tests', 'Leukemia, Erythroblastic, Acute', 'Parainfluenza Virus 1, Human/*physiology', 'Phenotype', 'Temperature', 'Viral Plaque Assay', 'Viral Proteins/biosynthesis', '*Virus Replication']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']","['0168-1702(86)90036-5 [pii]', '10.1016/0168-1702(86)90036-5 [doi]']",ppublish,Virus Res. 1986 Feb;4(2):117-32. doi: 10.1016/0168-1702(86)90036-5.,,,,,,,,,,,
3010566,NLM,MEDLINE,19860612,20081121,0042-8809 (Print) 0042-8809 (Linking),32,2,1986 Mar-Apr,[Acid glycosidases in leukocytes of patients with chronic and acute myeloid leukemias].,114-8,"Activities of five acid glycosidases were examined in leukocytes of 30 healthy persons, 17 patients with chronic myeloid leukemia (CML) and 7 patients with acute myeloid leukemia (AML). In leukocytes of the patients with CML activities of alpha-D-mannosidase, N-acetyl-beta-D-hexosaminidase and beta-D-glucurodase were significantly higher (p less than 0.01) and those of alpha-D-galactosidase and alpha-D-glucosidase were somewhat higher (p less than 0.05) as compared with control leukocytes. Activities of all five glycosidases in leukocytes of patients with AML were within the normal limits. Glycosidase activities were also examined in leukocytes of three groups of patients with CML at different stages of the disease: chronic, progressive and blast crisis. All the enrymes exhibited the highest activity in the first group of patients; the activities of these enxymes in the second group were lower and those in the third group were close to normal. When CML leukocytes were fractionated using the Ficoll-verografin method, the activities of the enzymes in the interface fraction (unmatured cells) were higher than those in the bottom fraction (matured granulyocytes). These data suggest that the increased glycosidase activity in CML cells is due to the presence of the population of unmatured granulocytes which are distinct from blast cells.","['Minakova, A L', 'Preobrazhenskaia, M E', 'Khoroshko, N D']","['Minakova AL', 'Preobrazhenskaia ME', 'Khoroshko ND']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Vopr Med Khim,Voprosy meditsinskoi khimii,0416601,"['EC 3.2.1.- (Glycoside Hydrolases)', 'EC 3.2.1.- (Hexosaminidases)', 'EC 3.2.1.- (Mannosidases)', 'EC 3.2.1.1 (alpha-Amylases)', 'EC 3.2.1.22 (alpha-Galactosidase)', 'EC 3.2.1.24 (alpha-Mannosidase)', 'EC 3.2.1.31 (Glucuronidase)', 'EC 3.2.1.52 (beta-N-Acetylhexosaminidases)']",IM,"['*Clinical Enzyme Tests', 'Glucuronidase/blood', 'Glycoside Hydrolases/*blood', 'Hexosaminidases/blood', 'Humans', 'Leukemia, Myeloid/*diagnosis', 'Leukemia, Myeloid, Acute/*diagnosis', 'Leukocytes/*enzymology', 'Mannosidases/blood', 'Spectrometry, Fluorescence', 'alpha-Amylases/blood', 'alpha-Galactosidase/blood', 'alpha-Mannosidase', 'beta-N-Acetylhexosaminidases']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",,ppublish,Vopr Med Khim. 1986 Mar-Apr;32(2):114-8.,,,Kislye glikozidazy leikotsitov bol'nykh khronicheskimi i ostrymi mieloidnymi leikozami.,,,,,,,,
3010532,NLM,MEDLINE,19860612,20161026,0375-8427 (Print) 0375-8427 (Linking),31,3,1986 Mar,[Experimental and natural infection with the enzootic leukosis virus of cattle].,129-40,"A trial was performed with heifers at the age of six to seven months. The animals were experimentally infected with the lymphocytes of a virus-productive donor. Infection was produced in all the nine cases, as demonstrated by means of the positive syncytial test. As indicated by the results of the trial, the antibodies to the enzootic bovine leucosis virus (BLV) were produced soon after experimental infection. A high sensitivity of the serum-neutralization test and the ELISA method was demonstrated in this connection: by these methods, the antibodies were identified already two to three weeks after experimental infection whereas by the immunodiffusion test they could be detected only after five weeks. Twenty-four animals were exposed to natural contact infection. Within 270 days of the trial, the disease after contact was recorded only in one heifer out of the four that were in close contact with the experimentally infected animals. In this case, as compared with experimental infection, the antibodies were produced much later--after 85 to 93 days. Leucosis was recorded in none of the remaining animals. The reasons why such a favourable result was obtained were the thorough disinfection of the stables after blood collections and the strict observance of the aseptic conditions. The results of experimental infection in three cows were identical with those obtained in young cattle. In the experimentally infected dairy cows, antibodies in milk were determined by the ELISA method. As found, in milk the antibodies to BLV appear two to three weeks later than they do in serum. The ELISA method of BLV antibody detection can be used for the identification of infected animals in herds where enzootic bovine leucosis occurs.","['Hofirek, B', 'Horin, P', 'Granatova, M', 'Machatkova, M', 'Franz, J', 'Svoboda, I', 'Blecha, J']","['Hofirek B', 'Horin P', 'Granatova M', 'Machatkova M', 'Franz J', 'Svoboda I', 'Blecha J']",['cze'],"['English Abstract', 'Journal Article']",Czech Republic,Vet Med (Praha),Veterinarni medicina,0063417,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/biosynthesis', 'Cattle', 'Cattle Diseases/*immunology', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Leukemia/immunology/*veterinary', 'Leukemia Virus, Bovine/immunology', 'Leukemia, Experimental/*immunology', 'Neutralization Tests']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",,ppublish,Vet Med (Praha). 1986 Mar;31(3):129-40.,,,Experimentalni a prirozena infekce virem enzooticke leukozy skotu (BLV).,,,,,,,,
3010523,NLM,MEDLINE,19860612,20061115,0041-5782 (Print) 0041-5782 (Linking),148,14,1986 Mar 31,[Occurrence of antibody to human T-cell leukemia/lymphovirus type III (LAV/HTLV III) in venereology clientele in Copenhagen].,821-2,,"['Petersen, C S', 'Wantzin, G L', 'Gerstoft, J', 'Lindhardt, B O', 'Worm, A M', 'Weismann, K', 'Kristensen, J K', 'Kroon, S', 'Rasmussen, L P', 'Avnstorp, C']","['Petersen CS', 'Wantzin GL', 'Gerstoft J', 'Lindhardt BO', 'Worm AM', 'Weismann K', 'Kristensen JK', 'Kroon S', 'Rasmussen LP', 'Avnstorp C', 'et al.']",['dan'],"['Case Reports', 'English Abstract', 'Journal Article']",Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,"['0 (Antibodies, Viral)']",IM,"['Adult', 'Antibodies, Viral/*isolation & purification', 'Deltaretrovirus/*immunology', 'Denmark', 'Humans', 'Male', 'Middle Aged', 'Sexually Transmitted Diseases/*immunology', 'Substance-Related Disorders/immunology']",1986/03/31 00:00,1986/03/31 00:01,['1986/03/31 00:00'],"['1986/03/31 00:00 [pubmed]', '1986/03/31 00:01 [medline]', '1986/03/31 00:00 [entrez]']",,ppublish,Ugeskr Laeger. 1986 Mar 31;148(14):821-2.,,,Forekomsten af antistof mod human T-celle leukaemi/lymfomvirus type III (LAV/HTLV-III) blandt det venerologiske klientel i Kobenhavn.,,,,,,,,
3010509,NLM,MEDLINE,19860603,20131121,0385-0005 (Print) 0385-0005 (Linking),10,2-3,1985 Jun,Allogeneic bone marrow transplantation in children: Tokai experience 1982 to 1984.,147-58,"Ten children between the ages of five and fifteen years old with leukemia (two with acute nonlymphocytic leukemia in first remission, four with acute lymphocytic leukemia in first or second remission, one with acute lymphocytic leukemia in relapse, and one with chronic myelocytic leukemia in chronic phase), malignant lymphoma (one) or severe aplastic anemia (one) were given transplants from HLA-matched or mismatched family members between March, 1982 and April, 1984. Two patients died of leukemia relapses on days 107 and 257 following transplantation. One patient died of cardiac failure on day 157. One patient who received HLA-mismatched marrow from his father died of pulmonary edema and acute graft versus host disease on day 32. Six are alive 268-843 days post transplantation. None of the ten patients developed interstitial pneumonia due to cytomegalovirus which is one of the major causes of death reported in other published studies.","['Kato, S', 'Hoshi, N', 'Nagasaka, M', 'Muranaka, S', 'Yabe, H', 'Kimura, M']","['Kato S', 'Hoshi N', 'Nagasaka M', 'Muranaka S', 'Yabe H', 'Kimura M']",['eng'],['Journal Article'],Japan,Tokai J Exp Clin Med,The Tokai journal of experimental and clinical medicine,7704186,"['8N3DW7272P (Cyclophosphamide)', 'X4HES1O11F (Acyclovir)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Acyclovir/therapeutic use', 'Adolescent', 'Anemia, Aplastic/therapy', '*Bone Marrow Transplantation', '*Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Female', 'Graft vs Host Disease/drug therapy/prevention & control', 'Herpesviridae Infections/prevention & control', 'Humans', 'Immunologic Deficiency Syndromes/therapy', 'Leukemia/therapy', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid/therapy', 'Lymphoma/therapy', 'Male', 'Methotrexate/therapeutic use', 'Transplantation, Homologous/*mortality']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",,ppublish,Tokai J Exp Clin Med. 1985 Jun;10(2-3):147-58.,,,,,,,,,,,
3010501,NLM,MEDLINE,19860603,20190727,0040-8727 (Print) 0040-8727 (Linking),148,1,1986 Jan,Auer rods in mature granulocytes and monocytes.,99-102,"In a 73-year-old man with acute myelomonocytic leukemia (M4 on FAB classification) Auer rods were demonstrated in mature granulocytes and monocytes in the blood as well as the bone marrow. Cytochemically, a significant number of leukemic blasts were positive for both alpha-naphthyl-acetate esterase and naphthol-AS-D-chloroacetate esterase. Auer rods in mature granulocytes were associated with immature cytoplasm and not infrequently with pseudo-Pelger anomaly. The significance of these observations is discussed.","['Kanoh, T', 'Hashimoto, S', 'Usui, T', 'Uchino, H']","['Kanoh T', 'Hashimoto S', 'Usui T', 'Uchino H']",['eng'],"['Case Reports', 'Journal Article']",Japan,Tohoku J Exp Med,The Tohoku journal of experimental medicine,0417355,,IM,"['Aged', 'Granulocytes/*ultrastructure', 'Humans', 'Inclusion Bodies/*ultrastructure', 'Leukemia, Myeloid, Acute/blood', 'Male', 'Monocytes/*ultrastructure']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",['10.1620/tjem.148.99 [doi]'],ppublish,Tohoku J Exp Med. 1986 Jan;148(1):99-102. doi: 10.1620/tjem.148.99.,,,,,,,,,,,
3010456,NLM,MEDLINE,19860528,20190618,0036-8075 (Print) 0036-8075 (Linking),232,4752,1986 May 16,Trans-activator gene of HTLV-II induces IL-2 receptor and IL-2 cellular gene expression.,877-80,The human T-lymphotropic viruses types I and II (HTLV-I and -II) have been etiologically linked with certain T-cell leukemias and lymphomas that characteristically display membrane receptors for interleukin-2. The relation of these viruses to this growth factor receptor has remained unexplained. It is demonstrated here that introduction of the trans-activator (tat) gene of HTLV-II into the Jurkat T-lymphoid cell line results in the induction of both interleukin-2 receptor and interleukin-2 gene expression. The coexpression of these cellular genes may play a role in the altering T-cell growth following retroviral infection.,"['Greene, W C', 'Leonard, W J', 'Wano, Y', 'Svetlik, P B', 'Peffer, N J', 'Sodroski, J G', 'Rosen, C A', 'Goh, W C', 'Haseltine, W A']","['Greene WC', 'Leonard WJ', 'Wano Y', 'Svetlik PB', 'Peffer NJ', 'Sodroski JG', 'Rosen CA', 'Goh WC', 'Haseltine WA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Interleukin-2)', '0 (RNA, Messenger)', '0 (Receptors, Immunologic)', '0 (Receptors, Interleukin-2)']",IM,"['Cell Line', 'Deltaretrovirus/*genetics', 'Gene Expression Regulation', '*Genes, Viral', 'Humans', 'Interleukin-2/biosynthesis/*genetics', 'Leukemia/microbiology', 'Nucleic Acid Hybridization', 'RNA, Messenger/genetics', 'Receptors, Immunologic/*genetics', 'Receptors, Interleukin-2']",1986/05/16 00:00,1986/05/16 00:01,['1986/05/16 00:00'],"['1986/05/16 00:00 [pubmed]', '1986/05/16 00:01 [medline]', '1986/05/16 00:00 [entrez]']",['10.1126/science.3010456 [doi]'],ppublish,Science. 1986 May 16;232(4752):877-80. doi: 10.1126/science.3010456.,"['1R01CA369974-01AI/CA/NCI NIH HHS/United States', 'CA07580/CA/NCI NIH HHS/United States', 'CA40658/CA/NCI NIH HHS/United States']",,,,,,,,,,
3010442,NLM,MEDLINE,19860613,20190818,0300-9475 (Print) 0300-9475 (Linking),23,1,1986 Jan,An OKT4+ T-cell population in Sezary syndrome: attempts to elucidate its lack of proliferative capacity and its suppressive effect.,53-64,"We have previously reported a case of Sezary Syndrome (SS), in which an OKT4+ T-cell population exhibited a defective response to non-specific mitogens, and an ability to suppress lectin-induced T-cell proliferation and pokeweed mitogen (PWM)-induced B-cell differentiation of normal donor peripheral blood mononuclear cells (PBMC). We report now that resting Sezary cells (SC) were essentially negative for activation antigens (Ag) detected by monoclonal antibodies (MoAb) B1.49.9, anti-Tac, OKT9, OKT10, and OKIa1. After phytohaemagglutin (PHA) stimulation, all these Ag were expressed with the notable exception of OKT10. Further investigations of SC functions indicated that no interleukin 2 (IL-2) biological activity was detected in culture supernatants of SC constimulated with PHA and phorbol myristate acetate (PMA). Interestingly, such stimulated SC exhibited a marked capacity to absorb exogenous IL-2 while remaining unable to proliferate. These data suggest that patient's unresponsiveness to PHA may be unrelated to IL-2 as an extracellular growth signal, but may instead be due to a failure in a later cellular activation event, subsequent to the binding of IL-2 to its receptors. Lack of T10 Ag expression may be involved as a cause or a consequence. Kinetic study of suppression of PHA-induced T-cell proliferation of normal PBMC revealed that inhibition occurred during the first 24 h; moreover we showed that it was not due to limitation of available IL-2 since it persisted in excess of IL-2; remarkably the growth of an IL-2-dependent murine cell line was unaffected by the presence of SC. Further, inhibition was also observed on IL-2-independent calcium ionophore A 23187-induced T-cell proliferation of normal PBMC. Taken together, the data suggest that the target of suppressor activity is probably an important obligatory intracellular event controlling DNA replication, which is common to both IL-2-dependent and IL-2-independent T-cell activation processes. Human T-cell leukaemia/lymphoma virus I (HTLV-I) related p.19 and p.24 Ag were absent on fresh and 30-day cultured SC, suggesting the absence of HTLV-I infection, although not ruling out a proviral integration in the SC DNA.","['Golstein, M M', 'Farnarier-Seidel, C', 'Daubney, P', 'Kaplanski, S']","['Golstein MM', 'Farnarier-Seidel C', 'Daubney P', 'Kaplanski S']",['eng'],['Journal Article'],England,Scand J Immunol,Scandinavian journal of immunology,0323767,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Surface)', '0 (Interleukin-2)', '0 (Phytohemagglutinins)', '0 (Receptors, Antigen, T-Cell)', '0 (Tumor Necrosis Factor Receptor Superfamily, Member 7)']",IM,"['Adult', 'Antibodies, Monoclonal', 'Antigens, Differentiation, T-Lymphocyte', 'Antigens, Surface/analysis/*immunology', 'Humans', 'Interleukin-2/biosynthesis/metabolism/physiology', 'Interphase', 'Kinetics', '*Lymphocyte Activation', 'Phenotype', 'Phytohemagglutinins/pharmacology', 'Receptors, Antigen, T-Cell/biosynthesis', 'Sezary Syndrome/*immunology', 'T-Lymphocytes, Regulatory/cytology/*immunology/metabolism', 'Tumor Necrosis Factor Receptor Superfamily, Member 7']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",['10.1111/j.1365-3083.1986.tb01942.x [doi]'],ppublish,Scand J Immunol. 1986 Jan;23(1):53-64. doi: 10.1111/j.1365-3083.1986.tb01942.x.,,,,,,,,,,,
