PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,GR,TT,AD,SI
6969098,NLM,MEDLINE,19810219,20210216,0006-4971 (Print) 0006-4971 (Linking),56,6,1980 Dec,A monoclonal antibody identifying a cell surface antigen shared by common acute lymphoblastic leukemias and B lineage cells.,1141-4,"A monoclonal antibody designated PI153/3, which reacts with neuroblastoma and fetal brain, is shown to identify also a cell surface determinant shared by pre-B and mature B cells and their corresponding leukemias including chronic lymphocytic leukemia, non-Hodgkin's lymphoma, B acute lymphoblastic leukemia, and hairy cell leukemia, but not plasmacytoma. Almost all non-T, non-B acute ""lymphoid"" leukemias bind PI153/3. The latter includes 71 of 74 common ALL tested, most but not all ""unclassified"" or ""null"" ALL and cases of both acute undifferentiated leukemia and Ph1 positive chronic myeloid leukemia in blast crisis with common ALL phenotypes. The antigen is absent or present at very low density on normal and leukemic T lymphocyte, myeloid and erythroid cells. The determinant appears to co-redistribute with cell surface immunoglobulin in B lymphocytes and segregates independently of other cell surface antigens associated with B cells and/or cALL including HLA-DR (Ia-like antigens) and the cALL (gp 100) antigen.","['Greaves, M F', 'Verbi, W', 'Kemshead, J', 'Kennett, R']","['Greaves MF', 'Verbi W', 'Kemshead J', 'Kennett R']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Antibodies)', '0 (Antigens, Surface)', '0 (HLA Antigens)', '0 (Receptors, Antigen, B-Cell)']",IM,"['*Antibodies', '*Antigens, Surface', 'B-Lymphocytes/*immunology', 'Cell Line', 'Clone Cells/immunology', 'HLA Antigens', 'Humans', 'Leukemia, Lymphoid/immunology', 'Lymphoma/immunology', 'Phenotype', 'Receptors, Antigen, B-Cell']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['S0006-4971(20)81815-1 [pii]'],ppublish,Blood. 1980 Dec;56(6):1141-4.,,,,,
6969097,NLM,MEDLINE,19810219,20210216,0006-4971 (Print) 0006-4971 (Linking),56,6,1980 Dec,Immunologic classification of acute lymphoblastic leukemia. Implications for normal lymphoid differentiation.,1120-6,"Acute lymphoblastic leukemia (ALL) is a heterogeneous disease as defined by clinical characteristics and immunologic techniques. The standard cell surface markers are sheep erythrocyte receptors for T lymphocytes and surface membrane immunoglobulin for B lymphocytes. Utilizing these markers, three subtypes of ALL designated T-ALL, B-ALL and non-B, non-T or null ALL have been defined. We have studied 70 patients with ALL utilizing these standard cell surface markers. In addition, we have further subclassified these patients by testing each cell for an ALL-associated antigen, the la-like antigen, and thymocyte antigen(s) all defined by well-characterized antisera. We can define 12 subgroups of ALL by their surface antigenic characteristics. These subgroups may have relevance to the clinical expression of disease and may define identifiable stages of normal lymphocyte development.","['Foon, K A', 'Billing, R J', 'Terasaki, P I', 'Cline, M J']","['Foon KA', 'Billing RJ', 'Terasaki PI', 'Cline MJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Antigens, Neoplasm)', '0 (Histocompatibility Antigens Class II)', '0 (Immune Sera)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Animals', 'Antigens, Neoplasm/immunology', 'B-Lymphocytes/immunology', 'Cell Differentiation', 'Goats', 'Hematopoietic Stem Cells/immunology', 'Histocompatibility Antigens Class II/immunology', 'Humans', 'Immune Sera/pharmacology', 'Leukemia, Lymphoid/classification/*immunology', 'Lymphocytes/*cytology', 'Plasma Cells/immunology', 'Rabbits', 'Receptors, Antigen, B-Cell', 'Rosette Formation', 'T-Lymphocytes/immunology']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['S0006-4971(20)81811-4 [pii]'],ppublish,Blood. 1980 Dec;56(6):1120-6.,,"['CA 15619/CA/NCI NIH HHS/United States', 'CA 15688/CA/NCI NIH HHS/United States', 'CA 24358/CA/NCI NIH HHS/United States']",,,
6969096,NLM,MEDLINE,19810219,20210216,0006-4971 (Print) 0006-4971 (Linking),56,6,1980 Dec,The in vitro sensitivity of leukemic and normal leukocytes to hydrocortisone induced cytolysis.,1077-81,"A marked sensitivity of CLL lymphocytes to hydrocortisone in vitro was demonstrated in each of the 25 patients tested. The sensitivity was manifested by the eventual lysis of the affected cells. Malignant lymphocytes from 8 out of 14 ALL patients were found also to be in vitro sensitive, whereas CML cells, AML cells, normal BM cells, thymocytes, peripheral blood lymphocytes, and polymorphonuclear cells were resistant. Within a tested CLL lymphoid suspension it is proven that the hydrocortisone causes the specific lysis of the malignant cells leaving the normal lymphocytes undamaged. The cytolysis is not an immediate action, but is expressed within 7-8 hr of incubation. However, 30 min incubation with the hormone is sufficient for the cytolytic effect to occur 20 hr later. The possible mechanisms involved in the specific glucocorticoid induced cytolysis are discussed.","['Galili, U', 'Prokocimer, M', 'Izak, G']","['Galili U', 'Prokocimer M', 'Izak G']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,['WI4X0X7BPJ (Hydrocortisone)'],IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow Cells', 'Cell Survival', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Hydrocortisone/pharmacology', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Leukocytes/drug effects', 'Male', 'Middle Aged', 'Neutrophils/drug effects', 'T-Lymphocytes/drug effects']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['S0006-4971(20)81805-9 [pii]'],ppublish,Blood. 1980 Dec;56(6):1077-81.,,,,,
6969093,NLM,MEDLINE,19810226,20190704,0007-1048 (Print) 0007-1048 (Linking),47,1,1981 Jan,Philadelphia chromosome positive acute lymphoblastic leukaemia with t-cell characteristics.,145-7,,"['Roozendaal, K J', 'Van der Reijden, H J', 'Geraedts, J P']","['Roozendaal KJ', 'Van der Reijden HJ', 'Geraedts JP']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Acute Disease', 'Adult', 'Bone Marrow/immunology', '*Chromosomes, Human, 21-22 and Y', 'Humans', 'Leukemia, Lymphoid/*genetics/immunology', 'Male', 'T-Lymphocytes/*immunology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1111/j.1365-2141.1981.tb02768.x [doi]'],ppublish,Br J Haematol. 1981 Jan;47(1):145-7. doi: 10.1111/j.1365-2141.1981.tb02768.x.,,,,,
6969092,NLM,MEDLINE,19810224,20190704,0007-1048 (Print) 0007-1048 (Linking),46,4,1980 Dec,Reduced T-colony forming capacity by T-lymphocytes from B-chronic lymphocyte leukaemia.,623-5,,"['Foa, R', 'Catovsky, D', 'Lauria, F', 'Galton, D A']","['Foa R', 'Catovsky D', 'Lauria F', 'Galton DA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Cells, Cultured', 'Clone Cells', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Rosette Formation', 'T-Lymphocytes/*immunology']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1111/j.1365-2141.1980.tb06021.x [doi]'],ppublish,Br J Haematol. 1980 Dec;46(4):623-5. doi: 10.1111/j.1365-2141.1980.tb06021.x.,,,,,
6969090,NLM,MEDLINE,19810224,20190704,0007-1048 (Print) 0007-1048 (Linking),45,2,1980 Jun,Production of colony stimulating activity in mixed mononuclear cell culture.,245-9,"Culture medium was harvested after co-incubation of mononuclear cells collected and pooled from the peripheral blood of two different normal donors and was tested for colony-stimulating activity (CSA) in agar culture. With bone marrow from normal donors or peripheral blood from patients with chronic granulocytic leukaemia as sources of granulocyte-committed progenitor cells (CFU-c), such mixed mononuclear cell conditioned medium (MMC-CM) showed activity equal to that of unfractionated leucocyte feeder layers and greater than that of CSA prepared from lymphocytes stimulated by phytohaemagglutinin. The addition to plates of 2-mercaptoethanol during the preparation of MMC-CM enhanced CSA release. MMC-CM is thus a convenient source of CSA and its use may be preferable to that of feeder layers when day-to-day reproducibility is essential.","['Hellmann, A', ""Th'ng, K H"", 'Goldman, J M']","['Hellmann A', ""Th'ng KH"", 'Goldman JM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,['0 (Colony-Stimulating Factors)'],IM,"['Bone Marrow/metabolism', 'Cells, Cultured', 'Colony-Stimulating Factors/*metabolism', 'Granulocytes/*metabolism', 'Hematopoietic Stem Cells/metabolism', 'Humans', 'Kinetics', 'Leukemia, Myeloid/metabolism', 'Leukocytes/metabolism', 'Macrophages/*metabolism']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",['10.1111/j.1365-2141.1980.tb07144.x [doi]'],ppublish,Br J Haematol. 1980 Jun;45(2):245-9. doi: 10.1111/j.1365-2141.1980.tb07144.x.,,,,,
6969089,NLM,MEDLINE,19810224,20190704,0007-1048 (Print) 0007-1048 (Linking),45,2,1980 Jun,Cell volume studies in B-cell leukaemia.,209-14,"Leucocyte volume histograms were obtained in 12 cases of B-chronic lymphocytic leukaemia (B-CLL), two cases of B-prolymphocytic leukaemia (B-PLL) and two cases of hairy-cell leukaemia (HCL) by means of a Coulter model ZBl linked to a channelyser. Visual examination of the histograms showed differences between the cases which were confirmed by measurement of the modal volume (MV) and the sigma value (SD of log-volume). The MV of the cells in B-CLL ranged from 153.8 to 244.2 fl (mean 198.24 fl) and was lower than the MV in the cases of HCL (427.5 and 465.6 fl). One case of B-PLL had cells with an MV within the B-CLL range while in the other the MV was greater (317.9 fl). The histogram in one of two cases of B-CLL in 'prolymphocytoid' transformation showed a relatively high sigma value, thus suggesting heterogeneity in cell size. The volume histogram is a simple method of sizing the predominant cell in the peripheral blood in lympho-proliferative disorders and permits an objective comparison between cell sizes in different diseases.","['Costello, C', 'Wardle, J', 'Catovsky, D', 'Lewis, S M']","['Costello C', 'Wardle J', 'Catovsky D', 'Lewis SM']",['eng'],"['Comparative Study', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['*B-Lymphocytes', 'Humans', 'Leukemia, Hairy Cell/blood', 'Leukemia, Lymphoid/*blood', 'Leukocyte Count']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",['10.1111/j.1365-2141.1980.tb07140.x [doi]'],ppublish,Br J Haematol. 1980 Jun;45(2):209-14. doi: 10.1111/j.1365-2141.1980.tb07140.x.,,,,,
6969080,NLM,MEDLINE,19810226,20071115,0037-8771 (Print) 0037-8771 (Linking),56,2,1980 Jan 30,[Method for the characterization of peripheral lymphocytes in humans and their significance].,102-7,"The Authors describe a technique for the identification of the lymphocytic subpopulations of peripheral human blood. It is pointed out the importance of using iron powder, AET, 20 hours incubation. The percentages of cells forming E rosets in patients suffering of acute lymphatic leukaemias and in normal subjects is valued.","['Magri, D', 'Spadacenta, F', 'Tritto, M C']","['Magri D', 'Spadacenta F', 'Tritto MC']",['ita'],"['English Abstract', 'Journal Article']",Italy,Boll Soc Ital Biol Sper,Bollettino della Societa italiana di biologia sperimentale,7506962,['0 (Immunoglobulins)'],IM,"['Adult', 'Aged', 'B-Lymphocytes/immunology', 'Child', 'Female', 'Humans', 'Immunoglobulins/analysis', 'Leukemia, Lymphoid/*immunology', '*Leukocyte Count', '*Lymphocytes', 'Male', 'Middle Aged', 'Rosette Formation', 'T-Lymphocytes/immunology']",1980/01/30 00:00,1980/01/30 00:01,['1980/01/30 00:00'],"['1980/01/30 00:00 [pubmed]', '1980/01/30 00:01 [medline]', '1980/01/30 00:00 [entrez]']",,ppublish,Boll Soc Ital Biol Sper. 1980 Jan 30;56(2):102-7.,,,Metodica per la caratterizzazione dei linfociti periferici nell'uomo e loro significato.,,
6969035,NLM,MEDLINE,19810129,20190821,0147-5185 (Print) 0147-5185 (Linking),4,5,1980 Oct,Preferential epidermotropism in adult t-cell leukemia-lymphoma.,421-30,"Three patients with systemic T-cell leukemia-lymphoma presented with generalized pruritic skin rash which was clinically nondiagnostic. Biopsies revealed infiltration of the superficial dermis by atypical lymphoid cells with epidermal exocytosis (Pautrier abscesses) producing a pattern of histologic involvement indistinguishable from that of mycosis fungoides and Sezary syndrome. This striking similarity suggests that the phenomenon of preferential epidermotropism is not confined to mycosis fungoides and Sezary syndrome, but may be a property shared by other subpopulations of T-lymphocytes.","['Leong, A S', 'Sage, R E', 'Kinnear, G C', 'Forbes, I J']","['Leong AS', 'Sage RE', 'Kinnear GC', 'Forbes IJ']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Surg Pathol,The American journal of surgical pathology,7707904,['0 (Chromatin)'],IM,"['Aged', 'Bone Marrow/pathology', 'Chromatin/ultrastructure', 'Cytoplasm/ultrastructure', 'Epidermis/pathology', 'Exocytosis', 'Female', 'Humans', 'Leukemia/*pathology', 'Leukemia, Lymphoid/pathology', 'Lymphoma/*pathology', 'Male', 'Middle Aged', 'Skin Neoplasms/*pathology', 'T-Lymphocytes/*pathology']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",['10.1097/00000478-198010000-00002 [doi]'],ppublish,Am J Surg Pathol. 1980 Oct;4(5):421-30. doi: 10.1097/00000478-198010000-00002.,,,,,
6969025,NLM,MEDLINE,19810126,20190821,0361-8609 (Print) 0361-8609 (Linking),9,1,1980,Infectious mononucleosis and acute lymphoblastic leukemia--hand mirror cells: a qualitative and quantitative ultrastructural study.,67-77,"The hand mirror cell (HMC) in infectious mononucleosis (IM) is a T cell which appears at the time of improvement and apparently has an important role in immune surveillance. Fifty electron micrographs of HMC from an unusual untreated patient with ALL-HMC variant were compared to 50 electron micrographs of HMC from five patients beginning to recover from IM. Quantitative differences between the IM-HMC and ALL-HMC were observed in multivariate analysis of variance (p < 0.001), nuclear perimeter (p < 0.0001), nuclear length (p < 0.0001), cytoplasmic length (p < 0.0001), total cell area (p < 0.0001), cytoplasmic area (p < 0.0001) and nuclear cytoplasmic ratio (p < 0.004), and numbers of mitochondria (p < 0.001). The qualitative differences included greater nuclear irregularity in the IM-HMC, and prominent nucleolonema in some of the ALL-HMC. In addition, the IM-HMC showed more polyribosomes, parallel tubular arrays and microtubules, but much less glycogen. Since the IM-HMC apparently enter effectively into immune surveillance, and some cases of ALL have HMC, the ultrastructural similarities and differences above contribute to a better understanding of the importance of this unique cell configuration in benign and malignant disorders.","['Schumacher, H R', 'Thomas, W J', 'Creegan, W J', 'Pitts, L L']","['Schumacher HR', 'Thomas WJ', 'Creegan WJ', 'Pitts LL']",['eng'],"['Comparative Study', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Genetic Variation', 'Humans', 'Infectious Mononucleosis/*immunology', 'Leukemia, Lymphoid/*immunology', 'Microscopy, Electron', 'T-Lymphocytes/classification/pathology/*ultrastructure']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1002/ajh.2830090108 [doi]'],ppublish,Am J Hematol. 1980;9(1):67-77. doi: 10.1002/ajh.2830090108.,,,,,
6968942,NLM,MEDLINE,19810126,20131121,0102-843X (Print) 0102-843X (Linking),26,2,1980 Feb,[Leukemia and other neoplasms possibly induced by immunosuppressors in non-malignant diseases (author's transl)].,80-2,,"['Balthazar, P A']",['Balthazar PA'],['por'],['Journal Article'],Brazil,AMB Rev Assoc Med Bras,AMB : revista da Associacao Medica Brasileira,0165700,"['0 (Immunosuppressive Agents)', '18D0SL7309 (Chlorambucil)', '8N3DW7272P (Cyclophosphamide)', 'MRK240IY2L (Azathioprine)']",IM,"['Animals', 'Azathioprine/adverse effects', 'Chlorambucil/adverse effects', 'Cyclophosphamide/adverse effects', 'Humans', 'Immunosuppressive Agents/*adverse effects', 'Leukemia/*chemically induced', 'Neoplasms/*chemically induced']",1980/02/01 00:00,1980/02/01 00:01,['1980/02/01 00:00'],"['1980/02/01 00:00 [pubmed]', '1980/02/01 00:01 [medline]', '1980/02/01 00:00 [entrez]']",,ppublish,AMB Rev Assoc Med Bras. 1980 Feb;26(2):80-2.,,,Leucemias ou outras neoplasias possivelmente induzidas por imunessupressores em doencas nao malignas.,,
6968872,NLM,MEDLINE,19810129,20190617,0028-0836 (Print) 0028-0836 (Linking),288,5789,1980 Nov 27,Monoclonal antibodies which distinguish between human NK cells and cytotoxic T lymphocytes.,394-6,"Although it is widely accepted that T cells have a major role in specific tumour immunity, there is now much evidence that natural killer (NK) cells, which exist in many species and spontaneously lyse certain tumour cells in vitro, provide early resistance against tumour growth. Human NK-cell activity can be augmented in vitro by interferon and its inducers, including polyinosinic:polycytidylic acid (poly I:C); furthermore, NK-like activity is generated in mixed leukocyte cultures (MLCs) as is specific cytotoxic T-cell (Tc) activity. When effector cells generated in human MLCs lyse allogeneic or autologous virus-transformed or tumour cells, it has been difficult to evaluate the relative contributions of Tc and NK-like cells to the lysis because the latter, like T cells, can form rosettes with sheep erythrocytes and react with xenogeneic anti-human thymocyte serum. We report here that monoclonal antibodies against human mononuclear cell subpopulations can distinguish Tc from NK and NK-like cells. OKT3 or OKT8 monoclonal antibodies (reactive with virtually all or a subset of T cells, respectively) with complement (C') ablate MLC-generated Tc activity against allogeneic normal cells but do not decrease lysis of HLA-negative, NK-sensitive K562 leukaemia cells by NK, poly I:C-activated NK or MLC-activated NK-like cells. In contrast, OKM1 monoclonal antibody (reactive with a low proportion of non-adherent mononuclear cells as well as macrophages) with C' causes marked diminution of NK and poly I:C-activated NK-cell activity.","['Zarling, J M', 'Kung, P C']","['Zarling JM', 'Kung PC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Nature,Nature,0410462,"['0 (Antigens, Surface)', '0 (Immunoglobulins)', 'O84C90HH2L (Poly I-C)']",IM,"['Animals', 'Antibody Specificity', 'Antigens, Surface/*analysis', 'Cells, Cultured', 'Clone Cells/immunology', '*Cytotoxicity, Immunologic', 'Humans', 'Hybrid Cells', '*Immunity, Innate', 'Immunoglobulins', 'Killer Cells, Natural/*immunology', 'Leukemia, Experimental/immunology', 'Poly I-C/pharmacology', 'T-Lymphocytes/*immunology']",1980/11/27 00:00,1980/11/27 00:01,['1980/11/27 00:00'],"['1980/11/27 00:00 [pubmed]', '1980/11/27 00:01 [medline]', '1980/11/27 00:00 [entrez]']",['10.1038/288394a0 [doi]'],ppublish,Nature. 1980 Nov 27;288(5789):394-6. doi: 10.1038/288394a0.,,['CA26738/CA/NCI NIH HHS/United States'],,,
6968790,NLM,MEDLINE,19810129,20081121,0022-1767 (Print) 0022-1767 (Linking),125,6,1980 Dec,Biochemical and biologic characterization of lymphocyte regulatory molecules. III. The isolation and phenotypic characterization of Interleukin-2 producing T cell lymphomas.,2570-8,"To isolate a stable tumor cell line source of Interleukin 2 (IL-2 formerly referred to as T cell growth factor), over 40 murine leukemia and lymphoma cells as well as 9 clonal helper and killer IL-2-driven T cell lines were screened for both constitutive and mitogen-stimulated IL-2 production. A radiation-induced splenic lymphoma from the B10.BR mouse, the LBRM-33 cell line, could be stimulated to produce over 1000 units/ml of IL-2 after 24 hr exposure to T cell mitogens. Peak IL-2 activity was found in supernatants harvested from 24-hr cultures of either 1% PHA or 20 micrograms/ml Con A-stimulated LBRM-33 cells (10(6) cells/ml). IL-2 production observed in both serum-free and serum-containing cultures represented between 1000 and 5000 times the quantity of IL-2 produced in conventional cultures of mitogen-activated rat or mouse spleen cells. Peak IL-2 production by LBRM-33 cultures (stimulated at either optimal Con A or PHA concentrations or co-stimulated with suboptimal amounts of mitogen and phorbol myristate acetate) was consistently accompanied by LBRM-33 cell death. Phenotypic characterization of the producer cell revealed LBRM-33 cells to be Thy 1+, Ly 1+, Ly 2+, Ly 3+, Qa 2-3+, Qa 3.2+, Qat 4+, and Ly 5+. These studies provide further evidence that IL-2 is a T cell product and establish a source of IL-2 that will be a valuable reagent for the isolation and further molecular characterization of this immunoregulatory molecule.","['Gillis, S', 'Scheid, M', 'Watson, J']","['Gillis S', 'Scheid M', 'Watson J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antigens, Surface)', '0 (Growth Substances)', '0 (Interleukin-2)', '0 (Lectins)', '0 (Lymphokines)', '0 (Phytohemagglutinins)', '0 (Thymopoietins)']",IM,"['Animals', 'Antigens, Surface/genetics', 'Chemical Phenomena', 'Chemistry', 'Growth Substances/*isolation & purification', 'Interleukin-2/biosynthesis/*isolation & purification', 'Kinetics', 'Lectins/pharmacology', 'Leukemia, Experimental/immunology', 'Lymphokines/*isolation & purification', 'Lymphoma/*immunology', 'Mice', 'Phenotype', 'Phytohemagglutinins/pharmacology', '*T-Lymphocytes', 'Thymopoietins/pharmacology']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",,ppublish,J Immunol. 1980 Dec;125(6):2570-8.,,"['19052/PHS HHS/United States', '28419/PHS HHS/United States', 'AI-00271/AI/NIAID NIH HHS/United States', 'etc.']",,,
6968776,NLM,MEDLINE,19810129,20071115,0022-1767 (Print) 0022-1767 (Linking),125,5,1980 Nov,A monoclonal antibody (TA-1) reactive with human T lymphocytes and monocytes.,2208-14,"Several monoclonal antibodies were produced against the human T lymphocyte leukemia cell line HSB-2 by fusing spleen cells from hyperimmune mice with NS-1 myeloma cells. One clone, designated TA-1, was initially characterized for reactivity with normal and leukemic human hematopoietic cells. Using indirect immunofluorescence, TA-1 was shown to bind to approximately 75% of peripheral blood lymphocytes. Enrichment for T and B lymphocytes followed by double fluorochrome labeling studies revealed that most if not all E+ T lymphocytes and approximately 10% of B lymphocytes were TA-1+. TA-1 also reacted with approximately 67% of thymocytes, mixed lymphocyte culture-activated T lymphocytes, the entire peripheral blood monocyte population, and approximately 13% of nucleated bone marrow cells. TA-1+ cells in bone marrow included both phagocytic and nonphagocytic cells. TA-1 did not bind to peripheral blood granulocytes, red blood cells, or platelets. Studies of acute lymphoblastic leukemia (ALL) revealed that 6 of 11 T-ALL and 1 of 21 E-, SIg--ALL were TA-1+, whereas cells from 10 patients with chronic lymphocytic leukemia were TA-1-. Interestingly, TA-1 was able to distinguish acute myelomonocytic leukemic cells (TA-1+) from acute myelocytic leukemic cells (TA-1-). In summary, these studies demonstrate the existence of determinant recognized by TA-1 that is primarily expressed on cells of T lymphocyte and monocyte/macrophage lineage.","['LeBien, T W', 'Kersey, J H']","['LeBien TW', 'Kersey JH']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antibodies)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Animals', '*Antibodies', 'Clone Cells/immunology', 'Female', 'Goats', 'Humans', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid/immunology', 'Lymphocytes/classification', 'Mice', 'Monocytes/*immunology', 'Receptors, Antigen, B-Cell', 'Spleen/immunology', 'T-Lymphocytes/*immunology']",1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",,ppublish,J Immunol. 1980 Nov;125(5):2208-14.,,"['CA-25907/CA/NCI NIH HHS/United States', 'CA-28526/CA/NCI NIH HHS/United States', 'CB-84261/CB/NCI NIH HHS/United States']",,,
6968766,NLM,MEDLINE,19810129,20131121,0022-1767 (Print) 0022-1767 (Linking),125,5,1980 Nov,Generation of cytotoxic lymphocytes to syngeneic tumors by using co-stimulator (Interleukin 2): in vivo activity.,1904-9,"Spleen cells from DBA/2J mice bearing the syngeneic tumor mastocytoma P815, incubated with co-stimulator (Interleukin 2) and P815 in vitro, were effective in killing P815 cells in vivo. Within 24 hr of injection, 1 X 10(7) cytotoxic lymphocytes (CL) killed most of 1 X 10(6) P815 cells. The host response to the tumor 7 to 9 days after the initial tumor injection was also greatly enhanced in mice that had received CL. This effect was potentiated in sublethally irradiated mice. CL were effective in mice with large tumors, overcoming suppressive factors that might be present. Under certain conditions, a significant fraction of CL-treated mice survived the P815 tumor indefinitely. These included i.p. CL given 2 days after a large dose (1 X 10(6)) of i.p. P815. In addition, some mice given i.v. and intra-tumor CL survived small doses (1 X 10(4)) of subcutaneous P815 cells. Long-term surviving mice remained resistant to challenge with 1 X 10(6) tumor cells (which is 10(4) times the normally lethal dose) for at lest 1 yr. No detrimental effects were noted even after injection of 5 X 10(7) CL per mouse.","['Mills, G B', 'Carlson, G', 'Paetkau, V']","['Mills GB', 'Carlson G', 'Paetkau V']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Interleukin-2)', '0 (Lymphokines)', 'WHI7HQ7H85 (Uridine)']",IM,"['Animals', 'Cell Survival', 'Cells, Cultured', '*Cytotoxicity, Immunologic', 'Interleukin-2/*pharmacology', 'Leukemia, Experimental/immunology', 'Lymphocytes/*immunology', 'Lymphokines/*pharmacology', 'Mice', 'Mice, Inbred DBA', 'Neoplasms, Experimental/immunology/mortality', 'Spleen/immunology', 'Uridine/metabolism']",1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",,ppublish,J Immunol. 1980 Nov;125(5):1904-9.,,,,,
