PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,PMC,EIN,OID,SI,AD,OAB,OABL,OTO,OT,GN
3745156,NLM,MEDLINE,19861015,20210210,0021-9258 (Print) 0021-9258 (Linking),261,25,1986 Sep 5,Ricin subunit association. Thermodynamics and the role of the disulfide bond in toxicity.,11571-7,"The values of the thermodynamic parameters characterizing the association of the subunits of reduced ricin have been determined from equilibrium studies in the analytical ultracentrifuge. van't Hoff analysis indicates that the Gibbs free energy change for subunit association is predominantly of entropic origin. The positive values for the entropy and enthalpy changes suggest that hydrophobic forces may play a dominant role in the association. The association is characterized by values of Ka of 1.72 X 10(6) M-1 at 22 degrees C and 5.66 X 10(6) M-1 at 37 degrees C. The association was not affected by the presence of 20 mM lactose. Toxicity studies demonstrated that reduced ricin at a concentration where it was 52% associated had a toxicity equal to that of native ricin at that same concentration. At higher concentrations, reduced ricin was even more toxic than native ricin. Diethyl maleate, which reduces intracellular glutathione levels, blocked the toxicity of ricin but not the toxicity of reduced ricin. The disulfide bond linking the A and B subunits appears to play no role in toxicity other than to hold the two subunits together at low concentrations.","['Lewis, M S', 'Youle, R J']","['Lewis MS', 'Youle RJ']",['eng'],['Journal Article'],United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Disulfides)', '0 (Macromolecular Substances)', '9009-86-3 (Ricin)']",IM,"['Animals', 'Cell Division/drug effects', 'Disulfides/analysis', 'Kinetics', 'Leukemia, Experimental/metabolism/pathology', 'Macromolecular Substances', 'Mathematics', 'Mice', 'Mice, Inbred AKR', 'Oxidation-Reduction', 'Protein Biosynthesis/drug effects', '*Ricin/isolation & purification/toxicity', 'Thermodynamics']",1986/09/05 00:00,1986/09/05 00:01,['1986/09/05 00:00'],"['1986/09/05 00:00 [pubmed]', '1986/09/05 00:01 [medline]', '1986/09/05 00:00 [entrez]']",['S0021-9258(18)67281-3 [pii]'],ppublish,J Biol Chem. 1986 Sep 5;261(25):11571-7.,,,,,,,,,,,,
3744935,NLM,MEDLINE,19861008,20190708,0360-3016 (Print) 0360-3016 (Linking),12,7,1986 Jul,Potentiation of nitrogen mustard cytotoxicity to leukemia cells by sulfur-containing compounds administered in vivo.,1165-9,"Fifteen sulfur-containing compounds were examined for their ability to both protect normal hematopoietic stem cells (NCFU) from the cytotoxic effect of nitrogen mustard (HN2), and potentiate the cytotoxicity of HN2 to AKR leukemia cells (LCFU). All except four agents demonstrated some protection of NCFU with WR-2721 being most active. Five of the agents were also protective for LCFU with cysteine and glutathione being most active. However, a number of agents potentiated the cytotoxicity of HN2 to LCFU, the most active being disulfiram and AET followed by cysteamine, DMSO, WR-638, and WR-3689. The dose-response relationship for the potentiation was defined for DMSO. A second leukemia model, L1210, was also studied for potentiation of HN2 cytotoxicity by four of the most active agents--WR-2721, AET, DMSO, and disulfiram. The first two agents showed no effect (either protection or potentiation) when given either 15 min or 6 hr before HN2 administration. The last two agents, however, potentiated the cytotoxicity to a level similar to that found with the AKR leukemia.","['Valeriote, F', 'Grates, H E']","['Valeriote F', 'Grates HE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Radiat Oncol Biol Phys,"International journal of radiation oncology, biology, physics",7603616,"['0 (Amino Acids)', '0 (Radiation-Protective Agents)', '0 (Sulfhydryl Compounds)', '0 (Sulfides)', '50D9XSG0VR (Mechlorethamine)']",IM,"['Amino Acids/*pharmacology', 'Animals', 'Drug Synergism', 'Female', 'Hematopoietic Stem Cells/drug effects', 'Leukemia, Experimental/*drug therapy', 'Male', 'Mechlorethamine/*therapeutic use', 'Mice', 'Mice, Inbred AKR', 'Radiation-Protective Agents/pharmacology', 'Sulfhydryl Compounds/*pharmacology', 'Sulfides/pharmacology']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']","['0360-3016(86)90250-6 [pii]', '10.1016/0360-3016(86)90250-6 [doi]']",ppublish,Int J Radiat Oncol Biol Phys. 1986 Jul;12(7):1165-9. doi: 10.1016/0360-3016(86)90250-6.,['CA 34144/CA/NCI NIH HHS/United States'],,,,,,,,,,,
3744503,NLM,MEDLINE,19861002,20041117,0019-6061 (Print) 0019-6061 (Linking),23,4,1986 Apr,Malignant tumors in children.,313-4,,"['Ramamurthi, S', 'Subramanian, S', 'Thirumalaikolundusubramanian, P']","['Ramamurthi S', 'Subramanian S', 'Thirumalaikolundusubramanian P']",['eng'],['Letter'],India,Indian Pediatr,Indian pediatrics,2985062R,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', 'India', 'Infant', 'Leukemia/epidemiology', 'Male', 'Neoplasms/*epidemiology']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",,ppublish,Indian Pediatr. 1986 Apr;23(4):313-4.,,,,,,,,,,,,
3744442,NLM,MEDLINE,19861002,20191022,0882-0139 (Print) 0882-0139 (Linking),15,2,1986 Apr,In vitro synthesis of carbohydrate-binding proteins by human leucocytes.,123-38,"A carbohydrate-binding protein (CBP) synthesized in vitro by normal human peripheral leucocytes was isolated by affinity chromatography on asialofetuin-Sepharose. The CBP was eluted with lactose and it had a native molecular mass of 15,500 daltons. Analysis by SDS-PAGE revealed a single polypeptide of 18,000 daltons. CBP synthesis was time dependent and cell concentration dependent. The CBP appeared to be both cell bound and secreted with the apparent amount secreted inversely proportional to cell concentration. CBP did not appear to be synthesized by T and B leukemic cell lines examined. Promyelocytic HL-60 cells, however, synthesized at least two lactose-eluted CBP's corresponding to native molecular masses of 28,000 and 19,500 daltons. SDS-PAGE analysis of radiolabelled HL-60 CBP's showed the presence of two polypeptides of MM 17,700 and 16,000 daltons suggesting that one of the CBP's was a dimer.","['Allen, H J', 'Kachurek, D', 'Bulera, S', 'Kisailus, E', 'DiCioccio, R']","['Allen HJ', 'Kachurek D', 'Bulera S', 'Kisailus E', 'DiCioccio R']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Immunol Invest,Immunological investigations,8504629,"['0 (Carrier Proteins)', 'J2B2A4N98G (Lactose)']",IM,"['*Carbohydrate Metabolism', 'Carrier Proteins/*biosynthesis/isolation & purification', 'Cell Line', 'Cells, Cultured', 'Chromatography, Affinity/methods', 'Chromatography, Gel/methods', 'Electrophoresis, Polyacrylamide Gel/methods', 'Humans', 'Lactose/metabolism/pharmacology', 'Leukemia, Experimental/metabolism', 'Leukocytes/*metabolism', 'Molecular Weight']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",['10.3109/08820138609094138 [doi]'],ppublish,Immunol Invest. 1986 Apr;15(2):123-38. doi: 10.3109/08820138609094138.,['R01 AM32161/AM/NIADDK NIH HHS/United States'],,,,,,,,,,,
3744304,NLM,MEDLINE,19861010,20191030,0278-0232 (Print) 0278-0232 (Linking),4,2,1986 Apr-Jun,Diagnosis and treatment of fungal infections in patients with hematologic malignancies.,129-34,"A diagnosis of deep-seated mycosis was made in 54 patients with hematologic malignancies, severe neutropenia and fever, based on a set of clinical and laboratory criteria. Standardized antifungal treatment was started in 31 patients who seven days after onset of fever had not responded to antibiotics; the fungal infection was cured in 13, all of whom had a simultaneous remission of neutropenia, whereas the other 18 who did not respond to antifungal treatment, all had a falling or static neutrophil count. None of the 23 patients who were given no or inadequate antifungal treatment survived regardless of the neutrophil count and/or phase of the hematologic disease. We discuss the suitability of utilizing empirical criteria for a diagnosis of disseminated fungal infection as a basis for starting antifungal therapy in this type of patient.","['Radaelli, F', 'Cortelezzi, A', 'Zocchi, L', 'Castagnone, D', 'Baldini, L', 'Colombi, M', 'Mozzana, R']","['Radaelli F', 'Cortelezzi A', 'Zocchi L', 'Castagnone D', 'Baldini L', 'Colombi M', 'Mozzana R']",['eng'],['Journal Article'],England,Hematol Oncol,Hematological oncology,8307268,"['7XU7A7DROE (Amphotericin B)', 'D83282DT06 (Flucytosine)']",IM,"['Adolescent', 'Adult', 'Aged', 'Amphotericin B/therapeutic use', 'Female', 'Flucytosine/therapeutic use', 'Humans', 'Leukemia/*complications', 'Lymphoma/*complications', 'Male', 'Middle Aged', 'Mycoses/*diagnosis/drug therapy/etiology']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",['10.1002/hon.2900040205 [doi]'],ppublish,Hematol Oncol. 1986 Apr-Jun;4(2):129-34. doi: 10.1002/hon.2900040205.,,,,,,,,,,,,
3743787,NLM,MEDLINE,19861020,20131121,0014-9446 (Print) 0014-9446 (Linking),45,10,1986 Sep,Transport and cytotoxicity of amino acid nitrogen mustards: implications for the design of more selective antitumor agents.,2447-2450,,"['Vistica, D T', 'Ahmad, S', 'Fuller, R', 'Hill, J']","['Vistica DT', 'Ahmad S', 'Fuller R', 'Hill J']",['eng'],['Journal Article'],United States,Fed Proc,Federation proceedings,0372771,"['0 (Amino Acids)', '0 (Antineoplastic Agents)', '0 (Nitrogen Mustard Compounds)', '123408-73-1', '(2-amino-6(7)-(bis(2-chloroethyl)amino)-1,2,3,4-tetrahydro-2-naphthalencarboxylic', 'acid)', 'Q41OR9510P (Melphalan)']",IM,"['Amino Acids/metabolism', 'Animals', '*Antineoplastic Agents/metabolism/toxicity', 'Biological Transport', 'Cell Survival', 'Hematopoietic Stem Cells/drug effects/metabolism', 'Humans', 'Leukemia L1210/drug therapy/metabolism/pathology', 'Melphalan/metabolism/*pharmacology/toxicity', 'Nitrogen Mustard Compounds/metabolism/*pharmacology/toxicity']",1986/09/01 00:00,1986/09/01 00:01,['1986/09/01 00:00'],"['1986/09/01 00:00 [pubmed]', '1986/09/01 00:01 [medline]', '1986/09/01 00:00 [entrez]']",,ppublish,Fed Proc. 1986 Sep;45(10):2447-2450.,,,,,,,,,,,,
3743754,NLM,MEDLINE,19861023,20090605,0430-0920 (Print) 0430-0920 (Linking),41,8,1986 Aug,"[3,3'-bi-1,3-thiazolidine]-4,4'-dione system. III. Evaluation of the antimicrobial and antitumor properties of 2,2'-disubstituted derivatives and their 1,1'-disulfones.",637-43,"A series of dl and meso 2,2'-disubstituted-[3,3'-bis-1,3-thiazolidine]-4,4'-diones and their 1,1'-disulfone derivatives have been tested for their antimicrobial activity against gram-positive, gram-negative and Candida strains and for antitumor activity against leukemic P.388 tumor system in mice. None of the tested bi-thiazolidinones showed any significant antitumor properties; only few 1,1'-disulfones exhibited some antibacterial activity.","['Basile, M', 'Previtera, T', 'Vigorita, M G', 'Fenech, G', 'Pizzimenti, F C']","['Basile M', 'Previtera T', 'Vigorita MG', 'Fenech G', 'Pizzimenti FC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Farmaco Sci,Il Farmaco; edizione scientifica,0370716,"['0 (Anti-Bacterial Agents)', '0 (Anti-Infective Agents)', '0 (Antineoplastic Agents)', '0 (Thiazoles)']",IM,"['Animals', 'Anti-Bacterial Agents', 'Anti-Infective Agents/*chemical synthesis', 'Antineoplastic Agents/*chemical synthesis', 'Bacteria/drug effects', 'Chemical Phenomena', 'Chemistry', 'Leukemia P388/drug therapy', 'Mice', 'Thiazoles/*chemical synthesis/pharmacology', 'Yeasts/drug effects']",1986/08/01 00:00,1986/08/01 00:01,['1986/08/01 00:00'],"['1986/08/01 00:00 [pubmed]', '1986/08/01 00:01 [medline]', '1986/08/01 00:00 [entrez]']",,ppublish,Farmaco Sci. 1986 Aug;41(8):637-43.,,,,,,,,,,,,
3743743,NLM,MEDLINE,19861016,20191030,0430-0920 (Print) 0430-0920 (Linking),41,7,1986 Jul,"2,2'-Bipyridyl-6-carboxamidoximes with potential antitumor and antimicrobial properties.",499-507,"A series of derivatives of 2,2'-bipyridyl-6-carboxamidoxime which combine structural features of antitumor compounds and of the antifungal antibiotic caerulomycin have been synthesized and evaluated for antitumor, antibacterial and antifungal activities. Many of the studied compounds displayed significant antifungal activity.","['Cristalli, G', 'Franchetti, P', 'Grifantini, M', 'Ripa, S']","['Cristalli G', 'Franchetti P', 'Grifantini M', 'Ripa S']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Farmaco Sci,Il Farmaco; edizione scientifica,0370716,"['0 (Anti-Bacterial Agents)', '0 (Anti-Infective Agents)', '0 (Antineoplastic Agents)', '0 (Oximes)', '0 (Pyridines)', ""551W113ZEP (2,2'-Dipyridyl)""]",IM,"[""2,2'-Dipyridyl/analogs & derivatives/*chemical synthesis/pharmacology"", 'Animals', 'Anti-Bacterial Agents', 'Anti-Infective Agents/*chemical synthesis', 'Antineoplastic Agents/*chemical synthesis', 'Bacteria/drug effects', 'Chemical Phenomena', 'Chemistry', 'Fungi/drug effects', 'Leukemia P388/drug therapy', 'Mice', 'Microbial Sensitivity Tests', 'Oximes/*chemical synthesis/pharmacology', 'Pyridines/*chemical synthesis']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']",['10.1002/chin.198650243 [doi]'],ppublish,Farmaco Sci. 1986 Jul;41(7):499-507. doi: 10.1002/chin.198650243.,,,,,,,,,,,,
3743678,NLM,MEDLINE,19861017,20071114,0301-472X (Print) 0301-472X (Linking),14,8,1986 Sep,Microtopography of growth of normal and leukemic murine cells in diffusion-chamber cultures.,719-23,"Histologic examination of ""suspension"" diffusion-chamber (DC) cultures of normal murine bone marrow cells demonstrates that hemopoietic cell growth in this system takes place in clonal form. Soon after implantation, marrow cells are arrayed on the filter membranes in a circumferential fashion adjacent to the surrounding lucite ring. Colonies of granulocytic cells soon form in this location and increase in size and number with increasing time of culture. Eventually cells begin to approach confluence over the entire filter membrane. Growth of C1498 murine acute myelogenous leukemic cells in DC cultures also takes place on the filter membranes and begins in a circumferential pattern. However, the leukemic cells grow diffusely and soon overspread the entire filter membrane, often growing several layers thick. Thus, although normal marrow cells are implanted into and are harvested from DC cultures in liquid-suspension form, they grow in a clonal pattern similar to that observed with the plasma-clot and fibrin-clot DC culture methods.","['Page, P L', 'Pennell, S C', 'Kasdon, E', 'Glass, J', 'Robinson, S H']","['Page PL', 'Pennell SC', 'Kasdon E', 'Glass J', 'Robinson SH']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,['EC 3.4.24.- (Pronase)'],IM,"['Animals', '*Bone Marrow Cells', 'Cells, Cultured', 'Filtration/instrumentation', 'Granulocytes/cytology', 'Leukemia, Experimental/*pathology', 'Mice', 'Pronase/metabolism']",1986/09/01 00:00,1986/09/01 00:01,['1986/09/01 00:00'],"['1986/09/01 00:00 [pubmed]', '1986/09/01 00:01 [medline]', '1986/09/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1986 Sep;14(8):719-23.,"['AM-17148/AM/NIADDK NIH HHS/United States', 'HL-07516/HL/NHLBI NIH HHS/United States']",,,,,,,,,,,
3743504,NLM,MEDLINE,19861021,20091111,0367-0643 (Print) 0367-0643 (Linking),25,1,1986,[Anti-tumor effect of glutacyt 2 in leukemia L1210 at different sites].,28-33,,"['Astardzhieva, Z', 'Stoichkov, I']","['Astardzhieva Z', 'Stoichkov I']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Bulgaria,Eksp Med Morfol,Eksperimentalna meditsina i morfologiia,0007506,"['0 (Antineoplastic Agents)', '0 (Glutarates)', '103938-84-7 (glutacyt2)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Brain Neoplasms/drug therapy', 'Female', 'Glutarates/*therapeutic use', 'Hybridization, Genetic', 'Leukemia L1210/*drug therapy', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Peritoneal Neoplasms/drug therapy', 'Soft Tissue Neoplasms/drug therapy']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Eksp Med Morfol. 1986;25(1):28-33.,,Protivotumoren efekt na glutatsit 2 pri levkoza L1210 s razlichna lokalizatsiia.,,,,,,,,,,
3743378,NLM,MEDLINE,19861007,20041117,0378-6501 (Print) 0378-6501 (Linking),12 Suppl 1,,1986,Toxicology studies on antineoplaston AS2-1 injections in cancer patients.,25-35,"Antineoplaston AS2-1 is a mixture of two products of hydrolysis of Antineoplaston A10 and consists of sodium salts of phenylacetylglutamine and phenylacetic acid in the ratio of 1:4. Antineoplaston AS2-1 injections were administered to 20 patients diagnosed with 21 types of neoplastic diseases. The patients' diagnoses included: lung cancer, stage III, 4 cases; colorectal, stage IV, 3; breast, stage IV, 2; breast in remission, 1; glioblastoma, 3; head and neck, stage IV, 3; uterine cervix, stage IA, 1; chronic myelocytic leukaemia, 2; lymphocytic lymphoma, stage IV, 1; and leiomyosarcoma of the uterus, stage IVB, 1. Antineoplaston AS2-1 was administered every 6 h i.v. through subclavian vein catheter. The treatment was administered from 38 to 872 days. The highest dosage taken was 160 mg/kg/24 h. The treatment was associated with minimal side-effects, including slight nausea and vomiting in one patient, mild allergic reaction in the form of maculopapular rash in another patient and moderate elevation of blood pressure in an additional patient. One patient developed febrile reaction and three patients had mild electrolyte imbalance. Only one patient showed slight decrease of WBC. Desirable side-effects included improved healing of chronic atrophic ulceration. The response to the treatment included 6 complete remissions, 2 partial remissions, 7 cases of stabilization and 6 cases of increasing disease. Three patients are alive, well and free from cancer 5 years after the beginning of the study. The hypothetical mechanism of action of Antineoplaston AS2-1 as an anticancer agent is described.","['Burzynski, S R', 'Burzynski, B', 'Mohabbat, M O']","['Burzynski SR', 'Burzynski B', 'Mohabbat MO']",['eng'],['Journal Article'],Switzerland,Drugs Exp Clin Res,Drugs under experimental and clinical research,7802135,['0 (Peptides)'],IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/drug effects', 'Cardiovascular Diseases/chemically induced', 'Drug Hypersensitivity', 'Female', 'Fever/chemically induced', 'Humans', 'Hypocalcemia/chemically induced', 'Male', 'Middle Aged', 'Nausea/chemically induced', 'Neoplasms/*drug therapy', 'Peptides/administration & dosage/*adverse effects/therapeutic use']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Drugs Exp Clin Res. 1986;12 Suppl 1:25-35.,,,,,,,,,,,,
3743372,NLM,MEDLINE,19861023,20061115,0378-6501 (Print) 0378-6501 (Linking),12,6-7,1986,Inhibition of mammalian tumour thymidylate synthetase by 2'-deoxyuridine 5'-phosphate analogues.,545-9,"This paper presents improved synthetic methods for the modification of 2'-deoxyuridine-5'-monophosphate and its 5-fluoro derivative, using trimethylphosphate in aqueous medium at pH 10. These modifications include methylation of the pyrimidine ring N(3) and/or esterification of the phosphate group. The 5'-methyl ester of dUMP was neither a substrate nor an inhibitor of Ehrlich ascites carcinoma thymidylate synthetase. By contrast, the corresponding methyl ester of FdUMP was a tight-binding inhibitor of the enzyme from L1210, Ehrlich ascites carcinoma and CCRF-CEM cells. 3-Methyl-dUMP, fixed in the 4-keto form, exhibited only very weak substrate activity with the Ehrlich ascites carcinoma enzyme. The dUMP analogues 5-ethyl-dUMP and 5-propyl-dUMP were found to be competitive inhibitors of thymidylate synthetase from L1210, Ehrlich ascites carcinoma and HeLa cells, the former being the more potent inhibitor. Both analogues were shown to bind cooperatively to each of the mouse tumour enzymes. Two molecules of inhibitor interacted with a single enzyme molecule, reflected by the parabolic character of the replots of the slope versus inhibitor concentration. The parent dTMP was a stronger inhibitor of the mouse tumour enzymes than its higher alkyl homologues.","['Rode, W', 'Kulikowski, T', 'Kedzierska, B', 'Shugar, D']","['Rode W', 'Kulikowski T', 'Kedzierska B', 'Shugar D']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Drugs Exp Clin Res,Drugs under experimental and clinical research,7802135,"['0 (Deoxyuracil Nucleotides)', ""964-26-1 (2'-deoxyuridylic acid)"", 'EC 2.1.1.45 (Thymidylate Synthase)']",IM,"['Animals', 'Deoxyuracil Nucleotides/*pharmacology', 'HeLa Cells/enzymology', 'Humans', 'Leukemia L1210/enzymology', 'Mathematics', 'Methylation', 'Thymidylate Synthase/*antagonists & inhibitors']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Drugs Exp Clin Res. 1986;12(6-7):545-9.,,,,,,,,,,,,
3743371,NLM,MEDLINE,19861023,20131121,0378-6501 (Print) 0378-6501 (Linking),12,6-7,1986,Synthesis of reactive metabolite-analogues of cyclophosphamide for comparisons of NMR kinetic parameters and anticancer screening data.,527-32,"Ozonolysis of compounds with the general structure CH2 = CHR1CHR2CH2OP(O) (NHR3)NR42 gave, in each case, one major product which was an analogue of the cyclophosphamide (CP) metabolites aldophosphamide (AP) or 4-hydroxy-CP. 31P NMR spectra recorded for each of these compounds in aqueous buffered solutions at pH 7.4, 37 degrees C, revealed a cascade of reactions similar to those observed for AP and/or 4-hydroxy-CP, although the individual rate constants for these reactions were substituent-dependent. Aryl ketone analogues of AP did not give rise to detectable amounts of their cyclic hemiaminals, but those which produced phosphoramide mustards at rates similar to that found for AP were active against L1210 lymphoid leukaemia in mice. The results indicated that oncostatic selectivity may not require cell-specific oxidative detoxification.","['Ludeman, S M', 'Boyd, V L', 'Regan, J B', 'Gallo, K A', 'Zon, G', 'Ishii, K']","['Ludeman SM', 'Boyd VL', 'Regan JB', 'Gallo KA', 'Zon G', 'Ishii K']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Drugs Exp Clin Res,Drugs under experimental and clinical research,7802135,"['0 (Antineoplastic Agents)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Animals', '*Antineoplastic Agents/therapeutic use', 'Cyclophosphamide/*analogs & derivatives/therapeutic use', 'Kinetics', 'Leukemia L1210/drug therapy', '*Magnetic Resonance Spectroscopy', 'Mice']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Drugs Exp Clin Res. 1986;12(6-7):527-32.,['CA-21345/CA/NCI NIH HHS/United States'],,,,,,,,,,,
3743368,NLM,MEDLINE,19861023,20131121,0378-6501 (Print) 0378-6501 (Linking),12,6-7,1986,Mechanism of interstrand cross-linking of DNA by anticancer 2-haloethylnitrosoureas.,463-73,"E and Z-2-haloethyldiazotates, which have been postulated as the ultimate electrophiles responsible for the biological activity of 2-haloethylnitrosoureas (HENUs), have been synthesized and characterized by 15N-nmr. Their stability and solubility in organic solvents are increased by forming crown ether complexes. While E and Z forms are configurationally stable in solution the Z form cyclizes at greater than or equal to -20 degrees C to a 1,2,3-oxadiazoline. The E isomers cross-link DNA, in contrast to the Z isomers. However, both E and Z (2'chloroethyl)thioethyldiazotates (neither of which may cyclize) cross-link DNA extremely efficiently. The cross-linking by these agents is a two-step process and increases with the (G + C) content of the DNA. E-2-chloroethyldiazotate exhibits activity against P388 leukaemia in vivo, lending credence to the suggestion that it is the ultimate electrophile from HENUs. Ab initio calculations predicted the optimized geometry, LUMO energies and atom contributions and the net atomic charges for the diazohydroxides and the HOMO energies and atom contributions for the alternative DNA base sites. An analysis based on Frontier Orbital methods invoking the Hard and Soft Acids and Bases theory permitted an interpretation of the formation of a cross-link site and several modified bases isolated from the reaction of HENUs with DNA.","['Lown, J W', 'Koganty, R R', 'Bhat, U G', 'Sapse, A M', 'Allen, E B']","['Lown JW', 'Koganty RR', 'Bhat UG', 'Sapse AM', 'Allen EB']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Drugs Exp Clin Res,Drugs under experimental and clinical research,7802135,"['0 (Antineoplastic Agents)', '0 (Nitrosourea Compounds)', '9007-49-2 (DNA)', 'EN464416SI (Ethidium)']",IM,"['Animals', 'Antineoplastic Agents/*metabolism', 'DNA/*metabolism', 'Ethidium/metabolism', 'Leukemia, Experimental/drug therapy', 'Models, Molecular', 'Nitrosourea Compounds/*metabolism', 'Nucleic Acid Conformation/drug effects', 'Stereoisomerism']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Drugs Exp Clin Res. 1986;12(6-7):463-73.,"['1,RO1 CA21488-01/CA/NCI NIH HHS/United States']",,,,,,,,,,,
3742880,NLM,MEDLINE,19861003,20181113,0009-9104 (Print) 0009-9104 (Linking),64,2,1986 May,Phenotypic and functional characterization of the circulating NK compartment in hairy cell leukaemia.,392-8,"A phenotypic and functional analysis of the circulating natural killer (NK) cell population was carried out in a series of patients with hairy cell leukaemia (HCL). The overall mean NK activity of both the mononuclear and T cell fractions was reduced compared to that of normal controls (466 lytic units (lu) v 573 lu and 226 lu v 381 lu, respectively), though this difference did not reach statistical significance (P less than 0.05). Individual analysis of the data showed that in five out of 15 and in seven out of 16 cases the K562 killing by the mononuclear and T cells respectively was below the lowest s.d. limit for normal subjects. This reduced NK function was associated with a decreased ability of the effector cells to bind the target. The NK response to exogenous human leucocyte interferon was also generally depressed in cases with a low basal NK activity. The functional studies were complemented with the evaluation of the membrane expression of NK associated antigens. The percentage of circulating T cells recognized by the monoclonal antibody (MoAb) Leu-7 was significantly higher (P less than 0.001) in HCL than in normal blood (25.2% +/- 10.2 v 11.9 +/- 5.9 s.d.). However, the reactivity with two other NK-related MoAb, Leu-11 and AB8.28, was significantly lower (7.1% +/- 6.9 and 9.8% +/- 8.5; P less than 0.002) than with Leu-7 and moderately reduced compared with that of normal circulating T cells (11.7% + 6.1 & 12% + 5.5). These findings suggest that in a proportion of patients with HCL there is an impairment of the NK compartment, which may contribute towards the occurrence of the infective complications which are the primary cause of death in this disease.","['Foa, R', 'Lauria, F', 'Lusso, P', 'Raspadori, D', 'Fierro, M T', 'Tazzari, P L', 'Caudana, L', 'Matera, L']","['Foa R', 'Lauria F', 'Lusso P', 'Raspadori D', 'Fierro MT', 'Tazzari PL', 'Caudana L', 'Matera L']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (Interferon Type I)']",IM,"['Antibodies, Monoclonal/immunology', 'Antigens, Surface/analysis', 'Cytotoxicity, Immunologic', 'Humans', 'Interferon Type I/pharmacology', 'Killer Cells, Natural/*immunology', 'Leukemia, Hairy Cell/*immunology', 'Rosette Formation']",1986/05/01 00:00,1986/05/01 00:01,['1986/05/01 00:00'],"['1986/05/01 00:00 [pubmed]', '1986/05/01 00:01 [medline]', '1986/05/01 00:00 [entrez]']",,ppublish,Clin Exp Immunol. 1986 May;64(2):392-8.,,,PMC1542334,,,,,,,,,
