PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,AB,TT,PMC,OID,GN,OAB,OABL,OTO,OT,SI
7229726,NLM,MEDLINE,19810709,20131121,0161-5505 (Print) 0161-5505 (Linking),22,6,1981 Jun,New horizons for therapeutic nuclear medicine in 1981.,549-54,"['Beierwaltes, W H']",['Beierwaltes WH'],['eng'],['Journal Article'],United States,J Nucl Med,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",0217410,"['0 (Iodine Radioisotopes)', '0 (Phosphates)', '0 (Phosphorus Radioisotopes)', 'F5WR8N145C (Sodium Iodide)']",IM,"['Forecasting', 'Humans', 'Hyperthyroidism/radiotherapy', 'Iodine Radioisotopes/*therapeutic use', 'Leukemia, Radiation-Induced/etiology', 'Neoplasms, Radiation-Induced/etiology', 'Phosphates/therapeutic use', 'Phosphorus Radioisotopes/*therapeutic use', 'Polycythemia Vera/radiotherapy', 'Radiotherapy/adverse effects/*methods/standards', 'Radiotherapy Dosage', 'Sodium Iodide/therapeutic use', 'Thyroid Neoplasms/radiotherapy']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",,ppublish,J Nucl Med. 1981 Jun;22(6):549-54.,,"The therapeutic approach of internally administered radiopharmaceuticals offers the potential to outmode the present approaches of conventional radiation therapy and chemotherapy because of three characteristics: 1. The therapeutic use of radiopharmaceuticals may deliver as much as orders of magnitude larger rad doses than conventional radiation therapy to target tissues, selectively irradiating these tissues internally in one radiation dose. 2. The therapeutic use of radiopharmaceuticals is followed by a lower incidence of leukemia and other cancers. 3. The treatment is comparatively noninvasive and nontraumatic. We can now make this rather strong statement with fairly firm conviction because Na131I has been used since 1946 (33 years) to treat almost a million patients for hyperthyroidism (a) and in approximately 5000 patients for well-differentiated thyroid cancer (b); NaH2PO4(P-32) has been used for 35 years to treat approximately 25,000 patients with polycythemia vera (3-5).",,,,,,,,,
7229618,NLM,MEDLINE,19810709,20061115,0022-1317 (Print) 0022-1317 (Linking),51,Pt 2,1980 Dec,Analysis of the origin of charge heterogeneity of Rauscher murine leukaemia virus p30.,409-14,"['Brouwer, J', 'Warnaar, S O']","['Brouwer J', 'Warnaar SO']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Gen Virol,The Journal of general virology,0077340,"['0 (Viral Core Proteins)', '0 (Viral Proteins)']",IM,"['Animals', 'Isoelectric Focusing', 'Mice', 'Rauscher Virus/*analysis', 'Viral Core Proteins', 'Viral Proteins/*analysis']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1099/0022-1317-51-2-409 [doi]'],ppublish,J Gen Virol. 1980 Dec;51(Pt 2):409-14. doi: 10.1099/0022-1317-51-2-409.,,"Preparations of the 30 X 10(3) mol. wt. protein (p30) of Rauscher murine leukaemia virus (R-MuLV) which had been purified to homogeneity as judged by gel electrophoresis in the presence of SDS and by amino-terminal amino acid analysis, showed considerable isoelectric heterogeneity. It was found that R-MuLV p30 polypeptide chains are easily converted in vitro into chains with more acidic isoelectric points. R-MuLV p30 polypeptides with different isoelectric points displayed the same set of 125I-labelled tryptic peptides. It is concluded that the charge heterogeneity of R-MuLV p30, as revealed in isoelectric focusing experiments, is not caused by genetic heterogeneity of the virus genome but by post-translational modification.",,,,,,,,,
7229379,NLM,MEDLINE,19810723,20031114,0022-1767 (Print) 0022-1767 (Linking),126,6,1981 Jun,Lymphoid cell surface receptor for Moloney leukemia virus envelope glycoprotein gp71. I. Binding characteristics.,2347-51,"['Choppin, J', 'Schaffar-Deshayes, L', 'Debre, P', 'Levy, J P']","['Choppin J', 'Schaffar-Deshayes L', 'Debre P', 'Levy JP']",['eng'],['Journal Article'],United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antibodies)', '0 (Membrane Glycoproteins)', '0 (Receptors, Virus)', '0 (Viral Envelope Proteins)', '0 (Viral Proteins)', '0 (ecotropic murine leukemia virus receptor)']",IM,"['Animals', 'Antibodies', 'Binding Sites', 'Binding, Competitive', 'Lymphocytes/*metabolism', 'Membrane Glycoproteins/physiology', 'Mice', 'Mice, Inbred A', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Mice, Inbred NZB', 'Receptors, Virus/physiology', 'Species Specificity', 'Spleen/metabolism', 'Viral Envelope Proteins', 'Viral Proteins/metabolism']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",,ppublish,J Immunol. 1981 Jun;126(6):2347-51.,,"The characteristics of Moloney leukemia virus (M-MuLV) gp71 binding on lymphoid cells have been studied by a very sensitive assay. Analysis of the results indicated the presence of 1 class of high affinity binding sites (Ka = 1.2 X 10(9) M-1) on BALB/c thymus cells. The total number of binding sites was estimated around 1.3 X 10(4) per thymus cell. No significative differences were observed for the binding of Moloney leukemia virus gp71 on thymus cells from different inbred strains of mice, suggesting that the genetic susceptibility to Moloney leukemia virus infection does not depend on the presence of gp71 receptor on the target cells. On the other hand, it seems that M-MuLV gp71 binds preferentially on T cells, which are the final target of Moloney leukemia virus-induced transformation. Very little binding was found on Moloney, Rauscher, or x-ray-induced lymphoma cells.",,,,,,,,,
7229120,NLM,MEDLINE,19810709,20190825,0091-2700 (Print) 0091-2700 (Linking),21,2,1981 Feb-Mar,Clinical pharmacology of intramuscularly administered L-asparaginase.,72-8,"['Ho, D H', 'Yap, H Y', 'Brown, N', 'Benjamin, R S', 'Friereich, E J', 'Blumenschein, G R', 'Bodey, G P']","['Ho DH', 'Yap HY', 'Brown N', 'Benjamin RS', 'Friereich EJ', 'Blumenschein GR', 'Bodey GP']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,J Clin Pharmacol,Journal of clinical pharmacology,0366372,['EC 3.5.1.1 (Asparaginase)'],IM,"['Asparaginase/administration & dosage/*metabolism', 'Female', 'Humans', 'Injections, Intramuscular', 'Injections, Intravenous', 'Kinetics', 'Male']",1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",['10.1002/j.1552-4604.1981.tb01752.x [doi]'],ppublish,J Clin Pharmacol. 1981 Feb-Mar;21(2):72-8. doi: 10.1002/j.1552-4604.1981.tb01752.x.,"['CA 05831/CA/NCI NIH HHS/United States', 'CM 87233/CM/NCI NIH HHS/United States']","Clinical pharmacology of L-asparaginase was compared by intramuscular and intravenous injections in 12 patients with metastatic cancer or leukemia. Following a single intramuscular injection at the gluteal site of L-asparaginase (10,000 IU/m2), the enzyme appeared in plasma as measured initially at 1 hour, but plateau levels were not reached in plasma until 14 to 24 hours after drug administration. The peak plasma level was 1.12 IU/ml, only one fourth of that seen when L-asparaginase was given intravenously at equal doses. However, the enzyme level decrease in the plasma after intramuscular injections was slower, with a half-life ot 46 hours, compared to 7 to 28 hours for intravenously administered drug. The apparent volume of distribution indicated that the intravenously injected enzyme was mostly distributed in plasma, whereas the intramuscularly injected enzyme yielded a much larger volume of distribution (63 versus 245 ml/kg). In addition, only 19 per cent of the intramuscularly injected dose was in plasma, and the area under the curve (C X t) was only 1/24 that by intravenous route (20 versus 487 IU/ml.hr). No enzyme was measurable in patients' urine samples collected for three days after intramuscular injections of the enzyme, and only a trace (less than 1 per cent) of the enzyme was detected in urine after intravenous administration.",,,,,,,,,
7229107,NLM,MEDLINE,19810720,20190501,0021-9746 (Print) 0021-9746 (Linking),34,3,1981 Mar,Serial study of C-reactive protein during infection in leukaemia.,263-6,"['Rose, P E', 'Johnsdon, S A', 'Meakin, M', 'Mackie, P H', 'Stuart, J']","['Rose PE', 'Johnsdon SA', 'Meakin M', 'Mackie PH', 'Stuart J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Clin Pathol,Journal of clinical pathology,0376601,['9007-41-4 (C-Reactive Protein)'],IM,"['Bacterial Infections/*blood/complications', 'C-Reactive Protein/*metabolism', 'Humans', 'Leukemia/*blood/complications', 'Nephelometry and Turbidimetry', 'Neutropenia/blood/complications']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",['10.1136/jcp.34.3.263 [doi]'],ppublish,J Clin Pathol. 1981 Mar;34(3):263-6. doi: 10.1136/jcp.34.3.263.,,"Serum C-reactive protein was studied serially by a 1-hour laser nephelometric assay in 25 patients with leukaemia who developed 34 episodes of infection. The serum level rose above, or by, 100mg/l in 29 of the episodes. Serial measurement of this acute-phase reactant was of value in detecting infection in the neutropenic patient and in monitoring the response to antibiotic therapy.",,PMC1146475,,,,,,,
7229074,NLM,MEDLINE,19810709,20190723,0021-9762 (Print) 0021-9762 (Linking),37,2,1981 Apr,The CPI subscales as predictors of parental coping with childhood leukemia.,386-8,"['Kupst, M J', 'Schulman, J L']","['Kupst MJ', 'Schulman JL']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,J Clin Psychol,Journal of clinical psychology,0217132,,IM,"['*Adaptation, Psychological', 'Child', 'Female', 'Humans', 'Leukemia/*psychology', 'Male', 'Parents/*psychology', 'Psychological Tests']",1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",['10.1002/1097-4679(198104)37:2<386::aid-jclp2270370228>3.0.co;2-b [doi]'],ppublish,J Clin Psychol. 1981 Apr;37(2):386-8. doi: 10.1002/1097-4679(198104)37:2<386::aid-jclp2270370228>3.0.co;2-b.,,"Determined the role of the standard CPI subscales, the Summed Coping Scale, and the current Adjustment Rating Scale in prediction of parental coping with leukemia, with 30 mothers and 25 fathers of children with Leukemia. None of the standard CPI subscales was found to be a significant predictor of coping, as measured by a situation-specific instrument, the Family Coping Scale. The Summed Coping Scale and the CARS were significant as predictors for fathers, but not for mothers. It is suggested that coping with the specific situation may be a better predictor of later coping in a similar situation than more global assessments.",,,,,,,,,
7228577,NLM,MEDLINE,19810720,20151119,0021-0005 (Print) 0021-0005 (Linking),18,8,1981 May,"Cyclophosphamide, vincristine, and the blood testis barrier.",443-4,"['Forrest, J B', 'Turner, T T', 'Howards, S S']","['Forrest JB', 'Turner TT', 'Howards SS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Invest Urol,Investigative urology,0374747,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Animals', 'Biological Transport', '*Blood-Testis Barrier', 'Cyclophosphamide/*metabolism', 'Injections', 'Leukemia, Experimental/etiology', 'Male', 'Rats', 'Testis/*metabolism', 'Vincristine/*metabolism']",1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",,ppublish,Invest Urol. 1981 May;18(8):443-4.,"['1-K04-HD00108-01/HD/NICHD NIH HHS/United States', 'HD09490-02/HD/NICHD NIH HHS/United States']","The blood testis barrier has been implicated in the pathogenesis of testicular relapse of childhood acute leukemia by forming a ""sanctuary site"" for leukemic cells. Experiments were conducted to test the transport of carbon 14 cyclophosphamide and tritiated vincristine across the blood testis barrier. Both cyclophosphamide and vincristine crossed the blood testis barrier. However, other factors such as the transport of immunoglobins and leukocytes across the blood testis barrier may interact in the pathogenesis of leukemic testicular relapse.",,,,,,,,,
7228435,NLM,MEDLINE,19810720,20190816,0020-5915 (Print) 0020-5915 (Linking),65,2,1981,Effect of herpes simplex virus type 2 and friend erythroleukemia virus infection of IgE antibody responses to Ascaris antigen in mice.,235-8,"['Yoo, T J', 'Bennett, M']","['Yoo TJ', 'Bennett M']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Int Arch Allergy Appl Immunol,International archives of allergy and applied immunology,0404561,"['0 (Antigens)', '37341-29-0 (Immunoglobulin E)']",IM,"['Animals', 'Antigens', 'Ascaris/*immunology', 'Friend murine leukemia virus/immunology', 'Herpes Simplex/*immunology', 'Immunoglobulin E/*biosynthesis', 'Leukemia, Experimental/*immunology', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Passive Cutaneous Anaphylaxis', 'Rats', 'Rats, Inbred BUF']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1159/000232760 [doi]'],ppublish,Int Arch Allergy Appl Immunol. 1981;65(2):235-8. doi: 10.1159/000232760.,['CA 15369/CA/NCI NIH HHS/United States'],"The IgE response to Ascaris antigen, as measured by passive cutaneous anaphylactic reactions, was suppressed in mice infected with either herpes simplex virus type 2 (HSV-2) or Friend leukemia virus (FV). FV was not suppressive unless infection preceded immunization whereas HSV-2 infection was immunosuppressive before or after immunization. However, the suppression by HSV-2 was relatively short-lived.",,,,,,,,,
7227717,NLM,MEDLINE,19810720,20141003,0016-450X (Print) 0016-450X (Linking),71,5,1980 Oct,Comparison of antitumor activities of nitrosourea derivatives against mammary breast carcinoma (MX-1) in nude mice.,686-91,"['Inoue, K', 'Fujimoto, S', 'Ogawa, M']","['Inoue K', 'Fujimoto S', 'Ogawa M']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Gan,Gan,0151745,"['0 (Antineoplastic Agents)', '0 (Nitrosourea Compounds)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Female', 'Leukemia L1210/drug therapy', 'Mammary Neoplasms, Experimental/*drug therapy', 'Mice', 'Mice, Nude', 'Neoplasm Transplantation', 'Nitrosourea Compounds/administration & dosage/*therapeutic use/toxicity', 'Transplantation, Heterologous']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",,ppublish,Gan. 1980 Oct;71(5):686-91.,,"A study was conducted to evaluate the antitumor activities of six nitrosourea derivatives against the xenograft of mammary breast carcinoma transplanted in nude mice (MX-1). The drugs employed in this study were 3-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-1-(2-chloroethyl)-1-nitrosourea hydrochloride (ACNU), 1-(2-chloroethyl)-3-(methyl alpha-D-glucopyranos-6-yl)-1-nitrosourea (MCNU), 1-(2-chloroethyl)-3-(beta-D-glucopyranosyl)-1-nitrosourea (GANU), 1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU), 1-(2-chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea (Me-CCNU), and 2-[3-(2-chloroethyl)-3-nitrosoureido]-2-deoxyl-D-glucopyranose (DCNU, chlorozotocin). CCNU and Me-CCNU were administered intraperitoneally, and the other were given intravenously through a tail vein. Antitumor activities were assessed in terms of the drug-induced tumor growth inhibition based on caliper measurements. A single treatment with ACNU (40 mg/kg) induced 92% tumor regression, compared to 73% and 69% tumor regression induced by MCNU (15 mg/kg) and CCNU (50 mg/kg), respectively. GANU and DCNU were less effective. To evaluate the antitumor activity of the drugs, we employed the predetermined dose lethal to one-tenth of BDF1 mice (LD10) for each drug as a standard therapeutic dose to nude mice; doses higher than LD10 and one-half and/or one-fourth of LD10 were also given. The results suggest that LD10 in BDF1 mice could be employed as a standard therapeutic dose in the chemotherapy of nude mice.",,,,,,,,,
7227714,NLM,MEDLINE,19810720,20181130,0016-450X (Print) 0016-450X (Linking),71,5,1980 Oct,"Antitumor activity of platinum(II) complexes of 1,2-diamino-cyclohexane isomers.",637-43,"['Kidani, Y', 'Noji, M', 'Tashiro, T']","['Kidani Y', 'Noji M', 'Tashiro T']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Japan,Gan,Gan,0151745,"['0 (Antineoplastic Agents)', '0 (Organoplatinum Compounds)', '0 (platinum(II) dibromo-1,2-diaminocyclohexane)', '04ZR38536J (Oxaliplatin)', '52351-07-2 (platinum(II) 1,2-diaminocyclohexane malonate)', '52691-24-4 (dichloro-1,2-diaminocyclohexane platinum complex)', '60732-70-9 (1,2-cyclohexanediamine dinitratoplatinum)', '61593-75-7 (1,2-diaminocyclohexyl platinum sulfate)', '66812-73-5 (platinum(II) 1,2-diaminocyclohexane glucuronate)', '66964-40-7 (platinum(II) 1,2-diaminocyclohexane bis(glucuronate))']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Leukemia L1210/drug therapy', 'Male', 'Mice', 'Organoplatinum Compounds/*therapeutic use/toxicity', 'Oxaliplatin', 'Solubility', 'Stereoisomerism']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",,ppublish,Gan. 1980 Oct;71(5):637-43.,,"Dichloro, dibromo, oxalato, malonato, dinitrato, sulfato and mono and bis-(D-glucuronato) platinum(II) complexes of 1,2-diaminocyclohexane (dach) isomers were prepared and tested on L1210 mouse leukemia employing the NCI protocol for evaluation of Pt analogs. A large number of long-term survivors were observed with certain analogs, though the therapeutic indices (optimal dose/minimum effective dose) were not large. Among the analogs tested, the oxalato, malonato, dinitrato and mono-(D-glucuronato) Pt(II) complexes of trans-1,2-diaminocyclohexane were found to be particularly effective. The glucuronato Pt complexes appear to be promising candidates for clinical trial since they have the highest solubility in water.",,,,,,,,,
7227466,NLM,MEDLINE,19810720,20071114,0301-472X (Print) 0301-472X (Linking),8,9,1980 Oct,Humoral regulation of splenic hemopoiesis in mice.,1094-109,"['Staber, F G', 'Metcalf, D']","['Staber FG', 'Metcalf D']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Culture Media)', '0 (Immune Sera)', '0 (Lipid A)', '0 (Lipopolysaccharides)', '11096-26-7 (Erythropoietin)']",IM,"['Animals', 'Blood Cell Count', 'Cells, Cultured', 'Culture Media', 'Erythropoietin/analysis', 'Female', '*Hematopoiesis/radiation effects', 'Hematopoietic Stem Cells/*cytology', 'Immune Sera/pharmacology', 'Lipid A/*pharmacology', 'Lipopolysaccharides/*pharmacology', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Spleen/*cytology']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1980 Oct;8(9):1094-109.,"['CA-22492/CA/NCI NIH HHS/United States', 'CA-25972/CA/NCI NIH HHS/United States']","The effects on splenic hemopoiesis were investigated of injecting the bacterial cell wall component, lipid A, or post-lipid A serum (PLAS) into mice. Both lipid A and syngeneic PLAS caused an increase in splenic numbers of multipotential hematopoietic stem cells (CFUS), committed hemopoietic progenitor cells (CFC) of different hemopoietic lineages and morphologically recognizable hemopoietic cells of various lineages. C57BL/6 Sld/Sld PLAS had a lower stimulating effect on hemopoiesis than C57BL/6 +/+ PLAS. PLAS from pre-irradiated mice was as active as normal PLAS in elevating splenic CFC levels. Serum from mice which received irradiation only, had no stimulating effect on splenic hemopoiesis. Medium conditioned by the myelomonocytic leukemia cell line WEHI-3B elevated splenic CFC numbers of similarly to PLAS, but supernatants from long-term marrow cultures or serum of mice treated with latex or phenylhydrazine did not have such an effect. Despite its marked effect on splenic numbers of nucleated erythroid cell precursors, PLAS did not contain elevated levels of erythropoietin.",,,,,,,,,
7227441,NLM,MEDLINE,19810720,20190909,0014-2964 (Print) 0014-2964 (Linking),16,9,1980 Sep,Inhibition of T4 bacteriophage yield by 9-anilinoacridines; comparison with in vivo antitumour activity.,1133-9,"['Robertson, I G', 'Denny, W A', 'Baguley, B C']","['Robertson IG', 'Denny WA', 'Baguley BC']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Cancer,European journal of cancer,0074126,"['0 (Acridines)', '0 (Aminoacridines)', '0 (DNA, Viral)', '00DPD30SOY (Amsacrine)', '3340-22-5 (9-anilinoacridine)']",IM,"['Acridines/*pharmacology/therapeutic use', 'Aminoacridines/*pharmacology/therapeutic use', '*Amsacrine/*analogs & derivatives', 'Animals', 'DNA, Viral', 'Dose-Response Relationship, Drug', 'Leukemia L1210/drug therapy', 'Mice', 'Structure-Activity Relationship', 'T-Phages/*drug effects']",1980/09/01 00:00,1980/09/01 00:01,['1980/09/01 00:00'],"['1980/09/01 00:00 [pubmed]', '1980/09/01 00:01 [medline]', '1980/09/01 00:00 [entrez]']",['10.1016/0014-2964(80)90171-1 [doi]'],ppublish,Eur J Cancer. 1980 Sep;16(9):1133-9. doi: 10.1016/0014-2964(80)90171-1.,,,,,,,,,,,
7227431,NLM,MEDLINE,19810709,20190909,0014-2964 (Print) 0014-2964 (Linking),16,12,1980 Dec,"Antitumoral effect in mice of a new triepoxyde derivative: 1, 3, 5-triglycidyl-s-triazinetrione (NSC 296934).",1561-7,"['Atassi, G', 'Spreafico, F', 'Dumont, P', 'Nayer, P', 'Klastersky, J']","['Atassi G', 'Spreafico F', 'Dumont P', 'Nayer P', 'Klastersky J']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,"['0 (Triazines)', '456V4159SL (teroxirone)']",IM,"['Administration, Oral', 'Animals', 'Drug Administration Schedule', 'Female', 'Injections, Intraperitoneal', 'Lethal Dose 50', 'Leukemia, Experimental/drug therapy', 'Lung Neoplasms/drug therapy/secondary', 'Male', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Triazines/*therapeutic use']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1016/0014-2964(80)90029-8 [doi]'],ppublish,Eur J Cancer. 1980 Dec;16(12):1561-7. doi: 10.1016/0014-2964(80)90029-8.,,,,,,,,,,,
7227429,NLM,MEDLINE,19810709,20190909,0014-2964 (Print) 0014-2964 (Linking),16,12,1980 Dec,A methotrexate insensitive variant of folate reductase present in two lines of methotrexate-resistant L5178Y cells.,1539-46,"['Goldie, J H', 'Krystal, G', 'Hartley, D', 'Gudauskas, G', 'Dedhar, S']","['Goldie JH', 'Krystal G', 'Hartley D', 'Gudauskas G', 'Dedhar S']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,"['0 (Folic Acid Antagonists)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Cell Line', 'Cell Survival/drug effects', 'Chromatography, Affinity', 'Chromatography, High Pressure Liquid', 'Drug Resistance', 'Folic Acid Antagonists', 'Genetic Variation', 'Kinetics', 'Leukemia L5178/*enzymology/pathology', 'Leukemia, Experimental/*enzymology', 'Methotrexate/*pharmacology', 'Mice', 'Tetrahydrofolate Dehydrogenase/*genetics/isolation & purification']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1016/0014-2964(80)90026-2 [doi]'],ppublish,Eur J Cancer. 1980 Dec;16(12):1539-46. doi: 10.1016/0014-2964(80)90026-2.,,,,,,,,,,,
7227428,NLM,MEDLINE,19810709,20190909,0014-2964 (Print) 0014-2964 (Linking),16,12,1980 Dec,The interaction of liposomes with cells: the relation of cell specific toxicity to lipid composition.,1529-38,"['Layton, D', 'Luckenbach, G A', 'Andreesen, R', 'Munder, P G']","['Layton D', 'Luckenbach GA', 'Andreesen R', 'Munder PG']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,"['0 (Lipids)', '0 (Liposomes)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Cell Survival/*drug effects', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'Fibroblasts/drug effects/metabolism', 'Leukemia L1210/metabolism/pathology', 'Lipids/analysis/*pharmacology', 'Liposomes/*pharmacology', 'Mice', 'Thymidine/metabolism']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1016/0014-2964(80)90025-0 [doi]'],ppublish,Eur J Cancer. 1980 Dec;16(12):1529-38. doi: 10.1016/0014-2964(80)90025-0.,,,,,,,,,,,
7227417,NLM,MEDLINE,19810720,20190909,0014-2964 (Print) 0014-2964 (Linking),16,11,1980 Nov,Intracellular penetration of liposomes containing a water insoluble antimitotic drug in L1210 cells.,1409-16,"['Fruhling, J', 'Penasse, W', 'Laurent, G', 'Brassionne, C', 'Hildebrand, J', 'Vanhaelen, M', 'Vanhaelen-Fastre, R', 'Deleers, M', 'Ruysschaert, J M']","['Fruhling J', 'Penasse W', 'Laurent G', 'Brassionne C', 'Hildebrand J', 'Vanhaelen M', 'Vanhaelen-Fastre R', 'Deleers M', 'Ruysschaert JM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Eur J Cancer,European journal of cancer,0074126,"['0 (Antineoplastic Agents)', '0 (Benzimidazoles)', '0 (Carbamates)', '0 (Liposomes)', 'SH1WY3R615 (Nocodazole)']",IM,"['Animals', 'Antineoplastic Agents/*administration & dosage/metabolism', 'Benzimidazoles/*administration & dosage/metabolism', 'Carbamates/*administration & dosage/metabolism', 'Cell Nucleus/metabolism/ultrastructure', 'Cytoplasm/metabolism/ultrastructure', 'Fluorescence Polarization', 'Leukemia L1210/ultrastructure', 'Liposomes/*metabolism', 'Membrane Fluidity', 'Mice', 'Mice, Inbred DBA', 'Microscopy, Electron', 'Nocodazole', 'Solubility']",1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",['10.1016/0014-2964(80)90049-3 [doi]'],ppublish,Eur J Cancer. 1980 Nov;16(11):1409-16. doi: 10.1016/0014-2964(80)90049-3.,['N01-CM-57040/CM/NCI NIH HHS/United States'],,,,,,,,,,
