PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,PMC,AID,OID,OAB,OABL,OTO,OT,GN,RF,AD
943234,NLM,MEDLINE,19760525,20061115,0008-5472 (Print) 0008-5472 (Linking),36,2 pt 2,1976 Feb,Experimental oncornavirus vaccines in the cat.,646-51,"An experimental approach to the immunoprophylatic control of feline oncornavirus-mediated diseases has included induction of antivirus immunity and antibodies to the feline oncornavirus-associated membrane (tumor) antigens. A suitable model for exploring the effectiveness of killed oncornavirus vaccines in the cat has been provided by the use of feline sarcoma virus. Immunization of seven pregnant queens over a 6-week period with ultraviolet light-inactivated Gardner-Arnstein feline sarcoma virus resulted in significant protection among 12 kittens challenged with a tumor-forming Dose 90 at 7 days of age. This immunity was not present in kittens challenged at 35 days of age. Among 12 kittens born of queens immunized during pregnancy with ultraviolet light-inactivated Kawakami-Theilen feline leukemia virus and challenged with the same live virus at 4 days of age, significant protection was noted, ranging from prolongation of survival time to complete protection in 3 kittens. In general, the higher the antibody titer in the mother, the more effective the protection afforded the kittens. Immunization of 43 kittens during their first 5 weeks of life with the same vaccines used in adult cats did not immunize sufficiently to protect against feline sarcoma virus challenge at 5 weeks of age. Neutralizing antibody responses in these kittens were significantly lower than in pregnant queens. That kittens of this age are immunologically responsive was established, since complete protection of 9 kittens to feline sarcoma virus was obtained by immunization with a crude tumor extract inactivated with 5 to 7 megarads of gamma-irradiation. All these kittens developed feline oncornavirus-associated membrane antibodies while 3 developed demonstrable levels of virus-neutralizing antibodies. The results of these studies are believed indicative that killed virus vaccines and tumor vaccines can be effective immunoprophylatic measures in the control of RNA tumor virus oncogenesis in the cat. Developments in this model system should be relevant to any consideration given similar vaccines in humans.","['Yohn, D S', 'Olsen, R G', 'Schaller, J P', 'Hoover, E A', 'Mathes, L E', 'Heding, L', 'Davis, G W']","['Yohn DS', 'Olsen RG', 'Schaller JP', 'Hoover EA', 'Mathes LE', 'Heding L', 'Davis GW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Antibodies, Viral)', '0 (Antigens, Neoplasm)', '0 (Viral Vaccines)']",IM,"['Age Factors', 'Animals', 'Antibodies, Viral/analysis', 'Antigens, Neoplasm', 'Cats', 'Female', 'Gamma Rays', 'Maternal-Fetal Exchange', 'Neutralization Tests', 'Oncogenic Viruses/*immunology/radiation effects', 'Pregnancy', 'Radiation Effects', 'Sarcoma, Experimental/microbiology/*prevention & control', 'Ultraviolet Rays', '*Vaccination', '*Viral Vaccines']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",ppublish,Cancer Res. 1976 Feb;36(2 pt 2):646-51.,,,,,,,,,,,
943164,NLM,MEDLINE,19760423,20190612,0006-291X (Print) 0006-291X (Linking),68,2,1976 Jan 26,Studies on the regulation of ornithine decarboxylase activity by the microtubules: the effect of colchicine and vinblastine.,401-8,,"['Chen, K', 'Heller, J', 'Canellakis, E S']","['Chen K', 'Heller J', 'Canellakis ES']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['3CHI920QS7 (Cytochalasin B)', '5ACL011P69 (Ouabain)', '5V9KLZ54CY (Vinblastine)', 'EC 4.1.1.- (Carboxy-Lyases)', 'EC 4.1.1.17 (Ornithine Decarboxylase)', 'SML2Y3J35T (Colchicine)']",IM,"['Animals', 'Carboxy-Lyases/*metabolism', 'Colchicine/analogs & derivatives/*pharmacology', 'Cytochalasin B/pharmacology', 'Leukemia L1210/*enzymology', 'Mice', 'Microtubules/drug effects/*enzymology', 'Ornithine Decarboxylase/*metabolism', 'Ouabain/pharmacology', 'Structure-Activity Relationship', 'Vinblastine/*pharmacology']",1976/01/26 00:00,1976/01/26 00:01,['1976/01/26 00:00'],"['1976/01/26 00:00 [pubmed]', '1976/01/26 00:01 [medline]', '1976/01/26 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1976 Jan 26;68(2):401-8. doi: 10.1016/0006-291x(76)91159-1.,,,"['0006-291X(76)91159-1 [pii]', '10.1016/0006-291x(76)91159-1 [doi]']",,,,,,,,
943103,NLM,MEDLINE,19760409,20211203,0037-9727 (Print) 0037-9727 (Linking),151,1,1976 Jan,Restoration of leukemia virus-suppressed immunocytes in vitro by peritoneal exudate cells.,163-7,"Depressed antibody responsiveness to sheep erythrocytes in mice infected with Friend leukemia virus continued in vitro when spleen cell cultures from infected animals were cultured in the presence of antigen. Addition of PE cells from normal donor mice to the immunologically depressed splenocyte cultures resulted in a marked restoration of antibody responsiveness. Restoration of the immune response was PE cell dose-dependent; a ratio of 1 PE cell per 10 splenocytes resulted in the largest numbers of PFC's. These results suggest that impaired antibody responsiveness by spleen cell cultures from FLV-infected mice may be due, in part, to effects on antigen-processing macrophages, since restoration of immune responsiveness occurs by PE cell supplements.","['Specter, S', 'Patel, N', 'Friedman, H']","['Specter S', 'Patel N', 'Friedman H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,,IM,"['Animals', '*Antibody Formation', 'Antibody-Producing Cells', 'Ascitic Fluid/cytology', '*Friend murine leukemia virus', '*Immunosuppression Therapy', 'In Vitro Techniques', 'Leukemia, Experimental/*immunology', 'Macrophages/*immunology', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Rats', 'Spleen/immunology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1976 Jan;151(1):163-7. doi: 10.3181/00379727-151-39166.,,,['10.3181/00379727-151-39166 [doi]'],,,,,,,,
942993,NLM,MEDLINE,19760427,20211203,0022-1007 (Print) 0022-1007 (Linking),143,3,1976 Mar 1,Leukemia in AKR mice. I. Effects of leukemic cells on antibody-forming potential of syngeneic and allogeneic normal cells.,482-96,"Cells from the spleen, thymus, lymph node, and liver of leukemic AKR mice suppress in vitro antibody responses of normal syngeneic and semiallogeneic cells. This suppression can be mediated by irradiated leukemic cells, requires cell contact between leukemic and normal cells, and may occur at any time during the in vitro culture period. Leukemic AKR cells do not suppress antibody responses of allogeneic cells, even when allogeneic cells have H-2 or background genes homologous with AKR. Leukemic cells do, however, suppress cells that are unable to respond allogeneically to leukemic AKR cells, such as cells of the F1s of AKR. Suppression of normal AKR antibody responses by leukemic AKR cells may be overcome by addition of irradiated allogeneic cells. The fact that leukemic AKR cells are able to suppress normal lymphocyte responses may be of significance in pathogenesis of leukemia in these mice.","['Roman, J M', 'Golub, E S']","['Roman JM', 'Golub ES']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antibodies, Neoplasm)']",IM,"['Animals', 'Antibodies, Neoplasm', '*Antibody Formation', '*Antibody-Producing Cells/transplantation', 'Cells, Cultured', 'Female', 'Immunosuppression Therapy', 'Leukemia, Experimental/*immunology', 'Liver/immunology', 'Lymph Nodes/immunology', 'Mice', 'Mice, Inbred AKR', 'Neoplasm Transplantation', 'Radiation Chimera', 'Spleen/immunology', 'Thymus Gland/immunology', 'Transplantation, Homologous']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",ppublish,J Exp Med. 1976 Mar 1;143(3):482-96. doi: 10.1084/jem.143.3.482.,,PMC2190145,['10.1084/jem.143.3.482 [doi]'],,,,,,,,
942870,NLM,MEDLINE,19760410,20190902,0006-5242 (Print) 0006-5242 (Linking),32,1,1976 Jan,Surface immunoglobulins and receptor sites for aggregated IgG on leukemic reticuloendotheliosis cells.,21-8,"On blood lymph nodes and spleen cells of 4 patients with leukemic reticuloendotheliosis (LR) the binding of 125-J-labelled IgG aggregates as well as binding of 125J-labeled anti immunoglobulin sera was studied. Moreover the capacity to form spontaneous rosettes with sheep red blood cells to bind immune complement complexes as well as the proliferative response in the presence of PHA were investigated. On the surface of hairy cells a variety of immunoglobulins were demonstrable. IgG of both types was found to be the predominant surface bound immunoglobulin and evidence was obtained, that these antibodies were adsorbed from the serum via Fc-receptors. In all LR-cases the percentages of T-cell rosettes as well as the PHA responses were decreased when compared with the normal controls. The numbers of immune complement complex binding cells were in the range of the normal controls. Results are discussed with respect to the origin of hairy cells in LR.","['Huber, C', 'Asamer, H', 'Michlmayr, G', 'Braunsteiner, H']","['Huber C', 'Asamer H', 'Michlmayr G', 'Braunsteiner H']",['eng'],['Journal Article'],Germany,Blut,Blut,0173401,"['0 (Immune Sera)', '0 (Immunoglobulin G)', '0 (Iodine Radioisotopes)']",IM,"['Adult', 'Animals', '*Binding Sites, Antibody', 'Erythrocytes/immunology', 'Humans', 'Immune Sera', 'Immunoglobulin G/*metabolism', 'Iodine Radioisotopes', 'Leukemia/*immunology', 'Lymph Nodes/immunology', 'Lymphatic Diseases/immunology', 'Male', 'Middle Aged', 'Protein Binding', 'Sheep/immunology', 'Spleen/immunology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Blut. 1976 Jan;32(1):21-8. doi: 10.1007/BF01000173.,,,['10.1007/BF01000173 [doi]'],,,,,,,,
942845,NLM,MEDLINE,19760401,20151119,0003-9926 (Print) 0003-9926 (Linking),136,1,1976 Jan,Idiopathic thrombocytopenic purpura complicating chronic lymphocytic leukemia.,62-6,"Three patients had severe, symptomatic idiopathic thrombocytopenic purpura (ITP) complicating chronic lymphocytic leukemia (CLL) that was refractory to prednisone treatment but that responded to splenectomy alone or in addition to immunosuppressive-cytotoxic treatment. Evidence of high titer of an antiplatelet factor, most likely an antibody, was corroborated in one case by the 14C-platelet serotonin release assay. This experience suggests that the treatment of ITP complicating CLL is similar to that of ITP not associated with lymphoproliferative disorders.","['Carey, R W', 'McGinnis, A', 'Jacobson, B M', 'Carvalho, A']","['Carey RW', 'McGinnis A', 'Jacobson BM', 'Carvalho A']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Intern Med,Archives of internal medicine,0372440,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)']",IM,"['Blood Cell Count', 'Blood Platelets', 'Cyclophosphamide/therapeutic use', 'Female', 'Humans', 'Leukemia, Lymphoid/blood/*complications/therapy', 'Male', 'Middle Aged', 'Prednisone/therapeutic use', 'Purpura, Thrombocytopenic/blood/*complications/therapy', 'Splenectomy', 'Vincristine/therapeutic use']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1976 Jan;136(1):62-6.,,,,,,,,,,,
942734,NLM,MEDLINE,19760305,20190708,0002-7863 (Print) 0002-7863 (Linking),98,2,1976 Jan 21,The 15N nuclear magnetic resonance of Friend leukemic cell (gly-15N) hemoblogin. The resolution of noncovalent bonding interactions.,632-4,,"['Lapidot, A', 'Irving, C S', 'Malik, Z']","['Lapidot A', 'Irving CS', 'Malik Z']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Am Chem Soc,Journal of the American Chemical Society,7503056,"['0 (Hemoglobins, Abnormal)', 'TE7660XO1C (Glycine)']",IM,"['Animals', 'Glycine', '*Hemoglobins, Abnormal', '*Leukemia, Experimental', '*Magnetic Resonance Spectroscopy', 'Protein Binding']",1976/01/21 00:00,1976/01/21 00:01,['1976/01/21 00:00'],"['1976/01/21 00:00 [pubmed]', '1976/01/21 00:01 [medline]', '1976/01/21 00:00 [entrez]']",ppublish,J Am Chem Soc. 1976 Jan 21;98(2):632-4. doi: 10.1021/ja00418a064.,,,['10.1021/ja00418a064 [doi]'],,,,,,,,
942622,NLM,MEDLINE,19760925,20190612,0006-291X (Print) 0006-291X (Linking),70,4,1976 Jun 21,Alkylthiolation. Evidence for involvement in cell division.,1275-82,,"['Toohey, J I', 'Cline, M J']","['Toohey JI', 'Cline MJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Disulfides)', '0 (Sulfhydryl Compounds)', 'GAN16C9B8O (Glutathione)', 'K848JZ4886 (Cysteine)', 'T8ID5YZU6Y (Dithiothreitol)']",IM,"['Animals', 'Cell Division/*drug effects', 'Cell Line', 'Cysteine/pharmacology', 'Disulfides/*pharmacology', 'Dithiothreitol/pharmacology', 'Glutathione/pharmacology', 'Kinetics', 'Leukemia L1210/metabolism', 'Mice', 'Structure-Activity Relationship', 'Sulfhydryl Compounds/*pharmacology']",1976/06/21 00:00,1976/06/21 00:01,['1976/06/21 00:00'],"['1976/06/21 00:00 [pubmed]', '1976/06/21 00:01 [medline]', '1976/06/21 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1976 Jun 21;70(4):1275-82. doi: 10.1016/0006-291x(76)91040-8.,,,"['0006-291X(76)91040-8 [pii]', '10.1016/0006-291x(76)91040-8 [doi]']",,,,,,,,
942583,NLM,MEDLINE,19760427,20131121,0008-5472 (Print) 0008-5472 (Linking),36,1,1976 Jan,Clinical effects and pharmacokinetics of different dosage schedules of adriamycin.,216-21,"Adriamycin was administered to 60 adults and 21 children by 3 different dosage schedules: 22.5 mg/sq m (0.6 mg/kg) daily for 4 days, 15 mg/sq m (0.4 mg/kg) every 8 hr for a total of 6 doses, and 50 to 120 mg/sq m as a single dose every 3 to 4 weeks. Objective responses lasting more than 1 month occurred in 5 subjects with acute leukemias or lymphoma, 3 with transitional cell carcinomas, 2 with sarcomas, 2 with Ewing's sarcoma and 1 each with bronchogenic carcinoma, orchidoblastoma, and thymoma. Toxic reactions included nausea, vomiting, stomatitis, alopecia, and hematopoietic depression, but significant cardiac toxicity occurred in only 1 patient. Pharmacokinetic data, collected in 25 patients by fluorometric and chromatographic assay, suggested a biphasic plasma clearance of drug with initial and secondary half-lives of about 1.5 and 14 to 21 hr, respectively. When drug was given every 8 hr there was evidence of loss of an initial very rapid phase of distribution of adriamycin and its metabolites. Urinary excretion accounted for 3.4 to 38.1% of administered fluorescence over a 72-hr period; in the first 24 hr, between 48.2 and 100% of this urinary material was in the form of adriamycin; leter, this fraction declined. No adriamycin or its fluorescent metabolites could be extracted from the stools.","['Creasey, W A', 'McIntosh, L S', 'Brescia, T', 'Odujinrin, O', 'Aspnes, G T', 'Murray, E', 'Marsh, J C']","['Creasey WA', 'McIntosh LS', 'Brescia T', 'Odujinrin O', 'Aspnes GT', 'Murray E', 'Marsh JC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,['80168379AG (Doxorubicin)'],IM,"['Blood Cells/drug effects', 'Carcinoma/drug therapy', 'Dose-Response Relationship, Drug', 'Doxorubicin/adverse effects/metabolism/*therapeutic use', 'Humans', 'Leukemia/drug therapy', 'Lymphoma/drug therapy', 'Nausea/chemically induced', 'Neoplasms/*drug therapy', 'Sarcoma/drug therapy', 'Stomatitis/chemically induced', 'Thymoma/drug therapy']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1976 Jan;36(1):216-21.,,,,,,,,,,,
942368,NLM,MEDLINE,19760925,20091109,0350-2023 (Print) 0350-2023 (Linking),4,1-2,1976,[Results in the use of blood components separated by cytophoresis in leukemia treated with cytostatics (our 1st experiences with flowing-effect centrifuge)].,97-104,"Since the essence of the malign process is still unknown, together with the basic causal principle (or principles?) of the pathological, malign growth, we, are not in position to apply the adequate, the only correct causal therapy with leukosis. As a consequence, we have numberous therapeutical diagrams with leukosis. As a consequence, we have numerous therapeutical diagrams in which there is adomination of pharmacological substances having cytostatic effects of anti-microbal, substitutional and symptomatical therapies. Cytostatics represent an expressedly different therapy. Various, very powerful cytostatic combinations and procedures applied with a desire to bring the patient into remission often cause the therapeutist to have another, very important problem: how to prevent the haematological complications using the cytostatic therapy, primarily the leukopenia and thrombocytopenia which, in bodies damaged by malign processes, can cause difficult complications. In order to avoid these, a series of new methods have been developed within the cytophoresis and haemotherapy. With the advent of separators of blood components it seems that the problem of selective and precise haemotherapy has been solved completely. Namely, if the components are applied precisely, in the stage when the patient lacks them in the desired concentration, the possibility of manifold therapeutical applications offer a possibility for an adequate subtitutional therapy. This paper brings forward our initial results from this field. The CENTRIFUGE-- AMINCO was used for seperation. The seperation in it takes place in a closed system (infection impossible), and thanks to special construction which simulates the internal medium of blood vessels, the mechanical decay of tangible components in the extracorporal medium has been reduced to a minimum. By means of adjustment of peristaltic pumps, the desired seperation is possible to be achieved. Concentrated components obtained by means of separation (leukocytes and thrombocytes, separated or together), have been applied with patients having leukosis once or several times, in the stage when they, due to cytostatic treatment, had very low values of these components with the existing or threatening complications. The substitional therapy has been applied with 14 patients and very efficient effects have been observed.","['Boskovic, S', 'Haracic, M']","['Boskovic S', 'Haracic M']",['srp'],"['English Abstract', 'Journal Article']",Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,,IM,"['Acute Disease', 'Blood Platelets', '*Blood Transfusion', 'Centrifugation', 'Humans', 'Leukemia/*therapy', 'Leukocytes', 'Methods']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):97-104.,Rezultati aplikacije citoferezom separisanih elemenata krvi kod leukemija tretiranih citostaticima,,,,,,,,,,
942366,NLM,MEDLINE,19760925,20131121,0350-2023 (Print) 0350-2023 (Linking),4,1-2,1976,[Electrocardiographic changes in patients with acute leukoses treated with rubidomycin or adriamycin at the Internal Clinic A].,105-8,"Electrocardiographic changes in patients with acute leukoses treated with Rubidomycin were observed. In 28 out of 40 followed-up patients changes were found in the form of sinus tachycardia, in 3 of them rhythm changes were observed in the form of extra systols, in 6 low segment S-T, in 12 changes of T waves (lower or isoelectric in 5, negative in 3, and high, pointed in 4 patients). In one patient there was found more prominent right axial deviation and the appearance of small Q in the site not seen before. In addition ot ECG, blood pictue and electrolytes were examined. Parallel occurence of anaemia and sinus tachycaria were found, while electrolytes mostly remained in normal limits. More significant and multiple changes were found in one patient, most often when the administration of a drug was followed by ECG. Lack of appearance of ECG changes in a certain number of our patinets most probably resulted from undue recording, and not from the harmful effect of a drug.","['Avramovic, D', 'Stefanovic, S', 'Konecni, J', 'Kovacevic, M', 'Ristic, M']","['Avramovic D', 'Stefanovic S', 'Konecni J', 'Kovacevic M', 'Ristic M']",['srp'],"['English Abstract', 'Journal Article']",Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,"['80168379AG (Doxorubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Daunorubicin/*adverse effects/therapeutic use', 'Doxorubicin/*adverse effects/therapeutic use', 'Electrocardiography', 'Female', 'Hospitals, University', 'Humans', 'Leukemia/complications/*drug therapy', 'Male', 'Tachycardia/*chemically induced/diagnosis']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):105-8.,Elektrokardiografske promene u bolesnika sa akutnim leukozama lecenih rubidomycin-om ili adriamycin-om u internoj klinici A,,,,,,,,,,
941216,NLM,MEDLINE,19760925,20190713,0041-1337 (Print) 0041-1337 (Linking),21,4,1976 Apr,Quantitation of the immune rejection of allotransplanted AKR leukemic cells.,279-81,"AKR leukemic cells were transferred into both CD2F1 and C3H/He mice and the growth and rejection of the cells followed by a quantitative cellular assay. While the leukemic cells initially grew at the same rate in both strains of mice, the CD2F1 mice eventually rejected the cells. The time to rejection was found to be dependent upon the initial inoculum size.","['Ducos, R', 'Valeriote, F']","['Ducos R', 'Valeriote F']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Transplantation,Transplantation,0132144,,IM,"['Animals', 'Cell Transformation, Neoplastic', 'Female', 'Leukemia, Experimental/*immunology', 'Male', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred C3H', 'Neoplasm Transplantation', 'Time Factors', '*Transplantation Immunology', 'Transplantation, Homologous']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",ppublish,Transplantation. 1976 Apr;21(4):279-81. doi: 10.1097/00007890-197604000-00001.,,,['10.1097/00007890-197604000-00001 [doi]'],,,,,,,,
940999,NLM,MEDLINE,19760925,20211203,0036-9330 (Print) 0036-9330 (Linking),21,2,1976 Apr,Treatment of febrile episodes in neutropenic patients.,73-4,,"['Melikian, V', 'Falk, R']","['Melikian V', 'Falk R']",['eng'],['Journal Article'],Scotland,Scott Med J,Scottish medical journal,2983335R,"['0 (Anti-Bacterial Agents)', '0 (Drug Combinations)', '3U02EL437C (Clindamycin)', 'AN164J8Y0X (Trimethoprim)', 'JE42381TNV (Sulfamethoxazole)', 'VZ8RRZ51VK (Tobramycin)']",IM,"['Agranulocytosis/*complications', 'Anti-Bacterial Agents/*therapeutic use', 'Clindamycin/administration & dosage/*therapeutic use', 'Drug Combinations', 'Fever/*drug therapy', 'Humans', 'Immunosuppression Therapy', 'Infections/*drug therapy', 'Leukemia/complications', 'Neutropenia/*complications', 'Sulfamethoxazole/administration & dosage/therapeutic use', 'Tobramycin/administration & dosage/*therapeutic use', 'Trimethoprim/administration & dosage/therapeutic use']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",ppublish,Scott Med J. 1976 Apr;21(2):73-4. doi: 10.1177/003693307602100212.,,,['10.1177/003693307602100212 [doi]'],,,,,,,,
940528,NLM,MEDLINE,19760925,20091109,0025-8105 (Print) 0025-8105 (Linking),29,5-6,1976,[Preleukemia - analysis of 8 personal cases].,209-18,,"['Mikes, A']",['Mikes A'],['srp'],"['English Abstract', 'Journal Article']",Serbia,Med Pregl,Medicinski pregled,2985249R,,IM,"['Adult', 'Aged', 'Anemia, Aplastic/diagnosis', 'Anemia, Sideroblastic/diagnosis', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia/*diagnosis', 'Male', 'Middle Aged', 'Time Factors']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Med Pregl. 1976;29(5-6):209-18.,Preleukemija - analiza osam sopstvenih slucajeva,,,,,,,,,,
940108,NLM,MEDLINE,19760925,20191210,0022-2623 (Print) 0022-2623 (Linking),19,7,1976 Jul,Tetramethoxydibenzoquinolizinium salts. Preparation and antileukemic activity of some positional and structural isomers of coralyne.,882-6,"Some positional and structural isomers of coralyne were prepared and evaluated in the P388 lymphocytic leukemia system for their inhibitory activity. The levels of antileukemic activity of coralyne, neocoralyne, isocoralyne, and stracoralyne were comparable, thus implying that two sets of the N-O-O triangular pharmacophore in a condensed isoquinoline molecule are preferable and the angle between these two sets has little influence on antileukemic activity. The importance of the environment around the C5-C6 region of the dibenzo[a,g]quinolizine ring to antileukemic activity was demonstrated by the activity differences between coralyne and allocoralyne.","['Zee-Cheng, R K', 'Cheng, C C']","['Zee-Cheng RK', 'Cheng CC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Berberine Alkaloids)', '0 (Quaternary Ammonium Compounds)', '0 (Quinolizines)', '6872-73-7 (coralyne)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/therapeutic use', 'Berberine Alkaloids/*chemical synthesis', 'Isomerism', 'Leukemia, Experimental/drug therapy', 'Mice', 'Quaternary Ammonium Compounds/chemical synthesis/therapeutic use', 'Quinolizines/*chemical synthesis/therapeutic use', 'Structure-Activity Relationship']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",ppublish,J Med Chem. 1976 Jul;19(7):882-6. doi: 10.1021/jm00229a005.,,,['10.1021/jm00229a005 [doi]'],,,,,,,,
