PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,EIN,SI,TT,RF,CIN,CON
2444837,NLM,MEDLINE,19871125,20131121,0887-6924 (Print) 0887-6924 (Linking),1,9,1987 Sep,Differential induction of adult and fetal globin gene expression in the human erythremia cell line KMOE.,673-6,"Induction of globin gene expression in KMOE cells derived from a patient with acute erythremia was studied by Northern blot and S1 analysis. KMOE cells exposed to cytosine arabinofuranoside (Ara-C) synthesized beta-globin gene transcripts, however, in the presence of hemin gamma-globin gene transcripts. An increase in alpha-globin gene transcripts was also detectable in KMOE cells treated with both Ara-C and hemin. Upon exposure to hemin after exposure to Ara-C, or exposure to Ara-C after hemin, there was a 5-10-fold increase in gamma-globin gene transcripts compared to that of cells induced by hemin alone. Neither epsilon nor zeta globin transcripts were detected. The KMOE cell line, therefore, exhibits phenotypic properties of adult and fetal erythroid cells.","['Takihara, Y', 'Rutherford, T', 'Shiokawa, S', 'Fukumaki, Y', 'Endo, T', 'Okano, H']","['Takihara Y', 'Rutherford T', 'Shiokawa S', 'Fukumaki Y', 'Endo T', 'Okano H']","['Department of Biochemistry, Kyushu University, School of Medicine, Fukuoka, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['04079A1RDZ (Cytarabine)', '9007-49-2 (DNA)', '9034-51-9 (Hemoglobin A)', '9034-63-3 (Fetal Hemoglobin)', 'EC 3.1.- (Endonucleases)', 'EC 3.1.30.1 (Single-Strand Specific DNA and RNA Endonucleases)']",IM,"['Cell Line', 'Cytarabine/pharmacology', 'DNA/analysis', 'Endonucleases/metabolism', 'Fetal Hemoglobin/*genetics', '*Gene Expression Regulation', 'Hemoglobin A/*genetics', 'Humans', 'Polycythemia Vera/*genetics', 'Single-Strand Specific DNA and RNA Endonucleases', 'Transcription, Genetic']",1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Sep;1(9):673-6.,,,,,,,,
2444836,NLM,MEDLINE,19871125,20161123,0887-6924 (Print) 0887-6924 (Linking),1,8,1987 Aug,"Proliferative response of hairy cells to B cell growth factor (BCGF): in vivo inhibition by interferon-alpha and in vitro effects of interferon-alpha, -beta, and -gamma.",590-6,"Hairy cell leukemia (HCL) is a pre-plasma B cell tumor which responds to interferon (IFN)-alpha therapy. In vitro, B cell growth factor (BCGF) can induce proliferation of hairy cells. We have investigated the effect of in vitro and in vivo treatments with different recombinant IFN on the capacity of hairy cells to proliferate in response to human BCGF. In vitro treatment of leukemic cells from HCL patients with recombinant IFN-alpha-2 (5/5 cases) or IFN-beta (4/5 cases) resulted in a marked inhibition of the BCGF-dependent response. This suppressive effect was obtained with IFN concentrations of 1000, 100 IU/ml, and even occasionally 10 IU/ml. In contrast, no such inhibition was observed with IFN-gamma, despite the presence of specific IFN-gamma receptors on hairy cells at densities similar to receptors for IFN-alpha/beta. The IFN-alpha-induced suppression of the proliferative response of hairy cells to BCGF was also observed in vivo in two patients within 6-12 hr after administration of single doses of IFN-alpha. When hairy cells were maintained in culture for 1 week, they recovered their capacity to be stimulated by BCGF. This reversion was also shown in vivo in hairy cells isolated 1 week after IFN administration. Since in vivo growth of hairy cells could possibly result from the autocrine secretion of BCGF, we propose that the therapeutic effect of IFN-alpha on HCL may be due in part to an inhibition of such autocrine loop.","['Genot, E', 'Billard, C', 'Sigaux, F', 'Mathiot, C', 'Degos, L', 'Falcoff, E', 'Kolb, J P']","['Genot E', 'Billard C', 'Sigaux F', 'Mathiot C', 'Degos L', 'Falcoff E', 'Kolb JP']","['U255, INSERM, Institut Curie, Paris, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Interleukins)', '0 (Receptors, Immunologic)', '0 (Receptors, Interferon)', '207137-56-2 (Interleukin-4)', '9008-11-1 (Interferons)', ""EC 2.7.7.84 (2',5'-Oligoadenylate Synthetase)""]",IM,"[""2',5'-Oligoadenylate Synthetase/metabolism"", 'Cell Division/drug effects', 'DNA Replication/drug effects', 'Dose-Response Relationship, Drug', 'Humans', 'Interferons/*pharmacology', 'Interleukin-4', 'Interleukins/antagonists & inhibitors/*pharmacology', 'Leukemia, Hairy Cell/*pathology', 'Receptors, Immunologic/metabolism', 'Receptors, Interferon', 'Time Factors', 'Tumor Cells, Cultured']",1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Aug;1(8):590-6.,,,,,,,,
2444835,NLM,MEDLINE,19871125,20130304,0887-6924 (Print) 0887-6924 (Linking),1,8,1987 Aug,"Effects of recombinant IL-3, GM-CSF, and G-CSF on proliferation of leukemic clonogenic cells in short-term and long-term cultures.",584-9,"To further define the growth factors required for the in vitro proliferation of acute myeloblastic leukemic (AML) cells, we have compared the ability of recombinant interleukin-3 (IL-3), granulocyte-macrophage colony stimulating factor (GM-CSF), and granulocyte colony stimulating factor (G-CSF) to support growth of AML colony forming cells (AML-CFU). IL-3, GM-CSF, and G-CSF are active as single growth factors in short-term colony cultures and have additive effects when used in combination in some cases. The effects of these CSFs on the proliferation of AML cells in long-term-cell-suspension cultures were also investigated. These cultures provide an estimate of the ""self-renewal"" capacity and long-term proliferation potential of AML cells. There was considerably heterogeneity with regard to the effects of individual growth factors, but in general, IL-3, GM-CSF, and G-CSF promoted self-renewal of AML cells, and combinations tended to be more effective in supporting long-term survival of AML-CFU. There was evidence of gradual differentiation, but this was evident in control cells and did not appear to be accelerated by CSF treatment. These results of short-term and long-term cultures indicate that each of the CSFs tested can be used by AML cells to support proliferation. The lack of evidence that the CSFs enhance in vitro differentiation does not suggest they will be valuable as therapeutic differentiation agents.","['Vellenga, E', 'Ostapovicz, D', ""O'Rourke, B"", 'Griffin, J D']","['Vellenga E', 'Ostapovicz D', ""O'Rourke B"", 'Griffin JD']","['Division of Tumor Immunology, Dana-Farber Cancer Institute, Boston, MA 02115.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (Colony-Stimulating Factors)', '0 (Growth Substances)', '0 (Interleukin-3)', '0 (Recombinant Proteins)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",IM,"['Cell Division/drug effects', 'Colony-Stimulating Factors/*pharmacology', 'Female', 'Granulocyte Colony-Stimulating Factor', 'Granulocyte-Macrophage Colony-Stimulating Factor', 'Granulocytes', 'Growth Substances/*pharmacology', 'Humans', 'Interleukin-3/*pharmacology', 'Leukemia, Myeloid, Acute/*pathology', 'Macrophages', 'Male', 'Recombinant Proteins/pharmacology', 'Time Factors', 'Tumor Cells, Cultured']",1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Aug;1(8):584-9.,"['CA19389/CA/NCI NIH HHS/United States', 'CA42802/CA/NCI NIH HHS/United States']",,,,,,,
2444834,NLM,MEDLINE,19871207,20131121,0887-6924 (Print) 0887-6924 (Linking),1,6,1987 Jun,Tyrosine protein kinase substrates in Philadelphia-positive human chronic granulocytic leukemia derived cell lines (K562 and BV173): detection by using an immunoblotting technique.,524-5,"In chronic granulocytic leukemia (CGL) the Philadelphia translocation results in the production of a novel 210 kDa bcr-abl fusion protein which shows increased tyrosine protein kinase activity in comparison with its normal 145 kDa c-abl counterpart. Using an immunoblotting method and antiphosphotyrosine antibody, we have identified the tyrosine protein kinase substrates present in intact cells from two Philadelphia-positive CGL derived cell lines (K562 and BV173) and compared these with the substrates present in a Philadelphia-negative myeloid cell line (HL60). We have demonstrated an increased number of substrates, particularly of low (less than 110 kDa) molecular weight in the K562 or BV173 cells compared with the HL60 cells. There is virtual identity of the substrates present in the two CGL-derived lines. This work supports the hypothesis that the functional changes present in the bcr-abl 210 kDa protein of CGL results in altered tyrosine phosphorylation of intracellular proteins and that this is of importance in the pathogenesis of CGL.","['Evans, J P', 'Wickremasinghe, R G', 'Hoffbrand, A V']","['Evans JP', 'Wickremasinghe RG', 'Hoffbrand AV']","['Department of Haematology, Royal Free Hospital School of Medicine, London, U.K.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Neoplasm Proteins)', '0 (Phosphoproteins)', '21820-51-9 (Phosphotyrosine)', '42HK56048U (Tyrosine)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)']",IM,"['Humans', 'Immunosorbent Techniques', 'Leukemia, Myeloid/*metabolism', 'Molecular Weight', 'Neoplasm Proteins/*metabolism', 'Philadelphia Chromosome', 'Phosphoproteins/*metabolism', 'Phosphotyrosine', 'Protein-Tyrosine Kinases/*metabolism', 'Tumor Cells, Cultured', 'Tyrosine/analogs & derivatives/metabolism']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Jun;1(6):524-5.,,,,,,,,
2444833,NLM,MEDLINE,19871207,20211203,0887-6924 (Print) 0887-6924 (Linking),1,6,1987 Jun,Detection of c-fms and CSF-1 RNA by in situ hybridization.,518-20,"Recent studies have demonstrated by Northern blot analysis that both the c-fms proto-oncogene and the CSF-1 gene are expressed during human monocytic differentiation. In order to examine c-fms and CSF-1 expression at the cellular level, we have applied alkaline phosphatase detection of biotinylated v-fms and CSF-1 cDNA probes in situ. Using this approach, we demonstrate that c-fms and CSF-1 transcripts are detectable in HL 60 cells induced along the monocytic lineage but not in uninduced cells. The specific detection of these transcripts is further supported by the absence of histochemical staining in RNase-treated cells and when using pBR322 plasmid without insert as the biotinylated probe. Finally, the results indicate that most of the induced HL-60 cells have detectable levels of both c-fms and CSF-1 RNA. This approach should be useful for studying expression of these genes in populations of leukemic blasts and normal hematopoietic cells.","['Wakamiya, N', 'Horiguchi, J', 'Kufe, D']","['Wakamiya N', 'Horiguchi J', 'Kufe D']","['Laboratory of Clinical Pharmacology, Dana-Farber Cancer Institute, Boston, Massachusetts 02115.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (Colony-Stimulating Factors)', '0 (MAS1 protein, human)', '0 (Proto-Oncogene Mas)', '0 (Proto-Oncogene Proteins)', '63231-63-0 (RNA)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Cell Differentiation/drug effects', 'Colony-Stimulating Factors/*genetics', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Monocytes/cytology/*physiology', 'Nucleic Acid Hybridization', 'Proto-Oncogene Mas', 'Proto-Oncogene Proteins/*genetics', '*Proto-Oncogenes', 'RNA/genetics', 'Tetradecanoylphorbol Acetate/pharmacology', 'Tumor Cells, Cultured']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Jun;1(6):518-20.,"['CA34183/CA/NCI NIH HHS/United States', 'CA42802/CA/NCI NIH HHS/United States']",,,,,,,
2444832,NLM,MEDLINE,19871207,20131121,0887-6924 (Print) 0887-6924 (Linking),1,6,1987 Jun,Human colony-stimulating factor-producing lung cancer tissue releases a differentiation-inducing factor for human leukemic cells.,497-503,"Human lung cancer that induced marked granulocytosis in both the patient and tumor-transplanted nude mice (G2 mice) and from which conditioned medium (G2-T-CM) exhibited human and mouse active colony-stimulating activity (CSA) has been reported (K. Ikeda et al. Cancer Res 1985; 45:4144-4249). Recently, we found differentiation-inducing activity (DIA) in G2-T-CM, which differentiated human promyelocytic leukemic cells (HL-60) to macrophage-like cells. Differentiated HL-60 cells were considered to be mature macrophages as judged by the positivity of butyrate esterase activity, the acquisition of Fc receptor, and the increment in capacity of phagocytosis and nitroblue tetrazolium reduction. The DIA in G2-T-CM was not attributed to interferons known to have DIA, because interferon activity was not found in G2-T-CM by bioassay (less than 4 U/ml) and by radioimmunoassay for gamma-IFN (less than 0.1 U/ml). Molecular weight of DIA was 36,000 Da and separated from CSA of which molecular weight was 22,000 Da by gel filtration on Sephadex G-150. DIA and CSA were also separated on chromatofocusing chromatography, because isoelectric point of DIA was mainly less than 4.0 and that of CSA was 4.3-5.7. This DIA was stable after heat treatment (56 degrees C for 30 min or 100 degrees C for 10 min) and in acidic condition (pH 2.0 for 24 hr). G2-T-CM is a good source of differentiation-inducing factor for further purification and molecular cloning.","['Hanamura, T', 'Motoyoshi, K', 'Hatake, K', 'Miura, Y', 'Saito, M']","['Hanamura T', 'Motoyoshi K', 'Hatake K', 'Miura Y', 'Saito M']","['Central Research Laboratories, Green Cross Corporation, Osaka, Japan.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (Biological Products)', '0 (Colony-Stimulating Factors)', '0 (Culture Media)', '0 (Cytokines)', '9008-11-1 (Interferons)', 'EC 3.1.1.- (Carboxylic Ester Hydrolases)', 'EC 3.1.1.- (butyrylesterase)']",IM,"['Biological Products/physiology', 'Carboxylic Ester Hydrolases/metabolism', '*Cell Differentiation', 'Cell Division', 'Colony-Stimulating Factors/*biosynthesis', 'Culture Media', 'Cytokines', 'Humans', 'Interferons/physiology', 'Leukemia/*pathology', 'Lung Neoplasms/*physiopathology', 'Tumor Cells, Cultured']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Jun;1(6):497-503.,,,,,,,,
2444831,NLM,MEDLINE,19871207,20151119,0887-6924 (Print) 0887-6924 (Linking),1,5,1987 May,Distribution and epitope analysis of the cell membrane glycoprotein (HPCA-1) associated with human hemopoietic progenitor cells.,417-26,"Monoclonal antibodies My10, BI.3C5, 12.8, and ICH3 identify a monomeric cell surface glycoprotein (HPCA-1) of 100-120 kD, which is selectively expressed on human hemopoietic progenitor cells. Other tissues are nonreactive with the exception of capillary endothelia and basement membrane in some sites. In addition, the antigen can be detected on cell lines that exhibit characteristics associated with early T cell precursors. HPCA-1 is therefore associated with myeloid, B, and T lineage precursors. Sequential immunoprecipitation and Western blotting studies demonstrate that BI.3C5, ICH3, My10, and an antibody directed against endothelial cells, 188.27, all react with the same glycoprotein species, although the epitopes involved may be distinct. The epitope recognized by BI.3C5 is sialic acid dependent, whereas that recognized by ICH3 is not. The My10 epitope has partial sensitivity to neuraminidase. Competitive/additive binding experiments suggest that these epitopes, although probably distinct, may be closely associated.","['Watt, S M', 'Karhi, K', 'Gatter, K', 'Furley, A J', 'Katz, F E', 'Healy, L E', 'Altass, L J', 'Bradley, N J', 'Sutherland, D R', 'Levinsky, R']","['Watt SM', 'Karhi K', 'Gatter K', 'Furley AJ', 'Katz FE', 'Healy LE', 'Altass LJ', 'Bradley NJ', 'Sutherland DR', 'Levinsky R', 'et al.']","['Leukaemia Research Fund Centre, Institute of Cancer Research, Chester Beatty Laboratories, London, U.K.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation)', '0 (Carbohydrates)', '0 (Epitopes)', '0 (Membrane Glycoproteins)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Antibodies, Monoclonal', 'Antigens, Differentiation/*analysis', 'Carbohydrates/immunology', 'Cell Line', 'Epitopes', 'Genes, Immunoglobulin', 'Hematopoietic Stem Cells/*immunology', 'Humans', 'Membrane Glycoproteins/*immunology', 'Receptors, Antigen, T-Cell/genetics', 'T-Lymphocytes/*immunology', 'Tissue Distribution', 'Tumor Cells, Cultured/immunology']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 May;1(5):417-26.,,,,,,,,
2444830,NLM,MEDLINE,19871207,20130304,0887-6924 (Print) 0887-6924 (Linking),1,4,1987 Apr,Action of interferons in hairy cell leukemia.,365-9,"We have investigated the direct effects of interferon (IFN) on hairy cells (HCs) isolated from patients with hairy cell leukemia using one- and two-dimensional gel electrophoresis. We have previously characterized the induction of synthesis of 10-16 specific proteins by IFN-alpha 2b in HCs, as analyzed by one-dimensional electrophoresis. By two-dimensional electrophoresis, we have now confirmed this induction and shown that the synthesis of the same number of specific proteins is down-regulated in HCs exposed to IFN-alpha 2b. When compared to HCs, fewer proteins are induced by IFN-alpha 2b in other normal, or neoplastic, lymphoid cells. We also report that protein induction occurs in HCs exposed in vivo to IFN-alpha 2b. We have demonstrated the presence of tubuloreticular structures in the cytoplasm of HCs exposed to IFN-alpha 2b in vitro, using transmission electron microscopy. We now report that these too are seen in HCs exposed to IFN in vivo during therapy. We investigated the effects of IFN-gamma on HCs and found that it also induces specific proteins. The pattern of induced proteins is distinctly different after IFN-gamma exposure in vitro. The fact that such induction occurs suggests that HCs possess also a receptor for IFN-gamma. These results demonstrate that there are direct effects of IFN-alpha on HCs and that such direct effects might be important in the antitumor activity of IFN-alpha in hairy cell leukemia.","['Samuels, B L', 'Rosner, M C', 'Giometti, C S', 'Golomb, H M', 'Brownstein, B H']","['Samuels BL', 'Rosner MC', 'Giometti CS', 'Golomb HM', 'Brownstein BH']","['Joint Section of Hematology/Oncology, University of Chicago, IL 60637.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (Interferon Type I)', '0 (Neoplasm Proteins)', '0 (Receptors, Immunologic)', '0 (Receptors, Interferon)', '82115-62-6 (Interferon-gamma)', '9008-11-1 (Interferons)']",IM,"['Electrophoresis, Polyacrylamide Gel', 'Humans', 'Interferon Type I/pharmacology', 'Interferon-gamma/pharmacology', 'Interferons/*pharmacology', 'Isoelectric Point', 'Leukemia, Hairy Cell/*metabolism/pathology', 'Molecular Weight', 'Neoplasm Proteins/*biosynthesis', 'Receptors, Immunologic/physiology', 'Receptors, Interferon', 'Tumor Cells, Cultured']",1987/04/01 00:00,1987/04/01 00:01,['1987/04/01 00:00'],"['1987/04/01 00:00 [pubmed]', '1987/04/01 00:01 [medline]', '1987/04/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Apr;1(4):365-9.,"['2-SO7-RR05893/RR/NCRR NIH HHS/United States', 'CA 19266-08/CA/NCI NIH HHS/United States']",,,,,,,
2444829,NLM,MEDLINE,19871207,20130304,0887-6924 (Print) 0887-6924 (Linking),1,1,1987 Jan,Hematologic response of four patients with smoldering acute myelogenous leukemia to partially pure gamma interferon.,52-7,"In vitro and in vivo studies were conducted to obtain basic information on the activity of gamma interferon (IFN-gamma) in acute myelogenous leukemia (AML). In a selected case of AML, recombinant IFN-gamma, but not IFN-alpha, induced differentiation of primary leukemic blasts in vitro. Similarly, IFN-gamma inhibited leukemic colony formation in vitro. This contrasted with IFN-alpha which was inactive. In one case of AML (M2), partially purified IFN-gamma given intravenously caused a shift of the WBC profile from immature blasts to maturing myeloid cells and neutrophil granulocytes. Intravenous IFN-gamma treatment of another patient who had AML as a second malignancy resulted in a complete hematologic remission, normalization of marrow granulocyte-macrophage colony-forming cell in vitro growth, and conversion of marrow cytogenetics from 95% hyperdiploid clone with complex abnormalities into 100% diploid. The results indicate a potential use of IFN-gamma in the treatment of selected patients with AML and the possibility of in vitro pretreatment evaluation of these patients' leukemic response to IFNs.","['Beran, M', 'Andersson, B', 'Kantarjian, H', 'Keating, M', 'Rios, A', 'McCredie, K B', 'Freireich, E J', 'Gutterman, J']","['Beran M', 'Andersson B', 'Kantarjian H', 'Keating M', 'Rios A', 'McCredie KB', 'Freireich EJ', 'Gutterman J']","['Department of Hematology, University of Texas, M. D. Anderson Hospital and Tumor Institute at Houston 77030.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (Growth Inhibitors)', '11062-77-4 (Superoxides)', '82115-62-6 (Interferon-gamma)', '9008-11-1 (Interferons)']",IM,"['Adult', 'Aged', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Female', 'Growth Inhibitors/therapeutic use', 'Humans', 'Interferon-gamma/*therapeutic use', 'Interferons/pharmacology', 'Leukemia, Myeloid, Acute/pathology/*therapy', 'Male', 'Middle Aged', 'Superoxides/metabolism', 'Tumor Cells, Cultured']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Jan;1(1):52-7.,,,,,,,,
2444828,NLM,MEDLINE,19871207,20130304,0887-6924 (Print) 0887-6924 (Linking),1,1,1987 Jan,Primary human myeloid leukemia cells: comparative responsiveness to proliferative stimulation by GM-CSF or G-CSF and membrane expression of CSF receptors.,1-8,"In vitro clonal culture of leukemic cells from patients with acute myeloid leukemia (AML) showed that cells from all subtypes tested could be stimulated to proliferate clonally either by purified recombinant human granulocyte-macrophage colony stimulating factor (GM-CSF) or by human cross-reactive, purified murine granulocyte CSF (G-CSF). The responsiveness of AML populations to CSF stimulation was quantitatively variable but was within the heterogeneous range exhibited by normal granulocyte-monocyte progenitor cells. A general concordance was noted between the proliferative effects of GM-CSF and G-CSF on the individual leukemic populations. All AML populations tested specifically bound 125I-labeled murine G-CSF; the level of labeling varied widely and correlated with AML subtype. Labeling levels on individual labeled leukemic cells were within the heterogeneous range exhibited by normal cells, but significant numbers of blast cells in M2, M4, and M5 AMLs appeared to lack membrane receptors for G-CSF. The level of labeling with G-CSF did not correlate with the frequency of clonogenic cells able to be stimulated by G-CSF. The data emphasized that GM-CSF and G-CSF are equivalent proliferative stimuli for human myeloid leukemia cells. Further, despite the potential ability of G-CSF to suppress murine leukemic cells, many AML blast cells lack significant numbers of G-CSF receptors. These considerations warrant caution in future attempts to use G-CSF in the therapy of acute myeloid leukemia.","['Begley, C G', 'Metcalf, D', 'Nicola, N A']","['Begley CG', 'Metcalf D', 'Nicola NA']","['Walter and Eliza Hall Institute of Medical Research, Royal Melbourne Hospital, Victoria, Australia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Colony-Stimulating Factors)', '0 (Growth Substances)', '0 (Receptors, Cell Surface)', '0 (Receptors, Colony-Stimulating Factor)', '0 (Recombinant Proteins)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",IM,"['Bone Marrow/pathology', 'Cell Division/drug effects', 'Colony-Stimulating Factors/metabolism/*pharmacology', 'Granulocyte Colony-Stimulating Factor', 'Granulocyte-Macrophage Colony-Stimulating Factor', 'Growth Substances/metabolism/*pharmacology', 'Humans', 'Leukemia, Myeloid, Acute/*metabolism/pathology', 'Receptors, Cell Surface/*physiology', 'Receptors, Colony-Stimulating Factor', 'Recombinant Proteins/metabolism', 'Tumor Cells, Cultured']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Leukemia. 1987 Jan;1(1):1-8.,,,,,,,,
