PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,RF,GR,PMC,SI,TT,AD,EIN,OID
3512994,NLM,MEDLINE,19860328,20190702,0027-5107 (Print) 0027-5107 (Linking),169,3,1986 Mar,Genotoxicity of cocoa in a series of short-term assays.,115-21,"Cocoa powder was evaluated for genotoxic activity and found to be inactive in the Ames assay, the mouse lymphoma assay, cytogenetic assays measuring chromosome breakage and SCE, and a cell transformation assay using Balb/c-3T3 cells. Although pure theobromine has been shown to be active in some of these test procedures, the levels of this methylxanthine present in cocoa powder were insufficient to elicit responses in this battery of tests.","['Brusick, D', 'Myhr, B', 'Galloway, S', 'Rundell, J', 'Jagannath, D R', 'Tarka, S']","['Brusick D', 'Myhr B', 'Galloway S', 'Rundell J', 'Jagannath DR', 'Tarka S']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Mutat Res,Mutation research,0400763,IM,"['Animals', 'Cacao/*adverse effects', 'Cell Line', 'Cell Transformation, Neoplastic/chemically induced', 'Chromosome Aberrations', 'Leukemia L5178/metabolism', 'Mice', 'Mutagenicity Tests', 'Plants, Edible', 'Salmonella typhimurium/drug effects', 'Sister Chromatid Exchange/drug effects']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Mutat Res. 1986 Mar;169(3):115-21. doi: 10.1016/0165-1218(86)90090-x.,,"['0165-1218(86)90090-X [pii]', '10.1016/0165-1218(86)90090-x [doi]']",,,,,,,,
3512993,NLM,MEDLINE,19860328,20190702,0027-5107 (Print) 0027-5107 (Linking),169,3,1986 Mar,Genotoxicity of theobromine in a series of short-term assays.,105-14,"Theobromine (3,7-dimethylxanthine) was evaluated for genotoxic activity in a series of in vitro assays. Theobromine was not mutagenic in the Ames assay up to a maximum concentration of 5000 micrograms/plate either with or without S9 activation. The compound also failed to induce significant levels of chromosome aberrations in CHO cells (with and without S9 activation) or transformation in Balb/c-3T3 cells. At the maximum tolerated concentration theobromine increased the frequency of TK-/- mutants in mouse lymphoma L5178Y cells. Increased frequencies were observed both with and without S9 activation and they were reproducible in 2 independent experiments. Statistically significant increases in SCEs were obtained in human lymphocytes and in CHO cells under nonactivation test conditions. The spectrum of results in this battery of tests indicate that theobromine treatment results in the expression of genotoxic potential in some assays and the observed activity appears qualitatively and quantitatively similar to that of caffeine, a closely related methylxanthine.","['Brusick, D', 'Myhr, B', 'Galloway, S', 'Rundell, J', 'Jagannath, D R', 'Tarka, S']","['Brusick D', 'Myhr B', 'Galloway S', 'Rundell J', 'Jagannath DR', 'Tarka S']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Mutat Res,Mutation research,0400763,IM,"['Animals', 'Biotransformation', 'Caffeine/pharmacology', 'Cell Line', 'Chromosome Aberrations', 'Cricetinae', 'Cricetulus', 'Female', 'Humans', 'Leukemia L5178/metabolism', 'Lymphocytes/drug effects/ultrastructure', 'Mice', 'Mice, Inbred BALB C', 'Microsomes, Liver/metabolism', 'Mutagenicity Tests', 'Ovary', 'Rats', 'Salmonella typhimurium/drug effects', 'Sister Chromatid Exchange/drug effects', 'Species Specificity', 'Theobromine/*pharmacology']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Mutat Res. 1986 Mar;169(3):105-14. doi: 10.1016/0165-1218(86)90089-3.,"['3G6A5W338E (Caffeine)', 'OBD445WZ5P (Theobromine)']","['0165-1218(86)90089-3 [pii]', '10.1016/0165-1218(86)90089-3 [doi]']",,,,,,,,
3512950,NLM,MEDLINE,19860331,20061115,0025-8334 (Print) 0025-8334 (Linking),31,2,1986 Feb,[Immunologic methods for assessing neurotoxic and neuro-radiation effects in acute human radiation sickness].,33-5,"A study was made of a possibility to use immunological methods (the leucocyte migration inhibition test, leukergia reaction, the test of the cold fixation of the complement with cerebral antigen) for the assessment of neurotoxic and neuroradiation effects in total therapeutic irradiation of man at a dose of 10 Gy with preceding polychemotherapy. A rapid development of agranulocytosis made cellular reactions impossible. The above effects could be assessed using humoral specific immunological reactions. A possible role of anticerebral antibodies in the pathogenesis of neurological disorders was discussed.","['Shakirova, I N']",['Shakirova IN'],['rus'],"['Case Reports', 'English Abstract', 'Journal Article']",Russia (Federation),Med Radiol (Mosk),Meditsinskaia radiologiia,2984767R,IM,"['Acute Disease', 'Adult', 'Antibody Formation', 'Brain Injuries/etiology/*immunology', 'Humans', 'Leukemia/*radiotherapy', 'Male', 'Radiation Injuries/*immunology', 'Whole-Body Irradiation']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Med Radiol (Mosk). 1986 Feb;31(2):33-5.,,,,,,,Immunologicheskie metody dlia otsenki neirotoksicheskikh i neiroradiatsionnykh effektov pri ostroi luchevoi bolezni cheloveka.,,,
3512924,NLM,MEDLINE,19860418,20190824,0145-2126 (Print) 0145-2126 (Linking),10,3,1986,The use of monoclonal antibodies for the identification and classification of acute myeloid leukemias.,279-90,"We reviewed a library of monoclonal antibodies (MoAbs) detecting antigens on myelomonocytic cells and analysed their reactivity patterns as reported in the literature. On the basis of the frequency of positivity with the myelocytic variants (FAB M1-3) or monocytic variants (FAB M4/5) of acute myeloid leukemias, the MoAbs were assigned to one of four groups. MoAbs of Group I identified most cases of both the myelocytic and the monocytic cell lineages ('pan-myelomonocytic' reactivity) and can be used to identify acute myeloid leukemias regardless of the subtype. Group II comprised MoAbs which reacted with the majority of FAB M1-3 cases, but showed a preference in reactivity with AMMoL/AMoL cases (reactivity: myelocytic partly, monocytic predominantly). MoAbs of Group III stained most cases with monocytic phenotypes, but labelled only a small percentage of non-monocytic cases. These MoAbs are valuable tools for the detection of cases with monocytic features. Group IV MoAbs reacted with a small to intermediate percentage of myelocytic and/or monocytic cases. Besides their diagnostic application MoAbs might be used in new therapeutic approaches such as in-vivo serotherapy with MoAbs and purging of autologous bone marrow for transplantation. None of the described MoAbs appear to be leukemia-specific. Many MoAbs have been produced against non-myelomonocytic cells and were reactive with cells outside the myelomonocytic cell lineages and the hematopoietic system. Other MoAbs with apparent cell lineage-restricted reactivity regarding normal cells stained leukemic cells of other cell lineages. This phenomenon of translineage reactivity of leukemic cells with mutually exclusive markers indicating a biphenotypic marker profile might be the result of abnormal, disregulated gene expression. New classification systems of acute myeloid leukemias based on immunological marker profiles have been proposed. The analysis of reactivity of normal and malignant myelomonocytic cells with MoAbs has led to refined differentiation schemes of the normal hematopoiesis.","['Drexler, H G', 'Minowada, J']","['Drexler HG', 'Minowada J']",['eng'],"['Journal Article', 'Review']",England,Leuk Res,Leukemia research,7706787,IM,"['*Antibodies, Monoclonal/therapeutic use', 'Antigens, Neoplasm/analysis', 'Antigens, Surface/analysis', 'Bone Marrow/immunology', 'Cell Differentiation', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid, Acute/classification/diagnosis/*immunology', 'Phenotype', 'Prognosis']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1986;10(3):279-90. doi: 10.1016/0145-2126(86)90025-1.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",['10.1016/0145-2126(86)90025-1 [doi]'],90,,,,,,,
3512923,NLM,MEDLINE,19860403,20190824,0145-2126 (Print) 0145-2126 (Linking),10,2,1986,In-vitro infection of chronic lymphocytic leukemia cells by Epstein-Barr virus (EBV).,167-77,"We sought to determine the potential of infecting lymphoid cells from patients with chronic leukemia (CLL) with Epstein-Barr virus (EBV) by testing for EBV receptors (EBVR) by flow cytometry, assessing for infectability of these cells by culturing with B95-8-derived virus, and staining for EB nuclear-associated antigens (EBNA) at various times post-infection. EBVR were present on 54-91% of lymphoid cells in seven cases of CLL and on 46% of prolymphocytic leukemia cells. Dynamic changes regarding EBNA positivity, morphology, and viability occurred post-infection with the virus. On day 2 only a few EBNA-positive lymphoblasts were observed. On days 11-21 positivity increased from 2 to 34% of cells. Simultaneously, the viable cell number declined to approximately 1/10th of original number. A significant proportion of the EBNA-positive cells corresponded to the original CLL cells. In 3 of 7 cases of CLL a Pan T-cell phenotype was demonstrated by Leu-1 monoclonal antibody testing. The infected cells did not react with two monoclonal antibodies, EBV-CS 1 and 4, which react with B-cell lymphoblastoid cell lines (B-LCL). Moreover, the B-LCL derived at 1-2 months post-infection of CLL cells did not express the Leu-1 antigen, but expressed EBV-CS 1 or 4 defined antigens. In the prolymphocytic leukemia, 64% of the cells showed EBNA positivity on day 7 and giant cells with huge round or multiple nuclei appeared which were EBNA-positive. CLL and prolymphocytic leukemia cells can be infected as demonstrated by EBNA-positivity. This infection does not lead to immediate transformation, but evokes lymphoblast and multinucleated giant cell production prior to the death of cells.","['Tatsumi, E', 'Harada, S', 'Bechtold, T', 'Lipscomb, H', 'Davis, J', 'Kuszynski, C', 'Volsky, D J', 'Han, T', 'Armitage, J', 'Purtilo, D T']","['Tatsumi E', 'Harada S', 'Bechtold T', 'Lipscomb H', 'Davis J', 'Kuszynski C', 'Volsky DJ', 'Han T', 'Armitage J', 'Purtilo DT']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,IM,"['Aged', '*Cell Transformation, Viral', 'Ebolavirus/*genetics', 'Fluorescent Antibody Technique', 'HLA-DR Antigens', 'Histocompatibility Antigens Class II/analysis', 'Humans', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Leukemia, Lymphoid/*microbiology', 'Male', 'Middle Aged', 'Receptors, Antigen, B-Cell/analysis', 'Receptors, Complement/analysis', 'Receptors, Virus/analysis', 'Rhabdoviridae/*genetics']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1986;10(2):167-77. doi: 10.1016/0145-2126(86)90039-1.,"['0 (HLA-DR Antigens)', '0 (Histocompatibility Antigens Class II)', '0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Receptors, Antigen, B-Cell)', '0 (Receptors, Complement)', '0 (Receptors, Virus)']",['10.1016/0145-2126(86)90039-1 [doi]'],,['CA30196/CA/NCI NIH HHS/United States'],,,,,,
3512902,NLM,MEDLINE,19860410,20190711,0023-2173 (Print) 0023-2173 (Linking),64,3,1986 Feb 3,Natural killer cell activity against a thymoma cell line Thy 121 in bone marrow transplant recipients.,125-30,"Twenty-one patients with acute and chronic leukemia or severe aplastic anemia were studied for NK activity against a thymoma cell line (Thy 121) before and after allogeneic bone marrow transplantation. The means of the pretransplant and post-transplant levels did not differ from the mean of 134 NK determinations in 67 healthy donors. There was no correlation between pretransplant NK levels and the appearance of graft-versus-host disease. Three weeks following bone marrow transplantation, pretransplant NK levels were observed. The sensitivity of NK cells to interferon was the same as in normal donors both before and after bone marrow transplantation. In contrast to methotrexate, cyclosporin A inhibited NK activity in patients and controls in vitro. In vivo cyclosporin A treatment, however, did not decrease NK levels in bone marrow recipients.","['Heidemann, E', 'Schmidt, H', 'Schuch, K', 'Ostendorf, P', 'Waller, H D']","['Heidemann E', 'Schmidt H', 'Schuch K', 'Ostendorf P', 'Waller HD']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/immunology/*therapy', '*Bone Marrow Transplantation', 'Cell Line', 'Child', 'Cyclosporins/administration & dosage', '*Cytotoxicity, Immunologic/drug effects', 'Graft vs Host Disease/diagnosis/*immunology', 'Humans', 'Interferon Type I/administration & dosage', 'Killer Cells, Natural/*immunology', 'Leukemia/immunology/*therapy', 'Methotrexate/administration & dosage', 'Postoperative Complications/diagnosis', 'Risk', 'Thymoma/immunology']",1986/02/03 00:00,1986/02/03 00:01,['1986/02/03 00:00'],"['1986/02/03 00:00 [pubmed]', '1986/02/03 00:01 [medline]', '1986/02/03 00:00 [entrez]']",ppublish,Klin Wochenschr. 1986 Feb 3;64(3):125-30. doi: 10.1007/BF01732635.,"['0 (Cyclosporins)', '0 (Interferon Type I)', 'YL5FZ2Y5U1 (Methotrexate)']",['10.1007/BF01732635 [doi]'],,,,,,,,
3512727,NLM,MEDLINE,19860416,20190723,0022-1759 (Print) 0022-1759 (Linking),87,2,1986 Mar 13,A rapid and sensitive non-competitive avidin-biotin immuno-enzymatic assay for lysozyme.,267-72,"A non-competitive avidin-biotin immuno-enzymatic assay (NABA) for lysozyme is described. The assay was found to be more sensitive than a competitive assay with biotinylated lysozyme. The lower detection limit of NABA was 0.1 ng lysozyme/ml compared to 1 ng/ml for the competitive assay. The intra-assay and inter-assay coefficients of variation for NABA were 5.9 and 9.1%, respectively. The total time for NABA can be decreased (to less than 1 h) without influencing the detection limit or the analytical range. Serum lysozyme levels measured by NABA and the enzymatic assay in 32 samples showed a correlation coefficient of r = 0.97.","['Francina, A', 'Cloppet, H', 'Guinet, R', 'Rossi, M', 'Guyotat, D', 'Gentilhomme, O', 'Richard, M']","['Francina A', 'Cloppet H', 'Guinet R', 'Rossi M', 'Guyotat D', 'Gentilhomme O', 'Richard M']",['eng'],"['Comparative Study', 'Journal Article']",Netherlands,J Immunol Methods,Journal of immunological methods,1305440,IM,"['Avidin', 'Binding, Competitive', 'Biotin', 'Humans', '*Immunoenzyme Techniques', 'Leukemia, Myeloid, Acute/*blood', 'Muramidase/*blood', 'Nephelometry and Turbidimetry']",1986/03/13 00:00,1986/03/13 00:01,['1986/03/13 00:00'],"['1986/03/13 00:00 [pubmed]', '1986/03/13 00:01 [medline]', '1986/03/13 00:00 [entrez]']",ppublish,J Immunol Methods. 1986 Mar 13;87(2):267-72. doi: 10.1016/0022-1759(86)90541-7.,"['1405-69-2 (Avidin)', '6SO6U10H04 (Biotin)', 'EC 3.2.1.17 (Muramidase)']","['0022-1759(86)90541-7 [pii]', '10.1016/0022-1759(86)90541-7 [doi]']",,,,,,,,
3512424,NLM,MEDLINE,19860328,20181113,0019-2805 (Print) 0019-2805 (Linking),57,2,1986 Feb,"Expression of MHC class II antigens in human B-cell leukaemia, and increased levels of class II antigens and DR-specific mRNA after stimulation with 12-O-tetradecanoyl phorbol-13-acetate.",181-8,"Cells from the peripheral blood of B-cell chronic lymphocytic leukaemia (CLL) patients were examined serologically for the expression of cell surface MHC class II antigens with monoclonal antibodies (mAbs) specific for the products of HLA-DP, -DQ and -DR genes, and mRNAs from the cells of three patients were analysed with a cDNA probe specific for DR beta chain genes. In 12 cases of CLL studied by indirect immunofluorescence and FACS analysis, a variable proportion of cells failed to express detectable levels of HLA-DP and HLA-DQ antigens at the cell surface, although greater than 90% of the cells had detectable expression of HLA-DR antigens. In all cases, greater than 90% of the cells expressed MHC class I antigens and the majority of cells reacted with the Leu-1 (CD5) mAb. Cells from different patients expressed variable levels of MHC class II antigens, and this was reflected in the finding of variable levels of mRNA detectable with the cDNA probe. Culture of cells with the phorbol ester 12-O-tetradecanoyl phorbol-13-acetate (TPA) induced much increased levels of expression of MHC class II antigens. HLA-DP and -DQ antigens were expressed on greater than 90% of the cells in all cases studied after culture of the cells with TPA, and MHC class II specific mRNA transcripts were correspondingly increased. In a single case of plasma cell leukaemia studied, MHC class II antigens were not detectable at the cell surface and their expression was not induced after culture of the cells with TPA.","['Guy, K', 'Meehan, R R', 'Dewar, A E', 'Larhammar, D']","['Guy K', 'Meehan RR', 'Dewar AE', 'Larhammar D']",['eng'],['Journal Article'],England,Immunology,Immunology,0374672,IM,"['Antibodies, Monoclonal/immunology', 'Antigens, Surface/analysis', 'B-Lymphocytes/immunology', 'Cells, Cultured', 'Fluorescent Antibody Technique', 'HLA-DR Antigens', 'Histocompatibility Antigens Class II/*analysis', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Nucleic Acid Hybridization', 'Phorbols/*pharmacology', 'RNA, Messenger/*analysis', 'Stimulation, Chemical', 'Tetradecanoylphorbol Acetate/*pharmacology']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Immunology. 1986 Feb;57(2):181-8.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (HLA-DR Antigens)', '0 (Histocompatibility Antigens Class II)', '0 (Phorbols)', '0 (RNA, Messenger)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,,,PMC1453959,,,,,
3512376,NLM,MEDLINE,19860402,20191029,0071-9676 (Print) 0071-9676 (Linking),20,,1986,Cancer and aging--pathology.,45-51,"The results of research in the areas of cytogenetics, molecular biology and cancer epidemiology have recently come together to provide insights into possible mechanisms whereby the aging process may be related to without being directly responsible for carcinogenesis. While the mechanism(s) of age-associated neoplasia have not been determined, current evidence suggests that: (1) Cancer does not appear to be the inevitable consequence of aging, that is a preprogrammed genetic time bomb ticking away just waiting to go off. (2) Cancer is an age-related disease that may arise in a hereditary form--usually in children, and in a sporadic form--usually in adults. (3) Chromosomal abnormalities associated with certain forms of cancer tend to be tumor specific and appear to be related to the activities of oncogenes. Age-related factors may mediate or modulate tumor production and progression, possibly through the conversion of proto-oncogenes to oncogenes.","['Bennington, J L']",['Bennington JL'],['eng'],"['Journal Article', 'Review']",Switzerland,Front Radiat Ther Oncol,Frontiers of radiation therapy and oncology,0125544,IM,"['Adolescent', 'Adult', 'Aged', '*Aging', 'Aneuploidy', 'Breast Neoplasms/genetics', 'Cell Transformation, Neoplastic', 'Child', 'Chromosome Aberrations', 'Female', 'Humans', 'Leukemia/genetics', 'Lymphoma/genetics', 'Male', 'Middle Aged', 'Neoplasms/*genetics', 'Proto-Oncogenes']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Front Radiat Ther Oncol. 1986;20:45-51. doi: 10.1159/000411946.,,['10.1159/000411946 [doi]'],20,,,,,,,
3512372,NLM,MEDLINE,19860402,20191029,0071-9676 (Print) 0071-9676 (Linking),20,,1986,Leukemia and lymphoma in the elderly.,150-6,,"['Kennedy, B J']",['Kennedy BJ'],['eng'],"['Journal Article', 'Review']",Switzerland,Front Radiat Ther Oncol,Frontiers of radiation therapy and oncology,0125544,IM,"['Acute Disease', 'Adult', '*Aged', 'Hodgkin Disease/therapy', 'Humans', 'Leukemia/*therapy', 'Leukemia, Lymphoid/therapy', 'Lymphoma/*therapy', 'Middle Aged', 'Prognosis']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Front Radiat Ther Oncol. 1986;20:150-6. doi: 10.1159/000411960.,,['10.1159/000411960 [doi]'],12,,,,,,,
3512278,NLM,MEDLINE,19860408,20160422,0301-472X (Print) 0301-472X (Linking),14,3,1986 Mar,Recurrence of acute leukemia more than two years after allogeneic marrow grafting.,178-81,"The records of 232 patients with acute leukemia in continuous complete remission at two years after a marrow graft from genotypically or phenotypically HLA-identical family member were reviewed. With a followup time of 2-14.2 years, 17 patients have developed recurrent leukemia 2.0-6.3 years after grafting. No relapses have occurred beyond 6.3 years. Actuarial analysis shows a low but significant risk of recurrence of leukemia more than two years after grafting. These data suggest that the majority of the disease-free patients have had their original leukemic clone eliminated. It is important to study the leukemic cells in patients who suffer a relapse more than two years after grafting to determine whether the leukemia is of host or donor origin.","['Witherspoon, R', 'Flournoy, N', 'Thomas, E D', 'Ramberg, R', 'Buckner, C D', 'Storb, R']","['Witherspoon R', 'Flournoy N', 'Thomas ED', 'Ramberg R', 'Buckner CD', 'Storb R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Acute Disease', 'Bone Marrow/pathology', '*Bone Marrow Transplantation', 'Female', 'Humans', 'Leukemia/pathology/*therapy', 'Leukemia, Lymphoid/therapy', 'Male', 'Probability', 'Recurrence', 'Time Factors']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Exp Hematol. 1986 Mar;14(3):178-81.,,,,"['CA 15704/CA/NCI NIH HHS/United States', 'CA 18029/CA/NCI NIH HHS/United States', 'CA 18221/CA/NCI NIH HHS/United States', 'etc.']",,,,,,
