PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,GR,MID,OID,OAB,OABL,OTO,OT
200574,NLM,MEDLINE,19780127,20190708,0020-7136 (Print) 0020-7136 (Linking),20,5,1977 Nov 15,Virus expression in different tissues of normal and tumor-bearing mice inoculated with a murine leukemia virus.,792-7,"['Youn, J K', 'Santillana, M', 'Hue, G', 'Barski, G']","['Youn JK', 'Santillana M', 'Hue G', 'Barski G']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,,IM,"['Animals', 'Bone Marrow/microbiology', 'Female', 'Kidney/microbiology', '*Leukemia Virus, Murine/isolation & purification', 'Leukemia, Experimental/*microbiology/surgery', 'Lymph Nodes/microbiology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Rauscher Virus', 'Spleen/microbiology', 'Thymus Gland/microbiology']",1977/11/15 00:00,1977/11/15 00:01,['1977/11/15 00:00'],"['1977/11/15 00:00 [pubmed]', '1977/11/15 00:01 [medline]', '1977/11/15 00:00 [entrez]']",['10.1002/ijc.2910200519 [doi]'],ppublish,Int J Cancer. 1977 Nov 15;20(5):792-7. doi: 10.1002/ijc.2910200519.,"Evolution of virus expression in different lymphoid organs as well as in solid syngeneic tumors of mice inoculated with an MuLV was studied with the aid of in vitro XC co-culture technique. When normal adult mice of strain XLII were inoculated intraperitoneally with a cultured Rauscher virus (RC), the virus could be detected, 10 days after inoculation, only in bone marrow in small amounts and thereafter no virus could be found in any of the organs tested, including bone marrow, spleen, thymus, lymph node and kidney. However, when age- and sex-matched parallel mice bearing syngeneic subcutaneous non-viral tumors were inoculated similarly with the RC virus, the virus could be detected abundantly not only in bone marrow and spleen but also in tumors during the first 3 weeks and even 6 weeks after virus inoculation. Transitional decrease or disappearance of the virus was observed around the 25th-31st day in organs and tumors of the inoculated mice. When the tumor mass was removed from these mice by surgery, the virus disappeared rapidly and definitely from all the organs tested. The virus recovered from in vitro explanted and cultured tumors, taken from mice inoculated with the virus, induced typical lymphoid leukemia in BALB/c mice inoculated as newborns. However, from certain aspects (hypertrophy of the thymus and lymph nodes), this virus was different from the original RC virus.",,,,,,,,,,
200571,NLM,MEDLINE,19780127,20190708,0020-7136 (Print) 0020-7136 (Linking),20,5,1977 Nov 15,"Surface glycoprotein patterns of normal and malignant human lymphoid cells. II. B cells, B blasts and Epstein-Barr virus (EBV)-positive and -negative B lymphoid cell lines.",708-16,"['Nilsson, K', 'Andersson, L C', 'Gahmberg, C G', 'Wigzell, H']","['Nilsson K', 'Andersson LC', 'Gahmberg CG', 'Wigzell H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Glycoproteins)', '0 (Membrane Proteins)']",IM,"['Autoradiography', 'B-Lymphocytes/*immunology', 'Burkitt Lymphoma/immunology', 'Cell Line', 'Electrophoresis, Polyacrylamide Gel', '*Glycoproteins/analysis', 'Herpesvirus 4, Human/*immunology', 'Humans', 'Leukemia/immunology', 'Lymphocyte Activation', 'Lymphoma/*immunology', '*Membrane Proteins/analysis', 'Multiple Myeloma/immunology']",1977/11/15 00:00,1977/11/15 00:01,['1977/11/15 00:00'],"['1977/11/15 00:00 [pubmed]', '1977/11/15 00:01 [medline]', '1977/11/15 00:00 [entrez]']",['10.1002/ijc.2910200510 [doi]'],ppublish,Int J Cancer. 1977 Nov 15;20(5):708-16. doi: 10.1002/ijc.2910200510.,,,,,,,,,,,
200370,NLM,MEDLINE,19780127,20190705,0092-8674 (Print) 0092-8674 (Linking),12,3,1977 Nov,Immunocytochemical detection of a murine leukemia virus-related nuclear antigen in mouse oocytes and early embryos.,697-707,"['Piko, L']",['Piko L'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Antigens, Viral)', '0 (Immune Sera)']",IM,"['AKR murine leukemia virus/immunology', 'Absorption', 'Animals', 'Antigens, Viral/*analysis', 'Cell Nucleus/immunology', 'Embryo, Mammalian/*immunology', 'Female', 'Immune Sera', '*Immunoenzyme Techniques', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Oocytes/*immunology', 'Oogenesis', 'Ovum/*immunology']",1977/11/01 00:00,1977/11/01 00:01,['1977/11/01 00:00'],"['1977/11/01 00:00 [pubmed]', '1977/11/01 00:01 [medline]', '1977/11/01 00:00 [entrez]']","['0092-8674(77)90270-7 [pii]', '10.1016/0092-8674(77)90270-7 [doi]']",ppublish,Cell. 1977 Nov;12(3):697-707. doi: 10.1016/0092-8674(77)90270-7.,,,,,,,,,,,
200369,NLM,MEDLINE,19780127,20190705,0092-8674 (Print) 0092-8674 (Linking),12,3,1977 Nov,Abelson virus-transformed lymphocytes: null cells that modulate H-2.,683-90,"['Pratt, D M', 'Strominger, J', 'Parkman, R', 'Kaplan, D', 'Schwaber, J', 'Rosenberg, N', 'Scher, C D']","['Pratt DM', 'Strominger J', 'Parkman R', 'Kaplan D', 'Schwaber J', 'Rosenberg N', 'Scher CD']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Histocompatibility Antigens)', '0 (Immunoglobulins)']",IM,"['Animals', 'Cell Line', '*Cell Transformation, Viral', 'Clone Cells', '*Histocompatibility Antigens/analysis', 'Immunoglobulins/analysis', '*Leukemia Virus, Murine/immunology', 'Leukemia, Experimental/immunology', 'Lymphocytes/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Neoplasm Transplantation']",1977/11/01 00:00,1977/11/01 00:01,['1977/11/01 00:00'],"['1977/11/01 00:00 [pubmed]', '1977/11/01 00:01 [medline]', '1977/11/01 00:00 [entrez]']","['0092-8674(77)90268-9 [pii]', '10.1016/0092-8674(77)90268-9 [doi]']",ppublish,Cell. 1977 Nov;12(3):683-90. doi: 10.1016/0092-8674(77)90268-9.,"A-MuLV-transformed lymphoid cells from Balb/c mice had the properties of null lymphocytes. They did not secrete Ig and all but one did not have detectable cell-associated Ig; one line synthesized, but did not secrete, the mu chain of IgM. The cells expressed H-2D and H-2K, but not H-21 histocompatibility antigens or theta-antigen; they had Fc receptors. Most cell lines grew to form donor cell tumors after inoculation into (Balb/c X C57B1/6)F1 mice. The tumor cells have more H-2Dd than cells passaged in vitro. Cell lines carried in vitro progressively lost H-2Dd. A line in which 5-30% of the cells were lysable by anti-H-2Dd was cloned; all eleven clones had H-2Dd (13-69% lysable) demonstrating that H-2 modulates in vitro. A clone with little H-2Dd (10-15% lysable) was tumorigenic even after treatment with anti-H-2Dd sera; at least 50% of the tumor cells were lysed by anti-H-2Dd. Thus A-MuLV-transformed lymphocytes modulate H-2 in vivo to higher levels and in vitro to lower levels.",,,,,,,,,,
200353,NLM,MEDLINE,19780127,20211203,0008-5472 (Print) 0008-5472 (Linking),37,12,1977 Dec,Inhibition of concanavalin A stimulation of feline lymphocytes by inactivated feline leukemia virus.,4532-3,"['Hebebrand, L C', 'Mathes, L E', 'Olsen, R G']","['Hebebrand LC', 'Mathes LE', 'Olsen RG']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,['11028-71-0 (Concanavalin A)'],IM,"['Aged', 'Animals', 'Cats', 'Cell Survival', 'Concanavalin A/*pharmacology', 'Humans', 'Immunity, Cellular', '*Immunosuppression Therapy', 'In Vitro Techniques', 'Leukemia Virus, Feline/*immunology', '*Lymphocyte Activation', 'Lymphocytes/cytology']",1977/12/01 00:00,1977/12/01 00:01,['1977/12/01 00:00'],"['1977/12/01 00:00 [pubmed]', '1977/12/01 00:01 [medline]', '1977/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1977 Dec;37(12):4532-3.,"In a lymphocyte blast transformation assay, the response of feline lymphocytes to concanavalin A was suppressed 20 to 65 percent in the presence of inactivated feline leukemia virus. The decrease was not due to viral cytotoxicity, as determined by trypan blue viability counts, nor was the virus binding the concanavalin A and interfering with its mitogenic stimulation. The virus may be biochemically repressive in itself, interfering with cell-mediated immunity within the feline system.",,,,,,,,,,
200345,NLM,MEDLINE,19780127,20141120,0008-5472 (Print) 0008-5472 (Linking),37,12,1977 Dec,"Correlation of in vivo cancer, net outer charge, in vitro migration, interferon activity, in vitro growth rates, and chalone-like activity to transformation-reversion in cloned Moloney and Kristen sarcoma virus-transformed mouse 3T3 cells.",4285-90,"['Ebbesen, P', 'Olsson, L', 'Rudkobing, O', 'Haahr, S', 'Kristensen, G']","['Ebbesen P', 'Olsson L', 'Rudkobing O', 'Haahr S', 'Kristensen G']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Growth Inhibitors)', '9008-11-1 (Interferons)']",IM,"['Animals', 'Cell Division', 'Cell Membrane/physiology', 'Cell Movement', '*Cell Transformation, Neoplastic', 'Clone Cells', 'Electrophoresis', 'Growth Inhibitors/*metabolism', 'In Vitro Techniques', 'Interferons/*metabolism', 'Kinetics', 'Mice', 'Moloney murine leukemia virus', 'Neoplasm Transplantation', 'Sarcoma Viruses, Murine', '*Sarcoma, Experimental/pathology', 'Transplantation, Homologous']",1977/12/01 00:00,1977/12/01 00:01,['1977/12/01 00:00'],"['1977/12/01 00:00 [pubmed]', '1977/12/01 00:01 [medline]', '1977/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1977 Dec;37(12):4285-90.,,,,,,,,,,,
200333,NLM,MEDLINE,19780127,20190619,0008-543X (Print) 0008-543X (Linking),40,5,1977 Nov,"Human leukemic ""null"" cell line (NALL-1).",2131-5,"['Hiraki, S', 'Miyoshi, I', 'Kubonishi, I', 'Matsuda, Y', 'Nakayama, T', 'Kishimoto, H', 'Masuji, H']","['Hiraki S', 'Miyoshi I', 'Kubonishi I', 'Matsuda Y', 'Nakayama T', 'Kishimoto H', 'Masuji H']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['B-Lymphocytes/pathology', '*Cell Line', 'Chromosomes, Human', 'Herpesvirus 4, Human/isolation & purification', 'Humans', '*Leukemia, Lymphoid/genetics/microbiology/pathology', 'T-Lymphocytes/pathology']",1977/11/01 00:00,1977/11/01 00:01,['1977/11/01 00:00'],"['1977/11/01 00:00 [pubmed]', '1977/11/01 00:01 [medline]', '1977/11/01 00:00 [entrez]']",['10.1002/1097-0142(197711)40:5<2131::aid-cncr2820400523>3.0.co;2-v [doi]'],ppublish,Cancer. 1977 Nov;40(5):2131-5. doi: 10.1002/1097-0142(197711)40:5<2131::aid-cncr2820400523>3.0.co;2-v.,"A human lymphoblast cell line, NALL-1, was established from the peripheral blood of a patient with acute lymphoblastic leukemia (ALL). NALL-1 cells had neither properties of T and B cells nor Epstein-Barr virus (EBV). Many characteristics of the NALL-1 line were distinct from those of numerous EBV-positive lymphoblastoid cell lines previously reported. NALL-1 cells are considered to have originated from the donor's leukemic cells on the basis of their cytogenetic, morphologic and functional features. The NALL-1 line is the first human leukemic ""null"" cell line derived from ALL. The significance of this cell line is disscussed.",,,,,,,,,,
200271,NLM,MEDLINE,19780127,20190609,0006-3002 (Print) 0006-3002 (Linking),485,2,1977 Dec 8,Myeloperoxidase inactivation in the course of catalysis of chlorination of taurine.,291-300,"['Naskalski, J W']",['Naskalski JW'],['eng'],['Journal Article'],Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Chlorides)', '1EQV5MLY3D (Taurine)', 'BBX060AN9V (Hydrogen Peroxide)', 'EC 1.11.1.- (Peroxidases)', 'EC 1.11.1.7 (Peroxidase)']",IM,"['Chlorides', 'Humans', 'Hydrogen Peroxide', 'Kinetics', 'Leukemia, Myeloid/enzymology', 'Leukocytes/enzymology', 'Mathematics', 'Peroxidase/*antagonists & inhibitors/blood', 'Peroxidases/*antagonists & inhibitors', 'Spectrophotometry', 'Taurine/*analogs & derivatives/pharmacology']",1977/12/08 00:00,1977/12/08 00:01,['1977/12/08 00:00'],"['1977/12/08 00:00 [pubmed]', '1977/12/08 00:01 [medline]', '1977/12/08 00:00 [entrez]']","['0005-2744(77)90165-6 [pii]', '10.1016/0005-2744(77)90165-6 [doi]']",ppublish,Biochim Biophys Acta. 1977 Dec 8;485(2):291-300. doi: 10.1016/0005-2744(77)90165-6.,"Myeloperoxidase (donor: hydrogen-peroxide oxidoreductase, EC 1.11.1.7) was isolated from leukocytes of patients with chronic granulocyte leukemia. In the presence of H2O2 and Cl- at pH 4.0-6.6 the myeloperoxidase catalyses chlorination of taurine to monochloramine taurine and simultaneously undergoes inactivation. The myeloperoxidase inactivation rate depends on the concentration of H2O2 and Cl-: both the initial rate of chlorination and myeloperoxidase inactivation rate increase with increasing concentration of H2O2. However, an increase in concentration of Cl- results in a decrease in enzyme inactivation. At a given H2O2 concentration, myeloperoxidase inactivation is a first order reaction, which implied that the enzyme may react with a substrate a limited number of times.",,,,,,,,,,
200199,NLM,MEDLINE,19771229,20190815,0304-8608 (Print) 0304-8608 (Linking),55,1-2,1977,Inhibition of bovine leukemia virus release by antiviral antibodies.,139-44,"['Driscoll, D M', 'Onuma, M', 'Olson, C']","['Driscoll DM', 'Onuma M', 'Olson C']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Austria,Arch Virol,Archives of virology,7506870,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0 (Glycoproteins)', '0 (Immune Sera)']",IM,"['Absorption', 'Animals', '*Antibodies, Viral', 'Antigen-Antibody Reactions', 'Antigens, Viral', 'Cattle/immunology', 'Cells, Cultured', 'Glycoproteins/immunology', 'Immune Sera', 'Leukemia Virus, Bovine/*immunology/isolation & purification', 'Lymphocytes/*immunology', 'Rabbits/immunology', 'Retroviridae/*immunology', 'Sheep/immunology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",['10.1007/BF01314487 [doi]'],ppublish,Arch Virol. 1977;55(1-2):139-44. doi: 10.1007/BF01314487.,"Peripheral blood lymphocytes from bovine leukemia virus (BLV) infected cattle were grown in vitro with serums from BLV-infected and uninfected cattle, sheep and rabbits. Only serums from infected animals which had antibody to gp 45/55, the major glycoprotein antigen, inhibited the release of virus from the cells. Although viral antigens could be detected in the cells themselves, none were detected in the supernatants of cultures grown with these serums. Normal serums and serums with antibody only to p23, the internal BLV antigen, did not inhibit virus release. To identify the factor responsible for virus release inhibition, 2 inhibitory serums were absorbed with either gp 44/55, p23 or tissue culture cells from BLV-infected and uninfected cells lines. The results indicated that antibody to gp 45/55 is the factor responsible for virus release inhibition.",,,,,,,,,,
200198,NLM,MEDLINE,19771229,20190815,0304-8608 (Print) 0304-8608 (Linking),55,1-2,1977,Location of antigens associated with bovine leukemia virus.,131-7,"['Onuma, M', 'Driscoli, D M', 'Olson, C']","['Onuma M', 'Driscoli DM', 'Olson C']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Austria,Arch Virol,Archives of virology,7506870,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0 (Glycoproteins)', '0 (Viral Proteins)']",IM,"['Absorption', 'Animals', 'Antibodies, Viral', 'Antigens, Viral/*isolation & purification', 'Cell Line', 'Fluorescent Antibody Technique', 'Glycoproteins/*immunology', 'Leukemia Virus, Bovine/*immunology', 'Neutralization Tests', 'Retroviridae/*immunology', 'Sheep/immunology', 'Viral Proteins/*immunology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",['10.1007/BF01314486 [doi]'],ppublish,Arch Virol. 1977;55(1-2):131-7. doi: 10.1007/BF01314486.,"Antigens associated with bovine leukemia virus (BLV) infection (gp 44/55 and p23) were identified by neutralization and immunofluorescent antibody (FA) tests. Only serums containing antibody to gp 45/55 neutralized the virus; antibody to p23 did not. These results indicate that gp 44/55 may be located in the virus envelope. In indirect FA tests, both a cytoplasmic fluorescence and a membrane fluorscence were detected in BLV-infected cells. The serum used in the FA test was then absorbed with either p23 or gp 45/55. The results of these absorption tests indicate that the membrane fluorescence maybe associated with gp 45/55 and the cytoplasmic fluorescence may be associated with p23.",,,,,,,,,,
200124,NLM,MEDLINE,19771229,20190622,0065-2598 (Print) 0065-2598 (Linking),88,,1977,Immune responses and prevention of lymphoid leukosis tumors in chickens fed an androgen analog.,355-62,"['Romero, C H', 'Frank, F R']","['Romero CH', 'Frank FR']",['eng'],['Journal Article'],United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,"['0 (Antibodies, Bacterial)', '0 (Antibodies, Neoplasm)', '0 (Antibodies, Viral)', '6PG9VR430D (Nandrolone)']",IM,"['Animals', 'Antibodies, Bacterial/biosynthesis', 'Antibodies, Neoplasm/biosynthesis', 'Antibodies, Viral/biosynthesis', 'Antibody Formation/*drug effects', 'Antibody-Producing Cells/drug effects', 'Avian Leukosis/immunology/*prevention & control', 'Avian Leukosis Virus/immunology', 'Brucella abortus/immunology', 'Chickens', 'Lymphocyte Activation/*drug effects', 'Nandrolone/*analogs & derivatives/pharmacology/therapeutic use']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",['10.1007/978-1-4613-4169-7_33 [doi]'],ppublish,Adv Exp Med Biol. 1977;88:355-62. doi: 10.1007/978-1-4613-4169-7_33.,,,,,,,,,,,
200014,NLM,MEDLINE,19771229,20161109,0507-4088 (Print) 0507-4088 (Linking),,4,1977 Jul-Aug,[Study of the synthesis of Rous virus-specific RNA in chick embryo cells].,460-4,"['Tatosian, A G', 'Iakovleva, L S', 'Semenova, L A', 'Kiselev, F L']","['Tatosian AG', 'Iakovleva LS', 'Semenova LA', 'Kiselev FL']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Vopr Virusol,Voprosy virusologii,0417337,"['0 (DNA, Viral)', '0 (RNA, Viral)', '9007-49-2 (DNA)']",IM,"['Animals', 'Avian Sarcoma Viruses/*metabolism', 'Chick Embryo', 'DNA/biosynthesis', 'DNA, Viral/biosynthesis', 'Hybridization, Genetic', 'In Vitro Techniques', 'Marek Disease/metabolism', 'RNA, Viral/*biosynthesis/isolation & purification', 'Sarcoma, Avian/metabolism', 'Transcription, Genetic', 'Virus Cultivation']",1977/07/01 00:00,1977/07/01 00:01,['1977/07/01 00:00'],"['1977/07/01 00:00 [pubmed]', '1977/07/01 00:01 [medline]', '1977/07/01 00:00 [entrez]']",,ppublish,Vopr Virusol. 1977 Jul-Aug;(4):460-4.,The presence of virus-specific RNA in commercial chick embryos and its lack in chick embryos of leukemia-free chicken farm of the USSR AMS Oncological Research Center as well as in cell cultures from RIF-free chicken infected with Marek's disease virus was demonstrated by hybridizationof 3H-DNA-product of Rous sarcoma virus synthesized in vitro in the presence of actinomycin D with the total preparation of cellular RNA.,,"Issledovanie sinteza RNK, spetsifichnoi dlia virusa Rausa, v kletkakh kurinykh embionov.",,,,,,,,
199981,NLM,MEDLINE,19771229,20190702,0042-4900 (Print) 0042-4900 (Linking),101,15,1977 Oct 8,Protection of kittens from feline leukaemia virus infection by maternally-derived antibody.,304-5,"['Jarrett, O', 'Russell, P H', 'Stewart, M F']","['Jarrett O', 'Russell PH', 'Stewart MF']",['eng'],['Journal Article'],England,Vet Rec,The Veterinary record,0031164,"['0 (Antibodies, Viral)', '0 (Antigens, Neoplasm)']",IM,"['Animals', 'Antibodies, Viral/*analysis', 'Antigens, Neoplasm', 'Cats/*immunology', 'Cell Membrane/immunology', 'Female', '*Immunization, Passive', 'Leukemia/immunology/veterinary', 'Leukemia Virus, Feline/*immunology', 'Neutralization Tests']",1977/10/08 00:00,1977/10/08 00:01,['1977/10/08 00:00'],"['1977/10/08 00:00 [pubmed]', '1977/10/08 00:01 [medline]', '1977/10/08 00:00 [entrez]']",['10.1136/vr.101.15.304 [doi]'],ppublish,Vet Rec. 1977 Oct 8;101(15):304-5. doi: 10.1136/vr.101.15.304.,,,,,,,,,,,
199953,NLM,MEDLINE,19771229,20191028,0098-0366 (Print) 0098-0366 (Linking),3,5,1977 Sep,Increased polyethylene glycol-mediated fusion competence in mitotic cells of a mouse lymphoid cell line.,471-82,"['Hansen, D', 'Stadler, J']","['Hansen D', 'Stadler J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Somatic Cell Genet,Somatic cell genetics,7506054,"['3WJQ0SDW1A (Polyethylene Glycols)', 'VC2W18DGKR (Thymidine)', 'Z01IVE25KI (Demecolcine)']",IM,"['Cell Fusion/*drug effects', 'Cell Line', 'Cell Membrane/*physiology', 'Demecolcine/pharmacology', 'Leukemia', 'Lymphocyte Activation', '*Mitosis', 'Parainfluenza Virus 1, Human', 'Polyethylene Glycols/*pharmacology', 'Thymidine/metabolism']",1977/09/01 00:00,1977/09/01 00:01,['1977/09/01 00:00'],"['1977/09/01 00:00 [pubmed]', '1977/09/01 00:01 [medline]', '1977/09/01 00:00 [entrez]']",['10.1007/BF01539119 [doi]'],ppublish,Somatic Cell Genet. 1977 Sep;3(5):471-82. doi: 10.1007/BF01539119.,"Spontaneous mitotic cells of the mouse leukemic cell line GF7 are preferentially included in cell fusion products after treatment with polyethylene glycol (PEG). This implies a unique configuration of the natural mitotic membrane which is particularly vulnerable to induction of fusion by PEG. Colcemid-arrested GF7 mitotic cells, however, are excluded from PEG-induced cell fusion products, suggesting that colcemid reverses the membrane configuration which is susceptible to the action of PEG. When Sendai virus is used as the fusogenic agent, both colcemid-arrested and spontaneous mitotic cells are selectively fused. There must, therefore, be an essential membrane-fusogen reaction which is characteristically different for each of these agents.",,,,,,,,,,
199938,NLM,MEDLINE,19771229,20071115,0036-7672 (Print) 0036-7672 (Linking),107,41,1977 Oct 15,[Antiviral activity in the serum of patients with acute myelocytic leukemia: prognostic significance. Preliminary report].,1456-7,"['Sauter, C', 'Wolfensberger, C', 'Reinhardt, E']","['Sauter C', 'Wolfensberger C', 'Reinhardt E']",['ger'],"['English Abstract', 'Journal Article']",Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/*analysis', 'Cell Line', 'Cytopathogenic Effect, Viral', 'Fibroblasts/immunology', 'Influenza A virus/immunology', 'Leukemia, Myeloid/*immunology', 'Mammary Neoplasms, Experimental/immunology', 'Remission, Spontaneous', 'Vesicular stomatitis Indiana virus/immunology']",1977/10/15 00:00,1977/10/15 00:01,['1977/10/15 00:00'],"['1977/10/15 00:00 [pubmed]', '1977/10/15 00:01 [medline]', '1977/10/15 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1977 Oct 15;107(41):1456-7.,"In view of suggestions that acute myeloblastic leukemia (AML) may be of viral etiology, sera of 31 patients suffering from AML were investigated for antiviral activity. Fowl plague virus (FPV), vesicular stomatitis virus (VSV), BT 20 mammary carcinoma cells and chicken embryo fibroblasts (CEF) were used as assay systems. In the FPV-BT20 system, 19 of 20 patients whose blood sample was taken when they were in complete remission showed antiviral activity in their sera. These patients stayed in complete remission for at least three months after the blood sample was taken. In the sera of 11 patients no antiviral activity could be found with the FPV-BT20 assay system. 3 of the 11 were in relapse, 5 had a relapse within 3 months and 3 stayed in remission more than 3 months after the blood sample was taken. In the FPV-CEF and in the VSV-BT20 system antiviral activity was also found. The activity in the FPV-CEF system corresponded well with the FPV-BT20 assay and the disease status, whereas the activity detected by the VSV-BT20 system did not. The nature of the antiviral activities in the sera of AML patients against FPV and VSV is not yet clear. Interferon and specific antiviral antibodies can probably be ruled out. The antiviral activity against FPV appears to be a biological index of the activity of the disease and might eventually be used to determine intensity and length of treatment.",,Antivirale Aktivitat im Serum von Patienten mit akuter myeloischer Leukamie: prognostische Bedeutung?,,,,,,,,
199889,NLM,MEDLINE,19771229,20061115,,18,2,1977,[Multiplication of murine C-type viruses in mouse teratocarcinoma cell lines].,383-90,"['Peries, J', 'Debons-Guillemin, M C', 'Canivet, M', 'Emanoil-Ravicovitch, R', 'Tavitian, A', 'Boiron, M']","['Peries J', 'Debons-Guillemin MC', 'Canivet M', 'Emanoil-Ravicovitch R', 'Tavitian A', 'Boiron M']",['fre'],"['English Abstract', 'Journal Article']",France,Nouv Rev Fr Hematol Blood Cells,Nouvelle revue francaise d'hematologie; blood cells,7701899,,IM,"['AKR murine leukemia virus/growth & development', 'Animals', 'Cell Line', 'Friend murine leukemia virus/growth & development', 'Mice', 'Moloney murine leukemia virus/growth & development', 'Retroviridae/*growth & development', 'Teratoma/*microbiology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol Blood Cells. 1977;18(2):383-90.,"The host-virus interactions of several murine C type viruses with cell lines established in vitro from a mouse teratocarcinoma were studied. The cells used in this study were the multipotential stem cells, or embryonal carcinoma cells, and the differentiated cells derived from a same tumor.",,Etude de la multiplication des virus murins de type C dans des lignees cellulaires derivees du teratocarcinome de la souris.,,,,,,,,
199888,NLM,MEDLINE,19771229,20131121,0301-1518 (Print) 0301-1518 (Linking),6,28,1977 Aug 27-Sep 3,[Sudden and transitory decrease in lymphocytes in 2 cases of chronic lymphocytic leukemia after levamisole therapy for recurrent herpes].,2526,"['Flandrin, G']",['Flandrin G'],['fre'],['Journal Article'],France,Nouv Presse Med,La Nouvelle presse medicale,0312552,['2880D3468G (Levamisole)'],IM,"['Agranulocytosis/*chemically induced', 'Herpesviridae Infections/drug therapy', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukocytes/drug effects', 'Levamisole/*adverse effects/therapeutic use', 'Male', 'Middle Aged']",1977/08/03 00:00,1977/08/03 00:01,['1977/08/03 00:00'],"['1977/08/03 00:00 [pubmed]', '1977/08/03 00:01 [medline]', '1977/08/03 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1977 Aug 27-Sep 3;6(28):2526.,,,Baisse brutale et transitoire du nombre des lymphocytes dans deux observations de leucemie lymphocytaire chronique recevant du levamisole pour un herpes recidivant.,,,,,,,,
