PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,TT,GR,PMC,SI,OID
3859744,NLM,MEDLINE,19850815,20190903,0098-1532 (Print) 0098-1532 (Linking),13,4,1985,Acute and chronic hepatitis in childhood leukemia: a multicentric study from the Italian Pediatric Cooperative Group for Therapy of Acute Leukemia (AIL-AIEOP).,203-6,"The incidence of acute and chronic liver damage and its relation to hepatitis B virus (HBV) infection was evaluated in 164 consecutive children with acute leukemia seen in ten Italian hemato-pediatric units. Thirteen out of 164 children (7.9%) had acute hepatitis (AH) during treatment, while 8/90 (8.8%) showed an acute exacerbation of liver damage within 6 months after therapy withdrawal. Seven of the 13 children with AH while on therapy were HBsAg positive. In 12/13 cases, liver disease progressed to chronicity. Five of eight children who developed AH after completion of treatment were HBsAg positive. Eighty-nine patients (54.2%) developed biochemical evidence of chronic hepatitis during therapy; 48/89 were followed after cessation of treatment and 33 of them showed persisting evidence of liver cell necrosis. Thirty-three out of 133 children (24.8%) tested for serum HBsAg were found positive: 26 (78.7%) of them developed chronic hepatitis. Sixty-four out of 133 patients were evaluated after cessation of treatment: Chronic hepatitis persisted in 16/22 HBsAg-positive (72.7%) and in 17/42 HBsAg-negative (40.4%) children during follow-up. The outcome of these liver diseases after treatment withdrawal did not differ significantly in relation to HBV serology, suggesting that viral rather than toxic agents were responsible for liver damage also in most HBsAg-negative patients. The high incidence of chronic HBV infection in children with leukemia found in this multicentric study could suggest a need for active immunization with HBV vaccine, but the efficacy of such approach in this clinical setting is still to be validated.","['Locasciulli, A', 'Alberti, A', 'Rossetti, F', 'Santamaria, M', 'Santoro, N', 'Madon, E', 'Miniero, R', 'Lo Curto, M', 'Tamaro, P', 'Paolucci, P']","['Locasciulli A', 'Alberti A', 'Rossetti F', 'Santamaria M', 'Santoro N', 'Madon E', 'Miniero R', 'Lo Curto M', 'Tamaro P', 'Paolucci P', 'et al.']",['eng'],['Journal Article'],United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Acute Disease', 'Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/therapeutic use', 'Chemical and Drug Induced Liver Injury/etiology', 'Child', 'Child, Preschool', 'Female', 'Hepatitis/*etiology', 'Hepatitis B/etiology', 'Hepatitis B Surface Antigens/analysis', 'Humans', 'Infant', 'Italy', 'Leukemia/*complications/drug therapy', 'Leukemia, Lymphoid/complications', 'Liver Function Tests', 'Male']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1002/mpo.2950130409 [doi]'],ppublish,Med Pediatr Oncol. 1985;13(4):203-6. doi: 10.1002/mpo.2950130409.,['0 (Hepatitis B Surface Antigens)'],,,,,
3859743,NLM,MEDLINE,19850815,20190903,0098-1532 (Print) 0098-1532 (Linking),13,4,1985,Treatment of children with refractory acute lymphocytic leukemia with vincristine and diltiazem.,199-202,"Six children with refractory acute lymphocytic leukemia were treated with vincristine combined with diltiazem. In four of five children who took the drug as scheduled, a cytolytic effect was observed. One child showed massive cell destruction which caused hyperuricemic nephropathy. The only adverse effect was atrioventricular block in two children, which was completely reversible. Increased neurotoxicity was not observed in any child.","['Bessho, F', 'Kinumaki, H', 'Kobayashi, M', 'Habu, H', 'Nakamura, K', 'Yokota, S', 'Tsuruo, T', 'Kobayashi, N']","['Bessho F', 'Kinumaki H', 'Kobayashi M', 'Habu H', 'Nakamura K', 'Yokota S', 'Tsuruo T', 'Kobayashi N']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Benzazepines/*therapeutic use', 'Child', 'Child, Preschool', 'Diltiazem/adverse effects/*therapeutic use', 'Drug Resistance', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukocyte Count', 'Male', 'Vincristine/adverse effects/*therapeutic use']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1002/mpo.2950130408 [doi]'],ppublish,Med Pediatr Oncol. 1985;13(4):199-202. doi: 10.1002/mpo.2950130408.,"['0 (Benzazepines)', '5J49Q6B70F (Vincristine)', 'EE92BBP03H (Diltiazem)']",,,,,
3859742,NLM,MEDLINE,19850730,20210107,0025-729X (Print) 0025-729X (Linking),142,13,1985 Jun 24,Long survival in an elderly patient with acute myeloid leukaemia after treatment with harringtonine.,693-4,A remission was achieved in a 73-year-old woman with acute myeloid leukaemia after treatment with harringtonine. The remission lasted 3 1/2 years and she remained alive at the four-year follow-up.,"['Sullivan, J', 'Leyden, M']","['Sullivan J', 'Leyden M']",['eng'],"['Case Reports', 'Journal Article']",Australia,Med J Aust,The Medical journal of Australia,0400714,IM,"['Aged', 'Alkaloids/*therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow/pathology', 'Erythrocyte Count', 'Female', 'Follow-Up Studies', 'Harringtonines/*therapeutic use', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Leukocyte Count', 'Platelet Count']",1985/06/24 00:00,1985/06/24 00:01,['1985/06/24 00:00'],"['1985/06/24 00:00 [pubmed]', '1985/06/24 00:01 [medline]', '1985/06/24 00:00 [entrez]']",['10.5694/j.1326-5377.1985.tb113597.x [doi]'],ppublish,Med J Aust. 1985 Jun 24;142(13):693-4. doi: 10.5694/j.1326-5377.1985.tb113597.x.,"['0 (Alkaloids)', '0 (Harringtonines)']",,,,,
3859723,NLM,MEDLINE,19850809,20190824,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,Cell markers and acute leukaemia subtypes in Chile.,809-12,"A panel of monoclonal antibodies were used to define acute myeloblastic leukaemia (AML) and acute lymphoblastic leukaemia (ALL) with its different subgroups. Thirty-three patients were studied in a period of one year. ALL was diagnosed in 80% of the children and 20% of the adults. AML was present in 22% of the children and 78% of adults. In children, only one of seven was common ALL, three of seven were T-ALL and three of seven were B-ALL. Five of 12 were unclassifiable (U-ALL). In adults the 4 ALL were U-ALL.","['Cabrera, M E', 'Inostroza, J', 'Paez, E', 'Monsalve, V', 'Zapata, C', 'Pesse, F']","['Cabrera ME', 'Inostroza J', 'Paez E', 'Monsalve V', 'Zapata C', 'Pesse F']",['eng'],"['Comparative Study', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,IM,"['Adolescent', 'Adult', 'Antibodies, Monoclonal', 'Antigens, Surface', 'Child', 'Chile', 'Female', 'Humans', 'Leukemia, Lymphoid/classification/epidemiology/*immunology', 'Leukemia, Myeloid, Acute/classification/epidemiology/*immunology', 'Male', 'Sex Factors', 'Socioeconomic Factors']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90298-X [pii]', '10.1016/0145-2126(85)90298-x [doi]']",ppublish,Leuk Res. 1985;9(6):809-12. doi: 10.1016/0145-2126(85)90298-x.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)']",,,,,
3859722,NLM,MEDLINE,19850809,20211203,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,"Leukaemia/lymphoma incidence in New Zealand: acute leukaemia subtypes in the South Island of New Zealand, 1983-1984.",803-7,,"['Beard, M E', 'Hart, D N', 'Hawkins, P', 'Southern, M', 'Fitzgerald, P H']","['Beard ME', 'Hart DN', 'Hawkins P', 'Southern M', 'Fitzgerald PH']",['eng'],"['Comparative Study', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antigens, Surface/analysis', 'Child', 'Child, Preschool', 'Demography', 'Ethnicity', 'Europe/ethnology', 'Female', 'Humans', 'Leukemia/*epidemiology', 'Leukemia, Lymphoid/epidemiology/genetics/immunology', 'Lymphoma/*epidemiology', 'Male', 'Middle Aged', 'Native Hawaiian or Other Pacific Islander', 'New Zealand']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90296-6 [pii]', '10.1016/0145-2126(85)90296-6 [doi]']",ppublish,Leuk Res. 1985;9(6):803-7. doi: 10.1016/0145-2126(85)90296-6.,"['0 (Antigens, Surface)']",,,,,
3859721,NLM,MEDLINE,19850809,20211203,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,Observations on the epidemiology and subtypes of lymphatic malignancies in Israel.,769-70,,"['Ramot, B', 'Ben-Bassat, I', 'Biniaminov, M', 'Rosenthal, E']","['Ramot B', 'Ben-Bassat I', 'Biniaminov M', 'Rosenthal E']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['Ethnicity', 'Humans', 'Israel', 'Leukemia, Lymphoid/classification/*epidemiology', 'Prognosis']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90288-7 [pii]', '10.1016/0145-2126(85)90288-7 [doi]']",ppublish,Leuk Res. 1985;9(6):769-70. doi: 10.1016/0145-2126(85)90288-7.,,,,,,
3859720,NLM,MEDLINE,19850809,20211203,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,Acute childhood leukaemia in Johannesburg.,765-7,,"['MacDougall, L G']",['MacDougall LG'],['eng'],"['Comparative Study', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Age Factors', 'Blacks', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*epidemiology', 'Leukemia, Lymphoid/epidemiology', 'Male', 'Rural Population', 'Sex Factors', 'Socioeconomic Factors', 'South Africa', 'Urban Population', 'Whites']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90287-5 [pii]', '10.1016/0145-2126(85)90287-5 [doi]']",ppublish,Leuk Res. 1985;9(6):765-7. doi: 10.1016/0145-2126(85)90287-5.,,,,,,
3859719,NLM,MEDLINE,19850809,20190824,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,Leukaemia and lymphoma in Kenya.,747-52,,"['Kasili, E G']",['Kasili EG'],['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Kenya', 'Leukemia/*epidemiology', 'Leukemia, Lymphoid/epidemiology', 'Leukemia, Monocytic, Acute/epidemiology', 'Leukemia, Myeloid/epidemiology', 'Leukemia, Myeloid, Acute/epidemiology', 'Lymphoma/*epidemiology', 'Lymphoma, Non-Hodgkin/epidemiology', 'Male', 'Middle Aged', 'Sex Factors']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90284-X [pii]', '10.1016/0145-2126(85)90284-x [doi]']",ppublish,Leuk Res. 1985;9(6):747-52. doi: 10.1016/0145-2126(85)90284-x.,,,,,,
3859718,NLM,MEDLINE,19850809,20211203,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,Collaborative group study of the epidemiology of acute lymphoblastic leukaemia subtypes: background and first report.,715-33,,"['Greaves, M F', 'Pegram, S M', 'Chan, L C']","['Greaves MF', 'Pegram SM', 'Chan LC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Blacks', 'Child', 'Child, Preschool', 'Data Collection', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/classification/*epidemiology/genetics', 'Male', 'Middle Aged', 'Sex Factors', 'United Kingdom', 'United States']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90281-4 [pii]', '10.1016/0145-2126(85)90281-4 [doi]']",ppublish,Leuk Res. 1985;9(6):715-33. doi: 10.1016/0145-2126(85)90281-4.,,,,,,
3859717,NLM,MEDLINE,19850809,20190824,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,The value of subtyping in studies of irradiation and human leukaemia.,699-704,,"['Darby, S C']",['Darby SC'],['eng'],"['Comparative Study', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Humans', 'Japan', 'Leukemia, Lymphoid/mortality', 'Leukemia, Myeloid/mortality', 'Leukemia, Myeloid, Acute/mortality', 'Leukemia, Radiation-Induced/*classification/mortality', 'Longevity', 'Nuclear Warfare', 'Radiotherapy/*adverse effects', 'Spondylitis, Ankylosing/*radiotherapy']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90278-4 [pii]', '10.1016/0145-2126(85)90278-4 [doi]']",ppublish,Leuk Res. 1985;9(6):699-704. doi: 10.1016/0145-2126(85)90278-4.,,,,,,
3859716,NLM,MEDLINE,19850809,20190824,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,Recent epidemiological studies of leukaemia in the United Kingdom.,675-82,,"['Cartwright, R A']",['Cartwright RA'],['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['Child', 'Hodgkin Disease/epidemiology', 'Humans', 'Leukemia/*epidemiology', 'Leukemia, Lymphoid/epidemiology', 'Leukemia, Myeloid/epidemiology', 'Leukemia, Myeloid, Acute/epidemiology', 'Lymphoma/*epidemiology', 'Risk', 'United Kingdom']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90274-7 [pii]', '10.1016/0145-2126(85)90274-7 [doi]']",ppublish,Leuk Res. 1985;9(6):675-82. doi: 10.1016/0145-2126(85)90274-7.,,,,,,
3859715,NLM,MEDLINE,19850809,20190824,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,Descriptive epidemiology of childhood leukaemia and lymphoma in Great Britain.,671-4,,"['Stiller, C A']",['Stiller CA'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Female', 'Hodgkin Disease/pathology', 'Humans', 'Infant', 'Leukemia/*epidemiology', 'Leukemia, Lymphoid/epidemiology', 'Leukocyte Count', 'Lymphoma/*epidemiology', 'Male', 'Sex Factors', 'United Kingdom']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90273-5 [pii]', '10.1016/0145-2126(85)90273-5 [doi]']",ppublish,Leuk Res. 1985;9(6):671-4. doi: 10.1016/0145-2126(85)90273-5.,,,,,,
3859714,NLM,MEDLINE,19850809,20190824,0145-2126 (Print) 0145-2126 (Linking),9,6,1985,International data collection and interpretation: a review.,661-8,,"['Parkin, D M']",['Parkin DM'],['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['Adolescent', 'Child', 'Child, Preschool', '*Data Collection', 'Geography', 'Hodgkin Disease/epidemiology', 'Humans', 'Leukemia/epidemiology', 'Leukemia, Lymphoid/epidemiology', 'Lymphoma/epidemiology', 'Male', 'Neoplasms/*epidemiology/mortality', 'Registries']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0145-2126(85)90271-1 [pii]', '10.1016/0145-2126(85)90271-1 [doi]']",ppublish,Leuk Res. 1985;9(6):661-8. doi: 10.1016/0145-2126(85)90271-1.,,,,,,
3859713,NLM,MEDLINE,19850807,20190824,0145-2126 (Print) 0145-2126 (Linking),9,5,1985,Defective chemotaxis and adherence in granulocytes from chronic myeloid leukemia (CML) patients.,641-8,"Adherence and motility of granulocytes from chronic myeloid leukemia (CML) patients was compared with that of granulocytes from normal subjects. The percentage of non-adherent granulocytes was significantly higher in untreated CML patients and patients in relapse and acute blastic crisis (ABC) (P less than 0.01). Chemotactic Index (C.I.) of granulocytes moving in a gradient of a synthetic chemoattractant F-Met-Leu-Phe was measured by time-lapse cinematography. While 84.5 +/- 3.53% of normal granulocytes were motile, only 30.3 +/- 14.7% granulocytes from untreated patients, 33.8 +/- 21.3% granulocytes from relapse patients and 36 +/- 9.9% granulocytes from ABC patients were found to be motile. The C.I. of motile granulocytes from CML patients was significantly lower in untreated patients (P less than 0.05), in patients in relapse (P less than 0.01) and in patients in ABC (P less than 0.05), as compared to that of normal granulocytes. Visualization of cytoplasmic actin by indirect immunofluorescence, revealed the presence of actin in granulocytes from patients in all stages of the disease. Thus, granulocytes from CML patients were defective in directional locomotion. Organized actin filaments were found in the small percentage of motile cells still found in CML patients.","['Anklesaria, P N', 'Advani, S H', 'Bhisey, A N']","['Anklesaria PN', 'Advani SH', 'Bhisey AN']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Actins/blood', 'Cell Adhesion', 'Cell Movement', '*Chemotaxis, Leukocyte', 'Granulocytes/*physiology', 'Humans', 'Kinetics', 'Leukemia, Myeloid/*blood', 'N-Formylmethionine Leucyl-Phenylalanine/pharmacology', 'Recurrence']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1016/0145-2126(85)90146-8 [doi]'],ppublish,Leuk Res. 1985;9(5):641-8. doi: 10.1016/0145-2126(85)90146-8.,"['0 (Actins)', '59880-97-6 (N-Formylmethionine Leucyl-Phenylalanine)']",,,,,
