PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,AB,AD,GR,CIN,TT,RF,GS,CON,PMC,EIN,SI,RIN,MID,OID,OAB,OABL,OTO,OT,GN,IR,FIR,IRAD,CN
1617725,NLM,MEDLINE,19920806,20190705,0092-8674 (Print) 0092-8674 (Linking),69,7,1992 Jun 26,CNTF and LIF act on neuronal cells via shared signaling pathways that involve the IL-6 signal transducing receptor component gp130.,1121-32,"['Ip, N Y', 'Nye, S H', 'Boulton, T G', 'Davis, S', 'Taga, T', 'Li, Y', 'Birren, S J', 'Yasukawa, K', 'Kishimoto, T', 'Anderson, D J']","['Ip NY', 'Nye SH', 'Boulton TG', 'Davis S', 'Taga T', 'Li Y', 'Birren SJ', 'Yasukawa K', 'Kishimoto T', 'Anderson DJ', 'et al.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cell,Cell,0413066,"['0 (Antigens, CD)', '0 (Ciliary Neurotrophic Factor)', '0 (Growth Inhibitors)', '0 (Il6st protein, rat)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lymphokines)', '0 (Membrane Glycoproteins)', '0 (Nerve Tissue Proteins)', '0 (Receptors, Immunologic)', '0 (Receptors, Interleukin-6)', '133483-10-0 (Cytokine Receptor gp130)', '42HK56048U (Tyrosine)']",IM,"['Animals', '*Antigens, CD', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cell Line', 'Ciliary Neurotrophic Factor', 'Cytokine Receptor gp130', 'Growth Inhibitors/*pharmacology', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/*pharmacology', 'Membrane Glycoproteins/*metabolism', 'Models, Biological', 'Nerve Tissue Proteins/*pharmacology', 'Neurons/*drug effects/metabolism', 'Phosphorylation/drug effects', 'Rats', 'Receptors, Immunologic/*drug effects', 'Receptors, Interleukin-6', '*Signal Transduction', 'Tyrosine/metabolism']",1992/06/26 00:00,1992/06/26 00:01,['1992/06/26 00:00'],"['1992/06/26 00:00 [pubmed]', '1992/06/26 00:01 [medline]', '1992/06/26 00:00 [entrez]']",ppublish,Cell. 1992 Jun 26;69(7):1121-32. doi: 10.1016/0092-8674(92)90634-o.,"['0092-8674(92)90634-O [pii]', '10.1016/0092-8674(92)90634-o [doi]']","Ciliary neurotrophic factor (CNTF) has a variety of actions within the nervous system. While some of the actions of leukemia inhibitory factor (LIF) on neurons resemble those of CNTF, LIF also has broad actions outside of the nervous system that in many cases mimic those of interleukin-6 (IL-6). Comparison of the tyrosine phosphorylations and gene activations induced by CNTF and LIF in neuron cell lines reveals that they are indistinguishable and also very similar to signaling events that characterize LIF and IL-6 responses in hematopoietic cells. We provide a basis for the overlapping actions of these three factors by demonstrating that the shared CNTF and LIF signaling pathways involve the IL-6 signal transducing receptor component gp130. Thus, the receptor system for CNTF is surprisingly unlike those used by the nerve growth factor family of neurotrophic factors, but is instead related to those used by a subclass of hematopoietic cytokines.","['Regeneron Pharmaceuticals, Inc., Tarrytown, New York 10591.']",,,,,,,,,,,,,,,,,,,,,
1617678,NLM,MEDLINE,19920805,20141120,0008-5472 (Print) 0008-5472 (Linking),52,14,1992 Jul 15,"Herbimycin A, an inhibitor of tyrosine kinase, prolongs survival of mice inoculated with myeloid leukemia C1 cells with high expression of v-abl tyrosine kinase.",4017-20,"['Honma, Y', 'Okabe-Kado, J', 'Kasukabe, T', 'Hozumi, M', 'Kodama, H', 'Kajigaya, S', 'Suda, T', 'Miura, Y']","['Honma Y', 'Okabe-Kado J', 'Kasukabe T', 'Hozumi M', 'Kodama H', 'Kajigaya S', 'Suda T', 'Miura Y']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Antibiotics, Antineoplastic)', '0 (Benzoquinones)', '0 (Lactams, Macrocyclic)', '0 (Quinones)', '1W306TDA6S (Rifabutin)', '70563-58-5 (herbimycin)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*pharmacology', 'Benzoquinones', 'Drug Screening Assays, Antitumor', 'Female', 'Gene Expression Regulation, Enzymologic', '*Genes, abl', 'Lactams, Macrocyclic', 'Leukemia, Myeloid/*drug therapy/enzymology/mortality', 'Mice', 'Mice, Inbred BALB C', 'Mice, Nude', 'Protein-Tyrosine Kinases/*antagonists & inhibitors/genetics', 'Quinones/*pharmacology', 'Rifabutin/analogs & derivatives']",1992/07/15 00:00,1992/07/15 00:01,['1992/07/15 00:00'],"['1992/07/15 00:00 [pubmed]', '1992/07/15 00:01 [medline]', '1992/07/15 00:00 [entrez]']",ppublish,Cancer Res. 1992 Jul 15;52(14):4017-20.,,"Herbimycin A, a benzoquinonoid ansamycin antibiotic, reduces intracellular phosphorylation by some tyrosine kinases, including v-abl. The mouse megakaryoblastic cell line C1 expresses v-abl protein at high levels. Herbimycin A at about 20 ng/ml caused 50% inhibition of growth of C1 cells but at 100 ng/ml scarcely affected the growth of another mouse leukemia cell line, M1 cells, or of normal bone marrow cells. Injection of 10(6) C1 cells into nude mice resulted in death of all the mice within 30 days. Administration of herbimycin A significantly enhanced the survival of mice inoculated with C1 cells but scarcely affected the survival of mice inoculated with M1 cells. These results suggest that herbimycin A and/or related compounds may be useful for treatment of some types of leukemia in which tyrosine kinase activity is implicated as a determinant of the oncogenic state.","['Department of Chemotherapy, Saitama Cancer Center Research Institute, Japan.']",,,,,['v-abl'],,,,,,,,,,,,,,,,
1617652,NLM,MEDLINE,19920804,20071114,0008-5472 (Print) 0008-5472 (Linking),52,13,1992 Jul 1,An altered 11-kilobase transcript in leukemic cell lines with the t(4;11)(q21;q23) chromosome translocation.,3811-3,"['Cimino, G', 'Nakamura, T', 'Gu, Y', 'Canaani, O', 'Prasad, R', 'Crist, W M', 'Carroll, A J', 'Baer, M', 'Bloomfield, C D', 'Nowell, P C']","['Cimino G', 'Nakamura T', 'Gu Y', 'Canaani O', 'Prasad R', 'Crist WM', 'Carroll AJ', 'Baer M', 'Bloomfield CD', 'Nowell PC', 'et al.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,,IM,"['*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 4', 'Humans', 'Leukemia/*genetics', '*Transcription, Genetic', '*Translocation, Genetic', 'Tumor Cells, Cultured']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",ppublish,Cancer Res. 1992 Jul 1;52(13):3811-3.,,"The 11q23 chromosome band is frequently associated with chromosomal aberrations in human leukemias. We have previously cloned a DNA fragment derived from chromosome 11 which could be used as a probe to detect rearrangements in DNAs from the leukemic cells of patients with the t(4;11), t(9;11), and t(11;19) translocations. In this study we now show that the same probe detects DNA rearrangements in malignant cells from patients with the t(1;11), t(6;11), t(10;11), and del (11q23) chromosomal abnormalities. A second probe obtained from a region located centrometric to the breakpoint cluster detects major and minor transcripts of 12.5 and 11.5 kilobases, respectively, in all cell lines examined. The same probe identifies an altered 11-kilobase RNA in all three independent cell lines with the t(4;11)(q21;q23) chromosome translocation.","['Jefferson Cancer Institute, Jefferson Cancer Center, Jefferson Medical College, Thomas Jefferson University, Philadelphia, Pennsylvania 19107.']","['CA30969/CA/NCI NIH HHS/United States', 'CA31566/CA/NCI NIH HHS/United States', 'CA39860/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,,,,,,,,,,
1617631,NLM,MEDLINE,19920804,20131121,0008-5472 (Print) 0008-5472 (Linking),52,13,1992 Jul 1,L-histidinol: preclinical therapeutic studies in combination with antitumor agents and pharmacokinetic studies in mice.,3604-9,"['Zaharko, D', 'Plowman, J', 'Waud, W', 'Dykes, D', 'Malspeis, L']","['Zaharko D', 'Plowman J', 'Waud W', 'Dykes D', 'Malspeis L']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['501-28-0 (Histidinol)', '8N3DW7272P (Cyclophosphamide)', 'Q20Q21Q62J (Cisplatin)', 'U68WG3173Y (Carmustine)']",IM,"['Animals', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Carmustine/administration & dosage', 'Cisplatin/administration & dosage', 'Cyclophosphamide/administration & dosage', 'Histidinol/*administration & dosage/pharmacokinetics', 'Humans', 'Leukemia L1210/drug therapy', 'Leukemia P388/drug therapy', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*drug therapy', 'Transplantation, Heterologous']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",ppublish,Cancer Res. 1992 Jul 1;52(13):3604-9.,,"Therapeutic studies were conducted with L-histidinol, in combination with cyclophosphamide, bischloroethylnitrosourea, 5-fluorouracil, phenylalanine mustard, or cis-platinum(II)diammine dichloride, in several transplantable tumors in mice. These tumor types included murine L1210 P388 leukemias, M5076 sarcoma, mammary 16/C adenocarcinoma, human LOX melanoma, and colon HT-29 adenocarcinoma. Therapeutic benefits of adding L-histidinol to a regimen, compared to the regimen alone, were marginal. Pharmacokinetic studies indicated a rapid clearance of L-histidinol following a bolus dose (250 mg/kg i.p.), peak plasma concentration of 200 micrograms/ml (1.4 mM), and beta phase t1/2 of 12.6 min. Maximum tolerable plasma steady state concentrations with a 24-h infusion (2000 mg/kg/24 h) were no greater than 25 micrograms/ml (0.18 mM).","['Pharmacology Branch, National Cancer Institute, Bethesda, Maryland 20892.']","['N01-CM-67903/CM/NCI NIH HHS/United States', 'N01-CM-73726/CM/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,,,,,
1617630,NLM,MEDLINE,19920804,20151119,0008-5472 (Print) 0008-5472 (Linking),52,13,1992 Jul 1,Interaction of antileukemia agents adriamycin and daunomycin with sphinganine on the differentiation of human leukemia cell line HL-60.,3593-7,"['Yung, B Y', 'Luo, K J', 'Hui, E K']","['Yung BY', 'Luo KJ', 'Hui EK']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['80168379AG (Doxorubicin)', 'EC 2.7.11.13 (Protein Kinase C)', 'NGZ37HRE42 (Sphingosine)', 'OWA98U788S (safingol)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Cell Differentiation/drug effects', 'Daunorubicin/*pharmacology', 'Doxorubicin/*pharmacology', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Promyelocytic, Acute/*pathology', 'Protein Kinase C/physiology', 'Sphingosine/*analogs & derivatives/pharmacology', 'Tumor Cells, Cultured']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",ppublish,Cancer Res. 1992 Jul 1;52(13):3593-7.,,"A slight induction of granulocytic differentiation of HL-60 cells occurred after treatment with antileukemia chemotherapeutic agents Adriamycin (ADM) and daunomycin (DM). Addition of an inhibitor (sphinganine, SP) of protein kinase C (PKC) enhanced 2-4-fold the ADM or DM-induced differentiation. This phenomenon was accompanied by a slightly augmented antiproliferative effect. The enhancement of differentiation induction in these treatments seemed to be absolute, since the combination treatment (ADM-SP or DM-SP) showed about 2.5-3.6 times as many differentiated cells as the treatment with the anticancer drugs ADM or DM alone. Further characterization of the interaction of ADM and DM with SP on differentiation of HL-60 cells was carried out. Whereas the addition of SP in the fresh medium after the removal of ADM or DM (0.5 h treatment) enhanced the induction of differentiation, a pretreatment (24 h) of the cells with SP followed by continuous exposure to ADM or DM did not show such enhancement effect. The addition of SP at as late as 48 h after the administration of ADM or DM potentiated the induction of differentiation to the same extent as in the simultaneous combination of ADM-SP or DM-SP. Similar results were obtained in the experiments with another PKC inhibitor, staurosporine. These results indicated that inhibition of PKC activities may play an important role in the later events during the induction of differentiation elicited by ADM or DM. The use of the antileukemia drugs ADM and DM in combination with an inhibition of PKC activity results in enhancement of induction of differentiation and suggests a new strategy and a promising approach to the treatment of leukemia.","['Department of Pharmacology, Chang Gung Medical College, Tao-Yuan, Taiwan, Republic of China.']",,,,,,,,,,,,,,,,,,,,,
1617622,NLM,MEDLINE,19920804,20211203,0008-5472 (Print) 0008-5472 (Linking),52,13,1992 Jul 1,Inhibition of dihydroorotate dehydrogenase activity by brequinar sodium.,3521-7,"['Chen, S F', 'Perrella, F W', 'Behrens, D L', 'Papp, L M']","['Chen SF', 'Perrella FW', 'Behrens DL', 'Papp LM']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Antineoplastic Agents)', '0 (Biphenyl Compounds)', '0 (Dihydroorotate Dehydrogenase)', '0 (Naphthoquinones)', '36417-16-0 (dichloroallyl lawsone)', '5XL19F49H6 (brequinar)', '61H4T033E5 (Orotic Acid)', 'EC 1.- (Oxidoreductases)', 'EC 1.3.- (Oxidoreductases Acting on CH-CH Group Donors)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Biphenyl Compounds/*pharmacology', 'Dihydroorotate Dehydrogenase', 'Kinetics', 'Leukemia L1210/enzymology', 'Mice', 'Naphthoquinones/pharmacology', 'Orotic Acid/pharmacology', 'Oxidoreductases/*antagonists & inhibitors', '*Oxidoreductases Acting on CH-CH Group Donors']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",ppublish,Cancer Res. 1992 Jul 1;52(13):3521-7.,,"The novel anticancer drug candidate brequinar sodium (DuP 785, NSC 368390, 6-fluoro-2-(2'-fluoro-1,1'-biphenyl-4-yl)-3-methyl-4-quinoline- carboxylic acid sodium salt) was shown previously to be an inhibitor of dihydroorotate dehydrogenase, the fourth enzyme of the de novo pyrimidine biosynthetic pathway. Brequinar sodium inhibits the activity of this enzyme isolated from mammalian sources only but not those forms isolated from yeast or bacteria, which also use ubiquinone as the cofactor. Brequinar sodium also does not inhibit the activity of a soluble Zymobacterium oroticum dihydroorotate dehydrogenase which uses NAD+ as a cofactor. Brequinar sodium inhibits L1210 dihydroorotate dehydrogenase with mixed inhibition kinetics with respect to either the substrate (dihydroorotate) or the cofactor (ubiquinone Q6) with Ki' values in the 5-8 nM range. Our results suggest that brequinar sodium inhibits dihydroorotate dehydrogenase by binding to the enzyme at a unique site that is distinct from the dihydroorotate or the ubiquinone-binding site. This binding site appears to be unique to the mammalian enzyme, because brequinar sodium does not inhibit the yeast, Escherichia coli, or Z. oroticum forms of the enzyme.","['Du Pont Merck Pharmaceutical Company, Glenolden Laboratory, Pennsylvania 19036.']",,,,,,,,,,,,,,,,,,,,,
1617604,NLM,MEDLINE,19920731,20190619,0008-543X (Print) 0008-543X (Linking),70,2,1992 Jul 15,Precursor Langerhans cell histiocytosis. An unusual histiocytic proliferation in a patient with persistent non-Hodgkin lymphoma and terminal acute monocytic leukemia.,547-53,"['Segal, G H', 'Mesa, M V', 'Fishleder, A J', 'Stoler, M H', 'Weick, J K', 'Lichtin, A E', 'Tubbs, R R']","['Segal GH', 'Mesa MV', 'Fishleder AJ', 'Stoler MH', 'Weick JK', 'Lichtin AE', 'Tubbs RR']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Adult', 'Cell Division', 'Histiocytes/immunology/*pathology', 'Histiocytosis, Langerhans-Cell/complications/immunology/*pathology', 'Humans', 'Immunophenotyping', 'Leukemia, Monocytic, Acute/*pathology', 'Lymph Nodes/pathology', 'Lymphoma, B-Cell/complications/*pathology', 'Male', 'Skin Diseases/complications/immunology/pathology', 'Stem Cells/immunology/pathology']",1992/07/15 00:00,1992/07/15 00:01,['1992/07/15 00:00'],"['1992/07/15 00:00 [pubmed]', '1992/07/15 00:01 [medline]', '1992/07/15 00:00 [entrez]']",ppublish,Cancer. 1992 Jul 15;70(2):547-53. doi: 10.1002/1097-0142(19920715)70:2<547::aid-cncr2820700227>3.0.co;2-z.,['10.1002/1097-0142(19920715)70:2<547::aid-cncr2820700227>3.0.co;2-z [doi]'],"BACKGROUND: Langerhans cell precursors are considered to be identical to their mature counterparts except for the lack of Birbeck granules. Proliferations composed of such histiocytes appear to be uncommon. METHODS: Standard immunophenotypic, molecular genetic, and DNA content studies were used to characterize various hematopoietic disorders, including a proliferation of precursor Langerhans cells, which arose sequentially in a patient. RESULTS: The patient studied initially had a low-grade, B-cell, non-Hodgkin lymphoma and subsequently had an unusual histiocytic proliferation (precursor Langerhans cell histiocytosis) in cutaneous and lymph node sites. The patient eventually died of acute myelogenous leukemia (FAB, M5). CONCLUSIONS: A larger series is required to determine the significance of the precursor Langerhans cell phenotype, particularly with respect to the development of acute myelogenous leukemia.","['Department of Pathology, Cleveland Clinic Foundation, Ohio.']",,,,,,,,,,,,,,,,,,,,,
1617595,NLM,MEDLINE,19920731,20190619,0008-543X (Print) 0008-543X (Linking),70,2,1992 Jul 15,Spleen findings in generalized mastocytosis. A clinicopathologic study.,459-68,"['Horny, H P', 'Ruck, M T', 'Kaiserling, E']","['Horny HP', 'Ruck MT', 'Kaiserling E']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Humans', 'Mast Cells/pathology', 'Mastocytosis/complications/*pathology', 'Organ Size', 'Prognosis', 'Spleen/*pathology', 'Splenomegaly/etiology/pathology', 'Urticaria Pigmentosa/pathology']",1992/07/15 00:00,1992/07/15 00:01,['1992/07/15 00:00'],"['1992/07/15 00:00 [pubmed]', '1992/07/15 00:01 [medline]', '1992/07/15 00:00 [entrez]']",ppublish,Cancer. 1992 Jul 15;70(2):459-68. doi: 10.1002/1097-0142(19920715)70:2<459::aid-cncr2820700214>3.0.co;2-4.,['10.1002/1097-0142(19920715)70:2<459::aid-cncr2820700214>3.0.co;2-4 [doi]'],"BACKGROUND: Little information regarding the morphologic findings of the spleen in generalized mastocytosis (GM) is available and no comprehensive review of the literature on this subject has been published. METHODS: The authors reviewed their records to study the macroscopic and microscopic features of the spleen in 53 patients; the authors also studied these features in 135 patients reported in the literature. Thus, a total of 188 patients with GM were studied. RESULTS: Splenomegaly was noted in 72% of the patients, including 71% of the patients from the authors' files and 73% of the patients reported in the literature. The spleen weight, recorded in 39 of the patients, ranged from 160 g to 2300 g; in 29 (80%) patients the spleen weighed more than 500 g and in 4 (10%) patients, more than 2000 g. However, mast cell (MC) infiltration of the spleen was recorded in only 65 (34%) patients (patients from authors' records, 39%; patients reported in literature, 32%). The following combinations were extremely rare: splenomegaly without evidence of MC infiltration (n = 1); and histologic evidence of MC infiltration in the absence of splenomegaly (n = 2). The histologic findings of the spleen could be assessed in nine of the patients from the authors' files, eight of whom had MC infiltration. In four patients, infiltration was diffuse and confined mainly to the red pulp; in the other four patients, it was more focal and involved mainly the white pulp. Spleen plasmacytosis was found in eight patients, eosinophilia in five, hemosiderosis in seven, and fibrosis in six. Concurrent acute nonlymphoblastic leukemia was diagnosed in four patients, none of whom had the skin lesions of urticaria pigmentosa. CONCLUSIONS: The authors' findings show that (1) splenomegaly is a common finding in GM and often is pronounced; (2) MC infiltration probably is the most important factor in the pathogenesis of splenomegaly in this disease; and (3) two different patterns of MC infiltration (diffuse and focal) can be identified in GM.","['Department of Special Histopathology and Cytopathology, Eberhard-Karls University, Tubingen, Germany.']",,,,,,,,,,,,,,,,,,,,,
1617512,NLM,MEDLINE,19920803,20131121,0828-282X (Print) 0828-282X (Linking),8,1,1992 Jan-Feb,[Sudden death in leukemic patients treated with doxorubicin].,53-6,"['Lacasse, Y', 'Bolduc, P']","['Lacasse Y', 'Bolduc P']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",England,Can J Cardiol,The Canadian journal of cardiology,8510280,['ZS7284E0ZP (Daunorubicin)'],IM,"['Daunorubicin/*adverse effects/therapeutic use', 'Death, Sudden, Cardiac/*etiology', 'Heart Failure/*chemically induced', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy', 'Leukemia, Myelomonocytic, Acute/drug therapy', 'Middle Aged', 'Risk Factors']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Can J Cardiol. 1992 Jan-Feb;8(1):53-6.,,"Cardiotoxicity of the anthracycline antineoplastic drugs is well known, especially the chronic effects, manifested mainly as congestive heart failure. Fewer reports have been published about the acute cardiotoxicity of these medications, and risk factors associated with their use. Two cases of malignant arrhythmias leading to sudden death associated with severe hypokalemia are reported. These cases suggest a synergistic effect between anthracyclines and electrolyte disorders resulting in the acute cardiotoxicity of these drugs. The administration of these antineoplastic drugs should include regular and systematic control of serum electrolytes and correction of hypokalemia during treatment.","['Hopital St-Sacrement, Quebec, Quebec.']",,,Mort subite chez des patients leucemiques traites avec daunorubicine.,,,,,,,,,,,,,,,,,,
1617323,NLM,MEDLINE,19920804,20131121,0268-3369 (Print) 0268-3369 (Linking),9,5,1992 May,An HIV positive haemophiliac with acute lymphoblastic leukaemia successfully treated with intensive chemotherapy and syngeneic bone marrow transplantation.,387-9,"['Turner, M L', 'Watson, H G', 'Russell, L', 'Langlands, K', 'Ludlam, C A', 'Parker, A C']","['Turner ML', 'Watson HG', 'Russell L', 'Langlands K', 'Ludlam CA', 'Parker AC']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['04079A1RDZ (Cytarabine)', '8N3DW7272P (Cyclophosphamide)', 'YL5FZ2Y5U1 (Methotrexate)', 'MACHO protocol']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'HIV Seropositivity/complications', 'Hemophilia A/complications/*drug therapy', 'Humans', 'Male', 'Methotrexate/administration & dosage', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/drug therapy/surgery/*therapy']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",ppublish,Bone Marrow Transplant. 1992 May;9(5):387-9.,,"A 26-year-old HIV positive severe haemophiliac developed Burkitt-type acute lymphoblastic leukaemia with intracranial involvement. He underwent standard combination therapy, and entered complete remission. Syngeneic bone marrow transplantation (BMT) was undertaken; the donor was also HIV positive. The patient died 18 months from transplant of isolated intracranial relapse, with no evidence of systemic relapse. Unlike other types of non-Hodgkin's lymphoma, Burkitt's type occurs in HIV positive patients with relatively normal CD4 cell counts. Remission can be achieved using intensive chemotherapy, and since these patients may otherwise have a reasonable life expectancy, BMT may be appropriate.","['Department of Haematology, Royal Infirmary of Edinburgh, UK.']",,,,,,,,,,,,,,,,,,,,,
1617321,NLM,MEDLINE,19920804,20081121,0268-3369 (Print) 0268-3369 (Linking),9,5,1992 May,Regulation of tumor necrosis factor-alpha production and gene expression in monocytes.,369-76,"['Kohn, F R', 'Phillips, G L', 'Klingemann, H G']","['Kohn FR', 'Phillips GL', 'Klingemann HG']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['0 (Lipopolysaccharides)', '0 (RNA, Messenger)', '0 (Tumor Necrosis Factor-alpha)', '82115-62-6 (Interferon-gamma)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",IM,"['Adolescent', 'Adult', 'Blotting, Northern', 'Bone Marrow Transplantation', 'Cell Separation', 'Female', 'Gene Expression Regulation/*genetics', 'Granulocyte-Macrophage Colony-Stimulating Factor/pharmacology', 'Humans', 'Interferon-gamma/pharmacology', 'Lipopolysaccharides/physiology', 'Macrophages/drug effects/metabolism', 'Male', 'Middle Aged', 'Monocytes/drug effects/*metabolism', 'RNA, Messenger/analysis/genetics', 'Time Factors', 'Transcription, Genetic/drug effects', 'Transplantation, Homologous', 'Tumor Necrosis Factor-alpha/*genetics/*metabolism']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",ppublish,Bone Marrow Transplant. 1992 May;9(5):369-76.,,"Tumor necrosis factor-alpha (TNF-alpha), produced predominantly by activated monocytes/macrophages, inhibits leukemic cell growth and may contribute to a graft-versus-leukemia effect after marrow transplantation. We examined the recombinant cytokines interferon (IFN)-alpha, IFN-gamma, granulocyte- macrophage colony-stimulating factor (GM-CSF), and macrophage colony-stimulating factor (M-CSF), alone or in combination, for their ability to induce monocytes from normal donors and patients after marrow grafting to express TNF-alpha mRNA and secrete TNF-alpha bioactivity. Monocytes were isolated from peripheral blood by Percoll separation of E-rosette-negative cells, and cultured with cytokines under non-adherent, endotoxin-free conditions. TNF-alpha transcripts were undetectable in freshly isolated monocytes from normal donors. Only the combination of IFN-gamma/GM-CSF was consistently capable of inducing substantial TNF-alpha mRNA transcript levels and protein secretion. Levels of TNF-alpha transcripts induced by IFN-gamma/GM-CSF were maintained for at least 36 h, in contrast to lipopolysaccharide (LPS) stimulation which caused TNF-alpha mRNA levels to peak after 2 h and decline rapidly thereafter. IFN-gamma/GM-CSF was also capable of inducing a prolonged (at least 48 h) secretion of TNF-alpha bioactivity. In contrast, greater than 80% of the total TNF-alpha bioactivity secreted by LPS-stimulated monocytes was secreted in the first 8 h. When monocytes were incubated with IFN-gamma alone ('priming'), washed and then exposed to GM-CSF, both TNF-alpha mRNA expression and TNF-alpha protein production occurred.(ABSTRACT TRUNCATED AT 250 WORDS)","['Leukemia/Bone Marrow Transplantation Program of British Columbia, Vancouver, Canada.']",,,,,,,,,,,,,,,,,,,,,
