PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB,AD,DEP,GR,RF,CIN,CON,CI,EIN,CN,SI,CRI
14948107,NLM,MEDLINE,20040215,20181201,0029-1420 (Print) 0029-1420 (Linking),47,30,1952 Jul 25,"[Polycythemia vera, radioactive phosphorus, acute leukemia].",1037-8,"['BJERKELUND, C J']",['BJERKELUND CJ'],['und'],['Journal Article'],"Polycythaemia vera radioaktivt fosfor, leucaemia acuta.",Sweden,Nord Med,Nordisk medicin,0401001,"['0 (Phosphorus Radioisotopes)', '0 (Phosphorus, Dietary)', '27YLU75U4W (Phosphorus)']",OM,"['*Leukemia', 'Leukemia, Myeloid/*etiology', '*Phosphorus', 'Phosphorus Radioisotopes/*toxicity', '*Phosphorus, Dietary', 'Polycythemia Vera/*therapy', '*Radioactivity']",['CLML: 5222:34445:252:350:364'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/etiology and pathogenesis', '*PHOSPHORUS, RADIOACTIVE/toxicity', '*POLYCYTHEMIA VERA/therapy']",1952/07/25 00:00,1952/07/25 00:01,['1952/07/25 00:00'],"['1952/07/25 00:00 [pubmed]', '1952/07/25 00:01 [medline]', '1952/07/25 00:00 [entrez]']",ppublish,Nord Med. 1952 Jul 25;47(30):1037-8.,,,,,,,,,,,,,,
14947071,NLM,MEDLINE,20040215,20181201,,7,15-16,1952 Aug 1,[Present state of leukemia].,372-5,"['UHER, V']",['UHER V'],['und'],['Journal Article'],Dne6sni stav otazky leukemii.,Czech Republic,Lek List,Lekarske listy,18310680R,,OM,['Leukemia/*therapy'],['CLML: 5222:33409:252'],['NLM'],['*LEUKEMIA/therapy'],1952/08/01 00:00,1952/08/01 00:01,['1952/08/01 00:00'],"['1952/08/01 00:00 [pubmed]', '1952/08/01 00:01 [medline]', '1952/08/01 00:00 [entrez]']",ppublish,Lek List. 1952 Aug 1;7(15-16):372-5.,,,,,,,,,,,,,,
14946150,NLM,MEDLINE,20040215,20181201,0302-7430 (Print) 0302-7430 (Linking),34,4,1951,[Triethylene melamine in combination with radiotherapy].,489-93,"['SARASIN, R', 'DUBOIS-FERRIERE, H']","['SARASIN R', 'DUBOIS-FERRIERE H']",['und'],['Journal Article'],Possibilites de traitements associes au triethylene-melamine et de la radiotherapie.,Belgium,J Belge Radiol,Journal belge de radiologie,0420407,['F7IY6HZG9D (Triethylenemelamine)'],OM,"['Leukemia/*therapy', '*Radiotherapy', 'Triethylenemelamine/*therapeutic use']",['CLML: 5222:32487:252:391:467'],['NLM'],"['*LEUKEMIA/therapy', '*RADIOTHERAPY', '*TRIETHYLENE MELAMINE/therapeutic use']",1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,J Belge Radiol. 1951;34(4):489-93.,,,,,,,,,,,,,,
14945727,NLM,MEDLINE,20040215,20181201,0390-6078 (Print) 0390-6078 (Linking),36,4,1952,[ACTH and cortisone therapy of acute and chronic leukemia].,387-97,"['SALARIS, C', 'TANSINI, G']","['SALARIS C', 'TANSINI G']",['und'],['Journal Article'],Contributo alla conoscenza della terapia con ACTH e cortisone nelle leucemie acute e croniche.,Italy,Haematologica,Haematologica,0417435,"['9002-60-2 (Adrenocorticotropic Hormone)', 'V27W9254FZ (Cortisone)']",OM,"['Adrenocorticotropic Hormone/*therapeutic use', '*Chronic Disease', 'Cortisone/*therapeutic use', 'Leukemia/*therapy']",['CLML: 5222:32064:8:120:252'],['NLM'],"['*ACTH/therapeutic use', '*CORTISONE/therapeutic use', '*LEUKEMIA/therapy']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Haematologica. 1952;36(4):387-97.,,,,,,,,,,,,,,
14945032,NLM,MEDLINE,20040215,20181201,0008-4409 (Print) 0008-4409 (Linking),66,6,1952 Jun,The effect of plasma infusions in acute leukaemia in children.,576-8,"['DARTE, J M M', 'SNELLING, C E', 'DONOHUE, W L']","['DARTE JM', 'SNELLING CE', 'DONOHUE WL']",['eng'],['Journal Article'],,Canada,Can Med Assoc J,Canadian Medical Association journal,0414110,,OM,"['*Acute Disease', 'Child', 'Humans', 'Leukemia/*therapy', '*Plasma']",['CLML: 5222:31368:252'],['NLM'],['*LEUKEMIA/therapy'],1952/06/01 00:00,1952/06/01 00:01,['1952/06/01 00:00'],"['1952/06/01 00:00 [pubmed]', '1952/06/01 00:01 [medline]', '1952/06/01 00:00 [entrez]']",ppublish,Can Med Assoc J. 1952 Jun;66(6):576-8.,,PMC1822518,,,,,,,,,,,,
14945004,NLM,MEDLINE,20040215,20181201,0366-1334 (Print) 0366-1334 (Linking),68,9-10,1952,[Acute cryptoleukemia of prolonged evolution associated with a primary tuberculous infection].,379-81,"['DUROUX, A', 'JARNIOU, P', 'DUCHENE']","['DUROUX A', 'JARNIOU P', 'DUCHENE']",['und'],['Journal Article'],"Crypto-leucose aigue d'evolution prolongee, associee a une primo-infection tuberculeuse.",France,Bull Mem Soc Med Hop Paris,Bulletins et memoires de la Societe medicale des hopitaux de Paris,7503472,,OM,"['*Biological Evolution', 'Humans', '*Leukemia', '*Tuberculosis', '*Tuberculosis, Pulmonary']",['CLML: 5222:31340:251:474'],['NLM'],"['*LEUKEMIA', '*TUBERCULOSIS, PULMONARY']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Bull Mem Soc Med Hop Paris. 1952;68(9-10):379-81.,,,,,,,,,,,,,,
14945003,NLM,MEDLINE,20040215,20181201,0366-1334 (Print) 0366-1334 (Linking),68,9-10,1952,[Neoplastic leukosis simulating an abscess of the breast].,376-9,"['GELIN, G']",['GELIN G'],['und'],['Journal Article'],Leucose tumorale simulant un abces du sein.,France,Bull Mem Soc Med Hop Paris,Bulletins et memoires de la Societe medicale des hopitaux de Paris,7503472,,OM,"['*Abscess', '*Breast', '*Breast Neoplasms', 'Humans', '*Leukemia']",['CLML: 5222:31339:78:251'],['NLM'],"['*BREAST/neoplasms', '*LEUKEMIA']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Bull Mem Soc Med Hop Paris. 1952;68(9-10):376-9.,,,,,,,,,,,,,,
14944458,NLM,MEDLINE,20040215,20181201,0004-0568 (Print) 0004-0568 (Linking),15,1,1952,[Morphological and experimental investigations on the etiology and pathogenesis of chronic human myeloid and lymphatic leukemia. I. Experimental myeloid and lymphatic leukemia in the guinea pig by transmission with human material].,75-90,"['MAS Y MAGRO, F']",['MAS Y MAGRO F'],['und'],['Journal Article'],Investigaciones morfologicas y experimentales sobre la etiologaa y la patogenia de la leucemia cronica humana (mieloide y linfatica). I. Leucemia (mieloide y linfatica) experimental del cobaya por transmision con material humano.,Spain,Arch Med Exp,Archivos de medicina experimental; trabajos del Instituto Nacional de Ciencias Medicas,15230250R,,OM,"['Animals', 'Guinea Pigs', 'Humans', '*Leukemia', '*Leukemia, Experimental', '*Leukemia, Lymphoid', '*Leukemia, Myeloid']",['CLML: 5222:30794:252'],['NLM'],"['*LEUKEMIA, LYMPHATIC/experimental', '*LEUKEMIA, MYELOCYTIC/experimental']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Med Exp. 1952;15(1):75-90.,,,,,,,,,,,,,,
14944457,NLM,MEDLINE,20040215,20181201,0004-0568 (Print) 0004-0568 (Linking),15,1,1952,[Morphological and experimental investigations on the etiology and pathogenesis of acute lymphatic leukemia. II. Leukocyte alterations of the blood and the cytological aspect of the lymphoid follicles].,69-74,"['MAS Y MAGRO, F']",['MAS Y MAGRO F'],['und'],['Journal Article'],Investigaciones morfologicas y experimentales sobre la etiologaa y la patogenia de la leucemia linfatica aguda. II. Alteraciones leucocitarias de la sangre y aspecto citologico de los folaculos linfoides.,Spain,Arch Med Exp,Archivos de medicina experimental; trabajos del Instituto Nacional de Ciencias Medicas,15230250R,,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukocytes', '*Lymphatic Vessels']",['CLML: 5222:30793:252'],['NLM'],"['*LEUKEMIA, LYMPHATIC/experimental']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Med Exp. 1952;15(1):69-74.,,,,,,,,,,,,,,
14944455,NLM,MEDLINE,20040215,20181201,0004-0568 (Print) 0004-0568 (Linking),15,1,1952,[Morphological and experimental investigations on the etiology and pathogenesis of acute lymphatic leukemia. I. Experiments in transmission].,55-9,"['MAS Y MAGRO, F']",['MAS Y MAGRO F'],['und'],['Journal Article'],Investigaciones morfologicas y experimentales sobre la etiologia y la patogenia de la leucemia linfatica aguda. I. Experimentos de transmision.,Spain,Arch Med Exp,Archivos de medicina experimental; trabajos del Instituto Nacional de Ciencias Medicas,15230250R,,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels']",['CLML: 5222:30791:252'],['NLM'],"['*LEUKEMIA, LYMPHATIC/experimental']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Med Exp. 1952;15(1):55-9.,,,,,,,,,,,,,,
14944453,NLM,MEDLINE,20040215,20181201,0004-0568 (Print) 0004-0568 (Linking),15,1,1952,"[Leukemias, basal metabolism and thiouracil].",21-4,"['VALDES RUIZ, M', 'JUANES GONZALEZ, A']","['VALDES RUIZ M', 'JUANES GONZALEZ A']",['und'],['Journal Article'],"Leucemias, metabolismo basal y tiouracilo.",Spain,Arch Med Exp,Archivos de medicina experimental; trabajos del Instituto Nacional de Ciencias Medicas,15230250R,['59X161SCYL (Thiouracil)'],OM,"['*Basal Metabolism', 'Leukemia/*therapy', 'Thiouracil/*therapeutic use']",['CLML: 5222:30789:252:457'],['NLM'],"['*LEUKEMIA/therapy', '*THIOURACIL/therapeutic use']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Med Exp. 1952;15(1):21-4.,,,,,,,,,,,,,,
14944370,NLM,MEDLINE,20040215,20181201,0004-0231 (Print) 0004-0231 (Linking),25,1-2,1952,[Funicular myelosis due to folic acid in Mus musculus albinus; preliminary note].,23-8,"['SPAMPINATO, V']",['SPAMPINATO V'],['und'],['Journal Article'],Mielosi funicolare da acido folico nel Mus musculus albinus; nota preventiva.,Italy,Arch Ital Anat Istol Patol,Archivio italiano di anatomia e istologia patologica,0372443,['935E97BOY8 (Folic Acid)'],OM,"['Folic Acid/*pharmacology', 'Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Myelitis']",['CLML: 5222:30706:176:293'],['NLM'],"['*FOLIC ACID/effects', '*MYELITIS, FUNICULAR']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Ital Anat Istol Patol. 1952;25(1-2):23-8.,,,,,,,,,,,,,,
14944331,NLM,MEDLINE,20040215,20181201,0003-9691 (Print) 0003-9691 (Linking),13,3,1952,[Discovery of a case of myeloid leukemia in industrial medical examination of apprentices].,282-3,"['MULLER, F']",['MULLER F'],['und'],['Journal Article'],Depistage d'une leucemie myeloide en visite d'embauche.,France,Arch Mal Prof,Archives des maladies professionnelles de medecine du travail et de securite sociale,2985157R,,OM,"['Humans', '*Industry', '*Leukemia', 'Leukemia, Myeloid/*diagnosis', '*Occupational Diseases', '*Occupations']",['CLML: 5222:30667:224:252'],['NLM'],"['*INDUSTRY AND OCCUPATIONS', '*LEUKEMIA, MYELOCYTIC/diagnosis']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Mal Prof. 1952;13(3):282-3.,,,,,,,,,,,,,,
14944124,NLM,MEDLINE,20040215,20190619,0003-4819 (Print) 0003-4819 (Linking),37,2,1952 Aug,The present status of therapy in acute leukemia.,400-3,"['SACKS, M S']",['SACKS MS'],['eng'],['Journal Article'],,United States,Ann Intern Med,Annals of internal medicine,0372351,,OM,"['*Acute Disease', 'Humans', 'Leukemia/*therapy']",['CLML: 5222:30460:252'],['NLM'],['*LEUKEMIA/therapy'],1952/08/01 00:00,1952/08/01 00:01,['1952/08/01 00:00'],"['1952/08/01 00:00 [pubmed]', '1952/08/01 00:01 [medline]', '1952/08/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1952 Aug;37(2):400-3. doi: 10.7326/0003-4819-37-2-400.,['10.7326/0003-4819-37-2-400 [doi]'],,,,,,,,,,,,,
14943718,NLM,MEDLINE,20040215,20190717,0002-9629 (Print) 0002-9629 (Linking),224,2,1952 Aug,Leukemia and other malignancies in physicians.,154-9,"['PELLER, S', 'PICK, P']","['PELLER S', 'PICK P']",['eng'],['Journal Article'],,United States,Am J Med Sci,The American journal of the medical sciences,0370506,,OM,"['Humans', 'Leukemia/*epidemiology/*statistics & numerical data', '*Neoplasms', '*Physicians']",['CLML: 5222:30053:252'],['NLM'],['*LEUKEMIA/epidemiology and statistics'],1952/08/01 00:00,1952/08/01 00:01,['1952/08/01 00:00'],"['1952/08/01 00:00 [pubmed]', '1952/08/01 00:01 [medline]', '1952/08/01 00:00 [entrez]']",ppublish,Am J Med Sci. 1952 Aug;224(2):154-9. doi: 10.1097/00000441-195208000-00005.,['10.1097/00000441-195208000-00005 [doi]'],,,,,,,,,,,,,
14943710,NLM,MEDLINE,20040215,20200824,0002-9297 (Print) 0002-9297 (Linking),4,2,1952 Jun,Familial leukemia; a report of three cases of leukemia and one leukemoid reaction in one family.,90-3,"['WARD, J E', 'GALINSKY, I', 'NEWTON, B L']","['WARD JE', 'GALINSKY I', 'NEWTON BL']",['eng'],['Journal Article'],,United States,Am J Hum Genet,American journal of human genetics,0370475,,OM,"['*Heredity', 'Humans', 'Leukemia/*genetics', '*Leukemoid Reaction']",['CLML: 5222:30045:252'],['NLM'],['*LEUKEMIA/heredity'],1952/06/01 00:00,1952/06/01 00:01,['1952/06/01 00:00'],"['1952/06/01 00:00 [pubmed]', '1952/06/01 00:01 [medline]', '1952/06/01 00:00 [entrez]']",ppublish,Am J Hum Genet. 1952 Jun;4(2):90-3.,,PMC1716435,,,,,,,,,,,,
14943538,NLM,MEDLINE,20040215,20181201,0365-5504 (Print) 0365-5504 (Linking),5,2,1952 Mar-Apr,[Therapeutic value of certain anticellular substances in erythroblastic blood diseases].,214-22,"['ROMEO, G']",['ROMEO G'],['und'],['Journal Article'],Sul valore terapeutico di alcune sostanze ad azione anticellulare nelle emopatie a tipo eritroblastico.,Italy,Acta Paediatr Lat,Acta paediatrica Latina,0370360,"['0 (Folic Acid Antagonists)', '0 (Nitrogen Mustard Compounds)', '50D9XSG0VR (Mechlorethamine)']",OM,"['*Anemia', 'Folic Acid Antagonists/*therapeutic use', '*Hematologic Diseases', 'Humans', 'Leukemia/*therapy', '*Mechlorethamine', 'Nitrogen Mustard Compounds/*therapeutic use', 'beta-Thalassemia/*therapy']",['CLML: 5222:29873:25:177:252:313'],['NLM'],"['*ANEMIA, ERYTHROBLASTIC/therapy', '*FOLIC ACID ANTAGONISTS/therapeutic use', '*LEUKEMIA/therapy', '*NITROGEN MUSTARDS/therapeutic use']",1952/03/01 00:00,1952/03/01 00:01,['1952/03/01 00:00'],"['1952/03/01 00:00 [pubmed]', '1952/03/01 00:01 [medline]', '1952/03/01 00:00 [entrez]']",ppublish,Acta Paediatr Lat. 1952 Mar-Apr;5(2):214-22.,,,,,,,,,,,,,,
14943277,NLM,MEDLINE,20040215,20181201,0096-5979 (Print) 0096-5979 (Linking),66,2,1952 Aug,Letterer-Siwe disease.,291-2,"['BREMERS, H H', 'GEORGE, C', 'SUNIT, C', 'MERCER, R D']","['BREMERS HH', 'GEORGE C', 'SUNIT C', 'MERCER RD']",['eng'],['Journal Article'],,United States,AMA Arch Derm Syphilol,A.M.A. archives of dermatology and syphilology,14470040R,"['Familial Letterer-Siwe disease', 'Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Histiocytosis, Langerhans-Cell', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['CLML: 5222:29612:398'],['NLM'],['*RETICULOENDOTHELIOSIS'],1952/08/01 00:00,1952/08/01 00:01,['1952/08/01 00:00'],"['1952/08/01 00:00 [pubmed]', '1952/08/01 00:01 [medline]', '1952/08/01 00:00 [entrez]']",ppublish,AMA Arch Derm Syphilol. 1952 Aug;66(2):291-2.,,,,,,,,,,,,,,
14942522,NLM,MEDLINE,20040215,20181201,,27,94,1951 Dec 22,[On leukosarcomatosis].,3803-6,"['OLMER, J', 'MONGIN, M', 'RABINOVITZ']","['OLMER J', 'MONGIN M', 'RABINOVITZ']",['und'],['Journal Article'],Remarques sur la leucosarcomatose.,France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,,OM,['*Leukemia'],['CLML: 5222:28798:253'],['NLM'],['*LEUKOSARCOMA'],1951/12/22 00:00,1951/12/22 00:01,['1951/12/22 00:00'],"['1951/12/22 00:00 [pubmed]', '1951/12/22 00:01 [medline]', '1951/12/22 00:00 [entrez]']",ppublish,Sem Hop. 1951 Dec 22;27(94):3803-6.,,,,,,,,,,,,,,
14942521,NLM,MEDLINE,20040215,20181201,,27,94,1951 Dec 22,[On the association of leukosis and polycythemia].,3798-3802,"['OLMER, J', 'MONGES, A', 'BOYER, J']","['OLMER J', 'MONGES A', 'BOYER J']",['und'],['Journal Article'],De l'association leucose-polyglobulie.,France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,,OM,"['Humans', '*Leukemia', '*Polycythemia', '*Polycythemia Vera']",['CLML: 5222:28797:251:363'],['NLM'],"['*LEUKEMIA', '*POLYCYTHEMIA VERA']",1951/12/22 00:00,1951/12/22 00:01,['1951/12/22 00:00'],"['1951/12/22 00:00 [pubmed]', '1951/12/22 00:01 [medline]', '1951/12/22 00:00 [entrez]']",ppublish,Sem Hop. 1951 Dec 22;27(94):3798-3802.,,,,,,,,,,,,,,
14942520,NLM,MEDLINE,20040215,20181201,,27,94,1951 Dec 22,"[Retinal manifestations in acute leukoses; clinical, ophthalmologic and anatomical study].",3783-98,"['OLMER, J', 'POURSINES, Y', 'FARNARIER, G']","['OLMER J', 'POURSINES Y', 'FARNARIER G']",['und'],['Journal Article'],"Les manifestations retiniennes des leucoses aigues; etude clinique, ophtalmologique et anatomique.",France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,,OM,"['*Eye', 'Humans', '*Leukemia', '*Ophthalmology', '*Retina']",['CLML: 5222:28796:167:252'],['NLM'],"['*EYE', '*LEUKEMIA/manifestations']",1951/12/22 00:00,1951/12/22 00:01,['1951/12/22 00:00'],"['1951/12/22 00:00 [pubmed]', '1951/12/22 00:01 [medline]', '1951/12/22 00:00 [entrez]']",ppublish,Sem Hop. 1951 Dec 22;27(94):3783-98.,,,,,,,,,,,,,,
14942519,NLM,MEDLINE,20040215,20181201,,27,94,1951 Dec 22,[Attempt at an interpretation of acute leukoses].,3771-82,"['OLMER, J', 'GASCARD, E']","['OLMER J', 'GASCARD E']",['und'],['Journal Article'],Essai d'interpretation des leucoses aigues.,France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,,OM,"['*General Adaptation Syndrome', '*Leukemia']",['CLML: 5222:28795:185:251'],['NLM'],"['*GENERAL ADAPTATION SYNDROME', '*LEUKEMIA']",1951/12/22 00:00,1951/12/22 00:01,['1951/12/22 00:00'],"['1951/12/22 00:00 [pubmed]', '1951/12/22 00:01 [medline]', '1951/12/22 00:00 [entrez]']",ppublish,Sem Hop. 1951 Dec 22;27(94):3771-82.,,,,,,,,,,,,,,
14942475,NLM,MEDLINE,20040215,20181201,,28,14,1952 Feb 22,[Effect of ACTH and cortisone treatment of panmyelophthisis and aleukemic myeloid leukemia].,561-3,"['DE LANDSHEERE, B C', 'BEKAERT, J L', 'LEUSEN, I']","['DE LANDSHEERE BC', 'BEKAERT JL', 'LEUSEN I']",['und'],['Journal Article'],Effets du traitement a l'A.C.T.H. et a la cortisone dans un cas de panmyelophtisie et dans un cas de leucemie myeloide aleucemique.,France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,"['9002-60-2 (Adrenocorticotropic Hormone)', 'V27W9254FZ (Cortisone)']",OM,"['Adrenocorticotropic Hormone/*therapeutic use', '*Bone Marrow', '*Bone Marrow Diseases', 'Cortisone/*therapeutic use', '*Hematologic Diseases', 'Leukemia/*therapy', '*Leukemia, Myeloid']",['CLML: 5222:28750:8:72:120:252'],['NLM'],"['*ACTH/therapeutic use', '*BONE MARROW/diseases', '*CORTISONE/therapeutic use', '*LEUKEMIA, ALEUKEMIC/therapy']",1952/02/22 00:00,1952/02/22 00:01,['1952/02/22 00:00'],"['1952/02/22 00:00 [pubmed]', '1952/02/22 00:01 [medline]', '1952/02/22 00:00 [entrez]']",ppublish,Sem Hop. 1952 Feb 22;28(14):561-3.,,,,,,,,,,,,,,
14941627,NLM,MEDLINE,20040215,20181201,0031-3890 (Print) 0031-3890 (Linking),60,1-2,1952 Jan-Feb,[Fibrinolysis in children].,27-43,"['GRASSO, E']",['GRASSO E'],['und'],['Journal Article'],Studio sulla fibrinolisi ematica dell'infanzia.,Italy,Pediatria (Napoli),La Pediatria,0401207,['EC 3.4.21.7 (Fibrinolysin)'],OM,"['Bronchopneumonia/*blood', '*Fibrinolysin', '*Fibrinolysis', 'Leukemia/*blood']",['CLML: 5222:27775:81:173:251'],['NLM'],"['*BRONCHOPNEUMONIA/blood in', '*FIBRINOLYSIN', '*LEUKEMIA/blood in']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Pediatria (Napoli). 1952 Jan-Feb;60(1-2):27-43.,,,,,,,,,,,,,,
14940890,NLM,MEDLINE,20040215,20181201,0026-4946 (Print) 0026-4946 (Linking),3,14,1951 Dec 15,[Case of chloroleukemia].,751-2,"['NORDIO, S']",['NORDIO S'],['und'],['Journal Article'],Su di un caso di cloroleucemia.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,OM,['*Leukemia'],['CLML: 5222:27038:253'],['NLM'],['*LEUKOSARCOMA'],1951/12/15 00:00,1951/12/15 00:01,['1951/12/15 00:00'],"['1951/12/15 00:00 [pubmed]', '1951/12/15 00:01 [medline]', '1951/12/15 00:00 [entrez]']",ppublish,Minerva Pediatr. 1951 Dec 15;3(14):751-2.,,,,,,,,,,,,,,
14940889,NLM,MEDLINE,20040215,20181201,0026-4946 (Print) 0026-4946 (Linking),3,14,1951 Dec 15,[Acute lymphatic leukemia with predominantly thymic localization with invasive characteristics].,750-1,"['CAFFARENA, G']",['CAFFARENA G'],['und'],['Journal Article'],Leucemia linfatica acuta con prevalente localizzazione timica a tendenza invasiva.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,OM,"['*Acute Disease', 'Humans', '*Leukemia', 'Leukemia, Lymphoid/*pathology']",['CLML: 5222:27037:252'],['NLM'],"['*LEUKEMIA, LYMPHATIC/pathology']",1951/12/15 00:00,1951/12/15 00:01,['1951/12/15 00:00'],"['1951/12/15 00:00 [pubmed]', '1951/12/15 00:01 [medline]', '1951/12/15 00:00 [entrez]']",ppublish,Minerva Pediatr. 1951 Dec 15;3(14):750-1.,,,,,,,,,,,,,,
14940858,NLM,MEDLINE,20040215,20181201,0026-4946 (Print) 0026-4946 (Linking),3,13,1952 Dec 1,[Histochemical research on the cells of acute infantile leukemia].,671-5,"['NEGRI, M', 'PECCHIAI, L']","['NEGRI M', 'PECCHIAI L']",['und'],['Journal Article'],Ricerche istochimiche sulle cellule delle leucemia acuta dell'infanzia.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,OM,"['*Acute Disease', 'Humans', 'Leukemia/*pathology']",['CLML: 5222:27006:252'],['NLM'],['*LEUKEMIA/pathology'],1952/12/01 00:00,1952/12/01 00:01,['1952/12/01 00:00'],"['1952/12/01 00:00 [pubmed]', '1952/12/01 00:01 [medline]', '1952/12/01 00:00 [entrez]']",ppublish,Minerva Pediatr. 1952 Dec 1;3(13):671-5.,,,,,,,,,,,,,,
