PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,CIN,GS,RF,PMC,TT,OID,OTO,OT,GN,SI,CON,EIN,EFR,RIN
1420568,NLM,MEDLINE,19921222,20190516,0916-7250 (Print) 0916-7250 (Linking),54,5,1992 Oct,Non-specific natural cytotoxic factor released from bovine peripheral blood lymphocytes.,875-9,"Natural cytotoxicity against bovine leukemia cells (PC-3 cells) was found in bovine peripheral blood lymphocytes (PBL), and in non-adherent cells but not in adherent cells to nylon-wool column. Natural cytotoxic cells (NCC), which have natural cytotoxic activity, are found in T cell-rich fraction. When NCC were cocultured with PC-3 cells, natural cytotoxic factor (NCF) was released rapidly from NCC, and dose-response curve for NCF was almost linear induction. Cytotoxicity against PC-3 cells by NCC or NCF was increased with an increment of incubation period. Cytotoxicity against K562 cells, CL-1 cells, M1 cells or EL-4 cells by NCF was almost the same level as that against PC-3 cells, but that against those cell lines by NCC was not found. NCF activity in culture fluid from NCC cocultured with K562 cells or CL-1 cells was lower than that from NCC cocultured with PC-3 cells.","['Kosaka, T', 'Kuwabara, M', 'Koide, F']","['Kosaka T', 'Kuwabara M', 'Koide F']","['Department of Veterinary Radiology, School of Veterinary Medicine, Nihon University, Kanagawa, Japan.']",['eng'],,['Journal Article'],Japan,J Vet Med Sci,The Journal of veterinary medical science,9105360,IM,"['Animals', 'Cattle/*immunology', 'Cytotoxicity, Immunologic/*physiology', 'Female', 'Humans', 'Killer Factors, Yeast', 'Lymphocytes/*immunology', 'Male', 'Proteins/immunology/*metabolism', 'Tumor Cells, Cultured']",1992/10/01 00:00,1992/10/01 00:01,['1992/10/01 00:00'],"['1992/10/01 00:00 [pubmed]', '1992/10/01 00:01 [medline]', '1992/10/01 00:00 [entrez]']",['10.1292/jvms.54.875 [doi]'],ppublish,J Vet Med Sci. 1992 Oct;54(5):875-9. doi: 10.1292/jvms.54.875.,"['0 (Killer Factors, Yeast)', '0 (Proteins)']",,,,,,,,,,,,,,
1420555,NLM,MEDLINE,19921222,20190516,0916-7250 (Print) 0916-7250 (Linking),54,5,1992 Oct,Activities of certain cytoplasmic enzymes in bovine T lymphoma.,1047-8,"Activities of certain cytoplasmic enzymes were measured in bovine T lymphoma (BTL-PC3 cells). The activities of hexokinase, pyruvate kinase and glucose-6-phosphate dehydrogenase in PC3 cells were elevated as much as 2 or 3-fold of those in bovine thymocyte. The high activities of these enzymes derived from activation of glucose metabolism may reflect the high growth potential of PC3 cells.","['Arai, T', 'Ageto, H', 'Shinofuji, T', 'Sugawara, M']","['Arai T', 'Ageto H', 'Shinofuji T', 'Sugawara M']","['Division of Veterinary Biochemistry, Nippon Veterinary and Animal Science University, Tokyo, Japan.']",['eng'],,['Journal Article'],Japan,J Vet Med Sci,The Journal of veterinary medical science,9105360,IM,"['Animals', 'Cattle', 'Cytoplasm/enzymology', 'Enzootic Bovine Leukosis/*enzymology', 'Glucosephosphate Dehydrogenase/*metabolism', 'Hexokinase/*metabolism', 'Lymphoma, T-Cell/enzymology/*veterinary', 'Pyruvate Kinase/*metabolism', 'Tumor Cells, Cultured']",1992/10/01 00:00,1992/10/01 00:01,['1992/10/01 00:00'],"['1992/10/01 00:00 [pubmed]', '1992/10/01 00:01 [medline]', '1992/10/01 00:00 [entrez]']",['10.1292/jvms.54.1047 [doi]'],ppublish,J Vet Med Sci. 1992 Oct;54(5):1047-8. doi: 10.1292/jvms.54.1047.,"['EC 1.1.1.49 (Glucosephosphate Dehydrogenase)', 'EC 2.7.1.1 (Hexokinase)', 'EC 2.7.1.40 (Pyruvate Kinase)']",,,,,,,,,,,,,,
1420505,NLM,MEDLINE,19921216,20190918,0939-5555 (Print) 0939-5555 (Linking),65,4,1992 Oct,A major concanavalin-A-binding cell surface protein from normal and leukemic granulocytes: isolation and characterization.,175-83,"This paper reports the isolation and biochemical characterization of a major concanavalin A (Con A)-binding cell surface protein (protein 2, M(r) 75-85 kD) from normal and chronic myeloid leukemic (CML) granulocytes. Our studies show that protein 2 has two differentially glycosylated forms, protein 2a (M(r) 75-85 kD), which does not bind the lectin RCA, and protein 2b (M(r) 80-90 kD), which does. Both molecules show identical retention times on reverse-phase HPLC, irrespective of the cell source. By the procedure used the amount of 2a obtained is about 2.4 times more than that of 2b in normal cells and about 2.6 times more in CML cells. Furthermore, both are approximately 2.4-fold more in CML granulocytes. A polyclonal antibody to protein 2a also immunostains protein 2b. The antibody to protein 2a does not prevent Con A binding but inhibits its internalization. Similarity of the molecules from both the cell types and their increased amounts in CML granulocytes suggest that factors/components other than its structure and amount are responsible for the known defective internalization of Con A by CML granulocytes.","['Hingorani, R', 'Zingde, S M', 'Tankkar, A', 'Advani, S H', 'Gothoskar, B P']","['Hingorani R', 'Zingde SM', 'Tankkar A', 'Advani SH', 'Gothoskar BP']","['Cancer Research Institute, Parel, Bombay, India.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Ann Hematol,Annals of hematology,9107334,IM,"['Blotting, Western', 'Chromatography, High Pressure Liquid', 'Concanavalin A/*metabolism', 'Electrophoresis, Polyacrylamide Gel', 'Glycosylation', 'Granulocytes/*chemistry', 'Humans', 'Immunosorbent Techniques', 'Lectins/metabolism', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*metabolism', 'Membrane Proteins/chemistry/*isolation & purification/*metabolism', 'Molecular Weight', '*Plant Lectins']",1992/10/01 00:00,1992/10/01 00:01,['1992/10/01 00:00'],"['1992/10/01 00:00 [pubmed]', '1992/10/01 00:01 [medline]', '1992/10/01 00:00 [entrez]']",['10.1007/BF01703111 [doi]'],ppublish,Ann Hematol. 1992 Oct;65(4):175-83. doi: 10.1007/BF01703111.,"['0 (Lectins)', '0 (Membrane Proteins)', '0 (Plant Lectins)', '0 (Ricinus communis agglutinin-1)', '11028-71-0 (Concanavalin A)']",,,,,,,,,,,,,,
1420452,NLM,MEDLINE,19921223,20181130,1043-0342 (Print) 1043-0342 (Linking),3,5,1992 Oct,Treatment of patients with advanced cancer using tumor infiltrating lymphocytes transduced with the gene of resistance to neomycin.,533-42,,"['Favrot, M C', 'Philip, T']","['Favrot MC', 'Philip T']",,['eng'],,['Journal Article'],United States,Hum Gene Ther,Human gene therapy,9008950,IM,"['Clinical Protocols', 'Combined Modality Therapy', 'Drug Resistance/genetics', 'Genetic Vectors', 'Humans', 'Interleukin-2/therapeutic use', 'Lymphocytes, Tumor-Infiltrating/metabolism/*transplantation', 'Moloney murine leukemia virus/genetics', 'Neomycin/*pharmacology', 'Neoplasms/*therapy', '*Transduction, Genetic']",1992/10/01 00:00,1992/10/01 00:01,['1992/10/01 00:00'],"['1992/10/01 00:00 [pubmed]', '1992/10/01 00:01 [medline]', '1992/10/01 00:00 [entrez]']",['10.1089/hum.1992.3.5-533 [doi]'],ppublish,Hum Gene Ther. 1992 Oct;3(5):533-42. doi: 10.1089/hum.1992.3.5-533.,"['0 (Interleukin-2)', 'I16QD7X297 (Neomycin)']",,,,,,,,,,,,,,
1420448,NLM,MEDLINE,19921223,20121115,1043-0342 (Print) 1043-0342 (Linking),3,5,1992 Oct,Transplantation of genetically modified autologous hepatocytes into nonhuman primates: feasibility and short-term toxicity.,501-10,"Ex vivo gene therapy directed to the liver is being developed for the treatment of inherited metabolic diseases. Transplantation of hepatocytes that have been transduced with a low-density lipoprotein (LDL) receptor gene is a potential form of therapy for familial hypercholesterolemia (FH). We have demonstrated efficacy of ex vivo gene therapy for familial hypercholesterolemia in a rabbit animal model of this disease. In preparation for human trials, we describe in this report experiments in baboons for documentation of the feasibility and safety of autologous hepatocyte transplantation. Three baboons underwent a partial hepatectomy and their hepatocytes were isolated, cultured, and transduced with a retrovirus containing the human LDL receptor gene. The hepatocytes were harvested and infused into an indwelling catheter that had been placed into the inferior mesenteric vein at the time of liver resection. The baboons tolerated the procedures well and are being maintained and clinically evaluated for an indefinite time period. Follow-up evaluations have ranged from 3 to 8 months. Clinical evaluations have been unremarkable and blood chemistry and hematology determinations have stayed within normal limits.","['Grossman, M', 'Raper, S E', 'Wilson, J M']","['Grossman M', 'Raper SE', 'Wilson JM']","['Department of Internal Medicine, Howard Hughes Medical Institute, Ann Arbor, MI 48109.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Hum Gene Ther,Human gene therapy,9008950,IM,"['Animals', 'Clinical Protocols', 'Feasibility Studies', 'Genetic Therapy/*methods', 'Hyperlipoproteinemia Type II/surgery/*therapy', 'Liver/cytology/*metabolism/surgery', '*Liver Transplantation', 'Male', 'Moloney murine leukemia virus/genetics', 'Papio', 'Receptors, LDL/*genetics', 'Transplantation, Autologous']",1992/10/01 00:00,1992/10/01 00:01,['1992/10/01 00:00'],"['1992/10/01 00:00 [pubmed]', '1992/10/01 00:01 [medline]', '1992/10/01 00:00 [entrez]']",['10.1089/hum.1992.3.5-501 [doi]'],ppublish,Hum Gene Ther. 1992 Oct;3(5):501-10. doi: 10.1089/hum.1992.3.5-501.,"['0 (Receptors, LDL)']",,,,,,,,,,,,,,
1420444,NLM,MEDLINE,19921201,20211203,0893-9675 (Print) 0893-9675 (Linking),3,4,1992,Genetic lesions in preleukemia.,339-64,"Preleukemia is thought to be a clonal disorder of hemopoietic stem cells. The conversion of a normal cell into a preleukemic and ultimately leukemic state is a multistep process requiring the accumulation of a number of genetic lesions. The myelodysplastic syndromes have become a paradigm for human preleukemia, where nonrandom chromosomal abnormalities, including complete or partial deletions of chromosomes five and seven, trisomy eight and Y chromosome loss suggest specific changes. Of particular significance are 5q deletions, as many genes important in hemopoiesis are located in this region, including the proto-oncogene FMS, which encodes the receptor for the macrophage colony-stimulating factor, CSF-1. Genetic damage such as point mutations in the RAS and FMS genes has been detected in preleukemia patients. The RAS gene family (N, K and H) encodes membrane-bound G proteins, which, like other proto-oncogenes, are components of the intracellular signal transduction pathways controlling mitogenesis and differentiation. The characterization of such lesions may ultimately identify those patients at greatest risk of leukemic transformation.","['Carter, G', 'Ridge, S', 'Padua, R A']","['Carter G', 'Ridge S', 'Padua RA']","['Department of Haematology, University of Wales College of Medicine, Heath Park, Cardiff, U.K.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Crit Rev Oncog,Critical reviews in oncogenesis,8914610,IM,"['*Chromosome Aberrations', 'Chromosomes, Human, Pair 17', 'Chromosomes, Human, Pair 5', 'Chromosomes, Human, Pair 7', 'Chromosomes, Human, Pair 8', 'Gene Expression Regulation, Neoplastic', 'Genes, Tumor Suppressor/physiology', 'Genes, ras/genetics', 'Humans', 'Leukemia, Myeloid, Acute/genetics', 'Macrophage Colony-Stimulating Factor/genetics', 'Mutation', 'Myelodysplastic Syndromes/genetics/pathology', 'Preleukemia/*genetics', 'Proto-Oncogene Mas']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",,ppublish,Crit Rev Oncog. 1992;3(4):339-64.,"['0 (MAS1 protein, human)', '0 (Proto-Oncogene Mas)', '81627-83-0 (Macrophage Colony-Stimulating Factor)']",,"['FMSRB1', 'MDR-1', 'p53', 'ras']",276,,,,,,,,,,,
1420436,NLM,MEDLINE,19921222,20201209,1043-1802 (Print) 1043-1802 (Linking),3,5,1992 Sep-Oct,A non-nucleotide-based linking method for the preparation of psoralen-derivatized methylphosphonate oligonucleotides.,366-74,"A method is reported for conjugating an analog of 4'-(aminomethyl)-4,5',8- trimethylpsoralen to methylphophonate oligonucleotides. This method enables the psoralen moiety to be coupled to the phosphonate backbone between any two desired bases in a sequence. When hybridized to a target mRNA, the psoralen moiety can be directed toward a uridine base and, in turn, can undergo a photo-addition reaction with the target under UV irradiation at 365 nm. Several different non-nucleotide-based amino-linker reagents have been prepared for incorporation into methylphosphonate oligonucleotides by standard phosphonamidite chemistry. In addition, an N-hydroxysuccinimide activated ester analog of 4'-[(3-carboxypropionamido)methyl]-4,5',8- trimethylpsoralen has been synthesized for conjugation to the amino-linker moieties. Using this approach, we have prepared a number of psoralen-methylphosphonate-oligonucleotide conjugates which are complementary to the chimeric bcr/abl mRNA associated with chronic myelogenous leukemia. Solution hybridization studies with a 440-base subfragment of the bcr/abl RNA have shown that the psoralen moiety does not adversely affect duplex stability. Polyacrylamide gel electrophoresis analyses have demonstrated that the psoralen-oligonucleotide conjugates undergo photo-addition to the RNA in a sequence-specific manner. Optimal photo-addition occurs when the psoralen moiety is inserted adjacent to one or more adenine residues in the oligonucleotide sequence, particularly between adenine and thymine (5'-3'). This internal labeling approach greatly increases the number of potential target sites available for photo-cross-linking experiments.","['Reynolds, M A', 'Beck, T A', 'Hogrefe, R I', 'McCaffrey, A', 'Arnold, L J Jr', 'Vaghefi, M M']","['Reynolds MA', 'Beck TA', 'Hogrefe RI', 'McCaffrey A', 'Arnold LJ Jr', 'Vaghefi MM']","['Genta Inc., San Diego, California 92121.']",['eng'],,['Journal Article'],United States,Bioconjug Chem,Bioconjugate chemistry,9010319,IM,"['Base Sequence', 'Chimera/genetics', 'Cross-Linking Reagents/*chemical synthesis', 'Furocoumarins/*chemical synthesis', 'Leukemia, Myeloid/genetics', 'Molecular Sequence Data', 'Oligonucleotides/*chemical synthesis', 'Organophosphorus Compounds/*chemical synthesis', 'Photochemistry', 'RNA, Messenger/chemistry/genetics', 'Structure-Activity Relationship', 'Trioxsalen/analogs & derivatives/chemical synthesis']",1992/09/11 19:15,2001/03/28 10:01,['1992/09/11 19:15'],"['1992/09/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1992/09/11 19:15 [entrez]']",['10.1021/bc00017a003 [doi]'],ppublish,Bioconjug Chem. 1992 Sep-Oct;3(5):366-74. doi: 10.1021/bc00017a003.,"['0 (Cross-Linking Reagents)', '0 (Furocoumarins)', '0 (Oligonucleotides)', '0 (Organophosphorus Compounds)', '0 (RNA, Messenger)', '329W4YM10Z (methylphosphonic acid)', '9RZS3WBN9X (aminomethyltrioxsalen)', 'Y6UY8OV51T (Trioxsalen)']",,['bcr/abl'],,,,,,,,,,,,
1420282,NLM,MEDLINE,19921201,20190609,0006-3002 (Print) 0006-3002 (Linking),1117,3,1992 Oct 27,The role of serum and serum components in the merocyanine 540-sensitized photoinactivation of K562 leukemia cells.,321-5,"Serum is known to inhibit the merocyanine 540 (MC540)-sensitized photoinactivation of cells and enveloped viruses in a concentration-dependent manner. In diagnostic applications of MC540, a moderate amount of serum or serum albumin is frequently added to the staining solution because it enhances the contrast between intensely staining cells (e.g., electrically excitable cells or leukemia cells) and cells with a lower affinity for the dye (e.g., nonexcitable cells, red cells, normal leukocytes). In this communication we report on a quantitative analysis of the interactions of MC540 with serum and serum components. Human serum inhibited the MC540-sensitized photoinactivation of K562 leukemia cells most effectively, followed in order of decreasing potency by calf, newborn calf, horse, and fetal bovine serum. The photoprotective capacity of these five sera was directly proportional to their albumin content. Gel filtration experiments and differential spectroscopy showed that MC540 bound to serum albumin and lipoproteins. Both delipidated and lipidated albumin were capable of binding MC540. However, lipidated albumin had a considerably higher binding capacity and affinity for dye molecules.","['Gaffney, D K', 'Sieber, F']","['Gaffney DK', 'Sieber F']","['Department of Biochemistry, Medical College of Wisconsin, Milwaukee 53226.']",['eng'],['CA42734/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['Animals', 'Cattle', 'Horses', 'Humans', 'Leukemia', 'Lipoproteins/metabolism', 'Photosensitizing Agents/*metabolism', 'Plasma/*metabolism', 'Protein Binding', 'Pyrimidinones/*metabolism', 'Serum Albumin/metabolism', 'Tumor Cells, Cultured/drug effects/radiation effects']",1992/10/27 00:00,1992/10/27 00:01,['1992/10/27 00:00'],"['1992/10/27 00:00 [pubmed]', '1992/10/27 00:01 [medline]', '1992/10/27 00:00 [entrez]']","['0304-4165(92)90031-O [pii]', '10.1016/0304-4165(92)90031-o [doi]']",ppublish,Biochim Biophys Acta. 1992 Oct 27;1117(3):321-5. doi: 10.1016/0304-4165(92)90031-o.,"['0 (Lipoproteins)', '0 (Photosensitizing Agents)', '0 (Pyrimidinones)', '0 (Serum Albumin)', '58823-12-4 (merocyanine dye)']",,,,,,,,,,,,,,
1420098,NLM,MEDLINE,19921217,20191028,0960-7439 (Print) 0960-7439 (Linking),2,2,1992 Aug,A longitudinal study of the effects on the oral mucosa of treatment for acute childhood leukaemia.,73-9,"A longitudinal study was undertaken of the effect of therapy on the oral mucosa of 12 children with acute leukaemia. The major oral problem was ulceration, which was associated with neutrophil counts of less than 1.0 x 10(9)/l. Candida carriage rates were consistently high in patients with or without oral candidosis. Salivary flow was not significantly different between leukaemic children and the control group.","['Williams, M C', 'Martin, M V']","['Williams MC', 'Martin MV']","['Community Dental Service, Liverpool Health Authority.']",['eng'],,['Journal Article'],England,Int J Paediatr Dent,International journal of paediatric dentistry,9107511,,"['Antineoplastic Agents/*adverse effects', 'Candidiasis, Oral/etiology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Immunocompromised Host', 'Leukemia, Myeloid, Acute/*complications/drug therapy', 'Longitudinal Studies', 'Male', 'Mouth Diseases/*etiology', 'Mouth Mucosa/*pathology', 'Neutropenia/chemically induced/complications', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/drug therapy', 'Salivation/drug effects', 'Ulcer/etiology']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",['10.1111/j.1365-263x.1992.tb00013.x [doi]'],ppublish,Int J Paediatr Dent. 1992 Aug;2(2):73-9. doi: 10.1111/j.1365-263x.1992.tb00013.x.,['0 (Antineoplastic Agents)'],,,,,,,,,,,,,,
1419982,NLM,MEDLINE,19921221,20191021,0923-1811 (Print) 0923-1811 (Linking),4,2,1992 Sep,Differences in HTLV-I integration patterns between skin lesions and peripheral blood lymphocytes of HTLV-I seropositive patients with cutaneous lymphoproliferative disorders.,76-82,We examined HTLV-I integration patterns in nine cases of HTLV-I-seropositive patients with cutaneous lymphoproliferative disorders. The Southern blot on EcoRI digests of DNA revealed a discrete band of HTLV-I provirus (monoclonal integration) in either skin lesions or peripheral blood lymphocytes (PBL). Four cases showed the monoclonal integration of HTLV-I provirus only in skin lesions: one case showed only in PBL and two cases showed in both skin and PBL. The Southern blot on PstI digests of DNA revealed a 2.4 Kb band of the internal construct of HTLV-I provirus (polyclonal integration) in the PBL of EcoRI-negative samples. The difference in HTLV-I integration patterns between skin lesions and PBL in these cases suggests that the monoclonal outgrowth of HTLV-I-infected cells in the skin is causatively associated with the pathogenesis of cutaneous ATL.,"['Hamada, T', 'Setoyama, M', 'Katahira, Y', 'Furuno, T', 'Fujiyoshi, T', 'Sonoda, S', 'Tashiro, M']","['Hamada T', 'Setoyama M', 'Katahira Y', 'Furuno T', 'Fujiyoshi T', 'Sonoda S', 'Tashiro M']","['Department of Dermatology, Faculty of Medicine, Kagoshima University, Japan.']",['eng'],,['Journal Article'],Netherlands,J Dermatol Sci,Journal of dermatological science,9011485,IM,"['Aged', 'Female', 'HTLV-I Antibodies/blood', 'Human T-lymphotropic virus 1/genetics/*physiology', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/immunology/*microbiology/pathology', 'Lymphocytes/microbiology', 'Lymphoproliferative Disorders/immunology/microbiology/pathology', 'Male', 'Middle Aged', 'Polymerase Chain Reaction', 'Skin/immunology/*microbiology/pathology', 'Virus Integration']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']","['0923-1811(92)90062-G [pii]', '10.1016/0923-1811(92)90062-g [doi]']",ppublish,J Dermatol Sci. 1992 Sep;4(2):76-82. doi: 10.1016/0923-1811(92)90062-g.,['0 (HTLV-I Antibodies)'],,,,,,,,,,,,,,
1419981,NLM,MEDLINE,19921221,20191021,0923-1811 (Print) 0923-1811 (Linking),4,2,1992 Sep,Immunohistological analysis of P53 expression in human skin tumors.,69-75,"The p53 expression in various skin tumors was immunohistologically evaluated using two mouse monoclonal anti-p53 antibodies, PAb421 and PAb1801. The p53 expression was not detected in the normal epidermal cells. Nuclear staining suggested that the p53 expression was observed in 10 of 26 squamous cell carcinomas (SCCs) from 24 patients, in one undifferentiated carcinoma, one proliferating trichilemmal cyst, one malignant proliferating trichilemmal tumor and in one metastatic carcinoma of breast cancer. None off four cases of Bowen's disease (SCC in situ) showed nuclear staining. In the SCCs, five of 20 primary lesions, three of four recurrent lesions and both of two metastatic lesions had positive nuclei. There was one case of SCC in which a primary lesion was negative but a recurrent lesion was positive. Thus, p53 expression was more frequently observed in SCCs at more clinically advanced stages. This may suggest that p53 has some relevance to progression of SCC. Nuclear staining was not detected in any of the following cases: two cases of seborrheic keratosis, one eccrine poroma, one keratoacanthoma, 11 basal cell epitheliomas, two mammary Paget's disease, three genital Paget's disease, one sebaceous carcinoma, four malignant melanomas, six lymphomas, two leukemia cutis and two angiosarcomas.","['Urano, Y', 'Oura, H', 'Sakaki, A', 'Nagae, H', 'Matsumoto, K', 'Fukuhara, K', 'Nagae, T', 'Arase, S', 'Ninomiya, Y', 'Nakanishi, H']","['Urano Y', 'Oura H', 'Sakaki A', 'Nagae H', 'Matsumoto K', 'Fukuhara K', 'Nagae T', 'Arase S', 'Ninomiya Y', 'Nakanishi H', 'et al.']","['Department of Dermatology, School of Medicine, University of Tokushima, Japan.']",['eng'],,['Journal Article'],Netherlands,J Dermatol Sci,Journal of dermatological science,9011485,IM,"['Antibodies, Monoclonal', 'Carcinoma, Squamous Cell/metabolism/secondary', 'Cell Line, Transformed', 'Cell Nucleus/metabolism', 'Humans', 'Immunohistochemistry', 'Skin/metabolism', 'Skin Neoplasms/*metabolism', 'Tumor Suppressor Protein p53/immunology/*metabolism']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']","['0923-1811(92)90061-F [pii]', '10.1016/0923-1811(92)90061-f [doi]']",ppublish,J Dermatol Sci. 1992 Sep;4(2):69-75. doi: 10.1016/0923-1811(92)90061-f.,"['0 (Antibodies, Monoclonal)', '0 (Tumor Suppressor Protein p53)']",['J Dermatol Sci. 1993 Jun;5(3):212-3. PMID: 8305055'],,,,,,,,,,,,,
