PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CI,RF,EIN,TT,PMC,CIN,CON,DEP,SI,CN,RIN,MID,OID,GN,PS,FPS,OTO,OT,OAB,OABL
11718057,NLM,MEDLINE,20011207,20140226,0578-1426 (Print) 0578-1426 (Linking),40,8,2001 Aug,[Cytomegalovirus enteritis in recipients of allogeneic peripheral blood stem cell transplantation].,546-9,"OBJECTIVE: To report 6 cases of cytomeganlovirus (CMV) enteritis in allogeneic bone marrow transplantation (allo-BMT) or peripheral blood stem cell transplantation(PBSCT) recipients and the outcome after treatment. METHODS: The 6 patients suffered from leukemia and received allo-BMT or allo-PBSCT. RESULTS: Five of the 6 patients had acute GVHD II-III at 42, 26, 66, 45 and 57 days after transplantation respectively and they recovered after proper treatment. However they soon had severe diarrhea, abdominal pain or/and gastrointestinal bleeding, 5 of the 6 patients received endoscopic examination with biopsy at 50, 57, 80, 65, 35 days after transplantation respectively. They were all diagnosed as having CMV enteritis based on the presence of cytomegalic cells on mucosal biopsy specimens stained with hematoxylin and eosin. Meanwhile the immunoperoxidase stain of histologic specimens for CMV antigen or in situ hybridization by CMV DNA probe was positive. One patient was diagnosed CMV enteritis at 138 days after transplantation based on the clinic and response to therapy. They received antiviral treatment with ganciclovir (DHPG) 500 mg/d for 4 to 21 days, foscarnet 2.4 g q8 h or 4.8 g q12 h for 21 to 90 days, garlic extract 60-120 mg/d, globulin and other supportive measures. All the 6 cases had complete clinical response. CONCLUSION: CMV enteritis should be diagnosed as soon as possible with histopathologic examination and early proper treatment may lead to good clinical response.","['Xu, L', 'Guo, N', 'Ren, H']","['Xu L', 'Guo N', 'Ren H']","[""Institute of Hematology, People's Hospital, Peking University, Beijing 100044, China.""]",['chi'],,"['English Abstract', 'Journal Article']",China,Zhonghua Nei Ke Za Zhi,Zhonghua nei ke za zhi,16210490R,['0 (HLA Antigens)'],IM,"['Adult', '*Cytomegalovirus/immunology', 'Cytomegalovirus Infections/immunology/*therapy', 'Enteritis/immunology/*therapy/virology', 'Female', 'HLA Antigens/analysis', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Male', 'Middle Aged', 'Transplantation, Homologous', 'Treatment Outcome']",2001/11/23 10:00,2002/01/05 10:01,['2001/11/23 10:00'],"['2001/11/23 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/11/23 10:00 [entrez]']",,ppublish,Zhonghua Nei Ke Za Zhi. 2001 Aug;40(8):546-9.,,,,,,,,,,,,,,,,,,,,
11717962,NLM,MEDLINE,20020122,20071115,0366-6999 (Print) 0366-6999 (Linking),112,9,1999 Sep,Granulocytic sarcoma (chloroma) of the uterine cervix: a case report.,858-60,,"['Lu, X', 'Xiao, L']","['Lu X', 'Xiao L']","['Department of Pathology, Huadong Hospital, Shanghai 200040, China.']",['eng'],,"['Case Reports', 'Journal Article']",China,Chin Med J (Engl),Chinese medical journal,7513795,,IM,"['Adult', 'Female', 'Humans', 'Sarcoma, Myeloid/*pathology', 'Uterine Cervical Neoplasms/*pathology']",2001/11/23 10:00,2002/01/23 10:01,['2001/11/23 10:00'],"['2001/11/23 10:00 [pubmed]', '2002/01/23 10:01 [medline]', '2001/11/23 10:00 [entrez]']",,ppublish,Chin Med J (Engl). 1999 Sep;112(9):858-60.,,,,,,,,,,,,,,,,,,,,
11717940,NLM,MEDLINE,20020107,20131121,1000-503X (Print) 1000-503X (Linking),20,6,1998 Dec,"[Induction differentiation by a new third generation retinoid R9158 on human acute promyelocytic leukemia cell line, NB4].",459-65,"OBJECTIVE: In order to investigate the differentiation of 3',5'-ditertiary-butiary-4'-methoxy-carboxyl chalcone (R9158) on the acute promyelocytic leukemia NB4 cells. METHODS: By inditifying the function, morphology and karyotype of NB4 cells induced by R9158. RESULTS: Our results showed that R9158 or all-trans retinoic acid (RA) significantly inhibited the growth and colony formation of acute promyelocytic leukemia NB4 cells, while NBT-reduction (a functional differentiation marker of granulocytic) was dramatically increased when the cells were exposed to R9158 at 10(-9)-10(-6) mol/L, and the NBT positive cells reached about 97.5% at 10(-6) mol/L after 6 days expouse. The ED50 of NBT-reduction was achieved at concentration of 3.9 x 10(-9) mol/L and 2.8 x 10(-9) mol/L for R9158 and RA, respectively. Morphologically, most of the cells induced by R9158 and RA at 10(-6) mol/L were in the myelocytic or metamyelocytic stage and a few cells were in the banded or segmented stage. Cytogenetic analysis revealed that the karyotype of NB4 cells was subtetraploid and the chromosome numbers were in the range of 71-99, when NB4 cells were treated with R9158 or RA for 3-6 days, the abnormal polyploid chromosome numbers decreased to 72.9 +/- 6.9 (P < 0.01) or 68.5 +/- 7.0 (P < 0.01), but the t(15;17) translation did not disappear. CONCLUSIONS: R9158 has significant effects on the differentiation of NB4 cells.","['He, X', 'Han, R']","['He X', 'Han R']","['Institute of Materia Medica, CAMS and PUMC, Beijing 100050.']",['chi'],,"['English Abstract', 'Journal Article']",China,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae,8006230,"[""0 (3',5'-ditertiary-butiary-4'-methoxycarboxylchalcone)"", '0 (Antineoplastic Agents)', '0 (Chalcones)', '0 (Retinoids)', '5S5A2Q39HX (Chalcone)']",IM,"['Aneuploidy', 'Antineoplastic Agents/*pharmacology', 'Cell Division/drug effects', 'Cell Transformation, Neoplastic/*drug effects', 'Chalcone/analogs & derivatives/*pharmacology', 'Chalcones', 'Humans', 'Leukemia, Promyelocytic, Acute/genetics/*pathology', 'Retinoids/*pharmacology', 'Translocation, Genetic', 'Tumor Cells, Cultured']",2001/11/23 10:00,2002/01/10 10:01,['2001/11/23 10:00'],"['2001/11/23 10:00 [pubmed]', '2002/01/10 10:01 [medline]', '2001/11/23 10:00 [entrez]']",,ppublish,Zhongguo Yi Xue Ke Xue Yuan Xue Bao. 1998 Dec;20(6):459-65.,,,,,,,,,,,,,,,,,,,,
11717817,NLM,MEDLINE,20020408,20051117,1472-4472 (Print) 1472-4472 (Linking),2,9,2001 Sep,Chimeric fusion proteins--Pseudomonas exotoxin-based.,1282-93,"Recombinant fusion toxins have several potential advantages over conventional immunotoxin chemical conjugates, including (i) a defined toxin-ligand junction; (ii) efficient and relatively inexpensive production in large scale from bacteria; (iii) shorter plasma half-lives which might avoid diffuse endothelial damage which leads to vascular leak syndrome (VLS); and (iv) ability to genetically engineer mutations in the recombinant toxin to increase its potency or lower its non-specific toxicity. Two major varieties of recombinant fusion toxins include growth factor fusion toxins, containing a growth factor fused to truncated toxin, and recombinant immunotoxins, containing the variable fragments of an antibody fused to truncated toxin. In either case the ligand is used to bind selectively to tumor cells while the toxin kills the target cell following internalization. The bacterial toxins Pseudomonas exotoxin and diphtheria toxin are most often used for making recombinant fusion toxins. This review will focus on several agents containing truncated Pseudomonas exotoxin, which are undergoing preclinical and clinical development.","['Kreitman, R J']",['Kreitman RJ'],"['National Cancer Institute, NIH, Clinical Immunotherapy Section, Laboratory of Molecular Biology, Division of Cancer Biology, 9000 Rockville Pike, Building 37, Room 4B-27, Bethesda, MD 20892-4255, USA. kreitmar@mail.nih.gov']",['eng'],,"['Journal Article', 'Review']",England,Curr Opin Investig Drugs,"Current opinion in investigational drugs (London, England : 2000)",100965718,"['0 (Antineoplastic Agents)', '0 (Immunotoxins)', '0 (Recombinant Fusion Proteins)']",IM,"['Animals', 'Antineoplastic Agents/pharmacology/*therapeutic use', 'Humans', 'Immunotoxins/pharmacology/therapeutic use', 'Leukemia/drug therapy', 'Leukemia, B-Cell/drug therapy', 'Neoplasms/*drug therapy', 'Recombinant Fusion Proteins/pharmacology/*therapeutic use']",2001/11/23 10:00,2002/04/09 10:01,['2001/11/23 10:00'],"['2001/11/23 10:00 [pubmed]', '2002/04/09 10:01 [medline]', '2001/11/23 10:00 [entrez]']",,ppublish,Curr Opin Investig Drugs. 2001 Sep;2(9):1282-93.,,162,,,,,,,,,,,,,,,,,,
11717816,NLM,MEDLINE,20020408,20151119,1472-4472 (Print) 1472-4472 (Linking),2,9,2001 Sep,STI-571: current status and future prospects.,1279-81,,"['Schiffer, C A']",['Schiffer CA'],"['Karmanos Cancer Institute, Wayne State University School of Medicine, Harper Hospital, 505 Hudson, 3990 John R, Detroit, MI 48201, USA. schiffer@karmanos.org']",['eng'],,"['Journal Article', 'Review']",England,Curr Opin Investig Drugs,"Current opinion in investigational drugs (London, England : 2000)",100965718,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Animals', 'Antineoplastic Agents/pharmacology/*therapeutic use', 'Benzamides', 'Clinical Trials as Topic', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Piperazines/pharmacology/*therapeutic use', 'Pyrimidines/pharmacology/*therapeutic use', 'Recurrence']",2001/11/23 10:00,2002/04/09 10:01,['2001/11/23 10:00'],"['2001/11/23 10:00 [pubmed]', '2002/04/09 10:01 [medline]', '2001/11/23 10:00 [entrez]']",,ppublish,Curr Opin Investig Drugs. 2001 Sep;2(9):1279-81.,,8,,,,,,,,,,,,,,,,,,
11717184,NLM,MEDLINE,20020131,20181211,0090-9556 (Print) 0090-9556 (Linking),29,12,2001 Dec,Multisite kinetic models for CYP3A4: simultaneous activation and inhibition of diazepam and testosterone metabolism.,1644-51,"Some substrates of cytochrome P450 (CYP) 3A4, the most abundant CYP in the human liver responsible for the metabolism of many structurally diverse therapeutic agents, do not obey classical Michaelis-Menten kinetics and demonstrate homotropic and/or heterotropic cooperativity. The unusual kinetics and differential effects observed between substrates of this enzyme confound the prediction of drug clearance and drug-drug interactions from in vitro data. We have investigated the hypothesis that CYP3A4 may bind multiple molecules simultaneously using diazepam (DZ) and testosterone (TS). Both substrates showed sigmoidal kinetics in B-lymphoblastoid microsomes containing a recombinant human CYP3A4 and reductase. When analyzed in combination, TS activated the formation of 3-hydroxydiazepam (3HDZ) and N-desmethyldiazepam (NDZ) (maximal activation 374 and 205%, respectively). For 3HDZ, V(max) values remained constant with increasing TS, whereas the S(50) and Hill values decreased, tending to make the data less sigmoidal. Similar trends were observed for the NDZ pathway. DZ inhibited the formation 6beta-hydroxytestosterone (maximal inhibition, 45% of control), causing a decrease in V(max) but no significant change to the S(50) and Hill values, suggesting that DZ may inhibit via a separate effector site. Multisite rate equation models have been derived to explore the analysis of such complex kinetic data and to allow accurate determination of the kinetic parameters for activation and inhibition. The data and models presented are consistent with proposals that CYP3A4 can bind and metabolize multiple substrate molecules simultaneously; they also provide a generic solution for the interpretation of the complex kinetic data derived from CYP3A4 substrates.","['Kenworthy, K E', 'Clarke, S E', 'Andrews, J', 'Houston, J B']","['Kenworthy KE', 'Clarke SE', 'Andrews J', 'Houston JB']","['Department of Mechanism and Extrapolation Technologies, GlaxoSmithKline, The Frythe, Welwyn, Herts, United Kingdom.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Drug Metab Dispos,Drug metabolism and disposition: the biological fate of chemicals,9421550,"['0 (Anti-Anxiety Agents)', '3XMK78S47O (Testosterone)', '9035-51-2 (Cytochrome P-450 Enzyme System)', 'EC 1.- (Mixed Function Oxygenases)', 'EC 1.14.14.1 (CYP3A protein, human)', 'EC 1.14.14.1 (Cytochrome P-450 CYP3A)', 'EC 1.14.14.55 (CYP3A4 protein, human)', 'Q3JTX2Q7TU (Diazepam)']",IM,"['Algorithms', 'Anti-Anxiety Agents/*pharmacokinetics', 'Binding Sites', 'Cell Line', 'Cytochrome P-450 CYP3A', 'Cytochrome P-450 Enzyme System/*metabolism', 'Diazepam/*pharmacokinetics', 'Drug Interactions', 'Humans', 'Leukemia, Lymphoid/metabolism', 'Microsomes/enzymology', 'Mixed Function Oxygenases/*metabolism', 'Models, Biological', 'Substrate Specificity', 'Testosterone/*pharmacokinetics', 'Tumor Cells, Cultured']",2001/11/22 10:00,2002/02/01 10:01,['2001/11/22 10:00'],"['2001/11/22 10:00 [pubmed]', '2002/02/01 10:01 [medline]', '2001/11/22 10:00 [entrez]']",,ppublish,Drug Metab Dispos. 2001 Dec;29(12):1644-51.,,,,,,,,,,,,,,,,,,,,
11716964,NLM,MEDLINE,20020402,20190826,0165-2478 (Print) 0165-2478 (Linking),80,1,2002 Jan 1,Anti-DNA autoantibodies reveal toxicity to tumor cell lines.,41-7,"Cytotoxicity of anti-DNA autoantibodies from sera of SLE and CLL patients was assayed on permanent cell lines L929, HL-60, Raji, and K562. L929 cells appeared to be the most sensitive to antibody treatment. DNA-hydrolyzing properties of the same autoantibody preparations were analyzed in parallel. The data obtained outlined the correlation between cytotoxicity and DNA-hydrolyzing properties of these autoantibodies. It was shown that treatment of the cells with cytotoxic anti-DNA autoantibodies induced internucleosomal DNA fragmentation and Annexin V binding to the cell surface characteristic of apoptotic pathway of cell death. A time-dependent profile of antibody-mediated toxicity to L929 cells suggested recruitment of at least two distinct mechanisms of cell death. The first peak of cell death observed in 3 h of incubation was completely inhibited by preincubation of cells with caspase inhibitor YVAD-CHO, while the second increase in cell mortality (18-30 h) persisted. Possible mechanisms for anti-DNA autoantibody cytotoxicity are discussed.","['Kozyr, A V', 'Sashchenko, L P', 'Kolesnikov, A V', 'Zelenova, N A', 'Khaidukov, S V', 'Ignatova, A N', 'Bobik, T V', 'Gabibov, A G', 'Alekberova, Z S', 'Suchkov, S V', 'Gnuchev, N V']","['Kozyr AV', 'Sashchenko LP', 'Kolesnikov AV', 'Zelenova NA', 'Khaidukov SV', 'Ignatova AN', 'Bobik TV', 'Gabibov AG', 'Alekberova ZS', 'Suchkov SV', 'Gnuchev NV']","['Shemyakin and Ovchinnikov Institute of Bioorganic Chemistry, Russian Academy of Sciences, Miklukho-Maklaya st., 16/10, Moscow, Russia.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Immunol Lett,Immunology letters,7910006,"['0 (Antibodies, Antinuclear)', '0 (Caspase Inhibitors)', '0 (Immune Sera)', '0 (Immunoglobulin Fab Fragments)', '9007-49-2 (DNA)', 'EC 3.4.22.- (Caspases)']",IM,"['Antibodies, Antinuclear/*immunology/*toxicity', 'Caspase Inhibitors', 'Caspases/metabolism', 'Cell Death/drug effects', 'DNA/*immunology/metabolism', 'DNA Fragmentation/drug effects', 'Flow Cytometry', 'Humans', 'Hydrolysis/drug effects', 'Immune Sera/immunology/toxicity', 'Immunoglobulin Fab Fragments/immunology/toxicity', 'Leukemia, Lymphocytic, Chronic, B-Cell/genetics/*immunology', 'Lupus Erythematosus, Systemic/genetics/*immunology', 'Time Factors', 'Tumor Cells, Cultured']",2001/11/22 10:00,2002/04/03 10:01,['2001/11/22 10:00'],"['2001/11/22 10:00 [pubmed]', '2002/04/03 10:01 [medline]', '2001/11/22 10:00 [entrez]']","['S016524780100308X [pii]', '10.1016/s0165-2478(01)00308-x [doi]']",ppublish,Immunol Lett. 2002 Jan 1;80(1):41-7. doi: 10.1016/s0165-2478(01)00308-x.,,,,,,,,,,,,,,,,,,,,
11716621,NLM,MEDLINE,20011217,20061115,1098-612X (Print) 1098-612X (Linking),2,4,2000 Dec,Erythremic myelosis (AML6er) in a cat.,213-5,"A 4-year-old male European domestic cat was presented with dysorexia, weakness and depression. Normocytic normochromic non-regenerative anaemia, leucopaenia and thrombocytopenia were detected. Rubriblasts were detected both in the blood and in the bone marrow. Tests of blood chemistry revealed no alterations of renal and hepatic function and a positive reaction to FeLV antigen was detected in the cat's serum. Neoplastic cells did not show positive to cytochemical reactions against granulocytes, monocytes and lymphocytes. According to haematological and bone marrow cytological findings, a diagnosis of erythremic myelosis (AML6er) was made. Histopathology showed extramedullary haematopoiesis in the liver, spleen, kidney and lymph nodes and chronic nephropathy and degenerative signs in the liver.","['Comazzi, S', 'Paltrinieri, S', 'Caniatti, M', 'De Dominici, S']","['Comazzi S', 'Paltrinieri S', 'Caniatti M', 'De Dominici S']","['Istituto di Patologia Generale Veterinaria, Via Celoria 10, Milan, 20133, Italy. stex@mailserver.unimi.it']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Feline Med Surg,Journal of feline medicine and surgery,100897329,,IM,"['Animals', 'Bone Marrow Cells/pathology', 'Cat Diseases/*pathology', 'Cats', 'Diagnosis, Differential', 'Leukemia, Erythroblastic, Acute/pathology/*veterinary', 'Male']",2001/11/22 10:00,2002/01/05 10:01,['2001/11/22 10:00'],"['2001/11/22 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/11/22 10:00 [entrez]']","['10.1053/jfms.2000.0101 [doi]', 'S1098-612X(00)90101-3 [pii]']",ppublish,J Feline Med Surg. 2000 Dec;2(4):213-5. doi: 10.1053/jfms.2000.0101.,['Copyright 2000 European Society of Feline Medicine.'],,,,,,,,,,,,,,,,,,,
11716594,NLM,MEDLINE,20011218,20041020,1098-612X (Print) 1098-612X (Linking),2,1,2000 Mar,Prevalence of FIV and FeLV infections in cats in Istanbul.,69-70,,"['Yilmaz, H', 'Ilgaz, A', 'Harbour, D A']","['Yilmaz H', 'Ilgaz A', 'Harbour DA']",,['eng'],,['Letter'],England,J Feline Med Surg,Journal of feline medicine and surgery,100897329,"['0 (Antibodies, Viral)', '0 (Gene Products, gag)', '0 (Retroviridae Proteins)', '0 (feline leukemia virus protein p27)', '0 (p24 protein, Feline immunodeficiency virus)']",IM,"['Animals', 'Antibodies, Viral/blood', 'Cats/*blood/virology', 'Feline Acquired Immunodeficiency Syndrome/*epidemiology', 'Female', 'Gene Products, gag/immunology', 'Immunodeficiency Virus, Feline/immunology', 'Leukemia Virus, Feline/immunology', 'Leukemia, Feline/*epidemiology', 'Male', 'Prevalence', 'Retroviridae Proteins/immunology', 'Risk Factors', 'Seroepidemiologic Studies', 'Sex Factors', 'Turkey/epidemiology']",2001/11/22 10:00,2002/01/05 10:01,['2001/11/22 10:00'],"['2001/11/22 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/11/22 10:00 [entrez]']","['10.1053/jfms.2000.0066 [doi]', 'S1098612X00900664 [pii]']",ppublish,J Feline Med Surg. 2000 Mar;2(1):69-70. doi: 10.1053/jfms.2000.0066.,,,,,,,,,,,,,,,,,,,,
11716541,NLM,MEDLINE,20020111,20201208,0014-4827 (Print) 0014-4827 (Linking),271,2,2001 Dec 10,Interferon-induced antiviral Mx1 GTPase is associated with components of the SUMO-1 system and promyelocytic leukemia protein nuclear bodies.,286-95,"Mx proteins are interferon-induced large GTPases, some of which have antiviral activity against a variety of viruses. The murine Mx1 protein accumulates in the nucleus of interferon-treated cells and is active against members of the Orthomyxoviridae family, such as the influenza viruses and Thogoto virus. The mechanism by which Mx1 exerts its antiviral action is still unclear, but an involvement of undefined nuclear factors has been postulated. Using the yeast two-hybrid system, we identified cellular proteins that interact with Mx1 protein. The Mx1 interactors were mainly nuclear proteins. They included Sp100, Daxx, and Bloom's syndrome protein (BLM), all of which are known to localize to specific subnuclear domains called promyelocytic leukemia protein nuclear bodies (PML NBs). In addition, components of the SUMO-1 protein modification system were identified as Mx1-interacting proteins, namely the small ubiquitin-like modifier SUMO-1 and SAE2, which represents subunit 2 of the SUMO-1 activating enzyme. Analysis of the subcellular localization of Mx1 and some of these interacting proteins by confocal microscopy revealed a close spatial association of Mx1 with PML NBs. This suggests a role of PML NBs and SUMO-1 in the antiviral action of Mx1 and may allow us to discover novel functions of this large GTPase.","['Engelhardt, O G', 'Ullrich, E', 'Kochs, G', 'Haller, O']","['Engelhardt OG', 'Ullrich E', 'Kochs G', 'Haller O']","['Abteilung Virologie, Institut fur Medizinische Mikrobiologie und Hygiene, Freiburg, D-79008, Germany. oengel@ukl.uni-freiburg.de']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Exp Cell Res,Experimental cell research,0373226,"['0 (Adaptor Proteins, Signal Transducing)', '0 (Antigens, Nuclear)', '0 (Autoantigens)', '0 (Carrier Proteins)', '0 (Co-Repressor Proteins)', '0 (DAXX protein, human)', '0 (Daxx protein, mouse)', '0 (Intracellular Signaling Peptides and Proteins)', '0 (Molecular Chaperones)', '0 (Mx1 protein, mouse)', '0 (Myxovirus Resistance Proteins)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Pml protein, mouse)', '0 (Promyelocytic Leukemia Protein)', '0 (Proteins)', '0 (SUMO-1 Protein)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '135844-47-2 (Sp100 protein, human)', '143220-95-5 (PML protein, human)', '9008-11-1 (Interferons)', 'EC 3.6.1.- (Adenosine Triphosphatases)', 'EC 3.6.1.- (Bloom syndrome protein)', 'EC 3.6.1.- (GTP Phosphohydrolases)', 'EC 3.6.1.- (GTP-Binding Proteins)', 'EC 3.6.4.- (DNA Helicases)', 'EC 3.6.4.12 (RecQ Helicases)']",IM,"['Adaptor Proteins, Signal Transducing', 'Adenosine Triphosphatases/metabolism', 'Animals', '*Antigens, Nuclear', 'Autoantigens/metabolism', 'Carrier Proteins/metabolism', 'Cell Compartmentation/drug effects/genetics', 'Cell Nucleus/drug effects/*enzymology/virology', 'Co-Repressor Proteins', 'DNA Helicases/metabolism', 'GTP Phosphohydrolases/drug effects/*metabolism', '*GTP-Binding Proteins', 'Gene Expression Regulation, Enzymologic/drug effects/genetics', 'HeLa Cells/cytology/drug effects/enzymology', 'Humans', 'Immunohistochemistry', 'Interferons/*metabolism/pharmacology', '*Intracellular Signaling Peptides and Proteins', 'Mice', 'Molecular Chaperones', 'Myxovirus Resistance Proteins', 'Neoplasm Proteins/*metabolism', 'Nuclear Proteins/*metabolism', 'Promyelocytic Leukemia Protein', 'Proteins/drug effects/*metabolism', 'RecQ Helicases', 'SUMO-1 Protein/*metabolism', 'Transcription Factors/*metabolism', 'Transfection', 'Tumor Cells, Cultured/cytology/drug effects/enzymology', 'Tumor Suppressor Proteins', 'Two-Hybrid System Techniques', 'Viruses/*metabolism']",2001/11/22 10:00,2002/01/12 10:01,['2001/11/22 10:00'],"['2001/11/22 10:00 [pubmed]', '2002/01/12 10:01 [medline]', '2001/11/22 10:00 [entrez]']","['10.1006/excr.2001.5380 [doi]', 'S0014-4827(01)95380-7 [pii]']",ppublish,Exp Cell Res. 2001 Dec 10;271(2):286-95. doi: 10.1006/excr.2001.5380.,,,,,,,,,,,,,,,,,,,,
