PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,RF,AB,AID,PMC,OID,OAB,OABL,OTO,OT,PS,FPS,GN
687521,NLM,MEDLINE,19781202,20190515,0007-0920 (Print) 0007-0920 (Linking),38,1,1978 Jul,Morphological study of the ovaries of leukaemic children.,82-7,"['Himelstein-Braw, R', 'Peters, H', 'Faber, M']","['Himelstein-Braw R', 'Peters H', 'Faber M']",['eng'],['Journal Article'],,England,Br J Cancer,British journal of cancer,0370635,IM,"['Acute Disease', 'Antineoplastic Agents/adverse effects/therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/drug therapy/*pathology', 'Ovarian Diseases/chemically induced', 'Ovarian Follicle/pathology', 'Ovary/*pathology', 'Time Factors']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Br J Cancer. 1978 Jul;38(1):82-7. doi: 10.1038/bjc.1978.166.,['0 (Antineoplastic Agents)'],,"The ovaries of leukaemic children were studied in 31 specimens obtained at autopsy. Twenty-eight ovaries from normal children of the same age who died from misadventure served as control. All ovaries from normal childred showed follicle growth and contained several large antral follicles. Follicle development was inhibited in all ovaries of leukaemic children; 22% showed no follicle growth (quiescent ovaries), and in the ovaries in which there was follicle development, the number and size of antral follicles was significantly smaller than in the control. All children had been treated with cytotoxic drugs, the duration of the treatment being correlated with the stage of ovarian development. The ovaries of children treated for only 1 week were near-normal, while those treated for more than 2 months showed inhibition of follicle growth. It is argued that the disturbance in follicle development is an effect of the cytotoxic drugs, and not an effect of the disease itself.",['10.1038/bjc.1978.166 [doi]'],PMC2009696,,,,,,,,
687469,NLM,MEDLINE,19781118,20190503,0007-0769 (Print) 0007-0769 (Linking),40,7,1978 Jul,Evidence for non-infiltrative cardiomyopathy in acute leukaemia and lymphoma. A clinical and echocardiographic study.,725-33,"['Mir, M A']",['Mir MA'],['eng'],"['Case Reports', 'Journal Article']",,England,Br Heart J,British heart journal,0370634,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Anemia/complications', 'Cardiomyopathies/*etiology', 'Daunorubicin/therapeutic use', 'Echocardiography', 'Female', 'Heart Failure/etiology', 'Humans', 'Leukemia/*complications/drug therapy', 'Lymphoma/*complications/drug therapy', 'Male', 'Middle Aged']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Br Heart J. 1978 Jul;40(7):725-33. doi: 10.1136/hrt.40.7.725.,['ZS7284E0ZP (Daunorubicin)'],,,['10.1136/hrt.40.7.725 [doi]'],PMC483476,,,,,,,,
687426,NLM,MEDLINE,19781202,20071115,0539-6115 (Print) 0539-6115 (Linking),35,6,1978 Nov-Dec,[Infections in children with cancer].,973-9,"['Jimenez F, E', 'Lobo S, F', 'Carrillo H, J', 'Jimezez B, R', 'Mora B, L A', 'Castro A, O']","['Jimenez F E', 'Lobo S F', 'Carrillo H J', 'Jimezez B R', 'Mora B LA', 'Castro A O']",['spa'],"['English Abstract', 'Journal Article']",Infecciones en ninos con cancer.,Mexico,Bol Med Hosp Infant Mex,Boletin medico del Hospital Infantil de Mexico,0414106,IM,"['Adolescent', 'Anti-Bacterial Agents/therapeutic use', 'Bacterial Infections/*complications/drug therapy', 'Child', 'Child, Preschool', 'Hodgkin Disease/*complications', 'Humans', 'Infant', 'Leukemia, Lymphoid/*complications', 'Respiratory Tract Infections/complications/drug therapy']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",ppublish,Bol Med Hosp Infant Mex. 1978 Nov-Dec;35(6):973-9.,['0 (Anti-Bacterial Agents)'],,"In 38 patients with acute lymphocytic leukemia and Hodgkin's disease 60 episodes of infection were registered showing the unquestionable increased susceptibility to infections in these cases. In 90% of the patients the infectious focus was localized and the pulmonary showed to be the most frequent. The etiology of the infection was established in 53% of the episodes and the bacterial, both gram-positive as gram-negative, showed the greatest frequency. In the second place came viral infections (measles and chicken-pox). Finally, two pathogenic agents, unusual in children without cancer were seen: Candida albicans and Pneumocystis carinii. Treatment was given according to the etiological agent. When it was not determined, methycillin-gentamicin was given and if the problem was pulmonary and response was not obtained within 4 to 6 days, trimetoprim-sulfametoxazole was chosen. Five children died as direct consequence of infection (13% of the patients), 2 of them (5%) without tumoral activity at that moment.",,,,,,,,,,
686922,NLM,MEDLINE,19781027,20190812,0003-9926 (Print) 0003-9926 (Linking),138,9,1978 Sep,"Chemotherapy of acute leukemia: a comparison of vincristine, cytarabine, and prednisone alone and in combination with cyclophosphamide or daunorubicin.",1342-8,"['Coltman, C A Jr', 'Bodey, G P', 'Hewlett, J S', 'Haut, A', 'Bickers, J', 'Balcerzak, S P', 'Costanzi, J J', 'Freireich, E J', 'McCredie, K B', 'Groppe, C', 'Smith, T L', 'Gehan, E A']","['Coltman CA Jr', 'Bodey GP', 'Hewlett JS', 'Haut A', 'Bickers J', 'Balcerzak SP', 'Costanzi JJ', 'Freireich EJ', 'McCredie KB', 'Groppe C', 'Smith TL', 'Gehan EA']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Arch Intern Med,Archives of internal medicine,0372440,IM,"['Acute Disease', 'Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Drug Therapy, Combination', 'Evaluation Studies as Topic', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Middle Aged', 'Prednisone/administration & dosage', 'Remission, Spontaneous', 'Time Factors', 'Vincristine/administration & dosage']",1978/09/01 00:00,2001/03/28 10:01,['1978/09/01 00:00'],"['1978/09/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1978/09/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1978 Sep;138(9):1342-8. doi: 10.1001/archinte.138.9.1342.,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",,"Adults (274) with acute leukemia (AML) were randomly assigned to one of three treatment regimens: vincristine, prednisone, cytarabine--(1) 100 mg/sq m/day with cyclophosphamide (COAP); (2) 100 mg/sq m/day with daunorubicin (DOAP); and 200 mg/sq m/day (OAP). Cytarabine was infused continuously for five days. Patients entering complete remission randomly received maintenance treatment with COAP or OAP. For 197 previously untreated AML patients given COAP, DOAP, or OAP, remission rates were 37%, 35%, and 43%, respectively; median lengths, 40, 45, and 90 weeks; median survival, 7, 11, and 8 weeks. No statistically significant difference was found among treatments. Therefore, adding cyclophosphamide or daunorubicin, or using the COAP regimen with continuously infused cytarabine, produced no significant improvement over previously reported regimens. There was no significant difference in remission lengths in previously untreated AML patients maintained on OAP (median 81 weeks) or COAP (median 65 weeks).",['10.1001/archinte.138.9.1342 [doi]'],,,,,,,,,
686921,NLM,MEDLINE,19781027,20041117,0003-9926 (Print) 0003-9926 (Linking),138,9,1978 Sep,Treatment of adult acute nonlymphocytic leukemia--1978.,1333-4,"['Bloomfield, C D']",['Bloomfield CD'],['eng'],['Editorial'],,United States,Arch Intern Med,Archives of internal medicine,0372440,IM,"['Acute Disease', 'Antineoplastic Agents/*administration & dosage', 'Drug Therapy, Combination', 'Humans', 'Leukemia/*drug therapy/mortality', 'Remission, Spontaneous', 'Time Factors']",1978/09/01 00:00,1978/09/01 00:01,['1978/09/01 00:00'],"['1978/09/01 00:00 [pubmed]', '1978/09/01 00:01 [medline]', '1978/09/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1978 Sep;138(9):1333-4.,['0 (Antineoplastic Agents)'],,,,,,,,,,,,
686542,NLM,MEDLINE,19781027,20190619,0003-4819 (Print) 0003-4819 (Linking),89,3,1978 Sep,Convoluted lymphocytic lymphoma in adults: a clinicopathologic entity.,319-24,"['Rosen, P J', 'Feinstein, D I', 'Pattengale, P K', 'Tindle, B H', 'Williams, A H', 'Cain, M J', 'Bonorris, J B', 'Parker, J W', 'Lukes, R J']","['Rosen PJ', 'Feinstein DI', 'Pattengale PK', 'Tindle BH', 'Williams AH', 'Cain MJ', 'Bonorris JB', 'Parker JW', 'Lukes RJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Ann Intern Med,Annals of internal medicine,0372351,IM,"['Adult', 'Aged', 'Antineoplastic Agents/therapeutic use', 'Erythrocytes/immunology', 'Female', 'Histocytochemistry', 'Humans', 'Lymphoma/classification/*pathology/ultrastructure', 'Male', 'Middle Aged', 'Rosette Formation']",1978/09/01 00:00,1978/09/01 00:01,['1978/09/01 00:00'],"['1978/09/01 00:00 [pubmed]', '1978/09/01 00:01 [medline]', '1978/09/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1978 Sep;89(3):319-24. doi: 10.7326/0003-4819-89-3-319.,['0 (Antineoplastic Agents)'],,"Twelve adults had a distinct clinicopathologic type of malignant lymphoma that closely resembles the mediastinal lymphomas of childhood. Nine patients presented with mediastinal masses, and seven had symptoms related to intrathoracic compression. Seven patients presented with or developed leukemia, and in four of these patients the central nervous system (CNS) became involved. Structurally, the tumor cells had a distinctive stippled chromatin pattern, in addition to the characteristic nuclear convolutions. Tumor cells from five patients were studied immunologically, and, in each case, the tumor cells formed rosettes with sheep erythrocytes. The response to combination chemotherapy was rapid and dramatic, but usually transient, with relapse in the CNS or previously involved sites. The above data strongly suggest that these cases represent a distinct clinicopathologic entity that should be treated similarly to childhood leukemia and lymphoma, with intensive multiple agent induction, CNS prophylaxis, possibly radiation therapy to initially involved sites, and prolonged maintenance.",['10.7326/0003-4819-89-3-319 [doi]'],,,,,,,,,
686039,NLM,MEDLINE,19781025,20190716,0002-9629 (Print) 0002-9629 (Linking),275,3,1978 May-Jun,Hairy cell leukemia: diagnosis and management.,297-308,"['Schafer, A I', 'Rosenthal, D S', 'Moloney, W C']","['Schafer AI', 'Rosenthal DS', 'Moloney WC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",,United States,Am J Med Sci,The American journal of the medical sciences,0370506,IM,"['Adult', 'Aged', 'Alkaline Phosphatase/blood', 'Bone Marrow/pathology', 'Female', 'Humans', 'Leukemia, Hairy Cell/diagnosis/pathology/*therapy', 'Male', 'Middle Aged', 'Neutrophils/enzymology', 'Spleen/pathology', 'Splenectomy']",1978/05/01 00:00,1978/05/01 00:01,['1978/05/01 00:00'],"['1978/05/01 00:00 [pubmed]', '1978/05/01 00:01 [medline]', '1978/05/01 00:00 [entrez]']",ppublish,Am J Med Sci. 1978 May-Jun;275(3):297-308. doi: 10.1097/00000441-197805000-00007.,['EC 3.1.3.1 (Alkaline Phosphatase)'],,"Long-term follow-up of 18 patients with hairy cell leukemia seen at a single institution is reported: diagnostic and therapeutic modalities are described. Although the clinical features of this disease are homogeneous, it is frequently misdiagnosed initially. Bone marrow biopsy was diagnostic in all 17 patients studied prior to splenectomy. The presence of circulating ""hairy"" cells is greatly variable. The cause of pancytopenia is unclear: splenic sequestration was not demonstrated by 51Cr red cell studies in three of four patients. In most patients, splenectomy resulted in amelioration of pancytopenia. No clinical features prior to splenectomy could predict response to surgery. The results of chemotherapy and splenic irradiation were variable and unpredictable. Although bone marrow infiltration persists following splenectomy, this remains the only established therapy in hairy cell leukemia and is usually followed by long, uncomplicated survival.",['10.1097/00000441-197805000-00007 [doi]'],,,,,,,,,
686028,NLM,MEDLINE,19781025,20071115,0002-9335 (Print) 0002-9335 (Linking),44,6,1978 Jun,Hematology problem.,550-1,"['Saumur, J H']",['Saumur JH'],['eng'],"['Case Reports', 'Journal Article']",,United States,Am J Med Technol,The American journal of medical technology,0370505,IM,"['Aged', '*Cell Transformation, Neoplastic', 'Humans', 'Leukemia, Lymphoid/*blood', 'Male']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Am J Med Technol. 1978 Jun;44(6):550-1.,,,,,,,,,,,,,
686014,NLM,MEDLINE,19781025,20190626,0002-9343 (Print) 0002-9343 (Linking),65,2,1978 Aug,Infections caused by Rhodochrous.,298-302,"['Haburchak, D R', 'Jeffery, B', 'Higbee, J W', 'Everett, E D']","['Haburchak DR', 'Jeffery B', 'Higbee JW', 'Everett ED']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",,United States,Am J Med,The American journal of medicine,0267200,IM,"['Aged', 'Animals', 'Bone Diseases/etiology/microbiology', 'Female', 'Granuloma/etiology/microbiology', 'Guinea Pigs', 'Hodgkin Disease/immunology', 'Humans', 'Leukemia, Lymphoid/immunology', 'Lung Diseases, Obstructive/immunology', 'Male', 'Middle Aged', 'Neutropenia/complications', 'Nocardia/isolation & purification/pathogenicity', '*Nocardia Infections', 'Pneumonia/etiology/microbiology', 'Virulence']",1978/08/01 00:00,1978/08/01 00:01,['1978/08/01 00:00'],"['1978/08/01 00:00 [pubmed]', '1978/08/01 00:01 [medline]', '1978/08/01 00:00 [entrez]']",ppublish,Am J Med. 1978 Aug;65(2):298-302. doi: 10.1016/0002-9343(78)90823-9.,,,"Organisms conforming to ""rhodochrous taxon"" were isolated from three immunocompromised patients, suggesting a pathogenic role for the organisms. The organisms are partially acid-fast, gram-positive catalase positive rods which form orange or red colonies aerobically in three or four days on Sabouraud, Mueller-Hinton and Middlebrook 7H-10 agars. They are differenitated from Nocardia by morphology and ability to degrade ethylene glycol in 7H-10 media. Two of these clinical isolates and a reference strain were injected intraperitoneally into guinea pigs, half of which received methylprednisolone intramuscularly beginning three days prior to inoculation. Steroid-treated animals exhibited clinical illness, diffuse peritonitis and recovery of inoculated organisms whereas one of three nonsteroid-treated animals exhibited a localized abscess without recovery of organisms. This study suggests that rhodochrous may be pathogenic under conditions of immune compromise.","['0002-9343(78)90823-9 [pii]', '10.1016/0002-9343(78)90823-9 [doi]']",,,,,,,,,
685436,NLM,MEDLINE,19781018,20041117,0044-4650 (Print) 0044-4650 (Linking),,4,1978 Jul-Aug,[Case of reticulosis in a child with a pharyngeal lesion].,101,"['Elkhov, V A', 'Sakhno, E M']","['Elkhov VA', 'Sakhno EM']",['rus'],"['Case Reports', 'Journal Article']",Nabliudenie retikuleza u rebenka s porazheniem glotki.,Ukraine,Zh Ushn Nos Gorl Bolezn,"Zhurnal ushnykh, nosovykh i gorlovykh boleznei = The journal of otology, rhinology, and laryngologie [sic]",9427210,IM,"['Autopsy', 'Female', 'Humans', 'Infant', 'Leukemia, Hairy Cell/*pathology', 'Pharyngeal Neoplasms/*pathology']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Zh Ushn Nos Gorl Bolezn. 1978 Jul-Aug;(4):101.,,,,,,,,,,,,,
685268,NLM,MEDLINE,19781018,20181113,0093-0415 (Print) 0093-0415 (Linking),129,1,1978 Jul,Hypoplastic right ventricle with eosinophilic endomyocarditis and patent foramen ovale.,64-7,"['Smith, J W']",['Smith JW'],['eng'],"['Case Reports', 'Journal Article']",,United States,West J Med,The Western journal of medicine,0410504,IM,"['Coronary Disease/complications', 'Endocarditis/*complications', '*Eosinophils', 'Heart Septal Defects, Ventricular/*etiology', 'Humans', 'Leukemia/*complications', 'Male', 'Middle Aged']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,West J Med. 1978 Jul;129(1):64-7.,,,,,PMC1238244,,,,,,,,
685191,NLM,MEDLINE,19781025,20061115,0042-8809 (Print) 0042-8809 (Linking),24,4,1978 Jul-Aug,[Nuclease activity in leukemia altered lymphoid tissue].,479-83,"['Svirnovskii, A I', 'Shimanskaia, T V', 'Levin, V I', 'Bakun, A V']","['Svirnovskii AI', 'Shimanskaia TV', 'Levin VI', 'Bakun AV']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Nukleaznaia aktivnost' v leikozno izmenennoi limfoidnoi tkani.,Russia (Federation),Vopr Med Khim,Voprosy meditsinskoi khimii,0416601,IM,"['Animals', 'Deoxyribonucleases/*metabolism', 'Leukemia, Experimental/*enzymology', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred C57BL', 'Neoplasm Transplantation', 'Ribonucleases/*metabolism', 'Spleen/enzymology', 'Thymus Gland/enzymology']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Vopr Med Khim. 1978 Jul-Aug;24(4):479-83.,"['EC 3.1.- (Deoxyribonucleases)', 'EC 3.1.- (Ribonucleases)']",,"Activities of DNAase I, DNAase II, RNAase I and RNAase II were altered in lymphoid tissue during development of lymphoid leukosis in mice of AKR strain, during survival of the leukemic cells as well as in leukemic spleen tissue of mice C57BI with transplantable leukosis La. The enzymatic activity correlated with the step of the process, the rate of leukemic cells proliferation, with dimensions of organs. Variations in the enzymatic activity, as compared with normal state were dissimilar in development of leukosis; activity of the enzymes was either increased or decreased apparently due to their multiple functions in metabolism of nucleic acids.",,,,,,,,,,
684876,NLM,MEDLINE,19781027,20150505,0201-8470 (Print) 0201-8470 (Linking),50,4,1978 Jul-Aug,[Effect of copper sulphate on nucleic acid level in tissues of normal rats and those with leucosis].,484-8,"['Mazepa, I V']",['Mazepa IV'],['rus'],"['English Abstract', 'Journal Article']",Vliianie sul'fata medi na uroven' nuleinovykh kislot v tkaniakh prys v norme i pri leikoze.,Ukraine,Ukr Biokhim Zh (1978),Ukrainskii biokhimicheskii zhurnal (1978),7804246,IM,"['Animals', 'Copper/*pharmacology', 'DNA/*metabolism', 'DNA, Neoplasm/*metabolism', 'Leukemia, Experimental/*metabolism', 'Liver/drug effects/metabolism', 'RNA/*metabolism', 'RNA, Neoplasm/*metabolism', 'Rats', 'Spleen/drug effects/metabolism']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Ukr Biokhim Zh (1978). 1978 Jul-Aug;50(4):484-8.,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', '63231-63-0 (RNA)', '789U1901C5 (Copper)', '9007-49-2 (DNA)']",,"Dynamics of the DNA and RNA level was studied in tissues of rats normal and with leucosis. The effect of copper in biotic doses on the level under and analogous conditions of the experiment was investigated as well. In the process of leucosis formation the content of DNA and RNA increases in the liver, tumour and spleen. In the muscle tissues the DNA level is significantly higher on the 4th, 7th and 11th day of the experiment, the RNA level is higher only in the period of formed leucosis (on the 11th day). Additional administration of copper in biotic doses to leucoses affected and healthy rat causes essential shifts in the level of DNA and RNA. In the leucosis affected rats the effect of copper sulphate is pronounced in an increase in the DNA and RNA content in the liver and tumour and DNA content--in the spleen as well as in a decrease in the level of RNA in muscles and of DNA in the muscles and spleen tissue in certain periods of the disease. In healthy rats the shifts in the DNA and RNA content with additional administration of copper are not the same but in most tissues they manifest a pronounced tendency to an increase.",,,,,,,,,,
684861,NLM,MEDLINE,19781025,20171213,0300-8916 (Print) 0300-8916 (Linking),64,4,1978 Jul-Aug,Homology between cellular repeated nucleotide sequences and a murine leukemia viral genome.,383-8,"['Ginelli, E', 'Gianni, A M', 'Corneo, G']","['Ginelli E', 'Gianni AM', 'Corneo G']",['eng'],['Journal Article'],,United States,Tumori,Tumori,0111356,IM,"['Animals', '*Base Sequence', 'DNA/*genetics/isolation & purification', 'DNA, Single-Stranded/isolation & purification', 'DNA, Viral/*genetics/isolation & purification', '*Genes, Viral', 'Mice', 'Molecular Weight', 'Moloney murine leukemia virus/*genetics', 'Nucleic Acid Hybridization', 'Spleen/analysis']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Tumori. 1978 Jul-Aug;64(4):383-8.,"['0 (DNA, Single-Stranded)', '0 (DNA, Viral)', '9007-49-2 (DNA)']",,"Moloney murine leukemia virus c-DNA hybridizes mainly with cellular middle repeated sequences of NIH-Swiss mouse spleen DNA, fragmented to different lengths, denatured and renatured to an intermediate value of Cot, and fractionated in an Ag+-Cs2SO4 preparative gradient suitable to separate unique, middle repeated and highly repeated DNA.",,,,,,,,,,
684593,NLM,MEDLINE,19781025,20091111,0039-6087 (Print) 0039-6087 (Linking),147,3,1978 Sep,Surgical leukemia.,397-400,"['Prian, G W', 'Scott, M', 'Robinson, W']","['Prian GW', 'Scott M', 'Robinson W']",['eng'],"['Case Reports', 'Journal Article']",,United States,Surg Gynecol Obstet,"Surgery, gynecology & obstetrics",0101370,IM,"['Adult', 'Aged', 'Female', 'Humans', 'Leukemia, Hairy Cell/complications/diagnosis/*surgery', 'Male', 'Middle Aged', 'Pancytopenia/complications', '*Splenectomy', 'Splenic Neoplasms/complications/diagnosis/*surgery', 'Splenomegaly/complications']",1978/09/01 00:00,1978/09/01 00:01,['1978/09/01 00:00'],"['1978/09/01 00:00 [pubmed]', '1978/09/01 00:01 [medline]', '1978/09/01 00:00 [entrez]']",ppublish,Surg Gynecol Obstet. 1978 Sep;147(3):397-400.,,,"The experience of the University of Colorado Medical Center affiliated hospitals with leukemic reticuloendotheliosis, hairy cell leukemia, during the past two years has been reviewed. Eight instances were found. The majority of patients in this study presented with fatigue, pancytopenia and splenomegaly. Diagnosis was based upon finding characteristic hairy cells in the blood, bone marrow or spleen. Treatment, unlike other hematopoietic malignant conditions, was primarily surgical, with splenectomy being the treatment of choice, which may lead to prolonged remission in the majority of instances.",,,,,,,,,,
684164,NLM,MEDLINE,19781027,20061115,0033-7587 (Print) 0033-7587 (Linking),75,1,1978 Jul,"Studies of the mortality of A-bomb survivors: 6. mortality and radiation dose, 1950--1974.",138-201,"['Beebe, G W', 'Kato, H', 'Land, C E']","['Beebe GW', 'Kato H', 'Land CE']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",,United States,Radiat Res,Radiation research,0401245,IM,"['Abdominal Neoplasms/mortality', 'Age Factors', 'Breast Neoplasms/mortality', 'Child', 'Dose-Response Relationship, Radiation', 'Esophageal Neoplasms/mortality', 'Female', 'Gastrointestinal Neoplasms/mortality', 'Humans', 'Japan', 'Leukemia, Radiation-Induced/mortality', 'Life Expectancy', 'Neoplasms, Radiation-Induced/*mortality', 'Nuclear Warfare', 'Radiation Dosage', 'Radiation Injuries/*mortality', 'Registries', 'Respiratory Tract Neoplasms/mortality', 'Risk', 'Sex Factors', 'Time Factors', 'Urban Population', 'Urogenital Neoplasms/mortality']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Radiat Res. 1978 Jul;75(1):138-201.,,,,,,,,,,,,,
684160,NLM,MEDLINE,19781018,20031114,0033-7587 (Print) 0033-7587 (Linking),74,3,1978 Jun,Chemical protection against the long-term effects of a single whole-body exposure of mice to ionizing radiation II. Causes of death.,415-35,"['Maisin, J R', 'Decleve, A', 'Gerber, G B', 'Mattelin, G', 'Lambiet-Collier, M']","['Maisin JR', 'Decleve A', 'Gerber GB', 'Mattelin G', 'Lambiet-Collier M']",['eng'],['Journal Article'],,United States,Radiat Res,Radiation research,0401245,IM,"['Animals', 'Kidney Glomerulus/radiation effects', 'Leukemia, Radiation-Induced/mortality', 'Liver Neoplasms/mortality', 'Lung Neoplasms/mortality', 'Lymphoma/mortality', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Neoplasms, Radiation-Induced/*mortality/prevention & control', 'Radiation-Protective Agents/*pharmacology', 'Thymus Neoplasms/mortality']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Radiat Res. 1978 Jun;74(3):415-35.,['0 (Radiation-Protective Agents)'],,,,,,,,,,,,
684077,NLM,MEDLINE,19781027,20191210,0031-7012 (Print) 0031-7012 (Linking),17,2,1978,Initial studies on the disposition of quinolinium dibromide (NSC-176319) in mice and rats.,61-8,"['Plowman, J', 'Adamson, R H']","['Plowman J', 'Adamson RH']",['eng'],['Journal Article'],,Switzerland,Pharmacology,Pharmacology,0152016,IM,"['Animals', 'Antineoplastic Agents/*metabolism', 'Carbon Radioisotopes', 'Chemical Phenomena', 'Chemistry', 'DNA/metabolism', 'Drug Evaluation, Preclinical', 'Injections, Intraperitoneal', 'Injections, Intravenous', 'Male', 'Mice', 'Protein Binding', 'Quinolinium Compounds/administration & dosage/*metabolism', 'Rats', 'Tissue Distribution']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Pharmacology. 1978;17(2):61-8. doi: 10.1159/000136836.,"['0 (Antineoplastic Agents)', '0 (Carbon Radioisotopes)', '0 (Quinolinium Compounds)', '50308-94-6 (quinolinium dibromide)', '9007-49-2 (DNA)']",,"The disposition of quinolinium dibromide (QdB), a highly active agent against murine L1210 leukemia was studied using 14C-labeled drug. Excretion of radioactivity was slow, with only 10 and 16% of the dose eliminated in the urine and 19 and 24% in the feces, 96h after intraperitoneal administration of QdB to mice and rats, respectively. Plasma levels of 14C were low and decreased with time, whereas tissue concentrations were high and remained elevated. Differences in tissue concentrations observed in the rat 96 h following intravenous and intraperitoneal dosing could be explained by QdB binding. A strong association between QdB and DNA was indicated by the effect of DNA on the absorption spectrum and Sephadex G-200 elution profile of QdB.",['10.1159/000136836 [doi]'],,,,,,,,,
684037,NLM,MEDLINE,19781027,20190918,0031-6989 (Print) 0031-6989 (Linking),10,4,1978 Apr,Con A agglutination of DTIC-altered lymphoma cells.,313-24,"['Nicolotti, G', 'Gelfi, P', 'Marelli, O', 'Nicolin, A']","['Nicolotti G', 'Gelfi P', 'Marelli O', 'Nicolin A']",['eng'],['Journal Article'],,United States,Pharmacol Res Commun,Pharmacological research communications,0236354,IM,"['Adsorption', 'Agglutination/*drug effects', 'Animals', 'Cells, Cultured', 'Concanavalin A/*pharmacology', 'Dacarbazine/*pharmacology', 'Female', 'Leukemia L1210/pathology', 'Lymphoma/pathology', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Triazenes/*pharmacology']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",ppublish,Pharmacol Res Commun. 1978 Apr;10(4):313-24. doi: 10.1016/s0031-6989(78)80026-5.,"['0 (Triazenes)', '11028-71-0 (Concanavalin A)', '7GR28W0FJI (Dacarbazine)']",,,['10.1016/s0031-6989(78)80026-5 [doi]'],,,,,,,,,
