PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,GR,RN,TT,PMC,CON,SI,CIN,OTO,OT,IR,FIR,IRAD,OID,GN,EIN
2674690,NLM,MEDLINE,19891026,20210526,0270-7306 (Print) 0270-7306 (Linking),9,9,1989 Sep,Autoregulation of interleukin 6 and granulocyte-macrophage colony-stimulating factor in the differentiation of myeloid leukemic cells.,4109-12,Induction of differentiation in one type of clone of mouse myeloid leukemic cells by mouse or human interleukin 6 (IL-6) and in another type of clone by mouse granulocyte-macrophage colony-stimulating factor (GM-CSF) was found to be associated with induction of IL-6 and GM-CSF mRNA and protein. The results indicated that IL-6 and GM-CSF could positively autoregulate their own gene expression during myeloid cell differentiation. It is suggested that this autoregulation may serve to enhance and prolong the signal induced by these proteins in cells transiently exposed to IL-6 or GM-CSF.,"['Shabo, Y', 'Lotem, J', 'Sachs, L']","['Shabo Y', 'Lotem J', 'Sachs L']","['Department of Genetics, Weizmann Institute of Science, Rehovot, Israel.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Mol Cell Biol,Molecular and cellular biology,8109087,IM,"['Animals', 'Cell Differentiation/drug effects', 'Colony-Stimulating Factors/*genetics', 'Gene Expression Regulation', 'Granulocyte-Macrophage Colony-Stimulating Factor', 'Growth Substances/*genetics', 'Homeostasis', 'Humans', 'Interleukin-6', 'Interleukins/*genetics/pharmacology', 'Leukemia, Myeloid/*genetics/pathology', 'Mice', 'Tumor Cells, Cultured/drug effects/pathology']",1989/09/01 00:00,1989/09/01 00:01,['1989/09/01 00:00'],"['1989/09/01 00:00 [pubmed]', '1989/09/01 00:01 [medline]', '1989/09/01 00:00 [entrez]']",['10.1128/mcb.9.9.4109-4112.1989 [doi]'],ppublish,Mol Cell Biol. 1989 Sep;9(9):4109-12. doi: 10.1128/mcb.9.9.4109-4112.1989.,,,"['0 (Colony-Stimulating Factors)', '0 (Growth Substances)', '0 (Interleukin-6)', '0 (Interleukins)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",,PMC362483,,,,,,,,,,,
2674609,NLM,MEDLINE,19891025,20190510,0267-8357 (Print) 0267-8357 (Linking),4,4,1989 Jul,The role of mammalian cell mutation assays in mutagenicity and carcinogenicity testing: reply to C.F. Arlett and J. Cole.,325,,"['Bolcsfoldi, G']",['Bolcsfoldi G'],,['eng'],['Letter'],England,Mutagenesis,Mutagenesis,8707812,IM,"['Animals', '*Carcinogenicity Tests', 'Leukemia L5178/*genetics', 'Leukemia, Experimental/*genetics', 'Mice', '*Mutagenicity Tests']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1093/mutage/4.4.325 [doi]'],ppublish,Mutagenesis. 1989 Jul;4(4):325. doi: 10.1093/mutage/4.4.325.,,,,,,,,,,,,,,,,
2674564,NLM,MEDLINE,19891020,20130304,0887-6924 (Print) 0887-6924 (Linking),3,10,1989 Oct,Detection of host cells following sex-mismatched bone marrow transplantation by fluorescent in situ hybridization with a Y-chromosome specific probe.,724-8,"Fluorescent in situ hybridization (FISH) with a biotinylated Y-chromosome specific repetitive DNA probe was applied to detect Y-bearing cells in blood and bone marrow samples from patients with hemopoietic malignancies after a sex-mismatched bone marrow transplantation. The sensitivity of this method is in the order of 0.1% Y-bearing nuclei in male recipients transplanted with female marrow. In female recipients of male marrow, the detection of low numbers of non-Y-bearing nuclei is less sensitive. The presence of host cells in blood and bone marrow of seven patients (four males, three females) was investigated with respect to successful engraftment or recurrence of the disease. The results obtained were compared with cytology (all seven cases) and with conventional cytogenetics (five cases). In five patients, the results of Y-FISH and cytology were identical. In two patients, low numbers of male host cells were detected in the marrow by Y-FISH, whereas cytology indicated complete remission of the disease. In three patients Y-FISH and cytogenetic data were similar, but in two patients Y-FISH revealed the presence of 0.2% and 7% male host cells, respectively, in bone marrow, whereas cytogenetics indicated a 100% female marrow in both cases. Because the hybridization was performed in situ, the morphology of the nuclei was preserved. To differentiate between normal and leukemic cells, the size of the blast cell nuclei appeared to be a very useful indicator. Our data suggest that fluorescent in situ hybridization with a Y-chromosome specific probe is a fast and sensitive technique to identify the host cells after sex-mismatched bone marrow transplantation, in particular in case of male recipient and female donor combinations.","['van Dekken, H', 'Hagenbeek, A', 'Bauman, J G']","['van Dekken H', 'Hagenbeek A', 'Bauman JG']","['Radiobiological Institute TNO, Rijswijk, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['*Bone Marrow Transplantation', '*DNA Probes', 'Female', 'Fluorescence', 'Humans', 'Male', '*Y Chromosome']",1989/10/01 00:00,1989/10/01 00:01,['1989/10/01 00:00'],"['1989/10/01 00:00 [pubmed]', '1989/10/01 00:01 [medline]', '1989/10/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 Oct;3(10):724-8.,,,['0 (DNA Probes)'],,,,,,,,,,,,,
2674563,NLM,MEDLINE,19891020,20130304,0887-6924 (Print) 0887-6924 (Linking),3,10,1989 Oct,Characteristics of trisomy 11 in childhood acute leukemia with review of the literature.,695-8,"Two patients with acute leukemia were found to have trisomy 11 as the sole chromosomal abnormality. This karyotype has previously been reported in adults with the myelodysplastic syndrome or acute nonlymphocytic leukemia (ANLL). In contrast to previously described cases, both of these patients were young and female. One patient with ANLL had sequential karyotype analysis with trisomy 11 both at presentation and relapse with apparent loss during remission. The other patient had acute lymphoblastic leukemia (ALL) both at presentation and at relapse, although the karyotype was only obtained at relapse. This is the first report of trisomy 11 in ALL.","['Ingram, L', 'Raimondi, S C', 'Mirro, J Jr', 'Rivera, G K', 'Ragsdale, S T', 'Behm, F']","['Ingram L', 'Raimondi SC', 'Mirro J Jr', 'Rivera GK', 'Ragsdale ST', 'Behm F']","[""Department of Hematology-Oncology, St. Jude Children's Research Hospital, Memphis, Tennessee 38101.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",England,Leukemia,Leukemia,8704895,IM,"['Adolescent', 'Adult', '*Chromosomes, Human, Pair 11', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', '*Trisomy']",1989/10/01 00:00,2001/03/28 10:01,['1989/10/01 00:00'],"['1989/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1989/10/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 Oct;3(10):695-8.,28,"['CA 20801/CA/NCI NIH HHS/United States', 'P30CA21765/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,
2674562,NLM,MEDLINE,19891020,20131121,0887-6924 (Print) 0887-6924 (Linking),3,10,1989 Oct,Cures of leukemia with aggressive postremission treatment: an update of timed sequential therapy (Ac-D-Ac).,692-4,"A cure rate can be obtained with intensive cytoreductive treatment given to a subset of patients with acute myelocytic leukemia in bone marrow remission. This report updates our experience with postremission timed sequential therapy using cytarabine and daunorubicin (Ac-D-Ac) and compares it with other brief, aggressive strategies including bone marrow transplantation. The median disease-free survival (DFS) of all patients treated in remission is 2.5 years with a greater than 40% probability of DFS at 8 years. These results are similar to those achieved with bone marrow-ablative and other intensive but nonablative treatment plans.","['Burke, P J', 'Karp, J E', 'Geller, R B', 'Vaughan, W P']","['Burke PJ', 'Karp JE', 'Geller RB', 'Vaughan WP']","['Johns Hopkins Oncology Center, Baltimore, MD 21205.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow Transplantation', 'Cytarabine/*administration & dosage', 'Daunorubicin/*administration & dosage', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/mortality']",1989/10/01 00:00,1989/10/01 00:01,['1989/10/01 00:00'],"['1989/10/01 00:00 [pubmed]', '1989/10/01 00:01 [medline]', '1989/10/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 Oct;3(10):692-4.,,['CA 06973/CA/NCI NIH HHS/United States'],"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",,,,,,,,,,,,,
2674534,NLM,MEDLINE,19891023,20071115,0300-8630 (Print) 0300-8630 (Linking),201,4,1989 Jul-Aug,"[Indications for autologous bone marrow transplantation in pediatric oncology. Results of the 5th meeting of experts of the Kind-Philipp Foundation, Riesensburg, November 1988].",304-10,In November 1988 experts from Europe and the United States of America have met at the Reisensburg near Ulm. The aim of this meeting was to discuss the value of autologous bone marrow transplantation for children with various malignant diseases. The paper summerizes the results of the different sessions. In this way the value of this therapeutic procedure at present time is defined. This is meant as help for those pediatricians who treat children with malignant diseases.,"['Klingebiel, T', 'Dopfer, R', 'Handgretinger, R', 'Niethammer, D']","['Klingebiel T', 'Dopfer R', 'Handgretinger R', 'Niethammer D']",['Abt. fur Hamatologie und Onkologie der Universitatskinderklinik Tubingen.'],['ger'],"['English Abstract', 'Journal Article']",Germany,Klin Padiatr,Klinische Padiatrie,0326144,IM,"['*Bone Marrow Transplantation', 'Child', 'Combined Modality Therapy', 'Hodgkin Disease/therapy', 'Humans', 'Leukemia, Myeloid, Acute/therapy', 'Lymphoma, Non-Hodgkin/therapy', 'Neoplasms/*therapy', 'Neuroblastoma/therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/therapy', 'Prognosis']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1055/s-2008-1026719 [doi]'],ppublish,Klin Padiatr. 1989 Jul-Aug;201(4):304-10. doi: 10.1055/s-2008-1026719.,,,,"Indikation zur autologen Knochenmarktransplantation in der Padiatrischen Onkologie. Ergebnisse der 5. Expertentagung der Kind-Philipp-Stiftung, Reisensburg, November 1988.",,,,,,,,,,,,
2674530,NLM,MEDLINE,19891023,20151119,0300-8630 (Print) 0300-8630 (Linking),201,4,1989 Jul-Aug,[Retrospective marker analyses performed with blood and bone marrow smears using an immunoenzyme procedure (alkaline phosphatase-anti-alkaline phosphatase technic)].,242-6,"In the present study the possibility of immunophenotyping of routinely prepared (air dried) peripheral blood and bone marrow smears is described after storage. The immunoenzymatical alkaline-phosphatase-anti-alkaline-phosphatase (APAAP)-method was carried out in differently stored blood smears (+4 degrees C and -80 degrees C). Last results were compared with originals made from freshly prepared mononuclear cells at time of diagnosis. The results showed no remarkable decrease of antigenicity, neither under the procedure refrigeration and thawing of the frozen smears (-80 degrees C), nor under storage conditions of more than 22 months. In our opinion this highly sensitive method enables us to get additional results from unexplained haematological disorders using retrospective analysis.","['Ebener, U', 'Hauser, S', 'Wehner, S', 'Kornhuber, B']","['Ebener U', 'Hauser S', 'Wehner S', 'Kornhuber B']","['Klinikum der J. W. Goethe Universitat, Frankfurt.']",['ger'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Klin Padiatr,Klinische Padiatrie,0326144,IM,"['Antibodies, Monoclonal', 'B-Lymphocytes/*pathology', 'Biomarkers, Tumor/*analysis', 'Bone Marrow/*pathology', 'Child', 'Freezing', 'Humans', '*Immunoenzyme Techniques', 'Leukemia/*pathology', 'Retrospective Studies', 'T-Lymphocytes/*pathology', 'Tissue Preservation']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1055/s-2007-1025311 [doi]'],ppublish,Klin Padiatr. 1989 Jul-Aug;201(4):242-6. doi: 10.1055/s-2007-1025311.,,,"['0 (Antibodies, Monoclonal)', '0 (Biomarkers, Tumor)']",Retrospektive Marker-Analysen durchgefuhrt an Blut- und Knochenmark-Ausstrichen mittels eines immunenzymatischen Verfahrens (APAAP-Technik).,,,,,,,,,,,,
2674529,NLM,MEDLINE,19891023,20071115,0300-8630 (Print) 0300-8630 (Linking),201,4,1989 Jul-Aug,[Incidence and prognostic significance of Auer rods in children with acute myeloid leukemia in the studies AML-BFM-78 and -83].,227-32,"The prognostic significance of Auer rods in children with AML was investigated in 129 patients of the study AML-BFM-78 and 154 patients of the study AML-BFM-83. Auer rods were found in 68 patients (53%) in the study AML-BFM-78 and 69 patients (45%) in the study AML-BFM-83. The incidence was higher in the subtypes FAB M1 (61%) and M2 (75%) compared to the subtypes FAB M4 (44%) and M5 (5%). In both studies the remission rate was higher in Auer rod-positive patients. Moreover, in the study AML-BFM-83 patients with Auer rods had a significant longer remission duration: the probability of an event-free interval (EFI) of 5 years was 77% (SD 6%) in Auer rod-positive patients compared with 44% (SD 7%) in Auer rod-negative patients (p less than 0.01). In the study AML-BFM-78 no differences regarding remission duration between both groups were detected. Analysis of the individual FAB subtypes revealed a significant higher event-free survival rate (EFS) after 5 years in Auer rod-positive compared with 18% (SD 12%) in Auer rod-negative patients (p less than 0.0001). No prognostic significance of Auer rods in other subtypes could be detected. In the overall group of all patients absence of Auer rods was associated with the unfavourable parameters hyperleucocytosis (greater than or equal to 100 x 10(3)/microliters) and acute monocytic leukemia (FAB M5) (p less than 0.01, p less than 0.001, respectively). The multivariate analysis in the study AML-BFM-83 showed that Auer rods were of prognostic significance independent from the initial leukocyte count and the FAB type M5.(ABSTRACT TRUNCATED AT 250 WORDS)","['Vormoor, J', 'Ritter, J', 'Creutzig, U', 'Schellong, G']","['Vormoor J', 'Ritter J', 'Creutzig U', 'Schellong G']",['Universitats-Kinderklinik Munster.'],['ger'],"['Clinical Trial', 'Comparative Study', 'English Abstract', 'Journal Article']",Germany,Klin Padiatr,Klinische Padiatrie,0326144,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/*pathology', 'Child', 'Clinical Trials as Topic', 'Cytoplasmic Granules/*ultrastructure', 'Female', 'Granulocytes/*pathology', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/genetics/*pathology', 'Male', 'Prognosis', 'Remission Induction', 'Retrospective Studies', 'Translocation, Genetic']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1055/s-2007-1025308 [doi]'],ppublish,Klin Padiatr. 1989 Jul-Aug;201(4):227-32. doi: 10.1055/s-2007-1025308.,,,,Inzidenz und prognostische Bedeutung von Auerstabchen bei Kindern mit akuter myeloischer Leukamie in den Studien AML-BFM-78 und -83.,,,,,,,,,,,,
2674528,NLM,MEDLINE,19891023,20071115,0300-8630 (Print) 0300-8630 (Linking),201,4,1989 Jul-Aug,[Prognostic significance of eosinophilia in children with acute myeloid leukemia in the studies AML-BFM-78 and -83].,220-6,"Initial eosinophilia (greater than or equal to 3%) in the bone marrow was found in 73 out of 269 (27%) patients studied in AML studies BFM-78 and -83. It was predominantly seen in children with FAB types M2 (44%) and M4 (41%). Atypical eosinophils were mostly found in FAB type M4 (20/28 = 71%). Cytogenetic studies in eight children with FAB M4 and eosinophilia showed normal karyotypes in four patients, inversion 16 in one and other aberrations in three children. Study AML-BFM-78 did not demonstrate any differences in prognosis between patients with and without eosinophilia (event-free survival = EFS after 5 years 37%, SD 8%, vs. 38%, SD 6%). In study AML-BFM-83, however, a clear increase in EFS was seen in children with eosinophilia (EFS 72%, SD 8%, vs. 43%, SD 5%, p = 0.001). This improvement of prognosis mainly concerns patients with FAB M4 and eosinophilia (EFS 81%, SD 10%, vs. 23%, SD 11%, p = 0.006). None of the 12 children in study AML-BFM-83 with FAB M4 and atypical eosinophils has suffered a relapse, two patients belong to the early death group. Multivariate analysis shows only eosinophilia as a favorable prognostic factor in FAB type M4. According to these results FAB type M 4 with eosinophilia is a favorable prognostic parameter in children treated according to the therapy protocol of study AML-BFM-83.","['Creutzig, U', 'Ritter, J', 'Niederbiermann-Koczy, G', 'Harbott, J', 'Schellong, G']","['Creutzig U', 'Ritter J', 'Niederbiermann-Koczy G', 'Harbott J', 'Schellong G']",['Universitats-Kinderklinik Munster.'],['ger'],"['Clinical Trial', 'Comparative Study', 'English Abstract', 'Journal Article']",Germany,Klin Padiatr,Klinische Padiatrie,0326144,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/*pathology', 'Child', 'Chromosome Aberrations', 'Clinical Trials as Topic', 'Eosinophilia/*pathology', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/genetics/*pathology', 'Leukocyte Count/drug effects', 'Prognosis', 'Retrospective Studies']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1055/s-2007-1025307 [doi]'],ppublish,Klin Padiatr. 1989 Jul-Aug;201(4):220-6. doi: 10.1055/s-2007-1025307.,,,,Prognostische Bedeutung der Eosinophilie bei Kindern mit akuter myeloischer Leukamie in den Studien AML-BFM-78 und -83.,,,,,,,,,,,,
2674461,NLM,MEDLINE,19891020,20190510,0027-8874 (Print) 0027-8874 (Linking),81,19,1989 Oct 4,Induction of partial synchronization of leukemia cells by continuous infusion of low-dose methotrexate followed by citrovorum factor.,1509-10,,"[""D'Incalci, M"", 'Erba, E', 'Sen, S', 'Rabbone, M L', 'Perlangeli, M V', 'Masera, G', 'Conter, V']","[""D'Incalci M"", 'Erba E', 'Sen S', 'Rabbone ML', 'Perlangeli MV', 'Masera G', 'Conter V']",,['eng'],"['Comment', 'Letter', ""Research Support, Non-U.S. Gov't""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Bone Marrow/pathology', 'Child', 'Cytological Techniques', 'Humans', 'Infusions, Intravenous', 'Interphase/drug effects', 'Leucovorin/*therapeutic use', 'Methotrexate/*administration & dosage', 'Myelodysplastic Syndromes/*pathology', 'Pilot Projects', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*pathology']",1989/10/04 00:00,1989/10/04 00:01,['1989/10/04 00:00'],"['1989/10/04 00:00 [pubmed]', '1989/10/04 00:01 [medline]', '1989/10/04 00:00 [entrez]']",['10.1093/jnci/81.19.1509 [doi]'],ppublish,J Natl Cancer Inst. 1989 Oct 4;81(19):1509-10. doi: 10.1093/jnci/81.19.1509.,,,"['Q573I9DVLP (Leucovorin)', 'YL5FZ2Y5U1 (Methotrexate)']",,,['J Natl Cancer Inst. 1988 Nov 2;80(17):1412-6. PMID: 3270508'],,,,,,,,,,
2674457,NLM,MEDLINE,19891013,20190510,0027-8874 (Print) 0027-8874 (Linking),81,18,1989 Sep 20,Clinical use of recombinant human hematopoietic growth factors.,1370-82,"Hematopoietic growth factors comprise a family of hematopoietic regulators with biologic specificities defined by their ability to support proliferation and differentiation of blood cells of different lineages. The biologic specificities of these factors are highly complex, dose dependent, and frequently overlapping. Recent advances in the cloning of hematopoietic growth factor genes and the availability of recombinant material have led investigators to conduct clinical trials with these agents. Some of these factors have been studied and used in chemotherapy-induced neutropenia, myelodysplastic syndromes, and bone marrow failure syndromes. In this paper, we review the experience with growth factors that have been tested and that currently are being introduced in clinical trials. In addition, we report some factors with possible future interest for clinicians and researchers.","['Laver, J', 'Moore, M A']","['Laver J', 'Moore MA']","['Memorial Sloan-Kettering Cancer Center, New York, NY.']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Acquired Immunodeficiency Syndrome/therapy', 'Anemia, Aplastic/therapy', 'Bone Marrow Transplantation', 'Clinical Trials as Topic', 'Growth Substances/*therapeutic use', 'Hematopoietic Cell Growth Factors', '*Hematopoietic Stem Cells', 'Humans', 'Leukemia/therapy', 'Neoplasms/*therapy', 'Recombinant Proteins']",1989/09/20 00:00,1989/09/20 00:01,['1989/09/20 00:00'],"['1989/09/20 00:00 [pubmed]', '1989/09/20 00:01 [medline]', '1989/09/20 00:00 [entrez]']",['10.1093/jnci/81.18.1370 [doi]'],ppublish,J Natl Cancer Inst. 1989 Sep 20;81(18):1370-82. doi: 10.1093/jnci/81.18.1370.,118,"['CA-20194/CA/NCI NIH HHS/United States', 'CA-23766/CA/NCI NIH HHS/United States']","['0 (Growth Substances)', '0 (Hematopoietic Cell Growth Factors)', '0 (Recombinant Proteins)']",,,,,,,,,,,,,
2674219,NLM,MEDLINE,19891023,20190709,0190-9622 (Print) 0190-9622 (Linking),21,3 Pt 1,1989 Sep,Sweet's syndrome in hairy cell leukemia.,573-4,,"['Fischer, G', 'Commens, C', 'Bradstock, K']","['Fischer G', 'Commens C', 'Bradstock K']","['Department of Dermatology, Lidcombe Hospital, New South Wales, Australia.']",['eng'],"['Case Reports', 'Journal Article']",United States,J Am Acad Dermatol,Journal of the American Academy of Dermatology,7907132,IM,"['Fever/*etiology', 'Hand Dermatoses/*etiology/pathology', 'Humans', 'Leukemia, Hairy Cell/*complications', 'Male', 'Middle Aged', 'Neutrophils/*pathology', 'Skin Diseases, Vesiculobullous/*etiology/pathology', 'Syndrome']",1989/09/01 00:00,1989/09/01 00:01,['1989/09/01 00:00'],"['1989/09/01 00:00 [pubmed]', '1989/09/01 00:01 [medline]', '1989/09/01 00:00 [entrez]']","['S0190-9622(89)80232-4 [pii]', '10.1016/s0190-9622(89)80232-4 [doi]']",ppublish,J Am Acad Dermatol. 1989 Sep;21(3 Pt 1):573-4. doi: 10.1016/s0190-9622(89)80232-4.,,,,,,,,,,,,,,,,
2674130,NLM,MEDLINE,19891025,20210210,0021-9258 (Print) 0021-9258 (Linking),264,28,1989 Oct 5,"rac, a novel ras-related family of proteins that are botulinum toxin substrates.",16378-82,"A new family of ras-related proteins, designated rac (ras-related C3 botulinum toxin substrate) has been identified. rac1 and rac2 cDNA clones were isolated from a differentiated HL-60 library and encode proteins that are 92% homologous and share 58% and 26-30% amino acid homology with human rhos and ras, respectively. Nucleotide sequence analysis predicts both rac1 and rac2 proteins to contain 192 amino acids with molecular masses of 21,450 and 21,429 daltons, respectively. rac1 and rac2 possess four of the five conserved functional domains in ras associated with binding and hydrolysis of guanine nucleotides. They also contain the COOH-terminal consensus sequence Cys-X-X-X-COOH which localizes ras to the inner plasma membrane and the residues Gly12 and Ala59, at which sites mutations elicit transforming potential to ras. The rac transcripts, particularly rac2, display relative myeloid tissue selectivity. Both rac1 transcripts (2.4 and 1.1 kilobases (kb] increase when HL-60 cells differentiate to neutrophil-like morphology. In contrast, differentiation of U937 cells to monocyte-like morphology causes no change in the 2.4-kb mRNA and a decrease in the 1.1-kb mRNA species. rac2 mRNA (1.45 kb) increases 7-9-fold and 3-fold upon differentiation of HL-60 and U937 cells, respectively. Neither rac mRNAs are present in a Jurkat T cell line, and unlike rac1, rac2 mRNA is absent in human brain and liver tissue. Transfection experiments permitted the demonstration that rac1 and rac2 are substrates for ADP-ribosylation by the C3 component of botulinum toxin. The data suggest that racs are plasma membrane-associated GTP-binding proteins which could regulate secretory processes, particularly in myeloid cells.","['Didsbury, J', 'Weber, R F', 'Bokoch, G M', 'Evans, T', 'Snyderman, R']","['Didsbury J', 'Weber RF', 'Bokoch GM', 'Evans T', 'Snyderman R']","['Department of Pharmacological Sciences, Genentech, Incorporated, South San Francisco, California 94080.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Amino Acid Sequence', 'Base Sequence', 'Botulinum Toxins/*metabolism', 'Cell Line', 'Cloning, Molecular', 'DNA, Neoplasm/genetics', '*Genes, ras', 'Humans', 'Leukemia, Promyelocytic, Acute', 'Molecular Sequence Data', 'Oligonucleotide Probes', 'Proteins', 'Proto-Oncogene Proteins/genetics', 'Proto-Oncogene Proteins p21(ras)', 'Sequence Homology, Nucleic Acid', 'Substrate Specificity', 'rac GTP-Binding Proteins']",1989/10/05 00:00,1989/10/05 00:01,['1989/10/05 00:00'],"['1989/10/05 00:00 [pubmed]', '1989/10/05 00:01 [medline]', '1989/10/05 00:00 [entrez]']",['S0021-9258(19)84716-6 [pii]'],ppublish,J Biol Chem. 1989 Oct 5;264(28):16378-82.,,"['5R01-DE-03738-16/DE/NIDCR NIH HHS/United States', 'GM39434/GM/NIGMS NIH HHS/United States']","['0 (DNA, Neoplasm)', '0 (Oligonucleotide Probes)', '0 (Proteins)', '0 (Proto-Oncogene Proteins)', 'EC 3.4.24.69 (Botulinum Toxins)', 'EC 3.6.5.2 (HRAS protein, human)', 'EC 3.6.5.2 (Proto-Oncogene Proteins p21(ras))', 'EC 3.6.5.2 (rac GTP-Binding Proteins)']",,,,"['GENBANK/J05038', 'GENBANK/M29870', 'GENBANK/M29871']",,,,,,,,,
