PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,IP,AB,GS,PMC,CON,CIN,EIN,SI,TT,CRF,OID,OTO,OT,GN,OAB,OABL
8095337,NLM,MEDLINE,19930408,20190501,0027-8424 (Print) 0027-8424 (Linking),90,1993 Mar 1,"GD2 ganglioside on human T-lymphotropic virus type I-infected T cells: possible activation of beta-1,4-N-acetylgalactosaminyltransferase gene by p40tax.",1972-6,"['Furukawa, K', 'Akagi, T', 'Nagata, Y', 'Yamada, Y', 'Shimotohno, K', 'Cheung, N K', 'Shiku, H', 'Furukawa, K']","['Furukawa K', 'Akagi T', 'Nagata Y', 'Yamada Y', 'Shimotohno K', 'Cheung NK', 'Shiku H', 'Furukawa K']","['Department of Oncology, Nagasaki University School of Medicine, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Gangliosides)', '0 (Oligodeoxyribonucleotides)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '65988-71-8 (ganglioside, GD2)', 'EC 2.4.1.- (N-Acetylgalactosaminyltransferases)']",IM,"['Base Sequence', 'Deltaretrovirus Infections/genetics/*metabolism', 'Enzyme Induction', 'Gangliosides/*metabolism', 'Gene Expression', 'Gene Expression Regulation, Leukemic', 'Genes, pX', 'Humans', 'In Vitro Techniques', 'Leukemia, T-Cell/enzymology/genetics/microbiology', 'Molecular Sequence Data', 'N-Acetylgalactosaminyltransferases/*genetics', 'Oligodeoxyribonucleotides/chemistry', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', 'T-Lymphocytes/metabolism/*microbiology', 'Tumor Cells, Cultured']",,1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",['10.1073/pnas.90.5.1972 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1993 Mar 1;90(5):1972-6. doi: 10.1073/pnas.90.5.1972.,,5,"Ganglioside expression on adult T-cell leukemia (ATL) and human T-cell lymphotropic virus type I (HTLV-I)-infected cells was determined by using a panel of monoclonal antibodies. ATL lines and HTLV-I-infected cells specifically expressed GD2. Leukemia cells from ATL patients generally expressed low levels of GD2 but the percentage of GD2+ cells increased up to 40-70% after in vitro culture in the presence of interleukin 2 for about a week. No other type of leukemia cells and normal peripheral T cells expressed GD2 during in vitro culture under the same conditions. The appearance of GD2 in the cultured ATL cells corresponded with the expression of p40tax, a product of the HTLV-I gene. Peripheral lymphocytes infected with a p40tax-expressing retroviral vector expressed high levels of GD2 in comparison with control lymphocytes containing the neomycin-resistance gene alone. The apparently increased levels of beta-1,4-N-acetylgalactosaminyltransferase (GM2/GD2 synthase) mRNA in these cells were demonstrated by reverse transcription-polymerase chain reaction analysis. Concordance between mRNA expression for the HTLV-I tax1/rex1 genes and the beta-1,4-N-acetylgalactosaminyltransferase gene was also observed in uncultured ATL cells. These results suggest that high GD2 expression was due to neosynthesis from precursor GD3 by increased expression of this enzyme induced by p40tax in vitro and in vivo.",,PMC46002,,,,,,,,,,,,
8095304,NLM,MEDLINE,19930402,20190512,0027-8874 (Print) 0027-8874 (Linking),85,1993 Mar 17,Restoration of taxol sensitivity of multidrug-resistant cells by the cyclosporine SDZ PSC 833 and the cyclopeptolide SDZ 280-446.,478-83,"['Jachez, B', 'Nordmann, R', 'Loor, F']","['Jachez B', 'Nordmann R', 'Loor F']","['Sandoz Pharma Ltd., Preclinical Research, Basel, Switzerland.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antineoplastic Agents)', '0 (Cyclosporins)', '0 (Peptides, Cyclic)', '129893-84-1 (SDZ 280 446)', 'CJ0O37KU29 (Verapamil)', 'P88XT4IS4D (Paclitaxel)', 'Q7ZP55KF3X (valspodar)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'CHO Cells/drug effects', 'Cricetinae', 'Cyclosporins/*pharmacology', 'Drug Resistance', 'Leukemia P388/pathology', 'Mice', 'Paclitaxel/*pharmacology', 'Peptides, Cyclic/*pharmacology', 'Tumor Cells, Cultured/*drug effects', 'Verapamil/*pharmacology']",,1993/03/17 00:00,1993/03/17 00:01,['1993/03/17 00:00'],"['1993/03/17 00:00 [pubmed]', '1993/03/17 00:01 [medline]', '1993/03/17 00:00 [entrez]']",['10.1093/jnci/85.6.478 [doi]'],ppublish,J Natl Cancer Inst. 1993 Mar 17;85(6):478-83. doi: 10.1093/jnci/85.6.478.,,6,"BACKGROUND: Taxol, a promising agent for the treatment of cancer, has entered phase II clinical trials. Nevertheless, it belongs to the class of compounds that show impaired retention in multidrug-resistant cells expressing P-glycoprotein (Pgp), a drug efflux pump. Chemosensitizers like verapamil modulate multidrug resistance by interfering with the efflux action of Pgp and thus can decrease drug resistance or can restore drug sensitivity by restoring normal drug accumulation and distribution within the multidrug-resistant tumor cell. The two strongest, nearly equipotent chemosensitizers identified to date are the cyclosporine derivative SDZ PSC 833 and the semisynthetic cyclopeptolide SDZ 280-446. PURPOSE: This study was designed to investigate the capacities of verapamil, SDZ PSC 833, and SDZ 280-446 to decrease resistance of two multidrug-resistant cell lines to taxol. METHODS: We studied in vitro the growth of two multidrug-resistant tumor cell lines displaying high resistance to taxol: multidrug-resistant Chinese hamster ovary cells and murine monocytic leukemia P388 cells. We determined the taxol concentration that produced 50% inhibition of cell growth (IC50) in the two multidrug-resistant cell lines and in the parent cell lines, in the presence of a range of chemosensitizer concentrations (0-30 microM). IC50 values were determined in the presence and in the absence of verapamil, SDZ PSC 833, or SDZ 280-446. RESULTS: At nontoxic concentrations (0.3-1 microM), SDZ PSC 833 and SDZ 280-446 produced an almost complete reversal of the high taxol resistance of the multidrug-resistant tumor cells, whereas only partial restoration of sensitivity to taxol was achieved with verapamil. CONCLUSION: SDZ PSC 833 and SDZ 280-446 can restore the normal taxol sensitivity of highly resistant multidrug-resistant tumor cells. IMPLICATIONS: The combination of taxol with SDZ PSC 833 or SDZ 280-446 may be recommended for treatment of multidrug-resistant cancers.",,,,,,,,,,,,,,
8095295,NLM,MEDLINE,19930402,20071115,0022-3034 (Print) 0022-3034 (Linking),24,1993 Feb,Cell interactions that determine sympathetic neuron transmitter phenotype and the neurokines that mediate them.,215-32,"['Rao, M S', 'Landis, S C']","['Rao MS', 'Landis SC']","['Department of Neurosciences, Case Western Reserve University School of Medicine, Cleveland, Ohio 44106.']",['eng'],"['Journal Article', 'Review']",United States,J Neurobiol,Journal of neurobiology,0213640,['0 (Neurotransmitter Agents)'],IM,"['Aging/physiology', 'Animals', 'Cell Communication', 'Eccrine Glands/innervation', 'Embryo, Mammalian/physiology', 'Embryonic and Fetal Development/physiology', 'Neurons/*physiology', 'Neurotransmitter Agents/*physiology', 'Phenotype', 'Rats', 'Sympathetic Nervous System/*physiology']",151,1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",['10.1002/neu.480240208 [doi]'],ppublish,J Neurobiol. 1993 Feb;24(2):215-32. doi: 10.1002/neu.480240208.,,2,"The transmitter properties of both developing and mature sympathetic neurons are plastic and can be modulated by a number of environmental cues. Cell culture studies demonstrate that noradrenergic neurons can be induced to become cholinergic and that the expression of neuropeptides can be altered. Similar changes in transmitter phenotype occur in vivo. During development, noradrenergic neurons that innervate eccrine sweat glands acquire cholinergic and peptidergic function. This change is dependent upon interactions with the target tissue. Following injury of sympathetic neurons in developing and adult animals, striking alterations take place in peptide expression. Ciliary neurotrophic factor and cholinergic differentiation factor/leukemia inhibitory factor, members of a family that includes several hematopoietic cytokines, induce cholinergic function and modulate neuropeptide expression in cultured sympathetic neurons. Studies in progress provide evidence that members of this new cytokine family influence the transmitter phenotype of sympathetic neurons not only in vitro but also in vivo.",,,,,,,,,,,,,,
8095194,NLM,MEDLINE,19930405,20190512,0009-9104 (Print) 0009-9104 (Linking),91,1993 Mar,Prognostic value of phenotypic alterations in blood lymphocyte subsets in a murine retrovirus-induced immunodeficiency syndrome (MAIDS).,467-72,"['Chau, F', 'Levacher-Clergeot, M', 'Desforges, B', 'Ricatte, L', 'Sinet, M']","['Chau F', 'Levacher-Clergeot M', 'Desforges B', 'Ricatte L', 'Sinet M']","['U13 INSERM, Hopital Bichat-Claude Bernard, Paris, France.']",['eng'],['Journal Article'],England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Antigens, Surface)', '0 (Membrane Glycoproteins)', '0 (Thy-1 Antigens)']",IM,"['Animals', 'Antigens, Surface/immunology', 'B-Lymphocyte Subsets/*immunology', 'CD4-CD8 Ratio', 'CD4-Positive T-Lymphocytes/immunology', 'Disease Models, Animal', 'Female', 'Flow Cytometry', '*Immunophenotyping', 'Leukocyte Count', 'Lymph Nodes/immunology', 'Membrane Glycoproteins/immunology', 'Mice', 'Mice, Inbred C57BL', 'Murine Acquired Immunodeficiency Syndrome/*immunology', 'Prognosis', 'Random Allocation', 'Spleen/immunology', 'T-Lymphocyte Subsets/*immunology', 'T-Lymphocytes, Regulatory/immunology', 'Thy-1 Antigens']",,1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",['10.1111/j.1365-2249.1993.tb05926.x [doi]'],ppublish,Clin Exp Immunol. 1993 Mar;91(3):467-72. doi: 10.1111/j.1365-2249.1993.tb05926.x.,,3,"Mice infected with the Duplan strain of murine leukaemia virus (Dup MuLV), a retrovirus, develop a syndrome sharing several features with AIDS, including lymphadenopathy and profound immunodeficiency. We measured the changes in peripheral blood lymphocyte populations and evaluated their predictive value for the outcome of disease in C57Bl/6 mice. Animals were inoculated with Dup MuLV (SC1/Dup MuLV confluent fibroblast supernatant or spleen extract from an infected mouse). Peripheral blood lymphocyte subsets were sequentially monitored for 73 days using flow cytometric analysis and MoAbs directly conjugated to fluorochromes. A striking fall in the Thy1.2+ cell count occurred in diseased animals, mostly affecting the CD8+ cell compartment. At the same time, the percentage of Ly5+ cells was increased. Mice were killed at day 73 and spleen and lymph node lymphocytes were analysed. Phenotypic lymphocyte modifications in peripheral blood were closely related to those in the spleen or lymph nodes. Analysis of Ly6c antigen expression on CD4+ and CD8+ cells showed a selective expansion of the CD8+Ly6c+ subset, which may reflect a state of immune activation. Our results suggest that phenotypic alterations of peripheral blood lymphocytes are a good marker of disease progression in this model and could be a useful criterion to evaluate antiretroviral therapy.",,PMC1554708,,,,,,,,,,,,
8095167,NLM,MEDLINE,19930406,20210216,0006-4971 (Print) 0006-4971 (Linking),81,1993 Mar 1,Human CD4 lymphocytes specifically recognize a peptide representing the fusion region of the hybrid protein pml/RAR alpha present in acute promyelocytic leukemia cells.,1369-75,"['Gambacorti-Passerini, C', 'Grignani, F', 'Arienti, F', 'Pandolfi, P P', 'Pelicci, P G', 'Parmiani, G']","['Gambacorti-Passerini C', 'Grignani F', 'Arienti F', 'Pandolfi PP', 'Pelicci PG', 'Parmiani G']","['Division of Experimental Oncology D, Istituto Nazionale Tumori, Milan, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Carrier Proteins)', '0 (HLA-DR Antigens)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (Promyelocytic Leukemia Protein)', '0 (Receptors, Retinoic Acid)', '0 (Recombinant Fusion Proteins)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '0 (promyelocytic leukemia-retinoic acid receptor alpha fusion oncoprotein)', '143220-95-5 (PML protein, human)']",IM,"['Amino Acid Sequence', 'CD4-Positive T-Lymphocytes/*immunology', 'Carrier Proteins/analysis/*immunology', 'Cells, Cultured', 'Cytotoxicity, Immunologic', 'HLA-DR Antigens/analysis/genetics', 'Humans', 'Leukemia, Promyelocytic, Acute/*immunology/metabolism', 'Lymphocyte Activation', 'Molecular Sequence Data', 'Neoplasm Proteins/analysis/*immunology', '*Nuclear Proteins', '*Oncogene Proteins, Fusion', 'Promyelocytic Leukemia Protein', 'Receptors, Retinoic Acid', 'Recombinant Fusion Proteins/analysis/*immunology', 'Transcription Factors/analysis/*immunology', 'Tumor Suppressor Proteins']",,1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",['S0006-4971(20)85474-3 [pii]'],ppublish,Blood. 1993 Mar 1;81(5):1369-75.,,5,"Fusion proteins present in leukemic cells frequently contain a new amino acid at the fusion point. We tested whether a peptide (BCR1/25) encompassing the fusion region of the hybrid molecule pml/RAR alpha, which is selectively expressed by acute promyelocytic leukemia (APL) cells, can be recognized by human T lymphocytes in vitro. CD4+ lymphocytes, at both polyclonal and clonal level, recognized peptide BCR1/25 in an HLA-DR--restricted fashion on presentation by autologous antigen-presenting cell (APC) or by APC expressing the HLA-DR11 restricting molecule. Control peptides corresponding to the normal pml and RAR alpha proteins were not recognized. One clone (DEG5) also exerted a high and specific cytotoxicity against autologous cells pulsed with BCR1/25. The autologous DE LCL containing a transduced pml/RAR alpha fusion gene and expressing a bcr1 type of the pml/RAR alpha hybrid protein induced the proliferation of DE anti-BCR1/25 T cell clones. It is concluded that the bcr1 type-pml/RAR alpha fusion protein of APL contains an antigenic site, absent from the normal parent molecules and recognized by human CD4+ lymphocytes.",,,,,,,,,,,,,,
8095165,NLM,MEDLINE,19930406,20210216,0006-4971 (Print) 0006-4971 (Linking),81,1993 Mar 1,A bispecific antibody enhances cytokine-induced killer-mediated cytolysis of autologous acute myeloid leukemia cells.,1333-41,"['Kaneko, T', 'Fusauchi, Y', 'Kakui, Y', 'Masuda, M', 'Akahoshi, M', 'Teramura, M', 'Motoji, T', 'Okumura, K', 'Mizoguchi, H', 'Oshimi, K']","['Kaneko T', 'Fusauchi Y', 'Kakui Y', 'Masuda M', 'Akahoshi M', 'Teramura M', 'Motoji T', 'Okumura K', 'Mizoguchi H', 'Oshimi K']","[""Department of Hematology, Tokyo Women's Medical College, Japan.""]",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Antigens, Differentiation, Myelomonocytic)', '0 (CD3 Complex)', '0 (Interleukin-2)', 'EC 3.4.11.2 (CD13 Antigens)']",IM,"['Antibodies, Monoclonal/*immunology', 'Antibody Specificity', 'Antigens, CD/analysis/*immunology', 'Antigens, Differentiation, Myelomonocytic/analysis/*immunology', 'CD13 Antigens', 'CD3 Complex/*immunology', 'Cells, Cultured', 'Colony-Forming Units Assay', '*Cytotoxicity, Immunologic', 'Humans', 'Interleukin-2/pharmacology', 'Killer Cells, Lymphokine-Activated/immunology', 'Leukemia, Myeloid, Acute/*immunology/pathology', 'Leukocytes, Mononuclear/immunology/ultrastructure', 'T-Lymphocytes, Cytotoxic/*immunology']",,1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",['S0006-4971(20)85469-X [pii]'],ppublish,Blood. 1993 Mar 1;81(5):1333-41.,,5,"An anti-CD3 Fab' x anti-CD13 Fab' bispecific antibody (BsAb) was generated. This BsAb reacted with both CD3+ T cells and CD13+ acute myeloid leukemia (AML) cells. We investigated whether cytokine-stimulated peripheral blood mononuclear cells (PBMC) could lyse patient AML cells after addition of the BsAb. When interleukin-2 (IL-2)-stimulated PBMC were assayed for their cytotoxicity against 51Cr-labeled allogeneic and autologous CD13+ AML cells, their activity was markedly enhanced by the addition of the BsAb. PBMC stimulated with IL-2 plus anti-CD3 monoclonal antibody (MoAb) showed higher proliferative ability and higher cytotoxicity if this was expressed as lytic units per culture. IL-7-stimulated PBMC also exhibited enhanced cytotoxicity against CD13+ AML cells after addition of the BsAb. Ultrastructurally, CD13+ AML cells incubated with IL-2 plus anti-CD3 MoAb-stimulated PBMC and the BsAb showed apoptotic morphologic changes. A colony assay for AML blast progenitors showed that the colony formation of CD13+ AML cells was inhibited by the addition of autologous IL-2 plus anti-CD3 MoAb-stimulated PBMC, and that this inhibition was further enhanced by the addition of the BsAb. A colony assay for normal bone marrow progenitor cells showed that the addition of autologous IL-2 plus anti-CD3 MoAb-stimulated PBMC and the BsAb inhibited the formation of granulocyte-macrophage colonies and mixed-cell colonies. However, the degree of inhibition was smaller than that for the AML blast colonies. Taken together, these findings suggest that this BsAb may be useful for ex vivo purging of CD13+ AML cells in autologous bone marrow transplantation.",,,,,,,,,,,,,,
8095141,NLM,MEDLINE,19930326,20190623,0006-2952 (Print) 0006-2952 (Linking),45,1993 Feb 9,Doxorubicin resistance in human melanoma cells: MDR-1 and glutathione S-transferase pi gene expression.,743-51,"['Ramachandran, C', 'Yuan, Z K', 'Huang, X L', 'Krishan, A']","['Ramachandran C', 'Yuan ZK', 'Huang XL', 'Krishan A']","['Department of Radiation Oncology, University of Miami Medical School, FL 33136.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Membrane Glycoproteins)', '0 (RNA, Messenger)', '214IZI85K3 (Trifluoperazine)', '80168379AG (Doxorubicin)', 'CJ0O37KU29 (Verapamil)', 'EC 2.5.1.18 (Glutathione Transferase)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1', 'Animals', 'Cell Death/drug effects', 'Cell Division/drug effects', 'Cell Line/drug effects', 'Cricetinae', 'Cricetulus', 'Dose-Response Relationship, Drug', 'Doxorubicin/*pharmacology', 'Drug Resistance/genetics', 'Gene Expression', 'Glutathione Transferase/*analysis/genetics', 'Humans', 'Leukemia P388/genetics', 'Melanoma/*genetics', 'Membrane Glycoproteins/*analysis/genetics', 'Mice', 'RNA, Messenger/analysis', 'Trifluoperazine/pharmacology', 'Tumor Cells, Cultured/drug effects', 'Verapamil/pharmacology']",,1993/02/09 00:00,1993/02/09 00:01,['1993/02/09 00:00'],"['1993/02/09 00:00 [pubmed]', '1993/02/09 00:01 [medline]', '1993/02/09 00:00 [entrez]']","['0006-2952(93)90150-U [pii]', '10.1016/0006-2952(93)90150-u [doi]']",ppublish,Biochem Pharmacol. 1993 Feb 9;45(3):743-51. doi: 10.1016/0006-2952(93)90150-u.,['CA-ROI 29360/CA/NCI NIH HHS/United States'],3,"Cellular drug resistance is believed to involve P-glycoprotein-related drug efflux as well as xenobiotic detoxification. In the present study, we analyzed five human melanoma cell lines with 1- to 6-fold doxorubicin resistance for doxorubicin retention and MDR-1 and GST pi gene expression. All the cell lines had high doxorubicin retention, and efflux blockers such as trifluoperazine and verapamil did not have a major effect on drug retention or cytotoxicity. Even though all the cell lines carried the MDR-1 and GST pi genes, gene amplification was not associated with drug resistance. Both laser flow cytometry and immunoperoxidase staining showed high expression of C-219 reactive P-glycoprotein in some of the resistant cells which was not accompanied by either high drug efflux or sensitivity to doxorubicin efflux blockers.",,,,,,,,,,,,,,
8095122,NLM,MEDLINE,19930330,20190904,0002-936X (Print) 0002-936X (Linking),93,1993 Mar,On the oncology front.,63-4,"['Meyer, C']",['Meyer C'],,['eng'],['Journal Article'],United States,Am J Nurs,The American journal of nursing,0372646,"['957E6438QA (Teniposide)', 'P88XT4IS4D (Paclitaxel)']",IM,"['Child', 'Female', 'Humans', 'Ovarian Neoplasms/drug therapy', 'Paclitaxel/*therapeutic use', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy', 'Teniposide/*therapeutic use']",,1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",['10.1097/00000446-199303000-00021 [doi]'],ppublish,Am J Nurs. 1993 Mar;93(3):63-4. doi: 10.1097/00000446-199303000-00021.,,3,,,,,,,,,,,,,,,
8094944,NLM,MEDLINE,19930325,20190821,0361-8609 (Print) 0361-8609 (Linking),42,1993 Mar,Discordant LFA-1/ICAM-1 expression in a case of secondary plasma cell leukemia associated with subcutaneous plasmacytoma.,299-304,"['Tsutani, H', 'Sugiyama, T', 'Shimizu, S', 'Iwasaki, H', 'Ueda, T', 'Ozaki, K', 'Konda, S', 'Nakamura, T']","['Tsutani H', 'Sugiyama T', 'Shimizu S', 'Iwasaki H', 'Ueda T', 'Ozaki K', 'Konda S', 'Nakamura T']","['First Department of Internal Medicine, Fukui Medical School, Japan.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Cell Adhesion Molecules)', '0 (Lymphocyte Function-Associated Antigen-1)', '126547-89-5 (Intercellular Adhesion Molecule-1)']",IM,"['Aged', 'Bone Marrow/pathology', 'Cell Adhesion Molecules/*analysis', 'Female', 'Humans', 'Immunophenotyping', 'Intercellular Adhesion Molecule-1', 'Leukemia, Plasma Cell/genetics/*metabolism', 'Lymphocyte Function-Associated Antigen-1/*analysis', 'Phenotype', 'Plasmacytoma/*chemistry/genetics', 'Skin Neoplasms/*chemistry/genetics', 'Soft Tissue Neoplasms/*chemistry/genetics']",,1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",['10.1002/ajh.2830420310 [doi]'],ppublish,Am J Hematol. 1993 Mar;42(3):299-304. doi: 10.1002/ajh.2830420310.,,3,"We observed a unique case of multiple myeloma that was transformed into plasma cell leukemia presenting with subcutaneous and soft tissue infiltrates. Subcutaneous and minor pelvic soft tissue plasmacytomas and the leukemic transformation were diagnosed in a 72-year-old woman after she had completed 9 months of chemotherapy for IgG kappa multiple myeloma. Immunophenotypic study revealed that leukemic cells in her peripheral blood were positive for ICAM-1 (CD54) but negative for LFA-1 alpha (CD11a) and LFA-1 beta (CD18), whereas infiltrating leukemic cells in the subcutaneous plasmacytoma of the left thigh were positive for LFA-1 alpha and LFA-1 beta but negative for ICAM-1. In addition, intermingling capillary endothelial cells were positive for ICAM-1. Extramedullary soft tissue plasmacytoma is uncommon in association with plasma cell tumors, and the exact mechanism of the development of plasmacytoma is not known. In the present case, however, the discordant expression of LFA-1/ICAM-1 adhesion molecules may have accounted for the distinct patterns of growth and the spread of the subcutaneous plasmacytoma through homing of the LFA-1 alpha+, LFA-1 beta+ leukemic cells to ICAM-1+ endothelial cells.",,,,,,,,,,,,,,
8094942,NLM,MEDLINE,19930322,20190821,0361-8609 (Print) 0361-8609 (Linking),42,1993 Feb,Comparison of cytogenetic and restriction fragment length polymorphism analyses for the detection of loss of chromosome material in clonal hemopoietic disorders.,171-6,"['Abrahamson, G M', 'Rack, K', 'Oscier, D G', 'Fitchett, M', 'Buckle, V J', 'Wainscoat, J S']","['Abrahamson GM', 'Rack K', 'Oscier DG', 'Fitchett M', 'Buckle VJ', 'Wainscoat JS']","['Leukaemia Research Fund Molecular and Cytogenetic Haematology Unit, Oxford, United Kingdom.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,['9007-49-2 (DNA)'],IM,"['Aged', '*Chromosome Deletion', 'Chromosomes, Human, Pair 7', 'Cytogenetics/*methods', 'DNA/genetics', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*genetics', '*Polymorphism, Restriction Fragment Length']",,1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",['10.1002/ajh.2830420206 [doi]'],ppublish,Am J Hematol. 1993 Feb;42(2):171-6. doi: 10.1002/ajh.2830420206.,,2,"Loss of chromosome material, as manifested by monosomy or partial deletion, is commonly found in neoplastic cells. We have undertaken a systematic comparison of standard cytogenetic analysis and molecular analysis for the detection of such loss, using as a model loss of chromosome 7 in 72 patients with a clonal myeloid malignancy. A large number of probes was used to screen three regions of chromosome 7 for loss by restriction fragment length polymorphism (RFLP) analysis. There were nine cases in which loss of chromosome 7 was detected by both techniques, but seven in which loss was detected by only one of the methods, demonstrating the complementary nature of these two techniques.",,,,,,,,,,,,,,
8094890,NLM,MEDLINE,19930324,20131121,0028-4793 (Print) 0028-4793 (Linking),328,1993 Mar 18,Listeriosis after 2-chlorodeoxyadenosine treatment.,813-4,"['Spielberger, R T', 'Stock, W', 'Larson, R A']","['Spielberger RT', 'Stock W', 'Larson RA']",,['eng'],"['Case Reports', 'Letter']",United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Antineoplastic Agents)', '47M74X9YT5 (Cladribine)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",IM,"['Aged', 'Antineoplastic Agents/therapeutic use', 'Cladribine/*adverse effects', 'Drug Resistance', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/drug therapy', 'Listeriosis/*etiology', 'Vidarabine/analogs & derivatives/therapeutic use']",,1993/03/18 00:00,1993/03/18 00:01,['1993/03/18 00:00'],"['1993/03/18 00:00 [pubmed]', '1993/03/18 00:01 [medline]', '1993/03/18 00:00 [entrez]']",['10.1056/NEJM199303183281117 [doi]'],ppublish,N Engl J Med. 1993 Mar 18;328(11):813-4. doi: 10.1056/NEJM199303183281117.,,11,,,,,,,,,,,,,,,
8094889,NLM,MEDLINE,19930324,20131121,0028-4793 (Print) 0028-4793 (Linking),328,1993 Mar 18,2-Chlorodeoxyadenosine for patients with B-cell chronic lymphocytic leukemia resistant to fludarabine.,812-3,"['Saven, A', 'Lemon, R H', 'Piro, L D']","['Saven A', 'Lemon RH', 'Piro LD']",,['eng'],"['Comment', 'Letter']",United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Antineoplastic Agents)', '47M74X9YT5 (Cladribine)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",IM,"['Antineoplastic Agents/therapeutic use', 'Cladribine/*adverse effects', 'Drug Resistance', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy', 'Male', 'Middle Aged', 'Vidarabine/analogs & derivatives/therapeutic use']",,1993/03/18 00:00,1993/03/18 00:01,['1993/03/18 00:00'],"['1993/03/18 00:00 [pubmed]', '1993/03/18 00:01 [medline]', '1993/03/18 00:00 [entrez]']",,ppublish,N Engl J Med. 1993 Mar 18;328(11):812-3.,,11,,,,['N Engl J Med. 1992 Oct 8;327(15):1056-61. PMID: 1355853'],,,,,,,,,,,
