PMID,OWN,STAT,DCOM,LR,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,IS,TT,AID,PMC,PS,FPS,OID,OAB,OABL,OTO,OT,GR,RPI
391824,NLM,MEDLINE,19800327,20211203,13,,1979,Mechanisms in secondary hypogammaglobulinaemia.,15-22,,"['Riches, P G', 'Hobbs, J R']","['Riches PG', 'Hobbs JR']",['eng'],"['Journal Article', 'Review']",England,J Clin Pathol Suppl (R Coll Pathol),Journal of clinical pathology. Supplement (Royal College of Pathologists),8300543,"['0 (Adrenal Cortex Hormones)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)']",IM,"['Adrenal Cortex Hormones/adverse effects', 'Agammaglobulinemia/*etiology', 'Animals', 'Bone Marrow Diseases/complications', 'Child, Preschool', 'Female', 'Humans', 'IgA Deficiency', 'IgG Deficiency', 'Immunoglobulin G/metabolism', 'Immunoglobulin M/deficiency', 'Immunosuppression Therapy', 'Infant', 'Infant, Newborn', 'Leukemia, Lymphoid/immunology', 'Male', 'Maternal-Fetal Exchange', 'Multiple Myeloma/immunology', 'Nephrotic Syndrome/immunology', 'Pregnancy', 'Protein-Losing Enteropathies/complications', 'Radiotherapy/adverse effects', 'Time Factors', 'Uremia/complications/drug therapy', 'Virus Diseases/immunology']",55,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,J Clin Pathol Suppl (R Coll Pathol). 1979;13:15-22. doi: 10.1136/jcp.s3-13.1.15.,0144-0330 (Print) 0144-0330 (Linking),,['10.1136/jcp.s3-13.1.15 [doi]'],PMC1521589,,,,,,,,,
391775,NLM,MEDLINE,19800324,20071115,28,3,1979 Sep,In vivo diffusion chamber culture of blood mononuclear cells from the patient with chronic lymphocytic leukemia.,173-81,,"['Takahashi, H', 'Shigeta, C', 'Kawakami, M', 'Tanaka, K', 'Izumi, T', 'Ohkita, T']","['Takahashi H', 'Shigeta C', 'Kawakami M', 'Tanaka K', 'Izumi T', 'Ohkita T']",['eng'],['Journal Article'],Japan,Hiroshima J Med Sci,Hiroshima journal of medical sciences,0421060,,IM,"['Aged', 'Animals', 'Cells, Cultured', 'Cytological Techniques', 'Female', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Male', 'Mice', 'Middle Aged', 'Monocytes/*immunology']",,1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Hiroshima J Med Sci. 1979 Sep;28(3):173-81.,0018-2052 (Print) 0018-2052 (Linking),,,,,,,,,,,,
391552,NLM,MEDLINE,19800317,20041117,15,,1979,Cell surface characteristics of human leukaemic cells.,78-124,,"['Greaves, M F']",['Greaves MF'],['eng'],"['Journal Article', 'Review']",England,Essays Biochem,Essays in biochemistry,0043306,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",IM,"['Animals', 'Antigens, Neoplasm', 'Antigens, Surface', 'B-Lymphocytes/pathology', 'Blood Platelets/pathology', 'Cell Membrane/pathology', 'Cell Membrane Permeability', 'Cell Transformation, Neoplastic', 'Cell Transformation, Viral', 'Erythrocytes/pathology', 'Female', 'Granulocytes/pathology', 'Hematopoietic System/*pathology', 'Humans', 'Leukemia/genetics/immunology/*pathology', 'Monocytes/pathology', 'Phenotype', 'Pregnancy', 'T-Lymphocytes/pathology']",206,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Essays Biochem. 1979;15:78-124.,0071-1365 (Print) 0071-1365 (Linking),,,,,,,,,,,,
391431,NLM,MEDLINE,19800327,20191210,2,1,1979 Spring,"Evaluation of intensified chemotherapy in children with advanced rhabdomyosarcoma (clinical groups III and IV). The Intergroup Rhabdomyosarcoma Study (IRS) Committee of the Cancer and Leukemia Group B Children's Cancer Study Group, Southwest Oncology Group.",19-28,"Twenty-seven previously untreated children with gross residual (20) or metastatic (seven) rhabdomyosarcoma were treated with pulse-VAC (vincristine weekly for 12 doses plus dactinomycin and cyclophosphamide simultaneously given daily for 5 days) and radiotherapy. Toxicity during the 12-week induction period included 23 of 27 (85%) with an absolute neutrophil count (ANC) under 500/mm3; 16/27 (59%) were given intravenous (I.V.) antibodies. Three patients developed Gram-negative sepsis and two of them died. In the first 12 weeks, eight children had a complete response (CR) and another 10 a good partial response (PR), a total of 18 of 27 favorable responses (67%). At 12 weeks, 20 patients received either intermittent pulse-VAC (Regimen H) or a pulse of adriamycin plus vincristine and cyclophosphamide alternating with pulse-VAC (Regimen I) every 4--6 weeks. After this first ""maintenance,"" only seven patients (35%) developed an ANC under 500/mm3 and only three (15%) were given I.V. antibiotics. Severe toxicity disappeared with drug dose reduction in subsequent courses. The overall CR rate was 59% with a PR rate of 15%, a total of 74% favorable responses. This rate is not significantly better than that obtained by previous IRS chemotherapy and radiotherapy schedules for patients with gross residual and metastatic rhabdomyosarcoma. Future studies in these patients will concentrate on diminishing myelosuppression while shortening the rest period between pulses, in order to deliver more drug per unit time.","['Raney, R B Jr', 'Gehan, E A', 'Maurer, H M', 'Newton, W A Jr', 'Ragab, A H', 'Ruymann, F B', 'Sutow, W W', 'Tefft, M']","['Raney RB Jr', 'Gehan EA', 'Maurer HM', 'Newton WA Jr', 'Ragab AH', 'Ruymann FB', 'Sutow WW', 'Tefft M']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Clin Trials,Cancer clinical trials,7905482,"['0 (Antineoplastic Agents)', '1CC1JFE158 (Dactinomycin)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/*administration & dosage', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Cyclophosphamide/administration & dosage', 'Dactinomycin/administration & dosage', 'Doxorubicin/administration & dosage', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Female', 'Humans', 'Infant', 'Infections/etiology', 'Male', 'Neutropenia/chemically induced', 'Random Allocation', 'Rhabdomyosarcoma/*drug therapy/mortality/radiotherapy', 'Vincristine/administration & dosage']",,1979/01/01 00:00,2001/03/28 10:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Cancer Clin Trials. 1979 Spring;2(1):19-28.,0190-1206 (Print) 0190-1206 (Linking),,,,,,,,,,,,
391322,NLM,MEDLINE,19800324,20190501,2,6195,1979 Oct 13,Immunological effect of co-trimoxazole on platelets.,898-9,"Diminished survival of transfused platelets occurred in two patients given co-trimoxazole, and a third patient taking this drug developed thrombocytopenia. By means of an indirect immunofluorescence assay antibodies against donor platelets coated with co-trimoxazole were found in the sera in all cases. These antibodies were directed against the trimethoprim component of co-trimoxazole and not against sulphamethoxazole. Co-trimoxazole is a potent antimicrobial agent and is advocated for treatment and prophylaxis in leukaemia. Hence its adverse effect on platelets is of great importance.","['Claas, F H', 'van der Meer, J W', 'Langerak, J']","['Claas FH', 'van der Meer JW', 'Langerak J']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Br Med J,British medical journal,0372673,"['0 (Antibodies)', '0 (Drug Combinations)', 'AN164J8Y0X (Trimethoprim)', 'JE42381TNV (Sulfamethoxazole)']",IM,"['Adult', 'Antibodies/analysis', 'Blood Platelet Disorders/*chemically induced', 'Blood Platelets/immunology', 'Cell Survival/drug effects', 'Drug Combinations', 'Female', 'Fluorescent Antibody Technique', 'Humans', 'Male', 'Sulfamethoxazole/*adverse effects', 'Trimethoprim/*adverse effects']",,1979/10/13 00:00,1979/10/13 00:01,['1979/10/13 00:00'],"['1979/10/13 00:00 [pubmed]', '1979/10/13 00:01 [medline]', '1979/10/13 00:00 [entrez]']",ppublish,Br Med J. 1979 Oct 13;2(6195):898-9. doi: 10.1136/bmj.2.6195.898.,0007-1447 (Print) 0007-1447 (Linking),,['10.1136/bmj.2.6195.898 [doi]'],PMC1596719,,,,,,,,,
391317,NLM,MEDLINE,19800324,20071115,52,623,1979 Nov,Intradural extramedullary aspergilloma complicating chronic lymphatic leukaemia.,916-7,,"['Kingsley, D P', 'White, E', 'Marks, A', 'Coxon, A']","['Kingsley DP', 'White E', 'Marks A', 'Coxon A']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Radiol,The British journal of radiology,0373125,,IM,"['Aspergillosis/*etiology', 'Aspergillus fumigatus', 'Female', 'Humans', 'Leukemia, Lymphoid/*complications/drug therapy', 'Middle Aged', 'Spinal Cord Compression/etiology', 'Spinal Cord Diseases/*etiology']",,1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",ppublish,Br J Radiol. 1979 Nov;52(623):916-7. doi: 10.1259/0007-1285-52-623-916.,0007-1285 (Print) 0007-1285 (Linking),,['10.1259/0007-1285-52-623-916 [doi]'],,,,,,,,,,
391116,NLM,MEDLINE,19800215,20211203,91,6,1979 Dec,Prolonged herpes-zoster infection associated with immunosuppressive therapy.,842-6,"Unusually prolonged zoster was observed in four patients, two with cardiac transplants, one with acute lymphocytic leukemia, and one with diffuse histiocytic lymphoma. Lesions increased in number and persisted for 5 to 24 weeks before beginning to resolve. Specific cellular-immune responsiveness to varicella-zoster virus was markedly depressed during these infections. Absolute numbers of T lymphocytes were also very low. Reducing immunosuppressive therapy to increase immune responses appeared to initiate resolution of zoster lesions and halt dissemination. In one patient treatment with adenine arabinoside was also needed for resolution of disseminated zoster. This syndrome appears to be counterpart of the prolonged mucocutaneous herpes-simplex infection previously reported in immunosuppressed cardiac and renal transplant patients.","['Gallagher, J G', 'Merigan, T C']","['Gallagher JG', 'Merigan TC']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann Intern Med,Annals of internal medicine,0372351,['0 (Immunosuppressive Agents)'],IM,"['Adolescent', 'Adult', 'Female', 'Graft Rejection', 'Heart Transplantation', 'Herpes Zoster/*etiology/immunology', 'Humans', 'Immunity, Cellular', 'Immunosuppression Therapy/*adverse effects', 'Immunosuppressive Agents/adverse effects', 'Leukemia, Lymphoid/complications', 'Lymphoma, Large B-Cell, Diffuse/complications', 'Male', 'Middle Aged', 'T-Lymphocytes/immunology', 'Time Factors', 'Transplantation, Homologous']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1979 Dec;91(6):842-6. doi: 10.7326/0003-4819-91-6-842.,0003-4819 (Print) 0003-4819 (Linking),,['10.7326/0003-4819-91-6-842 [doi]'],,,,,,,,,,
391025,NLM,MEDLINE,19800226,20190509,72,6,1979 Dec,Terminal deoxynucleotidyl transferase immunofluorescence of bone marrow smears: experience in 156 cases.,898-903,"Terminal deoxynucleotidyl transferase (TdT) is a valuable marker for non-B-, non-T-, and T-cell lymphoblastic disorders. Determination of TdT activity by enzymatic assay is laborious and requires fresh cells. The authors evaluated a new technic for TdT determination, using indirect immunofluorescence on air-dried bone marrow smears. Specimens from 156 consecutive patients with hematologic, oncologic, and other disease states were tested. The TdT visualization by indirect immunofluorescence gives results comparable to those previously reported for lymphoproliferative disorders. Several unusual cases with positive TdT were uncovered. TdT by indirect immunofluorescence is a convenient and rapid technic that enables easier access to TdT determinations than the enzymatic assay.","['Stass, S A', 'Schumacher, H R', 'Keneklis, T P', 'Bollum, F J']","['Stass SA', 'Schumacher HR', 'Keneklis TP', 'Bollum FJ']",['eng'],['Journal Article'],England,Am J Clin Pathol,American journal of clinical pathology,0370470,['EC 2.7.7.- (Nucleotidyltransferases)'],IM,"['Bone Marrow/*enzymology', 'Bone Marrow Cells', 'Evaluation Studies as Topic', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia/*enzymology', 'Nucleotidyltransferases/*analysis']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1979 Dec;72(6):898-903. doi: 10.1093/ajcp/72.6.898.,0002-9173 (Print) 0002-9173 (Linking),,['10.1093/ajcp/72.6.898 [doi]'],,,,,,,,,,
391024,NLM,MEDLINE,19800226,20190509,72,6,1979 Dec,Current status of marrow transplantation for aplastic anemia and acute leukemia: The Philip Levine Award Lecture.,887-92,,"['Thomas, E D']",['Thomas ED'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Am J Clin Pathol,American journal of clinical pathology,0370470,,IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/*therapy', 'Animals', 'Blood Cell Count', '*Bone Marrow Transplantation', 'Dogs', 'Hematocrit', 'Humans', 'Leukemia/*therapy', 'Male', 'Methods', 'Time Factors', 'Transplantation Immunology', 'Transplantation, Homologous', 'Transplantation, Isogeneic']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1979 Dec;72(6):887-92. doi: 10.1093/ajcp/72.6.887.,0002-9173 (Print) 0002-9173 (Linking),,['10.1093/ajcp/72.6.887 [doi]'],,,,,,,,,,
390945,NLM,MEDLINE,19800228,20131121,79,11,1979,[Neuroleukemia in blast leukemization of hematosarcomas].,1518-22,,"['Konchakova, M I', 'Kruglova, G V']","['Konchakova MI', 'Kruglova GV']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Zh Nevropatol Psikhiatr Im S S Korsakova,"Zhurnal nevropatologii i psikhiatrii imeni S.S. Korsakova (Moscow, Russia : 1952)",8710066,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Adolescent', 'Adult', 'Brain Neoplasms/drug therapy/*etiology', 'Female', 'Humans', 'Leukemia/drug therapy/*etiology', 'Lymphoma, Large B-Cell, Diffuse/*complications', 'Lymphoma, Non-Hodgkin/*complications', 'Male', 'Meningeal Neoplasms/drug therapy/*etiology', 'Methotrexate/therapeutic use', 'Middle Aged', 'Spinal Cord Neoplasms/drug therapy/*etiology']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Zh Nevropatol Psikhiatr Im S S Korsakova. 1979;79(11):1518-22.,0044-4588 (Print) 0044-4588 (Linking),Neiroleikemiia pri blastnoi leikemizatsii gematosarkom.,,,,,,,,,,,
390865,NLM,MEDLINE,19800228,20061115,25,11,1979 Nov,[Immunologic markers of human leukemic cells].,1106-15,,"['Koubek, K', 'Libansky, J']","['Koubek K', 'Libansky J']",['cze'],"['English Abstract', 'Journal Article', 'Review']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,"['0 (Antigens)', '0 (Antigens, Neoplasm)', '0 (Receptors, Immunologic)']",IM,"['Antigens/analysis', 'Antigens, Neoplasm/analysis', 'Humans', 'Leukemia/*immunology', 'Lymphocytes/*immunology', 'Receptors, Immunologic/analysis']",41,1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",ppublish,Vnitr Lek. 1979 Nov;25(11):1106-15.,0042-773X (Print) 0042-773X (Linking),Imunologicke znaky lidskych leukemickych bunek.,,,,,,,,,,,
390722,NLM,MEDLINE,19800215,20071115,10,3,1979 Sep,Acute massive intravascular hemolysis and disseminated intravascular coagulation.,338-41,"Two cases of acute intravascular hemolysis complicating acute disseminated intravascular coagulation were presented, one after normal delivery and the other after group A beta hemolytic streptococcal septicemia complicating acute myelomonoblastic leukemia. Neither case received heparin therapy. The first one survived while the latter succumbed. Intravascular hemolysis may not be a bad prognostic sign in such a condition.","['Atichartakarn, V', 'Jootar, S', 'Pathepchotiwong, K', 'Srichaikul, T']","['Atichartakarn V', 'Jootar S', 'Pathepchotiwong K', 'Srichaikul T']",['eng'],"['Case Reports', 'Journal Article']",Thailand,Southeast Asian J Trop Med Public Health,The Southeast Asian journal of tropical medicine and public health,0266303,,IM,"['Adult', 'Blood Coagulation Tests', 'Disseminated Intravascular Coagulation/*blood', 'Female', '*Hemolysis', 'Humans', 'Leukemia, Myeloid, Acute/blood', 'Male', 'Postpartum Hemorrhage/blood', 'Pregnancy', 'Pregnancy Complications, Hematologic/blood', 'Sepsis/blood', 'Streptococcal Infections/blood', 'Streptococcus pyogenes']",,1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Southeast Asian J Trop Med Public Health. 1979 Sep;10(3):338-41.,0125-1562 (Print) 0125-1562 (Linking),,,,,,,,,,,,
390678,NLM,MEDLINE,19800228,20071115,17,4,1979 Oct-Dec,The comparative value of several tests in predicting the response to chemotherapy in patients with malignant hemophathies.,353-7,,"['Cheta, D', 'Micu, D', 'Cheta, N']","['Cheta D', 'Micu D', 'Cheta N']",['eng'],"['Journal Article', 'Review']",Romania,Med Interne,Medecine interne,7506353,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/*therapeutic use', '*Clinical Enzyme Tests', 'Hodgkin Disease/*drug therapy', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Lymphoma, Non-Hodgkin/*drug therapy', 'Prognosis']",15,1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,Med Interne. 1979 Oct-Dec;17(4):353-7.,0377-1202 (Print) 0377-1202 (Linking),,,,,,,,,,,,
390525,NLM,MEDLINE,19800228,20131121,33,3,1979 May-Jun,[Chronobiology and the perspectives of its use in medicine].,249-62,,"['Scheving, L E', 'Kanabrocki, E L']","['Scheving LE', 'Kanabrocki EL']",['pol'],"['English Abstract', 'Journal Article', 'Review']",Poland,Postepy Hig Med Dosw,Postepy higieny i medycyny doswiadczalnej,0421052,"['04079A1RDZ (Cytarabine)', '8N3DW7272P (Cyclophosphamide)', 'WI4X0X7BPJ (Hydrocortisone)']",IM,"['Activities of Daily Living', 'Adult', 'Animals', 'Biological Availability', 'Blood Pressure', 'Cell Membrane Permeability', '*Circadian Rhythm', 'Cyclophosphamide/metabolism/therapeutic use', 'Cytarabine/metabolism/therapeutic use', 'Homeostasis', 'Humans', 'Hydrocortisone/blood', 'Leukemia, Experimental/drug therapy', 'Male', 'Mice', 'Rats']",66,1979/05/01 00:00,1979/05/01 00:01,['1979/05/01 00:00'],"['1979/05/01 00:00 [pubmed]', '1979/05/01 00:01 [medline]', '1979/05/01 00:00 [entrez]']",ppublish,Postepy Hig Med Dosw. 1979 May-Jun;33(3):249-62.,0032-5449 (Print) 0032-5449 (Linking),Chronobiologia i perspektywy jej zastosowania w medycynie.,,,,,,,,,,,
390494,NLM,MEDLINE,19800215,20131121,21,2,1979,Transplantation haemopoiesis. Morphological bone marrow studies after allogeneic marrow transplantation in man for severe aplastic anaemia and acute leukaemia.,133-48,"Bone marrow (BM) morphology was studied in patients who underwent bone marrow transplantation (BMT) for severe aplastic anaemia (SAA) and acute myeloid leukaemia (AML). Four patients with SAA had marrow transplanted from HLA-identical siblings after conditioning with cyclophosphamide (CY); three cases of AML were treated with allogeneic BMT. The medullary material was generally obtained by aspiration, but treated so as to preserve its architecture; fresh, postvital preparations were particularly useful for this purpose. In SAA, the bone marrow before transplantation showed dense infiltrates composed of macrophages and other inflammatory cells; after BMT, repopulation started at the periphery of the infiltrates, when they were not totally destroyed by CY. Granulocytic repopulation generally preceded erythropoiesis, which always occurred by way of typical erythroblastic reticulocytopoietic islands. Marked but transient dyserythropoiesis was found in two cases; in one of them, it was considered as drug-dependent. Both in SAA and in AML, but more so in the latter, a marked and sometimes imposing macrophagic hyperplasia was found after transplantation. Many macrophages were actively engulfing erythrocytes and nucleated cells. This last type appeared prominent in rejection episodes.","['Marmont, A M']",['Marmont AM'],['eng'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,['8N3DW7272P (Cyclophosphamide)'],IM,"['Anemia, Aplastic/pathology/*therapy', 'Bone Marrow/*pathology', 'Bone Marrow Transplantation', 'Cyclophosphamide/therapeutic use', 'Granulocytes/pathology', '*Hematopoiesis', 'Humans', 'Leukemia, Myeloid, Acute/pathology/*therapy', 'Macrophages/pathology', 'Transplantation, Homologous']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1979;21(2):133-48.,,,,,,,,,,,,,
390489,NLM,MEDLINE,19800226,20161123,64,6,1979 Dec,Isolated pulmonary leukemic relapse following successful bone marrow transplant in a child with acute lymphoblastic leukemia.,913-7,Leukemic relapse and interstitial pneumonitis are common complications for leukemic patients following bone marrow transplantation. We present the case of a successful bone marrow transplantation patient who developed an interstitial infiltrate on chest roentgenogram 212 days post-transplant that was diagnosed by open lung biopsy and found to be a leukemic relapse of the lung parenchyma. No extrapulmonary sites were involved and the infiltrate cleared in three weeks with systemic chemotherapy. Pulmonary function tests continued to demonstrate restrictive disease. The patient remained in remission for nine months following pulmonary relapse on systemic chemotherapy. This patient illustrates an unusual site of leukemic relapse and the importance of open lung biopsy in the diagnosis of the immunosuppressed patient with a pulmonary infiltrate.,"['Georgitis, J', 'Eigen, H', 'Provisor, D', 'Baehner, R L']","['Georgitis J', 'Eigen H', 'Provisor D', 'Baehner RL']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Pediatrics,Pediatrics,0376422,,IM,"['Adolescent', 'Biopsy', '*Bone Marrow Transplantation', 'Child', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Lymphoid/pathology/secondary/*therapy', 'Lung Neoplasms/pathology/*secondary', 'Male', 'Pulmonary Fibrosis/diagnostic imaging/pathology', 'Radiography', 'Recurrence', 'Respiratory Function Tests', 'Transplantation, Homologous']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Pediatrics. 1979 Dec;64(6):913-7.,0031-4005 (Print) 0031-4005 (Linking),,,,,,,,,,,,
390480,NLM,MEDLINE,19800215,20091111,14 Pt 1,,1979,The bone marrow in polycythemia vera.,383-403,"The sequential biopsies and the careful clinical and laboratory studies in this large prospective study of PV patients offer a unique opportunity to properly evaluate the diagnostic and prognostic importance of the biopsy and to study the complications of this condition. The results of the study to date confirm and extend previous studies. Because of the long natural history of PV, the results of studies relating to leukemia, other myeloproliferative diseases, myelofibrosis, and effects of therapy are tentative at this time, even though the study is in its eleventh year. Hypercellularity of the marrow, together with hyperplasia and hypertrophy of megakaryocytes, is an almost constant finding in untreated PV. A very few cases (7 of 281) had relatively normal cellularities and normal megakaryocytic concentrations. Whether these findings were the result of sampling errors could not be determined, since only one site was biopsied. In any event, we found no unique clinical or laboratory features to distinguish these patients. At this time, the course of these patients appears to be the same as that of the other patients. Although increases in reticulin were regularly found during the spent phase of polycythemia, the relationship was not a precise one. For example, a moderate to marked increase in reticulin was found in 12 percent of the patients early in the course of the disease and was not predictive that the spent phase with myeloid metaplasia was imminent. In addition, in a given patient with serial biopsies taken over several years, some variability in reticulin was noted among the biopsies. Whether this represented variation in sampling or fluctuation in reticulin content could not be decided at this time. Using the standard criteria for examination of the marrows, we have found it impossible to predict which patients will develop leukemia, since the pretreatment and posttreatment biopsies almost up to the clinical onset cannot be separated from the remainder of the group.","['Ellis, J T', 'Peterson, P']","['Ellis JT', 'Peterson P']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Pathol Annu,Pathology annual,0050610,"['0 (Reticulin)', '9011-92-1 (Hemosiderin)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Bone Marrow/*pathology', 'Bone Marrow Examination', 'Female', 'Hemosiderin', 'Humans', 'Leukemia/complications', 'Liver/pathology', 'Male', 'Middle Aged', 'Polycythemia Vera/complications/*pathology', 'Prospective Studies', 'Random Allocation', 'Reticulin', 'Spleen/pathology']",77,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Pathol Annu. 1979;14 Pt 1:383-403.,0079-0184 (Print) 0079-0184 (Linking),,,,,,,,,,,,
390475,NLM,MEDLINE,19800215,20091111,14 Pt 1,,1979,Bone marrow manifestations of malignant lymphoma and lymphoma-like conditions.,1-59,,"['Brunning, R D', 'McKenna, R W']","['Brunning RD', 'McKenna RW']",['eng'],"['Journal Article', 'Review']",United States,Pathol Annu,Pathology annual,0050610,,IM,"['Adult', 'Bone Marrow/*pathology', 'Bone Marrow Examination', 'Burkitt Lymphoma/pathology', 'Child', 'Granuloma/pathology', 'Hodgkin Disease/*pathology', 'Humans', 'Infant', 'Leukemia/pathology', 'Lymphatic Diseases/pathology', 'Lymphoma/*pathology/ultrastructure', 'Lymphoma, Large B-Cell, Diffuse/pathology', 'Lymphoma, Non-Hodgkin/pathology', 'Male', 'Mediastinal Neoplasms/pathology', 'T-Lymphocytes/pathology']",102,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Pathol Annu. 1979;14 Pt 1:1-59.,0079-0184 (Print) 0079-0184 (Linking),,,,,,,,,,,,
390281,NLM,MEDLINE,19800215,20131121,101,5,1979 May,[Effect of cytosine arabinoside on varicella in children with acute lymphatic leukemia (author's transl)].,294-6,,"['Tiefenbach, A', 'Konja, J']","['Tiefenbach A', 'Konja J']",['hrv'],"['Clinical Trial', 'English Abstract', 'Journal Article']",Croatia,Lijec Vjesn,Lijecnicki vjesnik,0074253,['04079A1RDZ (Cytarabine)'],IM,"['Chickenpox/complications/*drug therapy', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Cytarabine/*therapeutic use', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*complications', 'Male']",,1979/05/01 00:00,1979/05/01 00:01,['1979/05/01 00:00'],"['1979/05/01 00:00 [pubmed]', '1979/05/01 00:01 [medline]', '1979/05/01 00:00 [entrez]']",ppublish,Lijec Vjesn. 1979 May;101(5):294-6.,0024-3477 (Print) 0024-3477 (Linking),Djelovanje citozin-arabinozida na varicele u djece s akutnom limfatickom leukemijom (ALL).,,,,,,,,,,,
