PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,OID,GN,GR,SI,OTO,OT
644637,NLM,MEDLINE,19780617,20190727,0041-1132 (Print) 0041-1132 (Linking),18,2,1978 Mar-Apr,Platelet use in pediatric oncology: a review of 393 transfusions.,169-73,"A total of 393 platelet transfusions, administered on the pediatric service at the M. D. Anderson Hospital and Tumor Institute between March, 1973, to December, 1974, were reviewed. Of these 64 were administered on indications of hemorrhage or surgery, while 324 were administered prophylactically. In only 33% was an adequate platelet rise seen, and in only 40% of those bleeding was the bleeding controlled. The primary factor precluding the success was the number of previously administered platelet transfusions. Infection, the use of random or single donors, and ABO matching had no effect on the outcome, but this was not accentuated in the bleeding patients. Surprisingly, transfusions in patients with leukemia resulted in greater success than transfusions in patients with solid tumors. The lower the platelet count prior to transfusion, the less likely the transfusion was to be successful.","['van Eys, J', 'Thomas, D', 'Olivos, B']","['van Eys J', 'Thomas D', 'Olivos B']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Transfusion,Transfusion,0417360,,IM,"['Blood Cell Count', '*Blood Transfusion', 'Child', 'Child, Preschool', 'Humans', 'Neoplasms/diagnosis/*therapy', '*Platelet Transfusion', 'Thrombocytopenia/therapy', 'Time Factors']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",['10.1046/j.1537-2995.1978.18278160579.x [doi]'],ppublish,Transfusion. 1978 Mar-Apr;18(2):169-73. doi: 10.1046/j.1537-2995.1978.18278160579.x.,,,,,,,,
644554,NLM,MEDLINE,19780612,20190727,0049-3848 (Print) 0049-3848 (Linking),12,1,1978 Jan,Two dimensional immunoelectrophoresis of antithrombin III during disseminated intravascular coagulation in acute leukemia.,191-6,,"['Rodeghiero, F', 'Barbui, T']","['Rodeghiero F', 'Barbui T']",['eng'],['Journal Article'],United States,Thromb Res,Thrombosis research,0326377,['0 (Antithrombins)'],IM,"['Acute Disease', 'Antithrombins/*metabolism', 'Disseminated Intravascular Coagulation/*diagnosis/metabolism', 'Humans', '*Immunoelectrophoresis', '*Immunoelectrophoresis, Two-Dimensional', 'Leukemia/*metabolism']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']","['0049-3848(78)90099-3 [pii]', '10.1016/0049-3848(78)90099-3 [doi]']",ppublish,Thromb Res. 1978 Jan;12(1):191-6. doi: 10.1016/0049-3848(78)90099-3.,,,,,,,,
644412,NLM,MEDLINE,19780628,20140912,0256-9574 (Print),53,2,1978 Jan 14,"Fanconi's anaemia, with special reference to erythrokinetic features.",43-50,"Serial haematological investigations were carried out in 5 patients with Fanconi's anaemia over periods of 6 months--11 years. All the patients were pancytopenic with a depression of the granulocytic and megakaryocytic elements of the bone marrow throughout the greater part of their illnesses. Erythropoietic acitvity was variable. The initial bone marrow examination revealed depressed erythroid function in 3 patients. The erythroid hypoplasia persisted in 2 of them, while in the third, erythroid activity increased with time, possibly as the result of therapy with oxymetholone. Erythroid hyperplasia was present in the remaining 2 patients, both at presentation and throughout the course of the illness. This could not be attributed to treatment in either patient. Six erythrokinetic studies were carried out in the 5 patients at variable intervals after the diagnosis had been made. In 2 studies erythroid activity was unequivocally depressed, while in a further 3 a significant, though probably suboptimal, erythroid marrow response was present. In the final study erythropoiesis was increased but was markedly ineffective in terms of the delivery of viable red cells into the circulation. In vivo counting suggested that some degree of ineffective erythropoiesis was also present in the other patients and studies with 51Cr indicated a shortened red cell survival in all subjects studied. In 2 of them significant splenic sequestration was present. Leukaemic transformation occurred in 2 patients. In 1 of them its development was heralded by the appearance of micromegakaryocytes in the bone marrow.","['Skikne, B S', 'Lynch, S R', 'Bezwoda, W R', 'Bothwell, T H', 'Bernstein, R', 'Katz, J', 'Kramer, S', 'Zucker, M']","['Skikne BS', 'Lynch SR', 'Bezwoda WR', 'Bothwell TH', 'Bernstein R', 'Katz J', 'Kramer S', 'Zucker M']",['eng'],"['Case Reports', 'Journal Article']",South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,['E1UOL152H7 (Iron)'],IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/*blood', 'Child', 'Chromosome Aberrations/complications', 'Chromosome Disorders', 'Erythrocyte Aging', 'Erythrocytes/*metabolism', 'Erythropoiesis', 'Fanconi Anemia/*blood/genetics/physiopathology', 'Female', 'Humans', 'Iron/*blood', 'Leukemia/etiology', 'Lymphocytes/cytology', 'Male']",1978/01/14 00:00,1978/01/14 00:01,['1978/01/14 00:00'],"['1978/01/14 00:00 [pubmed]', '1978/01/14 00:01 [medline]', '1978/01/14 00:00 [entrez]']",,ppublish,S Afr Med J. 1978 Jan 14;53(2):43-50.,,,,,,,,
644402,NLM,MEDLINE,19780612,20211203,0256-9574 (Print),53,1,1978 Jan 7,Myeloid leukaemoid reactions in South African Blacks.,14-6,"Myeloid leukaemoid reactions were observed in 18 Black adults and 20 Black children at Baragwanath Hospital, Johannesburg, during a 10-month period. This represented an incidence of 1,3/1 000 adult medical admissions and 3,7/1 000 paediatric medical admissions. During the same period the incidence of myeloid leukaemoid reactions in White children in Johannesburg and in Black and White children in Buffalo, NY, was less than 1/1 000 admissions. The reactions were associated with bacterial infections, neoplasms, hepatorenal failure, acute metabolic disorders and non-malignant blood dyscrasias. The mortality in adults was 55,6% and in children 35%. Sixty-five per cent of all deaths occurred within 24--48 hours of admission. Residual morbidity in survivors was common. The pattern of acute leukaemia in the same hospital population is predominantly myelocytic in both adults and children.","['Macdougall, L G', 'Strickwold, B']","['Macdougall LG', 'Strickwold B']",['eng'],['Journal Article'],South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,,IM,"['Adult', '*African Americans', 'Blacks', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemoid Reaction/*epidemiology/etiology/mortality', 'Male', 'South Africa']",1978/01/07 00:00,1978/01/07 00:01,['1978/01/07 00:00'],"['1978/01/07 00:00 [pubmed]', '1978/01/07 00:01 [medline]', '1978/01/07 00:00 [entrez]']",,ppublish,S Afr Med J. 1978 Jan 7;53(1):14-6.,,,,,,,,
643877,NLM,MEDLINE,19780612,20091111,0079-6085 (Print) 0079-6085 (Linking),14,,1978,Immunoprevention of leukemia in AKR mice by type-specific immune gamma globulin (IgG).,151-6,,"['Huebner, R J', 'Price, P J', 'Gilden, R V', 'Toni, R', 'Hill, R W', 'Fish, D C']","['Huebner RJ', 'Price PJ', 'Gilden RV', 'Toni R', 'Hill RW', 'Fish DC']",['eng'],['Journal Article'],Switzerland,Prog Biochem Pharmacol,Progress in biochemical pharmacology,0036761,['0 (Immunoglobulin G)'],IM,"['AKR murine leukemia virus/immunology', 'Animals', 'Antibody Specificity', 'Immunization', 'Immunoglobulin G/*therapeutic use', 'Leukemia/immunology/*prevention & control', 'Mice', 'Mice, Inbred AKR', 'Time Factors']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,Prog Biochem Pharmacol. 1978;14:151-6.,,,,,,,,
643719,NLM,MEDLINE,19780617,20131121,0032-3756 (Print) 0032-3756 (Linking),33,14,1978 Apr 3,"[Iron, copper and zinc in neoplastic proliferations of the reticulolymphatic system].",565-7,,"['Legutko, L']",['Legutko L'],['pol'],['Journal Article'],Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,"['789U1901C5 (Copper)', 'E1UOL152H7 (Iron)', 'J41CSQ7QDS (Zinc)']",IM,"['Copper/*blood', 'Humans', 'Iron/*blood', 'Leukemia/*blood', 'Lymphoma/*blood', 'Zinc/*blood']",1978/04/03 00:00,1978/04/03 00:01,['1978/04/03 00:00'],"['1978/04/03 00:00 [pubmed]', '1978/04/03 00:01 [medline]', '1978/04/03 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1978 Apr 3;33(14):565-7.,"Zelazo, miedz i cynk w rozrostach nowotworowych ukladu chlonno-siateczkowego.",,,,,,,
643705,NLM,MEDLINE,19780617,20080620,0032-3756 (Print) 0032-3756 (Linking),33,13,1978 Mar 27,"[Serum levels of immunoglobulins (IgG, IgA, IgM) in different clinical conditions in acute lymphoblastic leukemia in children].",495-8,,"['Zajaczkowski, J', 'Michalik, R']","['Zajaczkowski J', 'Michalik R']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,['0 (Immunoglobulins)'],IM,"['Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Humans', 'Immunoglobulins/*analysis', 'Leukemia, Lymphoid/*immunology', 'Recurrence', 'Remission, Spontaneous']",1978/03/27 00:00,1978/03/27 00:01,['1978/03/27 00:00'],"['1978/03/27 00:00 [pubmed]', '1978/03/27 00:01 [medline]', '1978/03/27 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1978 Mar 27;33(13):495-8.,"Poziom immunoglobulin (IgG, IgA, IgM) surowicy krwi w roznych stanach klinicznych ostrej bialaczki limfoblastycznej u dzieci.",,,,,,,
643697,NLM,MEDLINE,19780617,20131121,0032-3756 (Print) 0032-3756 (Linking),33,1,1978 Jan 2,[Usefulness of uric acid clearance determination in the evaluation of treatment of acute leukemia].,17-9,,"['Kordecki, H', 'Urasinski, I', 'Wojdyla, M']","['Kordecki H', 'Urasinski I', 'Wojdyla M']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,"['0 (Antineoplastic Agents)', '268B43MJ25 (Uric Acid)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/therapeutic use', 'Drug Evaluation', 'Female', 'Humans', 'Leukemia/drug therapy/*urine', 'Male', 'Middle Aged', 'Uric Acid/*urine']",1978/01/02 00:00,1978/01/02 00:01,['1978/01/02 00:00'],"['1978/01/02 00:00 [pubmed]', '1978/01/02 00:01 [medline]', '1978/01/02 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1978 Jan 2;33(1):17-9.,Przydatnosc oznaczania klirensu kwasu moczowego do oceny leczenia ostrej bialaczki.,,,,,,,
643620,NLM,MEDLINE,19780612,20190501,0305-1048 (Print) 0305-1048 (Linking),5,3,1978 Mar,Alterations in lysine transfer RNA during erythroid differentiation of the Friend cell.,851-9,"The proportion of lysine tRNA represented by the isoacceptor species lysine tRNA4 has previously been shown to be largest in cells with the greatest ability to proliferate. Using reverse phase chromatography (RPC-5), we have analyzed the changes in the relative quantities of lysine tRNA species which occur in different cellular states of the Friend cell, a transformed murine cell infected with Friend erythroleukemia virus complex. This cell undergoes erythroid differentiation when exposed to various chemicals. Lysine tRNA4 comprises 32% of the total lysine tRNA in rapidly dividing, uninduced Friend cells, but only 16% of the total lysine tRNA in uninducase. Friend cells undergoing erythroid differentiation divide more slowly than uninduced cells, and finally cease proliferation, but lysine tRNA4 becomes the major lysine tRNA species (greater than 50%). This does not appear to reflect erythroid properties of the cell, since the lysine tRNA of the mouse reticulocyte contains very little lysine tRNA4. The non-dividing erythroid Friend cell, therefore, represents an exception to the finding that non-dividing cells usually have little or no lysine tRNA4 present.","['Kleiman, L', 'Woodward-Jack, J', 'Cedergren, R J', 'Dion, R']","['Kleiman L', 'Woodward-Jack J', 'Cedergren RJ', 'Dion R']",['eng'],['Journal Article'],England,Nucleic Acids Res,Nucleic acids research,0411011,"['0 (RNA, Neoplasm)', '9014-25-9 (RNA, Transfer)', 'K3Z4F929H6 (Lysine)']",IM,"['Animals', 'Cell Differentiation', 'Cell Division', 'Cell Line', 'Friend murine leukemia virus', 'Leukemia, Experimental/*metabolism', 'Liver/metabolism', 'Lysine/*metabolism', 'Mice', 'RNA, Neoplasm/*metabolism', 'RNA, Transfer/*metabolism', 'Rats', 'Reticulocytes/metabolism']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",['10.1093/nar/5.3.851 [doi]'],ppublish,Nucleic Acids Res. 1978 Mar;5(3):851-9. doi: 10.1093/nar/5.3.851.,,PMC342028,,,,,,
643434,NLM,MEDLINE,19780612,20190516,0031-4005 (Print) 0031-4005 (Linking),61,3,1978 Mar,Some risk in varicella vaccine use.,504,,"['Takahashi, M']",['Takahashi M'],['eng'],['Letter'],United States,Pediatrics,Pediatrics,0376422,"['0 (Antineoplastic Agents)', '0 (Viral Vaccines)']",IM,"['Antineoplastic Agents/therapeutic use', 'Chickenpox/*prevention & control', 'Humans', 'Leukemia/*complications/drug therapy', 'Risk', '*Viral Vaccines']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",['10.1542/peds.61.3.504-a [doi]'],ppublish,Pediatrics. 1978 Mar;61(3):504. doi: 10.1542/peds.61.3.504-a.,,,,,,,,
643094,NLM,MEDLINE,19780612,20041117,0028-2162 (Print) 0028-2162 (Linking),122,12,1978 Mar 25,[Iatrogenic leukemia].,398-401,,"['Nieweg, H O']",['Nieweg HO'],['dut'],['Journal Article'],Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/*adverse effects/therapeutic use', 'Humans', 'Leukemia/*chemically induced', '*Leukemia, Radiation-Induced', 'Neoplasms/drug therapy/radiotherapy', 'Radiotherapy/*adverse effects', 'Risk']",1978/03/25 00:00,1978/03/25 00:01,['1978/03/25 00:00'],"['1978/03/25 00:00 [pubmed]', '1978/03/25 00:01 [medline]', '1978/03/25 00:00 [entrez]']",,ppublish,Ned Tijdschr Geneeskd. 1978 Mar 25;122(12):398-401.,Iatrogene leukemie.,,,,,,,
643091,NLM,MEDLINE,19780612,20041117,0028-2162 (Print) 0028-2162 (Linking),122,12,1978 Mar 25,[Treating and looking ahead. Acute leukemia following treatment of another malignant disease].,385-8,,"['Mulder, N H', 'Houwen, B']","['Mulder NH', 'Houwen B']",['dut'],['Journal Article'],Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Adult', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Female', 'Humans', 'Leukemia/*chemically induced', '*Leukemia, Radiation-Induced', 'Male', 'Middle Aged', 'Neoplasms/drug therapy/radiotherapy', 'Radiotherapy/*adverse effects']",1978/03/25 00:00,1978/03/25 00:01,['1978/03/25 00:00'],"['1978/03/25 00:00 [pubmed]', '1978/03/25 00:01 [medline]', '1978/03/25 00:00 [entrez]']",,ppublish,Ned Tijdschr Geneeskd. 1978 Mar 25;122(12):385-8.,Behandelen en vooruitzien. Acute leukemie na behandeling van een andere kwaadaardige ziekte.,,,,,,,
642793,NLM,MEDLINE,19780612,20190606,0025-7974 (Print) 0025-7974 (Linking),57,3,1978 May,Randomized trial of protected environment--prophylactic antibiotics in 145 adults with acute leukemia.,253-66,"One hundred and forty-five adults with acute leukemia were randomized to receive remission induction therapy in or out of a protected environment (PE) with prophylactic antibiotics orally (PA) or systemically (SA). Sixty-three patients were randomized in PE and 82 outside a PE. The proportion of patients who survived long enough to receive an adequate trial was higher in the PE (97%) than out (82%) (P = .01). The complete remission (CR) rate was 71% in and 43% out of the PE (P less than .01). Fifty-five patients received PA and 90 received SA. The CR rates were 61% and 45%, respectively. Of the 145 patients, 73 (50%) developed 102 episodes of major infections. Twenty-six of 63 patients in the PE developed major infection compared to 47 of 82 outside a PE (P = .08). The incidence rate of 13% fatal infections in a PE was significantly smaller than the 28% rate outside a PE (P = .04). The number of days with infections at less than 500 neutrophils/mm3 was also significantly lower inside a PE than outside (P less than .01). When comparing patients receiving SA or PA, there was no statistically significant difference in the incidence of infections. Forty-one patients received OAP Chemotherapy and 104 received adriamycin-OAP plus BCG. The CR rate on OAP was 44% compared with 60% on Ad-OAP + BCG. Infection rates were 76% and 40%, respectively (P less than .01). The median survival time was 72 weeks for patients in PE compared with 42 weeks for patients outside a PE (P less than .01). The prophylactic antibiotic regimens were well tolerated by most patients. This prospective randomized study has demonstrated statistically significant advantages for a lowered risk of fatal infection, higher CR rate and longer survival of patients treated in a PE with prophylactic antibiotics compared with patients treated in a conventional hospital room. Also, there was evidence for the superiority of adriamycin-OAP + BCG treatment compared with OAP.","['Rodriguez, V', 'Bodey, G P', 'Freireich, E J', 'McCredie, K B', 'Gutterman, J U', 'Keating, M J', 'Smith, T L', 'Gehan, E A']","['Rodriguez V', 'Bodey GP', 'Freireich EJ', 'McCredie KB', 'Gutterman JU', 'Keating MJ', 'Smith TL', 'Gehan EA']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Medicine (Baltimore),Medicine,2985248R,"['0 (Anti-Bacterial Agents)', '0 (Antineoplastic Agents)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Anti-Bacterial Agents/administration & dosage/adverse effects/*therapeutic use', 'Antineoplastic Agents/administration & dosage/therapeutic use', 'Bacterial Infections/etiology/*prevention & control', 'Drug Therapy, Combination', 'Environment, Controlled', 'Humans', 'Leukemia/*complications/drug therapy/mortality', 'Middle Aged', 'Prognosis', 'Remission, Spontaneous', 'Time Factors']",1978/05/01 00:00,1978/05/01 00:01,['1978/05/01 00:00'],"['1978/05/01 00:00 [pubmed]', '1978/05/01 00:01 [medline]', '1978/05/01 00:00 [entrez]']",['10.1097/00005792-197805000-00005 [doi]'],ppublish,Medicine (Baltimore). 1978 May;57(3):253-66. doi: 10.1097/00005792-197805000-00005.,,,,,,,,
642641,NLM,MEDLINE,19780628,20041117,0023-7205 (Print) 0023-7205 (Linking),75,13,1978 Mar 29,[Leukemic reticuloendotheliosis. Survey and presentation of 10 cases].,1305-8,,"['Enestrom, S', 'Manson, J C', 'Vikrot, O']","['Enestrom S', 'Manson JC', 'Vikrot O']",['swe'],['Journal Article'],Sweden,Lakartidningen,Lakartidningen,0027707,,IM,"['Adult', 'Diagnosis, Differential', 'Humans', '*Leukemia, Hairy Cell/diagnosis/pathology/therapy', 'Male', 'Middle Aged', 'Prognosis']",1978/03/29 00:00,1978/03/29 00:01,['1978/03/29 00:00'],"['1978/03/29 00:00 [pubmed]', '1978/03/29 00:01 [medline]', '1978/03/29 00:00 [entrez]']",,ppublish,Lakartidningen. 1978 Mar 29;75(13):1305-8.,Leukemisk retikuloendotelios. Oversikt och presentation av tio fall.,,,,,,,
642516,NLM,MEDLINE,19780617,20190819,0022-4790 (Print) 0022-4790 (Linking),10,2,1978,Antitumor tests of amygdalin in transplantable animal tumor systems.,81-8,"Except for oral administration, there was no grossly observed toxicity from carefully administered high doses of amygdalin in the experimental systems used. The compound in high doses was ineffective against the DMBA-induced rat mammary carcinoma and the following transplanted experimental tumors: Sarcoma 180, plasma cell tumor LPC-1, leukemia L1210, Mecca lymphosarcoma, Ridgway osteogenic sarcoma, sarcoma T241, mammary carcinoma E0771, Taper liver tumor, Ehrlich carcinoma (solid and ascites), and Walker carcinosarcoma 256. Amygdalin did not noticeably influence the toxicity or impair the efficacy of these chemotherapeutic agents in their respective systems: Cytosine arabinoside, methotrexate, cytoxan, or 5-fluorouracil in L1210; the latter two in LPC-1; 6-mercaptopurine in Ridgway osteogenic sarcoma; estradiol-17beta or 2alpha-methyldihydrotestosterone propionate in the DMBA-induced rat mammary carcinoma.","['Stock, C C', 'Tarnowski, G S', 'Schmid, F A', 'Hutchison, D J', 'Teller, M N']","['Stock CC', 'Tarnowski GS', 'Schmid FA', 'Hutchison DJ', 'Teller MN']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Surg Oncol,Journal of surgical oncology,0222643,"['0 (Antineoplastic Agents)', '0 (Nitriles)', '214UUQ9N0H (Amygdalin)']",IM,"['Amygdalin/administration & dosage/*therapeutic use', 'Animals', 'Antineoplastic Agents/pharmacology', 'Drug Evaluation, Preclinical', 'Drug Interactions', 'Drug Therapy, Combination', 'Leukemia L1210/drug therapy', 'Mammary Neoplasms, Experimental/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Nitriles/*therapeutic use', 'Plasmacytoma/drug therapy', 'Rats', 'Sarcoma, Experimental/drug therapy']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",['10.1002/jso.2930100202 [doi]'],ppublish,J Surg Oncol. 1978;10(2):81-8. doi: 10.1002/jso.2930100202.,,,,,,,,
642404,NLM,MEDLINE,19780612,20190711,0023-2173 (Print) 0023-2173 (Linking),56,6,1978 Mar 15,Alkaline phosphatase and tartrate resistant acid phosphatase activity in cells of prolymphocytic leukemia.,313-4,"In a typical case of prolymphocytic leukemia, blood smears and lymph node imprints have been investigated cytologically and cytochemically. It could be shown that many leukemic cells in both blood smears and lymph node imprints contained tartrate resistant acid phosphatase activity. Furthermore, the lymph node imprints disclosed many cells with a positive alkaline phosphatase reaction. Such a reaction hitherto has not been described in malignant cells of lymphoproliferative diseases. The cytochemical results underline that prolymphocytic leukemia indeed is a separate entity which can be differentiated from hairy cell leukemia and chronic lymphatic leukemia not only morphologically but also cytochemically. In addition, the case shows that leukemic blood cells are not inevitably identical with those occurring in organ infiltrates.","['Leder, L D']",['Leder LD'],['eng'],['Journal Article'],Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,"['0 (Tartrates)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/*metabolism', 'Aged', 'Alkaline Phosphatase/metabolism', 'Female', 'Humans', 'Leukemia, Lymphoid/*blood', 'Lymph Nodes/cytology', 'Lymphocytes/*enzymology', 'Tartrates']",1978/03/15 00:00,1978/03/15 00:01,['1978/03/15 00:00'],"['1978/03/15 00:00 [pubmed]', '1978/03/15 00:01 [medline]', '1978/03/15 00:00 [entrez]']",['10.1007/BF01489180 [doi]'],ppublish,Klin Wochenschr. 1978 Mar 15;56(6):313-4. doi: 10.1007/BF01489180.,,,,,,,,
642399,NLM,MEDLINE,19780612,20190711,0023-2173 (Print) 0023-2173 (Linking),56,6,1978 Mar 15,Purine nucleotide synthesis in normal and leukemic blood cells.,275-83,"The present study was undertaken to obtain more precise information about the purine biosynthetic pathway in human blood cells. 5'phosphoribosyl-l-pyrophosphate (PP-ribose-P) amidotransferase was found in cell-free extracts from all leukemic cells and normal lymphocytes and therefore these cells could synthesize the first intermediate of the purine-de-novo-synthesis. Normal leucocytes, erythrocytes and bone marrow cells lack this enzyme system and have an absolute requirement for externally supplied purines via salvage pathway. Leukemic blast cells show different enzyme activities independent of their cell count. Kinetic studies with the crude enzymes showed sigmoidal substrate velocity curves for PP-ribose-P, whereas glutamine shows hyperbolic kinetics. The leukemic cell enzymes from all four donor types (ALL, CLL, AML and CML) are rapidly saturated with low concentrations of PP-ribose-P and less inhibited by the physiological feedback inhibitor, adenosine 5'monophosphate. The crude enzymes of normal spleen lymphocytes and leukemic cells were further purified (10 to 15-fold) and substrate velocity curves for PP-ribose-P and glutamine show now hyperbolic kinetics and double reciprocal plots were linear with and apparent Km for PP-ribose-P of 0.14 mM and for glutamine 2.0 mM. In the presence of different concentrations of AMP, the PP-ribose-P substrate velocity plot changed from a hyperbolic to a sigmoidal curve; no difference in the degree of the inhibition between both partially purified enzymes (normal spleen lymphocytes and leukemic cells from all four donor types) could now be observed.","['Becher, H', 'Weber, M', 'Lohr, G W']","['Becher H', 'Weber M', 'Lohr GW']",['eng'],['Journal Article'],Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,"['0 (Blood Proteins)', '0 (Purine Nucleotides)', '415SHH325A (Adenosine Monophosphate)', '7540-64-9 (Phosphoribosyl Pyrophosphate)', 'EC 2.4.2.14 (Amidophosphoribosyltransferase)']",IM,"['Adenosine Monophosphate/pharmacology', 'Amidophosphoribosyltransferase/biosynthesis', 'Blood Cells/*metabolism', 'Blood Proteins/analysis', 'Erythrocytes/metabolism', 'Humans', 'Leukemia/*blood', 'Lymphocytes/metabolism', 'Phosphoribosyl Pyrophosphate/blood', 'Purine Nucleotides/*biosynthesis', 'Spleen/cytology']",1978/03/15 00:00,1978/03/15 00:01,['1978/03/15 00:00'],"['1978/03/15 00:00 [pubmed]', '1978/03/15 00:01 [medline]', '1978/03/15 00:00 [entrez]']",['10.1007/BF01489173 [doi]'],ppublish,Klin Wochenschr. 1978 Mar 15;56(6):275-83. doi: 10.1007/BF01489173.,,,,,,,,
642142,NLM,MEDLINE,19780617,20190630,0098-7484 (Print) 0098-7484 (Linking),239,19,1978 May 12,The safety of X-ray examination of radioisotope scan.,2031-2,,"['Swartz, H M', 'Reichling, B A']","['Swartz HM', 'Reichling BA']",['eng'],['Journal Article'],United States,JAMA,JAMA,7501160,,IM,"['Adult', 'Animals', 'Child', 'Female', 'Gonads/radiation effects', 'Humans', 'Leukemia, Radiation-Induced/etiology', 'Male', 'Mutation/radiation effects', 'Neoplasms, Radiation-Induced/*etiology', 'Pregnancy', 'Radiation Dosage', 'Radiography/*adverse effects', 'Radionuclide Imaging/*adverse effects', 'Radiotherapy/adverse effects', 'Risk']",1978/05/12 00:00,1978/05/12 00:01,['1978/05/12 00:00'],"['1978/05/12 00:00 [pubmed]', '1978/05/12 00:01 [medline]', '1978/05/12 00:00 [entrez]']",['10.1001/jama.239.19.2031 [doi]'],ppublish,JAMA. 1978 May 12;239(19):2031-2. doi: 10.1001/jama.239.19.2031.,,,,,,,,
642128,NLM,MEDLINE,19780617,20190630,0098-7484 (Print) 0098-7484 (Linking),239,19,1978 May 12,Leukemic cell fragments mimicking platelets.,1959-60,,"['Chen, J H', 'Distenfeld, A']","['Chen JH', 'Distenfeld A']",['eng'],"['Case Reports', 'Letter']",United States,JAMA,JAMA,7501160,,IM,"['Blood Cell Count', '*Blood Platelets/pathology', 'Humans', 'Leukemia/*blood/pathology', 'Male', 'Middle Aged']",1978/05/12 00:00,1978/05/12 00:01,['1978/05/12 00:00'],"['1978/05/12 00:00 [pubmed]', '1978/05/12 00:01 [medline]', '1978/05/12 00:00 [entrez]']",['10.1001/jama.1978.03280460027010 [doi]'],ppublish,JAMA. 1978 May 12;239(19):1959-60. doi: 10.1001/jama.1978.03280460027010.,,,,,,,,
