PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,PMC,CON,EIN,CIN,SI,RIN,LID,RF,PS,FPS
2751384,NLM,MEDLINE,19890821,20201209,0235-2990 (Print) 0235-2990 (Linking),34,4,1989 Apr,[In vitro and in vivo studies of RNAse of Bacillus intermedius].,266-70,Cytotoxicity of RNAase from Bacillus intermedius was studied in vitro and in vivo. It was shown that the enzyme had slightly pronounced cytotoxicity according to the tests with inhibition of cell proliferation and biosynthesis of cell nucleic acids. The RNAase was also shown to impair the vital staining by neutral red. The efficiency of the impairment much more depended on the enzyme catalytic activity than on the proliferation and biosynthesis of nucleic acids. In vivo toxicity of RNAase from B. intermedius was 3-5 times higher than that of pancreatic RNAase. Possible mechanisms of the different toxicity of the enzymes are discussed.,"['Kurinenko, B M', 'Sergeeva, E V', 'Sobchuk, L I', 'Bulgakova, R Sh', 'Khaibullina, S A']","['Kurinenko BM', 'Sergeeva EV', 'Sobchuk LI', 'Bulgakova RSh', 'Khaibullina SA']",,['rus'],"['Comparative Study', 'Journal Article']",Russia (Federation),Antibiot Khimioter,Antibiotiki i khimioterapiia = Antibiotics and chemoterapy [sic],8803688,"['0 (Antineoplastic Agents)', '0 (Culture Media)', 'EC 3.1.- (Ribonucleases)', 'EC 3.1.27.- (ribonuclease B)', 'EC 3.1.27.5 (Ribonuclease, Pancreatic)']",IM,"['Amnion/pathology', 'Animals', 'Antineoplastic Agents', 'Bacillus/*enzymology', 'Cell Division/drug effects', 'Culture Media', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'In Vitro Techniques', 'Leukemia, Experimental/pathology', 'Leukemia, Lymphoid/pathology', 'Mice', 'Ovarian Neoplasms/pathology', 'Ribonuclease, Pancreatic/pharmacology/*toxicity', 'Ribonucleases/administration & dosage/pharmacology/*toxicity']",1989/04/01 00:00,1989/04/01 00:01,['1989/04/01 00:00'],"['1989/04/01 00:00 [pubmed]', '1989/04/01 00:01 [medline]', '1989/04/01 00:00 [entrez]']",,ppublish,Antibiot Khimioter. 1989 Apr;34(4):266-70.,,Izuchenie toksichnosti RNKazy Bacillus intermedius in vitro i in vivo.,,,,,,,,,,
2751378,NLM,MEDLINE,19890815,20161020,0235-2990 (Print) 0235-2990 (Linking),34,3,1989 Mar,[Screening of antineoplastic antibiotics using a rapid method of evaluating their cytostatic effect on tumor cells].,213-5,The study was aimed at development of a rapid method for estimating in vitro cytostatic action of antitumor antibiotics on the basis of intensity of inclusion of labeled precursors into nucleic acids of tumor cells which should be useful in primary screening of antibiotics with potential antitumor activity. The method was applied to substances isolated from 600 cultures of actinomycetes. 35 antibiotics showed antitumor activity; 8 of them were studied in detail. They proved to be novel antibiotics having antitumor activity in animals.,"['Volkolupova, O P', 'Makukho, L V']","['Volkolupova OP', 'Makukho LV']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Antibiot Khimioter,Antibiotiki i khimioterapiia = Antibiotics and chemoterapy [sic],8803688,"['0 (Anti-Bacterial Agents)', '0 (Culture Media)']",IM,"['Animals', 'Anti-Bacterial Agents/*therapeutic use', 'Carcinoma, Ehrlich Tumor/*drug therapy/pathology', 'Culture Media', 'Drug Screening Assays, Antitumor/methods', 'In Vitro Techniques', 'Leukemia, Experimental/*drug therapy/pathology', 'Leukemia, Lymphoid/*drug therapy/pathology', 'Lymphoma, Non-Hodgkin/*drug therapy/pathology', 'Mice', 'Sarcoma, Experimental/*drug therapy/pathology']",1989/03/01 00:00,1989/03/01 00:01,['1989/03/01 00:00'],"['1989/03/01 00:00 [pubmed]', '1989/03/01 00:01 [medline]', '1989/03/01 00:00 [entrez]']",,ppublish,Antibiot Khimioter. 1989 Mar;34(3):213-5.,,Otbor protivoopukholevykh antibiotikov s ispol'zovaniem ekspress-metoda otsenki ikh tsitostaticheskogo deistviia na opukholevye kletki.,,,,,,,,,,
2751350,NLM,MEDLINE,19890823,20161219,0003-9896 (Print) 0003-9896 (Linking),44,3,1989 May-Jun,Mortality among United States Coast Guard marine inspectors.,150-6,"Work history records and fitness reports were obtained for 1,767 marine inspectors of the U.S. Coast Guard between 1942 and 1970 and for a comparison group of 1,914 officers who had never been marine inspectors. Potential exposure to chemicals was assessed by one of the authors (RP), who is knowledgeable about marine inspection duties. Marine inspectors and noninspectors had a deficit in overall mortality compared to that expected from the general U.S. population (standardized mortality ratios [SMRs = 79 and 63, respectively]). Deficits occurred for most major causes of death, including infectious and parasitic diseases, digestive and urinary systems, and accidents. Marine inspectors had excesses of cirrhosis of the liver (SMR = 136) and motor vehicle accidents (SMR = 107), and cancers of the lymphatic and hematopoietic system (SMR = 157), whereas noninspectors had deficits for these causes of death. Comparison of mortality rates directly adjusted to the age distribution of the inspectors and noninspectors combined also demonstrated that mortality for these causes of death was greater among inspectors than noninspectors (directly adjusted ratio ratios of 190, 145, and 198) for cirrhosis of the liver, motor vehicle accidents, and lymphatic and hematopoietic system cancer, respectively. The SMRs rose with increasing probability of exposure to chemicals for motor vehicle accidents, cirrhosis of the liver, liver cancer, and leukemia, which suggests that contact with chemicals during inspection of merchant vessels may be involved in the development of these diseases among marine inspectors.","['Blair, A', 'Haas, T', 'Prosser, R', 'Morrissette, M', 'Blackman, K', 'Grauman, D', 'van Dusen, P', 'Moran, F']","['Blair A', 'Haas T', 'Prosser R', 'Morrissette M', 'Blackman K', 'Grauman D', 'van Dusen P', 'Moran F']","['Epidemiology and Biostatistics Program, National Cancer Institute, Bethesda, Maryland.']",['eng'],['Journal Article'],United States,Arch Environ Health,Archives of environmental health,0212627,,IM,"['Accidents, Traffic/mortality', 'Adult', '*Cause of Death', '*Environmental Exposure', 'Humans', 'Liver Cirrhosis/mortality', 'Liver Neoplasms/mortality', 'Male', 'Middle Aged', '*Mortality', 'Myeloproliferative Disorders/mortality', 'Ships']",1989/05/01 00:00,1989/05/01 00:01,['1989/05/01 00:00'],"['1989/05/01 00:00 [pubmed]', '1989/05/01 00:01 [medline]', '1989/05/01 00:00 [entrez]']",['10.1080/00039896.1989.9935879 [doi]'],ppublish,Arch Environ Health. 1989 May-Jun;44(3):150-6. doi: 10.1080/00039896.1989.9935879.,,,,,,,,,,,,
2751339,NLM,MEDLINE,19890818,20190501,1468-2044 (Electronic) 0003-9888 (Linking),64,4,1989 Apr,Thyroid function in children after treatment for acute lymphoblastic leukaemia.,631,,"['Carter, E P', 'Leiper, A D', 'Chessells, J M', 'Hurst, A']","['Carter EP', 'Leiper AD', 'Chessells JM', 'Hurst A']",,['eng'],['Letter'],England,Arch Dis Child,Archives of disease in childhood,0372434,['9002-71-5 (Thyrotropin)'],IM,"['Child', 'Child, Preschool', 'Female', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*radiotherapy', 'Thyroid Gland/*radiation effects', 'Thyrotropin/blood']",1989/04/01 00:00,1989/04/01 00:01,['1989/04/01 00:00'],"['1989/04/01 00:00 [pubmed]', '1989/04/01 00:01 [medline]', '1989/04/01 00:00 [entrez]']",['10.1136/adc.64.4.631 [doi]'],ppublish,Arch Dis Child. 1989 Apr;64(4):631. doi: 10.1136/adc.64.4.631.,,,PMC1791949,,,,,,,,,
2751321,NLM,MEDLINE,19890814,20131121,0385-0684 (Print) 0385-0684 (Linking),16,7,1989 Jul,[An aged patient with acute myelogenous leukemia complicated with liver cirrhosis: successful treatment with low-dose cytosine arabinoside].,2441-4,"A 76-year-old woman, who had suffered from liver cirrhosis, was referred to our hospital because of pancytopenia. Her peripheral leukocyte count was 2,500/microliters with 43% myeloblasts, hemoglobin at 9.0 g/dl and platelet count of 0.9 x 10(4)/microliters. Aspirate from bone marrow showed hypercellular marrow with 52% myeloblasts. No chromosomal abnormality was detected. She was diagnosed as acute myelogenous leukemia (AML, M2). The diagnosis of liver cirrhosis was confirmed by laboratory data and findings of abdominal sonography. Moreover, she had valvular aortic stenosis. These complications made it difficult to treat her with combined chemotherapy containing anthracycline antibiotics, so she was given a small dose of cytosine arabinoside (Ara-C, 10 mg/body/12 hr) for 18 days. After severe myelosuppression, complete remission was achieved. The highest serum concentration of Ara-C was obtained at 15 min after subcutaneous injection of Ara-C; thereafter the Ara-C concentration decreased immediately within 60 min in a pattern similar to that observed in patients without liver cirrhosis. Thus, low-dose Ara-C regimen might be a useful treatment for aged patients with AML, even complicated with liver cirrhosis.","['Saigo, K', 'Ozaki, S', 'Ueda, K', 'Ryo, R', 'Tatsumi, E', 'Yamaguchi, N']","['Saigo K', 'Ozaki S', 'Ueda K', 'Ryo R', 'Tatsumi E', 'Yamaguchi N']","['Section of Internal Medicine, Kobe Kyodo Hospital.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,['04079A1RDZ (Cytarabine)'],IM,"['Aged', 'Cytarabine/*administration & dosage', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/complications/*drug therapy', 'Liver Cirrhosis/*complications', 'Remission Induction']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1989 Jul;16(7):2441-4.,,,,,,,,,,,,
2751314,NLM,MEDLINE,19890814,20151119,0385-0684 (Print) 0385-0684 (Linking),16,7,1989 Jul,[Analysis of DNA aneuploidy as a tumor marker].,2329-37,"Cellular DNA content was determined by flow cytometry for 185 adult cases with various types of leukemia. DNA aneuploidies (DA) were detected in 50 of 185 patients (27%). Incidences of DA in subtypes of leukemia were as follows: 26% in acute lymphocytic leukemia (ALL), 17% in acute non-lymphocytic leukemia (ANLL), 28% in chronic myelocytic leukemia in blastic crisis (CML-BC), 6% in chronic lymphocytic leukemia and 55% in adult T-cell leukemia (ATL). Among subtypes, the incidence in ATL was significantly high (p less than 0.01), which suggested the special entity of this disease. No differences of incidence were found between male and female patients. DNA index (DI) ranged between 0.913 and 2.042, and the mean value was 1.144. Hypodiploid clones were detected in two cases (4%) and the rest of cases all showed hyperdiploid clones. Also only in two cases (4%), two abnormal DNA stemlines were detected, which suggested the low incidence of heterogeneous population in leukemic cells. In a few cases , whom we were able to follow up the clinical course, we could detect the early relapse in advance to morphological diagnosis and identify the ""recruitment"" of leukemic cells with the use of DA as a tumor marker. With regards to the prognosis of patients, DA was found to be useful as an unfavorable prognostic factor in ANLL (p less than 0.01) as well as in CML-BC (0.05). These data showed a clinical usefulness of flow cytometric analysis of DNA aneuploidy as a tumor marker. Moreover, based on our results, the usefulness of flow cytometric analysis of DA was discussed, with reference to current studies on leukemias and solid tumors.","['Takamoto, S']",['Takamoto S'],"['Dept. of Blood Transfusion, Tokyo Metropolitan Komagome Hospital.']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['0 (Biomarkers, Tumor)', '0 (DNA, Neoplasm)']",IM,"['Aneuploidy', 'Biomarkers, Tumor/*analysis', 'Blast Crisis', 'DNA, Neoplasm/*analysis', '*Flow Cytometry', 'Humans', 'Leukemia/*diagnosis', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Leukemia, T-Cell/diagnosis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis', 'Prognosis']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1989 Jul;16(7):2329-37.,,,,,,,,,,,,
2751273,NLM,MEDLINE,19890816,20141120,0250-7005 (Print) 0250-7005 (Linking),9,2,1989 Mar-Apr,Expression of proliferation and differentiation antigens in response to modulation of membrane fluidity in chronic lymphocytic leukemia lymphocytes.,501-6,"Isolated lymphocytes from patients with chronic lymphocytic leukemia (CLL) and from healthy controls were investigated for cell membrane fluidity and lipid phase separation. Expression of surface immunoglobulins, OKB7 and HLA-DR antigen, transferrin and interleukin-2 receptor was determined in relation to modulation of membrane lipid composition in each individual case. Structural and functional changes of membrane lipids and impaired lipid-protein interactions could be demonstrated in CLL lymphocytes. However, there is no simple correlation of membrane fluidity and receptor expression. This interaction poses a complex physicochemical problem, which must consider the original structural and functional state of the lipid bilayer. Disturded lipid-protein interactions are discussed in terms of defective transmembrane signalling and cell-cell interaction, allowing uncoupling of the leukemic cell from the network of growth and differentiation factors.","['Daefler, S', 'Krueger, G R']","['Daefler S', 'Krueger GR']","['Immunopathology Section, University of Cologne, FRG.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Antigens, Differentiation)', '0 (Antigens, Neoplasm)', '0 (Cholesterol Esters)', '0 (HLA-DR Antigens)', '0 (Phosphatidylcholines)', '0 (Receptors, Antigen, B-Cell)', '0 (Receptors, Transferrin)']",IM,"['Antigens, Differentiation/*analysis', 'Antigens, Neoplasm/*analysis', 'Cholesterol Esters/pharmacology', 'Fluorescence Polarization', 'HLA-DR Antigens/analysis', 'Humans', 'In Vitro Techniques', 'Leukemia, Lymphocytic, Chronic, B-Cell/*immunology/physiopathology', 'Membrane Fluidity/drug effects', 'Phosphatidylcholines/pharmacology', 'Receptors, Antigen, B-Cell/analysis', 'Receptors, Transferrin/analysis']",1989/03/01 00:00,1989/03/01 00:01,['1989/03/01 00:00'],"['1989/03/01 00:00 [pubmed]', '1989/03/01 00:01 [medline]', '1989/03/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1989 Mar-Apr;9(2):501-6.,,,,,,,,,,,,
2751244,NLM,MEDLINE,19890814,20071115,0003-3995 (Print) 0003-3995 (Linking),32,1,1989,Cytogenetic studies in 30 patients with Burkitt's lymphoma or L3 acute lymphoblastic leukemia with special reference to additional chromosome abnormalities.,26-32,"We performed cytogenetic analysis in 23 consecutive patients with Burkitt's ALL and 7 patients with Burkitt's lymphoma. Only one patient had a normal karyotype. Twenty-seven patients had a (8;14) translocation and 2 a (2;8) translocation. No (8;22) translocation was seen. In 12 patients (41%), the t(8;14) was the only chromosome rearrangement whereas in the 18 remaining cases (59%), the t(8;14) or t(2;8) was associated with other numerical or structural abnormalities. Chromosomes 1, 7 and 6 were rearranged in 10, 8, and 5 patients, respectively, usually in translocations, duplications, deletions (chromosome 6), or isochromosome of the long arm (chromosomes 1 or 7). The incidence of these additional rearrangements is discussed with regard to previously published reports and the chromosome localization of oncogenes.","['Lai, J L', 'Fenaux, P', 'Zandecki, M', 'Nelken, B', 'Huart, J J', 'Deminatti, M']","['Lai JL', 'Fenaux P', 'Zandecki M', 'Nelken B', 'Huart JJ', 'Deminatti M']","['Service de Genetique, Faculte de Medecine, Lille, France.']",['eng'],['Journal Article'],Netherlands,Ann Genet,Annales de genetique,0370562,,IM,"['Burkitt Lymphoma/*genetics', 'Chromosome Aberrations/*pathology', 'Chromosome Banding', 'Chromosome Disorders', 'Chromosomes, Human, Pair 1/ultrastructure', 'Chromosomes, Human, Pair 14/ultrastructure', 'Chromosomes, Human, Pair 6/ultrastructure', 'Chromosomes, Human, Pair 7/ultrastructure', 'Chromosomes, Human, Pair 8/ultrastructure', 'Humans']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Ann Genet. 1989;32(1):26-32.,,,,,,,,,,,,
2751072,NLM,MEDLINE,19890825,20071115,0192-8562 (Print) 0192-8562 (Linking),11,2,1989 Summer,A lineage switch in acute monocytic leukemia. A case report.,162-6,"A case of congenital monocytic leukemia that underwent a lineage switch to acute lymphocytic leukemia (ALL) is described. The original leukemia had typical monocytic features, as evidenced by morphology (FAB M5), cytochemistry (nonspecific esterase) and immunophenotype (My4 positive). Cytogenetic study showed a pseudodiploid clone t(9;11)(p22;q21) that could be interpreted as a variant of the t(9;11)(p22;q23) reported in patients with the M5 type of leukemia. After successful remission induction with single-agent chemotherapy (VM-26) and subsequent sustained remission for 12 months with alternating VM-26 and VP-16-213, lineage switch to ALL (FAB L1) occurred. The presence of both lymphoid and myeloid markers on leukemic cells at lineage switch suggested the biphenotypic character of the patient's ALL. Our observation indicates that a lineage switch can occur from monocytic leukemia to ALL, although most of the cases previously reported have been in the reverse direction. This case emphasizes again the need to carry out careful and comprehensive marker studies to gain insight into the possible prognostic significance and the application of appropriate therapy.","['Shimizu, H', 'Culbert, S J', 'Cork, A', 'Iacuone, J J']","['Shimizu H', 'Culbert SJ', 'Cork A', 'Iacuone JJ']","['Department of Pediatrics, University of Texas M.D. Anderson Hospital Cancer Center, Houston 77030.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Pediatr Hematol Oncol,The American journal of pediatric hematology/oncology,7908071,,IM,"['Bone Marrow/pathology', 'Cell Line, Transformed', 'Female', 'Humans', 'Infant, Newborn', 'Leukemia, Monocytic, Acute/congenital/*genetics/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/pathology', '*Translocation, Genetic']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Am J Pediatr Hematol Oncol. 1989 Summer;11(2):162-6.,,,,,,,,,,,,
2751071,NLM,MEDLINE,19890825,20061115,0192-8562 (Print) 0192-8562 (Linking),11,2,1989 Summer,School performance and psychological adjustment of children treated for leukemia. A long-term follow-up.,146-52,"This paper describes a long-term follow-up study in which the prevalence of emotional/behavioral problems in a group of 32 children and adolescents treated for leukemia is compared with both their siblings and a matched control group drawn from the general population. The performance of the groups at school and in social activities is also compared. Separate reports on the children were obtained from parents, teachers, and the children themselves using Child Behavior Checklist Lists (CBCLs). In general, there are now fewer differences between the leukemic group and the sibling and control groups than in a previous assessment; however, all of the informants consistently report that children treated for leukemia are still performing significantly worse at school than the matched control group. Possible causes for the continuing poor school performance of the children treated for leukemia are discussed.","['Sawyer, M G', 'Toogood, I', 'Rice, M', 'Haskell, C', 'Baghurst, P']","['Sawyer MG', 'Toogood I', 'Rice M', 'Haskell C', 'Baghurst P']","[""Evaluation Unit, Child and Adolescent Mental Health Service, Adelaide Children's Hospital, Australia.""]",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Pediatr Hematol Oncol,The American journal of pediatric hematology/oncology,7908071,,IM,"['*Achievement', '*Adaptation, Psychological', 'Adolescent', 'Central Nervous System/radiation effects', 'Child', 'Child Behavior Disorders/etiology', 'Child, Preschool', '*Educational Measurement', 'Family', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia/*psychology/therapy', 'Male', 'Schools']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Am J Pediatr Hematol Oncol. 1989 Summer;11(2):146-52.,,,,,,,,,,,,
