PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,GR,RN,SI,PMC,AD,TT,CIN,EIN,OID
2981438,NLM,MEDLINE,19850215,20190618,0036-8075 (Print) 0036-8075 (Linking),227,4686,1985 Feb 1,Characterization of long terminal repeat sequences of HTLV-III.,538-40,"['Starcich, B', 'Ratner, L', 'Josephs, S F', 'Okamoto, T', 'Gallo, R C', 'Wong-Staal, F']","['Starcich B', 'Ratner L', 'Josephs SF', 'Okamoto T', 'Gallo RC', 'Wong-Staal F']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Biological Evolution', 'DNA', 'DNA, Viral', 'Deltaretrovirus/*genetics', '*Genes, Viral', 'Humans', 'Interferon-gamma/genetics', 'Interleukin-2/genetics', 'Leukemia Virus, Bovine/genetics', 'Operon', 'RNA, Viral', '*Repetitive Sequences, Nucleic Acid', 'Retroviridae/genetics', 'Transcription, Genetic']",,1985/02/01 00:00,1985/02/01 00:01,['1985/02/01 00:00'],"['1985/02/01 00:00 [pubmed]', '1985/02/01 00:01 [medline]', '1985/02/01 00:00 [entrez]']",['10.1126/science.2981438 [doi]'],ppublish,Science. 1985 Feb 1;227(4686):538-40. doi: 10.1126/science.2981438.,"The nucleotide sequence of the long terminal repeat sequence (LTR) of the human T-cell leukemia (lymphotropic) virus type III (HTLV-III) was determined. This virus is associated etiologically with the acquired immune deficiency syndrome. The LTR was found to be 634 base pairs in length with U3, R, and U5 regions of 453, 98, and 83 bp, respectively. The proviral DNA is flanked by a 7-base-pair direct repeat. The promoter and polyadenylation signals are situated 27 and 24 base pairs upstream from the respective transcriptional initiation and polyadenylation sites. The primer binding site is complementary to transfer RNA-lysine. The LTR of HTLV-III, like that of HTLV-I, showed a limited homology to enhancer-like sequences within two genes expressed specifically in T lymphocytes, T-cell growth factor, and gamma-interferon. Structural comparisons revealed that the LTR of HTLV-III is distantly related to those of HTLV-I, HTLV-II, and bovine leukemia virus.",,"['0 (DNA, Viral)', '0 (Interleukin-2)', '0 (RNA, Viral)', '82115-62-6 (Interferon-gamma)', '9007-49-2 (DNA)']",['GENBANK/K03455'],,,,,,
2981432,NLM,MEDLINE,19850206,20190618,0036-8075 (Print) 0036-8075 (Linking),227,4684,1985 Jan 18,Trans activation of the bovine leukemia virus long terminal repeat in BLV-infected cells.,320-2,"['Rosen, C A', 'Sodroski, J G', 'Kettman, R', 'Burny, A', 'Haseltine, W A']","['Rosen CA', 'Sodroski JG', 'Kettman R', 'Burny A', 'Haseltine WA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Animals', 'Cell Transformation, Viral', 'Chiroptera', 'Deltaretrovirus/genetics', 'Genes, Regulator', 'Humans', 'Leukemia Virus, Bovine/*genetics', 'Mice', 'RNA, Viral/*genetics', '*Repetitive Sequences, Nucleic Acid', 'Retroviridae/*genetics', 'Sheep', 'Transcription, Genetic', '*Virus Activation']",,1985/01/18 00:00,1985/01/18 00:01,['1985/01/18 00:00'],"['1985/01/18 00:00 [pubmed]', '1985/01/18 00:01 [medline]', '1985/01/18 00:00 [entrez]']",['10.1126/science.2981432 [doi]'],ppublish,Science. 1985 Jan 18;227(4684):320-2. doi: 10.1126/science.2981432.,The transcription initiation signals for retroviruses lie within the long terminal repeat (LTR) sequences that flank the integrated provirus. This study shows that factors present in cells infected with bovine leukemia virus (BLV) mediate transcriptional trans activation of the BLV LTR. This phenomenon is similar to that reported for the human T-cell leukemia virus LTR and establishes both structural and functional criteria for inclusion of BLV and human T-cell leukemia viruses in the same family of transforming retroviruses.,"['CA07094/CA/NCI NIH HHS/United States', 'CA36974/CA/NCI NIH HHS/United States', 'CA97580/CA/NCI NIH HHS/United States']","['0 (RNA, Viral)']",,,,,,,
2981431,NLM,MEDLINE,19850206,20210721,0036-8075 (Print) 0036-8075 (Linking),227,4684,1985 Jan 18,Bovine leukemia virus long terminal repeat: a cell type-specific promoter.,317-20,"['Derse, D', 'Caradonna, S J', 'Casey, J W']","['Derse D', 'Caradonna SJ', 'Casey JW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Animals', 'Cattle', 'Cell Line', 'Chiroptera', 'DNA, Recombinant/metabolism', 'Deltaretrovirus/genetics', 'Genes, Regulator', 'Haplorhini', 'Humans', 'Leukemia Virus, Bovine/*genetics', '*Promoter Regions, Genetic', 'RNA, Viral/*genetics', '*Repetitive Sequences, Nucleic Acid', 'Retroviridae/*genetics', 'Sheep', 'Transcription, Genetic']",,1985/01/18 00:00,1985/01/18 00:01,['1985/01/18 00:00'],"['1985/01/18 00:00 [pubmed]', '1985/01/18 00:01 [medline]', '1985/01/18 00:00 [entrez]']",['10.1126/science.2981431 [doi]'],ppublish,Science. 1985 Jan 18;227(4684):317-20. doi: 10.1126/science.2981431.,"The functional activity of the promoter unit contained within the long terminal repeat (LTR) of bovine leukemia virus (BLV) was examined by monitoring transient expression of a heterologous gene placed under its control. Various cell lines were transfected with recombinant plasmids carrying the bacterial chloramphenicol acetyltransferase (CAT) gene coupled to the BLV LTR (pBL-cat). Transient expression of CAT activity directed by the BLV LTR was observed only in the established BLV-producer cell lines derived from fetal lamb kidney (FLK) cells and bat lung cells. The amount of CAT activity transiently expressed in FLK-BLV cells was decreased approximately tenfold by deletion of LTR sequences located within a region 100 to 170 nucleotides upstream of the RNA start site. Surprisingly, removal of the region 50 base pairs downstream of the RNA initiation site to the 3'-end of the LTR reduced the expression of CAT activity by 87 percent. The BLV LTR thus appears to be an unusual promoter unit, functioning in a cell type-specific manner and possessing sequences on both the 5' and 3' sides of the RNA start site that influence gene expression.","['R01 CA084421/CA/NCI NIH HHS/United States', 'CA07392/CA/NCI NIH HHS/United States']","['0 (DNA, Recombinant)', '0 (RNA, Viral)']",,,,,,,
2981429,NLM,MEDLINE,19850131,20190618,0036-8075 (Print) 0036-8075 (Linking),227,4683,1985 Jan 11,HTLV-III infection in brains of children and adults with AIDS encephalopathy.,177-82,"['Shaw, G M', 'Harper, M E', 'Hahn, B H', 'Epstein, L G', 'Gajdusek, D C', 'Price, R W', 'Navia, B A', 'Petito, C K', ""O'Hara, C J"", 'Groopman, J E']","['Shaw GM', 'Harper ME', 'Hahn BH', 'Epstein LG', 'Gajdusek DC', 'Price RW', 'Navia BA', 'Petito CK', ""O'Hara CJ"", 'Groopman JE', 'et al.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Acquired Immunodeficiency Syndrome/microbiology', 'Adult', 'Antibodies, Viral/analysis', 'Brain Diseases/*microbiology', 'Cerebral Cortex/analysis/*microbiology', 'Child', 'Deltaretrovirus/*isolation & purification', 'Dementia/microbiology', 'Female', 'Humans', 'Infant', 'Male', 'Middle Aged', 'Nucleic Acid Hybridization', 'RNA, Viral/analysis']",,1985/01/11 00:00,1985/01/11 00:01,['1985/01/11 00:00'],"['1985/01/11 00:00 [pubmed]', '1985/01/11 00:01 [medline]', '1985/01/11 00:00 [entrez]']",['10.1126/science.2981429 [doi]'],ppublish,Science. 1985 Jan 11;227(4683):177-82. doi: 10.1126/science.2981429.,"Unexplained debilitating dementia or encephalopathy occurs frequently in adults and children with the acquired immune deficiency syndrome (AIDS). Brains from 15 individuals with AIDS and encephalopathy were examined by Southern analysis and in situ hybridization for the presence of human T-cell leukemia (lymphotropic) virus type III (HTLV-III), the virus believed to be the causative agent of AIDS. HTLV-III DNA was detected in the brains of five patients, and viral-specific RNA was detected in four of these. In view of these findings and the recent demonstration of morphologic and genetic relatedness between HTLV-III and visna virus, a lentivirus that causes a chronic degenerative neurologic disease in sheep, HTLV-III should be evaluated further as a possible cause of AIDS encephalopathy.",,"['0 (Antibodies, Viral)', '0 (RNA, Viral)']",,,,,,,
2981427,NLM,MEDLINE,19850131,20190618,0036-8075 (Print) 0036-8075 (Linking),227,4683,1985 Jan 11,Trans-acting transcriptional regulation of human T-cell leukemia virus type III long terminal repeat.,171-3,"['Sodroski, J', 'Rosen, C', 'Wong-Staal, F', 'Salahuddin, S Z', 'Popovic, M', 'Arya, S', 'Gallo, R C', 'Haseltine, W A']","['Sodroski J', 'Rosen C', 'Wong-Staal F', 'Salahuddin SZ', 'Popovic M', 'Arya S', 'Gallo RC', 'Haseltine WA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Acetyltransferases/genetics/metabolism', 'Cell Line', 'Chloramphenicol O-Acetyltransferase', 'DNA, Recombinant', 'Deltaretrovirus/*genetics', '*Gene Expression Regulation', 'Humans', 'Operon', 'Plasmids', 'Transcription, Genetic', 'Transfection']",,1985/01/11 00:00,1985/01/11 00:01,['1985/01/11 00:00'],"['1985/01/11 00:00 [pubmed]', '1985/01/11 00:01 [medline]', '1985/01/11 00:00 [entrez]']",['10.1126/science.2981427 [doi]'],ppublish,Science. 1985 Jan 11;227(4683):171-3. doi: 10.1126/science.2981427.,"Human T-cell leukemia virus type III (HTLV-III) was recently identified as the probable etiologic agent of the acquired immune deficiency syndrome (AIDS). Here it is shown that, in human T-cell lines infected with HTLV-III, gene expression directed by the long terminal repeat sequence of this virus is stimulated by more than two orders of magnitude compared to matched uninfected cells. The rate of transcription of the HTLV-III long terminal repeat is more than 1000 times that of the SV40 early promoter in one infected cell line. Thus, HTLV-III, like HTLV-I, HTLV-II, and the bovine leukemia virus, is characterized by trans-activation of transcription in infected cells. The efficiency of trans-activation in the case of HTLV-III may account, at least in part, for the virulent nature of HTLV-III infection.","['CA07094/CA/NCI NIH HHS/United States', 'CA07580/CA/NCI NIH HHS/United States', 'CA36974/CA/NCI NIH HHS/United States']","['0 (DNA, Recombinant)', 'EC 2.3.1.- (Acetyltransferases)', 'EC 2.3.1.28 (Chloramphenicol O-Acetyltransferase)']",,,,,,,
2981407,NLM,MEDLINE,19850220,20041117,0028-4793 (Print) 0028-4793 (Linking),312,5,1985 Jan 31,Antibodies to HTLV-III in Swiss patients with AIDS and pre-AIDS and in groups at risk for AIDS.,265-70,"['Schupbach, J', 'Haller, O', 'Vogt, M', 'Luthy, R', 'Joller, H', 'Oelz, O', 'Popovic, M', 'Sarngadharan, M G', 'Gallo, R C']","['Schupbach J', 'Haller O', 'Vogt M', 'Luthy R', 'Joller H', 'Oelz O', 'Popovic M', 'Sarngadharan MG', 'Gallo RC']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Acquired Immunodeficiency Syndrome/*immunology', 'Adult', 'Antibodies, Viral/*analysis', 'Deltaretrovirus/*immunology', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Hepatitis/immunology', 'Homosexuality', 'Humans', 'Male', 'Middle Aged', 'Radioimmunoassay', 'Risk', 'Substance-Related Disorders/immunology', 'Switzerland', 'Viral Proteins/immunology']",,1985/01/31 00:00,1985/01/31 00:01,['1985/01/31 00:00'],"['1985/01/31 00:00 [pubmed]', '1985/01/31 00:01 [medline]', '1985/01/31 00:00 [entrez]']",['10.1056/NEJM198501313120502 [doi]'],ppublish,N Engl J Med. 1985 Jan 31;312(5):265-70. doi: 10.1056/NEJM198501313120502.,"We tested serum samples from Swiss subjects by three different assays based on enzyme-linked immunosorbent assay (ELISA) and Western blot techniques for antibodies to proteins associated with the recently discovered human T-cell leukemia/lymphoma virus HTLV-III, the putative etiologic agent for the acquired immunodeficiency syndrome (AIDS). Of 10 patients with AIDS and 10 with pre-AIDS, all were antibody-positive. Furthermore, 37 of 103 intravenous-drug addicts (36 per cent), 4 of 40 healthy homosexual men (10 per cent), 7 of 83 patients with various types of hepatitis (8.4 per cent), but none of 83 healthy blood donors or 10 other controls were antibody-positive. Antibodies to the major viral protein p24 were found consistently and at high titers in the seropositive members of the groups at risk and in those with pre-AIDS but were dramatically reduced in patients with AIDS. In contrast, antibodies to another virus-associated protein, p41, were present in all cases of AIDS and pre-AIDS but were absent in nearly 10 per cent of seropositive persons at risk. Whereas p41 and p24 thus appear to be the targets of choice for future screening tests, the ELISA test that is currently available is a useful screening tool.",,"['0 (Antibodies, Viral)', '0 (Viral Proteins)']",,,,,,,
2981369,NLM,MEDLINE,19850131,20181130,0098-7484 (Print) 0098-7484 (Linking),253,2,1985 Jan 11,"Screening test for HTLV-III (AIDS agent) antibodies. Specificity, sensitivity, and applications.",221-5,"['Weiss, S H', 'Goedert, J J', 'Sarngadharan, M G', 'Bodner, A J', 'Gallo, R C', 'Blattner, W A']","['Weiss SH', 'Goedert JJ', 'Sarngadharan MG', 'Bodner AJ', 'Gallo RC', 'Blattner WA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,JAMA,JAMA,7501160,IM,"['Acquired Immunodeficiency Syndrome/epidemiology/*microbiology', 'Antibodies, Viral/*analysis', 'Blood Donors', 'Cross Reactions', 'Deltaretrovirus/*immunology', 'Enzyme-Linked Immunosorbent Assay', 'Evaluation Studies as Topic', 'Female', 'HLA Antigens/immunology', 'Health Workforce', 'Hepatitis B/immunology', 'Humans', 'Male', 'Reference Values', 'Risk']",,1985/01/11 00:00,1985/01/11 00:01,['1985/01/11 00:00'],"['1985/01/11 00:00 [pubmed]', '1985/01/11 00:01 [medline]', '1985/01/11 00:00 [entrez]']",,ppublish,JAMA. 1985 Jan 11;253(2):221-5.,"The third member of the human T-cell leukemia (lymphotropic) retrovirus family (HTLV-III) is a newly discovered retrovirus that has been closely associated with the acquired immunodeficiency syndrome (AIDS). In our application of an enzyme-linked immunosorbent assay (ELISA) for HTLV-III antibodies, 72 (82%) of 88 patients with AIDS were positive, 14 (16%) were borderline, and two (2%) were negative. In contrast, only 1% of 297 volunteer blood donors were positive, 6% were borderline, and 93% were negative, demonstrating that this ELISA for HTLV-III antibodies is highly specific and sensitive for AIDS (excluding borderline results, 98.6% and 97.3%, respectively). Among persons at high risk for AIDS, 8% had borderline results, with positive and negative results readily distinguished as bimodal distributions that paralleled the temporal and geographic trends in AIDS. None of the 188 laboratory and health care employees working with patients with AIDS or their specimens were positive for HTLV-III antibodies, indicating that current precautions for health care workers appear adequate. This ELISA for HTLV-III antibodies will be a useful screening test among blood donors and populations at risk for AIDS, will aid in the diagnosis of suspected AIDS, and will help in defining the spectrum of diseases that are etiologically related to HTLV-III.","['N01-CM-37609/CM/NCI NIH HHS/United States', 'N01-CP-21007/CP/NCI NIH HHS/United States', 'Y01-CP-00502/CP/NCI NIH HHS/United States']","['0 (Antibodies, Viral)', '0 (HLA Antigens)']",,,,,,,
2981367,NLM,MEDLINE,19850205,20200724,0022-538X (Print) 0022-538X (Linking),53,1,1985 Jan,Comparison of endogenous murine leukemia virus proviral organization and RNA expression in 3-methylcholanthrene-induced and spontaneous thymic lymphomas in RF and AKR mice.,94-9,"['Chinsky, J', 'Goodenow, M M', 'Jackson, M', 'Lilly, F', 'Leinwand, L', 'Childs, G']","['Chinsky J', 'Goodenow MM', 'Jackson M', 'Lilly F', 'Leinwand L', 'Childs G']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,IM,"['AKR murine leukemia virus/*genetics', 'Animals', 'Base Sequence', 'Cell Line', 'DNA Restriction Enzymes', 'Female', '*Genes, Viral', 'Leukemia Virus, Murine/*genetics', 'Leukemia, Experimental/*microbiology', 'Lymphoma/microbiology', 'Methylcholanthrene', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred Strains', 'Nucleic Acid Hybridization', 'Thymus Neoplasms/*microbiology', '*Transcription, Genetic']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1128/JVI.53.1.94-99.1985 [doi]'],ppublish,J Virol. 1985 Jan;53(1):94-9. doi: 10.1128/JVI.53.1.94-99.1985.,"3-Methylcholanthrene-induced T-cell thymic lymphomas in RF mice were examined for involvement of murine leukemia virus (MuLV)-related sequences in leukemogenesis. Both the expression of MuLV-related RNA species and the organization of endogenous MuLV proviral DNA were analyzed. Of 27 primary tumors examined, only 5 exhibited elevated MuLV-related RNA species homologous to xenotropic specific env DNA. None of these RNA species hybridized with ecotropic p15E DNA sequences. Only two of these five tumors contained MuLV-like RNA species that hybridized with ecotropic MuLV long terminal repeat sequences, despite the probe's ability to detect both ecotropic MuLV and mink cell focus-inducing viral RNA. No muLV resembling mink cell focus-inducing virus whose expression could be correlated with lymphomagenesis was detected in either preleukemic thymocytes, primary 3-methylcholanthrene-induced thymic tumors, tumors passaged in vivo, or cell lines derived from tumors. Restriction endonuclease analysis of DNA from both primary tumors and cell lines failed to reveal either proviral DNA with recombinant env genes or rearrangement of endogenous MuLV proviruses. Therefore, chemically induced lymphomagenesis in RF mice appears different from the spontaneous lymphomagenic process in AKR mice with respect to the involvement of endogenous MuLV sequences.",['P01CA31855/CA/NCI NIH HHS/United States'],"['56-49-5 (Methylcholanthrene)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",,PMC254983,,,,,
2981363,NLM,MEDLINE,19850205,20200724,0022-538X (Print) 0022-538X (Linking),53,1,1985 Jan,"Myristic acid, a rare fatty acid, is the lipid attached to the transforming protein of Rous sarcoma virus and its cellular homolog.",7-12,"['Buss, J E', 'Sefton, B M']","['Buss JE', 'Sefton BM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,IM,"['Animals', 'Avian Sarcoma Viruses/*genetics', 'Cell Transformation, Neoplastic', 'Cells, Cultured', 'Chick Embryo', 'Chromatography, Gas', 'Kinetics', 'Myristic Acid', 'Myristic Acids/*analysis/metabolism', 'Oncogene Protein pp60(v-src)', 'Palmitic Acid', 'Palmitic Acids/metabolism', 'Peptide Fragments/analysis', 'Protein Kinases/*isolation & purification', 'Sulfur Radioisotopes', 'Tritium', 'Viral Proteins/biosynthesis/*isolation & purification']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1128/JVI.53.1.7-12.1985 [doi]'],ppublish,J Virol. 1985 Jan;53(1):7-12. doi: 10.1128/JVI.53.1.7-12.1985.,"The lipid bound to p60src, the transforming protein of Rous sarcoma virus, has been identified by gas and thin-layer chromatography as the 14-carbon saturated fatty acid, myristic acid. The protein can be labeled biosynthetically with either [3H]myristic acid or [3H]palmitic acid. Incorporation of [3H]myristic acid was noticeably greater than incorporation of [3H]palmitic acid. All of the [3H]myristic acid-derived label in p60src was present as myristic acid. In contrast, none of the radioactivity derived from [3H]palmitic acid was recovered as palmitic acid. Instead, all 3H incorporated into p60src from [3H]palmitic acid arose by metabolism to myristic acid. The cellular tyrosine kinase, p60c-src also contains myristic acid. By comparison of the extent of myristylation of p60v-src with that of the Moloney murine leukemia virus structural protein precursor, Pr65gag, we estimate that greater than 80% of the molecules of p60v-src contain one molecule of this fatty acid. Myristylation is a rare form of protein modification. p60v-src contains 10 to 40% of the myristic acid bound to protein in cells transformed by Rous sarcoma virus and is easily identified in total cell lysates when [3H]myristic acid-labeled proteins are separated by sodium dodecyl sulfate-polyacrylamide gel electrophoresis. Comparison of the amount of [3H]myristic acid-labeled p60src in total cell lysates and in immunoprecipitates suggests that immunoprecipitation with rabbit anti-Rous sarcoma virus tumor sera detects ca. 25% of the p60src present in cells.","['CA-14195/CA/NCI NIH HHS/United States', 'CA-17289/CA/NCI NIH HHS/United States']","['0 (Myristic Acids)', '0 (Palmitic Acids)', '0 (Peptide Fragments)', '0 (Sulfur Radioisotopes)', '0 (Viral Proteins)', '0I3V7S25AW (Myristic Acid)', '10028-17-8 (Tritium)', '2V16EO95H1 (Palmitic Acid)', 'EC 2.7.- (Protein Kinases)', 'EC 2.7.10.2 (Oncogene Protein pp60(v-src))']",,PMC254970,,,,,
2981360,NLM,MEDLINE,19850205,20200724,0022-538X (Print) 0022-538X (Linking),53,1,1985 Jan,Host genetic determinants of neurological disease induced by Cas-Br-M murine leukemia virus.,40-3,"['Hoffman, P M', 'Morse, H C 3rd']","['Hoffman PM', 'Morse HC 3rd']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,J Virol,Journal of virology,0113724,IM,"['Alleles', 'Animals', 'Brain/microbiology', 'Crosses, Genetic', 'DNA Replication', 'Female', 'Leukemia Virus, Murine/genetics/*pathogenicity', 'Leukemia, Experimental/microbiology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Nervous System Diseases/genetics/*microbiology', 'Pregnancy', 'Species Specificity', 'Spleen/microbiology', 'Virus Replication']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1128/JVI.53.1.40-43.1985 [doi]'],ppublish,J Virol. 1985 Jan;53(1):40-3. doi: 10.1128/JVI.53.1.40-43.1985.,"Cas-Br-M is an ecotropic murine leukemia virus (MuLV) of wild-mouse origin that causes neurogenic hind-limb paralysis. By virtue of its N-tropism, the virus replicates well in tissues of mice bearing the n but not the b allele at the Fv-1 locus. To determine if different Fv-1n strains of mice were equally susceptible to virus-induced neurological disease, we inoculated NFS, C3H, DBA/2, CBA, AKR, C58, and NZB mice at birth with Cas-Br-M murine leukemia virus and observed them for the development of tremor and hind-limb paralysis. Three patterns of disease were observed: NFS and C3H mice developed disease within 3 months postinoculation; DBA/2 and CBA mice became affected between 8 and 15 months postinoculation; and no disease was observed in AKR, C58, or NZB mice up to 15 months after infection with Cas-Br-M murine leukemia virus. Studies of genetic crosses between intermediate-latency (DBA/2) or long-latency (AKR) strains with short-latency (NFS) strains showed that intermediate latency and long latency were semidominant traits determined by two or more interacting but independently assorting loci. These genes appear to determine the rate at which the virus replicates and at which viral gene products accumulate in the central nervous system.",,,,PMC254975,,,,,
