PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,RF,IP,PMC,AB
13965806,NLM,MEDLINE,19981101,20181201,0021-7948 (Print) 0021-7948 (Linking),55,1963,"[Comparative study of tissue extracts of leukemia L-1210, sarcoma ST-4, and mammary tumor on the arterial pressure in the rabbit].",178-9,"['BA LOC, T', 'GERMAN, A']","['BA LOC T', 'GERMAN A']",['fre'],['Journal Article'],France,J Physiol (Paris),Journal de physiologie,9309350,['0 (Tissue Extracts)'],OM,"['Animals', '*Blood Pressure', '*Leukemia', '*Leukemia, Experimental', '*Mammary Neoplasms, Animal', '*Mammary Neoplasms, Experimental', '*Neoplasms', 'Rabbits', '*Sarcoma, Experimental', '*Tissue Extracts']",['NLM'],"['*BLOOD PRESSURE', '*LEUKEMIA, EXPERIMENTAL', '*MAMMARY NEOPLASMS, EXPERIMENTAL', '*SARCOMA, EXPERIMENTAL', '*TISSUE EXTRACTS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,J Physiol (Paris). 1963;55:178-9.,,,,,,
13965703,NLM,MEDLINE,19981101,20181201,0037-5535 (Print) 0037-5535 (Linking),10,1962,Leukemia and malignant lymphoblastomas; a summary of treatment.,180-8,"['AXELROD, A R', 'WILNER, F M']","['AXELROD AR', 'WILNER FM']",['eng'],['Journal Article'],United States,Bull Sinai Hosp Detroit,Bulletin - Sinai Hospital of Detroit,7503373,,OM,"['*Hodgkin Disease', '*Leukemia', '*Lymphoma, Non-Hodgkin']",['NLM'],"[""*HODGKIN'S DISEASE"", '*LEUKEMIA']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Bull Sinai Hosp Detroit. 1962;10:180-8.,,,,,,
13965632,NLM,MEDLINE,19981101,20181201,0365-3056 (Print) 0365-3056 (Linking),19,1963,On the problem of antigenic simplification of some tumours in man.,171,"['AVDEYEV, G I', 'BASHKAEV, I S', 'CHECHIK, B E']","['AVDEYEV GI', 'BASHKAEV IS', 'CHECHIK BE']",['eng'],['Journal Article'],Belgium,Acta Unio Int Contra Cancrum,Acta - Unio Internationalis Contra Cancrum,7502506,"['0 (Antigens)', '0 (Immune Sera)']",OM,"['*Antigens', 'Humans', '*Immune Sera', '*Leukemia', '*Lung Neoplasms', 'Male', '*Neoplasms', '*Splenic Neoplasms', '*Stomach Neoplasms']",['NLM'],"['*ANTIGENS', '*IMMUNE SERUMS', '*LEUKEMIA', '*LUNG NEOPLASMS', '*SPLENIC NEOPLASMS', '*STOMACH NEOPLASMS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Acta Unio Int Contra Cancrum. 1963;19:171.,,,,,,
13965630,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),8,1963 Jan,[Study of antigens in the spleen of patients dying from leukemia in the gel precipitation reaction].,10-6,"['AVDEEV, G I', 'CHECHIK, B E', 'KUCHERENKO, V I']","['AVDEEV GI', 'CHECHIK BE', 'KUCHERENKO VI']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['0 (Antigens)'],OM,"['*Antigens', 'Humans', '*Immune System Phenomena', '*Leukemia', '*Spleen']",['NLM'],"['*ANTIGENS', '*LEUKEMIA', '*SPLEEN']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1963 Jan;8:10-6.,,,,,,
13965490,NLM,MEDLINE,19981101,20181201,,1,1962,Progress against leukemia.,1-14,"['AUERBACH, I']",['AUERBACH I'],['eng'],['Journal Article'],United States,Natl Cancer Inst Res Rep,National Cancer Institute research report,7509223,,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Res Rep. 1962;1:1-14.,,,,,,
13965351,NLM,MEDLINE,19981101,20191107,0011-4537 (Print) 0011-4537 (Linking),1,1962,A case of chronic myeloid leukaemia with a 45-chromosome cell-line in the blood.,97-103,"['ATKIN, N B', 'TAYLOR, M C']","['ATKIN NB', 'TAYLOR MC']",['eng'],['Journal Article'],Switzerland,Cytogenetics,Cytogenetics,0367734,,OM,"['*Chromosomes', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid']",['NLM'],"['*CHROMOSOMES', '*LEUKEMIA, MYELOCYTIC']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Cytogenetics. 1962;1:97-103. doi: 10.1159/000129718.,['10.1159/000129718 [doi]'],,,,,
13965284,NLM,MEDLINE,19981101,20181201,0008-5480 (Print) 0008-5480 (Linking),15,1962,The influence of antimitotic agents on the glycogen content in normal and leucemic leucocytes. (2).,196-205,"['ASTALDI, G', 'STROSSELLI, E']","['ASTALDI G', 'STROSSELLI E']",['eng'],['Journal Article'],Italy,Cancro,Il Cancro,0421125,"['0 (Antimitotic Agents)', '0 (Antineoplastic Agents)', '9005-79-2 (Glycogen)']",OM,"['*Antimitotic Agents', '*Antineoplastic Agents', '*Bone Marrow', '*Glycogen', 'Humans', '*Leukemia', '*Leukocytes']",['NLM'],"['*ANTINEOPLASTIC AGENTS', '*BONE MARROW', '*GLYCOGEN', '*LEUKEMIA', '*LEUKOCYTES']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Cancro. 1962;15:196-205.,,,,,,
13965265,NLM,MEDLINE,19981101,20181201,0003-4665 (Print) 0003-4665 (Linking),88,1962 Oct,[Ophthalmoscopic variability in acute leukosis].,491-4,"['ASPERTI, G', 'BETTAGLIO, M']","['ASPERTI G', 'BETTAGLIO M']",['ita'],['Journal Article'],Italy,Ann Ottalmol Clin Ocul,Annali di ottalmologia e clinica oculistica,9309994,,OM,"['*Leukemia', '*Ophthalmology', '*Ophthalmoscopy']",['NLM'],"['*LEUKEMIA', '*OPHTHALMOLOGY']",1962/10/01 00:00,1962/10/01 00:01,['1962/10/01 00:00'],"['1962/10/01 00:00 [pubmed]', '1962/10/01 00:01 [medline]', '1962/10/01 00:00 [entrez]']",ppublish,Ann Ottalmol Clin Ocul. 1962 Oct;88:491-4.,,,,,,
13965154,NLM,MEDLINE,19981101,20181201,0041-8781 (Print) 0041-8781 (Linking),18,1963 Mar-Apr,"[Neurological manifestations of leukemias. The so-called ""neuroleukemias""].",79-96,"['ASFORA, J', 'JAMRA, M', 'de CILLO, D']","['ASFORA J', 'JAMRA M', 'de CILLO D']",['por'],['Journal Article'],Brazil,Rev Hosp Clin Fac Med Sao Paulo,Revista do Hospital das Clinicas,0415246,,OM,"['Humans', '*Leukemia', '*Neurologic Manifestations']",['NLM'],"['*LEUKEMIA', '*NEUROLOGIC MANIFESTATIONS']",1963/03/01 00:00,1963/03/01 00:01,['1963/03/01 00:00'],"['1963/03/01 00:00 [pubmed]', '1963/03/01 00:01 [medline]', '1963/03/01 00:00 [entrez]']",ppublish,Rev Hosp Clin Fac Med Sao Paulo. 1963 Mar-Apr;18:79-96.,,,,,,
13964996,NLM,MEDLINE,19981101,20181201,0008-5472 (Print) 0008-5472 (Linking),22,1962 Sep,An electron microscope study of histiocyte response to ascites tumor homografts.,998-1001,"['JOURNEY, L J', 'AMOS, D B']","['JOURNEY LJ', 'AMOS DB']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,OM,"['*Allografts', 'Animals', '*Ascites', '*Carcinoma, Ehrlich Tumor', '*Electrons', '*Histiocytes', '*Leukemia L1210', '*Lymphoma', '*Neoplasms', '*Neoplasms, Experimental']",['NLM'],"['*ASCITES', '*LEUKEMIA L1210', '*LYMPHOMA', '*NEOPLASMS, EXPERIMENTAL']",1962/09/01 00:00,1962/09/01 00:01,['1962/09/01 00:00'],"['1962/09/01 00:00 [pubmed]', '1962/09/01 00:01 [medline]', '1962/09/01 00:00 [entrez]']",ppublish,Cancer Res. 1962 Sep;22:998-1001.,,,,,,
13964359,NLM,MEDLINE,19981101,20181201,0008-5472 (Print) 0008-5472 (Linking),23,1963 Mar,Studies on plasma lactic dehydrogenase in mice with myeloid leukemia. II. On the site of production of the enzyme.,344-8,"['JACOBSON, K B', 'NISHIO, K']","['JACOBSON KB', 'NISHIO K']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['EC 1.- (Oxidoreductases)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)']",OM,"['Animals', '*L-Lactate Dehydrogenase', '*Leukemia', '*Leukemia, Myeloid', 'Mice', '*Oxidoreductases']",['NLM'],"['*LACTATE DEHYDROGENASE', '*LEUKEMIA, MYELOCYTIC']",1963/03/01 00:00,1963/03/01 00:01,['1963/03/01 00:00'],"['1963/03/01 00:00 [pubmed]', '1963/03/01 00:01 [medline]', '1963/03/01 00:00 [entrez]']",ppublish,Cancer Res. 1963 Mar;23:344-8.,,,,,,
13963393,NLM,MEDLINE,19981101,20181201,0370-4793 (Print) 0370-4793 (Linking),7,1962 Jun-Jul,[Partial deletion of a medium size chromosome in a case of acute lymphoblastic leukemia].,639-43,"['de GROUCHY', 'LAMY, M']","['de GROUCHY', 'LAMY M']",['fre'],['Journal Article'],France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,,OM,"['*Chromosomes', 'Humans', '*Leukemia, Lymphoid', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma', '*Sequence Deletion']",['NLM'],"['*CHROMOSOMES', '*LEUKEMIA, LYMPHOCYTIC']",1962/06/01 00:00,1962/06/01 00:01,['1962/06/01 00:00'],"['1962/06/01 00:00 [pubmed]', '1962/06/01 00:01 [medline]', '1962/06/01 00:00 [entrez]']",ppublish,Rev Fr Etud Clin Biol. 1962 Jun-Jul;7:639-43.,,,,,,
13963380,NLM,MEDLINE,19981101,20181201,0068-3027 (Print) 0068-3027 (Linking),42,1962 Nov 4,[Some recent research in electron microscopy on carcinogenic viruses].,1299-313,"['GRANBOULAN, N']",['GRANBOULAN N'],['fre'],['Journal Article'],Belgium,Brux Med,Bruxelles medical,0372561,['0 (Carcinogens)'],OM,"['*Carcinogens', '*Leukemia', '*Microscopy, Electron', '*Oncogenic Viruses', '*Research']",['NLM'],"['*LEUKEMIA', '*TUMOR VIRUSES']",1962/11/04 00:00,1962/11/04 00:01,['1962/11/04 00:00'],"['1962/11/04 00:00 [pubmed]', '1962/11/04 00:01 [medline]', '1962/11/04 00:00 [entrez]']",ppublish,Brux Med. 1962 Nov 4;42:1299-313.,,,,,,
13963363,NLM,MEDLINE,19981101,20181201,0012-1762 (Print) 0012-1762 (Linking),34,1962 Dec 3,[Chronic lymphoid leukemia].,2393-6,"['GONZALEZ BOSCH, R', 'VILLANI, V', 'ZELAYA, H A']","['GONZALEZ BOSCH R', 'VILLANI V', 'ZELAYA HA']",['spa'],['Journal Article'],Argentina,Dia Med,El Dia medico,0370663,,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphocytes']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC']",1962/12/03 00:00,1962/12/03 00:01,['1962/12/03 00:00'],"['1962/12/03 00:00 [pubmed]', '1962/12/03 00:01 [medline]', '1962/12/03 00:00 [entrez]']",ppublish,Dia Med. 1962 Dec 3;34:2393-6.,,,,,,
13963035,NLM,MEDLINE,19981101,20190711,0023-2173 (Print) 0023-2173 (Linking),41,1963 Jul 1,[On the terminal increase of leukocyte alkaline phosphatase in chronic myelosis].,669-70,"['FISCHER, R', 'LORBACHER, P', 'SCHUMACHER, K']","['FISCHER R', 'LORBACHER P', 'SCHUMACHER K']",['ger'],['Journal Article'],Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,['EC 3.1.3.1 (Alkaline Phosphatase)'],OM,"['Alkaline Phosphatase/*blood', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Leukocytes']",['NLM'],"['*BLOOD ALKALINE PHOSPHATASE', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Klin Wochenschr. 1963 Jul 1;41:669-70. doi: 10.1007/BF01484721.,['10.1007/BF01484721 [doi]'],,,,,
13963003,NLM,MEDLINE,19981101,20190623,0006-2952 (Print) 0006-2952 (Linking),11,1962 Dec,Detective transport of amethopterin (methotrexate) as a mechanism of resistance to the antimetabolite in L5178Y leukemic cells.,1233-4,"['FISCHER, G A']",['FISCHER GA'],['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Antimetabolites)', 'YL5FZ2Y5U1 (Methotrexate)']",OM,"['*Antimetabolites', 'Biological Transport', '*Leukemia', '*Leukemia, Experimental', '*Methotrexate']",['NLM'],"['*LEUKEMIA, EXPERIMENTAL', '*METHOTREXATE']",1962/12/01 00:00,1962/12/01 00:01,['1962/12/01 00:00'],"['1962/12/01 00:00 [pubmed]', '1962/12/01 00:01 [medline]', '1962/12/01 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1962 Dec;11:1233-4. doi: 10.1016/0006-2952(62)90200-9.,"['0006-2952(62)90200-9 [pii]', '10.1016/0006-2952(62)90200-9 [doi]']",,,,,
13963000,NLM,MEDLINE,19981101,20181201,0004-0274 (Print) 0004-0274 (Linking),22,1962 Nov,[Proposal for a case-sheet for leukemic children].,256-60,"['FISCHER, F']",['FISCHER F'],['ita'],['Journal Article'],Italy,Arch Ital Pediatr Pueric,Archivio italiano di pediatria e puericoltura,0372446,,OM,"['Child', 'Humans', '*Leukemia', '*Medical Records']",['NLM'],"['*LEUKEMIA', '*MEDICAL RECORDS']",1962/11/01 00:00,1962/11/01 00:01,['1962/11/01 00:00'],"['1962/11/01 00:00 [pubmed]', '1962/11/01 00:01 [medline]', '1962/11/01 00:00 [entrez]']",ppublish,Arch Ital Pediatr Pueric. 1962 Nov;22:256-60.,,,,,,
13962577,NLM,MEDLINE,19981101,20200930,0037-9727 (Print) 0037-9727 (Linking),112,1963 Jan,Acid soluble components in RNA prepared from human leukemic white cells.,159-60,"['KARON, M', 'WEISSMAN, S', 'HEYWOOD, D', 'LEWIS, M']","['KARON M', 'WEISSMAN S', 'HEYWOOD D', 'LEWIS M']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (RNA, Neoplasm)', '63231-63-0 (RNA)']",OM,"['Humans', '*Leukemia', '*Leukocytes', '*Neoplasms', '*RNA', '*RNA, Neoplasm']",['NLM'],"['*LEUKEMIA', '*LEUKOCYTES', '*RNA, NEOPLASM']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1963 Jan;112:159-60. doi: 10.3181/00379727-112-27979.,['10.3181/00379727-112-27979 [doi]'],,,,,
13961802,NLM,MEDLINE,19981101,20181201,,20,1963 Mar,[On the protective effect of ACTH againt exxperimental mouse leukemia--RF-type mouse leukemia induced by radiation].,226-30,"['IWASAKI, I', 'YASUDA, M', 'ARIMORI, S', 'KAWANISHI, Y']","['IWASAKI I', 'YASUDA M', 'ARIMORI S', 'KAWANISHI Y']",['jpn'],['Journal Article'],Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,['9002-60-2 (Adrenocorticotropic Hormone)'],OM,"['*Adrenocorticotropic Hormone', 'Animals', '*Leukemia', '*Leukemia, Radiation-Induced', 'Mice', '*Radiation', '*Research']",['NLM'],"['*CORTICOTROPIN', '*LEUKEMIA, RADIATION-INDUCED']",1963/03/01 00:00,1963/03/01 00:01,['1963/03/01 00:00'],"['1963/03/01 00:00 [pubmed]', '1963/03/01 00:01 [medline]', '1963/03/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Mar;20:226-30.,,,,,,
13961621,NLM,MEDLINE,19981101,20181201,0003-9764 (Print) 0003-9764 (Linking),19,1962 Nov,[Leukemia and toxoplasmosis].,1201-12,"['HOOFT, C', 'DELBEKE, M J', 'LANNOO, R']","['HOOFT C', 'DELBEKE MJ', 'LANNOO R']",['fre'],['Journal Article'],France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,,OM,"['*Leukemia', '*Toxoplasmosis', '*Toxoplasmosis, Congenital']",['NLM'],"['*LEUKEMIA', '*TOXOPLASMOSIS', '*TOXOPLASMOSIS, CONGENITAL']",1962/11/01 00:00,1962/11/01 00:01,['1962/11/01 00:00'],"['1962/11/01 00:00 [pubmed]', '1962/11/01 00:01 [medline]', '1962/11/01 00:00 [entrez]']",ppublish,Arch Fr Pediatr. 1962 Nov;19:1201-12.,,,,,,
13961311,NLM,MEDLINE,19981101,20190716,0002-922X (Print) 0002-922X (Linking),105,1963 Jun,Myeloid leukemoid reactions in children.,568-75,"['HOLLAND, P', 'MAUER, A M']","['HOLLAND P', 'MAUER AM']",['eng'],['Journal Article'],United States,Am J Dis Child,American journal of diseases of children (1960),0370471,,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemoid Reaction']",['NLM'],"['*LEUKEMIA, MYELOCYTIC', '*LEUKEMOID REACTION']",1963/06/01 00:00,1963/06/01 00:01,['1963/06/01 00:00'],"['1963/06/01 00:00 [pubmed]', '1963/06/01 00:01 [medline]', '1963/06/01 00:00 [entrez]']",ppublish,Am J Dis Child. 1963 Jun;105:568-75. doi: 10.1001/archpedi.1963.02080040570007.,['10.1001/archpedi.1963.02080040570007 [doi]'],,,,,
13961302,NLM,MEDLINE,19981101,20181201,0323-4347 (Print) 0323-4347 (Linking),80,1963,[The malignant reticulosis syndrome].,103-11,"['HOLLAN, S R', 'BOSSANYI, A']","['HOLLAN SR', 'BOSSANYI A']",['ger'],['Journal Article'],Germany,Folia Haematol Int Mag Klin Morphol Blutforsch,"Folia haematologica (Leipzig, Germany : 1928)",0374615,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma, Extranodal NK-T-Cell', '*Severe Combined Immunodeficiency']",['NLM'],['*RETICULOENDOTHELIOSIS'],1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Folia Haematol Int Mag Klin Morphol Blutforsch. 1963;80:103-11.,,,,,,
13961300,NLM,MEDLINE,19981101,20181201,0365-4966 (Print) 0365-4966 (Linking),200,1963,[Blood group changes in leukemia].,124-5,"['HOLLAENDER, L']",['HOLLAENDER L'],['ger'],['Journal Article'],Switzerland,Ann Paediatr,Annales paediatrici. International review of pediatrics,2984695R,['0 (Blood Group Antigens)'],OM,"['*Blood Group Antigens', '*Leukemia']",['NLM'],"['*BLOOD GROUPS', '*LEUKEMIA']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Ann Paediatr. 1963;200:124-5.,,,,,,
13961285,NLM,MEDLINE,19981101,20181201,0365-3056 (Print) 0365-3056 (Linking),19,1963,Specific antileukemic activity of heterologous immune sera animals pretreated after birth with normal human antigens.,107-9,"['HOLECKOVA, E', 'SEKLA, B', 'CUMLIVSKI, B', 'KOUT, M', 'JANELE, J']","['HOLECKOVA E', 'SEKLA B', 'CUMLIVSKI B', 'KOUT M', 'JANELE J']",['eng'],['Journal Article'],Belgium,Acta Unio Int Contra Cancrum,Acta - Unio Internationalis Contra Cancrum,7502506,"['0 (Antigens)', '0 (Antivenins)', '0 (Immune Sera)']",OM,"['Animals', '*Antigens', '*Antivenins', '*Blood Transfusion', '*Hemagglutination', '*Hemagglutination Tests', 'Humans', '*Immune Sera', '*Leukemia']",['NLM'],"['*BLOOD TRANSFUSION', '*HEMAGGLUTINATION', '*IMMUNE SERUMS', '*LEUKEMIA']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Acta Unio Int Contra Cancrum. 1963;19:107-9.,,,,,,
13961283,NLM,MEDLINE,19981101,20181201,0008-7335 (Print) 0008-7335 (Linking),101,1962 Sep 7,[Cytotoxic effect of heterologous immune sera against human leukemia].,1086-90,"['HOLECKOVA, E', 'SEKLA, B', 'CUMLIVSKI, B', 'KOUT, M', 'JANELE, J']","['HOLECKOVA E', 'SEKLA B', 'CUMLIVSKI B', 'KOUT M', 'JANELE J']",['cze'],['Journal Article'],Czech Republic,Cas Lek Cesk,Casopis lekaru ceskych,0004743,['0 (Immune Sera)'],OM,"['*Immune Sera', '*Leukemia']",['NLM'],"['*IMMUNE SERUMS', '*LEUKEMIA']",1962/09/07 00:00,1962/09/07 00:01,['1962/09/07 00:00'],"['1962/09/07 00:00 [pubmed]', '1962/09/07 00:01 [medline]', '1962/09/07 00:00 [entrez]']",ppublish,Cas Lek Cesk. 1962 Sep 7;101:1086-90.,,,,,,
13961137,NLM,MEDLINE,19981101,20181201,0032-3756 (Print) 0032-3756 (Linking),17,1962 Dec 10,[Acute myelocytic leukemia following gasoline poisoning. Remission after infectious jaundice].,1963-5,"['HIRNLOWA, L']",['HIRNLOWA L'],['pol'],['Journal Article'],Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,"['0 (Gasoline)', '0 (Petroleum)']",OM,"['*Gasoline', '*Hepatitis A', 'Humans', '*Jaundice', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute', '*Occupational Diseases', '*Petroleum']",['NLM'],"['*HEPATITIS, INFECTIOUS', '*LEUKEMIA, MYELOCYTIC', '*OCCUPATIONAL DISEASES', '*PETROLEUM']",1962/12/10 00:00,1962/12/10 00:01,['1962/12/10 00:00'],"['1962/12/10 00:00 [pubmed]', '1962/12/10 00:01 [medline]', '1962/12/10 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1962 Dec 10;17:1963-5.,,,,,,
13961051,NLM,MEDLINE,19981101,20181201,0035-3655 (Print) 0035-3655 (Linking),83,1963 Jun,[Alkaline phosphatase activity of granulocytes].,577-86,"['HAUSSER, E', 'STROUN, J']","['HAUSSER E', 'STROUN J']",['fre'],['Journal Article'],Switzerland,Rev Med Suisse Romande,Revue medicale de la Suisse romande,0421524,['EC 3.1.3.1 (Alkaline Phosphatase)'],OM,"['Alkaline Phosphatase/*blood', '*Granulocytes', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukocytes']",['NLM'],"['*BLOOD ALKALINE PHOSPHATASE', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES']",1963/06/01 00:00,1963/06/01 00:01,['1963/06/01 00:00'],"['1963/06/01 00:00 [pubmed]', '1963/06/01 00:01 [medline]', '1963/06/01 00:00 [entrez]']",ppublish,Rev Med Suisse Romande. 1963 Jun;83:577-86.,,,,,,
13960607,NLM,MEDLINE,19981101,20190722,0019-5456 (Print) 0019-5456 (Linking),29,1962 Dec,Leukemia in childhood.,405-10,"['GHAI, O P', 'KHATRAPAL, S K', 'WALIA, B N']","['GHAI OP', 'KHATRAPAL SK', 'WALIA BN']",['eng'],['Journal Article'],India,Indian J Pediatr,Indian journal of pediatrics,0417442,,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1962/12/01 00:00,1962/12/01 00:01,['1962/12/01 00:00'],"['1962/12/01 00:00 [pubmed]', '1962/12/01 00:01 [medline]', '1962/12/01 00:00 [entrez]']",ppublish,Indian J Pediatr. 1962 Dec;29:405-10. doi: 10.1007/BF02748136.,['10.1007/BF02748136 [doi]'],,,,,
13960424,NLM,MEDLINE,19981101,20181201,0066-6777 (Print) 0066-6777 (Linking),38,1963 Mar,[Chloroma].,63-6,"['GARCIA NOCITO, P F']",['GARCIA NOCITO PF'],['spa'],['Journal Article'],Argentina,Arch Oftalmol B Aires,Archivos de oftalmologia de Buenos Aires,0372462,,OM,"['*Exophthalmos', '*Eye Neoplasms', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Orbital Neoplasms', '*Sarcoma, Myeloid']",['NLM'],"['*EXOPHTHALMOS', '*EYE NEOPLASMS', '*LEUCOSARCOMA', '*LEUKEMIA, MYELOCYTIC', '*ORBITAL NEOPLASMS']",1963/03/01 00:00,1963/03/01 00:01,['1963/03/01 00:00'],"['1963/03/01 00:00 [pubmed]', '1963/03/01 00:01 [medline]', '1963/03/01 00:00 [entrez]']",ppublish,Arch Oftalmol B Aires. 1963 Mar;38:63-6.,,,,,,
13960312,NLM,MEDLINE,19981101,20181201,0023-6837 (Print) 0023-6837 (Linking),11,1962 Nov,Opportunism in histoplasmosis.,1134-9,"['FURCOLOW, M L']",['FURCOLOW ML'],['eng'],['Journal Article'],United States,Lab Invest,Laboratory investigation; a journal of technical methods and pathology,0376617,"['0 (Anti-Bacterial Agents)', '0 (Steroids)']",OM,"['*Anti-Bacterial Agents', '*Cryptococcosis', '*Histoplasmosis', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Steroids', '*Tuberculosis']",['NLM'],"['*ANTIBIOTICS', '*CRYPTOCOCCOSIS', '*HISTOPLASMOSIS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*STEROIDS', '*TUBERCULOSIS']",1962/11/01 00:00,1962/11/01 00:01,['1962/11/01 00:00'],"['1962/11/01 00:00 [pubmed]', '1962/11/01 00:01 [medline]', '1962/11/01 00:00 [entrez]']",ppublish,Lab Invest. 1962 Nov;11:1134-9.,,,,,,
