PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,AD,GR,RN,AID,CIN,EIN,TT,PMC,SI,OID,OAB,OABL,OTO,OT,GN
3333362,NLM,MEDLINE,19890314,20151119,0275-2778 (Print) 0275-2778 (Linking),4,,1986,The myb oncogene.,73-98,"['Lipsick, J S', 'Baluda, M A']","['Lipsick JS', 'Baluda MA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Gene Amplif Anal,Gene amplification and analysis,8101596,IM,"['Alpharetrovirus/genetics', 'Avian Myeloblastosis Virus/genetics', 'Cell Transformation, Viral', 'Gene Expression Regulation', 'Genes, Viral', 'Oncogene Proteins v-myb', '*Oncogenes', 'Proto-Oncogene Proteins/physiology', 'Proto-Oncogene Proteins c-myb', 'Proto-Oncogenes', 'Retroviridae Proteins/genetics/physiology', 'Transcription, Genetic']",109,1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Gene Amplif Anal. 1986;4:73-98.,"The highly conserved, single copy c-myb gene has been independently transduced by two avian acute leukemia viruses, AMV and E26. This gene has also undergone insertional mutagenesis by non-acutely transforming murine leukemia viruses in a number of hematopoietic tumors. The common denominator of these retroviral activations of c-myb appears to be truncation of the normal coding region at either or both ends. The role of point mutations in myb-induced leukemogenesis is currently unknown. The products of the c-myb gene and its altered viral counterparts are nuclear proteins, a large fraction of which are associated with the nuclear matrix. In addition, the myb gene products have short half-lives and bind DNA in vitro. These features suggest that myb may act by regulating DNA replication or transcription. Consistent with this notion, the expression of c-myb is cell cycle dependent in several cell types. However, the abundant expression of c-myb in the thymus is not similarly regulated and may serve a different function. The expression of c-myb appears not to be limited to hematopoietic tissues as previously thought and the nature of the hematopoietic specificity of transformation by v-myb is not currently understood. Nevertheless, hematopoietic growth factors and their receptors appear to play an important role in such transformation. Two new experimental systems for studying myb have recently been described. First, the discovery of a myb-related gene in Drosophila should allow the application of powerful classical and molecular genetic approaches. The functional similarity of this distantly related gene to the much more closely related avian and mammalian myb genes is unknown. Second, recent studies of murine myb in normal and abnormal hematopoiesis offers several advantages relative to the avian system, such as in-bred animal strains, a wealth of specific cell-surface markers, and cloned hematopoietic growth factor and receptor genes. Isolation or construction of an acutely transforming murine myb retrovirus may thus be very useful. Several obvious goals for future research will be to define the function of myb proteins within the nucleus, to understand the regulation of myb expression during the cell cycle, to establish which molecular alterations are essential for converting c-myb into a transforming gene, and the determine the role of myb in human malignancies.","['Jonsson Comprehensive Cancer Center, University of California, School of Medicine, Los Angeles 90024.']",['CA-10197/CA/NCI NIH HHS/United States'],"['0 (Oncogene Proteins v-myb)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-myb)', '0 (Retroviridae Proteins)']",,,,,,,,,,,,
3333359,NLM,MEDLINE,19890314,20101118,0275-2778 (Print) 0275-2778 (Linking),4,,1986,Molecular evolution of ets genes from avians to mammals and their cytogenetic localization to regions involved in leukemia.,207-38,"['Papas, T S', 'Watson, D K', 'Sacchi, N', ""O'Brien, S J"", 'Ascione, R']","['Papas TS', 'Watson DK', 'Sacchi N', ""O'Brien SJ"", 'Ascione R']",['eng'],"['Journal Article', 'Review']",United States,Gene Amplif Anal,Gene amplification and analysis,8101596,IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', '*Biological Evolution', 'Cats', 'Chickens', '*Chromosome Mapping', 'DNA', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Mice', 'Molecular Sequence Data', '*Proto-Oncogenes', 'Sequence Homology, Nucleic Acid', 'Translocation, Genetic']",61,1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Gene Amplif Anal. 1986;4:207-38.,"The mammalian homologues of the ets-region from the transforming gene of avian erythroblastosis virus, E26, consists of two distinct domains located on different chromosomes. Using somatic cell hybrid panels, the mammalian homolog of the 5' v-ets-domain (ets-1) was mapped to chromosome 11 in man, to chromosome 9 in mouse, and to chromosome D1 in cat. The mammalian homolog of the 3' v-ets domain (ets-2) was similarly mapped to human chromosome 21, to mouse chromosome 16, and to feline chromosome C2. To better define the human proto-ets domains, the genomic DNA was molecularly cloned and sequences analyzed. The ets-related sequences of human DNA on chromosomes 11 and 21 were found to be discontiguous, unlike that of the chicken and avian E26 virus genome, except for a small overlap region. We conclude that the ets sequence shared by the virus, the chicken and man is likely to contain at least two dissociable functional domains, identifiable as ets-1 and ets-2. The human ets-1 locus is transcriptionally active and encodes a single mRNA of 6.8 kb, while the second locus, human ets-2 encodes three mRNAs of 4.7, 3.2 and 2.7 kb. By contrast, the chicken homolog, having a contiguous ets-1 and ets-2 sequence, is primarily expressed in normal chicken cells as a single 7.5 kb mRNA. Because chromosome translocations have been associated with different human disorders, we have used our human probes with two panels of rodent-human cell hybrids to study specific translocations occurring in acute myeloid leukemias (AML). The human ets-1 gene was found to translocate from chromosome 11 to 4 in t(4;11)(q21;q23) and the human ets-2 gene was found to translocate from chromosome 21 to 8 in t(8;21)(q22;q22). Both translocations were found associated with the altered expression of ets.","['Division of Cancer Etiology, National Cancer Institute, Frederick, MD 21701.']",,['9007-49-2 (DNA)'],,,,,,,,,,,,
3333275,NLM,MEDLINE,19890301,20061115,0890-6467 (Print) 0890-6467 (Linking),2,1,1987,A sensitive and quantitative enzyme-linked immunosorbence assay for the c-myc and N-myc oncoproteins.,65-80,"['Moore, J P', 'Hancock, D C', 'Littlewood, T D', 'Evan, G I']","['Moore JP', 'Hancock DC', 'Littlewood TD', 'Evan GI']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Oncogene Res,Oncogene research,8801457,IM,"['Animals', 'Antibodies, Monoclonal', 'Antibody Specificity', 'Cell Line/drug effects', '*Enzyme-Linked Immunosorbent Assay', 'Humans', 'Mitogens/pharmacology', 'Precipitin Tests', 'Proto-Oncogene Proteins/*analysis/biosynthesis/immunology', 'Proto-Oncogene Proteins c-myc']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Oncogene Res. 1987;2(1):65-80.,"The c-myc and N-myc nuclear oncoproteins are implicated in the genesis and maintenance of the transformed phenotype in several types of neoplastic disease, and the c-myc protein is involved in the progression of normal cells through the cell cycle. We have designed and developed sensitive and quantitative ELISAs for these proteins. Myc proteins are captured from cell lysates by an antibody directed against a peptide sequence substantially conserved in all known myc proteins; the captured proteins are recognised by a specific anti-c-myc or anti-N-myc monoclonal antibody conjugated to alkaline phosphatase; bound alkaline phosphatase is measured with an extremely sensitive cycling enzyme system that generates a coloured end-product. The c-myc assay is calibrated using bacterially expressed human c-myc protein. We have used this assay to estimate the number of c-myc molecules in a range of normal and transformed cells of human, murine, and feline origin; to monitor increases in c-myc expression when quiescent cells are stimulated with growth factors; and to follow the decrease in c-myc protein levels when HL60 promyelocytic leukaemia cells are induced to differentiate with dimethylsulphoxide or phorbol esters.","['Ludwig Institute for Cancer Research, MRC Centre, Cambridge, U.K.']",,"['0 (Antibodies, Monoclonal)', '0 (Mitogens)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-myc)']",,,,,,,,,,,,
3333272,NLM,MEDLINE,19890302,20190510,0267-8357 (Print) 0267-8357 (Linking),1,2,1986 Mar,The mutagenicity of sodium fluoride to L5178Y [wild-type and TK+/- (3.7.2c)] mouse lymphoma cells.,157-67,"['Cole, J', 'Muriel, W J', 'Bridges, B A']","['Cole J', 'Muriel WJ', 'Bridges BA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Mutagenesis,Mutagenesis,8707812,IM,"['Animals', 'Drug Resistance/genetics', 'Kinetics', 'Leukemia L5178/*genetics', 'Leukemia, Experimental/*genetics', 'Mice', 'Mutagenicity Tests/methods', '*Mutagens', '*Mutation', 'Sodium Fluoride/*pharmacology']",,1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Mutagenesis. 1986 Mar;1(2):157-67. doi: 10.1093/mutage/1.2.157.,"L5178Y wild-type and TK+/- (3.7.2c) cells were treated with sodium fluoride over a range of concentrations (10-500 micrograms ml-1) and treatment times (4, 16 and 48 h) covering less than 10-100% survival. The mutant frequency at five genetic loci (resistance to ouabain, 6-thioguanine, excess thymidine, methotrexate and 1-beta-D-arabinofuranosyl cytosine) was assayed in wild-type cells and trifluorothymidine in TK+/- cells. No significant induced mutation at any locus was observed after 4 h of treatment. Sixteen hours of treatment with high concentrations of sodium fluoride did not induce resistance to ouabain, but resulted in some significant induction of 6-thioguanine, 1-beta-D-arabinofuranosyl cytosine and methotrexate resistance, although the results were variable between experiments and no dose-response was observed. At the thymidine kinase locus, a dose-related increase in mutant frequency to excess thymidine and trifluorothymidine resistance was observed. The maximum induction was approximately eight times the control frequency after TK+/- cells were treated with the highly toxic concentration of 500 micrograms ml-1 of sodium fluoride for 16 h. These observations, and an analysis of the colony size of trifluorothymidine-resistant mutants in TK+/- cells, suggest that sodium fluoride is clastogenic to dividing cultured mammalian cells at high, toxic concentrations. Further work is desirable to investigate the mechanism by which chromosomes are damaged at high concentrations of fluoride, since without such a mechanistic understanding, extrapolation of our data to the human situation must be insecure. Nevertheless, the knowledge available at present gives no reason to expect any genotoxic effects in human tissues at levels of fluoride ions to which they are currently exposed in the general population.","['MRC Cell Mutation Unit, University of Sussex, Brighton, UK.']",,"['0 (Mutagens)', '8ZYQ1474W7 (Sodium Fluoride)']",['10.1093/mutage/1.2.157 [doi]'],,,,,,,,,,,
3333087,NLM,MEDLINE,19890127,20071115,0032-6518 (Print) 0032-6518 (Linking),231,1436,1987 Oct 8,Connubial lymphoma in a middle-aged couple.,1257-8,"['Franklin, W', 'Taylor, J J']","['Franklin W', 'Taylor JJ']",['eng'],"['Case Reports', 'Journal Article']",England,Practitioner,The Practitioner,0404245,IM,"['Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*etiology', 'Male', 'Marriage', 'Middle Aged']",,1987/10/08 00:00,1987/10/08 00:01,['1987/10/08 00:00'],"['1987/10/08 00:00 [pubmed]', '1987/10/08 00:01 [medline]', '1987/10/08 00:00 [entrez]']",ppublish,Practitioner. 1987 Oct 8;231(1436):1257-8.,,,,,,,,,,,,,,,,
3332881,NLM,MEDLINE,19890119,20041117,0891-5520 (Print) 0891-5520 (Linking),1,3,1987 Sep,The epidemiology of diseases associated with HTLV-I and HTLV-II.,501-10,"['Levine, P H', 'Blattner, W A']","['Levine PH', 'Blattner WA']",['eng'],"['Journal Article', 'Review']",United States,Infect Dis Clin North Am,Infectious disease clinics of North America,8804508,IM,"['HTLV-I Infections/*epidemiology', 'HTLV-II Infections/*epidemiology', 'Humans', 'Japan', 'Leukemia, T-Cell/*epidemiology/etiology', 'Lymphoma/epidemiology', 'Paraparesis, Tropical Spastic/*etiology', 'T-Lymphocytes', 'West Indies']",77,1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",ppublish,Infect Dis Clin North Am. 1987 Sep;1(3):501-10.,"Considerable progress is being made in the understanding of at least two diseases associated with HTLV-I, ATLL and TSP. While laboratory methodology has not yet permitted comparable advances in identifying diseases associated with HTLV-II, if any, it is likely that a greater understanding of this and other retroviruses will result from the increasing focus of attention in this area. As illustrated by a recent meeting on retroviruses in the nervous system, which included discussions on polymyositis and multiple sclerosis as well as TSP, ATLL, and AIDS, the number of diseases associated with retroviruses is likely to increase and, if the applications of research data to the control of malignancies associated with hepatitis B virus and Epstein-Barr virus are applicable, the future for improving control of HTLV-I-associated disease should be quite promising.","['Division of Cancer Etiology, National Cancer Institute, Bethesda, Maryland.']",,,,,,,,,,,,,,
3332879,NLM,MEDLINE,19890126,20071115,0886-0238 (Print) 0886-0238 (Linking),1,4,1987,Do pathologic features predict prognosis in diffuse large B-cell lymphoma?,217-25,"['Vago, J F', 'Weisenburger, D D', 'Armitage, J O']","['Vago JF', 'Weisenburger DD', 'Armitage JO']",['eng'],['Journal Article'],United States,Hematol Pathol,Hematologic pathology,8707764,IM,"['Actuarial Analysis', 'Aged', 'B-Lymphocytes/*pathology', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/classification/mortality/*pathology', 'Male', 'Mitosis', 'Neoplasm Staging', 'Phenotype', 'Prognosis', 'Receptors, Antigen, B-Cell/analysis']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Hematol Pathol. 1987;1(4):217-25.,"We analyzed 47 immunologically confirmed cases of diffuse large B-cell lymphoma (DLBL) to determine whether the histologic type, surface immunoglobulin (Ig) phenotype, or mitotic rate predicted the clinical outcome. All patients were uniformly staged and uniformly treated with one six-drug protocol. Seventeen cases were subclassified as the noncleaved cell type (DLBL-NC), 23 cases as the immunoblastic type (DLBL-IBL), and 7 cases as other follicular center cell (FCC) types (DLBL-O). The predicted two-year actuarial survival for patients with DLBL-O (82%) was significantly longer than for those with DLBL-NC (35%; p = 0.05). The immunologic phenotype and mitotic rate also predicted the clinical outcome. The predicted two-year survival for patients with DLBL having a surface IgM phenotype (29%; p = 0.06), and the two-year survival for patients with FCC-derived DLBL (DLBL-NC plus DLBL-O) having a surface IgG phenotype (80%) was significantly longer than for those with a surface IgM phenotype (0%; p = 0.02). Similarly, the two-year survival for patients with DLBL having less than 30 mitoses (68%) was significantly longer than for those having greater than or equal to 30 mitoses per 10 high-power fields (28%; p = 0.01). These findings are considered preliminary, and additional studies of a large number of similar patients are necessary for their confirmation.","['Department of Pathology, University of Nebraska Medical Center, Omaha 68105.']",,"['0 (Receptors, Antigen, B-Cell)']",,,,,,,,,,,,
3332876,NLM,MEDLINE,19890126,20151119,0886-0238 (Print) 0886-0238 (Linking),1,2,1987,The use of monoclonal antibodies in the characterization of myeloid leukemias.,81-91,"['Griffin, J D']",['Griffin JD'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Hematol Pathol,Hematologic pathology,8707764,IM,"['*Antibodies, Monoclonal', 'Antigens, Differentiation/*analysis', 'Biomarkers, Tumor/*analysis', 'Humans', 'Leukemia, Myeloid/classification/*diagnosis']",72,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Hematol Pathol. 1987;1(2):81-91.,,"['Division of Tumor Immunology, Dana-Farber Cancer Institute, Boston, MA 02115.']","['CA19389/CA/NCI NIH HHS/United States', 'CA36167/CA/NCI NIH HHS/United States']","['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation)', '0 (Biomarkers, Tumor)']",,,,,,,,,,,,
3332873,NLM,MEDLINE,19890126,20051116,0886-0238 (Print) 0886-0238 (Linking),1,1,1987,Ring chromosome in a case of acute myelomonocytic leukemia: its significance and a review of the literature.,57-65,"['Whang-Peng, J', 'Lee, E C', 'Kao-Shan, C S', 'Schechter, G']","['Whang-Peng J', 'Lee EC', 'Kao-Shan CS', 'Schechter G']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Hematol Pathol,Hematologic pathology,8707764,IM,"['Bone Marrow/pathology', '*Chromosome Aberrations', 'Humans', 'Karyotyping', 'Leukemia, Myelomonocytic, Acute/*genetics/mortality/pathology', 'Male', 'Middle Aged', '*Ring Chromosomes']",26,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Hematol Pathol. 1987;1(1):57-65.,"The presence of ring chromosomes is a rare finding in patients with de novo acute nonlymphocytic leukemia (ANLL). In this report we describe the cytogenetic abnormalities, including ring chromosomes, of a 45-year-old white male who had ANLL of the myelomonocytic type (M4). All of the leukemic cells had both a small unidentified ring and a medium-sized ring which was derived from chromosomes 2 and 11, r(2;11)(2p25;11p15q23;2q37). Four different types of rings or other structural abnormalities were derived from this medium-sized ring. A review of the literature indicated that the median survival of ANLL patients with either identified or unidentified ring chromosomes was 5 to 6 months, and that the presence of these cytogenetic abnormalities was related to a poor prognosis.","['Cytogenetic Oncology Section, NCI, Bethesda, Maryland 20892.']",,,,,,,,,,,,,,
3332859,NLM,MEDLINE,19890119,20191029,0950-3536 (Print) 0950-3536 (Linking),1,4,1987 Dec,The BCR/ABL hybrid gene.,983-99,"['Groffen, J', 'Heisterkamp, N']","['Groffen J', 'Heisterkamp N']",['eng'],"['Journal Article', 'Review']",England,Baillieres Clin Haematol,Bailliere's clinical haematology,8800474,IM,"['Animals', 'Chromosomes, Human, Pair 22', 'Chromosomes, Human, Pair 9', 'DNA, Neoplasm/*genetics', 'Humans', 'Mice', '*Philadelphia Chromosome', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics', 'Protein Biosynthesis', '*Protein-Tyrosine Kinases', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-abl', 'Proto-Oncogene Proteins c-bcr', 'RNA, Messenger/genetics', 'Restriction Mapping', 'Translocation, Genetic']",77,1987/12/01 00:00,1987/12/01 00:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '1987/12/01 00:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Baillieres Clin Haematol. 1987 Dec;1(4):983-99. doi: 10.1016/s0950-3536(87)80035-5.,"A DNA region on chromosome 22, designated M-BCR, contains the chromosomal breakpoint of the Philadelphia (Ph) translocation in all Ph positive CML patients studied to date. M-BCR is part of a gene, BCR, oriented with its 5' end towards the centromere of chromosome 22. All of the CML DNAs analysed have a breakpoint within introns of the BCR gene. As a consequence of the Ph translocation the 3' end of the BCR gene has been translocated to chromosome 9, while the 5' part remains on the Ph chromosome. The remaining BCR sequences act as an acceptor for a chromosome 9 gene, the ABL oncogene: the ABL oncogene is fused in a head-to-tail fashion to the chromosome 22 sequences. This genomic configuration results in the transcription of a novel chimeric mRNA consisting of 5' BCR sequences and 3' ABL oncogene sequences. In K562, a cell line derived from a CML patient, and in five CML patients such chimeric BCR/ABL transcripts have been demonstrated. An abnormally sized ABL protein has been detected in the cell line K562 and in leukaemic cells from patients. This protein represents the translational product of the chimeric mRNA. The role of the BCR part of the fusion protein is unknown; it is possible that the BCR moiety could alter the structure of the ABL protein and unmask its tyrosine kinase activity. By analogy with the gag/v-abl polyprotein, the CML-specific BCR/ABL protein might have transforming activity and could play an essential role in the generation and/or maintenance of CML.",,,"['0 (DNA, Neoplasm)', '0 (Proto-Oncogene Proteins)', '0 (RNA, Messenger)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (Proto-Oncogene Proteins c-abl)', 'EC 2.7.11.1 (BCR protein, human)', 'EC 2.7.11.1 (Bcr protein, mouse)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-bcr)']",['10.1016/s0950-3536(87)80035-5 [doi]'],,,,,,,,,,,
3332858,NLM,MEDLINE,19890119,20191029,0950-3536 (Print) 0950-3536 (Linking),1,4,1987 Dec,Chromosome abnormalities in CML.,963-81,"['Hagemeijer, A']",['Hagemeijer A'],['eng'],"['Journal Article', 'Review']",England,Baillieres Clin Haematol,Bailliere's clinical haematology,8800474,IM,"['Blast Crisis', 'Chromosome Aberrations/genetics', 'Chromosome Disorders', 'DNA Probes', 'Gene Expression Regulation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', 'Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative/pathology', 'Nucleic Acid Hybridization', 'Philadelphia Chromosome', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics', 'Time Factors']",98,1987/12/01 00:00,1987/12/01 00:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '1987/12/01 00:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Baillieres Clin Haematol. 1987 Dec;1(4):963-81. doi: 10.1016/s0950-3536(87)80034-3.,"The Ph chromosome is the hallmark of CML, where it is found in more than 90% of the cases. Cytogenetically, it usually results from a t(9;22)(q34;q11). The Ph arises in a stem cell and in chronic phase is found in all haematopoietic cell lineages, although it causes only increased granulopoiesis, and sometimes increased thrombopoiesis; furthermore blast crisis may occur in all differentiative patterns of the pluripotent stem cell. Recently, molecular investigations of Ph positive CML cases have revealed a consistent genomic recombination between two genes, BCR on chromosome 22 and the ABL oncogene. The latter is translocated from 9q34, its normal site, to the 22q- or Ph chromosome. This molecular rearrangement expresses a unique 8.5 kb BCR-ABL hybrid mRNA transcript, that encodes an altered BCR-ABL protein of approximately 210 kD with enhanced in vitro tyrosine kinase activity. The breakpoints on chromosome 22q- are clustered in a 5 kb DNA fragment, allowing their study using Southern blot analysis. Cytogenetic variant forms of the Ph translocation involving three or more chromosomes are found in about 5% of the cases. Southern blot and in situ hybridization studies have demonstrated that these variants are cytogenetically more complex than the standard t(9;22) but molecularly they show the same essential genomic recombination. This is also true for a small number of cases of Ph negative CML. Clonal progression, indicated by the presence of clonal, non-random chromosome abnormalities, in addition to the Ph is rare during chronic phase but is found in 80% of blast crisis. These additional aberrations may precede BC by weeks or months and have therefore a clear prognostic value. Ph is not restricted to CML, since it is also found in ALL (20% of adult cases) and rarely in AML. Ph in acute leukaemia is cytogenetically indistinguishable from Ph in CML, but molecular studies have shown that in 50% of the cases the breakpoint on chromosome 22 is different from the very consistent and characteristic breakpoint in CML. Nevertheless genomic recombination takes place that results in a novel ABL protein at least in some of the cases. Despite extensive cytogenetic and molecular investigations, the mechanisms underlying the formation of the Ph as well as the pathogenesis of Ph positive CML are still unknown but are now the object of intensive research.",,,['0 (DNA Probes)'],['10.1016/s0950-3536(87)80034-3 [doi]'],,,,,,,,,,,
3332857,NLM,MEDLINE,19890119,20191029,0950-3536 (Print) 0950-3536 (Linking),1,4,1987 Dec,Cell culture studies in CML.,931-61,"['Eaves, C J', 'Eaves, A C']","['Eaves CJ', 'Eaves AC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Baillieres Clin Haematol,Bailliere's clinical haematology,8800474,IM,"['Blast Crisis', 'Bone Marrow Cells', 'Bone Marrow Transplantation', 'Cell Cycle', 'Growth Substances/pharmacology', '*Hematopoiesis', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/*pathology/therapy', 'Neoplastic Stem Cells/pathology', 'Philadelphia Chromosome', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/pathology', 'Tumor Cells, Cultured']",135,1987/12/01 00:00,1987/12/01 00:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '1987/12/01 00:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Baillieres Clin Haematol. 1987 Dec;1(4):931-61. doi: 10.1016/s0950-3536(87)80033-1.,,,,['0 (Growth Substances)'],['10.1016/s0950-3536(87)80033-1 [doi]'],,,,,,,,,,,
3332856,NLM,MEDLINE,19890119,20191029,0950-3536 (Print) 0950-3536 (Linking),1,4,1987 Dec,Prognosis in chronic myeloid leukaemia: biology of the disease vs. treatment.,907-29,"['Sokal, J E']",['Sokal JE'],['eng'],"['Journal Article', 'Review']",England,Baillieres Clin Haematol,Bailliere's clinical haematology,8800474,IM,"['Bone Marrow Transplantation', 'Chromosome Aberrations/complications', 'Chromosome Disorders', 'Chromosomes, Human, Pair 22', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/diagnosis/*physiopathology/therapy', 'Mosaicism', 'Philadelphia Chromosome', 'Prognosis', 'Risk Factors']",36,1987/12/01 00:00,1987/12/01 00:01,['1987/12/01 00:00'],"['1987/12/01 00:00 [pubmed]', '1987/12/01 00:01 [medline]', '1987/12/01 00:00 [entrez]']",ppublish,Baillieres Clin Haematol. 1987 Dec;1(4):907-29. doi: 10.1016/s0950-3536(87)80032-x.,"CML is best regarded as a benign neoplasm, which regularly transforms into a rapidly fatal malignant one. Survival is determined by the timing of disease transformation. The rate of transformation and death is low initially and increases gradually to a stable annual rate, reached during the third year after diagnosis. This averages 25% per year in large populations of Ph positive patients. Transformation appears to occur randomly; a patient's risk of transformation can be defined, but the time when it will occur cannot be predicted. There is no evidence that conventional antileukaemic therapy changes the risk of transformation; thus, survival is determined principally by the intrinsic biology of the disease. A number of features recorded at the time of diagnosis correlate significantly with survival and can serve as prognostic parameters. Multivariate regression and Cox model analyses can generate hazard ratio formulae which provide quantitative estimates of patients' risk. Several Cox models have been described by different groups, and it is possible that two or more models may describe survival equally well. A four-variable model described by the International CGL Prognosis Study Group in 1984 has recently been tested in a prospective study by the Italian Cooperative Study Group on Chronic Myeloid Leukaemia, and successfully classified patients into three groups with significantly different outcomes. This model produces excellent results in analyses of large patient populations, but is less satisfactory when applied to smaller series. It is likely that current prognostic models can be improved substantially to provide more accurate definition of patient risk over a broader range of hazard ratio values. Such models should prove useful in evaluating therapeutic schedules, selecting patients for investigational or hazardous treatment and making decisions regarding bone marrow transplantation.",,,,['10.1016/s0950-3536(87)80032-x [doi]'],,,,,,,,,,,
