PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,OID,OTO,OT,GN
6939484,NLM,MEDLINE,19810720,20071115,0361-5960 (Print) 0361-5960 (Linking),65,1-2,1981 Jan-Feb,Indicine-N-oxide: a new antitumor agent.,53-6,"Indicine-N-oxide, a pyrrolizidine derivative, was selected for development because of activity in the murine P388 leukemia model. Route and schedule dependency have been demonstrated. It is believed that the antitumor activity of the drug is mediated via antimitotic effects and chromosomal damage. However, the active metabolic species responsible for these antitumor properties is not yet known. The major toxic effect was myelosuppression. Phase I clinical trials have arrived at recommended doses for further study. Colon carcinoma has been found to be possibly responsive, and several tumor types were reported stable during phase I testing. In a single phase II study in refractory leukemia, there were three responses, including one complete response, among seven patients. Phase II studies in all panel tumors are indicated, especially colon carcinoma and leukemias.","['Poster, D S', 'Bruno, S', 'Penta, J', 'Macdonald, J S']","['Poster DS', 'Bruno S', 'Penta J', 'Macdonald JS']",['eng'],['Journal Article'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Cyclic N-Oxides)', '0 (Pyrrolizidine Alkaloids)', '41708-76-3 (indicine-N-oxide)']",IM,"['Adolescent', 'Animals', 'Antineoplastic Agents, Phytogenic/adverse effects/*therapeutic use', 'Child', 'Child, Preschool', 'Cyclic N-Oxides/adverse effects/*therapeutic use', 'Dogs', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Drug Evaluation', 'Drug Evaluation, Preclinical', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Macaca', 'Pyrrolizidine Alkaloids/adverse effects/*therapeutic use']",,1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1981 Jan-Feb;65(1-2):53-6.,,,,,,
6939483,NLM,MEDLINE,19810720,20131121,0361-5960 (Print) 0361-5960 (Linking),65,1-2,1981 Jan-Feb,Late reinforcement of maintenance therapy in children with acute lymphoblastic leukemia.,164-5,,"['Armata, J']",['Armata J'],['eng'],['Letter'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)']",IM,"['Child', 'Cytarabine/*administration & dosage', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Thioguanine/*administration & dosage']",,1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1981 Jan-Feb;65(1-2):164-5.,,,,,,
6939482,NLM,MEDLINE,19810720,20131121,0361-5960 (Print) 0361-5960 (Linking),65,1-2,1981 Jan-Feb,Phase II clinical trial of dianhydrogalactitol for remission induction in children with acute leukemia: a Southwest Oncology Group Study.,121-2,,"['Vats, T S', 'Lui, V', 'Trueworthy, R', 'van Eys, J']","['Vats TS', 'Lui V', 'Trueworthy R', 'van Eys J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Sugar Alcohols)', '4S465RYF7M (Dianhydrogalactitol)']",IM,"['Adolescent', 'Child', 'Child, Preschool', 'Dianhydrogalactitol/adverse effects/*therapeutic use', 'Drug Evaluation', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Sugar Alcohols/*therapeutic use']",,1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1981 Jan-Feb;65(1-2):121-2.,"['CA-03161/CA/NCI NIH HHS/United States', 'CA-03713/CA/NCI NIH HHS/United States', 'CA-15525/CA/NCI NIH HHS/United States', 'etc.']",,,,,
6939481,NLM,MEDLINE,19810720,20190720,0304-3835 (Print) 0304-3835 (Linking),10,1,1980 Jul,Differentiation of human promyelocytic leukemia cells in vitro by 6-thioguanine.,33-8,"The antineoplastic agent, 6-thioguanine, was found to be a highly potent inducer of differentiation of HL60 human leukemia cells in vitro, producing cells with predominantly myeloid characteristics, as judged by morphological, functional, and cytochemical criteria. Maturation of HL60 was attainable without significant cytotoxicity as measured by cell number; moreover, maximal differentiation occurred at a level of the purine antimetabolite below that producing 50% growth inhibition. The 6-thioguanine-induced differentiated cells had distinctive granulocytic morphology, and were capable of generating superoxide anion during the respiratory burst typical of mature phagocytic cells.","['Papac, R J', 'Brown, A E', 'Schwartz, E L', 'Sartorelli, A C']","['Papac RJ', 'Brown AE', 'Schwartz EL', 'Sartorelli AC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Ireland,Cancer Lett,Cancer letters,7600053,"['FTK8U1GZNX (Thioguanine)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Cell Differentiation/drug effects', 'Cell Line', 'Dimethyl Sulfoxide/pharmacology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Thioguanine/*pharmacology']",,1980/07/01 00:00,1980/07/01 00:01,['1980/07/01 00:00'],"['1980/07/01 00:00 [pubmed]', '1980/07/01 00:01 [medline]', '1980/07/01 00:00 [entrez]']","['0304-3835(80)90062-2 [pii]', '10.1016/0304-3835(80)90062-2 [doi]']",ppublish,Cancer Lett. 1980 Jul;10(1):33-8. doi: 10.1016/0304-3835(80)90062-2.,"['CA-02817/CA/NCI NIH HHS/United States', 'CA-16359/CA/NCI NIH HHS/United States']",,,,,
6939480,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,8,1981 Apr 15,Prolonged remissions in adults with acute leukemia following late intensification chemotherapy and immunotherapy.,1937-45,"Sixty-two patients with acute leukemia who remained in continuous complete remission for 8 to 45 months received three courses of intensified therapy with new chemotherapeutic agents, after which they received no further chemotherapy. Immunotherapy with BCG was then administered to 55 of these patients. They have been observed for up to 117 months off all chemotherapy, and 37 patients have relapsed. Thirty-two relapses occurred within 24 months, and 22 occurred within six months after completion of late intensification therapy. Only 1 of 24 patients who remained in unmaintained remission for four years after late intensification therapy has relapsed subsequently. Toxicity from intensification therapy was usually mild, and the most serious side effects were liver function abnormalities. These results suggest that late intensification therapy plus BCG immunotherapy results in prolonged disease-free survival for some patients with acute leukemia.","['Bodey, G P', 'Freireich, E J', 'McCredie, K B', 'Smith, T L', 'Gehan, E A', 'Gutterman, J U', 'Hersh, E M']","['Bodey GP', 'Freireich EJ', 'McCredie KB', 'Smith TL', 'Gehan EA', 'Gutterman JU', 'Hersh EM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,"['0 (Antineoplastic Agents)', '0 (BCG Vaccine)']",IM,"['Adult', 'Antineoplastic Agents/*administration & dosage', 'BCG Vaccine/*therapeutic use', 'Drug Administration Schedule', 'Humans', 'Leukemia/drug therapy/*therapy', 'Leukemia, Myeloid, Acute/therapy', 'Prognosis', 'Recurrence', 'Time Factors']",,1981/04/15 00:00,1981/04/15 00:01,['1981/04/15 00:00'],"['1981/04/15 00:00 [pubmed]', '1981/04/15 00:01 [medline]', '1981/04/15 00:00 [entrez]']",['10.1002/1097-0142(19810415)47:8<1937::aid-cncr2820470804>3.0.co;2-g [doi]'],ppublish,Cancer. 1981 Apr 15;47(8):1937-45. doi: 10.1002/1097-0142(19810415)47:8<1937::aid-cncr2820470804>3.0.co;2-g.,['CA-05831/CA/NCI NIH HHS/United States'],,,,,
6939479,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,7,1981 Apr 1,Chronic lymphatic leukemia terminating in acute myeloid leukemia: review of the literature.,1849-51,"A case of acute myeloid leukemia supervening upon a long-standing stable chronic lymphatic leukemia (CLL) diagnosed ten years earlier, is described. Thirty-three cases of acute leukemia terminating CLL were reported. All but three were treated prior to the emergence of the acute leukemia. The question of whether acute leukemia and other malignancies are more frequent in CLL is still controversial. The literature is reviewed.","['Stern, N', 'Shemesh, J', 'Ramot, B']","['Stern N', 'Shemesh J', 'Ramot B']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer,Cancer,0374236,,IM,"['Aged', 'Female', 'Humans', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Time Factors']",,1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",['10.1002/1097-0142(19810401)47:7<1849::aid-cncr2820470722>3.0.co;2-x [doi]'],ppublish,Cancer. 1981 Apr 1;47(7):1849-51. doi: 10.1002/1097-0142(19810401)47:7<1849::aid-cncr2820470722>3.0.co;2-x.,,,,,,
6939478,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,7,1981 Apr 1,Electron microscopy of E-rosette-forming leukemic monocytes in a child with acute monocytic leukemia.,1800-3,"A 7-year-old boy with acute monocytic leukemia (AMoL) had leukemic monocytes that formed spontaneous rosettes with sheep red blood cells (E-rosette). The E-rosette formation was observed in 75% of leukemic monocytes at 4 C and in 37% at 37 C. Cytochemical and ultrastructural studies confirmed that the rosette-forming cells were leukemic monocytes. The leukemic monocytes attached to the red blood cells at a portion of their surface and did not show any phagocytic processes at the electron microscopic level. The data from this patient seem to indicate that in a rare case of AMoL, abnormal myeloid lymphoid stem cells can differentiate to monocytes while retaining lymphoid properties.","['Tsukada, M', 'Saitoh, H', 'Hara, T', 'Komiyama, A', 'Akabane, T']","['Tsukada M', 'Saitoh H', 'Hara T', 'Komiyama A', 'Akabane T']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,"['0 (Receptors, Complement)', '0 (Receptors, Fc)']",IM,"['Child', 'Humans', 'Leukemia, Monocytic, Acute/*immunology/ultrastructure', 'Male', 'Microscopy, Electron, Scanning', 'Monocytes/*immunology/ultrastructure', 'Receptors, Complement/analysis', 'Receptors, Fc/analysis', '*Rosette Formation']",,1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",['10.1002/1097-0142(19810401)47:7<1800::aid-cncr2820470713>3.0.co;2-p [doi]'],ppublish,Cancer. 1981 Apr 1;47(7):1800-3. doi: 10.1002/1097-0142(19810401)47:7<1800::aid-cncr2820470713>3.0.co;2-p.,,,,,,
6939477,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,6,1981 Mar 15,Chemoimmunotherapy of adult acute leukemia.,1256-61,"Sixty-two adult patients with acute myeloid leukemia were treated with a chemotherapy program of Adriamycin, Cytosine Arabinoside (Ara-C), vincristine, and prednisone (Ad-OAP). Immunotherapy with BCG by scarification was administered before and/or during remission induction therapy. Maintenance chemoimmunotherapy consisted of Ara-C, vincristine, prednisone, and BCG. Patients still in remission after 12 months received late intensification chemotherapy for three courses before discontinuing chemotherapy. Forty-four (71%) patients achieved a complete remission (CR). The CR rate for patients less than 50 years of age ws 84% (32/38). Age was strongly predictive for response and survival. An additional 14 patients with acute lymphoid leukemia were treated with the same program; ten patients responded, all have relapsed and died. Nine patients with AML remain alive 4 1/2-6+ years from diagnosis.","['McCredie, K B', 'Bodey, G P', 'Freireich, E J', 'Hester, J P', 'Rodriguez, V', 'Keating, M J']","['McCredie KB', 'Bodey GP', 'Freireich EJ', 'Hester JP', 'Rodriguez V', 'Keating MJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,"['0 (Antineoplastic Agents)', '0 (BCG Vaccine)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Antineoplastic Agents/*administration & dosage/adverse effects', 'BCG Vaccine/*therapeutic use', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Myeloid, Acute/*therapy', 'Middle Aged', 'Prognosis', 'Remission, Spontaneous']",,1981/03/15 00:00,1981/03/15 00:01,['1981/03/15 00:00'],"['1981/03/15 00:00 [pubmed]', '1981/03/15 00:01 [medline]', '1981/03/15 00:00 [entrez]']",['10.1002/1097-0142(19810315)47:6<1256::aid-cncr2820470605>3.0.co;2-9 [doi]'],ppublish,Cancer. 1981 Mar 15;47(6):1256-61. doi: 10.1002/1097-0142(19810315)47:6<1256::aid-cncr2820470605>3.0.co;2-9.,"['CA05831/CA/NCI NIH HHS/United States', 'CA11520/CA/NCI NIH HHS/United States', 'CA19806/CA/NCI NIH HHS/United States', 'etc.']",,,,,
6939476,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,5,1981 Mar 1,Successful pregnancy during chemotherapy for acute leukemia.,845-6,"A 26-year-old patient with acute lymphatic leukemic conceived while on systemic chemotherapy. This patient experienced relapse during the second trimester, and a second complete hematologic remission was achieved with doxorubicin hydrochloride, vincristine, and prednisone. A 2400-gram, but otherwise normal, male infant was delivered by Caesarean section during the 36th gestational week. Growth and development of this child is normal at six months.","['Dara, P', 'Slater, L M', 'Armentrout, S A']","['Dara P', 'Slater LM', 'Armentrout SA']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,"['5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', 'VB0R961HZT (Prednisone)']",IM,"['Adult', 'Doxorubicin/*administration & dosage', 'Drug Therapy, Combination', 'Female', 'Humans', 'Infant, Newborn', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Prednisone/*administration & dosage', 'Pregnancy', '*Pregnancy Complications, Hematologic', 'Vincristine/*administration & dosage']",,1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",['10.1002/1097-0142(19810301)47:5<845::aid-cncr2820470504>3.0.co;2-4 [doi]'],ppublish,Cancer. 1981 Mar 1;47(5):845-6. doi: 10.1002/1097-0142(19810301)47:5<845::aid-cncr2820470504>3.0.co;2-4.,,,,,,
6939475,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,4,1981 Feb 15,Erythropoiesis during an erythroblastic transformation of chronic myelocytic leukemia.,720-3,The requirement of erythropoiesis for erythropoietin were studied in a patient with Ph chronic myelocytic leukemia who had undergone an erythroblastic transformation. Transfusions resulted in a suppression of erythropoiesis. Plasma clot culture studies indicated that both the CFU-E and BFU-E in the peripheral blood of this patient were dependent upon erythropoietin for their differentiation and proliferation. Neither of these committed erythroid stem cells was cloned in the absence of erythropoietin. These studies suggest that the proliferation and differentiation of erythroid stem cells during the erythroblastic crisis of this disorder remain dependent upon physiologic regulators.,"['Hoffman, R', 'Dainiak, N', 'Floyd, V', 'Ritchey, A K', 'Mazur, E']","['Hoffman R', 'Dainiak N', 'Floyd V', 'Ritchey AK', 'Mazur E']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,['11096-26-7 (Erythropoietin)'],IM,"['Adult', 'Blood Transfusion', 'Chromosomes, Human, 21-22 and Y', 'Erythrocyte Transfusion', 'Erythropoiesis/*drug effects', 'Erythropoietin/pharmacology', 'Female', 'Humans', 'Leukemia, Myeloid/genetics/*metabolism']",,1981/02/15 00:00,1981/02/15 00:01,['1981/02/15 00:00'],"['1981/02/15 00:00 [pubmed]', '1981/02/15 00:01 [medline]', '1981/02/15 00:00 [entrez]']",['10.1002/1097-0142(19810215)47:4<720::aid-cncr2820470416>3.0.co;2-h [doi]'],ppublish,Cancer. 1981 Feb 15;47(4):720-3. doi: 10.1002/1097-0142(19810215)47:4<720::aid-cncr2820470416>3.0.co;2-h.,['CA-22697-02/CA/NCI NIH HHS/United States'],,,,,
6939474,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,4,1981 Feb 15,Hand mirror cell leukemia--immunologic and ultrastructural studies.,715-9,"Acute lymphoblastic leukemia (ALL) with hand mirror cell (HMC) variant was diagnosed in a 26-year-old black man in May 1978. Hemoglobin was 3.6 g/dl; the platelet count was 19.0 x 10(9)/l; leukocyte count was 8.4 x 10(9)/l with 40% blasts, 66% of which had HMC appearance. Cytochemical studies, terminal deoxynucleotidyl transferase level, and immunologic marker studies indicated a non-T/non-B lymphoblastic origin of the leukemic population. Electron microscopic studies confirmed the hand mirror appearance. Mitochondria were more numerous in these cells compared with other lymphoid cells. Cytogenetic studies showed a 46XY karyotype. Our studies confirmed the previous studies reported by Stass, et al of lymphoblastic origin of HMC leukemia. The patient responded to treatment with vincristine, prednisone and L-asparaginase and went into complete remission. It appears that this morphologic variant of ALL does exist and is not an artifact.","['Shah-Reddy, I', 'Mirchandani, I', 'Bishop, C R']","['Shah-Reddy I', 'Mirchandani I', 'Bishop CR']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,"['0 (Receptors, Antigen, B-Cell)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)']",IM,"['Adult', 'Cells, Cultured', 'DNA Nucleotidyltransferases/metabolism', 'Histocytochemistry', 'Humans', 'Leukemia, Lymphoid/immunology/*metabolism/ultrastructure', 'Leukocyte Count', 'Male', 'Receptors, Antigen, B-Cell/immunology']",,1981/02/15 00:00,1981/02/15 00:01,['1981/02/15 00:00'],"['1981/02/15 00:00 [pubmed]', '1981/02/15 00:01 [medline]', '1981/02/15 00:00 [entrez]']",['10.1002/1097-0142(19810215)47:4<715::aid-cncr2820470415>3.0.co;2-6 [doi]'],ppublish,Cancer. 1981 Feb 15;47(4):715-9. doi: 10.1002/1097-0142(19810215)47:4<715::aid-cncr2820470415>3.0.co;2-6.,['05384-17/PHS HHS/United States'],,,,,
6939473,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,3,1981 Feb 1,Fever in children with acute lymphoblastic leukemia.,583-7,"In this study among children with acute lymphoblastic leukemia, more febrile episodes occurred during induction of remission and relapse than during remission. Infection was mainly responsible for fever during remission, regardless of the neutrophil count. However, during induction and relapse, evidence suggests that the underlying malignancy is the more likely cause of fever if the neutrophil count exceeds 200 per mm3. For all cases, the risk of serious infection was high with severe neutropenia (neutrophil count less than 200 per mm3). Of the organisms identified, gram-positive and gram-negative bacteria were equally represented. Infection remains a serious problem in the management of children with leukemia.","['Peng, L H', 'Keng, T C', 'Sinniah, D']","['Peng LH', 'Keng TC', 'Sinniah D']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Bacterial Infections/complications', 'Child', 'Child, Preschool', 'Fever/*etiology', 'Humans', 'Infant', 'Leukemia, Lymphoid/*complications', 'Leukocyte Count', 'Neutropenia/complications', 'Neutrophils', 'Risk']",,1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",['10.1002/1097-0142(19810201)47:3<583::aid-cncr2820470326>3.0.co;2-k [doi]'],ppublish,Cancer. 1981 Feb 1;47(3):583-7. doi: 10.1002/1097-0142(19810201)47:3<583::aid-cncr2820470326>3.0.co;2-k.,,,,,,
6939472,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,3,1981 Feb 1,Histiocytic medullary reticulosis following acute lymphoblastic leukemia.,537-44,"A 2-year-old male with acute lymphocytic leukemia died with histiocytic reticulosis 19 weeks later. A comparison with previously reported cases is made, and the relationship of ALL and HMR is discussed.","['Starkie, C M', 'Kenny, M W', 'Mann, J R', 'Cameron, A H', 'Hill, F G']","['Starkie CM', 'Kenny MW', 'Mann JR', 'Cameron AH', 'Hill FG']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Child, Preschool', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Liver/pathology', 'Lymph Nodes/pathology', 'Lymphatic Diseases/*pathology', 'Male']",,1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",['10.1002/1097-0142(19810201)47:3<537::aid-cncr2820470319>3.0.co;2-5 [doi]'],ppublish,Cancer. 1981 Feb 1;47(3):537-44. doi: 10.1002/1097-0142(19810201)47:3<537::aid-cncr2820470319>3.0.co;2-5.,,,,,,
6939471,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,3,1981 Feb 1,Electron microscope cytochemical analysis of chronic myelocytic leukemia: a case report.,533-6,"A patient with Philadelphia chromosome positive CML was studied to characterize the blast transformation. Peripheral blood and bone marrow at the onset of the blast crisis were evaluated with cytochemistry, chromosome analysis, cell surface markers, terminal transferase assay, and electron microscopy. Although light microscopic examination and cytochemistry suggested lymphoblastic morphology, ultrastructural cytochemistry demonstrated the myelomonocytic features of the transformation. This study suggests that electron microscopic cytochemistry is useful in evaluating the heterogeneous nature of the blast phase of CML.","['Weiselberg, L', 'Teichberg, S', 'Vinciguerra, V', 'Schulman, P', 'Budman, D', 'Degnan, T']","['Weiselberg L', 'Teichberg S', 'Vinciguerra V', 'Schulman P', 'Budman D', 'Degnan T']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,,IM,"['Adult', 'Bone Marrow/ultrastructure', 'Chromosomes, Human, 21-22 and Y/ultrastructure', 'Cytodiagnosis', 'Humans', 'Leukemia, Myeloid/genetics/*ultrastructure', 'Male', 'Prospective Studies']",,1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",['10.1002/1097-0142(19810201)47:3<533::aid-cncr2820470318>3.0.co;2-k [doi]'],ppublish,Cancer. 1981 Feb 1;47(3):533-6. doi: 10.1002/1097-0142(19810201)47:3<533::aid-cncr2820470318>3.0.co;2-k.,['1S08 RR09128-01A1/RR/NCRR NIH HHS/United States'],,,,,
6939470,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,3,1981 Feb 1,Occult testicular leukemia: testicular biopsy at three years continuous complete remission of childhood leukemia: a Southwest Oncology Group Study.,470-5,"Between June 1977 and December 1978, occult testicular leukemia (OTL) was discovered at three years of continual complete remission (CCR) from the time of diagnosis of acute lymphoblastic leukemia (ALL) in 5 of 59 (8.5%) of males undergoing bilateral wedge testicular biopsy at 1 of 15 participating Southwest Oncology Group (SWOG) institutions. Forty-six of the 54 males with normal biopsies (78% of the total group of 59) have remained free of recurrent ALL at a median of 18 months (range 13 to 23 months) since the biopsy procedure, whereas eight have relapsed for the first time--five bone marrow (BM), one sclera, one simultaneous BM and testes, and one testes--at a median of 12.5 months (range 4 to 22 months) after the normal testicular biopsy. With aggressive therapy after biopsy in the five boys with OTL, one has died 19 months after biopsy (after two BM relapses), one is alive 21 months after biopsy (after two BM relapses), and three are alive and free of recurrent ALL 13, 16, and 19 months, respectively, since the diagnosis of OTL.","['Askin, F B', 'Land, V J', 'Sullivan, M P', 'Ragab, A H', 'Steuber, C P', 'Dyment, P G', 'Talbert, J', 'Moore, T']","['Askin FB', 'Land VJ', 'Sullivan MP', 'Ragab AH', 'Steuber CP', 'Dyment PG', 'Talbert J', 'Moore T']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,,IM,"['Biopsy', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*pathology', 'Leukemia, Lymphoid/*pathology', 'Leukocyte Count', 'Male', 'Prognosis', 'Recurrence', 'Testicular Neoplasms/*pathology']",,1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",['10.1002/1097-0142(19810201)47:3<470::aid-cncr2820470308>3.0.co;2-t [doi]'],ppublish,Cancer. 1981 Feb 1;47(3):470-5. doi: 10.1002/1097-0142(19810201)47:3<470::aid-cncr2820470308>3.0.co;2-t.,"['CA-05587/CA/NCI NIH HHS/United States', 'CA-08223/CA/NCI NIH HHS/United States', 'CA-11233/CA/NCI NIH HHS/United States', 'etc.']",,,,,
6939453,NLM,MEDLINE,19810709,20111117,0007-4551 (Print) 0007-4551 (Linking),68,1,1981,[Acute myeloblastic leukaemia following Ewing's sarcoma: iatrogenic complication? (author's transl)].,25-31,"A seven-year-old child treated for a Ewing's sarcoma of the pelvis with a combination of radiotherapy and sequential polychemotherapy (vincristine, cyclophosphamide, adriamycine and procarbazine), developed an acute myeloblastic leukaemia fourty-one months later. The leukaemia was preceded by a ten-month period of isolated moderate neutropenia. Several possible explanations of the aetiology of this association are discussed, with particular emphasis on current concepts of the histogenesis of Ewing's sarcoma, and more particularly the possible role of radiotherapy and cytotoxic treatment in the induction of acute leukaemia.","['Garand, R', 'Nomballais, F', 'Le Mevel, A', 'Mouraud, E', 'Le Mevel, B']","['Garand R', 'Nomballais F', 'Le Mevel A', 'Mouraud E', 'Le Mevel B']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",France,Bull Cancer,Bulletin du cancer,0072416,['0 (Alkylating Agents)'],IM,"['Alkylating Agents/adverse effects', 'Bone Neoplasms/pathology/*therapy', 'Child', 'Humans', '*Ilium', 'Leukemia, Myeloid, Acute/*etiology/pathology', 'Leukemia, Radiation-Induced', 'Male', 'Sarcoma, Ewing/pathology/*therapy']",,1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Bull Cancer. 1981;68(1):25-31.,,Leucemie aigue myeloblastique apres sarcome d'Ewing: complication iatrogene?,,,,
