PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,AB,PMC,OID
4473584,NLM,MEDLINE,19750213,20061115,0485-1439 (Print) 0485-1439 (Linking),15,7,1974 Jul 30,"[Four patients with leukemia who showed especially atypical type of interstitial pneumonia, probably caused following the administration of antileukemic drugs (author's transl)].",764-73,"['Okita, H', 'Ito, K', 'Taketomi, Y', 'Fujimura, K', 'Kuramoto, A']","['Okita H', 'Ito K', 'Taketomi Y', 'Fujimura K', 'Kuramoto A']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Female', 'Humans', 'Leukemia/*drug therapy/pathology', 'Male', 'Middle Aged', 'Pulmonary Fibrosis/*chemically induced/pathology']",1974/07/30 00:00,1974/07/30 00:01,['1974/07/30 00:00'],"['1974/07/30 00:00 [pubmed]', '1974/07/30 00:01 [medline]', '1974/07/30 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1974 Jul 30;15(7):764-73.,,,,,
4473583,NLM,MEDLINE,19750213,20041117,0485-1439 (Print) 0485-1439 (Linking),15,7,1974 Jul 30,"[Nodule formation of the skin, myocardium and lungs in a case of leukemia diagnosed postmortem].",739-46,"['Ooshio, T', 'Negishi, M', 'Hoshida, M', 'Kawamura, A', 'Tachikawa, T']","['Ooshio T', 'Negishi M', 'Hoshida M', 'Kawamura A', 'Tachikawa T']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Autopsy', 'Female', 'Humans', 'Leukemia/*pathology', 'Lung/*pathology', 'Lymph Nodes/pathology', 'Myocardium/*pathology', 'Skin/*pathology']",1974/07/30 00:00,1974/07/30 00:01,['1974/07/30 00:00'],"['1974/07/30 00:00 [pubmed]', '1974/07/30 00:01 [medline]', '1974/07/30 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1974 Jul 30;15(7):739-46.,,,,,
4473559,NLM,MEDLINE,19750125,20190511,0027-8874 (Print) 0027-8874 (Linking),53,4,1974 Oct,Radiolabeled antitumor antibodies. III. Highly iodinated and highly radioiodinated antibodies.,959-65,"['Nord, S', 'Weissman, I L']","['Nord S', 'Weissman IL']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antibodies, Neoplasm)', '0 (Antigens, Viral)', '0 (Immunoglobulins)', '0 (Iodine Radioisotopes)']",IM,"['Absorption', 'Animals', '*Antibodies, Neoplasm', 'Antibody Specificity/*radiation effects', 'Antigen-Antibody Reactions', 'Antigens, Viral', 'Cell Line', 'Electrophoresis', 'Immunoglobulins', '*Iodine Radioisotopes', 'Isotope Labeling', 'Leukemia, Experimental/immunology/microbiology', 'Mice', 'Moloney murine leukemia virus/*immunology', 'Protein Denaturation', 'Radiation Effects', 'Rats/immunology', 'Sarcoma, Experimental/immunology/microbiology']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1974 Oct;53(4):959-65. doi: 10.1093/jnci/53.4.959.,,['10.1093/jnci/53.4.959 [doi]'],,,
4473533,NLM,MEDLINE,19750127,20191210,0022-3549 (Print) 0022-3549 (Linking),63,9,1974 Sep,"Catharanthus alkaloids XXXI: isolation of ajmalicine, pericalline, tetrahydroalstonine, vindolinine, and ursolic acid from Catharanthus trichophyllus roots.",1419-22,"['Segelman, A B', 'Farnsworth, N R']","['Segelman AB', 'Farnsworth NR']",['eng'],['Journal Article'],United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,"['0 (Alkaloids)', '0 (Antineoplastic Agents)', '0 (Azocines)', '0 (Carboxylic Acids)', '0 (Indoles)', '0 (Secologanin Tryptamine Alkaloids)', '0 (Triterpenes)', '2Y49VWD90Q (Yohimbine)', '3463-93-2 (pericalline)', '5980-02-9 (vindolinine)', '5V9KLZ54CY (Vinblastine)']",IM,"['Alkaloids/*isolation & purification/therapeutic use', 'Animals', 'Antineoplastic Agents/isolation & purification/therapeutic use', 'Azocines/isolation & purification/therapeutic use', 'Carboxylic Acids/isolation & purification/therapeutic use', 'Carcinoma', 'Cell Line', 'Chromatography, Thin Layer', 'Hydrogen-Ion Concentration', 'Indoles/*isolation & purification/therapeutic use', 'Leukemia, Experimental/drug therapy', 'Magnetic Resonance Spectroscopy', 'Mouth Neoplasms', 'Plants, Medicinal/*analysis', 'Secologanin Tryptamine Alkaloids/*isolation & purification/therapeutic use', 'Spectrophotometry, Ultraviolet', 'Triterpenes/*isolation & purification/therapeutic use', 'Vinblastine/analogs & derivatives', 'Yohimbine/*isolation & purification/therapeutic use']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,J Pharm Sci. 1974 Sep;63(9):1419-22. doi: 10.1002/jps.2600630918.,,"['S0022-3549(15)41796-4 [pii]', '10.1002/jps.2600630918 [doi]']",,,
4473394,NLM,MEDLINE,19750206,20081121,0016-5085 (Print) 0016-5085 (Linking),67,6,1974 Dec,Memorial lecture: the psychosomatic approach to individual susceptibility to disease.,1085-93,"['Engel, G L']",['Engel GL'],['eng'],['Journal Article'],United States,Gastroenterology,Gastroenterology,0374630,,IM,"['Anaphylaxis/epidemiology', 'Animals', 'Avoidance Learning', 'Gastrointestinal Diseases/epidemiology', 'Housing, Animal', 'Humans', 'Hypertension/epidemiology', 'Immobilization', 'Leukemia/epidemiology', 'Mammary Neoplasms, Experimental/epidemiology', '*Morbidity', 'Psychophysiologic Disorders/*epidemiology', 'Rats', 'Seizures/epidemiology', 'Shock', 'Stress, Physiological']",1974/12/01 00:00,1974/12/01 00:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '1974/12/01 00:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,Gastroenterology. 1974 Dec;67(6):1085-93.,,,,,['NASA: 75039589']
4473391,NLM,MEDLINE,19750201,20141003,0016-450X (Print) 0016-450X (Linking),65,4,1974 Aug,Tumor induction with a single administration of n-2-fluorenyl-acetamide or n-hydroxy-2-fluorenylacetamide to newborn mice: effect of age after birth.,345-9,"['Fujii, K', 'Takahashi, H']","['Fujii K', 'Takahashi H']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,"['0 (Acetamides)', '0 (Carcinogens)', '0 (Fluoroacetates)']",IM,"['*Acetamides', 'Age Factors', 'Animals', 'Animals, Newborn', '*Carcinogens', 'Female', 'Fluoroacetates/*pharmacology', 'Injections, Subcutaneous', 'Leukemia, Experimental/*chemically induced', 'Liver Neoplasms/*chemically induced', 'Lung Neoplasms/*chemically induced', 'Mice', '*Neoplasms, Experimental/chemically induced', 'Rats', 'Uterine Neoplasms/*chemically induced']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",ppublish,Gan. 1974 Aug;65(4):345-9.,,,,,
4473265,NLM,MEDLINE,19750213,20131121,0008-5472 (Print) 0008-5472 (Linking),34,12,1974 Dec,Effect of neocarzinostatin on DNA synthesis in L1210 cells.,3341-6,"['Sawada, H', 'Tatsumi, K', 'Sasada, M', 'Shirakawa, S', 'Nakamura, T']","['Sawada H', 'Tatsumi K', 'Sasada M', 'Shirakawa S', 'Nakamura T']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Antibiotics, Antineoplastic)', '0 (Bacterial Proteins)', '0 (Carbon Radioisotopes)', '0 (DNA, Neoplasm)', '0 (Peptides)', '0 (Thymine Nucleotides)', '10028-17-8 (Tritium)', '9007-49-2 (DNA)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'VC2W18DGKR (Thymidine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*pharmacology', 'Bacterial Proteins/pharmacology', 'Carbon Radioisotopes', 'Centrifugation, Density Gradient', 'DNA/pharmacology', 'DNA Nucleotidyltransferases/metabolism', 'DNA, Neoplasm/*biosynthesis', 'Depression, Chemical', 'Leukemia L1210/enzymology/*metabolism', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Nucleic Acid Denaturation', 'Peptides/pharmacology', 'Streptomyces', 'Templates, Genetic', 'Thymidine/metabolism', 'Thymine Nucleotides/biosynthesis', 'Tritium', 'Uridine/metabolism']",1974/12/01 00:00,1974/12/01 00:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '1974/12/01 00:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,Cancer Res. 1974 Dec;34(12):3341-6.,,,,,
4473138,NLM,MEDLINE,19750113,20131121,0077-0078 (Print) 0077-0078 (Linking),12,0,1974,The treatment of acute and chronic central venous occlusion by light coagulation.,247-53,"['Wetzig, P C', 'Thatcher, D B']","['Wetzig PC', 'Thatcher DB']",['eng'],['Journal Article'],Switzerland,Mod Probl Ophthalmol,Modern problems in ophthalmology,1270475,"['3H3U766W84 (Xenon)', '67XQY1V3KH (Argon)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Argon', 'Arteriosclerosis/complications', 'Chronic Disease', 'Diabetic Angiopathies/surgery', 'Female', 'Fluorescein Angiography', 'Follow-Up Studies', 'Humans', 'Hypertension/complications', 'Laser Therapy', 'Leukemia/complications', '*Light Coagulation', 'Male', 'Middle Aged', '*Retinal Vein', 'Vascular Diseases/surgery', 'Vision Tests', 'Visual Acuity', 'Xenon']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Mod Probl Ophthalmol. 1974;12(0):247-53.,,,,,
4472855,NLM,MEDLINE,19750110,20190824,0003-9896 (Print) 0003-9896 (Linking),29,5,1974 Nov,Respiratory cancer and occupational exposure to arsenicals.,250-5,"['Ott, M G', 'Holder, B B', 'Gordon, H L']","['Ott MG', 'Holder BB', 'Gordon HL']",['eng'],"['Comparative Study', 'Journal Article']",United States,Arch Environ Health,Archives of environmental health,0212627,['0 (Arsenicals)'],IM,"['Adult', 'Aged', 'Arsenicals/*adverse effects', 'Cardiovascular Diseases/epidemiology', 'Dose-Response Relationship, Drug', 'Environmental Exposure', 'Female', 'Gastrointestinal Diseases/epidemiology', 'Gastrointestinal Neoplasms/epidemiology', 'Humans', 'Leukemia/epidemiology', 'Male', 'Middle Aged', 'Occupational Diseases/*chemically induced/epidemiology/mortality', 'Respiratory Tract Diseases/epidemiology', 'Respiratory Tract Neoplasms/*chemically induced/epidemiology/mortality', 'Retrospective Studies', 'Time Factors', 'Urogenital Neoplasms/epidemiology']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",ppublish,Arch Environ Health. 1974 Nov;29(5):250-5. doi: 10.1080/00039896.1974.10666582.,,['10.1080/00039896.1974.10666582 [doi]'],,,
4472836,NLM,MEDLINE,19750116,20190724,0031-6903 (Print) 0031-6903 (Linking),94,8,1974 Aug,[Antileukemic agents. III. Synthesis and antitumor activity of N-(2-chloroethyl)-N-nitrosourea derivatives (author's transl)].,1032-7,"['Okabe, S', 'Fukushima, M', 'Shimizu, F', 'Arakawa, M']","['Okabe S', 'Fukushima M', 'Shimizu F', 'Arakawa M']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Yakugaku Zasshi,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,0413613,"['0 (Antineoplastic Agents)', '0 (Nitrosourea Compounds)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Chemical Phenomena', 'Chemistry', 'Leukemia L1210/drug therapy', 'Mice', 'Nitrosourea Compounds/*chemical synthesis/therapeutic use']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",ppublish,Yakugaku Zasshi. 1974 Aug;94(8):1032-7. doi: 10.1248/yakushi1947.94.8_1032.,,['10.1248/yakushi1947.94.8_1032 [doi]'],,,
4472832,NLM,MEDLINE,19750116,20131121,0091-7400 (Print) 0091-7400 (Linking),3,,1974,Studies on the surfaces of transformed and mitotic cells with carbohydrate specific lectins.,435-43,"['Burger, M M', 'Troll, W', 'Bechtel, E']","['Burger MM', 'Troll W', 'Bechtel E']",['eng'],['Journal Article'],United States,Johns Hopkins Med J Suppl,Johns Hopkins medical journal. Supplement,0334432,"['0 (Ketones)', '0 (Lectins)', '0 (Tosyl Compounds)', 'EC 3.4.- (Peptide Hydrolases)', 'EC 3.4.21.1 (Chymotrypsin)', 'GAN16C9B8O (Glutathione)']",IM,"['Agglutination Tests', 'Animals', 'Binding Sites, Antibody', 'Cell Membrane/drug effects/*immunology', '*Cell Transformation, Neoplastic', 'Cells, Cultured', 'Chymotrypsin/pharmacology', 'Glutathione/pharmacology', 'Ketones/pharmacology', '*Lectins', 'Leukemia L1210', 'Mice', '*Mitosis', 'Peptide Hydrolases/pharmacology', 'Tosyl Compounds/pharmacology']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Johns Hopkins Med J Suppl. 1974;3:435-43.,,,,,
4472653,NLM,MEDLINE,19750117,20131121,0008-5472 (Print) 0008-5472 (Linking),34,11,1974 Nov,Cytidine 5'-triphosphate synthetase as a target for inhibition by the antitumor agent 3-deazauridine.,3107-11,"['McPartland, R P', 'Wang, M C', 'Bloch, A', 'Weinfeld, H']","['McPartland RP', 'Wang MC', 'Bloch A', 'Weinfeld H']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Cytosine Nucleotides)', '0 (Enzyme Inhibitors)', '0 (Uracil Nucleotides)', '0W860991D6 (Deoxycytidine)', '5CSZ8459RP (Cytidine)', 'EC 6.- (Ligases)', 'VC2W18DGKR (Thymidine)', 'W78I7AY22C (Deoxyuridine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Animals', 'Cells, Cultured', 'Cytidine/pharmacology', 'Cytosine Nucleotides', 'Deoxycytidine/pharmacology', 'Deoxyuridine/pharmacology', '*Enzyme Inhibitors', 'Leukemia L1210/metabolism', 'Ligases/*metabolism', 'Liver/enzymology', 'Mice', 'Thymidine/pharmacology', 'Uracil Nucleotides', 'Uridine/*analogs & derivatives/pharmacology']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",ppublish,Cancer Res. 1974 Nov;34(11):3107-11.,,,,,
4472601,NLM,MEDLINE,19741226,20190623,0006-2952 (Print) 0006-2952 (Linking),23,14,1974 Jul 15,Effects of sulfhydryl inhibitors upon transport of folate compounds into L1210 cells.,2057-9,"['Rader, J I', 'Niethammer, D', 'Huennekens, F M']","['Rader JI', 'Niethammer D', 'Huennekens FM']",['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Benzenesulfonates)', '0 (Folic Acid Antagonists)', '0 (Iodoacetates)', '0 (Organometallic Compounds)', '0 (Sulfhydryl Reagents)', '0 (Tetrahydrofolates)', '935E97BOY8 (Folic Acid)', 'FXS1BY2PGL (Mercury)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Benzenesulfonates/pharmacology', 'Cells, Cultured', 'Folic Acid/*metabolism', 'Folic Acid Antagonists/*pharmacology', 'Iodoacetates/pharmacology', 'Kinetics', 'Leukemia L1210/*metabolism', 'Mercury/*pharmacology', 'Methotrexate/metabolism', 'Mice', 'Organometallic Compounds/*pharmacology', 'Sulfhydryl Reagents/*pharmacology', 'Tetrahydrofolates/metabolism', 'Time Factors']",1974/07/15 00:00,1974/07/15 00:01,['1974/07/15 00:00'],"['1974/07/15 00:00 [pubmed]', '1974/07/15 00:01 [medline]', '1974/07/15 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1974 Jul 15;23(14):2057-9. doi: 10.1016/0006-2952(74)90264-0.,,"['0006-2952(74)90264-0 [pii]', '10.1016/0006-2952(74)90264-0 [doi]']",,,
4472552,NLM,MEDLINE,19750117,20190623,0006-2952 (Print) 0006-2952 (Linking),23,19,1974 Oct 1,Inhibitors of inosinate dehydrogenase activity in Ehrlich ascites tumor cells in vitro.,2727-35,"['Smith, C M', 'Fontenelle, L J', 'Muzik, H', 'Paterson, A R', 'Unger, H', 'Brox, L W', 'Henderson, J F']","['Smith CM', 'Fontenelle LJ', 'Muzik H', 'Paterson AR', 'Unger H', 'Brox LW', 'Henderson JF']",['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Carbon Radioisotopes)', '0 (Hypoxanthines)', '0 (Nucleotides)', '0 (Purines)', '12133JR80S (Guanosine)', '5A614L51CT (Inosine)', '5Z93L87A1R (Guanine)', '86-01-1 (Guanosine Triphosphate)', 'EC 1.- (Oxidoreductases)', 'HU9DX48N0T (Mycophenolic Acid)', 'JAC85A2161 (Adenine)']",IM,"['Adenine/metabolism', 'Animals', 'Carbon Radioisotopes', 'Carcinoma, Ehrlich Tumor/*enzymology', 'Cells, Cultured', 'Chromatography, DEAE-Cellulose', 'Chromatography, Paper', 'Guanine/metabolism', 'Guanosine/analogs & derivatives/pharmacology', 'Guanosine Triphosphate/metabolism', 'Hypoxanthines/metabolism', 'Inosine', 'Leukemia L1210/metabolism', 'Mice', 'Mycophenolic Acid/pharmacology', 'Nucleotides/metabolism', 'Oxidoreductases/*antagonists & inhibitors', 'Purines/metabolism', 'Spectrophotometry, Ultraviolet', 'Structure-Activity Relationship']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1974 Oct 1;23(19):2727-35. doi: 10.1016/0006-2952(74)90043-4.,,"['0006-2952(74)90043-4 [pii]', '10.1016/0006-2952(74)90043-4 [doi]']",,,
4472531,NLM,MEDLINE,19750106,20190609,0006-3002 (Print) 0006-3002 (Linking),366,1,1974 Sep 27,Isolation and characterization of human DNA-dependent RNA polymerase.,61-9,"['Tsai, M J', 'Saunders, G F']","['Tsai MJ', 'Saunders GF']",['eng'],['Journal Article'],Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Antimetabolites)', '0 (Chromatin)', '0 (Mycotoxins)', '0 (Oligopeptides)', '0 (Peptides, Cyclic)', '0 (Rifamycins)', '0 (Uracil Nucleotides)', '10028-17-8 (Tritium)', '42Z2K6ZL8P (Manganese)', '9007-49-2 (DNA)', 'EC 2.7.7.6 (DNA-Directed RNA Polymerases)', 'I38ZP9992A (Magnesium)', 'SU46BAM238 (Ammonium Sulfate)', 'VJT6J7R4TR (Rifampin)']",IM,"['Ammonium Sulfate/pharmacology', 'Antimetabolites/pharmacology', 'Basidiomycota', 'Chromatin/drug effects/metabolism', 'Chromatography, Ion Exchange', 'DNA', 'DNA-Directed RNA Polymerases/*blood/isolation & purification/metabolism', 'Humans', 'Kinetics', 'Leukemia, Lymphoid/blood/*enzymology/pathology', 'Lymphocytes/drug effects/*enzymology/pathology', 'Magnesium/pharmacology', 'Manganese/pharmacology', 'Mycotoxins/pharmacology', 'Oligopeptides/pharmacology', 'Osmolar Concentration', 'Peptides, Cyclic/pharmacology', 'Rifampin/pharmacology', 'Rifamycins/pharmacology', 'Solubility', 'Tritium', 'Ultrasonics', 'Uracil Nucleotides/metabolism']",1974/09/27 00:00,1974/09/27 00:01,['1974/09/27 00:00'],"['1974/09/27 00:00 [pubmed]', '1974/09/27 00:01 [medline]', '1974/09/27 00:00 [entrez]']",ppublish,Biochim Biophys Acta. 1974 Sep 27;366(1):61-9. doi: 10.1016/0005-2787(74)90318-9.,,"['0005-2787(74)90318-9 [pii]', '10.1016/0005-2787(74)90318-9 [doi]']",,,
4472428,NLM,MEDLINE,19741212,20131121,0008-5472 (Print) 0008-5472 (Linking),34,10,1974 Oct,X-ray repair replication in L1210 leukemia cells.,2624-33,"['Lee, Y C', 'Byfield, J E', 'Bennett, L R', 'Chan, Y M']","['Lee YC', 'Byfield JE', 'Bennett LR', 'Chan YM']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['04079A1RDZ (Cytarabine)', '10028-17-8 (Tritium)', '80168379AG (Doxorubicin)', 'G34N38R2N1 (Bromodeoxyuridine)', 'VC2W18DGKR (Thymidine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Bromodeoxyuridine/pharmacology', 'Cells, Cultured/drug effects/radiation effects', 'Cytarabine/pharmacology', 'DNA Repair/*drug effects', 'Daunorubicin/pharmacology', 'Dose-Response Relationship, Drug', 'Doxorubicin/pharmacology', 'Kinetics', 'Leukemia L1210/*metabolism', 'Mice', 'Radiation Dosage', '*Radiation Injuries, Experimental', 'Thymidine/metabolism', 'Tritium']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Cancer Res. 1974 Oct;34(10):2624-33.,,,,,
4472278,NLM,MEDLINE,19741219,20041117,0019-6770 (Print) 0019-6770 (Linking),67,10,1974 Oct,Recent developments in treatment of childhood cancer.,925-7,"['Altman, A J', 'Baehner, R L']","['Altman AJ', 'Baehner RL']",['eng'],['Journal Article'],United States,J Indiana State Med Assoc,The Journal of the Indiana State Medical Association,7505610,,IM,"['Acute Disease', 'Adolescent', 'Age Factors', 'Child', 'Child, Preschool', '*Hospitals, Pediatric', '*Hospitals, Special', 'Humans', 'Infant', 'Leukemia/therapy', 'Neoplasms/mortality/*therapy', 'Referral and Consultation']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,J Indiana State Med Assoc. 1974 Oct;67(10):925-7.,,,,,
4472137,NLM,MEDLINE,19741219,20190705,0092-8674 (Print) 0092-8674 (Linking),2,4,1974 Aug,Host restriction of friend leukemia virus; fate of input virion RNA.,271-7,"['Sveda, M M', 'Fields, B N', 'Soeiro, R']","['Sveda MM', 'Fields BN', 'Soeiro R']",['eng'],['Journal Article'],United States,Cell,Cell,0413066,"['0 (Phosphorus Radioisotopes)', '0 (RNA, Viral)', '9007-49-2 (DNA)']",IM,"['Adsorption', 'Animals', 'Cell Nucleus/metabolism', 'Cells, Cultured', 'Centrifugation, Density Gradient', 'DNA', 'Friend murine leukemia virus/analysis/*growth & development/metabolism', '*Genotype', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred Strains', 'Nucleic Acid Hybridization', 'Phosphorus Radioisotopes', 'RNA, Viral/analysis/*metabolism', 'Species Specificity', 'Virus Replication']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",ppublish,Cell. 1974 Aug;2(4):271-7. doi: 10.1016/0092-8674(74)90021-x.,,"['0092-8674(74)90021-X [pii]', '10.1016/0092-8674(74)90021-x [doi]']",,,
4472075,NLM,MEDLINE,19741219,20190613,0006-2960 (Print) 0006-2960 (Linking),13,20,1974 Sep 24,DNA chain growth during replication of asynchronous L1210 cells. Alkaline elution of large DNA segments from cells lysed on filters.,4134-9,"['Kohn, K W', 'Friedman, C A', 'Ewig, R A', 'Iqbal, Z M']","['Kohn KW', 'Friedman CA', 'Ewig RA', 'Iqbal ZM']",['eng'],"['Comparative Study', 'Journal Article']",United States,Biochemistry,Biochemistry,0370623,"['0 (Carbon Radioisotopes)', '0 (DNA, Neoplasm)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Carbon Radioisotopes', 'Cell Division', 'Cells, Cultured', 'Centrifugation, Density Gradient', '*DNA Replication/radiation effects', 'DNA, Neoplasm/*biosynthesis/radiation effects', 'Dose-Response Relationship, Radiation', 'Hydrogen-Ion Concentration', 'Isotope Labeling', 'Leukemia L1210/*metabolism', 'Mathematics', 'Mice', 'Models, Biological', '*Radiation Effects', 'Thymidine/metabolism', 'Time Factors', 'Tritium']",1974/09/24 00:00,1974/09/24 00:01,['1974/09/24 00:00'],"['1974/09/24 00:00 [pubmed]', '1974/09/24 00:01 [medline]', '1974/09/24 00:00 [entrez]']",ppublish,Biochemistry. 1974 Sep 24;13(20):4134-9. doi: 10.1021/bi00717a011.,,['10.1021/bi00717a011 [doi]'],,,
4471988,NLM,MEDLINE,19741219,20190709,0022-2623 (Print) 0022-2623 (Linking),17,11,1974 Nov,Alpha-(Ureidomethylene)lactones and derived 5-(hydroxyalkyl)uracils.,1230-1,"['Denny, G H', 'Ryder, M A']","['Denny GH', 'Ryder MA']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Lactones)', '56HH86ZVCT (Uracil)', '8W8T17847W (Urea)']",IM,"['Animals', 'Lactones/*chemical synthesis/therapeutic use', 'Leukemia L1210/drug therapy', 'Spectrophotometry, Ultraviolet', 'Uracil/*analogs & derivatives', 'Urea/*analogs & derivatives/chemical synthesis/therapeutic use']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",ppublish,J Med Chem. 1974 Nov;17(11):1230-1. doi: 10.1021/jm00257a021.,,['10.1021/jm00257a021 [doi]'],,,
4471882,NLM,MEDLINE,19741218,20110728,0001-5806 (Print) 0001-5806 (Linking),37,2,1974 Apr,[Quantitative observation of leukemic cells and normal hematopoetic cells in the bone marrow during the treatment of acute leukemia (author's transl)].,73-92,"['Oshima, T']",['Oshima T'],['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Acute Disease', 'Adult', 'Bone Marrow/*pathology', '*Bone Marrow Cells', 'Cell Count', 'Female', 'Hematopoietic Stem Cells/*cytology', 'Humans', 'Leukemia/*drug therapy/pathology', 'Male', 'Middle Aged']",1974/04/01 00:00,1974/04/01 00:01,['1974/04/01 00:00'],"['1974/04/01 00:00 [pubmed]', '1974/04/01 00:01 [medline]', '1974/04/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1974 Apr;37(2):73-92.,,,,,
