PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,RN,RF,SI,GS,CON,PMC,CIN,LID,TT,OID,OAB,OABL,OTO,OT,GN,EIN
7697223,NLM,MEDLINE,19950504,20191105,1073-449X (Print) 1073-449X (Linking),151,4,1995 Apr,Diffuse alveolar hemorrhage in allogeneic bone marrow transplantation. A postmortem study.,1006-10,"To define better the syndrome of diffuse alveolar hemorrhage (DAH), we conducted a postmortem study in 77 patients who died of pulmonary complications, distributed into three groups. Group A included 47 patients with hematologic diseases treated with allogeneic bone marrow transplant (BMT); Group B, 20 patients with hematologic diseases treated with conventional chemotherapy; and Group C, 10 patients without hematologic diseases. The diagnosis of DAH was established when there was blood in at least 30% of the lung tissue evaluated without evidence of infection or any other pathologic change that could account for its presence. The presence of an associated pulmonary complication was considered only when there was normal lung parenchyma between both blood and the specific lesions. Diffuse alveolar hemorrhage was shown in 11 patients in Group A (23%) compared with 1 patient in Group B (5%) (p < 0.05). Of the 11 patients with DAH in Group A, 10 had some associated pulmonary complication: 7 presented with diffuse alveolar damage (DAD), 2 with associated bacterial pneumonia and 1 with invasive aspergillosis, 2 others had an associated cytomegalovirus (CMV) pneumonitis, and the remaining patients had an associated herpes pneumonia. There were no clinical differences between patients with and without DAH. Of 8 patients with confirmed DAH in Group A, who had been submitted to a bronchoscopic examination within 1 wk of death, 4 had normal BAL fluid; by contrast, 7 of 13 patients without DAH had hemorrhagic BAL fluid.(ABSTRACT TRUNCATED AT 250 WORDS)","['Agusti, C', 'Ramirez, J', 'Picado, C', 'Xaubet, A', 'Carreras, E', 'Ballester, E', 'Torres, A', 'Battochia, C', 'Rodriguez-Roisin, R']","['Agusti C', 'Ramirez J', 'Picado C', 'Xaubet A', 'Carreras E', 'Ballester E', 'Torres A', 'Battochia C', 'Rodriguez-Roisin R']","['Department of Pathologic Anatomy, University of Barcelona, Spain.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Respir Crit Care Med,American journal of respiratory and critical care medicine,9421642,IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/therapy', 'Bone Marrow Transplantation/*adverse effects', 'Cadaver', 'Female', 'Hemorrhage/*etiology', 'Humans', 'Leukemia/therapy', 'Lung/pathology', 'Lung Diseases/etiology/pathology', 'Male', 'Middle Aged', 'Multiple Myeloma/therapy', '*Pulmonary Alveoli', 'Transplantation, Homologous']",1995/04/01 00:00,1995/04/01 00:01,['1995/04/01 00:00'],"['1995/04/01 00:00 [pubmed]', '1995/04/01 00:01 [medline]', '1995/04/01 00:00 [entrez]']",['10.1164/ajrccm/151.4.1006 [doi]'],ppublish,Am J Respir Crit Care Med. 1995 Apr;151(4):1006-10. doi: 10.1164/ajrccm/151.4.1006.,,,,,,,,,,,,,,,,,
7697014,NLM,MEDLINE,19950503,20071115,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Autografting for CML--where does it fit in to the overall treatment strategy?,S74-7,,"['Goldman, J M']",['Goldman JM'],"['Royal Postgraduate Medical School, London, UK.']",['eng'],"['Journal Article', 'Review']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['*Bone Marrow Transplantation', 'Humans', 'Interferon-alpha/therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Transplantation, Autologous']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S74-7.,,['0 (Interferon-alpha)'],19,,,,,,,,,,,,,,
7697013,NLM,MEDLINE,19950503,20131121,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,The molecular basis of graft-versus-leukemia in CML.,S68-73,,"['Barrett, J']",['Barrett J'],"['BMT Unit, Hematology Branch NHLBI, National Institutes of Health, Bethesda, MD 20892.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Bone Marrow Transplantation/*immunology', 'Cytokines/physiology', 'Fusion Proteins, bcr-abl/immunology', 'Humans', 'Killer Cells, Natural/immunology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*immunology', 'Neoplastic Stem Cells/immunology', 'T-Lymphocytes/immunology']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S68-73.,,"['0 (Cytokines)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,,,,,,,,,,,,,,
7697012,NLM,MEDLINE,19950503,20131121,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Significance of detection of BCR/ABL transcript after allogeneic and autologous transplant.,S62-7,,"['Saglio, G', 'Guerrasio, A', 'Gottardi, E', 'Parziale, A', 'Martinelli, G', 'Zaccaria, A', 'Frassoni, F']","['Saglio G', 'Guerrasio A', 'Gottardi E', 'Parziale A', 'Martinelli G', 'Zaccaria A', 'Frassoni F']","['Dipartimento di Scienze Biomediche e Oncologia Umana, Ospedale San Luigi, Italy.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['*Bone Marrow Transplantation', 'Fusion Proteins, bcr-abl/*genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/metabolism/*therapy', 'Polymerase Chain Reaction', 'RNA, Messenger/*analysis', 'Transplantation, Autologous', 'Transplantation, Homologous']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S62-7.,,"['0 (RNA, Messenger)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,,,,,,,,,,,,,,
7697011,NLM,MEDLINE,19950503,20071115,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Treatment of chronic myelogenous leukemia (CML) with c-myb antisense oligodeoxynucleotides.,S57-61,,"['Gewirtz, A M']",['Gewirtz AM'],"['Department of Pathology, University of Pennsylvania School of Medicine, Philadelphia 19104.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Bone Marrow Purging/*methods', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/*therapy', 'Oligonucleotides, Antisense/*therapeutic use', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-myb', '*Proto-Oncogenes']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S57-61.,,"['0 (Oligonucleotides, Antisense)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-myb)']",,,,,,,,,,,,,,,
7697010,NLM,MEDLINE,19950503,20071115,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Autologous transplantation in chronic myelogenous leukemia: European results: Chronic Leukemia Working Party of the EBMT.,S51-4,"Autologous stem cell transplantation (ASCT) was performed in 95 patients with chronic myelogenous leukemia (CML) in chronic phase and their data were reported to the European Bone Marrow Transplant Registry. Most patients presented bad prognostic factors. The results were analysed by September 1, 1993. The actuarial proportion of patients who achieved a complete hematological response at one year was 87.3+/-7.5% (95% CI). The 3-year percentage of major cytogenetic response was 38.6+/--13% (95% CI). The actuarial risk of transformation for the evaluable patients was 31.5+/-14% (95% CI) and the actuarial survival at four years was 83.3+/-10% (95% CI). These encouraging results suggest that ASCT by itself could play a role to prolong survival in CML patients.","['Reiffers, J', 'Goldman, J', 'Meloni, G', 'Cahn, J Y', 'Faberes, C', 'Apperley, J']","['Reiffers J', 'Goldman J', 'Meloni G', 'Cahn JY', 'Faberes C', 'Apperley J']","['Bone Marrow Transplant Unit, CHRBordeaux Hopital, Pessac, France.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Adolescent', 'Adult', 'Child', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/genetics/*therapy', 'Middle Aged', 'Survival Rate', 'Transplantation, Autologous']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S51-4.,,,,,,,,,,,,,,,,,
7697009,NLM,MEDLINE,19950503,20131121,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Genetic events in CML: from translocation to transplantation.,S5-9,,"['Daley, G Q']",['Daley GQ'],"['Department of Medicine, Massachusetts General Hospital, Boston 02114.']",['eng'],"['Journal Article', 'Review']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['*Bone Marrow Transplantation', 'Fusion Proteins, bcr-abl/genetics', 'Genes, abl', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/therapy', '*Translocation, Genetic']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S5-9.,,"['EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",11,,,,,,,,,,,,,,
7697008,NLM,MEDLINE,19950503,20071115,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Autografting for chronic myelocytic leukemia.,S49-50,,"['McGlave, P']",['McGlave P'],"['Department of Medicine, University of Minnesota Medical School, Minneapolis 55455.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/mortality/*therapy', 'Survival Rate', 'Transplantation, Autologous']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S49-50.,,,,,,,,,,,,,,,,,
7697007,NLM,MEDLINE,19950503,20071115,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Primitive hemopoietic cells (LTC-IC) in mobilized peripheral blood cells after chemotherapy-induced aplasia.,S42-4,,"['Podesta, M', 'Carella, A M', 'Frassoni, F']","['Podesta M', 'Carella AM', 'Frassoni F']","['Divisione Ematologia, Ospedale San Martino, Genova, Italy.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Cell Separation/*methods', '*Hematopoietic Stem Cells', 'Humans', 'Leukapheresis', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*blood/drug therapy']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S42-4.,,,,,,,,,,,,,,,,,
7697006,NLM,MEDLINE,19950503,20131121,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Mobilisation of Ph-negative peripheral blood stem cells in CML with idarubicin and cytarabine.,S38-41,"Recent interest in autologous transplantation in chronic myeloid leukaemia (CML) has focused on attempts to select out putatively normal Ph-negative progenitor cells for subsequent reinfusion after high dose therapy. One way in which this may be achieved is by collecting peripheral blood stem cells (PBSCs) during the early regenerative phase following chemotherapy when Ph-negative cells seem to have a short term proliferative advantage. Data now suggest that it is possible to collect Ph-negative (and occasionally PCR negative) progenitor cells in a significant number of CML patients, a proportion of whom will go on to achieve a cytogenetic remission post-autografting. The durability of these remissions and the effect on long term survival remain to be established and at present this form of therapy should be reserved for those unsuitable for allogeneic transplantation who have failed to achieve a major cytogenetic response to interferon-alpha.","['Chalmers, E A', 'Franklin, I M', 'Kelsey, S', 'Clarke, R', 'Sproul, A M', 'Goldstone, A H', 'Hepplestone, A', 'Watson, W', 'Sharp, S', 'Tansey, P']","['Chalmers EA', 'Franklin IM', 'Kelsey S', 'Clarke R', 'Sproul AM', 'Goldstone AH', 'Hepplestone A', 'Watson W', 'Sharp S', 'Tansey P']",['Glasgow Royal Infirmary.'],['eng'],"['Journal Article', 'Review']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['*Cell Separation', 'Cytarabine/*therapeutic use', 'Hematopoietic Stem Cell Transplantation', 'Hematopoietic Stem Cells/*drug effects', 'Humans', 'Idarubicin/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/genetics/pathology', '*Philadelphia Chromosome', 'Transplantation, Autologous']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S38-41.,,"['04079A1RDZ (Cytarabine)', 'ZRP63D75JW (Idarubicin)']",21,,,,,,,,,,,,,,
7697005,NLM,MEDLINE,19950503,20181130,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,Clonality studies in CML patients treated by IFN and/or autologous bone marrow transplantation.,S21-4,,"['Lo Coco, F', 'Guerrasio, A', 'Diverio, D', 'Mandelli, F', 'Saglio, G']","['Lo Coco F', 'Guerrasio A', 'Diverio D', 'Mandelli F', 'Saglio G']","['Dipartimento di Biopatologia Umana, Universita La Sapienza, Roma, Italy.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['*Bone Marrow Transplantation', 'DNA/metabolism', 'Gene Rearrangement', 'Humans', 'Interferon alpha-2', 'Interferon-alpha/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/*therapy', 'Methylation', 'Recombinant Proteins']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S21-4.,,"['0 (Interferon alpha-2)', '0 (Interferon-alpha)', '0 (Recombinant Proteins)', '9007-49-2 (DNA)']",,,,,,,,,,,,,,,
7697004,NLM,MEDLINE,19950503,20131121,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,New perspectives with interferon alpha. The German CML study group experience.,S14-20,,"['Hehlmann, R', 'Ansari, H', 'Adelberger, V', 'Heinze, B', 'Hossfeld, K', 'Hochhaus, A', 'Heimpel, H']","['Hehlmann R', 'Ansari H', 'Adelberger V', 'Heinze B', 'Hossfeld K', 'Hochhaus A', 'Heimpel H']","['III. Medizinische Klinik, Klinikum Mannheim, Universitat Heidelberg, Germany.']",['eng'],"['Journal Article', 'Review']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Busulfan/therapeutic use', 'Clinical Trials as Topic', 'Humans', 'Hydroxyurea/therapeutic use', 'Interferon-alpha/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/mortality/*therapy', 'Survival Rate']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S14-20.,,"['0 (Interferon-alpha)', 'G1LN9045DK (Busulfan)', 'X6Q56QN5QC (Hydroxyurea)']",28,,,,,,,,,,,,,,
7697002,NLM,MEDLINE,19950503,20181130,0268-3369 (Print) 0268-3369 (Linking),14 Suppl 3,,1994,"Proceedings of 2nd International Symposium on Autografting for Chronic Myeloid Leukaemia. Genova, Italy, June 26-27, 1994.",S1-88,,,,,['eng'],"['Congress', 'Overall']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Transplantation, Autologous']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1994;14 Suppl 3:S1-88.,,,,,,,,,,,,,,,,,
7696965,NLM,MEDLINE,19950503,20071114,1066-5099 (Print) 1066-5099 (Linking),12 Suppl 1,,1994,Implications of the polyfunctionality of hemopoietic regulators.,259-75,"Studies on the expanding group of hemopoietic regulators have identified several types of situations indicating the polyfunctionality of these regulators. In actions on hemopoietic populations, this polyfunctionality is seen in cross-lineage actions, in proliferative actions on cells at multiple stages within a lineage and, above all, in actions that do not simply control cell proliferation but also aspects of differentiation commitment, maturation and the functional activity of mature cells. More perplexing are the growing lists of actions on non-hemopoietic tissues, seen in extreme form with the leukemia inhibitory factor group of regulators. The bizarre range of actions exhibited by regulators of this group is difficult to explain but may be indicating the unsuspected existence of some novel integrated bioorgan systems.","['Metcalf, D']",['Metcalf D'],"['Walter and Eliza Hall Institute of Medical Research, Royal Melbourne Hospital, Victoria, Australia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Stem Cells,"Stem cells (Dayton, Ohio)",9304532,IM,"['Animals', 'Colony-Stimulating Factors/pharmacology/physiology', 'Hematopoiesis/drug effects/*physiology', 'Hematopoietic Cell Growth Factors/pharmacology/physiology', 'Hematopoietic Stem Cells/drug effects', 'Humans', 'Organ Specificity']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.1002/stem.5530120722 [doi]'],ppublish,Stem Cells. 1994;12 Suppl 1:259-75. doi: 10.1002/stem.5530120722.,['CA-22556/CA/NCI NIH HHS/United States'],"['0 (Colony-Stimulating Factors)', '0 (Hematopoietic Cell Growth Factors)']",71,,,,,,,,,,,,,,
7696960,NLM,MEDLINE,19950503,20061115,1066-5099 (Print) 1066-5099 (Linking),12 Suppl 1,,1994,Hematopathology of interleukin 6-type cytokines.,155-71,"Interleukin (IL)-6, IL-11, leukemia inhibitory factor (LIF), oncostatin M (OSM) and ciliary neurotrophic factor (CNTF) constitute a subfamily of cytokines on the basis of similar predicted structures and functional redundancy in their actions on a wide spectrum of cell types. Among the diverse targets of these pleiotropic factors are adipocytes, embryonic stem cells, hepatocytes, and cells belonging to the hematopoietic, immune and nervous systems. An explanation for the shared biologic activities of IL-6 subfamily members is provided by the finding that these cytokines trigger overlapping signal transduction pathways in responsive cells through a common receptor subunit, termed gp130. With the exception of CNTF, which appears to function primarily within the nervous system, IL-6-type cytokines differ from classical hormones in that they are synthesized by many tissues, frequently in association with disease states or in response to infection or injury. This article discusses the hematologic effects of dysregulated expression of IL-6 and related cytokines, highlighting results obtained in our laboratory with murine models of cytokine excess created by retroviral gene delivery to the hematopoietic system.","['Hawley, R G']",['Hawley RG'],"['Division of Cancer Research, Sunnybrook Health Science Centre, Toronto, Ontario, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Stem Cells,"Stem cells (Dayton, Ohio)",9304532,IM,"['Amino Acid Sequence', 'Animals', '*Antigens, CD', 'Base Sequence', 'Chimera', 'Cytokine Receptor gp130', 'Cytokines/genetics/*physiology/toxicity', 'DNA, Complementary/genetics', 'Hematopoiesis/drug effects/genetics/*physiology', 'Humans', 'Interleukin-6/genetics/*physiology/toxicity', 'Membrane Glycoproteins/genetics/physiology', 'Molecular Sequence Data', 'Signal Transduction']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Stem Cells. 1994;12 Suppl 1:155-71.,,"['0 (Antigens, CD)', '0 (Cytokines)', '0 (DNA, Complementary)', '0 (IL6ST protein, human)', '0 (Interleukin-6)', '0 (Membrane Glycoproteins)', '133483-10-0 (Cytokine Receptor gp130)']",134,,,,,,,,,,,,,,
7696958,NLM,MEDLINE,19950503,20171116,1066-5099 (Print) 1066-5099 (Linking),12 Suppl 1,,1994,"The SCL transcription factor and differential regulation of macrophage differentiation by LIF, OSM and IL-6.",143-9; discussion 149-51,"The SCL gene is a member of the helix-loop-helix family of transcription factors. First identified because of its involvement in a rare chromosome translocation in human T cell acute lymphoblastic leukemia, it is now recognized to be involved in up to 25% of T cell leukemias. Normally within the hemopoietic system the gene is expressed in progenitor cells, erythroid cells, mast cells and megakaryocytes. During macrophage differentiation the level of SCL mRNA and protein becomes undetectable. To examine this further, SCL was over expressed in murine M1 cells. This resulted in perturbation of macrophage differentiation induced by leukemia inhibitory factor (LIF) and oncostatin-M (OSM) but not interleukin (IL)-6. Moreover the perturbation of LIF-induced differentiation applied to some components of macrophage differentiation but not others. This suggests that signaling through the gp130 homodimer (as occurs with IL-6) does not utilize an SCL-inhibitable pathway. In contrast the LIF receptor/gp130 heterodimer does utilize an SCL-inhibitable pathway for some elements of macrophage differentiation (e.g., lysozyme induction) but not others (e.g., M-CSF receptor induction).","['Begley, C G']",['Begley CG'],"['Walter and Eliza Hall Institute of Medical Research, Royal Melbourne Hospital, Victoria, Australia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Stem Cells,"Stem cells (Dayton, Ohio)",9304532,IM,"['Animals', 'Basic Helix-Loop-Helix Transcription Factors', 'Cell Differentiation/drug effects/physiology', 'DNA-Binding Proteins/genetics/*physiology', 'Gene Expression', 'Growth Inhibitors/pharmacology', 'Humans', 'Interleukin-6/pharmacology', 'Leukemia Inhibitory Factor', 'Leukemia-Lymphoma, Adult T-Cell/genetics', 'Lymphokines/pharmacology', 'Macrophages/*cytology/drug effects', 'Mice', 'Oncostatin M', 'Peptides/pharmacology', '*Proto-Oncogene Proteins', 'T-Cell Acute Lymphocytic Leukemia Protein 1', '*Transcription Factors']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Stem Cells. 1994;12 Suppl 1:143-9; discussion 149-51.,,"['0 (Basic Helix-Loop-Helix Transcription Factors)', '0 (DNA-Binding Proteins)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (LIF protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Lymphokines)', '0 (OSM protein, human)', '0 (Osm protein, mouse)', '0 (Peptides)', '0 (Proto-Oncogene Proteins)', '0 (T-Cell Acute Lymphocytic Leukemia Protein 1)', '0 (Tal1 protein, mouse)', '0 (Transcription Factors)', '106956-32-5 (Oncostatin M)', '135471-20-4 (TAL1 protein, human)']",63,,['SCL'],,,,,,,,,,,,
