PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AD,AID,GR,PMC,EIN,CIN,SI
3207665,NLM,MEDLINE,19890213,20190501,0007-1161 (Print) 0007-1161 (Linking),72,11,1988 Nov,Bilateral orbital cavernous haemangiomas.,871-3,"Simultaneous bilateral orbital lesions are rare. The differential diagnosis includes orbital pseudotumour, metastasis, leukaemia, lymphoma, Wegener's granulomatosis, and neurofibromatosis. We report what we believe to be the first case of bilateral orbital cavernous haemangiomas.","['Fries, P D', 'Char, D H']","['Fries PD', 'Char DH']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,England,Br J Ophthalmol,The British journal of ophthalmology,0421041,,IM,"['Hemangioma, Cavernous/*diagnosis', 'Humans', 'Male', 'Middle Aged', 'Orbital Neoplasms/*diagnosis']",1988/11/01 00:00,1988/11/01 00:01,['1988/11/01 00:00'],"['1988/11/01 00:00 [pubmed]', '1988/11/01 00:01 [medline]', '1988/11/01 00:00 [entrez]']",ppublish,Br J Ophthalmol. 1988 Nov;72(11):871-3. doi: 10.1136/bjo.72.11.871.,"['Department of Ophthalmology, University of California, San Francisco.']",['10.1136/bjo.72.11.871 [doi]'],['EYO3675/EY/NEI NIH HHS/United States'],PMC1041609,,,
3207626,NLM,MEDLINE,19890213,20190704,0007-1048 (Print) 0007-1048 (Linking),70,3,1988 Nov,The development of non-responsiveness to immunotherapy with monoclonal anti-idiotypic antibodies in a patient with B-CLL.,295-300,"A patient having a B cell chronic lymphocytic leukaemia was treated with a monoclonal anti-idiotypic antibody (MoAb anti-id). Up to 24.5 g of MoAb anti-id has been administered to the patient over a period of 1 year without serious side effects. Despite a substantial amount of serum idiotype (id = 100 micrograms/ml) and a low expression of id on the tumour cells (+/- 6000 molecules per cell) clearance of serum id and a marked tumour reduction was obtained. Therapy resistance developed and coincided with a decreased clearance rate of circulating id-anti-id immune complexes and an increased modulation of cellular id expression, in vivo. This suggests that a decreased clearance rate of anti-id coated tumour cells provided more time for id modulation in vivo, resulting in therapy resistance. Therefore, the overall capacity of the natural effector system may have an important influence on the ultimate therapeutic effect of immunotherapy with MoAb anti-id. Although the partial remission obtained was not long-lasting, this study shows that MoAb anti-id therapy can be effective even when id expression on the tumour cells is low and a substantial amount of serum id is present.","['Allebes, W A', 'Preijers, F W', 'Haanen, C', 'Capel, P J']","['Allebes WA', 'Preijers FW', 'Haanen C', 'Capel PJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Br J Haematol,British journal of haematology,0372544,"['0 (Antibodies, Monoclonal)', '0 (Antigen-Antibody Complex)', '0 (Immunoglobulin Idiotypes)', '0 (Receptors, Fc)']",IM,"['Antibodies, Monoclonal/*therapeutic use', 'Antigen-Antibody Complex/analysis', 'Half-Life', 'Humans', 'Immunoglobulin Idiotypes/immunology', 'Leukemia, Lymphocytic, Chronic, B-Cell/immunology/*therapy', 'Male', 'Middle Aged', 'Monocytes/immunology', 'Receptors, Fc/analysis']",1988/11/01 00:00,1988/11/01 00:01,['1988/11/01 00:00'],"['1988/11/01 00:00 [pubmed]', '1988/11/01 00:01 [medline]', '1988/11/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Nov;70(3):295-300. doi: 10.1111/j.1365-2141.1988.tb02485.x.,"['Department of Nephrology, University Hospital Nijmegen, The Netherlands.']",['10.1111/j.1365-2141.1988.tb02485.x [doi]'],,,,,
3207625,NLM,MEDLINE,19890213,20190704,0007-1048 (Print) 0007-1048 (Linking),70,3,1988 Nov,Bone marrow lymphoid nodules in myeloproliferative disorders: association with the nonmyelosclerotic phases of idiopathic myelofibrosis and immunological significance.,279-82,"The presence of lymphoid nodules in bone marrow biopsy was investigated at diagnosis in 200 patients with chronic myeloproliferative disorders (MPD). Twelve out of 51 patients with idiopathic myelofibrosis (IM) showed such a feature (23.5%), versus two out of 100 with Ph1-positive chronic myeloid leukaemia, two of 32 with polycythaemia vera, and one of 17 with essential thrombocythaemia, the difference between IM and the remaining MPD being statistically significant (P less than 0.0001). When IM patients were compared for their initial characteristics according to the presence or not of bone marrow lymphoid nodules, patients with such a histological finding showed significantly lower values for either WBC counts, number of primitive cells in the blood, and serum lactic dehydrogenase levels. Moreover, it was observed that virtually all patients with lymphoid nodules were in the nonmyelosclerotic phases of IM. Finally, among the 14 of 32 IM patients (44%) investigated for circulating immune complexes who gave a positive test, a significant association between this immunological abnormality and bone marrow lymphoid nodules was found. The above results reinforce the immunological significance of the finding of bone marrow lymphoid nodules in IM and give support to the hypothesis of an immune component in the pathogenesis of the disorder.","['Cervantes, F', 'Pereira, A', 'Marti, J M', 'Feliu, E', 'Rozman, C']","['Cervantes F', 'Pereira A', 'Marti JM', 'Feliu E', 'Rozman C']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Br J Haematol,British journal of haematology,0372544,['0 (Antigen-Antibody Complex)'],IM,"['Adult', 'Aged', 'Antigen-Antibody Complex/analysis', 'Bone Marrow/*pathology', 'Female', 'Humans', 'Lymphocytes/pathology', 'Lymphoid Tissue/*pathology', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/*pathology', 'Primary Myelofibrosis/immunology/pathology']",1988/11/01 00:00,1988/11/01 00:01,['1988/11/01 00:00'],"['1988/11/01 00:00 [pubmed]', '1988/11/01 00:01 [medline]', '1988/11/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Nov;70(3):279-82. doi: 10.1111/j.1365-2141.1988.tb02482.x.,"['Postgraduate School of Haematology Farreras Valenti, Hospital Clinico y Provincial, University of Barcelona, Spain.']",['10.1111/j.1365-2141.1988.tb02482.x [doi]'],,,,,
3207608,NLM,MEDLINE,19890217,20190515,0007-0920 (Print) 0007-0920 (Linking),58,4,1988 Oct,Hodgkin's disease: subsequent primary cancers in relation to treatment.,512-7,"A consecutive series of 2,999 patients, diagnosed with Hodgkin's disease (HD) between 1950 and 1979, was assembled from the records of the Birmingham and West Midlands Cancer Registry and followed to the end of 1984. Cohort analyses of subsequent primary cancers among 1,976 patients, surviving one or more years (mean follow-up 6.7 person-years), were carried out in relation to overall treatment by radiotherapy (RT), chemotherapy (CT) or both modalities (CT + RT). Over all sites a 50% increase in risk, relative to the West Midlands population, was found [observed (O) = 65; relative risk (RR) = 1.5; P less than 0.01]. Among patients treated by CT (with or without RT) a significant increase in acute and non-lymphocytic leukaemias was found (O = 6; RR = 30.0; P less than 0.001). The excess risk was of the order of 1 per 1000 patient-years and the cumulative risk was 1.2%. Among solid tumours increased risks, which might be attributable to RT, occurred in the lung (O = 15; RR = 1.6; P less than 0.05), breast (O = 9; RR = 2.2; P less than 0.05) and bone (O = 2; RR = 20.0; P less than 0.01). The excess of skin cancers (O = 13; RR = 2.9; P less than 0.01) occurred mainly within 10 years of treatment with CT. The follow-up period is still insufficient to determine the long-term effect on the incidence of solid tumours with long latent periods from multiple-agent CT which became more frequently used in the early 1970s. A sub-set of these data was analysed over all treatments and the results were contributed to an international study co-ordinated by the International Agency for Research on Cancer, Lyon.","['Prior, P', 'Pope, D J']","['Prior P', 'Pope DJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Br J Cancer,British journal of cancer,0370635,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Bone Neoplasms/epidemiology', 'Breast Neoplasms/epidemiology', 'Combined Modality Therapy', 'Female', 'Follow-Up Studies', 'Hodgkin Disease/*therapy', 'Humans', 'Leukemia, Myeloid, Acute/epidemiology', 'Lung Neoplasms/epidemiology', 'Male', 'Middle Aged', '*Neoplasms, Multiple Primary', 'Risk Factors', 'Skin Neoplasms/epidemiology', 'Time Factors']",1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",ppublish,Br J Cancer. 1988 Oct;58(4):512-7. doi: 10.1038/bjc.1988.253.,"['Department of Social Medicine, University of Birmingham, UK.']",['10.1038/bjc.1988.253 [doi]'],,PMC2246798,,,
3207512,NLM,MEDLINE,19890223,20191029,0889-2229 (Print) 0889-2229 (Linking),4,4,1988 Aug,Inhibition of expression of natural UAG suppressor glutamine tRNA in HIV-infected human H9 cells in vitro by Avarol.,279-86,"HTLV-IIIB-infected H9 cells are shown to contain a high level of the natural UAG suppressor glutamine tRNA(UmUG Gln); this tRNA has been demonstrated to be required for the synthesis of Moloney murine leukemia virus (Mo-MuLV)-encoded protease. After cultivation of HTLV-IIIB-infected H9 cells with Avarol at a concentration (1 microgram/ml), previously found to protect the cells against the cytopathic effects of HTLV-III, an almost complete inhibition of the synthesis of the tRNA(UmUG Gln) was observed. Moreover, we obtained some evidence that the processing of the HTLV-III precursor protein p53 to p24 is inhibited by Avarol in infected cells, suggesting that the compound interferes with the expression of the viral protease gene.","['Muller, W E', 'Schroder, H C', 'Reuter, P', 'Sarin, P S', 'Hess, G', 'Meyer zum Buschenfelde, K H', 'Kuchino, Y', 'Nishimura, S']","['Muller WE', 'Schroder HC', 'Reuter P', 'Sarin PS', 'Hess G', 'Meyer zum Buschenfelde KH', 'Kuchino Y', 'Nishimura S']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,AIDS Res Hum Retroviruses,AIDS research and human retroviruses,8709376,"['0 (Antiviral Agents)', '0 (Codon)', '0 (RNA, Transfer, Amino Acid-Specific)', '0 (RNA, Transfer, Gln)', '0 (RNA, Viral)', '0 (Sesquiterpenes)', '0RH81L854J (Glutamine)', 'KZX416VN2B (avarol)']",IM,"['Animals', 'Antiviral Agents/*pharmacology', 'Cell Line', 'Cell Transformation, Viral/*drug effects', 'Codon', 'Glutamine/metabolism', 'HIV/drug effects/*genetics', 'Humans', 'Nucleic Acid Hybridization', 'Protein Biosynthesis', 'RNA, Transfer, Amino Acid-Specific/*genetics', 'RNA, Transfer, Gln/*genetics', 'RNA, Viral/genetics', 'Rabbits', 'Reticulocytes/metabolism', 'Sesquiterpenes/*pharmacology', 'Suppression, Genetic/*drug effects', 'Tobacco Mosaic Virus/genetics']",1988/08/01 00:00,1988/08/01 00:01,['1988/08/01 00:00'],"['1988/08/01 00:00 [pubmed]', '1988/08/01 00:01 [medline]', '1988/08/01 00:00 [entrez]']",ppublish,AIDS Res Hum Retroviruses. 1988 Aug;4(4):279-86. doi: 10.1089/aid.1988.4.279.,"['Abt. Angewandte Molekularbiologie, Universitat Mainz, West Germany.']",['10.1089/aid.1988.4.279 [doi]'],['AI 02 II-032-87/AI/NIAID NIH HHS/United States'],,,,
3207465,NLM,MEDLINE,19890216,20131121,0266-9536 (Print) 0266-9536 (Linking),3,3,1988 Dec,Toxicity and anti-tumor activity of hydrophobic diammine and diaminocyclohexane platinum complexes entrapped in multilamellar vesicles.,177-84,"The toxicity and anti-tumor activity of a lipophilic diaminocyclohexane (DACH) platinum complex entrapped in liposomes (liposomal-cis-bis-neodecanoato-trans-R, R-1, 2-DACH platinum II-L-NDDP) were compared with those of the liposomal preparation of the same compound without the DACH group (liposomal-cis-bis-neodecanoato-(diammine) platinum II-L-CNDP). Both liposomal preparations had the same liposome size distribution, drug entrapment efficiency (greater than 95%), and liposome stability (greater than 95%). Although no differences were observed in the mouse LD50 (60.2 mg/kg for L-NDDP vs 67.8 mg/kg for L-CNDP), the liposome entrapped non-DACH compound (L-CNDP) was more nephrotoxic than the liposome entrapped DACH compound (L-NDDP), but much less than cisplatin (CDDP) (mean BUN elevation 4 days after the administration of the LD50 dose 67 mg% for L-CNDP vs 30 mg% for L-NDDP vs 255 mg% for CDDP). L-NDDP was not cross-resistant with CDDP against L1210/CDDP leukemia while L-CNDP was cross-resistant (%T/C 200 for L-NDDP, 112 for CDDP, and 100 for L-CNDP). In addition, L-NDDP was slightly more active than L-CNDP against i.p. L1210/0 leukemia and i.v. M5076 reticulosarcoma. These studies suggest that the attachment of a cyclohexane group to the amino functions of lipophilic platinum complexes results in a decrease of the nephrotoxicity and a lack of cross-resistance with CDDP. The lack of cross-resistance is preserved when the compounds are entrapped and delivered in a liposomal carrier but not when they are delivered in a micellar suspension.","['Khokhar, A R', 'Al-Baker, S', 'Perez-Soler, R']","['Khokhar AR', 'Al-Baker S', 'Perez-Soler R']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Anticancer Drug Des,Anti-cancer drug design,8603523,"['0 (Liposomes)', 'Q20Q21Q62J (Cisplatin)']",IM,"['Animals', 'Cisplatin/*analogs & derivatives/chemical synthesis/toxicity', 'Kidney/drug effects', 'Leukemia L1210/drug therapy', 'Liposomes', 'Mice', 'Mice, Inbred Strains', 'Sarcoma, Experimental/drug therapy', 'Structure-Activity Relationship']",1988/12/01 00:00,1988/12/01 00:01,['1988/12/01 00:00'],"['1988/12/01 00:00 [pubmed]', '1988/12/01 00:01 [medline]', '1988/12/01 00:00 [entrez]']",ppublish,Anticancer Drug Des. 1988 Dec;3(3):177-84.,"['Department of Medical Oncology, University of Texas M.D. Anderson Cancer Center, Houston.']",,['CA41581/CA/NCI NIH HHS/United States'],,,,
3207333,NLM,MEDLINE,19890209,20081120,0035-8843 (Print) 0035-8843 (Linking),70,6,1988 Nov,Elective splenectomy in haematological disorders.,395,,"['Gough, M']",['Gough M'],['eng'],"['Case Reports', 'Letter']",,England,Ann R Coll Surg Engl,Annals of the Royal College of Surgeons of England,7506860,,IM,"['Female', 'Humans', 'Leukemia, Hairy Cell/*surgery', 'Mesenteric Vascular Occlusion/etiology', 'Middle Aged', 'Postoperative Complications', '*Splenectomy']",1988/11/01 00:00,1988/11/01 00:01,['1988/11/01 00:00'],"['1988/11/01 00:00 [pubmed]', '1988/11/01 00:01 [medline]', '1988/11/01 00:00 [entrez]']",ppublish,Ann R Coll Surg Engl. 1988 Nov;70(6):395.,,,,PMC2498610,,,
3207102,NLM,MEDLINE,19890209,20190828,0271-3586 (Print) 0271-3586 (Linking),14,2,1988,Mortality among agricultural extension agents.,167-76,"The mortality experience of agricultural extension agents in the Cooperative Extension Service (CES) of the U.S. Department of Agriculture who died during the period January 1, 1970-December 31, 1979 (n = 1,495 white males) was evaluated in proportionate-mortality and case-control studies. The proportionate-mortality analysis was used to identify cancers that might be elevated in this occupational group compared with the U.S. white male population. All cancers with a significantly elevated proportionate-mortality ratio were more thoroughly evaluated in the case-control study, where there is presumably less of a selection bias in the comparison. In the case-control study, leukemia demonstrated a statistically significant linear trend with duration of employment as an extension agent. Smaller, but nonsignificant, trends were seen for non-Hodgkin's lymphoma, multiple myeloma, and brain cancer. The odds ratio for Hodgkin's disease and cancers of the colon, prostate, and kidney did not vary with the number of years on the job. These patterns resemble cancer risks seen among farmers, suggesting that agricultural factors may also play a role in the origin of these tumors among extension agents.","['Alavanja, M C', 'Blair, A', 'Merkle, S', 'Teske, J', 'Eaton, B']","['Alavanja MC', 'Blair A', 'Merkle S', 'Teske J', 'Eaton B']",['eng'],['Journal Article'],,United States,Am J Ind Med,American journal of industrial medicine,8101110,,IM,"['Adult', 'Aged', 'Aged, 80 and over', ""Agricultural Workers' Diseases/*mortality"", 'Environmental Exposure', 'Humans', 'Leukemia/mortality', 'Male', 'Middle Aged', 'Neoplasms/mortality', 'Risk Factors', 'United States']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Am J Ind Med. 1988;14(2):167-76. doi: 10.1002/ajim.4700140207.,"['Division of Cancer Etiology, National Cancer Institute, Bethesda, MD.']",['10.1002/ajim.4700140207 [doi]'],,,,,
3206985,NLM,MEDLINE,19890127,20110728,0001-5806 (Print) 0001-5806 (Linking),51,5,1988 Aug,[A case of t(4;11) congenital leukemia that transformed from pre B lymphoid to monocytic morphology].,872-8,,"['Shibuya, A', 'Danya, N', 'Shinozawa, T', 'Katayama, I', 'Shinohara, T']","['Shibuya A', 'Danya N', 'Shinozawa T', 'Katayama I', 'Shinohara T']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 4', 'Female', 'Humans', 'Infant, Newborn', 'Karyotyping', 'Leukemia, Monocytic, Acute/genetics/*pathology', 'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/congenital/*genetics/pathology', '*Translocation, Genetic']",1988/08/01 00:00,1988/08/01 00:01,['1988/08/01 00:00'],"['1988/08/01 00:00 [pubmed]', '1988/08/01 00:01 [medline]', '1988/08/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1988 Aug;51(5):872-8.,,,,,,,
3206984,NLM,MEDLINE,19890127,20110728,0001-5806 (Print) 0001-5806 (Linking),51,5,1988 Aug,[bcr rearrangement in variant Ph1-positive chronic myelocytic leukemia].,864-71,,"['Sekito, N', 'Takahashi, I', 'Takeuchi, M', 'Osada, K', 'Hayashi, N', 'Aoyama, S', 'Fujimoto, S', 'Yorimitsu, S', 'Kimura, I', 'Sanada, H']","['Sekito N', 'Takahashi I', 'Takeuchi M', 'Osada K', 'Hayashi N', 'Aoyama S', 'Fujimoto S', 'Yorimitsu S', 'Kimura I', 'Sanada H', 'et al.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adult', 'Chromosomes, Human, Pair 13', 'Chromosomes, Human, Pair 22', 'Chromosomes, Human, Pair 9', 'Chronic Disease', 'Female', '*Gene Rearrangement', 'Humans', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Male', 'Middle Aged', '*Multigene Family', 'Translocation, Genetic']",1988/08/01 00:00,1988/08/01 00:01,['1988/08/01 00:00'],"['1988/08/01 00:00 [pubmed]', '1988/08/01 00:01 [medline]', '1988/08/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1988 Aug;51(5):864-71.,,,,,,,
3206983,NLM,MEDLINE,19890127,20131121,0001-5806 (Print) 0001-5806 (Linking),51,5,1988 Aug,[DCTP(II) combination chemotherapy of adult acute nonlymphocytic leukemia].,855-63,,"['Kobayashi, T', 'Ogawa, M', 'Kuraishi, Y', 'Nagata, T', 'Aiba, K', 'Nakamura, T', 'Usui, N', 'Yamazaki, H', 'Ichiba, K', 'Isogai, Y']","['Kobayashi T', 'Ogawa M', 'Kuraishi Y', 'Nagata T', 'Aiba K', 'Nakamura T', 'Usui N', 'Yamazaki H', 'Ichiba K', 'Isogai Y', 'et al.']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['04079A1RDZ (Cytarabine)', '9PHQ9Y1OLM (Prednisolone)', 'FTK8U1GZNX (Thioguanine)', 'ZS7284E0ZP (Daunorubicin)', 'DCTP regimen']",IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Drug Evaluation', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Prednisolone/administration & dosage', 'Remission Induction', 'Thioguanine/administration & dosage']",1988/08/01 00:00,1988/08/01 00:01,['1988/08/01 00:00'],"['1988/08/01 00:00 [pubmed]', '1988/08/01 00:01 [medline]', '1988/08/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1988 Aug;51(5):855-63.,,,,,,,
3206982,NLM,MEDLINE,19890127,20110728,0001-5806 (Print) 0001-5806 (Linking),51,5,1988 Aug,[Chromosomal abnormalities in acute nonlymphocytic leukemia: correlation with FAB classification and prognosis].,846-54,,"['Yokota, S', 'Taniwaki, M', 'Nishida, K', 'Maekawa, T', 'Horiike, S', 'Yashige, H', 'Okuda, T', 'Nishigaki, H', 'Sonoda, Y', 'Tsuda, S']","['Yokota S', 'Taniwaki M', 'Nishida K', 'Maekawa T', 'Horiike S', 'Yashige H', 'Okuda T', 'Nishigaki H', 'Sonoda Y', 'Tsuda S', 'et al.']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Child', 'Child, Preschool', '*Chromosome Aberrations', 'Female', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/classification/*genetics', 'Male', 'Middle Aged', 'Prognosis', 'Translocation, Genetic']",1988/08/01 00:00,1988/08/01 00:01,['1988/08/01 00:00'],"['1988/08/01 00:00 [pubmed]', '1988/08/01 00:01 [medline]', '1988/08/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1988 Aug;51(5):846-54.,,,,,,,
3206981,NLM,MEDLINE,19890127,20110728,0001-5806 (Print) 0001-5806 (Linking),51,5,1988 Aug,[Experimental studies on a role of NK activity in murine myeloid leukemogenesis].,839-45,,"['Shiomi, Z']",['Shiomi Z'],['jpn'],"['English Abstract', 'Journal Article']",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Animals', 'Immunologic Surveillance', 'Killer Cells, Natural/*immunology', 'Leukemia, Myeloid/*immunology', 'Leukemia, Radiation-Induced/*immunology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Spleen/immunology']",1988/08/01 00:00,1988/08/01 00:01,['1988/08/01 00:00'],"['1988/08/01 00:00 [pubmed]', '1988/08/01 00:01 [medline]', '1988/08/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1988 Aug;51(5):839-45.,,,,,,,
3206673,NLM,MEDLINE,19890203,20071115,0041-5782 (Print) 0041-5782 (Linking),150,45,1988 Nov 7,[Chronic lymphatic leukemia. Prognosis and effects of treatment in 170 patients during the period 1976-1986].,2735-9,,"['Johnsen, H E', 'Bergmann, O J', 'Boesen, A M', 'Segel, E', 'Kristensen, J S', 'Bastrup-Madsen, P', 'Ellegaard, J']","['Johnsen HE', 'Bergmann OJ', 'Boesen AM', 'Segel E', 'Kristensen JS', 'Bastrup-Madsen P', 'Ellegaard J']",['dan'],"['English Abstract', 'Journal Article']",Kronisk lymfatisk leukaemi. Prognose og behandlingseffekt hos 170 patienter i perioden 1976-1986.,Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,,IM,"['Aged', 'Combined Modality Therapy', 'Denmark', 'Female', 'Humans', '*Leukemia, Lymphocytic, Chronic, B-Cell/mortality/therapy', 'Male', 'Middle Aged', 'Prognosis', 'Retrospective Studies']",1988/11/07 00:00,1988/11/07 00:01,['1988/11/07 00:00'],"['1988/11/07 00:00 [pubmed]', '1988/11/07 00:01 [medline]', '1988/11/07 00:00 [entrez]']",ppublish,Ugeskr Laeger. 1988 Nov 7;150(45):2735-9.,,,,,,,
