PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,SI,PMC,OID,OTO,OT,GN,OAB,OABL,AD,RF
6896909,NLM,MEDLINE,19821202,20190501,0305-1048 (Print) 0305-1048 (Linking),10,14,1982 Jul 24,Cloning and characterisation of the abundant cytoplasmic 7S RNA from mouse cells.,4259-77,"A cDNA library has been prepared from mouse embryo small RNAs and screened for the presence of clones complementary to the highly abundant cytoplasmic 7S RNA. One clone (pA6) was selected which hybridized exclusively with 7S RNA on a Northern blot prepared from cytoplasmic RNA run on high resolution polyacrylamide/urea gels. Sequence analysis of this clone has shown that at least 65 nucleotides at the 5' end of 7S RNA are extensively homologous with the highly repeated mouse B1 family. Heterologous hybridisations between the cloned mouse 7S sequence and RNAs prepared from rat, human and chick cells have shown that the non-B1 part of the 7S RNA molecule has been highly conserved during recent eucaryotic evolution. There are multiple copies of 7S RNA genes in the genomes of mouse, human, rat and chick cells, but substantial differences exist in copy number and genomic organisation in these organisms.","['Balmain, A', 'Krumlauf, R', 'Vass, J K', 'Birnie, G D']","['Balmain A', 'Krumlauf R', 'Vass JK', 'Birnie GD']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Nucleic Acids Res,Nucleic acids research,0411011,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', '0 (RNA, Ribosomal)', '9007-49-2 (DNA)']",IM,"['Animals', 'Base Sequence', '*Cloning, Molecular', 'Cytoplasm/metabolism', '*DNA', 'DNA, Neoplasm/genetics', 'Leukemia, Experimental/genetics', 'Mice', 'Molecular Weight', 'Nucleic Acid Hybridization', 'Polyribosomes/analysis', 'RNA, Neoplasm/*genetics', 'RNA, Ribosomal/*genetics']",1982/07/24 00:00,1982/07/24 00:01,['1982/07/24 00:00'],"['1982/07/24 00:00 [pubmed]', '1982/07/24 00:01 [medline]', '1982/07/24 00:00 [entrez]']",['10.1093/nar/10.14.4259 [doi]'],ppublish,Nucleic Acids Res. 1982 Jul 24;10(14):4259-77. doi: 10.1093/nar/10.14.4259.,,,['GENBANK/X04211'],PMC320798,,,,,,,,
6896834,NLM,MEDLINE,19821203,20210216,0006-4971 (Print) 0006-4971 (Linking),60,4,1982 Oct,Cytokinetically based induction chemotherapy and splenectomy for childhood acute nonlymphocytic leukemia.,856-63,"A four-drug regimen, based on cell kinetic principles, induced complete remissions in 68 of 95 children (72%) with acute nonlymphocytic leukemia (ANLL). Patients entered remission after 2-5 weekly cycles of vincristine-daunorubicin (day 1) followed by sequential cytosine arabinoside and 6-azauridine (days 4-7). With continuation therapy of monthly vincristine-doxorubicin-cyclophosphamide, weekly cytosine arabinoside, and daily 6-mercaptopurine, the median duration of complete remission was 10 mo and the median survival time 21 mo. Portal triaditis, evident in 11 of 23 patients with liver biopsies, was associated with long remissions. A larger spleen size (greater than 5 cm) and a higher myeloblast labeling index (greater than 10%) at diagnosis were clearly related to shorter durations of remission. Splenectomy within 1 mo of remission had no statistically significant effect on the frequency of relapse or length of remission. Patients without central nervous system (CNS) leukemia at diagnosis, all treated prophylactically with intrathecal methotrexate, had a low frequency of initial CNS relapse (3/56, 5%). The 2-yr disease-free survival rate is 29% (20 of 68 patients attaining complete remission). fifteen patients have completed 2.5 yr of therapy, and each remains in continuous complete remission, off treatment, for 1+ -36+ mo. This induction chemotherapy was as effective as more intensive regimens, with the advantage of less toxicity and shorter periods of hospitalization.","['Dahl, G V', 'Kalwinsky, D K', 'Murphy, S', 'Look, A T', 'Amadori, S', 'Kumar, M', 'Novak, R', 'George, S L', 'Mason, C', 'Mauer, A M', 'Simone, J V']","['Dahl GV', 'Kalwinsky DK', 'Murphy S', 'Look AT', 'Amadori S', 'Kumar M', 'Novak R', 'George SL', 'Mason C', 'Mauer AM', 'Simone JV']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Adolescent', 'Asparaginase/administration & dosage', 'Brain Neoplasms/*prevention & control', 'Child', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Doxorubicin/administration & dosage', 'Humans', 'Injections, Spinal', 'Leukemia/*drug therapy', 'Mercaptopurine/administration & dosage', 'Methotrexate/administration & dosage', 'Prednisone/administration & dosage', 'Splenectomy', 'Vincristine/administration & dosage']",1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['S0006-4971(20)75941-0 [pii]'],ppublish,Blood. 1982 Oct;60(4):856-63.,"['CA 1596/CA/NCI NIH HHS/United States', 'CA 20180/CA/NCI NIH HHS/United States', 'CA 21765/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6896675,NLM,MEDLINE,19821012,20171116,0008-5472 (Print) 0008-5472 (Linking),42,9,1982 Sep,"Partial circumvention of resistance to 6-mercaptopurine by acylated P1,P2-bis(6-mercaptopurine-9-beta-D-ribofuranoside-5') pyrophosphate derivatives.",3769-75,,"['Tidd, D M', 'Gibson, I', 'Dean, P D']","['Tidd DM', 'Gibson I', 'Dean PD']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Thionucleotides)', '46S541971T (Thioinosine)', ""83385-95-9 (P(1),P(2)-bis(O(2'),O(3')-dihexanoyl-6-mercaptopurine-9"", ""beta-ribofuranoside)-5'-pyrophosphate)"", ""83385-96-0 (P(1),P(2)-bis(O(2'),O(3')-dibutyryl-6-mercaptopurine-9"", ""beta-ribofuranoside)-5'-pyrophosphate)"", '83385-99-3 (P(1),P(2)-bis(6-mercaptopurine-9', ""beta-ribofuranoside)-5'-pyrophosphate)"", 'E7WED276I5 (Mercaptopurine)']",IM,"['Adenocarcinoma', 'Animals', 'Bone Marrow', 'Cell Division/*drug effects', 'Cell Line', 'Dose-Response Relationship, Drug', 'Drug Resistance', 'Humans', 'Leukemia L1210', 'Mercaptopurine/*pharmacology', 'Mice', 'Structure-Activity Relationship', 'Thioinosine/pharmacology', 'Thionucleotides/metabolism/*pharmacology']",1982/09/01 00:00,1982/09/01 00:01,['1982/09/01 00:00'],"['1982/09/01 00:00 [pubmed]', '1982/09/01 00:01 [medline]', '1982/09/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Sep;42(9):3769-75.,,,,,,,,,,,,
6896674,NLM,MEDLINE,19821012,20131121,0008-5472 (Print) 0008-5472 (Linking),42,9,1982 Sep,Potentiation of the antimitochondrial and antiproliferative effects of bis(guanylhydrazones) by phenethylbiguanide.,3592-5,"The ability of methylglyoxal-bis(guanylhydrazone) (MGBG) and 4,4'-diacetyldiphenylurea-bis(guanylhydrazone) to interact with the hypoglycemic agent, phenethylbiguanide (DBI), in affecting the bioenergetic functions of isolated rat liver mitochondria was studied. DBI was found to increase markedly the inhibitory effect of either 4,4'-diacetyldiphenylurea-bis(guanylhydrazone) or MGBG on respiration of isolated rat liver mitochondria. Conversely, these bis(guanylhydrazones) enhanced the inhibitory potency of DBI and increased the apparent affinity of mitochondria for the drug. As with MGBG and 4,4'-diacetyldiphenylurea-bis(guanylhydrazone), the potassium cationophore, valinomycin, increased the sensitivity of mitochondrial respiration to DBI. It is suggested that the enhancement of bis(guanylhydrazone) inhibition of mitochondrial respiration by DBI involves inhibition of proton fluxes across the inner mitochondrial membrane and the subsequent alkalinization of the mitochondrial matrix. This drug interaction was extended to the level of antiproliferative activity in which DBI was found to potentiate the growth-inhibitory effects of MGBG on murine L1210 leukemia in vivo.","['Byczkowski, J Z', 'Zychlinski, L', 'Porter, C W']","['Byczkowski JZ', 'Zychlinski L', 'Porter CW']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Carbanilides)', '0 (Guanidines)', '0 (Polyamines)', '13284-07-6 (diacetyldiphenylurea bisguanylhydrazone)', '2001-95-8 (Valinomycin)', 'DD5K7529CE (Phenformin)', 'OD5Q0L447W (Mitoguazone)']",IM,"['Animals', 'Carbanilides/*pharmacology', 'Dose-Response Relationship, Drug', 'Drug Synergism', 'Guanidines/*pharmacology', 'Leukemia L1210/*drug therapy', 'Mitochondria, Liver/*drug effects/metabolism', 'Mitoguazone/*pharmacology', 'Oxygen Consumption/drug effects', 'Phenformin/*pharmacology', 'Polyamines/pharmacology', 'Rats', 'Valinomycin/pharmacology']",1982/09/01 00:00,1982/09/01 00:01,['1982/09/01 00:00'],"['1982/09/01 00:00 [pubmed]', '1982/09/01 00:01 [medline]', '1982/09/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Sep;42(9):3592-5.,"['CA-22153/CA/NCI NIH HHS/United States', 'CA-24538/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6896410,NLM,MEDLINE,19820814,20071115,0002-9645 (Print) 0002-9645 (Linking),43,5,1982 May,Lymphosarcoma with leukemia in a horse.,807-12,"A 17-year-old Arabian gelding was presented because of CNS depression and weight loss. Physical examination revealed generalized lymphadenopathy, pitting edema, and ascites. The diagnosis of lymphosarcoma with leukemic manifestations was based on cytologic and histopathologic examination of lymph node biopsy samples and a peripheral leukocyte count of 98,300/microliters, 94% of which were mature lymphocytes. These circulating lymphocytes lacked B-lymphocyte markers and did not respond to mitogenic stimulation, indicating functional incompetence. Though ultrastructural findings were equivocal, most morphologic changes indicated these cells were of T-lymphocyte lineage. Virus particles were not observed during transmission electron microscopy of these lymphocytes.","['Madewell, B R', 'Carlson, G P', 'MacLachlan, N J', 'Feldman, B F']","['Madewell BR', 'Carlson GP', 'MacLachlan NJ', 'Feldman BF']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Vet Res,American journal of veterinary research,0375011,,IM,"['Animals', 'Horse Diseases/*diagnosis/pathology', 'Horses', 'Leukemia, Lymphoid/diagnosis/pathology/*veterinary', 'Leukocyte Count', 'Lymph Nodes/pathology', 'Lymphocyte Activation', 'Lymphocytes/ultrastructure', 'Lymphoma, Non-Hodgkin/diagnosis/pathology/*veterinary', 'Male', 'Microscopy, Electron']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",,ppublish,Am J Vet Res. 1982 May;43(5):807-12.,,,,,,,,,,,,
6896348,NLM,MEDLINE,19820814,20161017,0098-7484 (Print) 0098-7484 (Linking),248,2,1982 Jul 9,Vincristine must not be administered intrathecally.,171-2,,"['Dyke, R W']",['Dyke RW'],['eng'],['Letter'],United States,JAMA,JAMA,7501160,['5J49Q6B70F (Vincristine)'],IM,"['Humans', 'Injections, Spinal/*adverse effects', 'Leukemia/drug therapy', 'Vincristine/*administration & dosage']",1982/07/09 00:00,1982/07/09 00:01,['1982/07/09 00:00'],"['1982/07/09 00:00 [pubmed]', '1982/07/09 00:01 [medline]', '1982/07/09 00:00 [entrez]']",,ppublish,JAMA. 1982 Jul 9;248(2):171-2.,,,,,,,,,,,,
6896303,NLM,MEDLINE,19820826,20151119,0012-0472 (Print) 0012-0472 (Linking),107,27,1982 Jul 9,[10 years of DeVita protocol].,1043-4,,"['Gassmann, W', 'Schmitz, N', 'Loffler, H']","['Gassmann W', 'Schmitz N', 'Loffler H']",['ger'],['Journal Article'],Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,"['35S93Y190K (Procarbazine)', '50D9XSG0VR (Mechlorethamine)', '5J49Q6B70F (Vincristine)', 'VB0R961HZT (Prednisone)', 'MOPP protocol']",IM,"['*Antineoplastic Combined Chemotherapy Protocols', 'Drug Therapy, Combination', 'Hodgkin Disease/*drug therapy', 'Humans', 'Leukemia/chemically induced', 'Mechlorethamine/adverse effects/therapeutic use', 'Neoplasm Staging', 'Prednisone/adverse effects/therapeutic use', 'Procarbazine/adverse effects/therapeutic use', 'Prognosis', 'Vincristine/adverse effects/therapeutic use']",1982/07/09 00:00,1982/07/09 00:01,['1982/07/09 00:00'],"['1982/07/09 00:00 [pubmed]', '1982/07/09 00:01 [medline]', '1982/07/09 00:00 [entrez]']",['10.1055/s-2008-1070070 [doi]'],ppublish,Dtsch Med Wochenschr. 1982 Jul 9;107(27):1043-4. doi: 10.1055/s-2008-1070070.,,15 Jahre DeVita-Protokoll.,,,,,,,,,,
6896294,NLM,MEDLINE,19820814,20151119,0361-5960 (Print) 0361-5960 (Linking),66,5,1982 May,Phase II study of AMSA in patients with metastatic breast cancer: a Cancer and Leukemia Group B study.,1211-3,,"['Amrein, P C', 'Coleman, M', 'Richards, F 2nd', 'Poulin, R F', 'Bernhardt, B', 'Ginsberg, S J', 'Green, M R', 'Morrison, A', 'Cortes, E', 'Kiang, D', 'Weinberg, V', 'Wood, W C']","['Amrein PC', 'Coleman M', 'Richards F 2nd', 'Poulin RF', 'Bernhardt B', 'Ginsberg SJ', 'Green MR', 'Morrison A', 'Cortes E', 'Kiang D', 'Weinberg V', 'Wood WC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Aminoacridines)', '0 (Antineoplastic Agents)', '00DPD30SOY (Amsacrine)']",IM,"['Adult', 'Aged', 'Aminoacridines/*therapeutic use', 'Amsacrine', 'Antineoplastic Agents/*therapeutic use/toxicity', 'Breast Neoplasms/*drug therapy', 'Drug Evaluation', 'Female', 'Humans', 'Middle Aged', 'Neoplasm Metastasis']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1982 May;66(5):1211-3.,"['CA-07968/CA/NCI NIH HHS/United States', 'CA-12449/CA/NCI NIH HHS/United States', 'CA-16118/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
6896293,NLM,MEDLINE,19820814,20171116,0008-5472 (Print) 0008-5472 (Linking),42,7,1982 Jul,Cytotoxicity and DNA strand breaks by 5-iminodaunorubicin in mouse leukemia L1210 cells: comparison with adriamycin and 4'-(9-acridinylamino)methanesulfon-m-anisidide.,2687-91,"The effects upon cellular DNA and cytotoxicity produced by the anthracyclines 5-iminodaunorubicin and Adriamycin were studied in mouse leukemia L1210 cells. 5-Iminodaunorubicin produced protein-concealed DNA strand breaks as measured by alkaline elution as had other intercalators including Adriamycin. 5-Iminodaunorubicin produced DNA breaks more efficiently than did Adriamycin despite a lower potency for free radical formation. Many of the 5-iminodaunorubicin breaks measured in this assay may arise from apposed single-strand breaks (i.e., double-strand breaks). 5-Iminodaunorubicin produced breaks which disappeared within 1 to 2 hr following drug removal and were in this way similar to the breaks produced by the acridine intercalator 4'-(9-acridinylamino)methanesulfon-m-anisidide. Adriamycin produced more persistent breaks. Despite similarities in the kinetics of break disappearance, 5-iminodaunorubicin produced greater cytotoxicity than did 4'-(9-acridinylamino)methanesulfon-m-anisidide when compared at doses producing equal single-strand or double-strand breaks. Differences in the ratio of single-strand breaks to double-strand breaks and the associated cytotoxicity for 5-iminodaunorubicin and 4'-(9-acridinylamino)methanesulfon-m-anisidide indicate that a different mechanism is probably involved in the DNA break production by each agent. Differences between the cytotoxicity associated with the DNA break production by two agents with similar break disappearance kinetics indicate that intercalator-induced DNA breaks cannot be a uniformly lethal DNA lesion.","['Zwelling, L A', 'Kerrigan, D', 'Michaels, S']","['Zwelling LA', 'Kerrigan D', 'Michaels S']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Res,Cancer research,2984705R,"['0 (Aminoacridines)', '00DPD30SOY (Amsacrine)', '80168379AG (Doxorubicin)', '9007-49-2 (DNA)', 'P910685S6G (5-iminodaunorubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Aminoacridines/*pharmacology', 'Amsacrine', 'Animals', 'Cell Survival/drug effects', 'Cells, Cultured', '*DNA', 'Daunorubicin/*analogs & derivatives/pharmacology', 'Doxorubicin/*pharmacology', 'Leukemia L1210/*metabolism/physiopathology', 'Mice']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Jul;42(7):2687-91.,,,,,,,,,,,,
6896208,NLM,MEDLINE,19820719,20190501,0021-9746 (Print) 0021-9746 (Linking),35,4,1982 Apr,Mouse red cell rosette formation and the colchicine sensitivity test: relative usefulness in the differential diagnosis of chronic lymphocytic leukaemia and B lymphocytic lymphoma.,376-9,"Mouse erythrocyte (M) rosette formation and colchicine sensitivity were compared for their ability to differentiate chronic lymphocytic leukaemia (CLL) from B cell non-Hodgkin's lymphoma (NHL) with overspill. Twenty-two cases of CLL and eight of NHL were studied along with 31 normal adults. Results from the patients in both tests differed significantly from the controls but colchicine sensitivity failed to differentiate them further. M Rosettes, on the other hand, while increased in some patients with NHL were, without overlap, much more numerous in those with CLL, and clearly distinguished the two conditions. A significant autolymphocytotoxic effect of plasma from both study groups was also noted which was not found in the controls.","['Sugden, P J', 'Lilleyman, J S']","['Sugden PJ', 'Lilleyman JS']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Clin Pathol,Journal of clinical pathology,0376601,['SML2Y3J35T (Colchicine)'],IM,"['Adult', 'Colchicine/pharmacology', 'Diagnosis, Differential', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Lymphocytes/drug effects', 'Lymphoma, Non-Hodgkin/*diagnosis', 'Rosette Formation']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",['10.1136/jcp.35.4.376 [doi]'],ppublish,J Clin Pathol. 1982 Apr;35(4):376-9. doi: 10.1136/jcp.35.4.376.,,,,PMC497664,,,,,,,,
6896161,NLM,MEDLINE,19820719,20210216,0006-4971 (Print) 0006-4971 (Linking),59,5,1982 May,Murine monoclonal antibody therapy in two patients with chronic lymphocytic leukemia.,1036-45,"We infused the murine monoclonal antibody T101 into two patients with advanced refractory chronic lymphocytic leukemia (CLL) after confirming its reactivity with their CLL cells. One patient received doses of 1, 3, and 12 mg; the second patient received 10 mg. Antibody was delivered over 10--15 min. The major observations were: (1) T101 murine monoclonal antibody did bind to cells with T65 surface antigen and saturated these cells in vivo; (2) cells that bound T101 disappeared from the circulation by 2 hr after treatment, as evidenced by a marked drop in lymphocyte counts; (3) T101 serotherapy resulted in some intravascular cell injury associated with sequestration and probably destruction in the liver and lung; (4) free serum T101 was demonstrable, but disappeared by 2--4 hr after infusion; (5) rapid infusion of T101 did not induce significant modulation of T65; (6) rapid infusion of greater than 10 mg of T101 was associated with significant systemic reactions. Monoclonal antibodies may someday have an application in leukemia therapy, but additional experimental trials are clearly indicated.","['Dillman, R O', 'Shawler, D L', 'Sobol, R E', 'Collins, H A', 'Beauregard, J C', 'Wormsley, S B', 'Royston, I']","['Dillman RO', 'Shawler DL', 'Sobol RE', 'Collins HA', 'Beauregard JC', 'Wormsley SB', 'Royston I']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Antibodies, Monoclonal)', '0 (Antineoplastic Agents)', '18D0SL7309 (Chlorambucil)', '5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'CHOP protocol', 'COP protocol 2']",IM,"['Antibodies, Monoclonal/*administration & dosage/metabolism', 'Antineoplastic Agents/therapeutic use', '*Antineoplastic Combined Chemotherapy Protocols', 'Chlorambucil/therapeutic use', 'Cyclophosphamide/therapeutic use', 'Cytotoxicity Tests, Immunologic', 'Doxorubicin/therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Lymphocytes/drug effects', 'Male', 'Middle Aged', 'Prednisone/therapeutic use', 'Vinblastine/therapeutic use', 'Vincristine/therapeutic use']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['S0006-4971(20)74363-6 [pii]'],ppublish,Blood. 1982 May;59(5):1036-45.,"['HL07-107/HL/NHLBI NIH HHS/United States', 'N01 CB-84250/CB/NCI NIH HHS/United States', 'N01-CM-07444/CM/NCI NIH HHS/United States']",,,,,,,,,,,
6896084,NLM,MEDLINE,19820614,20131121,0028-2685 (Print) 0028-2685 (Linking),29,1,1982,Lycurim (NSC 122402) in the treatment of chronic lymphocytic leukemia.,87-92,,"['Klener, P']",['Klener P'],['eng'],['Journal Article'],Slovakia,Neoplasma,Neoplasma,0377266,"['0 (Antineoplastic Agents)', '0 (Hemoglobins)', 'RA96B954X6 (Erythritol)', 'YIY0662KX9 (ritrosulfan)']",IM,"['Antineoplastic Agents/*therapeutic use', 'Erythritol/*analogs & derivatives/therapeutic use', 'Hemoglobins/analysis', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukocyte Count', 'Platelet Count', 'Time Factors']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1982;29(1):87-92.,,,,,,,,,,,,
6896057,NLM,MEDLINE,19820624,20210210,0021-9258 (Print) 0021-9258 (Linking),257,9,1982 May 10,"On the chromatin structure of the amplified, transcriptionally active gene for dihydrofolate reductase in mouse cells.",5274-82,"The method for two-dimensional hybridization mapping of nucleosomes (Levinger, L., Barsoum, J., and Varshavsky, A. (1981) J. Mol. Biol. 146, 287-304) was used to analyze chromatin structure of the gene for dihydrofolate reductase (DHF reductase; 5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase (EC 1.5.1.3)) in L5178Y-R mouse cells. The DHF reductase gene in these cells is amplified about 350-fold as a result of selection for resistance to methotrexate. Dramatic overproduction of DHF reductase mRNA in L5178Y-R cells suggests that most of the DHF reductase genes in these cells are transcribed. We report that all major mononucleosomal species resolvable by two-dimensional fractionation are detected by both DHF reductase- and satellite DNA-specific hybridization probes. Although the DHF reductase and satellite hybridization patterns differ somewhat from each other and from the total mononucleosomal pattern, their overall similarity is very high. In particular, no large differences in the abundance of mononucleosomes containing high mobility group non-histone proteins (HMG) 14 and 17 are seen between the DHF reductase and satellite chromatin regions under a wide variety of conditions for chromatin isolation, digestion, and fractionation. Possible interpretations of the apparent lack of selectivity of HMG-chromatin interactions in this system are discussed. We also found that the amplified DHF reductase genes possess a wide range of nucleosomal repeat lengths close to that in the bulk chromatin. In contrast, the range of nucleosomal repeat lengths in the satellite chromatin is much narrower than in both DHF reductase and bulk chromatin.","['Barsoum, J', 'Levinger, L', 'Varshavsky, A']","['Barsoum J', 'Levinger L', 'Varshavsky A']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Chromatin)', '0 (Nucleosomes)', '0 (RNA, Messenger)', '9007-49-2 (DNA)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Cells, Cultured', 'Chromatin/analysis/*metabolism', 'Cloning, Molecular', 'DNA/metabolism', 'Drug Resistance', 'Electrophoresis, Polyacrylamide Gel', '*Genes', 'Leukemia L5178/*enzymology', 'Leukemia, Experimental/*enzymology', 'Methotrexate/pharmacology', 'Mice', 'Nucleic Acid Hybridization', 'Nucleosomes/metabolism', 'RNA, Messenger/genetics', 'Tetrahydrofolate Dehydrogenase/*genetics', '*Transcription, Genetic']",1982/05/10 00:00,1982/05/10 00:01,['1982/05/10 00:00'],"['1982/05/10 00:00 [pubmed]', '1982/05/10 00:01 [medline]', '1982/05/10 00:00 [entrez]']",['S0021-9258(18)34667-2 [pii]'],ppublish,J Biol Chem. 1982 May 10;257(9):5274-82.,,,,,,,,,,,,
