PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,AB,TT,PMC,OID,GN,GR
276528,NLM,MEDLINE,19780915,20210212,0021-9258 (Print) 0021-9258 (Linking),253,15,1978 Aug 10,Hemin control of heme biosynthesis in mouse Friend virus-transformed erythroleukemia cells in culture.,5402-6,"['Granick, J L', 'Sassa, S']","['Granick JL', 'Sassa S']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Animals', '*Cell Transformation, Viral', 'Cells, Cultured', '*Friend murine leukemia virus', 'Heme/*analogs & derivatives/*biosynthesis', 'Hemin/*pharmacology', 'Hemoglobins/metabolism', 'Hydroxymethylbilane Synthase/metabolism', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Mice', 'Porphobilinogen Synthase/metabolism']",1978/08/10 00:00,1978/08/10 00:01,['1978/08/10 00:00'],"['1978/08/10 00:00 [pubmed]', '1978/08/10 00:01 [medline]', '1978/08/10 00:00 [entrez]']",['S0021-9258(17)30385-X [pii]'],ppublish,J Biol Chem. 1978 Aug 10;253(15):5402-6.,"['0 (Hemoglobins)', '42VZT0U6YR (Heme)', '743LRP9S7N (Hemin)', 'EC 2.5.1.61 (Hydroxymethylbilane Synthase)', 'EC 4.2.1.24 (Porphobilinogen Synthase)']","Hemin treatment of mouse Friend virus-transformed cells in cultured caused a dose-dependent increase in hemoglobin synthesis. By the addition of radioactively labeled hemin and by the analysis of the radioactive heme in hemoglobin, only 60 to 70% of heme in the newly synthesized hemoglobin was accounted for by the exogenously added hemin. In keeping with this finding, hemin treatment increased the activity of two enzymes in the heme biosynthetic activity, i.e. delta-aminolevulinate (ALA) dehydratase and uroporphyrinogen-I (URO) synthase in these cells. Incorporation of [2(-14C)]glycine, [14C]ALA, and 59Fe into heme was also significantly increased in the cells treated with hemin, suggesting that essentially all enzyme activities in the heme biosynethetic pathway were increased after hemin treatment. These results indicate that heme in the newly synthesized hemoglobin in hemin-treated Friend cells derives both from hemin added to the culture and from heme synthesized intracellularly. In addition, these results suggest that the stimulation of heme biosynthesis by hemin in Friend virus-transformed cells is in contrast to the hemin repression of heme biosynthesis in liver cells.",,,,,
276515,NLM,MEDLINE,19780930,20190722,0340-6717 (Print) 0340-6717 (Linking),43,1,1978 Jul 12,15/17 translocation in acute promyelocytic leukaemia.,115-7,"['Scheres, J M', 'Hustinx, T W', 'de Vaan, G A', 'Rutten, F J']","['Scheres JM', 'Hustinx TW', 'de Vaan GA', 'Rutten FJ']",['eng'],"['Case Reports', 'Journal Article']",Germany,Hum Genet,Human genetics,7613873,IM,"['Adolescent', 'Bone Marrow/ultrastructure', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 16-18', 'Humans', 'Leukemia, Myeloid, Acute/diagnosis/*genetics', 'Male', '*Translocation, Genetic']",1978/07/12 00:00,1978/07/12 00:01,['1978/07/12 00:00'],"['1978/07/12 00:00 [pubmed]', '1978/07/12 00:01 [medline]', '1978/07/12 00:00 [entrez]']",['10.1007/BF00396488 [doi]'],ppublish,Hum Genet. 1978 Jul 12;43(1):115-7. doi: 10.1007/BF00396488.,,"A translocation between a chromosome 15 and a chromosome 17 was found in the bone marrow of a 14-year-old boy who had clinical and laboratory symptoms of acute promyelocytic leukemia (APL). As far as we know, this is the sixth case of APL with 15/17 translocation to be reported in the literature. This observation gives further support to the hypothesis that there is an association between this chromosomal rearrangement and APL.",,,,,
276514,NLM,MEDLINE,19780915,20190722,0340-6717 (Print) 0340-6717 (Linking),42,2,1978 Jun 9,Reciprocal translocation and the Philadelphia chromosome.,163-70,"['Watt, J L', 'Page, B M']","['Watt JL', 'Page BM']",['eng'],['Journal Article'],Germany,Hum Genet,Human genetics,7613873,IM,"['Azure Stains', 'Chromosomes/ultrastructure', '*Chromosomes, Human, 21-22 and Y', '*Chromosomes, Human, 6-12 and X', 'Female', 'Heterochromatin', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics', 'Male', '*Translocation, Genetic']",1978/06/09 00:00,1978/06/09 00:01,['1978/06/09 00:00'],"['1978/06/09 00:00 [pubmed]', '1978/06/09 00:01 [medline]', '1978/06/09 00:00 [entrez]']",['10.1007/BF00283636 [doi]'],ppublish,Hum Genet. 1978 Jun 9;42(2):163-70. doi: 10.1007/BF00283636.,"['0 (Azure Stains)', '0 (Heterochromatin)']","We examined metaphases from three patients with chronic myeloid leukaemia and a typical Philadelphia chromosome with one chromosome 9 as the recipient to determine whether the 9q+22q- translocation is reciprocal. Good quality G-banded photographs of the chromosomes concerned were subjected to light absorption density analysis. This provided enlarged tracings corresponding to the relevant chromosome regions and so facilitated accurate measurement. This technique has unambiguously shown that the typical Philadelphia chromosome results from a reciprocal translocation and that probably no material is gained or lost in the exchange. Furthermorein a total of six patients for whom sequential G and C banding was performed, the chromosome 9 with the largest block of centromeric heterochromatin received the translocated material. We offer tentative explanations for this curious observation.",,,,,
276512,NLM,MEDLINE,19780929,20131121,0015-8178 (Print) 0015-8178 (Linking),96,31,1978 Aug 17,[Perthes disease after successfully treated acute juvenile lymphoblastic leukemia].,1569-71,"['Eckhardt, D', 'Kircher, E']","['Eckhardt D', 'Kircher E']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Fortschr Med,Fortschritte der Medizin,2984763R,IM,"['Child', 'Cortisone/adverse effects/therapeutic use', 'Diagnosis, Differential', 'Femur Head Necrosis/diagnosis', 'Humans', 'Legg-Calve-Perthes Disease/chemically induced/diagnosis/*etiology', 'Leukemia, Lymphoid/*complications/drug therapy', 'Male', 'Osteochondritis/*etiology']",1978/08/17 00:00,1978/08/17 00:01,['1978/08/17 00:00'],"['1978/08/17 00:00 [pubmed]', '1978/08/17 00:01 [medline]', '1978/08/17 00:00 [entrez]']",,ppublish,Fortschr Med. 1978 Aug 17;96(31):1569-71.,['V27W9254FZ (Cortisone)'],"The manifestation of Perthes disease after succesfully treated lymphoblastic leukemia is extremely rare. At the first signs of a femoral head necrosis--sonsidering the basic disease--and after cortisone treatment one has to think of a possible femoral head necrosis. It has been observed by several authors after long-term cortison therapy. The case of a 7 year old boy with Perthes disease after acute lymphatic leukemia is demonstrated. After treatment with chemotherapy, cortisone and radiation of the head he was free of pain for 2 years, then the Perthes disease became manifest with a deformed femural head. It could be cured but operation is necessary now or at the latest after termination of growth. In the case there seems to be no connexion between cortisone treatment and the manifestation of Perthes disease. It is more probable that this developed independently of the basic disease and its successful treatment because of the unilateral affection of the hip joint and the interval between treatment of leukemia and manifestion of the first symptoms of Perthes disease.",Morbus Perthes nach erfolgreich behandelter akuter Lymphoblasten-Leukamie im Kindesalter.,,,,
276510,NLM,MEDLINE,19780915,20071115,0017-6559 (Print) 0017-6559 (Linking),11,1-2,1977,Serum lysozyme activity in some myeloproliferative diseases.,111-4,"['Merkiel, K', 'Prokopowicz, J', 'Bielawiec, M', 'Kiersnowska, B']","['Merkiel K', 'Prokopowicz J', 'Bielawiec M', 'Kiersnowska B']",['eng'],['Journal Article'],Netherlands,Haematologia (Budap),Haematologia,0130266,IM,"['Humans', 'Leukemia, Lymphoid/diagnosis/enzymology', 'Leukemia, Myeloid/diagnosis/enzymology', 'Leukemia, Myeloid, Acute/diagnosis/enzymology', 'Muramidase/antagonists & inhibitors/*blood', 'Myeloproliferative Disorders/*enzymology', 'Pancytopenia/diagnosis/enzymology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",,ppublish,Haematologia (Budap). 1977;11(1-2):111-4.,['EC 3.2.1.17 (Muramidase)'],"Serum lysozyme activity has been determined in patients suffering from myeloproliferative diseases, chronic myelogenous leukaemia (CML), acute myelogenous leukaemia (AML), chronic lymphatic leukaemia (CLL) and pancytopenia (P). Lysozyme activity was tested in undiluted and tenfold diluted sera. Increased lysozyme activity was found in patients with CML and CLI, whereas there was no change in patients with AML and P. Dilution of sera enhanced lysozyme activity. These data may indicate the presence of inhibitor in the sera tested. The diagnostic significance of the presented findings is discussed.",,,,,
276506,NLM,MEDLINE,19780915,20191007,0065-1214 (Print) 0065-1214 (Linking),23,,1977,[Acute myeloblastic leukemia in children].,635-42,"['Zisovski, N', 'Mladenovski, B', 'Sadikario, A']","['Zisovski N', 'Mladenovski B', 'Sadikario A']",['hrv'],"['English Abstract', 'Journal Article']",North Macedonia,God Zb Med Fak Skopje,Godisen zbornik na Medicinskiot fakultet vo Skopje,0414607,IM,"['Acute Disease', 'Adolescent', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Retrospective Studies', 'Yugoslavia']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",,ppublish,God Zb Med Fak Skopje. 1977;23:635-42.,['0 (Antineoplastic Agents)'],,Akutne mijeloblasticne leukoze u dece.,,,,
276505,NLM,MEDLINE,19780915,20191007,0065-1214 (Print) 0065-1214 (Linking),23,,1977,[Acute leukoses in pregnancy].,607-12,"['Stojcevski, T', 'Nedelkovski, J', 'Siljanovski, N']","['Stojcevski T', 'Nedelkovski J', 'Siljanovski N']",['hrv'],"['English Abstract', 'Journal Article']",North Macedonia,God Zb Med Fak Skopje,Godisen zbornik na Medicinskiot fakultet vo Skopje,0414607,IM,"['Acute Disease', 'Adult', 'Female', 'Humans', '*Leukemia', 'Leukemia, Lymphoid', 'Leukemia, Myeloid, Acute', 'Pregnancy', '*Pregnancy Complications, Hematologic']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",,ppublish,God Zb Med Fak Skopje. 1977;23:607-12.,,,Akutne leukoze u graviditetu.,,,,
276504,NLM,MEDLINE,19780929,20181113,0364-2356 (Print) 0364-2356 (Linking),3,1,1978 Apr 15,Necrotizing enterocolitis in acute leukemia: radiographic findings.,63-5,"['Archibald, R B', 'Nelson, J A']","['Archibald RB', 'Nelson JA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Gastrointest Radiol,Gastrointestinal radiology,7611134,IM,"['Acute Disease', 'Adult', 'Enterocolitis, Pseudomembranous/*diagnostic imaging/etiology/surgery', 'Humans', 'Intestine, Small/*diagnostic imaging/surgery', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Radiography']",1978/04/15 00:00,1978/04/15 00:01,['1978/04/15 00:00'],"['1978/04/15 00:00 [pubmed]', '1978/04/15 00:01 [medline]', '1978/04/15 00:00 [entrez]']",['10.1007/BF01887037 [doi]'],ppublish,Gastrointest Radiol. 1978 Apr 15;3(1):63-5. doi: 10.1007/BF01887037.,,"Acute gangrenous appendicitis or right lower quadrant necrotizing enterocolitis occurs with a high incidence in patients undergoing treatment for acute leukemia. In a series of 81 fully documented cases with complete charts and follow-up we identified seven surgically or pathologically proved cases of this syndrome. Plain radiographs of the abdomen were available in five of the seven cases, and a barium enema was performed on one. In three of the five cases the radiographic examination suggested or confirmed the nature of the right lower quadrant syndrome. Two of the seven patients were sucessfully treated by appropriate surgery. The radiographic findings in this series are reviewed and re-emphasized since an accurate diagnosis becomes important in appropriate management of this formerly uniformly fatal complication of acute leukemia and/or its therapy.",,,,,
276472,NLM,MEDLINE,19780930,20061115,0301-472X (Print) 0301-472X (Linking),6,6,1978 Jun,Production of mesenchymal tumors in nude mice by Ph1 negative fibroblasts obtained from a Ph 1 positive CML patient: a preliminary report.,549-57,"['Wilson, F D', 'Greenberg, B', 'Spangler, W', 'Shifrine, M', 'Gershwin, M E', 'Dyck, J']","['Wilson FD', 'Greenberg B', 'Spangler W', 'Shifrine M', 'Gershwin ME', 'Dyck J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Animals', 'Bone Marrow/pathology', 'Cells, Cultured', 'Chromosomes, Human, 21-22 and Y', 'Female', 'Fibroblasts/pathology/transplantation', '*Hematopoiesis', 'Humans', 'Leukemia, Myeloid/genetics/*pathology', 'Mice', 'Mice, Nude', 'Middle Aged', 'Models, Biological', 'Neoplasms, Experimental/*etiology/pathology', 'Transplantation, Heterologous']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1978 Jun;6(6):549-57.,,"An experimental model system is presented for the investigation in humans of the role of hematopoietic stromal elements in the regulation of hematopoiesis as well as in the pathogenesis of myelofibrosis in myeloproliferative disorders. The model is based on the simultaneous application of three experimental techniques: (1) growth of bone-marrow derived fibroblastic colonies in vitro, (2) cytogenetic demonstration of marker chromosomes associated with hematopoietic malignancies, and (3) the transplantation of isolated stromal elements into athymic (nude) mice. Using this model, we describe the induction of mesenchymal tumors in nude mice by Ph1 negative fibroblasts obtained from the bone marrow of a patient with a Ph1 positive chronic myelogenous leukemia. Mesenchymal tumors also were induced in nude mice with bone marrow-derived fibroblasts from a patient with aplastic anemia, who was successfully treated with bone marrow transplantation, and from a normal human volunteer. Morphologic, cytogenetic and electron microscopic studies of bone marrow mesenchymal elements in culture and of tumors induced in nude mice from the CML patient indicate the cells composing the tumor are of human origin and are negative for the Ph1 chromosome. The results provide the first in vivo morphological and cytogenetic support using human materials, of the hypothesized relationship of progenitors of in vitro fibroblastic colonies to marrow stromal elements.",,,,,
276471,NLM,MEDLINE,19780930,20061115,0301-472X (Print) 0301-472X (Linking),6,6,1978 Jun,"Intramembranous particles in erythrocyte, reticulocyte and erythroblastic leukemic cells of the rat: a model system for erythrocyte maturation.",528-38,"['Bank, H L', 'Wise, C', 'Hargrove, K', 'Spicer, S S']","['Bank HL', 'Wise C', 'Hargrove K', 'Spicer SS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Animals', 'Bone Marrow Cells', 'Erythroblasts/cytology/ultrastructure', 'Erythrocyte Aging', 'Erythrocyte Membrane/ultrastructure', 'Erythrocytes/cytology/physiology/*ultrastructure', 'Freeze Etching', 'Leukemia, Erythroblastic, Acute/pathology', 'Microscopy, Electron, Scanning', 'Models, Biological', 'Rats', 'Reticulocytes/cytology/ultrastructure']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1978 Jun;6(6):528-38.,,"The density and size distribution of intramembranous particles (IMP) were determined for cells of the erythroid series. The number and size of IMP were measured on both fracture faces of erythroblastic leukemia cells, phenylhydrazine-induced reticulocytes and mature erythrocytes. We found that the number of IMP adhering to the protoplasmic fracture face of the plasma membrane increased with increasing maturation, while the number of particles adhering to the external fracture face did not correlate with maturational stage. In general, the mean size of particles adhering to both fracture faces decreased with increasing maturation after the erythroblastic stage. We interpret these results to mean that the IMP seen are derived from more than one macromolecular species and that they are distributed asymmetrically in the plasma membrane.",,,,,
276470,NLM,MEDLINE,19780925,20190813,0340-6199 (Print) 0340-6199 (Linking),127,4,1978 Apr 20,Serum lysozyme activity in children with acute leukemia.,263-8,"['Bratlid, D', 'Moe, P J']","['Bratlid D', 'Moe PJ']",['eng'],['Journal Article'],Germany,Eur J Pediatr,European journal of pediatrics,7603873,IM,"['Acute Disease', 'Child', 'Humans', 'Leukemia/*enzymology', 'Leukemia, Lymphoid/enzymology', 'Leukemia, Myeloid/enzymology', 'Leukemia, Myeloid, Acute/enzymology', 'Muramidase/*blood', 'Remission, Spontaneous']",1978/04/20 00:00,1978/04/20 00:01,['1978/04/20 00:00'],"['1978/04/20 00:00 [pubmed]', '1978/04/20 00:01 [medline]', '1978/04/20 00:00 [entrez]']",['10.1007/BF00493542 [doi]'],ppublish,Eur J Pediatr. 1978 Apr 20;127(4):263-8. doi: 10.1007/BF00493542.,['EC 3.2.1.17 (Muramidase)'],"Serum lysozyme activity was measured in samples from children with acute leukemia, malignant tumours, and in normal children. All children with acute lymphatic leukemia (ALL) had significantly reduced levels of lysozyme at diagnosis, and none of the children fell within the normal range. Children with ALL in complete remission had lysozyme levels comparable to normal chidren, while children with ALL in relapse also had pathological low levels. Children with ALL in remission and off therapy also had normal levels of lysozyme. Children with acute myelogenous leukemia had normal lysozyme levels, while children with monomyelocytic leukemia had substantially elevated lysozyme levels before treatment. Determination of serum lysozyme activity in children with acute leukemia is of value both for diagnosis and for evaluating the effect of therapy.",,,,,
276469,NLM,MEDLINE,19780925,20190813,0340-6199 (Print) 0340-6199 (Linking),127,4,1978 Apr 20,Cranial computerized tomography in children with lymphoid malignancy and seizures.,255-62,"['Schwenk, H U', 'Neuhauser, G', 'Huk, W']","['Schwenk HU', 'Neuhauser G', 'Huk W']",['eng'],"['Case Reports', 'Journal Article']",Germany,Eur J Pediatr,European journal of pediatrics,7603873,IM,"['Adolescent', 'Atrophy', 'Brain/pathology', 'Brain Neoplasms/complications', 'Cerebral Hemorrhage/complications/etiology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/complications/*diagnostic imaging', 'Lymphoma/complications/*diagnostic imaging', 'Male', 'Neoplasm Metastasis', 'Radionuclide Imaging', 'Seizures/*diagnostic imaging/etiology', 'Tomography, X-Ray Computed']",1978/04/20 00:00,1978/04/20 00:01,['1978/04/20 00:00'],"['1978/04/20 00:00 [pubmed]', '1978/04/20 00:01 [medline]', '1978/04/20 00:00 [entrez]']",['10.1007/BF00493541 [doi]'],ppublish,Eur J Pediatr. 1978 Apr 20;127(4):255-62. doi: 10.1007/BF00493541.,,"Focal and generalized seizures occurred in 4 patients with acute lymphoblastic leukemia and non-Hodgkin-lymphoma. The etiology of the neurological complications could be established by cranial computerized tomography (CT): i.e., 1. localized metastasis with calcification and 2. acute intracerebral hemorrhage during induction therapy in two patients with malignant lymphomas; 3. diffuse cerebral infiltration with blast cells and 4. cerebral atrophy in two children with acute lymphoblastic leukemia who were in relapse. Accurate diagnosis of cerebral complications in hemoblastoses is essential for appropriate therapy and CT may lead to more effective treatment in patients with lymphoid malignancy and seizures.",,,,,
276447,NLM,MEDLINE,19780929,20180216,0009-3157 (Print) 0009-3157 (Linking),24,5,1978,Chronic granulocytic leukemia cutis treated with hydroxyurea. Report of a case.,321-6,"['Friedhoff, F W', 'Atamer, M A', 'Thelmo, W L']","['Friedhoff FW', 'Atamer MA', 'Thelmo WL']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Chemotherapy,Chemotherapy,0144731,IM,"['Female', 'Humans', 'Hydroxyurea/*therapeutic use', 'Leukemia, Myeloid/complications/*drug therapy/pathology', 'Middle Aged', 'Primary Myelofibrosis/complications/*drug therapy/pathology', 'Punctures', 'Skin Diseases/*etiology/pathology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",['10.1159/000237799 [doi]'],ppublish,Chemotherapy. 1978;24(5):321-6. doi: 10.1159/000237799.,['X6Q56QN5QC (Hydroxyurea)'],"The clinical course of a patient with chronic granulocytic leukemia cutis associated with myeloid metaplasia is described. Cutaneous manifestations of leukemia appeared only at the sites of bone marrow aspiration and vena puncture. Radiotherapy to both spleen and skin and chemotherapy with busulfan failed to control spreading cutaneous lesions. Treatment with hydroxyurea was followed by a marked reduction in spleen size, a decrease in white cell count and healing of the skin lesions.",,,,,
276432,NLM,MEDLINE,19780925,20170214,0009-9228 (Print) 0009-9228 (Linking),17,8,1978 Aug,Skin ulceration due to faulty adriamycin administration.,663-4,"['Mehta, P', 'Najar, N']","['Mehta P', 'Najar N']",['eng'],"['Case Reports', 'Journal Article']",United States,Clin Pediatr (Phila),Clinical pediatrics,0372606,IM,"['Adolescent', 'Antineoplastic Agents/administration & dosage', 'Doxorubicin/administration & dosage/*adverse effects', 'Drug Therapy, Combination', 'Humans', 'Injections, Intravenous/adverse effects', 'Leukemia, Myeloid/drug therapy', 'Male', 'Skin Ulcer/*chemically induced']",1978/08/01 00:00,1978/08/01 00:01,['1978/08/01 00:00'],"['1978/08/01 00:00 [pubmed]', '1978/08/01 00:01 [medline]', '1978/08/01 00:00 [entrez]']",['10.1177/000992287801700813 [doi]'],ppublish,Clin Pediatr (Phila). 1978 Aug;17(8):663-4. doi: 10.1177/000992287801700813.,"['0 (Antineoplastic Agents)', '80168379AG (Doxorubicin)']",,,,,,
276431,NLM,MEDLINE,19780925,20181113,0009-9104 (Print) 0009-9104 (Linking),32,2,1978 May,Inability to demonstrate lytic antibodies to autologous leukaemia cells in the sera from remission patients with acute myelogenous leukaemia treated with active specific immunotherapy.,253-8,"['Chapuis, B J', 'Powles, R', 'Alexander, P']","['Chapuis BJ', 'Powles R', 'Alexander P']",['eng'],['Journal Article'],England,Clin Exp Immunol,Clinical and experimental immunology,0057202,IM,"['Adult', 'Aged', 'Antibodies/*analysis', 'Cytotoxicity, Immunologic', 'Female', 'Humans', 'Immunotherapy', 'Leukemia, Myeloid, Acute/*immunology/therapy', 'Male', 'Middle Aged', 'Remission, Spontaneous']",1978/05/01 00:00,1978/05/01 00:01,['1978/05/01 00:00'],"['1978/05/01 00:00 [pubmed]', '1978/05/01 00:01 [medline]', '1978/05/01 00:00 [entrez]']",,ppublish,Clin Exp Immunol. 1978 May;32(2):253-8.,['0 (Antibodies)'],"The sera from seven patients with acute myelogenous leukaemia (AML) who had achieved a clinical remission and who were being maintained by weekly immunotherapy using irradiated allogeneic AML cells and BCG, were examined for the presence of antibodies which were lytic to autologous AML cells using either a complement- or cell-dependent assay. The AML cells had been stored at --179 degrees C and put into a short-term tissue culture prior to testing. At no time during the period of remission or relapse could cytotoxic activity to the autologous cells be detected, although all of the sera had lytic antibodies for some allogenic leukaemia cells. We concluded that the patients were capable of raising lytic antibodies to histocompatibility antigens but did not raise comparable lytic antibodies directed against a leukaemia-specific membrane antigen.",,PMC1541284,,,
276420,NLM,MEDLINE,19780925,20141120,0008-5472 (Print) 0008-5472 (Linking),38,8,1978 Aug,Effects of glucocorticoids on the interaction of lymphoblastoid cells with human endothelial cells in vitro.,2224-8,"['Maca, R D', 'Fry, G L', 'Hakes, A D']","['Maca RD', 'Fry GL', 'Hakes AD']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Blood Vessels/cytology', 'Cell Adhesion/*drug effects', 'Cell Line', 'Colchicine/pharmacology', 'Dexamethasone/*pharmacology', 'Endothelium/cytology/*drug effects', 'Humans', 'Hydrocortisone/*pharmacology', 'In Vitro Techniques', 'Leukemia, Lymphoid/*pathology', 'Lymphoma/pathology', 'Neoplasm Metastasis', 'Neoplasms, Experimental/pathology', 'Neoplastic Cells, Circulating', 'Neuraminidase/pharmacology', 'Pronase/pharmacology', 'Vinblastine/pharmacology']",1978/08/01 00:00,1978/08/01 00:01,['1978/08/01 00:00'],"['1978/08/01 00:00 [pubmed]', '1978/08/01 00:01 [medline]', '1978/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1978 Aug;38(8):2224-8.,"['5V9KLZ54CY (Vinblastine)', '7S5I7G3JQL (Dexamethasone)', 'EC 3.2.1.18 (Neuraminidase)', 'EC 3.4.24.- (Pronase)', 'SML2Y3J35T (Colchicine)', 'WI4X0X7BPJ (Hydrocortisone)']","The adhesive characteristics of cultured acute lymphocytic leukemia cells (CCRF-CEM), lymphoma cells (Raji), and freshly isolated acute lymphocytic leukemia cells to human cultured endothelial cells were studied. An assay system was used whereby these neoplastic cells were allowed to interact with endothelial cells while being continuously agitated on a rocking platform. All cell lines adhered significantly to the endothelium monolayers. This process appeared not to be dependent upon intact microtubular or microfilament function. Likewise, removing surface sialic acid from either cell type did not alter this process. In contrast incubating the endothelial cells for 24 or 48 hr with dexamethasone decreased adhesiveness of either CCRF-CEM or Raji cells to the endothelial cells by approximately 40%. Incubating these cells with hydrocortisone instead of dexamethasone for 48 hr was equally as effective in altering the endothelial cell adhesiveness. The decreased adhesiveness could be blocked by cycloheximide, indicating that this altered adhesiveness of the endothelial cells involves protein synthesis, presumably of a surface protein. We suggest that this assay system may provide a means to evaluate other agents that can alter the surface characteristics of endothelial cells, which may have important implications in various disease states such as inflammation, thrombogenesis, and metastatic disease.",,,,,
276418,NLM,MEDLINE,19780915,20211203,0008-543X (Print) 0008-543X (Linking),42,1,1978 Jul,The changing survivorship of white and black children with leukemia.,59-66,"['Szklo, M', 'Gordis, L', 'Tonascia, J', 'Kaplan, E']","['Szklo M', 'Gordis L', 'Tonascia J', 'Kaplan E']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,IM,"['Acute Disease', 'Adolescent', 'Adult', '*Blacks', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*mortality', 'Leukemia, Lymphoid/*mortality', 'Male', 'Maryland', 'Socioeconomic Factors', 'Time Factors', '*Whites']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",['10.1002/1097-0142(197807)42:1<59::aid-cncr2820420109>3.0.co;2-j [doi]'],ppublish,Cancer. 1978 Jul;42(1):59-66. doi: 10.1002/1097-0142(197807)42:1<59::aid-cncr2820420109>3.0.co;2-j.,,"A study was conducted in metropolitan Baltimore to examine changes in survival of white and black children with acute leukemia from 1960 through 1975. Two-hundred eighty-seven cases were identified, of which 77% were acute lymphocytic leukemia (ALL). Eighty-three percent of all cases occurred in white children. In white children with ALL, two-year survival rates increased from 32% in 1960--64 to 47% in 1965--69, and to 79% in 1970--75 (p less than .005). In the small sample of black children with ALL, two-year survival rates increased from 25% in 1960--64 to 59% in 1965--69 (p less than .01), with no further increase in 1970--75. For acute nonlymphocytic leukemia (ANLL), survivorship was analyzed in white children, among whom one-year survival rates increased from 42% in 1965--69 to 71% in 1970--75 (p less than .005). The increasingly better survival over time of white children with acute leukemia probably reflects the increasing efficacy of new therapeutic approaches.",,,,,
