PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,PMC,AB,LID,OID
5157580,NLM,MEDLINE,19720418,20031114,0027-8874 (Print) 0027-8874 (Linking),47,3,1971 Sep,Detection of replicating C-type viruses in continuous cell cultures established from cows with leukemia: effect of the culture medium.,613-21,"['Ferrer, J F', 'Stock, N D', 'Lin, P']","['Ferrer JF', 'Stock ND', 'Lin P']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Culture Media)', '0 (Lectins)']",IM,"['Animals', 'Cattle', 'Cattle Diseases', '*Cell Line', 'Culture Media', 'Lectins/pharmacology', 'Leukemia/*microbiology/veterinary', 'Lymphocytes', 'Microscopy, Electron', 'Oncogenic Viruses/*isolation & purification', 'Thoracic Duct', 'Virus Replication/drug effects']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1971 Sep;47(3):613-21.,,,,,,
5157573,NLM,MEDLINE,19720418,20071115,0027-8874 (Print) 0027-8874 (Linking),47,3,1971 Sep,Birth characteristics and leukemia in childhood.,501-9,"['Fasal, E', 'Jackson, E W', 'Klauber, M R']","['Fasal E', 'Jackson EW', 'Klauber MR']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Birth Order', '*Birth Weight', 'California', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*mortality', 'Male', 'Maternal Age', 'Population Surveillance', 'Sex Factors', 'Social Class', 'Statistics as Topic']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1971 Sep;47(3):501-9.,,,,,,
5157547,NLM,MEDLINE,19720418,20090605,0430-0920 (Print) 0430-0920 (Linking),26,9,1971 Sep,"[Research on compounds with antiblastic activity. XLI. Synthesis of new nitrogen mustards correlated with N,N-bis-(beta-chlorethyl) aniline].",805-11,"['Artico, M', 'Filacchioni, G', 'Vomero, S']","['Artico M', 'Filacchioni G', 'Vomero S']",['ita'],['Journal Article'],Italy,Farmaco Sci,Il Farmaco; edizione scientifica,0370716,"['0 (Amines)', '0 (Aniline Compounds)', '0 (Antineoplastic Agents)', '0 (Nitrogen Mustard Compounds)', '0 (Schiff Bases)']",IM,"['Amines/*chemical synthesis/therapeutic use', 'Aniline Compounds/chemical synthesis/therapeutic use', 'Animals', 'Antineoplastic Agents/*chemical synthesis/therapeutic use', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Chemical Phenomena', 'Chemistry', 'Cricetinae', 'Hydrogenation', 'Leukemia, Lymphoid/drug therapy', 'Mice', 'Neoplasm Transplantation', 'Nitrogen Mustard Compounds/*chemical synthesis/therapeutic use', 'Schiff Bases/chemical synthesis/therapeutic use']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,Farmaco Sci. 1971 Sep;26(9):805-11.,,"Ricerche su sostanze ad attivita antiblastica. XLI. Sintesi di nuove mostarde azotate correlate con la N,N-bis-(beta-cloroetil)anilina.",,,,
5157546,NLM,MEDLINE,19720418,20090605,0430-0920 (Print) 0430-0920 (Linking),26,9,1971 Sep,"Resarch on new Schiff bases with antiblastic activity. Carcinostatic activities of 3-p-(2',5'-dimethoxy-4'-(N,N-bis( -chloroethyl)-amino)benzylideneamino)phenyl-2-oxazolidinone (GEA 29 = BAY a 5850).",784-804,"['Putter, J', 'Maral, R', 'Bierling, R', 'Steinhoff, D']","['Putter J', 'Maral R', 'Bierling R', 'Steinhoff D']",['eng'],"['Comparative Study', 'Journal Article']",Italy,Farmaco Sci,Il Farmaco; edizione scientifica,0370716,"['0 (Amines)', '0 (Aniline Compounds)', '0 (Antineoplastic Agents)', '0 (Nitrogen Mustard Compounds)', '0 (Oxazoles)', '0 (Schiff Bases)']",IM,"['Amines/chemical synthesis/*therapeutic use', 'Aniline Compounds/chemical synthesis/therapeutic use', 'Animals', 'Antineoplastic Agents/chemical synthesis/*therapeutic use', 'Carcinoma 256, Walker/*drug therapy', 'Carcinoma, Ehrlich Tumor/*drug therapy', 'Chemical Phenomena', 'Chemistry', 'Cricetinae', 'Erythropoiesis', 'Hematopoiesis', 'Leukemia/*drug therapy', 'Leukocytes', 'Mice', 'Neoplasm Transplantation', 'Nitrogen Mustard Compounds/chemical synthesis/therapeutic use', 'Oxazoles/chemical synthesis/*therapeutic use', 'Rats', 'Retroviridae', 'Sarcoma 180/*drug therapy', 'Sarcoma, Experimental/*drug therapy', 'Schiff Bases/chemical synthesis/therapeutic use']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,Farmaco Sci. 1971 Sep;26(9):784-804.,,,,,,
5157376,NLM,MEDLINE,19720418,20071115,0023-852X (Print) 0023-852X (Linking),81,5,1971 May,Humoral recognition factor activity and neoplasia: clinical and experimental considerations.,737-49,"['Di Luzio, N R', 'Pisano, J C', 'Salky, N K']","['Di Luzio NR', 'Pisano JC', 'Salky NK']",['eng'],['Journal Article'],United States,Laryngoscope,The Laryngoscope,8607378,['0 (Hormones)'],IM,"['Adult', 'Aged', 'Animals', 'Biological Assay', 'Cell Transformation, Neoplastic/blood/etiology/*immunology', 'Child', 'Culture Techniques', 'Female', 'Hormones/blood/*physiology', 'Humans', '*Immunity', 'Leukemia, Experimental/immunology', 'Lipid Metabolism', 'Liver/metabolism', 'Macrophages/metabolism/*physiopathology', 'Male', 'Middle Aged', 'Models, Biological', 'Mononuclear Phagocyte System/immunology', '*Phagocytosis', 'Rats']",1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",ppublish,Laryngoscope. 1971 May;81(5):737-49. doi: 10.1288/00005537-197105000-00015.,['10.1288/00005537-197105000-00015 [doi]'],,,,,
5156526,NLM,MEDLINE,19720411,20081212,0032-7867 (Print) 0032-7867 (Linking),79,53,1971 Dec 11,[Familial Vaquez's diseases].,2427-32,"['Tursz, T', 'Hakim, J', 'Boivin, P', 'Mallarme, J']","['Tursz T', 'Hakim J', 'Boivin P', 'Mallarme J']",['fre'],['Journal Article'],France,Presse Med,La Presse medicale,0312556,['0 (Phosphorus Isotopes)'],IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Female', 'Gout/etiology', 'Hemorrhage/etiology', 'Humans', 'Leukemia/etiology', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/genetics', 'Pedigree', 'Phosphorus Isotopes/therapeutic use', 'Polycythemia Vera/complications/diagnosis/*genetics/radiotherapy', 'Primary Myelofibrosis/etiology', 'Splenomegaly/etiology', 'Thrombosis/etiology']",1971/12/11 00:00,1971/12/11 00:01,['1971/12/11 00:00'],"['1971/12/11 00:00 [pubmed]', '1971/12/11 00:01 [medline]', '1971/12/11 00:00 [entrez]']",ppublish,Presse Med. 1971 Dec 11;79(53):2427-32.,,Les maladies de Vaquez familiales.,,,,
5156041,NLM,MEDLINE,19730319,20041117,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Immunoglobulin determination in hematologic system diseases].,1397-400,"['Rehn, K', 'Hunstein, W', 'Schreiter, B', 'Uhl, N']","['Rehn K', 'Hunstein W', 'Schreiter B', 'Uhl N']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,['0 (Immunoglobulins)'],IM,"['Diagnosis, Differential', 'Hematologic Diseases/*diagnosis/immunology', 'Humans', 'Immunoglobulins/*analysis', 'Leukemia/*diagnosis', 'Lymphoma/*diagnosis']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:1397-400.,,Immunglobulinbestimmungen bei hamatologischen Systemerkrankungen.,,,,
5155938,NLM,MEDLINE,19730315,20041117,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Factor XIII deficiency in various patients with acute leukemia].,97-100,"['Egbring, R', 'Havemann, K']","['Egbring R', 'Havemann K']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,,IM,"['Adolescent', 'Adult', 'Aged', 'Factor XIII Deficiency/*complications', 'Female', 'Hemorrhagic Disorders/*etiology', 'Humans', 'Leukemia/*complications', 'Male', 'Middle Aged', 'Remission, Spontaneous', 'Thrombocytopenia/etiology']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:97-100.,,Faktor XIII-Mangel bei einigen Patienten mit akuter Leukose.,,,,
5155937,NLM,MEDLINE,19730315,20071115,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Chromatin changes of lymphocytes in lymphocytic leukemias].,94-7,"['Drings, P']",['Drings P'],['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,"['0 (Chromatin)', '0 (Heterochromatin)', '9007-49-2 (DNA)']",IM,"['Chromatin/*blood', 'DNA/blood', 'Heterochromatin/blood', 'Humans', 'Leukemia, Lymphoid/*genetics', 'Lymphocytes/*cytology', 'Methods']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:94-7.,,Veranderungen im Chromatin der Lymphocyten bei chronischen lymphatischen Leukamien.,,,,
5155936,NLM,MEDLINE,19730315,20041117,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Cytochemical findings in so-called leukemic meningism].,93-4,"['Heller, A']",['Heller A'],['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,,IM,"['Cytodiagnosis', 'Diagnosis, Differential', 'Histocytochemistry', 'Humans', 'Leukemia/*diagnosis', 'Meningism/*diagnosis']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:93-4.,,Cytochemische Befunde bei sog. Meningosis leukaemica.,,,,
5155935,NLM,MEDLINE,19730315,20131121,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Basophilic leukemia: four new observations].,87-9,"['Hartwich, G', 'Schubert, J C', 'Martin, H']","['Hartwich G', 'Schubert JC', 'Martin H']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,"['0 (Phosphorus Isotopes)', 'F3D5D9P25I (Triaziquone)']",IM,"['Adult', '*Basophils', 'Bone Marrow Cells', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia/chemically induced/*diagnosis', 'Male', '*Mast Cells', 'Phosphorus Isotopes/adverse effects', 'Triaziquone/adverse effects']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:87-9.,,Die Basophilenleukamie: Vier neue Beobachtungen.,,,,
5155934,NLM,MEDLINE,19730315,20041117,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Differentiation of panmyelopathies using combined cytophotometric and radioautographic methods].,77-9,"['Huber, C', 'Huber, H', 'Braunsteiner, H', 'Stacher, A']","['Huber C', 'Huber H', 'Braunsteiner H', 'Stacher A']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,"['10028-17-8 (Tritium)', '9007-49-2 (DNA)']",IM,"['Anemia, Aplastic/*diagnosis', 'Anemia, Sideroblastic/*diagnosis', 'Autoradiography', 'Bone Marrow Cells', 'DNA/analysis', 'Densitometry', 'Erythropoiesis', 'Histocytochemistry', 'Humans', 'Leukemia/diagnosis', 'Photometry', 'Tritium']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:77-9.,,Zur Differenzierung von Panmyelopathien mit kombiniert cytophotometrisch-autoradiographischen Methoden.,,,,
5155932,NLM,MEDLINE,19730315,20041117,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Diagnosis of acute leukemias in the stage of preleukemic pancytopenia].,72-3,"['Zach, J', 'Zach, S']","['Zach J', 'Zach S']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,,IM,"['Adult', 'Aged', 'Anemia, Aplastic/*complications', 'Bone Marrow Cells', 'Cell Transformation, Neoplastic', 'Female', 'Humans', 'Leukemia/*diagnosis', 'Male', 'Middle Aged', 'Precancerous Conditions', 'Time Factors']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:72-3.,,Die Diagnostik der akuten Leukosen im Stadium der praleukotischen Pancytopenie.,,,,
5155860,NLM,MEDLINE,19730315,20041117,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Impulse cytophotometry of blood cells and bone marrow cells].,416-8,"['Buchner, T', 'Dittrich, W', 'Gohde, W']","['Buchner T', 'Dittrich W', 'Gohde W']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,"['0 (Chromium Isotopes)', '9007-49-2 (DNA)']",IM,"['Blood Cells/*analysis', 'Bone Marrow/*analysis', '*Bone Marrow Cells', 'Chromium Isotopes', 'DNA/blood', 'Humans', 'Infectious Mononucleosis/blood', 'Leukemia/blood', '*Photometry']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:416-8.,,Impulscytophotometrie von Blut- und Knochenmarkszellen.,,,,
5155806,NLM,MEDLINE,19730315,20041117,0070-4067 (Print) 0070-4067 (Linking),77,,1971,[Pathomorphism of acute leukemias under the influence of therapy].,100-2,"['Zach, S', 'Sanders, U', 'Zach, J']","['Zach S', 'Sanders U', 'Zach J']",['ger'],['Journal Article'],Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,"['0 (Adrenal Cortex Hormones)', '0 (Anti-Bacterial Agents)', '0 (Antineoplastic Agents)']",IM,"['Acute Disease', 'Adrenal Cortex Hormones/therapeutic use', 'Adult', 'Anti-Bacterial Agents/therapeutic use', 'Antineoplastic Agents/therapeutic use', 'Bacterial Infections/*complications/drug therapy', 'Child', 'Child, Preschool', 'Female', 'Germany, West', 'Humans', 'Leukemia/drug therapy/*pathology', 'Male', 'Prognosis', 'Remission, Spontaneous']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1971;77:100-2.,,Die Pathomorphose akuter Leukosen unter dem Einfluss der Therapie.,,,,
5155554,NLM,MEDLINE,19730222,20031114,0023-1924 (Print) 0023-1924 (Linking),44,3,1971 Dec,Cancer chemotherapy. Studies on anticancer agents particularly anticancer antibiotics.,135-54,"['Hata, T']",['Hata T'],['eng'],['Journal Article'],Japan,Kitasato Arch Exp Med,The Kitasato archives of experimental medicine,0376613,"['0 (Antibiotics, Antineoplastic)', '0 (Immunosuppressive Agents)']",IM,"['Animals', 'Antibiotics, Antineoplastic/administration & dosage/adverse effects/metabolism/*therapeutic use', 'HeLa Cells/drug effects', 'Immunosuppressive Agents', 'Leukemia L1210/drug therapy', 'Mice']",1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,Kitasato Arch Exp Med. 1971 Dec;44(3):135-54.,,,,,,
5153280,NLM,MEDLINE,19721010,20041117,0003-3871 (Print) 0003-3871 (Linking),16,4,1971 Nov-Dec,[Loeffler's fibroplastic endomyocarditis probably associated with eosinophilic leukemia].,451-66,"['Jobard, P', 'Medelsi, M', 'Degiovanni, E']","['Jobard P', 'Medelsi M', 'Degiovanni E']",['fre'],['Journal Article'],France,Ann Anat Pathol (Paris),Annales d'anatomie pathologique,0370553,,IM,"['Aged', 'Aorta/pathology', 'Bone Marrow Examination', 'Bone Neoplasms/pathology', 'Bone and Bones/pathology', 'Diagnosis, Differential', 'Endomyocardial Fibrosis/*complications/pathology', '*Eosinophils', 'Humans', 'Leukemia/*complications/pathology', 'Lymph Nodes/pathology', 'Lymphatic Metastasis', 'Male', 'Myocardium/pathology', 'Pulmonary Eosinophilia/pathology', 'Thermography']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,Ann Anat Pathol (Paris). 1971 Nov-Dec;16(4):451-66.,,Endomyocardite fibroplastique de Loeffler vraisemblablement associee a une leucemie a eosinophiles.,,,,
5152696,NLM,MEDLINE,19720930,20041117,0079-726X (Print) 0079-726X (Linking),14,2,1971,[Psychologic intervention in a center for research and hematologic treatment: work related to leukemia in children].,465-502,"['Alby, N', 'Alby, J M']","['Alby N', 'Alby JM']",['fre'],['Journal Article'],France,Psychiatr Enfant,La Psychiatrie de l'enfant,0376466,,IM,"['Adult', 'Age Factors', 'Child', 'Child, Preschool', 'Female', 'Humans', '*Leukemia', 'Male', 'Medical Staff, Hospital', 'Nurse-Patient Relations', '*Parent-Child Relations', 'Physician-Patient Relations', '*Professional-Patient Relations', '*Psychotherapy', 'Terminal Care']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Psychiatr Enfant. 1971;14(2):465-502.,,L'intervention psychologique dans un centre de recherches et de traitement d'hematologie: travail portant sur les leucemies de l'enfant.,,,,
5152643,NLM,MEDLINE,19720929,20131121,0035-4082 (Print) 0035-4082 (Linking),8,3,1971,An outline of cancer chemotherapy.,135-51,"['Connors, T A']",['Connors TA'],['eng'],['Journal Article'],Romania,Rev Roum Inframicrobiol,Revue roumaine d'inframicrobiologie,0335303,"['0 (Alkylating Agents)', '0 (Antimetabolites)', '0 (Antineoplastic Agents)', '0 (DNA, Neoplasm)', '0 (Hydrazines)', '0 (Mitomycins)', '0 (RNA, Neoplasm)', '0 (Ribonucleotides)', 'EC 3.5.1.1 (Asparaginase)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Alkylating Agents/therapeutic use', 'Animals', 'Antimetabolites/therapeutic use', 'Antineoplastic Agents/pharmacology/*therapeutic use', 'Asparaginase/therapeutic use', 'Breast Neoplasms/drug therapy', 'Cells, Cultured', 'Colonic Neoplasms/drug therapy', 'Cricetinae', 'DNA, Neoplasm/biosynthesis', 'Humans', 'Hydrazines/therapeutic use', 'Hydroxyurea/therapeutic use', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/drug therapy', 'Lung Neoplasms/drug therapy', 'Mitomycins/therapeutic use', 'Neoplasm Transplantation', 'Neoplasms/*drug therapy', 'Neoplasms, Experimental/drug therapy', 'RNA, Neoplasm/biosynthesis', 'Rats', 'Ribonucleotides/antagonists & inhibitors', 'Ribosomes/metabolism', 'Transplantation, Heterologous']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Rev Roum Inframicrobiol. 1971;8(3):135-51.,,,,,,
5152331,NLM,MEDLINE,19720921,20031114,0031-2991 (Print) 0031-2991 (Linking),15,5,1971 Sep-Oct,[Effect of aspetic inflammation on the course of lympholeukemia in mice].,63-4,"['Tsinberg, E D']",['Tsinberg ED'],['rus'],['Journal Article'],Russia (Federation),Patol Fiziol Eksp Ter,Patologicheskaia fiziologiia i eksperimental'naia terapiia,0376421,,IM,"['Animals', '*Inflammation', '*Leukemia, Experimental', 'Mice', 'Remission, Spontaneous']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,Patol Fiziol Eksp Ter. 1971 Sep-Oct;15(5):63-4.,,Vliianie asepticheskogo vospaleniia na techenie limfoleikoza u myshei.,,,,
5151738,NLM,MEDLINE,19720913,20161122,0552-2080 (Print) 0552-2080 (Linking),16,5,1971 May,[Modern methods of differential diagnosis of aleukemic reticuloses].,8-14,"['Fainshtein, F E', 'Soboleva, S S', 'Novikova, E Z', 'Tsukerman, O A', 'Nemenova, N M']","['Fainshtein FE', 'Soboleva SS', 'Novikova EZ', 'Tsukerman OA', 'Nemenova NM']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Adult', 'Biopsy', 'Blood Cell Count', 'Bone Marrow Examination', 'Bone and Bones/diagnostic imaging', 'Female', 'Humans', 'Leukemia/*diagnosis/diagnostic imaging', 'Male', 'Methods', 'Radiography', 'Radionuclide Imaging']",1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1971 May;16(5):8-14.,,Sovremennye metody differentsial'noi diagnostiki aleikemicheskikh retikulezov.,,,,
5151736,NLM,MEDLINE,19720913,20041117,0552-2080 (Print) 0552-2080 (Linking),16,5,1971 May,[Prolonged cytopenia of a single cell type as a variant of the initial phase of acute leukemia].,50-3,"['Andreeva, N E', 'Rynskaia, L M']","['Andreeva NE', 'Rynskaia LM']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Acute Disease', 'Adolescent', 'Aged', 'Female', 'Humans', 'Leukemia/*complications', 'Leukopenia/*complications', 'Male', 'Middle Aged']",1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1971 May;16(5):50-3.,,Dlitel'nye odnorostkovye tsitopenii kak variant nachal'noi fazy ostrogo leikoza.,,,,
5151617,NLM,MEDLINE,19720913,20071115,0042-8825 (Print) 0042-8825 (Linking),16,9,1971 Sep,[Plasmoblastic leukemia in children].,77-9,"['Chizhova, Z P', 'Volodin, N N', 'Reznikov, Iu P']","['Chizhova ZP', 'Volodin NN', 'Reznikov IuP']",['rus'],"['Case Reports', 'Journal Article']",Russia (Federation),Vopr Okhr Materin Det,Voprosy okhrany materinstva i detstva,0416600,,IM,"['Child, Preschool', 'Female', 'Humans', 'Leukemia, Plasma Cell/*diagnosis']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,Vopr Okhr Materin Det. 1971 Sep;16(9):77-9.,,K voprosu of plaxmoblastnom leikoze u detei.,,,,
5151462,NLM,MEDLINE,19720912,20041117,0025-8334 (Print) 0025-8334 (Linking),16,10,1971 Oct,[The probability of development of different radiation reactions in roentgenologists and radiologists].,36-42,"['Golikov, V Ia']",['Golikov VIa'],['rus'],['Journal Article'],Russia (Federation),Med Radiol (Mosk),Meditsinskaia radiologiia,2984767R,,IM,"['Female', 'Humans', 'Leukemia, Radiation-Induced/*epidemiology', 'Male', 'Occupational Diseases/*epidemiology', 'Radiation Genetics', 'Radiation Injuries/*epidemiology', 'Radiation Monitoring', 'Radiation Protection', '*Radiology']",1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",ppublish,Med Radiol (Mosk). 1971 Oct;16(10):36-42.,,Veroiatnost' vozniknoveniia razlichnykh luchevykh reaktsii u rentgenologov i radiologoc.,,,,
5151267,NLM,MEDLINE,19720911,20131121,0014-8318 (Print) 0014-8318 (Linking),34,5,1971 Sep-Oct,[Dependence of the toxicity and antineoplastic activity of 5-fluorouracil solutions on the incubation time at 37 degrees].,621-6,"['Merkulov, M F', 'Leskova, S G', 'Rudenskaia, G N']","['Merkulov MF', 'Leskova SG', 'Rudenskaia GN']",['rus'],['Journal Article'],Russia (Federation),Farmakol Toksikol,Farmakologiia i toksikologiia,16920420R,"['0 (Solutions)', 'U3P01618RT (Fluorouracil)']",IM,"['Animals', 'Cells, Cultured', 'Chromatography', 'Drug Stability', 'Fluorouracil/analysis/pharmacology/therapeutic use/*toxicity', 'Leukemia/drug therapy', 'Mice', 'Solutions', '*Temperature']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,Farmakol Toksikol. 1971 Sep-Oct;34(5):621-6.,,Zavisimost'toksichnosti i protivoopukholevoi aktivnosti rastokov 5-ftoruratsila ot vremeni inkubatsii pri 37 degrees.,,,,
