PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,CIN,RF,CON,GR,GS,TT,SI,PMC,EIN,RIN,OID,OAB,OABL,OTO,OT,GN,SFM,CN
8155493,NLM,MEDLINE,19940519,20191023,0888-0018 (Print) 0888-0018 (Linking),11,1,1994 Jan-Feb,"Monosomy 7, diabetes insipidus and acute myeloid leukemia in childhood.",111-4,"The triad of diabetes insipidus (DI), monosomy 7, and acute myeloid leukemia in a 7-year-old boy is described. This triad has been described in adults but not in children. The DI ran a transient, self-limiting course and required no specific therapy. The pathogenesis of DI remains unknown, and its transient nature may result in this component of the triad going unnoticed.","['Kanabar, D J', 'Betts, D R', 'Gibbons, B', 'Kingston, J E', 'Eden, O B']","['Kanabar DJ', 'Betts DR', 'Gibbons B', 'Kingston JE', 'Eden OB']","[""Department of Paediatric Oncology, St Bartholomew's Hospital, London, England.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",England,Pediatr Hematol Oncol,Pediatric hematology and oncology,8700164,IM,"['Acute Disease', 'Child', '*Chromosomes, Human, Pair 7', 'Diabetes Insipidus/complications/*genetics', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/complications/drug therapy/*genetics', 'Male', '*Monosomy']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.3109/08880019409141908 [doi]'],ppublish,Pediatr Hematol Oncol. 1994 Jan-Feb;11(1):111-4. doi: 10.3109/08880019409141908.,,,,,,,,,,,,,,,,,,,
8155492,NLM,MEDLINE,19940519,20191023,0888-0018 (Print) 0888-0018 (Linking),11,1,1994 Jan-Feb,Returning to primary school after treatment for cancer.,105-9,"Questionnaires were sent to the teachers of 14 children returning to school after treatment for childhood cancer and their 11 siblings. Forty-four control children from the same classes were also selected. Behavioral rating scores (Deasy-Spinetta) showed no differences between cases and siblings or control children in terms of learning disabilities, socialization, and emotional behavior. Teachers reported few problems on the case children's return to school, although many had been anticipated. Most children adapted well, and there were no major changes in behavior or performance. Siblings, too, coped well with the experience. The Royal Victoria Infirmary at Newcastle, where the children were treated, has two community liaison nurses and three social workers. The value of the support that they provide to both families and schools is clearly reflected in the ease with which children reintegrate into their school environment after what can be, for some, a prolonged absence.","['Gregory, K', 'Parker, L', 'Craft, A W']","['Gregory K', 'Parker L', 'Craft AW']","['Department of Child Health, University of Newcastle upon Tyne, United Kingdom.']",['eng'],"['Clinical Trial', 'Journal Article']",England,Pediatr Hematol Oncol,Pediatric hematology and oncology,8700164,IM,"['Child', 'Child, Preschool', 'England', 'Female', 'Humans', 'Leukemia/*therapy', 'Male', 'Neoplasms/*therapy', '*Social Adjustment', 'Students/*psychology', 'Surveys and Questionnaires']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.3109/08880019409141907 [doi]'],ppublish,Pediatr Hematol Oncol. 1994 Jan-Feb;11(1):105-9. doi: 10.3109/08880019409141907.,,,,,,,,,,,,,,,,,,,
8155385,NLM,MEDLINE,19940519,20190718,0959-8049 (Print) 0959-8049 (Linking),30A,2,1994,Diagnostic and prognostic significance of plasma endotoxin determination in febrile patients with haematological malignancies.,145-7,"We evaluated the clinical utility of a new endotoxin-specific chromogenic limulus test in febrile patients with haematological malignancies. The specificity is assured by the removal of factor G, which is sensitive to (1-->3)-beta-D-glucan, from horseshoe crab amoebocyte lysate. The sensitivity and specificity of the test to systemic gram-negative bacterial infections were 69.7 and 96.3%, respectively. Meanwhile, gram-negative bacteria grew in only 39.7% of endotoxaemic samples. Thus, it seems appropriate to consider gram-negative bacteraemia and endotoxaemia as different entities. Endotoxaemia was significantly associated with septic shock and infectious death, especially in patients with neutropenia. The new test, the results of which are available within 3 h, should help physicians to recognise this ominous sign early and to initiate a prompt countermeasure to endotoxaemia.","['Yoshida, M', 'Obayashi, T', 'Tamura, H', 'Tanaka, S', 'Kawai, T', 'Sakamoto, S', 'Miura, Y']","['Yoshida M', 'Obayashi T', 'Tamura H', 'Tanaka S', 'Kawai T', 'Sakamoto S', 'Miura Y']","['Department of Medicine, Jichi Medical School, Tochigi, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Cancer,"European journal of cancer (Oxford, England : 1990)",9005373,IM,"['Age Factors', 'Bacteremia/blood', 'Endotoxins/*blood', 'Female', 'Fever/*blood', 'Gram-Negative Bacterial Infections/blood/mortality', 'Humans', 'Leukemia/*blood/complications', 'Limulus Test/methods', 'Male', 'Middle Aged', 'Neutropenia/complications', 'Prognosis', 'Risk Factors', 'Sensitivity and Specificity', 'Shock, Septic/etiology']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']","['0959-8049(94)90074-4 [pii]', '10.1016/0959-8049(94)90074-4 [doi]']",ppublish,Eur J Cancer. 1994;30A(2):145-7. doi: 10.1016/0959-8049(94)90074-4.,['0 (Endotoxins)'],,,,,,,,,,,,,,,,,,
8155140,NLM,MEDLINE,19940304,20170214,0004-5632 (Print) 0004-5632 (Linking),30 ( Pt 6),,1993 Nov,Hypophosphataemia and leukaemia.,591-3,,"['Kemp, G J']",['Kemp GJ'],,['eng'],"['Comment', 'Letter']",England,Ann Clin Biochem,Annals of clinical biochemistry,0324055,IM,"['Acute Disease', 'Extracellular Space/metabolism', 'Humans', 'Hypophosphatemia/*etiology', 'Leukemia/*blood', 'Leukocyte Count', 'Phosphates/*blood']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1177/000456329303000615 [doi]'],ppublish,Ann Clin Biochem. 1993 Nov;30 ( Pt 6):591-3. doi: 10.1177/000456329303000615.,['0 (Phosphates)'],,,['Ann Clin Biochem. 1993 May;30 ( Pt 3):326-8. PMID: 8155103'],,,,,,,,,,,,,,,
8155103,NLM,MEDLINE,19930722,20170214,0004-5632 (Print) 0004-5632 (Linking),30 ( Pt 3),,1993 May,Severe hypophosphataemia in a patient with acute leukaemia.,326-8,,"['Young, I S', 'Bailie, K', 'Trimble, E R']","['Young IS', 'Bailie K', 'Trimble ER']","['Department of Clinical Biochemistry, Royal Victoria Hospital, Belfast, Northern Ireland, UK.']",['eng'],"['Case Reports', 'Journal Article']",England,Ann Clin Biochem,Annals of clinical biochemistry,0324055,IM,"['Adult', 'Female', 'Humans', 'Injections, Intravenous', 'Leukemia, Myelomonocytic, Acute/*blood', 'Leukocyte Count', 'Phosphates/administration & dosage/*blood']",1993/05/01 00:00,1993/05/01 00:01,['1993/05/01 00:00'],"['1993/05/01 00:00 [pubmed]', '1993/05/01 00:01 [medline]', '1993/05/01 00:00 [entrez]']",['10.1177/000456329303000318 [doi]'],ppublish,Ann Clin Biochem. 1993 May;30 ( Pt 3):326-8. doi: 10.1177/000456329303000318.,['0 (Phosphates)'],['Ann Clin Biochem. 1993 Nov;30 ( Pt 6):591-3. PMID: 8155140'],,,,,,,,,,,,,,,,,
8155099,NLM,MEDLINE,19930616,20190821,0361-8609 (Print) 0361-8609 (Linking),42,4,1993 Apr,New translocation involving homologous chromosome 3 in acute myelogenous leukemia (M2),398-9,"An apparent balanced translocation involving the long arms of homologous chromosomes is described for the first time in a patient with acute myelogenous leukemia (AML) (M2), i.e., 46,XY,t(3;3) (q21;q26). After reviewing the literature, it was noted that a breakpoint involving band 3q26 is a frequent anomaly in other translocations. Thus, we are tempted to hypothesize that 3q26 band may also play an important role in the pathogenesis of AML (M2).","['Verma, R S', 'da Costa, M', 'Gogineni, S K', 'Palermo, G']","['Verma RS', 'da Costa M', 'Gogineni SK', 'Palermo G']","['Division of Genetics, Long Island College Hospital--SUNY Health Science, Brooklyn 11201.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,IM,"['Adult', '*Chromosomes, Human, Pair 3', 'Humans', 'Leukemia, Myeloid, Acute/classification/*genetics/pathology', 'Male', '*Translocation, Genetic']",1993/04/01 00:00,1993/04/01 00:01,['1993/04/01 00:00'],"['1993/04/01 00:00 [pubmed]', '1993/04/01 00:01 [medline]', '1993/04/01 00:00 [entrez]']",['10.1002/ajh.2830420414 [doi]'],ppublish,Am J Hematol. 1993 Apr;42(4):398-9. doi: 10.1002/ajh.2830420414.,,['Am J Hematol. 1994 Feb;45(2):195-6. PMID: 8141132'],,,,,,,,,,,,,,,,,
8155068,NLM,MEDLINE,19940512,20191023,0197-8462 (Print) 0197-8462 (Linking),15,1,1994,Development of a protocol for assessing time-weighted-average exposures of young children to power-frequency magnetic fields.,33-51,"A study was carried out in 1990 to guide the development of a protocol for assessing residential exposures of children to time-weighted-average (TWA) power-frequency magnetic fields. The principal goal of this dosimetry study was to determine whether area (i.e., spot and/or 24 h) measurements of power-frequency magnetic fields in the residences and in the schools and daycare centers of 29 children (4 months through 8 years of age) could be used to predict their measured personal 24-h exposures. TWA personal exposures, measured with AMEX-3D meters worn by subjects, were approximately log-normally distributed with both residential and nonresidential geometric means of 0.10 microT (1.0 mG). Between-subjects variability in residential personal exposure levels (geometric standard deviation of 2.4) was substantially greater than that observed for nonresidential personal exposure levels (1.4). The correlation between log-transformed residential and total personal exposure levels was 0.97. Time-weighted averages of the magnetic fields measured in children's bedrooms, family rooms, living rooms, and kitchens were highly correlated with residential personal exposure levels (r = 0.90). In general, magnetic field levels measured in schools and daycare centers attended by subjects were smaller and less variable than measured residential fields and were only weakly correlated with measured nonresidential personal exposures. The final measurement protocol, which will be used in a large US study examining the relationship between childhood leukemia and exposure to magnetic fields, contains the following elements: normal- and low-power spot magnetic field measurements in bedrooms occupied by subjects during the 5 years prior to the date of diagnosis for cases or the corresponding date for controls; spot measurements under normal and low power-usage conditions at the centers of the kitchen and the family room; 24-h magnetic-field recordings near subjects' beds; and wire coding using the Wertheimer-Leeper method.","['Kaune, W T', 'Darby, S D', 'Gardner, S N', 'Hrubec, Z', 'Iriye, R N', 'Linet, M S']","['Kaune WT', 'Darby SD', 'Gardner SN', 'Hrubec Z', 'Iriye RN', 'Linet MS']","['Enertech Consultants, Campbell, California.']",['eng'],['Journal Article'],United States,Bioelectromagnetics,Bioelectromagnetics,8008281,IM,"['Child', '*Child Day Care Centers', 'Child, Preschool', 'District of Columbia', '*Environmental Exposure', '*Housing', 'Humans', 'Infant', '*Magnetics', '*Schools']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.1002/bem.2250150108 [doi]'],ppublish,Bioelectromagnetics. 1994;15(1):33-51. doi: 10.1002/bem.2250150108.,,,,,,,,,,,,,,,,,,,
8155020,NLM,MEDLINE,19940510,20190717,0003-9942 (Print) 0003-9942 (Linking),51,4,1994 Apr,Progressive multifocal leukoencephalopathy complicating Wiskott-Aldrich syndrome. Report of a case and review of the literature of progressive multifocal leukoencephalopathy with other inherited immunodeficiency states.,422-6,"OBJECTIVE: To describe the occurrence of progressive multifocal leukoencephalopathy (PML) in association with Wiskott-Aldrich syndrome, an X-linked recessive disorder with impairment of both cellular and humoral immunity. DESIGN: A detailed analysis of this patient's clinical illness, immunologic factors, neuroradiographic findings, and brain histopathologic conditions was undertaken. The medical literature on PML complicating congenital immunodeficient states was also reviewed. SETTING: A 1500-bed, university-affiliated, public health hospital. PATIENT: A 15-year-old boy with Wiskott-Aldrich syndrome. His neurologic illness was heralded by dysarthria and right-sided weakness and the diagnosis was established by brain biopsy specimen. Survival from the time of onset of PML was 10 months. CONCLUSION: Although PML typically occurs in the setting of severe acquired cellular immunodeficiency, often as a consequence of acquired immunodeficiency syndrome, organ transplantation, and leukemia and lymphoma, it may rarely accompany inherited immunodeficiency syndromes. The reported childhood cases of PML include three patients, aged 5, 11, and 18 years, with other inherited immunodeficiency syndromes. This patient represents the first time (to our knowledge) that PML has been reported to occur in association with Wiskott-Aldrich syndrome.","['Katz, D A', 'Berger, J R', 'Hamilton, B', 'Major, E O', 'Post, M J']","['Katz DA', 'Berger JR', 'Hamilton B', 'Major EO', 'Post MJ']","['Department of Neurology, University of Miami School of Medicine, Fla.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Arch Neurol,Archives of neurology,0372436,IM,"['Adolescent', 'Brain/pathology', 'Humans', 'Leukoencephalopathy, Progressive Multifocal/complications/immunology/*pathology', 'Magnetic Resonance Imaging', 'Male', 'Wiskott-Aldrich Syndrome/complications/*pathology']",1994/04/01 00:00,1994/04/01 00:01,['1994/04/01 00:00'],"['1994/04/01 00:00 [pubmed]', '1994/04/01 00:01 [medline]', '1994/04/01 00:00 [entrez]']",['10.1001/archneur.1994.00540160128016 [doi]'],ppublish,Arch Neurol. 1994 Apr;51(4):422-6. doi: 10.1001/archneur.1994.00540160128016.,,,,,['P01 NS25569/NS/NINDS NIH HHS/United States'],,,,,,,,,,,,,,
8154899,NLM,MEDLINE,19940506,20181130,0385-0684 (Print) 0385-0684 (Linking),21,5,1994 Apr,[Irinotecan hydrochloride (CPT-11)].,709-17,"Irinotecan hydrochloride (CPT-11) is a water-soluble semisynthetic derivative of camptothecin. CPT-11 is a prodrug that undergoes deesterification in vivo to produce SN-38, a metabolite that is 1,000-fold more potent than the parent compound in vitro. CPT-11 is a potent topoisomerase I inhibitor with a broad spectrum of experimental antitumor activity. Recent clinical trials also reveal that CPT-11 is very effective in the treatment of cancers including lung cancer, cervix cancer, ovary cancer, etc. Now, comparative trials of combination chemotherapy in responsive tumors are indicated from these excellent clinical results.","['Furue, H']",['Furue H'],"['Fourth Dept. of Internal Medicine, Teikyo University School of Medicine, Kawasaki, Japan.']",['jpn'],"['Journal Article', 'Review']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,IM,"['Animals', 'Antineoplastic Agents, Phytogenic/administration & dosage/chemistry/*therapeutic use', 'Camptothecin/administration & dosage/*analogs & derivatives/chemistry/therapeutic use', 'Clinical Trials, Phase I as Topic', 'Clinical Trials, Phase II as Topic', 'Female', 'Humans', 'Irinotecan', 'Leukemia L1210/drug therapy', 'Lung Neoplasms/drug therapy', 'Ovarian Neoplasms/drug therapy', 'Uterine Cervical Neoplasms/drug therapy']",1994/04/01 00:00,1994/04/01 00:01,['1994/04/01 00:00'],"['1994/04/01 00:00 [pubmed]', '1994/04/01 00:01 [medline]', '1994/04/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1994 Apr;21(5):709-17.,"['0 (Antineoplastic Agents, Phytogenic)', '7673326042 (Irinotecan)', 'XT3Z54Z28A (Camptothecin)']",,53,,,,,,,,,,,,,,,,
8154885,NLM,MEDLINE,19940506,20061115,0385-0684 (Print) 0385-0684 (Linking),21,5,1994 Apr,[Radiation and apoptosis].,602-7,"Apoptosis is a kind of programmed cell death, that is, intrinsically programmed ""cell suicide process"". Mammalian thymic lymphocytes, thymocytes, show a typical apoptosis immediately after a low dose irradiation. Apoptosis appears also during radiotherapy of tumor, especially of thymoma. Tumor suppressor gene such as p53 and oncogene such as bcl-2 are found to be closely related to apoptotic processes in a cell. Possible mechanisms underlying interrelationship between expression of these genes, apoptosis and carcinogenesis were discussed.","['Yamada, T', 'Ohyama, H']","['Yamada T', 'Ohyama H']","['Dept. of Biology, Toho University School of Medicine, Tokyo, Japan.']",['jpn'],"['English Abstract', 'Journal Article', 'Review']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,IM,"['Animals', 'Apoptosis/genetics/*radiation effects', 'Cell Division', 'Genes, p53', 'Humans', 'Leukemia, T-Cell/pathology', 'Lymphocytes/cytology/radiation effects', 'Oncogenes', 'Thymoma/radiotherapy', 'Thymus Gland/cytology/radiation effects', 'Thymus Neoplasms/radiotherapy']",1994/04/01 00:00,1994/04/01 00:01,['1994/04/01 00:00'],"['1994/04/01 00:00 [pubmed]', '1994/04/01 00:01 [medline]', '1994/04/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1994 Apr;21(5):602-7.,,,21,,,"['P53', 'bcl-2']",,,,,,,,,,,,,
8154643,NLM,MEDLINE,19940512,20190619,0003-4819 (Print) 0003-4819 (Linking),120,10,1994 May 15,Ceftazidime compared with piperacillin and tobramycin for the empiric treatment of fever in neutropenic patients with cancer. A multicenter randomized trial. The Intercontinental Antimicrobial Study Group.,834-44,"OBJECTIVE: To compare piperacillin and tobramycin with ceftazidime alone for the empiric treatment of fever in the neutropenic patient without evidence of skin infections or anaerobic infections. DESIGN: A multicenter, randomized, controlled trial. PATIENTS: 876 febrile, neutropenic episodes in 696 patients (83% acute leukemia or bone marrow transplantation); 92 episodes were excluded from analysis because of protocol violation. INTERVENTIONS: Patients received either intravenous ceftazidime (2 g every 8 h) or piperacillin (12 to 18 g/d in 4 to 6 divided doses plus tobramycin (1.7 to 2.0 mg/kg body weight every 8 h). Treatment could be modified at any time at the discretion of the investigator. MEASUREMENTS: Percentage of satisfactory response, eradication of the infecting organism, development of superinfections, and occurrence of adverse events. RESULTS: As a single agent, ceftazidime was as effective as the combination of piperacillin and tobramycin (62.7% satisfactory responses compared with 61.1%; odds ratio, 1.07%; 95% Cl, 0.79 to 1.44; P > 0.2). Equivalent responses were also obtained in episodes of profound neutropenia (odds ratio, 0.76; Cl, 0.43 to 1.33; P > 0.2). Infectious mortality was 6% for ceftazidime and 8% for the combination therapy. Eradication of the infecting organisms was achieved in 79% of bacteremic episodes treated with ceftazidime compared with 68% of the episodes treated with the combination therapy (odds ratio, 1.76; Cl, 0.92 to 3.38; P = 0.08), and rates for gram-negative rod bacteremia were also similar (95% compared with 77%; odds ratio, 5.25; Cl, 1.0 to 27.5; P = 0.03). Superinfections developed in 38 episodes in each group. An adverse event occurred in 8% of episodes treated with ceftazidime compared with 20% of episodes treated with combination therapy (P < 0.001). CONCLUSION: Ceftazidime alone was as effective but safer than the combination of piperacillin and tobramycin for the empiric treatment of febrile, neutropenic patients, even those with profound and prolonged granulocytopenia.","['De Pauw, B E', 'Deresinski, S C', 'Feld, R', 'Lane-Allman, E F', 'Donnelly, J P']","['De Pauw BE', 'Deresinski SC', 'Feld R', 'Lane-Allman EF', 'Donnelly JP']","['Division of Hematology, University Hospital St. Radboud, Nijmegen, The Netherlands.']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",United States,Ann Intern Med,Annals of internal medicine,0372351,IM,"['Adult', 'Bacteremia/drug therapy', 'Ceftazidime/adverse effects/*therapeutic use', 'Drug Therapy, Combination/adverse effects/*therapeutic use', 'Female', 'Fever/*microbiology', 'Gram-Negative Bacterial Infections/*drug therapy', 'Humans', 'Male', 'Middle Aged', 'Neoplasms/*complications', 'Neutropenia/*complications/etiology', 'Odds Ratio', 'Piperacillin/adverse effects/therapeutic use', 'Superinfection/etiology', 'Tobramycin/adverse effects/therapeutic use', 'Treatment Outcome']",1994/05/15 00:00,1994/05/15 00:01,['1994/05/15 00:00'],"['1994/05/15 00:00 [pubmed]', '1994/05/15 00:01 [medline]', '1994/05/15 00:00 [entrez]']",['10.7326/0003-4819-120-10-199405150-00004 [doi]'],ppublish,Ann Intern Med. 1994 May 15;120(10):834-44. doi: 10.7326/0003-4819-120-10-199405150-00004.,"['9M416Z9QNR (Ceftazidime)', 'VZ8RRZ51VK (Tobramycin)', 'X00B0D5O0E (Piperacillin)']",['Ann Intern Med. 1994 Oct 15;121(8):623-4. PMID: 8085696'],,,,,,,,,,,,,,,,,
8154619,NLM,MEDLINE,19940509,20071115,1427-440X (Print) 1427-440X (Linking),39,,1993,[Selected problems in epidemiology of proliferative diseases of the hematopoietic system in children of the western Pomeranian region for 1979-1988].,207-20,"On the basis of analysis covering the documentation of I and II Pediatric Clinics--PMA in Szczecin, encompassing the Western Pomeranian region with respect to specialist care, material concerning proliferative diseases of hematopoietic system for 1979-1988 was collected. They were diagnosed in children under the age of 15 years. The material was divided into disease groups and subjected to mathematical-statistical analysis with due consideration given to the following parameters. Total incidence, morbidity according to sex, character of inhabited environment, also an analysis was carried out to define the interdependence between the appearance of acute leukemias as well as lymphomas, and selected factors of the child's family milieu. Differentiation of the coefficient was disclosed in morbidity among the children in the individual provinces of the studied regions. Statistically significant dependence was revealed between disclosure of acute leukemias, lymphomas and all the proliferative diseases on the one hand, and sex, character of environment inhabited by children, on the other (boys and rural children are affected more frequently). It has been found out that there is greater predisposition for acute leukemia and lymphoma to affect children suffering more frequently from bacterial infections of respiratory tract, and relationship was shown to exist between artificial feeding of children in the first 6 months of life, and the appearance of acute leukemias.","['Hampel-Osipowicz, E']",['Hampel-Osipowicz E'],['II Kliniki Pediatrii Instytutu Pediatrii Pomorskiej Akademii Medycznej.'],['pol'],"['English Abstract', 'Journal Article']",Poland,Ann Acad Med Stetin,Annales Academiae Medicae Stetinensis,7506854,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Hematologic Diseases/*epidemiology', 'Humans', 'Incidence', 'Infant', 'Lymphoma/epidemiology', 'Male', 'Neoplasms/epidemiology', 'Poland/epidemiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*epidemiology', 'Rural Health']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,Ann Acad Med Stetin. 1993;39:207-20.,,,,,,,Wybrane zagadnienia epidemiologii chorob rozrostowych ukladu krwiotworczego u dzieci w regionie pomorza zachodniego w latach 1979-1988.,,,,,,,,,,,,
