PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,AB,PMC,OID,OTO,OT,GN
4275768,NLM,MEDLINE,19740828,20091027,0006-4971 (Print) 0006-4971 (Linking),44,1,1974 Jul,Treatment of established human graft-versus-host disease by antithymocyte globulin.,56-75,"['Storb, R', 'Gluckman, E', 'Thomas, E D', 'Buckner, C D', 'Clift, R A', 'Fefer, A', 'Glucksberg, H', 'Graham, T C', 'Johnson, F L', 'Lerner, K G', 'Neiman, P E', 'Ochs, H']","['Storb R', 'Gluckman E', 'Thomas ED', 'Buckner CD', 'Clift RA', 'Fefer A', 'Glucksberg H', 'Graham TC', 'Johnson FL', 'Lerner KG', 'Neiman PE', 'Ochs H']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/therapy', 'Animals', 'Antilymphocyte Serum/*therapeutic use', 'Bone Marrow Cells', 'Bone Marrow Transplantation', 'Child', 'Cytotoxicity Tests, Immunologic', 'Female', 'Goats/immunology', 'Graft vs Host Disease/*drug therapy', 'Hemagglutination Tests', 'Herpes Zoster/complications', 'Humans', 'Immune Adherence Reaction', 'Karyotyping', 'Lectins/pharmacology', 'Leukemia, Lymphoid/therapy', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Macaca', 'Male', 'Pneumonia, Pneumocystis/complications', 'Rabbits/immunology', 'Serum Globulins', 'Skin Manifestations', 'Skin Transplantation', 'Thymus Gland/cytology', 'Transplantation, Homologous']",,1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,Blood. 1974 Jul;44(1):56-75.,"['0 (Antilymphocyte Serum)', '0 (Lectins)', '0 (Serum Globulins)']",,,,,,,
4275514,NLM,MEDLINE,19740730,20190619,0003-4819 (Print) 0003-4819 (Linking),80,6,1974 Jun,Preferential cutaneous infiltration by neoplastic thymus-derived lymphocytes. Morphologic and functional studies.,685-92,"['Edelson, R L', 'Kirkpatrick, C H', 'Shevach, E M', 'Schein, P S', 'Smith, R W', 'Green, I', 'Lutzner, M']","['Edelson RL', 'Kirkpatrick CH', 'Shevach EM', 'Schein PS', 'Smith RW', 'Green I', 'Lutzner M']",['eng'],['Journal Article'],,United States,Ann Intern Med,Annals of internal medicine,0372351,IM,"['Adult', 'Aged', 'Antigen-Antibody Complex', 'Binding Sites, Antibody', 'Dermatitis, Exfoliative/immunology', 'Erythrocytes/immunology', 'Female', 'Humans', 'Immune Adherence Reaction', 'Leukemia, Lymphoid/*immunology/pathology', 'Leukocyte Count', 'Lymph Nodes/immunology/pathology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Male', 'Microscopy, Electron', 'Middle Aged', 'Mycosis Fungoides/*immunology/pathology', 'Skin/*immunology/pathology', 'T-Lymphocytes/cytology/*immunology']",,1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1974 Jun;80(6):685-92. doi: 10.7326/0003-4819-80-6-685.,['0 (Antigen-Antibody Complex)'],['10.7326/0003-4819-80-6-685 [doi]'],,,,,,
4275505,NLM,MEDLINE,19740730,20141120,0025-7850 (Print) 0025-7850 (Linking),5,1,1974,The effects of proteolysis on the human immune mechanism in cancer. A preliminary communication.,92-7,"['Thornes, R D', 'Smyth, H', 'Browne, O', ""O'Gorman, M"", 'Reen, D J', 'Farrell, D', 'Holland, P D']","['Thornes RD', 'Smyth H', 'Browne O', ""O'Gorman M"", 'Reen DJ', 'Farrell D', 'Holland PD']",['eng'],['Journal Article'],,United States,J Med,Journal of medicine,7505566,IM,"['Aminocaproates/pharmacology', 'Animals', 'Antibodies, Neoplasm', 'Antibody Formation/drug effects', 'Ascites/drug therapy/pathology', 'Aspergillus/enzymology', 'Cell Membrane/drug effects', 'Complement Fixation Tests', 'Cytotoxicity Tests, Immunologic', 'Erythrocytes/immunology', 'Fibrinolysin/antagonists & inhibitors', 'Humans', 'Hypersensitivity, Delayed', 'Immune Adherence Reaction', 'Immunity, Cellular/*drug effects', 'In Vitro Techniques', 'Leukemia/*drug therapy/immunology', 'Lung Neoplasms/drug therapy', 'Lymphocytes/drug effects/immunology', 'Melanoma/drug therapy', 'Neoplasms/drug therapy/*immunology', 'Peptide Hydrolases/*pharmacology/therapeutic use', 'Phospholipids', 'Sheep/immunology', 'Skin Tests', 'T-Lymphocytes/immunology']",,1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,J Med. 1974;5(1):92-7.,"['0 (Aminocaproates)', '0 (Antibodies, Neoplasm)', '0 (Phospholipids)', 'EC 3.4.- (Peptide Hydrolases)', 'EC 3.4.21.7 (Fibrinolysin)']",,,,,,,
4275490,NLM,MEDLINE,19740726,20190908,0036-553X (Print) 0036-553X (Linking),12,1,1974,Beta-glucuronidase activity in Sezary cells.,23-31,"['Flandrin, G', 'Daniel, M T']","['Flandrin G', 'Daniel MT']",['eng'],"['Comparative Study', 'Journal Article']",,Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Acid Phosphatase/blood', 'Cytoplasm/enzymology', 'Dermatitis, Exfoliative/blood/*enzymology', 'Glucuronidase/*blood', 'Humans', 'Keratoderma, Palmoplantar/blood/enzymology', 'Leukemia, Lymphoid/blood/*enzymology', 'Leukocyte Count', 'Lymphatic Diseases/blood/*enzymology', 'Lymphocytes/*enzymology', 'Syndrome']",,1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1974;12(1):23-31. doi: 10.1111/j.1600-0609.1974.tb00176.x.,"['EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.2.1.31 (Glucuronidase)']",['10.1111/j.1600-0609.1974.tb00176.x [doi]'],,,,,,
4275467,NLM,MEDLINE,19740726,20210216,0006-4971 (Print) 0006-4971 (Linking),43,6,1974 Jun,The effect of autologous serum on lymphocyte response to human leukemia cells.,781-7,"['Bryan, J H', 'Johnson, G E', 'Leventhal, B G']","['Bryan JH', 'Johnson GE', 'Leventhal BG']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,IM,"['Adolescent', 'Adult', 'Asparaginase/therapeutic use', 'Child', 'Child, Preschool', 'Cytarabine/therapeutic use', 'Female', 'Humans', 'Immune Sera/*pharmacology', 'Leukemia, Lymphoid/drug therapy/*immunology', 'Leukemia, Myeloid, Acute/drug therapy/*immunology', 'Leukocytes/*immunology', 'Lymphocyte Activation/*drug effects', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/immunology', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Nitrosourea Compounds/therapeutic use', 'Prednisolone/therapeutic use', 'Prognosis', 'Thioguanine/therapeutic use', 'Vincristine/therapeutic use']",,1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,Blood. 1974 Jun;43(6):781-7.,"['0 (Immune Sera)', '0 (Nitrosourea Compounds)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.5.1.1 (Asparaginase)', 'FTK8U1GZNX (Thioguanine)', 'YL5FZ2Y5U1 (Methotrexate)']",['S0006-4971(20)74254-0 [pii]'],,,,,,
4275441,NLM,MEDLINE,19740731,20131121,0567-8250 (Print) 0567-8250 (Linking),53,,1972,"Megacaryocytoasthenia and megacaryocytopathy, new names, old diseases.",297-303,"['Caen, J P', 'Jeanneau, C', 'Francou, C', 'Rendu, F']","['Caen JP', 'Jeanneau C', 'Francou C', 'Rendu F']",['eng'],['Journal Article'],,Czech Republic,Acta Univ Carol Med Monogr,Acta Universitatis Carolinae. Medica. Monographia,0177667,IM,"['Acid Phosphatase/analysis', 'Adenosine Diphosphate/analysis', 'Adenosine Triphosphatases/analysis', 'Anemia, Sideroblastic/blood', 'Animals', 'Blood Coagulation Disorders/*blood', 'Blood Platelets/analysis/enzymology/metabolism', 'Blood Proteins/analysis/biosynthesis', 'Cell Nucleolus', 'Cell Nucleus', 'Cell Survival', 'Cytoplasm', 'Electrophoresis', 'Fibrinogen/biosynthesis', 'Humans', 'Immune Sera', 'Leukemia/*blood', '*Megakaryocytes/analysis/cytology', 'Neuraminic Acids/metabolism', 'Platelet Adhesiveness', 'Rabbits/immunology']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Acta Univ Carol Med Monogr. 1972;53:297-303.,"['0 (Blood Proteins)', '0 (Immune Sera)', '0 (Neuraminic Acids)', '61D2G4IYVH (Adenosine Diphosphate)', '9001-32-5 (Fibrinogen)', 'EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.6.1.- (Adenosine Triphosphatases)']",,,,,,,
4275390,NLM,MEDLINE,19740722,20071115,0031-3939 (Print) 0031-3939 (Linking),49,5,1974 May,[Congenital leukemia in a newborn infant with Down's syndrome].,607-10,"['Ochocka, M', 'Newecka, T', 'Bogacka-Zatorska, E']","['Ochocka M', 'Newecka T', 'Bogacka-Zatorska E']",['pol'],['Journal Article'],Bialaczka wrodzona u noworodka z zespolem Downa.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['Acute Disease', 'Down Syndrome/*complications', 'Humans', 'Infant, Newborn', '*Infant, Newborn, Diseases', 'Leukemia, Myeloid, Acute/complications/*congenital', 'Male']",,1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1974 May;49(5):607-10.,,,,,,,,
4275388,NLM,MEDLINE,19740722,20191210,0022-2623 (Print) 0022-2623 (Linking),17,4,1974 Apr,Synthesis and biological activity of 2'-amino-2'-deoxy-5-fluorouridine.,466-8,"['Sharma, R A', 'Bobek, M', 'Bloch, A']","['Sharma RA', 'Bobek M', 'Bloch A']",['eng'],['Journal Article'],,United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Amino Sugars/chemical synthesis/pharmacology/therapeutic use', 'Animals', 'Antimetabolites/*chemical synthesis/pharmacology/therapeutic use', 'Antineoplastic Agents/*chemical synthesis/pharmacology/therapeutic use', 'Drug Resistance, Microbial', 'Escherichia coli/drug effects', 'Floxuridine/*chemical synthesis/pharmacology/therapeutic use', 'Leukemia L1210/drug therapy', 'Streptococcus/drug effects']",,1974/04/01 00:00,1974/04/01 00:01,['1974/04/01 00:00'],"['1974/04/01 00:00 [pubmed]', '1974/04/01 00:01 [medline]', '1974/04/01 00:00 [entrez]']",ppublish,J Med Chem. 1974 Apr;17(4):466-8. doi: 10.1021/jm00250a024.,"['0 (Amino Sugars)', '0 (Antimetabolites)', '0 (Antineoplastic Agents)', '039LU44I5M (Floxuridine)', ""51989-23-2 (2'-amino-2'-deoxy-5-fluorouridine)""]",['10.1021/jm00250a024 [doi]'],,,,,,
4275387,NLM,MEDLINE,19740722,20190709,0022-2623 (Print) 0022-2623 (Linking),17,4,1974 Apr,New streptozotocin analogs with improved antileukemic activity.,392-6,"['Fujiwara, A N', 'Acton, E M', 'Henry, D W']","['Fujiwara AN', 'Acton EM', 'Henry DW']",['eng'],['Journal Article'],,United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antibiotics, Antineoplastic/*chemical synthesis/therapeutic use/toxicity', 'Leukemia L1210/*drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice', 'Streptozocin/*chemical synthesis/therapeutic use/toxicity', 'Structure-Activity Relationship']",,1974/04/01 00:00,1974/04/01 00:01,['1974/04/01 00:00'],"['1974/04/01 00:00 [pubmed]', '1974/04/01 00:01 [medline]', '1974/04/01 00:00 [entrez]']",ppublish,J Med Chem. 1974 Apr;17(4):392-6. doi: 10.1021/jm00250a004.,"['0 (Antibiotics, Antineoplastic)', '5W494URQ81 (Streptozocin)']",['10.1021/jm00250a004 [doi]'],,,,,,
4275334,NLM,MEDLINE,19740720,20190903,0006-5242 (Print) 0006-5242 (Linking),27,4,1973 Oct,[Chalones. Endogenous inhibitors of cell division?].,217-22,"['Paukovits, W R']",['Paukovits WR'],['ger'],"['Journal Article', 'Review']",Chalone. Endogene Inhibitoren der Zellteilung.,Germany,Blut,Blut,0173401,IM,"['Animals', 'Blood Cells/analysis', 'Cell Differentiation', '*Cell Division', 'Cell Transformation, Neoplastic', 'DNA/antagonists & inhibitors', 'Erythropoiesis', 'Feedback', 'Growth Inhibitors/analysis/biosynthesis/classification/*physiology', 'Leukemia, Experimental/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Mice', 'Mitosis', 'Neutrophils', 'Rats', 'Skin/analysis', 'Tissue Extracts']",28,1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",ppublish,Blut. 1973 Oct;27(4):217-22. doi: 10.1007/BF01637434.,"['0 (Growth Inhibitors)', '0 (Tissue Extracts)', '9007-49-2 (DNA)']",['10.1007/BF01637434 [doi]'],,,,,,
4275308,NLM,MEDLINE,19740719,20190708,0020-7136 (Print) 0020-7136 (Linking),11,1,1973 Jan 15,Failure to demonstrate immunity to leukemia associated antigens by lymphocyte transformation in vitro.,11-8,"['Schweitzer, M', 'Melief, C J', 'Eijsvoogel, V P']","['Schweitzer M', 'Melief CJ', 'Eijsvoogel VP']",['eng'],['Journal Article'],,United States,Int J Cancer,International journal of cancer,0042124,IM,"['Adolescent', 'Adult', '*Antigens, Neoplasm', 'Carbon Radioisotopes', 'Cells, Cultured', 'Child', 'Child, Preschool', 'DNA/biosynthesis', 'Histocompatibility', 'Humans', '*Immunity, Cellular', 'Leukemia, Lymphoid/*immunology', '*Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/drug effects/*immunology/metabolism', 'Mitomycins/pharmacology', 'Thymidine/metabolism', 'Time Factors']",,1973/01/15 00:00,1973/01/15 00:01,['1973/01/15 00:00'],"['1973/01/15 00:00 [pubmed]', '1973/01/15 00:01 [medline]', '1973/01/15 00:00 [entrez]']",ppublish,Int J Cancer. 1973 Jan 15;11(1):11-8. doi: 10.1002/ijc.2910110103.,"['0 (Antigens, Neoplasm)', '0 (Carbon Radioisotopes)', '0 (Mitomycins)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)']",['10.1002/ijc.2910110103 [doi]'],,,,,,
4275113,NLM,MEDLINE,19740712,20170306,,51,7,1974 Apr,[Role of chalones in the hematopoietic system].,441-4,"['Pazdur, J']",['Pazdur J'],['pol'],['Journal Article'],Rola chalonow w ukladzie krwiotworczym.,Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,IM,"['Animals', 'Erythrocytes/physiology', 'Feedback', 'Growth Inhibitors/blood/*physiology/therapeutic use', 'Hematopoietic Stem Cells/physiology', 'Hematopoietic System/*physiology', 'Humans', 'Leukemia/drug therapy', 'Lymph Nodes/physiology', 'Mitosis', 'Molecular Weight', 'Rats', 'Spleen/physiology']",,1974/04/01 00:00,1974/04/01 00:01,['1974/04/01 00:00'],"['1974/04/01 00:00 [pubmed]', '1974/04/01 00:01 [medline]', '1974/04/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1974 Apr;51(7):441-4.,['0 (Growth Inhibitors)'],,,,,,,
4275007,NLM,MEDLINE,19740705,20131121,0008-5472 (Print) 0008-5472 (Linking),34,6,1974 Jun,Inhibition of normal allogeneic responder cells in mouse mixed leukocyte culture by long-passage AKR leukemic lymphoblasts.,1289-94,"['Rodey, G E', 'Sprader, J C', 'Bortin, M M']","['Rodey GE', 'Sprader JC', 'Bortin MM']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Cell Line', 'Female', 'Leukemia, Experimental/immunology', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/*immunology/metabolism', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Inbred CBA', 'Mice, Inbred DBA', 'Mitomycins/pharmacology', 'Neoplasm Transplantation', 'Spleen/immunology', 'Thymidine/metabolism', 'Transplantation, Homologous', 'Tritium']",,1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,Cancer Res. 1974 Jun;34(6):1289-94.,"['0 (Mitomycins)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",,,,,,,
4274612,NLM,MEDLINE,19740614,20190623,0006-2952 (Print) 0006-2952 (Linking),23,3,1974 Feb 1,Sensitivity of human leukemic cells to anti-cancer agents in culture.,503-11,"['Chu, M Y', 'Hoovis, M L']","['Chu MY', 'Hoovis ML']",['eng'],['Journal Article'],,England,Biochem Pharmacol,Biochemical pharmacology,0101032,IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Azauridine/pharmacology', 'Cells/drug effects', 'Cells, Cultured', 'Chlorambucil/pharmacology', 'Culture Media', 'Cyclophosphamide/pharmacology', 'Cytarabine/pharmacology', 'Drug Resistance', 'Floxuridine/pharmacology', 'Horses', 'Humans', '*Leukemia, Experimental', 'Mercaptopurine/pharmacology', 'Methotrexate/pharmacology', 'Mice', 'Prednisone/pharmacology', 'Thioguanine/pharmacology', 'Vincristine/pharmacology']",,1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1974 Feb 1;23(3):503-11. doi: 10.1016/0006-2952(74)90614-5.,"['0 (Antineoplastic Agents)', '0 (Culture Media)', '039LU44I5M (Floxuridine)', '04079A1RDZ (Cytarabine)', '18D0SL7309 (Chlorambucil)', '5J49Q6B70F (Vincristine)', '7BVB29RCPR (Azauridine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'FTK8U1GZNX (Thioguanine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']","['0006-2952(74)90614-5 [pii]', '10.1016/0006-2952(74)90614-5 [doi]']",,,,,,
4274594,NLM,MEDLINE,19740612,20131121,0301-1518 (Print) 0301-1518 (Linking),3,8,1974 Feb 23,[Enzymatic study of leukocytes during leukemia and trisomy 21. A common anomaly: increase in galactose-1-phosphate uridylyl transferase].,429-32,"['Moretti, G', 'Staeffen, J', 'Ballan, P', 'Ferrer, J', 'Broustet, A', 'Roques, J C', 'Beylot, J', 'Series, C']","['Moretti G', 'Staeffen J', 'Ballan P', 'Ferrer J', 'Broustet A', 'Roques JC', 'Beylot J', 'Series C']",['fre'],['Journal Article'],Etude enzymatique des leucocytes au cours des leucoses et de la trisomie 21. Une anomalie commune: l'elevation de la galactose-1-phosphate uridylyl transferase.,France,Nouv Presse Med,La Nouvelle presse medicale,0312552,IM,"['Down Syndrome/*enzymology', 'Eosinophilia/enzymology', 'Galactose', 'Humans', 'Leukemia/*enzymology', 'Leukemia, Lymphoid/enzymology', 'Leukemia, Myeloid/enzymology', 'Leukemia, Myeloid, Acute/enzymology', 'Leukocytes/*enzymology', '*Nucleotidyltransferases', 'Uracil Nucleotides']",,1974/02/23 00:00,1974/02/23 00:01,['1974/02/23 00:00'],"['1974/02/23 00:00 [pubmed]', '1974/02/23 00:01 [medline]', '1974/02/23 00:00 [entrez]']",ppublish,Nouv Presse Med. 1974 Feb 23;3(8):429-32.,"['0 (Uracil Nucleotides)', 'EC 2.7.7.- (Nucleotidyltransferases)', 'X2RN3Q8DNE (Galactose)']",,,,,,,
4274561,NLM,MEDLINE,19740612,20190501,0027-8424 (Print) 0027-8424 (Linking),71,3,1974 Mar,A human leukemia cell with both B and T cell surface receptors.,863-6,"['Shevach, E', 'Edelson, R', 'Frank, M', 'Lutzner, M', 'Green, I']","['Shevach E', 'Edelson R', 'Frank M', 'Lutzner M', 'Green I']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Antigen-Antibody Complex', 'B-Lymphocytes/*immunology', '*Binding Sites, Antibody', 'Dermatitis, Exfoliative/immunology', 'Erythrocytes/immunology', 'Female', 'Fluorescent Antibody Technique', 'Humans', 'Immune Adherence Reaction', 'Keratoderma, Palmoplantar/immunology', 'Leukemia, Lymphoid/*immunology', 'Lymphatic Diseases/immunology', 'Middle Aged', 'Sheep/immunology', 'Syndrome', 'T-Lymphocytes/*immunology']",,1974/03/01 00:00,1974/03/01 00:01,['1974/03/01 00:00'],"['1974/03/01 00:00 [pubmed]', '1974/03/01 00:01 [medline]', '1974/03/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1974 Mar;71(3):863-6. doi: 10.1073/pnas.71.3.863.,['0 (Antigen-Antibody Complex)'],['10.1073/pnas.71.3.863 [doi]'],"Bone-marrow-derived (B) and thymus-derived (T) lymphocytes can be distinguished by the presence of a number of receptors and differentiation antigens. The presence of these markers has facilitated the identification and characterization of the mononuclear cells in a number of animal and human lymphoid malignancies. We describe here the immunological properties of human leukemia cells that are highly unusual, since they simultaneously bear the receptor for sheep erythrocytes characteristic of human T lymphocytes and the receptor for antigen-antibody-complement complexes characteristic of human B lymphocytes. A small number (about 2%) of normal human lymphocytes bearing both of these receptors was also identified.",PMC388115,,,,
4274505,NLM,MEDLINE,19740611,20170214,0009-9228 (Print) 0009-9228 (Linking),13,4,1974 Apr,Bone marrow dysfunction in a newborn twin with Down's syndrome. Report of a transitory leukemia-like blood reaction.,347-9,"['Vesterhus, P', 'Moe, P J']","['Vesterhus P', 'Moe PJ']",['eng'],['Journal Article'],,United States,Clin Pediatr (Phila),Clinical pediatrics,0372606,IM,"['Acute Disease', 'Age Factors', 'Alkaline Phosphatase/analysis', 'Anemia/complications', 'Bone Marrow Diseases/*complications', 'Bone Marrow Examination', 'Diagnosis, Differential', '*Diseases in Twins', 'Down Syndrome/*complications', 'Hepatomegaly/etiology', 'Humans', 'Infant, Newborn', 'Infant, Newborn, Diseases/*complications', 'Leukemia/diagnosis', 'Leukemoid Reaction/complications/diagnosis', 'Leukocyte Count', 'Leukocytes/enzymology', 'Male', 'Remission, Spontaneous', 'Splenomegaly/etiology', 'Thrombocytopenia/complications']",,1974/04/01 00:00,1974/04/01 00:01,['1974/04/01 00:00'],"['1974/04/01 00:00 [pubmed]', '1974/04/01 00:01 [medline]', '1974/04/01 00:00 [entrez]']",ppublish,Clin Pediatr (Phila). 1974 Apr;13(4):347-9. doi: 10.1177/000992287401300415.,['EC 3.1.3.1 (Alkaline Phosphatase)'],['10.1177/000992287401300415 [doi]'],,,,,,
4274495,NLM,MEDLINE,19740610,20131121,0083-1921 (Print) 0083-1921 (Linking),39,,1973 Dec,Immunotherapy in previously treated acute lymphatic leukemia.,177-87,"['Leventhal, B G', 'LePourhiet, A', 'Halterman, R H', 'Henderson, E S', 'Herberman, R B']","['Leventhal BG', 'LePourhiet A', 'Halterman RH', 'Henderson ES', 'Herberman RB']",['eng'],['Journal Article'],,United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,IM,"['Adjuvants, Immunologic', 'Adolescent', 'Adult', 'Antigen-Antibody Reactions', 'Antigens, Viral', 'Asparaginase/therapeutic use', 'BCG Vaccine/*therapeutic use', 'Cell Membrane/immunology', 'Child', 'Child, Preschool', 'Dactinomycin/therapeutic use', 'Humans', 'Immunoglobulins/analysis', 'Immunologic Memory', '*Immunotherapy', 'Infant', 'Leukemia, Lymphoid/drug therapy/*therapy', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Methotrexate/*therapeutic use', 'Middle Aged', 'Mumps/immunology', 'Mycobacterium bovis/*immunology', 'Remission, Spontaneous', 'Skin Tests', 'Smallpox/immunology', 'Time Factors', 'Tuberculin Test']",,1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Monogr. 1973 Dec;39:177-87.,"['0 (Adjuvants, Immunologic)', '0 (Antigens, Viral)', '0 (BCG Vaccine)', '0 (Immunoglobulins)', '1CC1JFE158 (Dactinomycin)', 'EC 3.5.1.1 (Asparaginase)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,
4274408,NLM,MEDLINE,19740604,20061115,0507-3758 (Print) 0507-3758 (Linking),19,8,1973,[Disability caused by neoplasms in vehicle drivers].,57-61,"['Smulevich, V B', 'Vaisman, A I', 'Iksanov, M Sh']","['Smulevich VB', 'Vaisman AI', 'Iksanov MSh']",['rus'],"['Comparative Study', 'Journal Article']","Invalidnost', obuslovlennaia novoobrazovaniiami, u voditelei avtomobilei.",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['Adult', '*Automobile Driving', '*Disability Evaluation', 'Humans', 'Leukemia/epidemiology', 'Lymphatic Metastasis', 'Male', 'Middle Aged', 'Moscow', 'Neoplasms/*epidemiology', 'Occupational Medicine', 'Respiratory Tract Neoplasms/epidemiology', 'Russia', 'Stomach Neoplasms/epidemiology', 'Urban Population']",,1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Vopr Onkol. 1973;19(8):57-61.,,,,,,,,
4274316,NLM,MEDLINE,19740601,20071115,0017-6559 (Print) 0017-6559 (Linking),6,4,1972,Is L-asparaginase an antiblastic agent?,433-46,"['Astaldi, G']",['Astaldi G'],['eng'],['Journal Article'],,Netherlands,Haematologia (Budap),Haematologia,0130266,IM,"['Animals', 'Antibiotics, Antineoplastic', 'Antigens, Bacterial', 'Asparaginase/*pharmacology/therapeutic use', 'Cats', 'Cattle', 'Dogs', 'Escherichia coli/enzymology', 'Humans', 'Lectins/pharmacology', 'Leukemia, Lymphoid/drug therapy', 'Lymphocyte Activation/*drug effects', 'Lymphocyte Culture Test, Mixed', 'Mice', 'Mitogens/pharmacology', 'Rats', 'Tuberculin/pharmacology']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Haematologia (Budap). 1972;6(4):433-46.,"['0 (Antibiotics, Antineoplastic)', '0 (Antigens, Bacterial)', '0 (Lectins)', '0 (Mitogens)', '0 (Tuberculin)', 'EC 3.5.1.1 (Asparaginase)']",,,,,,,
