PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB,AD,DEP,RF,GR
13094250,NLM,MEDLINE,20030501,20181201,,1-6,,1952 Jan-Jun,The problem of the specificity of L. E. cells.,9-20,"['TEMPKA, T', 'HANICKI, Z']","['TEMPKA T', 'HANICKI Z']",['eng'],['Journal Article'],,Poland,Bull Int Acad Pol Sci Let Cl Med,Bulletin international de l'Academie polonaise des sciences et des lettres. Classe de medecine,9429841,,OM,"['*Diploidy', 'Humans', '*Leukemia', '*Lupus Erythematosus, Systemic', '*Sensitivity and Specificity']",['CLML: 5425:15204:263:276'],['NLM'],"['*LEUKEMIA', '*LUPUS ERYTHEMATOSUS']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Bull Int Acad Pol Sci Let Cl Med. 1952 Jan-Jun;1-6:9-20.,,,,,,,
13093766,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),8,10,1953 Oct,Coexistent chronic lymphatic leukemia and polycythemia vera; morphologic and clinical studies with particular reference to unusual iron metabolism.,934-43,"['BETHARD, W F', 'BLOCK, M H', 'ROBSON, M']","['BETHARD WF', 'BLOCK MH', 'ROBSON M']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,['E1UOL152H7 (Iron)'],OM,"['Humans', 'Iron/*metabolism', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphatic Vessels', 'Polycythemia Vera/*complications']",['CLML: 5425:14720:248:263:371'],['NLM'],"['*IRON/metabolism', '*LEUKEMIA, LYMPHATIC', '*POLYCYTHEMIA VERA/complications']",1953/10/01 00:00,1953/10/01 00:01,['1953/10/01 00:00'],"['1953/10/01 00:00 [pubmed]', '1953/10/01 00:01 [medline]', '1953/10/01 00:00 [entrez]']",ppublish,Blood. 1953 Oct;8(10):934-43.,['S0006-4971(20)72251-2 [pii]'],,,,,,
13093361,NLM,MEDLINE,20030501,20181201,0004-0568 (Print) 0004-0568 (Linking),15,4,1952,[Morphological and experimental investigations of the etiology and pathogenesis of acute myeloid leukemia. VII. Effects of living together of healthy guinea pigs with guinea pigs affected with experimental leukemia by transmission of human strains of chronic myeloid leukemia].,459-76,"['MAS Y MAGRO, F']",['MAS Y MAGRO F'],['und'],['Journal Article'],Investigaciones morfologicas y experimentales sobre la etiologia y la patogenia de la leucemia mieloide aguda. VII. Efectos de la convivencia de cobayas sanos con cobayas afectos de leucemia experimental por transmision de cepas humanas de leucemia mieloide cronica.,Spain,Arch Med Exp,Archivos de medicina experimental; trabajos del Instituto Nacional de Ciencias Medicas,15230250R,,OM,"['Animals', 'Guinea Pigs', 'Humans', '*Leukemia', '*Leukemia, Experimental', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute', '*Life']",['CLML: 5425:14315:263'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/experimental']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Med Exp. 1952;15(4):459-76.,,,,,,,
13093357,NLM,MEDLINE,20030501,20181201,0004-0568 (Print) 0004-0568 (Linking),15,4,1952,"[Studies on the etiology of human leukemia. I. Erythremic myelosis in the guinea pig by inoculation, by scarification, of dried blood of human chronic myelosis].",401-10,"['MAS Y MAGRO, F']",['MAS Y MAGRO F'],['und'],['Journal Article'],"Estudios sobre etiologaa de la leucemia humana. I. Mielosis eritremica del cobaya por inoculacion, por escarificacion, de sangre desecada de mielosis cronica humana.",Spain,Arch Med Exp,Archivos de medicina experimental; trabajos del Instituto Nacional de Ciencias Medicas,15230250R,,OM,"['Guinea Pigs', '*Leukemia', '*Leukemia, Erythroblastic, Acute', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Polycythemia Vera', '*Vaccination']",['CLML: 5425:14311:371'],['NLM'],['*POLYCYTHEMIA VERA'],1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Med Exp. 1952;15(4):401-10.,,,,,,,
13093281,NLM,MEDLINE,20030501,20181201,0004-0142 (Print) 0004-0142 (Linking),30,6,1953,[Clinical studies on pseudoleukemic malignant reticulosis].,433-49,"['DAGNINI, G', 'SABBIONI, G']","['DAGNINI G', 'SABBIONI G']",['und'],['Journal Article'],Contributo clinico allo studio delle reticulosi maligne pseudo-leucemiche.,Italy,Arch Patol Clin Med,Archivio di patologia e clinica medica,0372450,,OM,"['*Diagnosis, Differential', '*Histiocytic Sarcoma', 'Humans', 'Leukemia/*diagnosis', 'Lymphoma/*diagnosis', '*Lymphoma, Extranodal NK-T-Cell']",['CLML: 5425:14236:263:278'],['NLM'],"['*LEUKEMIA/differential diagnosis', '*LYMPHOMA/differential diagnosis']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Arch Patol Clin Med. 1953;30(6):433-49.,,,,,,,
13093240,NLM,MEDLINE,20030501,20181201,,25,5,1952-1953,"[Chronic non-lipid reticuloendotheliosis: Hand-Schuller-Christian disease, or a chronic form of Letterer-Siwe disease?].",321-36,"['BERGAMASCO, A', 'ORTOLANI, M']","['BERGAMASCO A', 'ORTOLANI M']",['und'],['Journal Article'],Reticoloendoteliosi cronica non lipidica: malattia di Hand-Schuller-Christian o forma cronica della malattia di Letterer-Siwe?,Italy,Arch Ital Dermatol Sifilogr Venereol,"Archivio italiano di dermatologia, sifilografia, e venereologia",15220190R,"['Familial Letterer-Siwe disease', 'Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Histiocytosis, Langerhans-Cell', 'Humans', '*Leukemia, Hairy Cell', '*Lipidoses', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['CLML: 5425:14196:266:404'],['NLM'],"['*LIPOIDOSIS', '*RETICULOENDOTHELIOSIS']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arch Ital Dermatol Sifilogr Venereol. 1952-1953;25(5):321-36.,,,,,,,
13093015,NLM,MEDLINE,20030501,20181201,0003-9764 (Print) 0003-9764 (Linking),10,6,1953,[Cutaneous and pulmonary reticulosis in infants (J. Maire); report of a new case].,663-6,"['VERGER, P']",['VERGER P'],['und'],['Journal Article'],Reticulose cutanee et pulmonaire du nourrisson (J. Marie); relation d'une observation nouvelle.,France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', 'Humans', 'Infant', '*Leukemia, Hairy Cell', '*Lung', '*Lung Diseases', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency', '*Skin Diseases']",['CLML: 5425:13971:274:404:425'],['NLM'],"['*LUNGS/diseases', '*RETICULOENDOTHELIOSIS', '*SKIN/diseases']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Arch Fr Pediatr. 1953;10(6):663-6.,,,,,,,
13092745,NLM,MEDLINE,20030501,20190619,0003-4819 (Print) 0003-4819 (Linking),39,4,1953 Oct,Sickle cell anemia terminating in acute myeloblastic leukemia.,920-8,"['GOLDIN, A G', 'KELTY, K C', 'BEARD, M F']","['GOLDIN AG', 'KELTY KC', 'BEARD MF']",['eng'],['Journal Article'],,United States,Ann Intern Med,Annals of internal medicine,0372351,,OM,"['*Anemia', 'Anemia, Sickle Cell/*complications', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute']",['CLML: 5425:13671:26:263'],['NLM'],"['*ANEMIA, SICKLE CELL/complications', '*LEUKEMIA, MYELOCYTIC']",1953/10/01 00:00,1953/10/01 00:01,['1953/10/01 00:00'],"['1953/10/01 00:00 [pubmed]', '1953/10/01 00:01 [medline]', '1953/10/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1953 Oct;39(4):920-8. doi: 10.7326/0003-4819-39-4-920.,['10.7326/0003-4819-39-4-920 [doi]'],,,,,,
13092406,NLM,MEDLINE,20030501,20181201,,4,10,1953 Oct,Roentgen ray treatment of leukemia: a therapeutic paradox.,686-9,"['SUSSMAN, I']",['SUSSMAN I'],['eng'],['Journal Article'],,United States,Am Pract Dig Treat,American practitioner and digest of treatment,14840350R,,OM,"['Leukemia/*therapy', '*Radiotherapy', 'Uremia/*etiology', '*Urologic Diseases', 'X-Rays']",['CLML: 5425:13321:263:398:484'],['NLM'],"['*LEUKEMIA/therapy', '*RADIOTHERAPY', '*UREMIA/etiology and pathogenesis']",1953/10/01 00:00,1953/10/01 00:01,['1953/10/01 00:00'],"['1953/10/01 00:00 [pubmed]', '1953/10/01 00:01 [medline]', '1953/10/01 00:00 [entrez]']",ppublish,Am Pract Dig Treat. 1953 Oct;4(10):686-9.,,,,,,,
13091480,NLM,MEDLINE,20030501,20190916,0888-2479 (Print) 0888-2479 (Linking),92,5,1953 Nov,Treatment of leukemia with triethylene thiophosphoramide (thio-TEPA); preliminary results in experimental and clinical leukemia.,628-45,"['SHAY, H', 'ZARAFONETIS, C', 'SMITH, N', 'WOLDOW, I', 'SUN, D C']","['SHAY H', 'ZARAFONETIS C', 'SMITH N', 'WOLDOW I', 'SUN DC']",['eng'],['Journal Article'],,United States,AMA Arch Intern Med,A.M.A. archives of internal medicine,14470100R,"['0 (Poisons)', '905Z5W3GKH (Thiotepa)']",OM,"['*Blood', 'Leukemia/*therapy', 'Mitosis/*drug effects', '*Poisons', '*Thiotepa']",['CLML: 5425:12395:68:263:296'],['NLM'],"['*BLOOD', '*LEUKEMIA/therapy', '*MITOTIC POISONS']",1953/11/01 00:00,1953/11/01 00:01,['1953/11/01 00:00'],"['1953/11/01 00:00 [pubmed]', '1953/11/01 00:01 [medline]', '1953/11/01 00:00 [entrez]']",ppublish,AMA Arch Intern Med. 1953 Nov;92(5):628-45. doi: 10.1001/archinte.1953.00240230028004.,['10.1001/archinte.1953.00240230028004 [doi]'],,,,,,
13090959,NLM,MEDLINE,20030501,20181201,0044-2178 (Print) 0044-2178 (Linking),47,15,1953 Aug 1,[On osteomyelosclerosis].,537-41,"['KRETSCHMER, O']",['KRETSCHMER O'],['und'],['Journal Article'],Beitrag zur Osteomyelosklerose.,Germany,Z Arztl Fortbild (Jena),Zeitschrift fur arztliche Fortbildung,0414004,,OM,"['*Anemia', '*Anemia, Myelophthisic', '*Diagnosis, Differential', '*Leukemia', 'Leukemia, Myeloid/*diagnosis', '*Primary Myelofibrosis']",['CLML: 5425:11728:26:263'],['NLM'],"['*ANEMIA, LEUKOERYTHROBLASTIC', '*LEUKEMIA, MYELOCYTIC/differential diagnosis']",1953/08/01 00:00,1953/08/01 00:01,['1953/08/01 00:00'],"['1953/08/01 00:00 [pubmed]', '1953/08/01 00:01 [medline]', '1953/08/01 00:00 [entrez]']",ppublish,Z Arztl Fortbild (Jena). 1953 Aug 1;47(15):537-41.,,,,,,,
13090614,NLM,MEDLINE,20030501,20191107,0376-0081 (Print) 0376-0081 (Linking),323,3,1953,[Generalized essential reticulohistiocytosis].,269-81,"['SCHAFER, G']",['SCHAFER G'],['und'],['Journal Article'],Generalisierte essentielle Reticulohistiocytose.,Germany,Virchows Arch Pathol Anat Physiol Klin Med,Virchows Archiv fur pathologische Anatomie und Physiologie und fur klinische Medizin,0217007,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Neoplasms', '*Sarcoma', '*Severe Combined Immunodeficiency']",['CLML: 5425:11383:404:415'],['NLM'],"['*RETICULOENDOTHELIOSIS', '*SARCOMA, RETICULUM CELL']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Virchows Arch Pathol Anat Physiol Klin Med. 1953;323(3):269-81. doi: 10.1007/BF00956223.,['10.1007/BF00956223 [doi]'],,,,,,
13090414,NLM,MEDLINE,20030501,20181201,0041-5782 (Print) 0041-5782 (Linking),115,30,1953 Jul 23,[Hemolytic anemia in leukemia].,1151-2,"['CHRISTENSEN, L K']",['CHRISTENSEN LK'],['und'],['Journal Article'],Haemolytisk anaemi ved leukaemi.,Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,,OM,"['*Anemia', '*Anemia, Hemolytic', 'Humans', 'Leukemia/*complications']",['CLML: 5425:11183:26:263'],['NLM'],"['*ANEMIA, HEMOLYTIC', '*LEUKEMIA/complications']",1953/07/23 00:00,1953/07/23 00:01,['1953/07/23 00:00'],"['1953/07/23 00:00 [pubmed]', '1953/07/23 00:01 [medline]', '1953/07/23 00:00 [entrez]']",ppublish,Ugeskr Laeger. 1953 Jul 23;115(30):1151-2.,,,,,,,
13090341,NLM,MEDLINE,20030501,20181201,0300-8916 (Print) 0300-8916 (Linking),39,2,1953 Mar-Apr,[Contribution to the pathogenesis of leukemia].,87-115,"['PENTIMALLI, F']",['PENTIMALLI F'],['und'],['Journal Article'],Un contributo alla patogenesi delle leucemie.,United States,Tumori,Tumori,0111356,,OM,['Leukemia/*etiology'],['CLML: 5425:11110:263'],['NLM'],['*LEUKEMIA/etiology and pathogenesis'],1953/03/01 00:00,1953/03/01 00:01,['1953/03/01 00:00'],"['1953/03/01 00:00 [pubmed]', '1953/03/01 00:01 [medline]', '1953/03/01 00:00 [entrez]']",ppublish,Tumori. 1953 Mar-Apr;39(2):87-115.,,,,,,,
13089623,NLM,MEDLINE,20030501,20181201,0036-7672 (Print) 0036-7672 (Linking),83,37,1953 Sep 12,"[Myleran, a new cytostatic drug in leukemias].",872-6,"['BOLLAG, W']",['BOLLAG W'],['und'],['Journal Article'],"Myleran, ein neues Cytostaticum bei Leukamien.",Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,"['0 (Cytostatic Agents)', '0 (Glycols)', 'G1LN9045DK (Busulfan)']",OM,"['*Busulfan', '*Cytostatic Agents', 'Glycols/*therapeutic use', '*Leukemia', 'Leukemia, Myeloid/*therapy']",['CLML: 5425:10393:199:263'],['NLM'],"['*GLYCOLS/therapeutic use', '*LEUKEMIA, MYELOCYTIC/therapy']",1953/09/12 00:00,1953/09/12 00:01,['1953/09/12 00:00'],"['1953/09/12 00:00 [pubmed]', '1953/09/12 00:01 [medline]', '1953/09/12 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1953 Sep 12;83(37):872-6.,,,,,,,
13089476,NLM,MEDLINE,20030501,20181201,0370-8721 (Print) 0370-8721 (Linking),24,3,1953,[Peculiar case of acute myeloid leukemia manifesting clinically as liver cirrhosis].,280-2,"['DANOPOULOS, E', 'ANGELOPOULOS, B']","['DANOPOULOS E', 'ANGELOPOULOS B']",['und'],['Journal Article'],Sur un cas particulier de leucemie myeloide aigue ayant evolue sous la forme clinique d'une cirrhose du foie.,France,Sang,Le Sang,20540380R,,OM,"['*Diagnosis, Differential', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*diagnosis', '*Leukemia, Myeloid, Acute', 'Liver Cirrhosis/*diagnosis']",['CLML: 5425:10246:263:271'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/differential diagnosis', '*LIVER CIRRHOSIS/differential diagnosis']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Sang. 1953;24(3):280-2.,,,,,,,
13089475,NLM,MEDLINE,20030501,20181201,0370-8721 (Print) 0370-8721 (Linking),24,3,1953,[Possibility of the existence of chronic eosinophilic leukemia].,272-80,"['LINQUETTE, M', 'GOUDEMAND, M']","['LINQUETTE M', 'GOUDEMAND M']",['und'],['Journal Article'],La leucemie chronique a eosinophiles existet-elle?,France,Sang,Le Sang,20540380R,['Pdgfra-Associated Chronic Eosinophilic Leukemia'],OM,"['*Eosinophils', 'Humans', '*Hypereosinophilic Syndrome', '*Leukemia', '*Leukocyte Count']",['CLML: 5425:10245:161:263'],['NLM'],"['*EOSINOPHILS', '*LEUKEMIA']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Sang. 1953;24(3):272-80.,,,,,,,
13089473,NLM,MEDLINE,20030501,20181201,0370-8721 (Print) 0370-8721 (Linking),24,3,1953,[Morphology of leukocytes in myeloid spleen antiserum].,265-8,"['KATO, S']",['KATO S'],['und'],['Journal Article'],Etude morphologique des leucocytes dans l'anti-serum contre la rate myeloide.,France,Sang,Le Sang,20540380R,['0 (Immune Sera)'],OM,"['Humans', '*Immune Sera', '*Leukemia', 'Leukemia, Myeloid/*blood', '*Leukocytes', '*Spleen']",['CLML: 5425:10243:263'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/blood in']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Sang. 1953;24(3):265-8.,,,,,,,
13089471,NLM,MEDLINE,20030501,20181201,0370-8721 (Print) 0370-8721 (Linking),24,3,1953,[Physiopathology of acute leukemia after treatment].,216-56,"['BERNARD, J', 'MATHE, G']","['BERNARD J', 'MATHE G']",['und'],['Journal Article'],La physiopathologie des leucemies aigues traitees.,France,Sang,Le Sang,20540380R,,OM,"['*Acute Disease', 'Humans', 'Leukemia/*therapy']",['CLML: 5425:10241:263'],['NLM'],['*LEUKEMIA/therapy'],1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Sang. 1953;24(3):216-56.,,,,,,,
13088959,NLM,MEDLINE,20030501,20181201,0370-1514 (Print) 0370-1514 (Linking),9,13,1953 Jul 15,[Recurrent thrombophlebitis symptomatic of clinically silent acute leukemia; clinical and cytochemical aspects].,405-9,"['BARATTA, P F', 'BERGAMINI, A', 'ANGELI, G']","['BARATTA PF', 'BERGAMINI A', 'ANGELI G']",['und'],['Journal Article'],Tromboflebite ricorrente sintromatica di una leucemia acuta clinicamente silente; spunti di clinica e di citochimica.,Italy,Prog Med (Napoli),Il Progresso medico,2984827R,,OM,"['*Acute Disease', 'Humans', '*Leukemia', '*Thrombophlebitis']",['CLML: 5425:9719:461'],['NLM'],['*THROMBOPHLEBITIS'],1953/07/15 00:00,1953/07/15 00:01,['1953/07/15 00:00'],"['1953/07/15 00:00 [pubmed]', '1953/07/15 00:01 [medline]', '1953/07/15 00:00 [entrez]']",ppublish,Prog Med (Napoli). 1953 Jul 15;9(13):405-9.,,,,,,,
13088955,NLM,MEDLINE,20030501,20181201,0370-1514 (Print) 0370-1514 (Linking),9,12,1953 Jun 30,[Leukemic cardiopathy].,378-81,"['NINNI, M']",['NINNI M'],['und'],['Journal Article'],Le cardiopatie leucemiche.,Italy,Prog Med (Napoli),Il Progresso medico,2984827R,,OM,"['*Blood Coagulation', '*Heart', '*Heart Diseases', 'Humans', '*Leukemia']",['CLML: 5425:9715:70:209:263'],['NLM'],"['*BLOOD COAGULATION', '*HEART', '*LEUKEMIA/manifestations']",1953/06/30 00:00,1953/06/30 00:01,['1953/06/30 00:00'],"['1953/06/30 00:00 [pubmed]', '1953/06/30 00:01 [medline]', '1953/06/30 00:00 [entrez]']",ppublish,Prog Med (Napoli). 1953 Jun 30;9(12):378-81.,,,,,,,
13088950,NLM,MEDLINE,20030501,20181201,0370-1514 (Print) 0370-1514 (Linking),9,7,1953 Apr 15,[A case of acute leukemia; contribution to the idea of histioleukemias as mediate infections].,204-10,"['TAGLIAFERRO, E', 'RISOLO, A']","['TAGLIAFERRO E', 'RISOLO A']",['und'],['Journal Article'],Su di una leucemia acuta; contributo alla dottrina delle istioleucemie come infezioni mediate.,Italy,Prog Med (Napoli),Il Progresso medico,2984827R,,OM,"['*Acute Disease', 'Humans', '*Leukemia']",['CLML: 5425:9710:263'],['NLM'],['*LEUKEMIA'],1953/04/15 00:00,1953/04/15 00:01,['1953/04/15 00:00'],"['1953/04/15 00:00 [pubmed]', '1953/04/15 00:01 [medline]', '1953/04/15 00:00 [entrez]']",ppublish,Prog Med (Napoli). 1953 Apr 15;9(7):204-10.,,,,,,,
13088461,NLM,MEDLINE,20030501,20181201,0860-8857 (Print) 0860-8857 (Linking),8,24,1953 Jun 15,[Effect of exchange transfusion in clinical and hematological picture in myelocytic leukemia].,854-6; concl,"['SZERESZEWSKA, H', 'SZEWCZYKOWSKI, W']","['SZERESZEWSKA H', 'SZEWCZYKOWSKI W']",['und'],['Journal Article'],Wplyw wymiennego przetaczania krwi na obraz kliniczny i hematologiczny ostrej bialaczki szpikowej.,Poland,Pol Tyg Lek (Wars),Polski tygodnik lekarski,9706227,,OM,"['*Blood Transfusion', '*Exchange Transfusion, Whole Blood', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*therapy']",['CLML: 5425:9220:73:263'],['NLM'],"['*BLOOD TRANSFUSION', '*LEUKEMIA, MYELOCYTIC/therapy']",1953/06/15 00:00,1953/06/15 00:01,['1953/06/15 00:00'],"['1953/06/15 00:00 [pubmed]', '1953/06/15 00:01 [medline]', '1953/06/15 00:00 [entrez]']",ppublish,Pol Tyg Lek (Wars). 1953 Jun 15;8(24):854-6; concl.,,,,,,,
13088451,NLM,MEDLINE,20030501,20181201,0860-8857 (Print) 0860-8857 (Linking),8,23,1953 Jun 8,[Effect of exchange blood transfusion on clinical and hematological picture of acute myeloid leukemia; review of literature and report of two cases].,809-14; contd,"['SZERESZEWSKA, H', 'SZEWCZYKOWSKI, W']","['SZERESZEWSKA H', 'SZEWCZYKOWSKI W']",['und'],['Journal Article'],Wplyw wyminnego przetaczania krwi na obraz kliniczny i hematologiczny ostrej bialaczki szpilowej; w swietle pismiennictwa i wlasnych 2 przypadkow.,Poland,Pol Tyg Lek (Wars),Polski tygodnik lekarski,9706227,,OM,"['*Blood Transfusion', '*Hematology', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*therapy', '*Leukemia, Myeloid, Acute']",['CLML: 5425:9210:73:263'],['NLM'],"['*BLOOD TRANSFUSION', '*LEUKEMIA, MYELOCYTIC/therapy']",1953/06/08 00:00,1953/06/08 00:01,['1953/06/08 00:00'],"['1953/06/08 00:00 [pubmed]', '1953/06/08 00:01 [medline]', '1953/06/08 00:00 [entrez]']",ppublish,Pol Tyg Lek (Wars). 1953 Jun 8;8(23):809-14; contd.,,,,,,,
13088232,NLM,MEDLINE,20030501,20181201,0031-403X (Print) 0031-403X (Linking),4,,1953 Jul-Aug,[Acute myeloblastic leukemia in a 2-month-old infant].,66-70,"['DERZHAVETS, F Z', 'DOMBROVSKAIA, E A']","['DERZHAVETS FZ', 'DOMBROVSKAIA EA']",['und'],['Journal Article'],Ostryi mieloblasticheskii leikoz u rebenka 2 mesiatsev.,Russia (Federation),Pediatriia,Pediatriia,0405563,,OM,"['Child', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute']",['CLML: 5425:8991:263'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/in infant and child']",1953/07/01 00:00,1953/07/01 00:01,['1953/07/01 00:00'],"['1953/07/01 00:00 [pubmed]', '1953/07/01 00:01 [medline]', '1953/07/01 00:00 [entrez]']",ppublish,Pediatriia. 1953 Jul-Aug;4:66-70.,,,,,,,
13088098,NLM,MEDLINE,20030501,20181201,0030-6002 (Print) 0030-6002 (Linking),94,30,1953 Jul 28,[Morphology and clinical aspects of bone marrow reticulosis].,823-7,"['BARTA, I']",['BARTA I'],['und'],['Journal Article'],A csontvelo reticulosis morphologiaja es klinikaja.,Hungary,Orv Hetil,Orvosi hetilap,0376412,"['Reticuloendotheliosis, X-linked']",OM,"['*Bone Marrow', '*Genetic Diseases, X-Linked', 'Humans', 'Leukemia, Hairy Cell/*pathology', 'Lymphatic Diseases/*pathology', '*Severe Combined Immunodeficiency']",['CLML: 5425:8857:405'],['NLM'],['*RETICULOENDOTHELIOSIS/pathology'],1953/07/28 00:00,1953/07/28 00:01,['1953/07/28 00:00'],"['1953/07/28 00:00 [pubmed]', '1953/07/28 00:01 [medline]', '1953/07/28 00:00 [entrez]']",ppublish,Orv Hetil. 1953 Jul 28;94(30):823-7.,,,,,,,
13088061,NLM,MEDLINE,20030501,20181201,0030-6002 (Print) 0030-6002 (Linking),94,25,1953 Jun 21,[A case of subacute erythroleukemia].,684-6,"['KLINGHOFER, L', 'SZUTZ, I']","['KLINGHOFER L', 'SZUTZ I']",['und'],"['Case Reports', 'Journal Article']",Subacut erythroleukaemia esete.,Hungary,Orv Hetil,Orvosi hetilap,0376412,,OM,"['*Anemia', '*Anemia, Myelophthisic', '*Leukemia, Erythroblastic, Acute', '*Medical Records']",['CLML: 5425:8820:26'],['NLM'],"['*ANEMIA, LEUKOERYTHROBLASTIC/case reports']",1953/06/21 00:00,1953/06/21 00:01,['1953/06/21 00:00'],"['1953/06/21 00:00 [pubmed]', '1953/06/21 00:01 [medline]', '1953/06/21 00:00 [entrez]']",ppublish,Orv Hetil. 1953 Jun 21;94(25):684-6.,,,,,,,
13087773,NLM,MEDLINE,20030501,20181201,0029-1420 (Print) 0029-1420 (Linking),50,30,1953 Jul 23,[Recent therapy of acute leukemia in children (folic acid antagonists and ACTH with cortisone)].,1032-6,"['KASS, A']",['KASS A'],['eng'],['Journal Article'],Nyere terapi ved akutt levkemi hos barn (antifolinsyrepreparater og corticotropin/cortison).,Sweden,Nord Med,Nordisk medicin,0401001,"['0 (Folic Acid Antagonists)', '9002-60-2 (Adrenocorticotropic Hormone)', 'V27W9254FZ (Cortisone)']",OM,"['*Acute Disease', 'Adrenocorticotropic Hormone/*therapeutic use', 'Cortisone/*therapeutic use', 'Folic Acid Antagonists/*therapeutic use', 'Leukemia/*therapy']",['CLML: 5425:8532:8:123:184:263'],['NLM'],"['*ACTH/therapeutic use', '*CORTISONE/therapeutic use', '*FOLIC ACID ANTAGONISTS/therapeutic use', '*LEUKEMIA/therapy']",1953/07/23 00:00,1953/07/23 00:01,['1953/07/23 00:00'],"['1953/07/23 00:00 [pubmed]', '1953/07/23 00:01 [medline]', '1953/07/23 00:00 [entrez]']",ppublish,Nord Med. 1953 Jul 23;50(30):1032-6.,,,,,,,
