PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,RN,AID,OID,OAB,OABL,OTO,OT,GN,PMC,RF,GR,AD
416709,NLM,MEDLINE,19780517,20190509,0002-9173 (Print) 0002-9173 (Linking),69,3,1978 Mar,Vitamin B12-binding proteins in serum and plasma in various disorders. Effect of anticoagulants.,319-25,"['Carmel, R']",['Carmel R'],['eng'],['Journal Article'],,England,Am J Clin Pathol,American journal of clinical pathology,0370470,IM,"['*Anticoagulants', 'Blood Proteins/*analysis', 'Chronic Disease', 'Edetic Acid/*pharmacology', 'Fluorides/*pharmacology', 'Granulocytes/metabolism', 'Humans', 'Leukemia, Myeloid/blood', 'Plasma', 'Sodium Fluoride/*pharmacology', 'Transcobalamins/*analysis/metabolism']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1978 Mar;69(3):319-25. doi: 10.1093/ajcp/69.1.319.,"Because of recent developments in the study of vitamin B12-binding proteins, the levels of the three serum binders were compared in serum and plasma samples from subjects with various disorders. The results allow the following conclusions: (1) As previously reported, transcobalamin (TC) III and to a lesser extent TC I are artifactually elevated in serum. The appear to be released in vitro during the clotting process, presumably from granulocytes. (2) Blood cells of patients with polycythemia vera release exceedingly large amounts of TC I and TC III in vitro. (3) The above findings support, but do not prove, at least a partial granulocytic source of TC I. Nevertheless, factors other than granulocytes influence TC I levels, as disorders characterized by increased TC I (most prominently chronic myelogenous leukemia but also several cases of cancer) manifest relatively little cellular release of TC I in vitro. (4) Despite the serum artifact, the serum abnormalities described in various conditions were seen in plasma also, even though the actual values of themselves were lower in plasma. The chief exception was TC III, which was elevated in plasma only in polycythemia vera (and in a few cases of leukocytosis). (5) EDTA-NaF anticoagulant is not suitable, as it causes plasma dilution, thus explaining previous reports of TC II level differences between serum and plasma. EDTA is therefore a preferable anticoagulant for vitamin B12-binding protein studies, although it too may not be ideal.","['0 (Anticoagulants)', '0 (Blood Proteins)', '0 (Transcobalamins)', '8ZYQ1474W7 (Sodium Fluoride)', '9G34HU7RV0 (Edetic Acid)', 'Q80VPU408O (Fluorides)']",['10.1093/ajcp/69.1.319 [doi]'],,,,,,,,,,
416635,NLM,MEDLINE,19780524,20110728,0001-5806 (Print) 0001-5806 (Linking),40,6,1977 Dec,Tumors of hematopoietic tissue and enzymes involved in purine metabolism.,1145-8,"['Ito, K']",['Ito K'],['eng'],['Journal Article'],,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,IM,"['Adenosine Deaminase/metabolism', 'Humans', 'Leukemia/*enzymology', 'Pentosyltransferases/*blood', 'Purine-Nucleoside Phosphorylase/*blood']",1977/12/01 00:00,1977/12/01 00:01,['1977/12/01 00:00'],"['1977/12/01 00:00 [pubmed]', '1977/12/01 00:01 [medline]', '1977/12/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1977 Dec;40(6):1145-8.,,"['EC 2.4.2.- (Pentosyltransferases)', 'EC 2.4.2.1 (Purine-Nucleoside Phosphorylase)', 'EC 3.5.4.4 (Adenosine Deaminase)']",,,,,,,,,,,
416585,NLM,MEDLINE,19780508,20191028,,26,3,1978 Jan 18,Scanning and transmission electronmicroscopy of leukemic lymphoma cells without T- and B-cell surface markers.,225-32,"['Shigematsu, T', 'Nagasaki, T', 'Kikuchi, M', 'Kishida, K', 'Miyoshi, M']","['Shigematsu T', 'Nagasaki T', 'Kikuchi M', 'Kishida K', 'Miyoshi M']",['eng'],['Journal Article'],,Germany,Virchows Arch B Cell Pathol,"Virchows Archiv. B, Cell pathology",0437105,IM,"['Adult', 'B-Lymphocytes/*ultrastructure', 'Endoplasmic Reticulum/ultrastructure', 'Female', 'Golgi Apparatus/ultrastructure', 'Humans', 'Lymphoma, Non-Hodgkin/*ultrastructure', 'Microscopy, Electron, Scanning', 'Rosette Formation', 'T-Lymphocytes/*ultrastructure']",1978/01/18 00:00,1978/01/18 00:01,['1978/01/18 00:00'],"['1978/01/18 00:00 [pubmed]', '1978/01/18 00:01 [medline]', '1978/01/18 00:00 [entrez]']",ppublish,Virchows Arch B Cell Pathol. 1978 Jan 18;26(3):225-32. doi: 10.1007/BF02889550.,"The lymphoma cells from a patient with leukemia lymphoblastic sarcoma (Kiel classification) were observed by scanning and transmission electron microscopy. These cells were also examined by E, EA, EAC rosette-formation tests and by the indirect immunofluorescence technique for surface immunoglobulins. The malignant cells showed failure of rosette-formation or absence of surface immunoglobulins. Scanning electron microscopy revealed that many uniform protrusions were present on the cell surfaces. These surface protrusions were different from those seen on E-or EAC-rosette-forming cells. Ultrastructurally, the malignant cells were characterized by long profiles of rough surfaced endoplasmic reticulum with regular, narrow cisternae which radiated from Golgi area to the periphery of cytoplasm. These appearances differed from those observed in T-or B-lymphoma cells.",,['10.1007/BF02889550 [doi]'],,,,,,,,,,
416529,NLM,MEDLINE,19780517,20211203,0041-1345 (Print) 0041-1345 (Linking),10,1,1978 Mar,Approaches to graft-versus-host disease following bone marrow transplantation in monkeys and man.,217-21,"['Dicke, K A', 'Spitzer, G', 'Peters, L', 'Stevens, E E', 'Hendriks, W', 'McCredie tkb']","['Dicke KA', 'Spitzer G', 'Peters L', 'Stevens EE', 'Hendriks W', 'McCredie tkb']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Adult', 'Animals', '*Bone Marrow Transplantation', 'Cell Separation', 'Disease Models, Animal', 'Graft vs Host Disease/*prevention & control', 'Haplorhini', 'Humans', 'Immunosuppression Therapy', 'Leukemia/*therapy', 'Lymphocytes/immunology', 'Methotrexate/therapeutic use', 'Middle Aged', 'Pulmonary Fibrosis/etiology', 'Transplantation, Autologous', 'Transplantation, Homologous']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",ppublish,Transplant Proc. 1978 Mar;10(1):217-21.,,['YL5FZ2Y5U1 (Methotrexate)'],,,,,,,,,,,
416149,NLM,MEDLINE,19780508,20190819,0387-5911 (Print) 0387-5911 (Linking),51,8,1977 Aug,"[A case of acute myelogenous leukemia, complicated with Bacillus cereus septicemia (author's transl)].",438-42,"['Terashima, E', 'Tsuchiya, T', 'Okuyama, K', 'Horikoshi, A', 'Takahashi, K', 'Takeo, H', 'Oshima, T']","['Terashima E', 'Tsuchiya T', 'Okuyama K', 'Horikoshi A', 'Takahashi K', 'Takeo H', 'Oshima T']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",,Japan,Kansenshogaku Zasshi,Kansenshogaku zasshi. The Journal of the Japanese Association for Infectious Diseases,0236671,IM,"['Adult', 'Bacillus cereus', 'Humans', 'Leukemia, Myeloid, Acute/*complications/drug therapy', 'Male', 'Sepsis/*complications']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']",ppublish,Kansenshogaku Zasshi. 1977 Aug;51(8):438-42. doi: 10.11150/kansenshogakuzasshi1970.51.438.,,,['10.11150/kansenshogakuzasshi1970.51.438 [doi]'],,,,,,,,,,
415966,NLM,MEDLINE,19780508,20181113,0019-2805 (Print) 0019-2805 (Linking),32,4,1977 Apr,Some effects on leukaemic B lymphocytes of antibodies to defined regions of their surface immunoglobulin.,549-57,"['Stevenson, F K', 'Elliott, E V', 'Stevenson, G T']","['Stevenson FK', 'Elliott EV', 'Stevenson GT']",['eng'],['Journal Article'],,England,Immunology,Immunology,0374672,IM,"['Animals', '*Antibodies, Neoplasm', 'Antibody Specificity', 'Antibody-Producing Cells', 'B-Lymphocytes/*immunology', 'Complement System Proteins', 'Cytotoxicity, Immunologic', 'Fluorescent Antibody Technique', 'Guinea Pigs', 'Immunoglobulin lambda-Chains/urine', 'Killer Cells, Natural/immunology', 'Leukemia, Experimental/*immunology', '*Receptors, Antigen, B-Cell']",1977/04/01 00:00,1977/04/01 00:01,['1977/04/01 00:00'],"['1977/04/01 00:00 [pubmed]', '1977/04/01 00:01 [medline]', '1977/04/01 00:00 [entrez]']",ppublish,Immunology. 1977 Apr;32(4):549-57.,"During the growth of the L2C leukaemia in strain 2 guinea-pigs there is excreted in the urine a monoclonal light chain of lambda class. This is believed to arise from synthesis by the leukaemic cells of a small molar excess of the light chains incorporated into their surface IgM. Antibodies to this light chain have been raised in rabbits and separated by immunosorption into those directed against idiotypic determinants (anti-Id), and those against determinants also present on other lambda chains (anti-lambda). Both antibodies react with L2C cells via the surface immunoglobulin. In accord with prediction anti-Id is specific for L2C cells while anti-lambda also reacts with 7 per cent of normal nodal lymphocytes. L2C cells are agglutinated strongly by anti-Id, weakly by anti-lambda. Both antisera inhibit migration of the cells, and both can kill them by invoking complement or K-cell cytotoxic mechanisms. The results emphasize the potential of anti-idiotype sera for identifying and specifically attacking neoplastic B lymphocytes.","['0 (Antibodies, Neoplasm)', '0 (Immunoglobulin lambda-Chains)', '0 (Receptors, Antigen, B-Cell)', '9007-36-7 (Complement System Proteins)']",,,,,,,,PMC1445483,,,
415943,NLM,MEDLINE,19780524,20191021,0171-7111 (Print) 0171-7111 (Linking),20,,1977,Heterologous group specific antiserum against Iak determinants.,341-5,"['Gotze, D', 'Thiel, E', 'Rodt, H', 'Thierfelder, S']","['Gotze D', 'Thiel E', 'Rodt H', 'Thierfelder S']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Animals', 'Antibody Specificity', 'Genes, MHC Class II', '*Isoantibodies/biosynthesis', '*Isoantigens/genetics', 'Leukemia, Experimental/immunology', 'Lymphocytes/*immunology', 'Mice', 'Rabbits']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1977;20:341-5. doi: 10.1007/978-3-642-66639-1_42.,,"['0 (Isoantibodies)', '0 (Isoantigens)']",['10.1007/978-3-642-66639-1_42 [doi]'],,,,,,,,,,
415942,NLM,MEDLINE,19780524,20191021,0171-7111 (Print) 0171-7111 (Linking),20,,1977,Quantitation of T-antigenic sites and Ig-determinants on leukemic cells by microphotometric immunoautoradiography. Proof of the clonal origin of thymus-derived lymphocytic leukemias.,131-45,"['Thiel, E', 'Dormer, P', 'Rodt, H', 'Huhn, D', 'Bauchinger, M', 'Kley, H P', 'Thierfelder, S']","['Thiel E', 'Dormer P', 'Rodt H', 'Huhn D', 'Bauchinger M', 'Kley HP', 'Thierfelder S']",['eng'],['Journal Article'],,Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Adolescent', 'Adult', 'Antigens, Neoplasm/*analysis', 'Cell Differentiation', 'Child', 'Clone Cells/immunology', 'Complement C3/metabolism', 'Female', 'Humans', 'Immunoglobulin Fc Fragments', 'Immunoglobulin M/analysis', 'Immunoglobulin kappa-Chains/immunology', 'Leukemia/classification', 'Leukemia, Lymphoid/*immunology', 'Male', 'Receptors, Antigen, B-Cell/analysis', 'Rosette Formation', 'T-Lymphocytes/*immunology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1977;20:131-45. doi: 10.1007/978-3-642-66639-1_14.,,"['0 (Antigens, Neoplasm)', '0 (Complement C3)', '0 (Immunoglobulin Fc Fragments)', '0 (Immunoglobulin M)', '0 (Immunoglobulin kappa-Chains)', '0 (Receptors, Antigen, B-Cell)']",['10.1007/978-3-642-66639-1_14 [doi]'],,,,,,,,,,
415922,NLM,MEDLINE,19780520,20041117,0301-5149 (Print) 0301-5149 (Linking),38,,1977 Apr 13-15,Amino acid degrading enzymes for cancer therapy.,73-9,"['Wade, H E']",['Wade HE'],['eng'],['Journal Article'],,Switzerland,Dev Biol Stand,Developments in biological standardization,0427140,IM,"['Alcaligenes/enzymology', 'Animals', 'Asparaginase/adverse effects/*therapeutic use', 'Dogs', 'Erwinia/enzymology', 'Escherichia coli/enzymology', 'Glutaminase/*therapeutic use', 'Guinea Pigs', 'Haplorhini', 'Humans', 'Mice', 'Neoplasms/*drug therapy', 'Rabbits', 'Rats']",1977/04/13 00:00,1977/04/13 00:01,['1977/04/13 00:00'],"['1977/04/13 00:00 [pubmed]', '1977/04/13 00:01 [medline]', '1977/04/13 00:00 [entrez]']",ppublish,Dev Biol Stand. 1977 Apr 13-15;38:73-9.,"The development of microbial enzymes for cancer therapy presents difficulties not commonly experienced with biological drugs. The development of the enzyme asparaginase from Escherichia coli in the USA and of the serologically different asparaginase from the plant pathogen Erwinia carotovora in this Establishment, has not only added to the choice of antileukaemia drugs but also provided a valuable guide to the selection and development of new therapeutic enzymes. Our own programme has led to the study of enzymes that degrade other amino acids (glutamine, arginine, phenylalanine and tyrosine) that appear to be important to certain leukaemia cells. Microbes with only remote associations with man were considered as a source of these to minimize initial immunological sensitivity. In the case of erwinia asparaginase the benefits of this have probably included a lower incidence of anaphylaxis compared with the escherichia enzyme. The selection of a stable, high-affinity enzyme that operates efficiently under physiological conditions ensures effective depletion of a circulating amino acid but the choice is very limited. It is also difficult to assess from laboratory tests the likely persistence, toxicity and efficacy of the enzyme in clinical use and to arrive at meaningful biological tests for the quality control of the finished product. Some of the difficulties will be described and proposals made for criteria of acceptance for this type of drug in experimental use.","['EC 3.5.1.1 (Asparaginase)', 'EC 3.5.1.2 (Glutaminase)']",,,,,,,,,,,
415815,NLM,MEDLINE,19780520,20190720,0008-8749 (Print) 0008-8749 (Linking),36,2,1978 Mar 15,T-lymphocyte mediated lysis of tumor cells in the presence of alloantiserum.,331-44,"['Liepins, A', 'Faanes, R B', 'Choi, Y S', 'de Harven, E']","['Liepins A', 'Faanes RB', 'Choi YS', 'de Harven E']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,Netherlands,Cell Immunol,Cellular immunology,1246405,IM,"['Animals', '*Cytotoxicity, Immunologic', 'Edetic Acid/pharmacology', 'Immune Sera/pharmacology', 'Immunity, Cellular', '*Isoantibodies', 'Leukemia, Experimental', 'Lymphocytes/ultrastructure', 'Mast-Cell Sarcoma/*immunology/ultrastructure', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'T-Lymphocytes/*immunology']",1978/03/15 00:00,1978/03/15 00:01,['1978/03/15 00:00'],"['1978/03/15 00:00 [pubmed]', '1978/03/15 00:01 [medline]', '1978/03/15 00:00 [entrez]']",ppublish,Cell Immunol. 1978 Mar 15;36(2):331-44. doi: 10.1016/0008-8749(78)90277-0.,,"['0 (Immune Sera)', '0 (Isoantibodies)', '9G34HU7RV0 (Edetic Acid)']","['0008-8749(78)90277-0 [pii]', '10.1016/0008-8749(78)90277-0 [doi]']",,,,,,,,,,
415809,NLM,MEDLINE,19780517,20190619,0008-543X (Print) 0008-543X (Linking),41,2,1978 Feb,Computerized axial tomography in the study of intracranial complications in hematology.,487-501,"['Gastaut, J A', 'Gastaut, J L', 'Carcassonne, Y']","['Gastaut JA', 'Gastaut JL', 'Carcassonne Y']",['eng'],"['Case Reports', 'Journal Article']",,United States,Cancer,Cancer,0374236,IM,"['Adolescent', 'Adult', 'Brain Diseases/complications/*diagnostic imaging', 'Child', 'Child, Preschool', 'Female', 'Hematologic Diseases/*complications/diagnostic imaging', 'Hodgkin Disease/complications', 'Humans', 'Leukemia/complications', 'Leukemia, Lymphoid/complications', 'Lymphoma/complications', 'Male', 'Middle Aged', 'Multiple Myeloma/complications', 'Polycythemia/complications', '*Tomography, X-Ray Computed', 'Waldenstrom Macroglobulinemia/complications']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",ppublish,Cancer. 1978 Feb;41(2):487-501. doi: 10.1002/1097-0142(197802)41:2<487::aid-cncr2820410216>3.0.co;2-e.,,,['10.1002/1097-0142(197802)41:2<487::aid-cncr2820410216>3.0.co;2-e [doi]'],,,,,,,,,,
415599,NLM,MEDLINE,19780426,20190716,0002-922X (Print) 0002-922X (Linking),132,3,1978 Mar,Neurofibromatosis and leukemia.,321,"['Stokes, D C', 'Mulvihill, J J', 'Zinkham, W H']","['Stokes DC', 'Mulvihill JJ', 'Zinkham WH']",['eng'],"['Case Reports', 'Letter']",,United States,Am J Dis Child,American journal of diseases of children (1960),0370471,IM,"['Child', 'Female', 'Humans', 'Leukemia, Lymphoid/*etiology', 'Neoplasms, Multiple Primary', 'Neurofibromatosis 1/*complications']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",ppublish,Am J Dis Child. 1978 Mar;132(3):321. doi: 10.1001/archpedi.1978.02120280105027.,,,['10.1001/archpedi.1978.02120280105027 [doi]'],,,,,,,,,,
415303,NLM,MEDLINE,19780426,20071115,0552-2080 (Print) 0552-2080 (Linking),23,1,1978 Jan,[Hematopoiesis during radiation therapy of lymphocytic leukemia].,28-30,"['Polianskaia, A M', 'Sotnikov, V M', 'Protasova, T G', 'Tentsova, A I', 'Sukiasova, T G']","['Polianskaia AM', 'Sotnikov VM', 'Protasova TG', 'Tentsova AI', 'Sukiasova TG']",['rus'],"['English Abstract', 'Journal Article']",Krovetvorenie pri luchevoi terapii khronicheskogo limfoleikoza.,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Hematopoiesis/*radiation effects', 'Humans', 'Leukemia, Lymphoid/blood/*radiotherapy', 'Radiotherapy Dosage', 'Radiotherapy, High-Energy']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1978 Jan;23(1):28-30.,,,,,,,,,,,,,
415256,NLM,MEDLINE,19780426,20190617,0028-0836 (Print) 0028-0836 (Linking),272,5650,1978 Mar 16,Molecular variants of human Ia-like antigens.,267-8,"['Ikeman, R L', 'Sullivan, A K', 'Kositsky, R', 'Bartok, K', 'Jerry, L M']","['Ikeman RL', 'Sullivan AK', 'Kositsky R', 'Bartok K', 'Jerry LM']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['B-Lymphocytes/*immunology', 'Cell Line', 'Electrophoresis, Polyacrylamide Gel/methods', '*Genes, MHC Class II', 'Humans', 'Isoantigens/*analysis/genetics', 'Isoelectric Focusing/methods', 'Leukemia, Lymphoid/*immunology', 'Molecular Weight']",1978/03/16 00:00,1978/03/16 00:01,['1978/03/16 00:00'],"['1978/03/16 00:00 [pubmed]', '1978/03/16 00:01 [medline]', '1978/03/16 00:00 [entrez]']",ppublish,Nature. 1978 Mar 16;272(5650):267-8. doi: 10.1038/272267a0.,,['0 (Isoantigens)'],['10.1038/272267a0 [doi]'],,,,,,,,,,
415146,NLM,MEDLINE,19780426,20190509,0027-8874 (Print) 0027-8874 (Linking),60,1,1978 Jan,Reproducible chromosome changes of polycyclic hydrocarbon-induced rat leukemia: incidence and chromosome banding pattern.,153-60,"['Sugiyama, T', 'Uenaka, H', 'Ueda, N', 'Fukuhara, S', 'Maeda, S']","['Sugiyama T', 'Uenaka H', 'Ueda N', 'Fukuhara S', 'Maeda S']",['eng'],['Journal Article'],,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['*9,10-Dimethyl-1,2-benzanthracene/analogs & derivatives', 'Anemia/complications/genetics', 'Animals', '*Benz(a)Anthracenes/analogs & derivatives', '*Chromosome Aberrations', 'Female', 'Fluorescence', 'Leukemia, Experimental/chemically induced/complications/*genetics', 'Male', 'Quinacrine', 'Rats', 'Trisomy']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1978 Jan;60(1):153-60. doi: 10.1093/jnci/60.1.153.,"Statistical analysis of 361 cases of primary leukemia induced in outbred Long-Evans and Sprague-Dawley rats by 7,12-dimethylbenz[a]anthracene (DMBA) and 7,8,12-trimethylbenz[a]anthracene (TMBA) showed that the incidence of trisomy of chromosome No. 2 was significantly lower with TMBA (17.8%) than with DMBA (29.3%). This tendency was reproducible in both sexes. Another characteristic chromosome abnormality, long No. 2, was found in 10 cases (2.8%). Quinacrine fluorescence analysis revealed that cells with No. 2 trisomy or either of two types of long No. 2 had total and partial No. 2 trisomy, respectively. Other chromosome members of cells with long No. 2, as well as the chromosomes of cells with typical No. 2 trisomy and ""normal diploid"" leukemia cells, revealed no band abnormality. The phenotype of No. 2 trisomy, severe anemia of the hosts reported in DMBA-induced leukemias, was also noted in leukemias with TMBA-induced No. 2 trisomy but not in leukemias with long No. 2.","['0 (Benz(a)Anthracenes)', '57-97-6 (9,10-Dimethyl-1,2-benzanthracene)', 'H0C805XYDE (Quinacrine)']",['10.1093/jnci/60.1.153 [doi]'],,,,,,,,,,
415109,NLM,MEDLINE,19780417,20211203,0022-1007 (Print) 0022-1007 (Linking),147,2,1978 Feb 1,"Mechanisms of genetic resistance to Friend virus leukemia in mice. IV. Identification of a gene (Fv-3) regulating immunosuppression in vitro, and its distinction from Fv-2 and genes regulating marrow allograft reactivity.",422-33,"['Kumar, V', 'Goldschmidt, L', 'Eastcott, J W', 'Bennett, M']","['Kumar V', 'Goldschmidt L', 'Eastcott JW', 'Bennett M']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Exp Med,The Journal of experimental medicine,2985109R,IM,"['Animals', 'Bone Marrow Transplantation', 'Friend murine leukemia virus/*immunology', 'Genes, Dominant', '*Genes, MHC Class II', 'Genetic Linkage', 'Graft Rejection', 'H-2 Antigens/genetics', 'Immunosuppression Therapy', 'Leukemia, Experimental/*genetics/immunology', 'T-Lymphocytes/*immunology', 'Transplantation, Homologous']",1978/02/01 00:00,1978/02/01 00:01,['1978/02/01 00:00'],"['1978/02/01 00:00 [pubmed]', '1978/02/01 00:01 [medline]', '1978/02/01 00:00 [entrez]']",ppublish,J Exp Med. 1978 Feb 1;147(2):422-33. doi: 10.1084/jem.147.2.422.,"Friend leukemia viru (FV) suppresses the proliferative response of normal lymphocytes to mitogens. The in vitro suppressive effect of FV on lymphocyte mitogenesis is mediated by T-suppressor cells and is under host genetic control. Lymphocytes from strains of mice of the C57BL background (e.g., C57BL/6) are resistant while cells from other strains (e.g., 129 and DBA/2) are susceptible. Genetic analyses utilizing resistant and susceptible parental strains, their F1, intercross and backcross progeny indicated that susceptibility to in vitro suppression is regulated by a single autosomal gene, dominant for susceptibility to suppression. This gene, which is not linked to the H-2 complex, segregated independently of the Fv-2 gene which controls resistance to spleen focus formation in vivo. The gene is also unlinked to the Ir-like genes which regulate the ability of H-2d mice to reject H-2b bone marrow grafts. The gene is therefore designated as Fv-3. Fv-3 may mediate its effect by regulating the numbers and/or functions of T-suppressor cells.",['0 (H-2 Antigens)'],['10.1084/jem.147.2.422 [doi]'],,,,,,,PMC2184495,,,
414974,NLM,MEDLINE,19780417,20131121,0390-6078 (Print) 0390-6078 (Linking),62,6,1977 Dec,[Multiple myeloma terminating in acute myeloid leukaemia in a patient with a beta-thalassemia trait. A case report (author's transl)].,629-36,"['Fabris, P', 'Coser, P', 'Prinoth, O']","['Fabris P', 'Coser P', 'Prinoth O']",['ita'],"['Case Reports', 'English Abstract', 'Journal Article']",Plasmocitoma in soggetto beta-talassemico con evoluzione terminale in leucemia mieloide acuta.,Italy,Haematologica,Haematologica,0417435,IM,"['Aged', 'Humans', 'Leukemia, Myeloid, Acute/*complications/drug therapy/radiotherapy', 'Male', 'Melphalan/therapeutic use', 'Multiple Myeloma/*complications', 'Thalassemia/*complications']",1977/12/01 00:00,1977/12/01 00:01,['1977/12/01 00:00'],"['1977/12/01 00:00 [pubmed]', '1977/12/01 00:01 [medline]', '1977/12/01 00:00 [entrez]']",ppublish,Haematologica. 1977 Dec;62(6):629-36.,,['Q41OR9510P (Melphalan)'],,,,,,,,,,,
414972,NLM,MEDLINE,19780417,20071115,0390-6078 (Print) 0390-6078 (Linking),62,6,1977 Dec,[Lymphoblast cell size in childhood acute lymphoblastic leukemia: study on correlation with duration of remission or with PAS-positivity (author's transl)].,605-14,"['Vecchi, V', 'Faldella, G', 'Vivarelli, F', 'Rosito, P', 'Paolucci, G']","['Vecchi V', 'Faldella G', 'Vivarelli F', 'Rosito P', 'Paolucci G']",['ita'],"['English Abstract', 'Journal Article']",Dimensione dei linfoblasti nella leucemia acuta linfoblastica del bambino: ricerca di correlazione con la durata di remissione o con la PAS-positivita.,Italy,Haematologica,Haematologica,0417435,IM,"['Cell Transformation, Neoplastic', 'Child', 'Child, Preschool', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Periodic Acid-Schiff Reaction', 'Prognosis', 'Remission, Spontaneous', 'Time Factors']",1977/12/01 00:00,1977/12/01 00:01,['1977/12/01 00:00'],"['1977/12/01 00:00 [pubmed]', '1977/12/01 00:01 [medline]', '1977/12/01 00:00 [entrez]']",ppublish,Haematologica. 1977 Dec;62(6):605-14.,,,,,,,,,,,,,
414970,NLM,MEDLINE,19780417,20071115,0390-6078 (Print) 0390-6078 (Linking),62,6,1977 Dec,Cytokinetic studies in two cases of plasma cell leukemia.,581-9,"['Riccardi, A', 'Martinotti, A', 'Perugini, S']","['Riccardi A', 'Martinotti A', 'Perugini S']",['eng'],['Journal Article'],,Italy,Haematologica,Haematologica,0417435,IM,"['Aged', 'Bone Marrow', 'Cell Transformation, Neoplastic', 'DNA/metabolism', 'Humans', 'Kinetics', 'Leukemia, Plasma Cell/*pathology', 'Male']",1977/12/01 00:00,1977/12/01 00:01,['1977/12/01 00:00'],"['1977/12/01 00:00 [pubmed]', '1977/12/01 00:01 [medline]', '1977/12/01 00:00 [entrez]']",ppublish,Haematologica. 1977 Dec;62(6):581-9.,,['9007-49-2 (DNA)'],,,,,,,,,,,
