PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,RN,TT,RF,GR,EIN,PMC,CON,GS,CIN,OID,OTO,OT,GN,SI,CRF
1789219,NLM,MEDLINE,19920323,20190622,0065-2598 (Print) 0065-2598 (Linking),309A,,1991,Action and sequence dependent interaction of acivicin and 6-thioguanine in human derived malignant T-ALL and CALLA+ cell lines.,25-8,,"['Trueworthy, R C', 'DeAbreu, R A', 'Lambooy, L H', 'Bokkerink, J P', 'Stet, E H']","['Trueworthy RC', 'DeAbreu RA', 'Lambooy LH', 'Bokkerink JP', 'Stet EH']","['University of Kansas School of Medicine, K.C.']",['eng'],['Journal Article'],United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,IM,"['Antimetabolites, Antineoplastic/*pharmacology', 'Cell Division/drug effects', 'Cell Line', 'Cell Survival/drug effects', 'Drug Screening Assays, Antitumor', 'Humans', 'Isoxazoles/*pharmacology', 'Leukemia-Lymphoma, Adult T-Cell', 'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma', 'Thioguanine/*pharmacology']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Adv Exp Med Biol. 1991;309A:25-8. doi: 10.1007/978-1-4899-2638-8_5.,['10.1007/978-1-4899-2638-8_5 [doi]'],"['0 (Antimetabolites, Antineoplastic)', '0 (Isoxazoles)', 'FTK8U1GZNX (Thioguanine)', 'O0X60K76I6 (acivicin)']",,,,,,,,,,,,,,
1789205,NLM,MEDLINE,19920323,20190622,0065-2598 (Print) 0065-2598 (Linking),309A,,1991,"ICI D1694, an inhibitor of thymidylate synthase for clinical study.",19-23,"The TS inhibitor, ICI D1694, is a highly potent inhibitor of tumour growth in vitro and in vivo. Uptake via the RFC and rapid metabolism to polyglutamate forms appear to be responsible for potency. Antiproliferative toxicity in mice was evident although the dose-limiting renal toxicity experienced with CB3717 was not apparent.","['Jackman, A L', 'Jodrell, D I', 'Gibson, W', 'Stephens, T C']","['Jackman AL', 'Jodrell DI', 'Gibson W', 'Stephens TC']","['Drug Development Section, Institute of Cancer Research, Sutton, Surrey, UK.']",['eng'],['Journal Article'],United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,IM,"['Animals', 'Breast Neoplasms', 'Cell Line', 'Cell Survival/drug effects', 'Drug Screening Assays, Antitumor', 'Female', 'Folic Acid Antagonists/*toxicity', 'Humans', 'Leukemia L1210', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Quinazolines/pharmacology/therapeutic use/*toxicity', 'Thiophenes/pharmacology/therapeutic use/*toxicity', 'Thymidylate Synthase/*antagonists & inhibitors', 'Tumor Cells, Cultured']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Adv Exp Med Biol. 1991;309A:19-23. doi: 10.1007/978-1-4899-2638-8_4.,['10.1007/978-1-4899-2638-8_4 [doi]'],"['0 (Folic Acid Antagonists)', '0 (Quinazolines)', '0 (Thiophenes)', 'EC 2.1.1.45 (Thymidylate Synthase)', 'FCB9EGG971 (raltitrexed)']",,,,,,,,,,,,,,
1789190,NLM,MEDLINE,19920323,20201209,0065-2598 (Print) 0065-2598 (Linking),309A,,1991,"Metabolism and action of 2',2'-difluorodeoxycytidine: self-potentiation of cytotoxicity.",125-30,,"['Gandhi, V', 'Huang, P', 'Xu, Y Z', 'Heinemann, V', 'Plunkett, W']","['Gandhi V', 'Huang P', 'Xu YZ', 'Heinemann V', 'Plunkett W']","['Department of Medical Oncology, University of Texas M. D. Anderson Cancer Center, Houston 77030.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,IM,"['Arabinofuranosylcytosine Triphosphate/pharmacology', 'Base Sequence', 'Cell Line', 'Cell Survival/drug effects', 'DCMP Deaminase/metabolism', 'DNA Polymerase II/*metabolism', 'Deoxycytidine/*analogs & derivatives/metabolism/pharmacology', 'Deoxycytosine Nucleotides/pharmacology', 'Deoxyribonucleotides/*metabolism', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides/chemical synthesis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma', 'Tumor Stem Cell Assay']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Adv Exp Med Biol. 1991;309A:125-30. doi: 10.1007/978-1-4899-2638-8_28.,['10.1007/978-1-4899-2638-8_28 [doi]'],"['0 (Deoxycytosine Nucleotides)', '0 (Deoxyribonucleotides)', '0 (Oligodeoxyribonucleotides)', '0W860991D6 (Deoxycytidine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)', ""2056-98-6 (2'-deoxycytidine 5'-triphosphate)"", 'B76N6SBZ8R (gemcitabine)', 'EC 2.7.7.7 (DNA Polymerase II)', 'EC 3.5.4.12 (DCMP Deaminase)']",,,"['CA28596/CA/NCI NIH HHS/United States', 'CA53311/CA/NCI NIH HHS/United States']",,,,,,,,,,,
1789189,NLM,MEDLINE,19920323,20190622,0065-2598 (Print) 0065-2598 (Linking),309A,,1991,"Uridine fluxes in healthy proliferating T-lymphocytes, MOLT-3 T-ALL cell-line cells and differentiated MOLT-3 cells.",117-20,"Incorporation of 14C-uridine into UTP and CTP and fluxes of label through these nucleotide pools to RNA and DNA were greater in MOLT-3 cells compared to T-lymphocytes. In growth-arrested, differentiated MOLT-3 cells overall incorporation of radiolabel into nucleotides and nucleic acids was lowered compared to exponentially growing cells. Turnover of UTP and CTP however, retained the profile of exponentially growing MOLT-3 cells, implicating the characteristically higher conversion of UTP to CTP is independent of the MOLT-3 cells proliferative capacities. We conclude that drugs interfering with CTP-synthetase activity are good candidates to be used as selective substances in the battle against T-ALL.","['van den Berg, A A', 'van Lenthe, H', 'de Korte, D', 'Roos, D', 'van Gennip, A H']","['van den Berg AA', 'van Lenthe H', 'de Korte D', 'Roos D', 'van Gennip AH']","['Dept. of Ped. and Clin. Chem., Univ. of Amsterdam, T. Neth.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,IM,"['Carbon Radioisotopes', 'Cell Differentiation/drug effects', 'Cell Division', 'Cell Line', 'Cytidine Triphosphate/metabolism', 'Humans', 'In Vitro Techniques', 'Kinetics', 'Nucleic Acids/biosynthesis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma', 'Radioisotope Dilution Technique', 'T-Lymphocytes/cytology/*metabolism', 'Tetradecanoylphorbol Acetate/pharmacology', 'Uridine/*metabolism', 'Uridine Triphosphate/metabolism']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Adv Exp Med Biol. 1991;309A:117-20. doi: 10.1007/978-1-4899-2638-8_26.,['10.1007/978-1-4899-2638-8_26 [doi]'],"['0 (Carbon Radioisotopes)', '0 (Nucleic Acids)', '65-47-4 (Cytidine Triphosphate)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)', 'UT0S826Z60 (Uridine Triphosphate)', 'WHI7HQ7H85 (Uridine)']",,,,,,,,,,,,,,
1789185,NLM,MEDLINE,19920323,20190622,0065-2598 (Print) 0065-2598 (Linking),309A,,1991,Biochemical approach to new medications.,1-6,,"['Hitchings, G H']",['Hitchings GH'],"['Wellcome Research Laboratories, Burroughs Wellcome Co., Research Triangle Park, NC 27709.']",['eng'],"['Journal Article', 'Review']",United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,IM,"['Animals', 'Antimetabolites, Antineoplastic/pharmacology/*therapeutic use', 'Drug Design', 'Folic Acid Antagonists/pharmacology/*therapeutic use', 'Humans', 'Leukemia/drug therapy', 'Purines/pharmacology/therapeutic use', 'Pyrimidines/pharmacology/therapeutic use']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Adv Exp Med Biol. 1991;309A:1-6. doi: 10.1007/978-1-4899-2638-8_1.,['10.1007/978-1-4899-2638-8_1 [doi]'],"['0 (Antimetabolites, Antineoplastic)', '0 (Folic Acid Antagonists)', '0 (Purines)', '0 (Pyrimidines)']",,24,,,,,,,,,,,,
1789107,NLM,MEDLINE,19920324,20061115,0513-4870 (Print) 0513-4870 (Linking),26,6,1991,[Synthesis of analogues of carbocyclic nucleoside].,420-5,The derivatives of 5'-dehydroxymethyl carbocyclic nucleoside were synthesized by condensation of cyclopentenyl chloride and corresponding pyrimidines followed by epoxidation and substitution. All compounds were screened for anticancer and antiviral activities and no activity was found.,"['Qiao, L', 'Ma, L T', 'Min, J M', 'Zhang, L H']","['Qiao L', 'Ma LT', 'Min JM', 'Zhang LH']","['School of Pharmaceutical Sciences, Beijing Medical University.']",['chi'],"['English Abstract', 'Journal Article']",China,Yao Xue Xue Bao,Yao xue xue bao = Acta pharmaceutica Sinica,21710340R,IM,"['Animals', '*Antineoplastic Agents', '*Antiviral Agents', 'Hepatitis B virus/drug effects', 'Leukemia L1210/pathology', 'Mice', 'Nucleosides/*chemical synthesis/pharmacology', 'Tumor Cells, Cultured/drug effects']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Yao Xue Xue Bao. 1991;26(6):420-5.,,"['0 (Antineoplastic Agents)', '0 (Antiviral Agents)', '0 (Nucleosides)']",,,,,,,,,,,,,,
1788868,NLM,MEDLINE,19920326,20150505,0201-8470 (Print) 0201-8470 (Linking),63,5,1991 Sep-Oct,"[Isolation, purification and immunologic specificity of monoclonal antibodies to antigen p24 of bovine leukosis virus].",15-20,"The aim of the work is to develop optimal conditions for identification and purification of monoclonal antibodies specific to protein p24 of bovine leukemia virus (p24-BLV). Two schemes of isolation and purification of monoclonal antibodies are compared. Purified monoclonal antibodies contain two subunits with molecular weight of about 22,000 and 50,000 Da as determined by sodium dodecylsulphate polyacrylamide gel electrophoresis. They react with p24-BLV in the immunoblot assay.","['Mishkinene, A E']",['Mishkinene AE'],,['rus'],"['English Abstract', 'Journal Article']",Ukraine,Ukr Biokhim Zh (1978),Ukrainskii biokhimicheskii zhurnal (1978),7804246,IM,"['Animals', 'Antibodies, Monoclonal/immunology/*isolation & purification', 'Antibody Specificity/immunology', 'Cattle', 'Cattle Diseases/*immunology', 'Enzootic Bovine Leukosis/*immunology', 'HIV Core Protein p24/*immunology', 'Molecular Weight']",1991/09/01 00:00,1991/09/01 00:01,['1991/09/01 00:00'],"['1991/09/01 00:00 [pubmed]', '1991/09/01 00:01 [medline]', '1991/09/01 00:00 [entrez]']",ppublish,Ukr Biokhim Zh (1978). 1991 Sep-Oct;63(5):15-20.,,"['0 (Antibodies, Monoclonal)', '0 (HIV Core Protein p24)']","Vydelenie, ochistka i immunologicheskaia spetsifichnost' monoklonal'nykh antitel k antigenu p24 virusa leikoza krupnogo rogatogo skota.",,,,,,,,,,,,,
1788810,NLM,MEDLINE,19920323,20071115,0040-3660 (Print) 0040-3660 (Linking),63,7,1991,[The characteristics of the postsplenectomy hyperthrombocytic syndrome in patients with chronic myeloleukemia].,56-8,"One of the clinical features of chronic myeloid leukemia (CML) after splenectomy lies in the development of an unusual hyperthrombocytic syndrome. In the course of a long-term observation, 12 out of 14 patients subjected to splenectomy demonstrated maximum thrombocytosis ranging from 1.008 X 10(9) to 3.053 X 10(9)/l. Hemorrhagic manifestations occurred in 6 patients, no thromboses were recorded. Postsplenectomy hyperthrombocytosis is to a certain measure resistant to cytostatic therapy. Dissociation may occur--good readings of the leukogram with a high hyperthrombocytosis. According to the authors' and reported data, the postsplenectomy hyperthrombocytic syndrome in ALL patients is fraught with the danger of the occurrence of hemorrhagic manifestations and, to a less degree, of thromboses.","['Berliner, T B', 'Miasnikov, A A', 'Kheifets, L M', 'Polezhaev, Iu N']","['Berliner TB', 'Miasnikov AA', 'Kheifets LM', 'Polezhaev IuN']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Adult', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/*complications/surgery', 'Male', 'Middle Aged', 'Platelet Count', 'Postoperative Complications/blood/*diagnosis/etiology', '*Splenectomy', 'Syndrome', 'Thrombelastography', 'Thrombocytosis/blood/*diagnosis/etiology', 'Time Factors']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1991;63(7):56-8.,,,Ob osobennostiakh postsplenektomicheskogo gipertrombotsitarnogo sindroma u bol'nykh khronicheskim mieloleikozom.,,,,,,,,,,,,,
1788801,NLM,MEDLINE,19920323,20071115,0040-3660 (Print) 0040-3660 (Linking),63,7,1991,[Antithrombocyte antibodies in the serum and on the surface of the thrombocytes in patients with chronic lymphoproliferative diseases].,26-30,"Antiplatelet antibodies were studied in patients with chronic lymphatic leukemia (CLL) using ELISA for detection of serum antibodies and RIA for determination of antibodies associated with platelet surface. Serum antibodies were identified in 1 out of 6 CLL patients with the platelet count 100,000-200,000 per microliter and in 7 out of 54 CLL patients with the platelet count lower than 100,000. Platelet-associated antibodies were not detected in patients with the normal platelet count, but were revealed in 14 out of 25 patients with the platelet count 100,000-200,000 per microliter and in 21 of 27 patients with the platelet count lower than 100,000 per microliter. The presence of a group of thrombocytopenic patients lacking serum or platelet-associated antibodies suggested that the development of thrombocytopenia in CLL could be mediated not only by antibodies but also by other pathogenic mechanisms, i.e. by the depression of megakaryocytes in bone marrow. Increase of the platelet count after steroid and cytostatic treatment in CLL patients correlated with decrease of antiplatelet antibodies. In splenectomized CLL patients, the increase of the platelet count and disappearance of hemorrhage occurred in patients with the low level as well as with the high level of antibodies after the operation.","['Kuznetsov, A I', ""Idel'son, L I"", 'Ivanov, A L', 'Mazurov, A V']","['Kuznetsov AI', ""Idel'son LI"", 'Ivanov AL', 'Mazurov AV']",,['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Adrenal Cortex Hormones/therapeutic use', 'Antibodies/*blood', 'Antineoplastic Agents/therapeutic use', 'Blood Platelets/*immunology', 'Chronic Disease', 'Combined Modality Therapy', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Hairy Cell/immunology/therapy', 'Leukemia, Lymphocytic, Chronic, B-Cell/immunology/therapy', 'Lymphoproliferative Disorders/*immunology/therapy', 'Platelet Count', 'Splenectomy', 'Splenic Neoplasms/immunology/therapy', 'Surface Properties']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1991;63(7):26-30.,,"['0 (Adrenal Cortex Hormones)', '0 (Antibodies)', '0 (Antineoplastic Agents)']",Issledovanie antitrombotsitarnykh antitel v syvorotke i na poverkhnosti trombotsitov bol'nykh khronicheskimi limfoproliferativnymi zabolevaniiami.,,,,,,,,,,,,,
1788792,NLM,MEDLINE,19920323,20060424,0040-3660 (Print) 0040-3660 (Linking),63,7,1991,[Enteropathies in the hematology clinic].,129-34,,"['Parovichnikova, E N', 'Savchenko, V G']","['Parovichnikova EN', 'Savchenko VG']",,['rus'],"['Journal Article', 'Review']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Antineoplastic Combined Chemotherapy Protocols/adverse effects', 'Bacterial Infections/diagnosis/etiology/microbiology', 'Humans', 'Intestinal Diseases/diagnosis/*etiology/microbiology', 'Intestinal Mucosa/drug effects', 'Intestines/microbiology', 'Leukemia/*complications/drug therapy/microbiology']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1991;63(7):129-34.,,,Enteropatii v gematologicheskoi klinike.,20,,,,,,,,,,,,
1788789,NLM,MEDLINE,19920323,20071115,0040-3660 (Print) 0040-3660 (Linking),63,7,1991,[A case of acute myeloblastic leukemia in brothers over 60].,121,,"['Radzhabmadov, S A', 'Ikromov, S A']","['Radzhabmadov SA', 'Ikromov SA']",,['rus'],"['Case Reports', 'Journal Article']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Family Health', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis', 'Male', 'Middle Aged']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1991;63(7):121.,,,Sluchai ostrogo mieloblastnogo leikoza u rodnykh brat'ev v vozraste starshe 60 let.,,,,,,,,,,,,,
1788786,NLM,MEDLINE,19920323,20151119,0040-3660 (Print) 0040-3660 (Linking),63,7,1991,[The results of using differentiated programs of therapy in acute lymphoblastic leukemia in adults].,109-11,"Results of the treatment of 30 adult patients with acute lymphoblastic leukemia are analyzed. Before the treatment was commenced, the patients were distributed into groups with a favourable, intermediate and unfavourable prognosis depending on the signs previously defined by the authors. In the phase of induction and consolidation of a remission, the treatment intensity in these groups varied. The rate of complete remissions (CR) reached 70% in the whole group; provided Ph-positive ALLs were excluded from the analysis, it was 75%, the median duration of the CR amounted to 21 months, the projected 4-year relapse-free survival was 41%. In the group of historic control (31 patients treated in accordance with the unified program), these indicators were 58 and 69%, 18 months, and 21%, respectively. All the differences appeared statistically insignificant. In spite of the total treatment intensification, the rate of lethal outcomes did not rise during remission induction.","['Volkova, M A', 'Perilov, A A', 'Kaletin, G I', 'Tupitsyn, N N', ""Frenkel', M A"", 'Fleishman, E V']","['Volkova MA', 'Perilov AA', 'Kaletin GI', 'Tupitsyn NN', ""Frenkel' MA"", 'Fleishman EV']",,['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Asparaginase/administration & dosage', 'Female', 'Humans', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/mortality', 'Prednisolone/administration & dosage', 'Prognosis', 'Remission Induction', 'Vincristine/administration & dosage']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1991;63(7):109-11.,,"['5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'EC 3.5.1.1 (Asparaginase)', 'LOP protocol']",Rezul'taty primeneniia differentsirovannykh programm terapii ostrogo limfoblastnogo leikoza vzroslykh.,,,,,,,,,,,,,
