PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,GR,PMC,SI,OID,EIN,OTO,OT,GN,OAB,OABL
3857119,NLM,MEDLINE,19850619,20151119,0008-5472 (Print) 0008-5472 (Linking),45,6,1985 Jun,Synergistic effect of 4-hydroperoxycyclophosphamide and etoposide on a human promyelocytic leukemia cell line (HL-60) demonstrated by computer analysis.,2434-9,"Autologous stem cell transplantation using cryopreserved bone marrow offers the opportunity to rescue patients from hematopoietic toxicity caused by intensive chemotherapy. This approach is potentially useful for high-risk leukemias as well as for other cancers. The development of suitable methods for purging malignant cells from the bone marrow will offer a better chance of success for autologous stem cell transplantation. In this paper, we describe our efforts at purging myeloid cells. HL-60, a promyelocytic leukemia cell line, was used as a model. 4-Hydroperoxycyclophosphamide (4-HC) and VP-16-213 (VP-16) (either alone or in combination) were used to treat HL-60 cells and normal bone marrow. The cytotoxic effect of 4-HC (29.2 micrograms/ml; 100 microM) upon the HL-60 cell line was 99.8 +/- 0.12% (SE), and the colony-forming units-granulocyte, macrophage (CFU-cs) of normal bone marrow was inhibited by 82.5%. VP-16, at a concentration of 25 micrograms/ml (42.5 microM), can kill 99% of HL-60 cells and inhibit 72.7% of the CFU-cs. A drug mixture containing 4-HC (29.2 micrograms/ml) and VP-16 (10 micrograms/ml) (combination ratio, 1:0.342) reduces HL-60 cells to an undetectable number, and the CFU-cs were inhibited by 87.2%. The laboratory data were further analyzed for the synergistic effect of these two drugs by quantitative determination of the median effect plot and the multiple drug equation recently described by Chou and Talalay (Adv. Enz. Regul., 22: 27-55, 1984). Interactions of two drugs at different effect levels and at different combination ratios were then determined by computer simulation. At high effect levels, 4-HC and VP-16 in combination gave a synergistic cytocidal effect on HL-60 leukemic cells and gave an antagonistic inhibitory effect on normal bone marrow CFU-cs. This combination greatly increases the safety margin. Computer simulation of a dose effect relationship has also shown that the 4-HC:VP-16 combination ratio of 1:0.342 yields a better selective effect than a ratio of 1:0.856. This quantitative analysis suggests that the combination of these two drugs at the selected dose level offers a good method for purging nonlymphoblastic leukemia cells.","['Chang, T T', 'Gulati, S C', 'Chou, T C', 'Vega, R', 'Gandola, L', 'Ibrahim, S M', 'Yopp, J', 'Colvin, M', 'Clarkson, B D']","['Chang TT', 'Gulati SC', 'Chou TC', 'Vega R', 'Gandola L', 'Ibrahim SM', 'Yopp J', 'Colvin M', 'Clarkson BD']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cell Line', 'Computers', 'Cyclophosphamide/administration & dosage/*analogs & derivatives', 'Drug Synergism', 'Etoposide/*administration & dosage', 'Hematopoietic Stem Cells/drug effects', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Podophyllotoxin/*analogs & derivatives']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",,ppublish,Cancer Res. 1985 Jun;45(6):2434-9.,,"['6PLQ3CP4P3 (Etoposide)', '8N3DW7272P (Cyclophosphamide)', 'L36H50F353 (Podophyllotoxin)', 'U880A4FUDA (perfosfamide)']",['CA-19117/CA/NCI NIH HHS/United States'],,,,,,,,,
3857118,NLM,MEDLINE,19850606,20131121,0008-5472 (Print) 0008-5472 (Linking),45,5,1985 May,Analysis of commitment of human leukemia HL-60 cells to terminal granulocytic maturation.,2334-9,"Analysis of commitment of human promyelocytic leukemia HL-60 cells to terminal granulocytic maturation induced by dimethyl sulfoxide (DMSO) or retinoic acid (RA) was accomplished using biochemical measurements and a plasma clot clonal assay system that permits a high plating efficiency of 40 to 60%. Commitment to granulocytic maturation occurs very rapidly. When cells are exposed to these inducers for only 8 to 18 h, an interval much shorter than a single generation time, and are then subcultured in inducer-free plasma clots, they demonstrate a decrease in proliferative capacity and form colonies composed of mature nitroblue tetrazolium (NBT)-positive cells along with occasional colonies containing both NBT-positive and NBT-negative cells; in both types of colony, the NBT-positive cells are widely dispersed. Undifferentiated HL-60 cells give rise to compact NBT-negative colonies of large size without cell migration. HL-60 cell differentiation induced by either DMSO or RA is associated with a progressive decline in both DNA and RNA synthesis; this includes transcriptional inactivation of ribosomal DNA sequences. In contrast to DMSO, which induces development primarily of metamyelocytes, RA treatment leads to the accumulation of more mature band and segmented neutrophils; sequential exposure of cells pretreated with DMSO to RA alone fails to cause rapid appearance of segmented neutrophils. From these studies, we conclude that HL-60 cells become very rapidly committed to terminal maturation and that DMSO and RA appear to induce granulocytic maturation via two different mechanisms.","['Tsiftsoglou, A S', 'Wong, W', 'Hyman, R', 'Minden, M', 'Robinson, S H']","['Tsiftsoglou AS', 'Wong W', 'Hyman R', 'Minden M', 'Robinson SH']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Cell Differentiation/drug effects', 'Cell Line', 'DNA, Neoplasm/biosynthesis', 'Dimethyl Sulfoxide/pharmacology', 'Granulocytes/*pathology', 'Humans', 'Kinetics', 'Leukemia, Myeloid, Acute/*pathology', 'RNA, Neoplasm/biosynthesis', 'Tretinoin/pharmacology']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",,ppublish,Cancer Res. 1985 May;45(5):2334-9.,,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', '5688UTC01R (Tretinoin)', 'YOW8V9698H (Dimethyl Sulfoxide)']","['AM09834/AM/NIADDK NIH HHS/United States', 'AM17148/AM/NIADDK NIH HHS/United States', 'CA37727/CA/NCI NIH HHS/United States']",,,,,,,,,
3857116,NLM,MEDLINE,19850606,20131121,0008-5472 (Print) 0008-5472 (Linking),45,5,1985 May,"Stability, targeting, and biodistribution of scandium-46- and gallium-67-labeled monoclonal antibody in erythroleukemic mice.",2154-8,"Using a monoclonal antibody specific for the Mr 70,000 glycoprotein of Rauscher erythroleukemia virus, we have determined the optimal conditions for conjugation with the cyclic anhydride of diethylene triamine pentaacetic acid and subsequent labeling with 46Sc. The conjugates were shown to retain their specificity and activity in vitro and to target specifically to virus-infected spleen cells in vivo. The stability of the 46Sc:diethylene triamine pentaacetic acid-antibody conjugates in vivo was studied using immunoaffinity chromatography; 25% of the isotope bound to transferrin, and 75% remained bound to the antibody conjugates. These results are discussed with respect to the potential for labeling antibodies with 47Sc for use in imaging and therapy. Studies with 111In-labeled antibody were used for comparison. Labeling with 67Ga was also performed; these labeled conjugates showed adventitious binding of isotope to the antibody and lack of stability of diethylene triamine pentaacetic acid-chelated gallium. Free EDTA was shown to stably incorporate 67Ga.","['Anderson, W T', 'Strand, M']","['Anderson WT', 'Strand M']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antibodies, Monoclonal/*administration & dosage', 'Drug Stability', 'Female', 'Gallium Radioisotopes/administration & dosage/*metabolism', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Mice', 'Mice, Inbred BALB C', 'Pentetic Acid/administration & dosage', 'Radioisotopes/*metabolism', 'Scandium/administration & dosage/*metabolism', 'Tissue Distribution']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",,ppublish,Cancer Res. 1985 May;45(5):2154-8.,,"['0 (Antibodies, Monoclonal)', '0 (Gallium Radioisotopes)', '0 (Radioisotopes)', '7A314HQM0I (Pentetic Acid)', 'YUJ4U1EW7R (Scandium)']","['1-CP81052/CP/NCI NIH HHS/United States', 'GM 0730909/GM/NIGMS NIH HHS/United States']",,,,,,,,,
3857115,NLM,MEDLINE,19850606,20131121,0008-5472 (Print) 0008-5472 (Linking),45,5,1985 May,Reversible effects of retinoic acid on glycosaminoglycan synthesis during differentiation of HL-60 leukemia cells.,2092-7,"Glycosaminoglycans (GAGs) play an important role in cell-cell and cell-substratum interactions, and undergo specific changes during neutrophil development. Previous studies (Luikart, S.D., Maniglia, C. A., and Sartorelli, A. C. Cancer Res., 44: 2907-2912, 1984) have shown that both dimethyl sulfoxide and 4-beta-phorbol-12-beta-myristate-13-alpha-acetate decreased GAG production by a hypoxanthine-guanine phosphoribosyl transferase-deficient clone of HL-60 promyelocytic leukemia cells prior to the appearance of a mature myeloid or monocytoid phenotype. To expand these investigations further, GAGs were analyzed by cetylpyridinium chloride precipitation and DEAE-Sephacel ion-exchange chromatography after labeling of parental HL-60 cultures with [35S]sulfate and D-[3H]glucosamine for 6 h, following treatment with 1 microM all-trans retinoic acid (RA). Chondroitin sulfate represented the major GAG species produced, although endo-beta-galactosidase-sensitive undersulfated macromolecules which possibly might be keratan sulfate, were also identified. GAG production decreased over a time period of 144 h in culture. RA treatment reduced the amount of radiolabeled cell-associated GAGs by 50% after 48, 96, and 144 h of exposure. In contrast, commitment to myelocytic maturation of the majority (i.e., approximately 60%) of the cells occurred between 72 and 96 h of RA treatment. Concurrently with the appearance of mature granulocytic cells, two-thirds of the radiolabeled GAGs were recovered from the medium, compared to one-third in untreated cultures, a phenomenon that resulted in an overall alteration in the distribution of GAGs. When RA was removed by washing after either 48 h (i.e., precommitment to differentiation) or 96 h (i.e., postcommitment to differentiation), a 1.5- to 3.5-fold increase in GAG production was noted 48 h later; this increase was unrelated to the medium change or to alterations in cell cycle distribution. The amounts of endo-beta-galactosidase-sensitive macromolecules were unaltered. Thus, although 1 microM RA inhibited the synthesis of chondroitin sulfate by HL-60 leukemia cells, this inhibition was reversible by removal of the drug and appeared to be unrelated to the commitment to myelocytic maturation.","['Reiss, M', 'Maniglia, C A', 'Sartorelli, A C']","['Reiss M', 'Maniglia CA', 'Sartorelli AC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Cell Differentiation/drug effects', 'Cells, Cultured', 'Glycosaminoglycans/analysis/*biosynthesis', 'Humans', 'Leukemia, Myeloid, Acute/*metabolism/pathology', 'Tretinoin/*pharmacology']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",,ppublish,Cancer Res. 1985 May;45(5):2092-7.,,"['0 (Glycosaminoglycans)', '5688UTC01R (Tretinoin)']",['CA-02817/CA/NCI NIH HHS/United States'],,,,,,,,,
3857114,NLM,MEDLINE,19850606,20131121,0008-5472 (Print) 0008-5472 (Linking),45,5,1985 May,Switch in differentiative response to maturation inducers of human promyelocytic leukemia cells by prior exposure to alkaline conditions.,2065-9,"The myeloid lineage to which HL-60 promyelocytic leukemia cells will differentiate in response to a chemical differentiation inducer can be switched by altering the pH of the growth medium. Cells passaged previously at pH 7.2 become neutrophiles, and those passaged previously at pH 7.6 become eosinophiles after 5 to 7 days of culture in the presence of 0.5 mM butyric acid. Butyric acid and its analogues are unique in that all other chemical maturation inducers tested, such as dimethyl sulfoxide and retinoic acid, promote neutrophilic differentiation regardless of the prior culture history of the cells. This suggests that lineage commitment and maturational commitment are mechanistically separate processes in this multipotential cell line and can be independently manipulated experimentally.","['Fischkoff, S A', 'Condon, M E']","['Fischkoff SA', 'Condon ME']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Butyrates/pharmacology', 'Butyric Acid', 'Cell Differentiation/drug effects', 'Cells, Cultured', 'Dimethyl Sulfoxide/pharmacology', 'Eosinophils', 'Humans', 'Hydrogen-Ion Concentration', 'Leukemia, Myeloid, Acute/*pathology', 'Neutrophils', 'Structure-Activity Relationship', 'Tretinoin/pharmacology']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",,ppublish,Cancer Res. 1985 May;45(5):2065-9.,,"['0 (Butyrates)', '107-92-6 (Butyric Acid)', '5688UTC01R (Tretinoin)', 'YOW8V9698H (Dimethyl Sulfoxide)']",,,,,,,,,,
3857113,NLM,MEDLINE,19850607,20190816,0165-4608 (Print) 0165-4608 (Linking),17,1,1985 May,Translocation (11;17) (q24;q21) as a variant of translocation (9;11)(p22;q24) in acute monoblastic leukemia.,83-5,,"['Ferro, M T', 'San Roman, C', 'Guzman, M', 'Garcia-Larana, J', 'Odriozola, J']","['Ferro MT', 'San Roman C', 'Guzman M', 'Garcia-Larana J', 'Odriozola J']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Chromosome Banding', '*Chromosomes, Human, 16-18', '*Chromosomes, Human, 6-12 and X', 'Humans', 'Karyotyping', 'Leukemia, Monocytic, Acute/*genetics', 'Male', 'Middle Aged', '*Translocation, Genetic', 'Trisomy']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']","['0165-4608(85)90107-4 [pii]', '10.1016/0165-4608(85)90107-4 [doi]']",ppublish,Cancer Genet Cytogenet. 1985 May;17(1):83-5. doi: 10.1016/0165-4608(85)90107-4.,,,,,,,,,,,,
3857112,NLM,MEDLINE,19850607,20190816,0165-4608 (Print) 0165-4608 (Linking),17,1,1985 May,Translocation (4;11;17) in a case of acute lymphoblastic leukemia.,81-2,,"['Bastard, C', 'Vannier, J P', 'Bizet, M', 'Lenormand, B', 'Tron, P']","['Bastard C', 'Vannier JP', 'Bizet M', 'Lenormand B', 'Tron P']",['eng'],"['Case Reports', 'Letter']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Chromosome Banding', '*Chromosomes, Human, 16-18', '*Chromosomes, Human, 4-5', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', '*Translocation, Genetic']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']","['0165-4608(85)90106-2 [pii]', '10.1016/0165-4608(85)90106-2 [doi]']",ppublish,Cancer Genet Cytogenet. 1985 May;17(1):81-2. doi: 10.1016/0165-4608(85)90106-2.,,,,,,,,,,,,
3857111,NLM,MEDLINE,19850607,20190816,0165-4608 (Print) 0165-4608 (Linking),17,1,1985 May,A review of the t(1;19) breakpoints in acute lymphocytic leukemia.,79-80,,"['Michael, P M', 'Garson, O M', 'Callen, D F']","['Michael PM', 'Garson OM', 'Callen DF']",['eng'],['Letter'],United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Chromosome Banding', '*Chromosomes, Human, 1-3', '*Chromosomes, Human, 19-20', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', '*Translocation, Genetic']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']","['0165-4608(85)90105-0 [pii]', '10.1016/0165-4608(85)90105-0 [doi]']",ppublish,Cancer Genet Cytogenet. 1985 May;17(1):79-80. doi: 10.1016/0165-4608(85)90105-0.,,,,,,,,,,,,
3857110,NLM,MEDLINE,19850607,20190816,0165-4608 (Print) 0165-4608 (Linking),17,1,1985 May,A variant 15;17 translocation in a patient with acute promyelocytic leukemia.,61-7,"We report a 36-year-old male with typical features of acute promyelocytic leukemia (APL) in whom a new variant 15;17 translocation, t(8p+;17q-), was found. Using G- and Q- banding techniques, the chromosome breaks were found to be near the junction of 8p12 and 8p21 and band 17q12, respectively. The breakpoint on 17q in our case was similar to that in previously described cases with a standard translocation (15;17). Consequently, this chromosome break or rearrangement at band 17q12, rather than the recipient site of translocation of the deleted material, appears to be of crucial importance in the genesis of APL.","['Sonoda, Y', 'Misawa, S', 'Maekawa, T', 'Taniwaki, M', 'Abe, T', 'Takino, T']","['Sonoda Y', 'Misawa S', 'Maekawa T', 'Taniwaki M', 'Abe T', 'Takino T']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Adult', 'Bone Marrow/ultrastructure', 'Chromosome Banding', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 16-18', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Male', '*Translocation, Genetic']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']","['0165-4608(85)90102-5 [pii]', '10.1016/0165-4608(85)90102-5 [doi]']",ppublish,Cancer Genet Cytogenet. 1985 May;17(1):61-7. doi: 10.1016/0165-4608(85)90102-5.,,,,,,,,,,,,
3857109,NLM,MEDLINE,19850607,20190816,0165-4608 (Print) 0165-4608 (Linking),17,1,1985 May,"Modal karyotype of human leukemia cell line, K562 (ATCC CCL 243).",55-60,"The chromosome composition of the human leukemic cell line, K562, deposited at the American Type Culture Collection (ATCC) (CCL 243), was studied and further compared with those reported by other laboratories. In CCL 243, the modal karyotype had 55 normal and 14 constitutive marker chromosomes and occurred in nearly 50% of the cultured cell population. Other variant karyotypes were observed either at a low frequency in coexisting minor cell types or only once in all other analyzed metaphases. Normal chromosome #9 and the chronic myeloid leukemia (CML) specific Ph/t(9;22) were absent. It appears that karyotypes of most K562 cultures distributed world-wide are similar to each other, with the stable modal chromosome number, and therefore, the modal karyotype presented here should be useful in karyotypic identification of a cell line.","['Chen, T R']",['Chen TR'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Cell Line', '*Chromosome Aberrations', 'Chromosome Banding', 'Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics', 'Ploidies']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']","['0165-4608(85)90101-3 [pii]', '10.1016/0165-4608(85)90101-3 [doi]']",ppublish,Cancer Genet Cytogenet. 1985 May;17(1):55-60. doi: 10.1016/0165-4608(85)90101-3.,,['0 (Genetic Markers)'],['N0I-CB-14351/CB/NCI NIH HHS/United States'],,,,,,,,,
3857108,NLM,MEDLINE,19850607,20190816,0165-4608 (Print) 0165-4608 (Linking),17,1,1985 May,Cytogenetically distinct leukemic cell lines displaying in vitro specific proliferative and differentiation capacities may account for early disease relapse in the blast phase of CML.,21-8,"The cytogenetic features and the proliferative and differentiation capabilities of blast cell fractions purified on a density gradient were studied in one patient with chronic myeloid leukemia (CML) in blast crisis, both at the emergence and at relapse of the disease. The results show that relapse was due to the appearance of a new leukemic cell line that was characterized by peculiar chromosomal, growth, and differentiation features, which seemingly accounted for early refractoriness to therapy and disease progression.","['Barbieri, D', 'Ferraresi, P', 'Spanedda, R', 'Castoldi, G L']","['Barbieri D', 'Ferraresi P', 'Spanedda R', 'Castoldi GL']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Adult', 'Cell Differentiation', 'Cell Division', 'Cell Line', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics/*pathology', 'Male', 'Prognosis', 'Recurrence', 'Time Factors']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']","['0165-4608(85)90097-4 [pii]', '10.1016/0165-4608(85)90097-4 [doi]']",ppublish,Cancer Genet Cytogenet. 1985 May;17(1):21-8. doi: 10.1016/0165-4608(85)90097-4.,,,,,,,,,,,,
3857107,NLM,MEDLINE,19850607,20190816,0165-4608 (Print) 0165-4608 (Linking),17,1,1985 May,Noninvolvement of chromosome 16 in karyotype evolution of acute myeloid leukemia in a patient with a heritable fragile site on 16q22.,1-12,"A fragile site on the long arm of chromosome #16 (q22) was detected in a 24-year-old man with pancytopenia. During the course of the disease he developed an inverted duplication of region q11-12 of chromosome #1 and a translocation between chromosomes #9 and #13: t(9;13)(p22;q32). These abnormalities, as well as an additional iso-like marker chromosome that consisted of one normal 9p and the abnormal 9p arm, were detected in Epstein-Barr nuclear antigen-positive B-cell cultures. Two years later, evolution of the abnormal clone with loss of chromosome #7 and, subsequently, chromosome #22 occurred in connection with development of acute myeloid leukemia. Although the heritable fragile site on chromosome #16 was present in all cell populations investigated, it was not involved in the evolution of the abnormal karyotype. This fragile chromosome #16 also was found in 4 of 11 family members in whom chromosome analysis was performed, thus suggesting this aberration was inherited in a dominant autosomal pattern. The incidence of the heritable fragile site in normal and leukemic cells of the patient, as well as stimulated blood cultures of his relatives, are reported. In addition, the possible relationship between this constitutional chromosome breakage syndrome and the occurrence of leukemia is analyzed.","['Haas, O A', 'Nacheva, E', 'Schwarzmeier, J D']","['Haas OA', 'Nacheva E', 'Schwarzmeier JD']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Adult', 'Chromosome Banding', 'Chromosome Fragile Sites', '*Chromosome Fragility', 'Chromosomes, Human, 1-3', '*Chromosomes, Human, 16-18', 'Chromosomes, Human, 6-12 and X', 'Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Pedigree']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']","['0165-4608(85)90095-0 [pii]', '10.1016/0165-4608(85)90095-0 [doi]']",ppublish,Cancer Genet Cytogenet. 1985 May;17(1):1-12. doi: 10.1016/0165-4608(85)90095-0.,,['0 (Genetic Markers)'],,,,,,,,,,
3857105,NLM,MEDLINE,19850531,20190619,0008-543X (Print) 0008-543X (Linking),55,10,1985 May 15,Is hypereosinophilic syndrome a malignant disease?,2395-9,"A patient with an abdominal mass for 4 years developed hypereosinophilia and weight loss. Bone marrow aspirations and biopsy specimens showed hypercellularity of eosinophils. No cause for hypereosinophilia was found. Biopsy specimens of several organs, including the abdominal mass, showed eosinophilic infiltration with reactive fibrosis in some. Cytogenetic studies of the bone marrow before treatment with cytoxic drugs showed chromosomal abnormalities. Several of these have been reported in association with acute or eosinophilic leukemias. Based upon these findings, the authors believe that the patient had eosinophilic leukemia and that the abdominal mass probably was an eosinophilic chloroma.","['Goh, K O', 'Ho, F S', 'Tso, S C', 'Ma, J']","['Goh KO', 'Ho FS', 'Tso SC', 'Ma J']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,IM,"['Abdominal Neoplasms/genetics/*pathology', 'Aged', 'Biopsy', 'Bone Marrow/pathology', 'Chromosome Aberrations', 'Eosinophilia/genetics/*pathology', 'Humans', 'Leukemia, Myeloid/*pathology', 'Male']",1985/05/15 00:00,1985/05/15 00:01,['1985/05/15 00:00'],"['1985/05/15 00:00 [pubmed]', '1985/05/15 00:01 [medline]', '1985/05/15 00:00 [entrez]']",['10.1002/1097-0142(19850515)55:10<2395::aid-cncr2820551016>3.0.co;2-u [doi]'],ppublish,Cancer. 1985 May 15;55(10):2395-9. doi: 10.1002/1097-0142(19850515)55:10<2395::aid-cncr2820551016>3.0.co;2-u.,,,,,,,,,,,,
3857104,NLM,MEDLINE,19850531,20190619,0008-543X (Print) 0008-543X (Linking),55,10,1985 May 15,Myelodysplastic syndrome or acute myeloid leukemia? A study of 28 cases presenting with borderline features.,2390-4,"Some patients present borderline features between acute myeloid leukemia (AML) and typical myelodysplastic syndromes (MDS): an excess of blasts insufficient to conclusively diagnose AML, yet above the figures usually compatible with MDS or the presence of Auer rods associated with a moderate excess of blasts. This presents considerable difficulties in diagnosis and management. The authors studied 28 such cases using the French-American-British Co-operative Group (FAB) classification, which groups them into a separate category termed ""refractory anemia with excess of blasts in transformation"" (RAEB-T). This was found to be a heterogenous group. Certain patients (4/28) had a previously established myelodysplasia, but most presented directly as RAEB-T. Two very different pictures emerged: a few patients (4/28) were young, with presentation and evolution similar to classic AML, for whom combination chemotherapy was effective; the majority (20/28) were older, with more varied clinical and cytologic presentation, for whom chemotherapy was of little effect and who presented a picture resembling classic RAEB with a median survival of 10 months.","['Scoazec, J Y', 'Imbert, M', 'Crofts, M', 'Jouault, H', 'Juneja, S K', 'Vernant, J P', 'Sultan, C']","['Scoazec JY', 'Imbert M', 'Crofts M', 'Jouault H', 'Juneja SK', 'Vernant JP', 'Sultan C']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,IM,"['Adolescent', 'Adult', 'Aged', 'Anemia, Aplastic/blood/*diagnosis/drug therapy/pathology', 'Antineoplastic Agents/therapeutic use', 'Bone Marrow/pathology', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/blood/*diagnosis/drug therapy/pathology', 'Male', 'Middle Aged', 'Retrospective Studies']",1985/05/15 00:00,1985/05/15 00:01,['1985/05/15 00:00'],"['1985/05/15 00:00 [pubmed]', '1985/05/15 00:01 [medline]', '1985/05/15 00:00 [entrez]']",['10.1002/1097-0142(19850515)55:10<2390::aid-cncr2820551015>3.0.co;2-b [doi]'],ppublish,Cancer. 1985 May 15;55(10):2390-4. doi: 10.1002/1097-0142(19850515)55:10<2390::aid-cncr2820551015>3.0.co;2-b.,,['0 (Antineoplastic Agents)'],,,,,,,,,,
