PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,GR,PMC,RF,AD,SI,LID,CIN,OID,RIN,ROF,PS,FPS
6450239,NLM,MEDLINE,19810327,20131121,0022-1767 (Print) 0022-1767 (Linking),126,1,1981 Jan,Sensitization of lymphocytes against pooled allogeneic cells. II. Characterization of effector cells cytotoxic for autologous lymphoblastoid cell lines.,375-8,"Stimulation of human lymphocytes in mixed leukocyte culture (MLC) with x-irradiated pooled allogeneic normal cells (poolx) was previously shown to result in generation of effector cells cytotoxic for autologous Epstein-Barr virus- (EBV) transformed lymphoblastoid cell lines (LCL). This study was undertaken to determine whether lysis of the autologous EBV- transformed LCL cells by pool-stimulated cells is mediated by cytotoxic Tc lymphocytes (Tc) or natural killer- (NK) like cells, both of which are generated in MLC. In the first series of experiments, proliferating cells were eliminated by treatment of pool-stimulated cells with 5 X 10(-5) M 5-bromodeoxyuridine (BUdR) and light. The remaining cells failed to lyse allogeneic normal lymphocytes and autologous LCL cells, whereas cytotoxicity against NK-sensitive K562 leukemia cells was retained. In the second series of experiments, pool-stimulated effector cells were treated with monoclonal anti-human Tc cell antibodies, OKT3 or OKT8, and complement (C). The cells recovered after antibody and C treatment were diminished in their ability to lyse allogeneic normal lymphocytes as well as autologous LCL cells, whereas their cytotoxicity against K562 leukemia cells was unaffected. These combined results provide strong evidence that lysis of autologous LCL cells by lymphocytes stimulated with pooled allogeneic normal cells is mediated by Tc rather than NK-like cells.","['Zarling, J M', 'Bach, F H', 'Kung, P C']","['Zarling JM', 'Bach FH', 'Kung PC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,['G34N38R2N1 (Bromodeoxyuridine)'],IM,"['Bromodeoxyuridine/metabolism', 'Cell Line', '*Cytotoxicity, Immunologic', 'Humans', 'Killer Cells, Natural/immunology', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/*immunology', 'T-Lymphocytes/immunology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,J Immunol. 1981 Jan;126(1):375-8.,,['CA26738/CA/NCI NIH HHS/United States'],,,,,,,,,,,
6450213,NLM,MEDLINE,19810317,20190904,0171-5216 (Print) 0171-5216 (Linking),98,1,1980,Mechanism of cytotoxicity of 5-fluorouracil: distinction between the irreversible cytotoxic effect of 5-fluorouridine and the reversible cytotoxic effect of 5-fluoro-2'-deoxyuridine on murine lymphoma L5178Y cells in culture.,85-90,"To determine the relative importance of the DNA and RNA effects in the cytotoxicity of 5-fluorouracil, we determined the effects of brief exposure to 5-fluorouridine and 5-fluoro-2'-deoxyuridine, compared with 5-fluorouracil, on the subsequent growth of murine lymphoma L 5178 Y cells during prolonged incubations following the removal of the drug from the culture medium. 5-Fluoro-2'-deoxyuridine markedly inhibited cell proliferation by continuous exposure. However, its inhibitory effect by exposure even at 1,000 muM for 1 h easily disappeared within 1 week after removal of the drug from the culture medium. This result indicates that the cytotoxic effect of 5-fluoro-2'-deoxyuridine is reversible on cell proliferation. On the other hand, the exposure to 5-fluorouridine, even at the low concentration of 1.5 muM for 1 h, caused a substantial and irreversible inhibition on cell proliferation. The cytotoxic effect of 5-fluorouracil was also an irreversible action similar to that of 5-fluorouridine.","['Kanzawa, F', 'Hoshi, A', 'Kuretani, K']","['Kanzawa F', 'Hoshi A', 'Kuretani K']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Germany,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,7902060,"['039LU44I5M (Floxuridine)', '4K0M952561 (5-fluorouridine)', 'U3P01618RT (Fluorouracil)', 'WHI7HQ7H85 (Uridine)']",IM,"['Animals', 'Cell Division/drug effects', 'Cell Line', 'Floxuridine/*pharmacology', 'Fluorouracil/*pharmacology', 'Leukemia, Experimental/*pathology', 'Mice', 'Uridine/*analogs & derivatives/pharmacology']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,J Cancer Res Clin Oncol. 1980;98(1):85-90. doi: 10.1007/BF00413180.,['10.1007/BF00413180 [doi]'],,,,,,,,,,,,
6450212,NLM,MEDLINE,19810317,20190904,0171-5216 (Print) 0171-5216 (Linking),98,1,1980,Haemopoiesis and immune status during BNU-induced leukaemogenesis in mice.,31-9,"Female BDF1 mice were exposed to 0.04% BNU in the drinking water for 15 weeks. All animals except one observed for more than 3 weeks died of leukaemia. After 1, 2, 3, 5, 7, 10, and 15 weeks of exposure marrow smears, pluripotent (CFU-S) and ganuloid committed (CFU-C) stem cells from bone marrow and spleen, and the lymphocyte response to different T- and B-cell mitogens and to alloantigens were determined. There was a progressive fall of the CFU-S and CFU-C content of the femur and even more in the spleen, and a progressive decrease in the number of normal marrow lymphocytes. After 10 and 15 weeks new ""lymphoid"" cells, presumably leukaemic cells, were seen in marrow. The lymphocyte stimulation assays showed a depressed reactivity, rather uniform in the thymus after more than 1 week and also, with a partial recovery after 3 weeks, in the spleen. The implications of these results for the chemically induced leukaemogenesis are discussed.","['Seidel, H J']",['Seidel HJ'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Germany,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,7902060,"['0 (Carcinogens)', '0 (Nitrosourea Compounds)', '869-01-2 (N-nitrosobutylurea)']",IM,"['Animals', 'Bone Marrow/drug effects', '*Carcinogens/pharmacology', 'Female', 'Granulocytes/drug effects', 'Hematopoiesis/*drug effects', 'Hematopoietic Stem Cells/drug effects', 'Immunity, Cellular/*drug effects', 'Leukemia, Experimental/*chemically induced/immunology/physiopathology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Mice', '*Nitrosourea Compounds/pharmacology', 'Organ Size/drug effects', 'Spleen/drug effects/immunology', 'Thymus Gland/drug effects/immunology']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,J Cancer Res Clin Oncol. 1980;98(1):31-9. doi: 10.1007/BF00413174.,['10.1007/BF00413174 [doi]'],,,,,,,,,,,,
6449987,NLM,MEDLINE,19810317,20061115,0037-9026 (Print) 0037-9026 (Linking),174,1,1980,[New approach to the study of the experimental inhibitory effect of the unicellular alga Chlorella pyrenoidosa against the murine sarcomas BP8 and L1210].,74-81,"In this paper, the authors are relating the inhibitory effect of the unicellular alga Chlorella (Beijerinck, 1890) pyrenoidosa Zeitler and Lund, against the tumoural rodent strains BP8 and L1210, according to the amount of inoculum. The statistical study of the results allows to the conclusive fact of a real protective effect showed by this microorganism and of a demonstrative relation between the amount of the protective material and the tumoural answers the high amount giving a better inhibitory effect. The workers also insist on the lack of pathogenicity presented by the alga used in this study.","['Morin, O', 'Guihard, R', 'Guihard, D', 'Vermeil, C']","['Morin O', 'Guihard R', 'Guihard D', 'Vermeil C']",['fre'],"['Comparative Study', 'English Abstract', 'Journal Article']",Nouvelle contribution a l'etude du role inhibiteur experimental de l'algue unicellulaire Chlorella pyrenoidosa vis-a-vis des sarcomes murins BP8 et L1210.,France,C R Seances Soc Biol Fil,Comptes rendus des seances de la Societe de biologie et de ses filiales,7505439,,IM,"['Animals', 'Chlorella/*physiology', 'Female', 'Leukemia L1210/*therapy', 'Mice', 'Mice, Inbred C3H', 'Sarcoma, Experimental/*therapy', 'Time Factors']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,C R Seances Soc Biol Fil. 1980;174(1):74-81.,,,,,,,,,,,,,
6449819,NLM,MEDLINE,19810226,20071115,0001-5814 (Print) 0001-5814 (Linking),11,3,1980 Jul-Sep,"Plasmapheresis in patients with leukaemia, multiple myeloma and immune complex diseases.",165-71,,"['Mod, A', 'Fust, G', 'Harsanyi, V', 'Natonek, K', 'Poros, A', 'Szabo, J', 'Hollan, S R']","['Mod A', 'Fust G', 'Harsanyi V', 'Natonek K', 'Poros A', 'Szabo J', 'Hollan SR']",['eng'],['Journal Article'],,Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,,IM,"['Humans', 'Immune Complex Diseases/*therapy', 'Leukemia/*therapy', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid/therapy', 'Leukemia, Myeloid, Acute/therapy', 'Multiple Myeloma/*therapy', '*Plasmapheresis']",1980/07/01 00:00,1980/07/01 00:01,['1980/07/01 00:00'],"['1980/07/01 00:00 [pubmed]', '1980/07/01 00:01 [medline]', '1980/07/01 00:00 [entrez]']",ppublish,Acta Haematol Pol. 1980 Jul-Sep;11(3):165-71.,,,,,,,,,,,,,
6449368,NLM,MEDLINE,19810226,20190908,0014-2964 (Print) 0014-2964 (Linking),16,8,1980 Aug,Differences between 5-fluoro-2'-deoxyuridine and 5-fluorouridine in their cytotoxic effect on growth of murine lymphoma L5178Y cells in in vivo and in vitro systems.,1087-92,,"['Kanzawa, F', 'Hoshi, A', 'Kuretani, K']","['Kanzawa F', 'Hoshi A', 'Kuretani K']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Eur J Cancer,European journal of cancer,0074126,"['039LU44I5M (Floxuridine)', '4K0M952561 (5-fluorouridine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Animals', 'Cell Division/drug effects', 'Cell Line', 'Cell Survival/drug effects', 'Cells, Cultured', 'Dose-Response Relationship, Drug', 'Floxuridine/pharmacology/*therapeutic use', 'Leukemia L5178/*drug therapy/pathology', 'Leukemia, Experimental/*drug therapy', 'Male', 'Mice', 'Uridine/*analogs & derivatives/pharmacology/therapeutic use']",1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",ppublish,Eur J Cancer. 1980 Aug;16(8):1087-92. doi: 10.1016/0014-2964(80)90257-1.,['10.1016/0014-2964(80)90257-1 [doi]'],,,,,,,,,,,,
6449340,NLM,MEDLINE,19810219,20190821,0090-1229 (Print) 0090-1229 (Linking),17,4,1980 Dec,T-lymphocyte function in B-cell chronic lymphocytic leukemia.,573-83,,"['Wolos, J A', 'Davey, F R']","['Wolos JA', 'Davey FR']",['eng'],['Journal Article'],,United States,Clin Immunol Immunopathol,Clinical immunology and immunopathology,0356637,['0 (Phytohemagglutinins)'],IM,"['*B-Lymphocytes', 'Cytotoxicity, Immunologic', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Phytohemagglutinins/pharmacology', 'T-Lymphocytes/*immunology']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",ppublish,Clin Immunol Immunopathol. 1980 Dec;17(4):573-83. doi: 10.1016/0090-1229(80)90153-1.,['10.1016/0090-1229(80)90153-1 [doi]'],,,,,,,,,,,,
6449286,NLM,MEDLINE,19810226,20131121,0008-5472 (Print) 0008-5472 (Linking),40,10,1980 Oct,Immunoprophylactic and immunotherapeutic response by concanavalin A-bound tumor vaccine enhanced by chemotherapeutic agents eliminating possible suppressors.,3839-45,"The combined administration of mitomycin C (MMC) on Day 5 and concanavalin A (Con A)-bound L1210 murine leukemia vaccine on Days 1 and 8 induced an enhanced therapeutic response in animals bearing L1210 leukemia greater than that inducible by either of them. The enhancement was dependent on the administration timing of the vaccine, dependent on vaccine-bound Con A, and specific for L1210 leukemia, as evidenced by the fact that no enhancement was induced in P388 leukemic animals. However, the enhancement was dependent on delayed MMC administration, and MMC administered on Day 3 failed to induce the enhancement, indicating that the chemotherapeutic potency of MMC played no major role in the enhancement. These results suggest that the enhancement may be dependent on antileukemia immunity induced by Con A-bound vaccine and may be further potentiated by MMC. A series of experiments comparing immunoprophylactic and immunotherapeutic responses inducible by different chemotherapeutic agents combined with the vaccine suggested that chemotherapeutic agents enhanced the potency of the vaccine by abrogating suppressors associated with vaccine-bound Con A. This hypothesis was supported by the finding that tumor vaccine induced peritoneal cells of tumor-bearing animals were abrogated in their suppressor activity in polyclonal in vitro spleen cell blastogenesis when these animals were further treated with MMC.","['Kataoka, T', 'Ogihara, K', 'Sakurai, Y']","['Kataoka T', 'Ogihara K', 'Sakurai Y']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Cancer Res,Cancer research,2984705R,"['0 (Mitomycins)', '0 (Vaccines)', '11028-71-0 (Concanavalin A)', '8N3DW7272P (Cyclophosphamide)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Concanavalin A/*immunology', 'Cyclophosphamide/administration & dosage', 'Daunorubicin', 'Drug Administration Schedule', 'Immunization', 'Immunotherapy', 'Leukemia L1210/*immunology/prevention & control', 'Male', 'Mice', 'Mitomycins/*administration & dosage', 'Prognosis', 'T-Lymphocytes, Regulatory', 'Vaccines/administration & dosage/*immunology']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",ppublish,Cancer Res. 1980 Oct;40(10):3839-45.,,,,,,,,,,,,,
6449283,NLM,MEDLINE,19810226,20151119,0008-5472 (Print) 0008-5472 (Linking),40,10,1980 Oct,"Effects of N,N'-bis(2-chloroethyl)-N-nitrosourea and 2-[3-(2-chloroethyl)-3-nitrosoureido]-2-deoxy-D-glucopyranose upon the proliferation, DNA synthesis, and viability of cultured sensitive and resistant L1210 cells.",3723-7,"The effects of N,N'-bis(2-chloroethyl)-N-nitrosourea and chlorozotocin upon the proliferation, DNA synthesis, and viability of cultured cells of a sensitive line of L1210 leukemia, a line partially resistant to N,N'-bis(2-chloroethyl)-N-nitrosourea, and a line resistant to cyclophosphamide were determined. The results indicate that neither the effect upon proliferation nor the effect upon DNA synthesis is a good predictor of the extent of cell kill. The similarity of the effects of N,N'-bis(2-chloroethyl)-N-nitrosourea upon these two parameters for the three cell lines indicates that the sensitive and resistant cells are affected to approximately the same extent, but more of the resistant cells survive. Additional studies are required to seek the reasons for this differential survival.","['Wheeler, G P', 'Alexander, J A', 'Adamson, D J']","['Wheeler GP', 'Alexander JA', 'Adamson DJ']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Cancer Res,Cancer research,2984705R,"['3053LTY75Z (chlorozotocin)', '5W494URQ81 (Streptozocin)', '8N3DW7272P (Cyclophosphamide)', '9007-49-2 (DNA)', 'U68WG3173Y (Carmustine)']",IM,"['Animals', 'Carmustine/*pharmacology', 'Cell Division/drug effects', 'Cell Line', 'Cyclophosphamide/pharmacology', 'DNA/biosynthesis', 'Drug Resistance', 'Leukemia L1210/*drug therapy/pathology', 'Mice', 'Streptozocin/*analogs & derivatives/pharmacology', 'Time Factors']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",ppublish,Cancer Res. 1980 Oct;40(10):3723-7.,,,,,,,,,,,,,
6449263,NLM,MEDLINE,19810219,20061115,0037-9026 (Print) 0037-9026 (Linking),174,5,1980,[Kinetics of the propagation of a murine virus (C57Bl mice) in the lymphoid system and bone marrow of rats (study using electron microscopy)].,845-50,"Either a Slow (SL) or Early (EL) type of leukemia are respectively induced in rats by the RadLV-Rs derived BL/F (SL) and BL/F (EL) viral populations. The kinetics of virus propagation was studied comparatively in the thymus, spleen, lymph nodes and bone marrow of rats infected either with BL/F (EL) or BL/F (SL). During the first days after inoculation with BL/F (SL), the viral population increased rapidly in all tissues, reaching a peak at day 8 to 10, except in the lymph nodes which were almost devoid of viral particles. A very different pattern was shown by the EL leukemia, indicating the importance of the early distribution of viruses amongst the lymphoid tissues in view of the further development of the disease. The large amount of viruses observed inside the megakaryocytes and budding from these cells confirm that they play a role in the leukemogenesis.","['de Saint-Georges, L', 'Baugnet-Mahieu, L', 'Janowski, M', 'Van Gorp, U', 'Maisin, J R']","['de Saint-Georges L', 'Baugnet-Mahieu L', 'Janowski M', 'Van Gorp U', 'Maisin JR']",['fre'],"['English Abstract', 'Journal Article']",Cinetique de la propagation d'un virus d'origine murine (C57Bl) dans le systeme lymphoide et dans la moelle osseuse du rat (etude au microscope electronique).,France,C R Seances Soc Biol Fil,Comptes rendus des seances de la Societe de biologie et de ses filiales,7505439,,IM,"['Animals', 'Bone Marrow/*microbiology', 'Kinetics', 'Lymphoid Tissue/*microbiology', 'Mice', 'Microscopy, Electron', 'Rats', 'Retroviridae/*physiology', '*Virus Replication']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,C R Seances Soc Biol Fil. 1980;174(5):845-50.,,,,,,,,,,,,,
6449262,NLM,MEDLINE,19810219,20061115,0037-9026 (Print) 0037-9026 (Linking),174,5,1980,[Ultrastructural characterization of a retrovirus of mice (BL/F) producing leukemia in rats].,840-4,"Two distinct leukemogenic viral subpopulations, BL/F (EL) and BL/F (SL) were derived from RadLV-Rs by propagation in rats. They were purified from the serum and studied by thin section and negative stain electron microscopy. Their ultrastructural organizations were not found to differ significantly from each other or from other murine leukemia viruses for which a detailed model now exists. Our work constitutes to our knowledge a first indepth study of viruses associated with radiation leukemia. It confirms the MuLV model built hitherto exclusively on observations from in vitro grown viruses.","['de Saint-Georges, L', 'Eyden, B P', 'Baugnet-Mahieu, L', 'Janowski, M', 'Van Gorp, U', 'Maisin, J R']","['de Saint-Georges L', 'Eyden BP', 'Baugnet-Mahieu L', 'Janowski M', 'Van Gorp U', 'Maisin JR']",['fre'],"['English Abstract', 'Journal Article']",Caracterisation ultrastructurale d'un retrovirus de souris (BL/F) produisant une leucemie chez le rat.,France,C R Seances Soc Biol Fil,Comptes rendus des seances de la Societe de biologie et de ses filiales,7505439,,IM,"['Animals', 'Leukemia, Experimental/microbiology', 'Lymphoma/microbiology', 'Mice', 'Rats', 'Retroviridae/*ultrastructure']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,C R Seances Soc Biol Fil. 1980;174(5):840-4.,,,,,,,,,,,,,
6449248,NLM,MEDLINE,19810219,20061115,0037-9026 (Print) 0037-9026 (Linking),174,4,1980,[Cytochemical and autoradiographic ultrastructural study of the hairy cell].,702-9,The ribosomal nature of the Hairy cell's Ribosome lamella Complex is given by cytochemical ultrastructural reactions. Using Autoradiography after tritiated uridine incubation no labelling was observed on the nucleolus and in the ribosome lamella Complex. Abnormalities in protein synthesis are thus demonstrated.,"['Goasguen, J', 'Thomas, D']","['Goasguen J', 'Thomas D']",['fre'],"['English Abstract', 'Journal Article']",Etude ultrastructurale cytochimique et autoradiographique du tricholeucocyte.,France,C R Seances Soc Biol Fil,Comptes rendus des seances de la Societe de biologie et de ses filiales,7505439,['0 (Blood Proteins)'],IM,"['Autoradiography', 'Blood Proteins/metabolism', 'Cytoplasmic Granules/analysis', 'Humans', 'Leukemia, Hairy Cell/*pathology', 'Leukocytes/metabolism/*ultrastructure', 'Ribosomes/analysis']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,C R Seances Soc Biol Fil. 1980;174(4):702-9.,,,,,,,,,,,,,
6449134,NLM,MEDLINE,19810129,20171006,0386-300X (Print) 0386-300X (Linking),34,5,1980 Nov,Treatment of refractory acute leukemia with aclacinomycin-A.,349-54,"Twelve patients with refractory acute leukemia (7 patients with acute myelocytic leukemia and 5 patients with acute lymphocytic leukemia) were treated with a new anthracycline antibiotic, aclacinomycin-A (ACM). ACM was administrated by intravenous drip infusion at a dose of 20 mg/day for 7 or 14 days and this was repeated after at least 7 days. Four of 12 patients (33.3%) achieved a complete remission; 3 of 7 acute myelocytic leukemia (42.8%) and 1 of 5 acute lymphocytic leukemia (20.0%). The days required for achieving the complete remission ranged from 23 to 78 days (median: 61) and the total doses of ACM used from 180 to 500 mg (median: 310), and the durations of complete remission from 11 to 28+ weeks (median: 21+). The untoward effects on digestive organs, such as nausea, vomiting and anorexia, and hematological toxicities were frequently seen; however, they were controlled by supportive treatment. Alopecia was not observed. Arrythmia was recognized in one patient at the initiation of ACM infusion with complete remission without withdrawal of ACM. These results suggest that ACM is a potentially effective anthracycline antibiotic in the clinical management of acute leukemia.","['Takahashi, I', 'Hara, M', 'Adachi, T', 'Takaoka, K', 'Sakano, M', 'Lai, M', 'Kohi, F', 'Yorimitsu, S', 'Tokioka, M', 'Kitajima, K', 'Kimura, I', 'Sanada, H']","['Takahashi I', 'Hara M', 'Adachi T', 'Takaoka K', 'Sakano M', 'Lai M', 'Kohi F', 'Yorimitsu S', 'Tokioka M', 'Kitajima K', 'Kimura I', 'Sanada H']",['eng'],['Journal Article'],,Japan,Acta Med Okayama,Acta medica Okayama,0417611,"['0 (Naphthacenes)', '74KXF8I502 (Aclarubicin)']",IM,"['Aclarubicin', 'Adult', 'Aged', 'Female', 'Humans', 'Infusions, Parenteral', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Naphthacenes/administration & dosage/therapeutic use']",1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",ppublish,Acta Med Okayama. 1980 Nov;34(5):349-54. doi: 10.18926/AMO/30544.,['10.18926/AMO/30544 [doi]'],,,,,,,,,,,,
6449005,NLM,MEDLINE,19810129,20190501,0027-8424 (Print) 0027-8424 (Linking),77,7,1980 Jul,Switching on the macrophage-mediated suppressor mechanism by tumor cells to evade host immune surveillance.,4265-9,"The present study demonstrates a unique mechanism for tumor cell-induced immunosuppression. In the presence of a nonsuppressive dose of tumor cells, generation of cytotoxic T cells in the mixed lymphocyte culture (MLC) is completely suppressed by adding exogenous (peritoneal) macrophages (PM phi) after the initiation of the MLC. This indicates that tumor cells can switch on a suppressor mechanism through host macrophages. It has further been determined that suppression can be induced only if resident (splenic) macrophages (SM phi) are exposed to tumor cells prior to addition of PM phi. If SM phi and PM phi are simultaneously present with the tumor cells, induction of suppression is completely precluded. These findings indicate that switching on of the suppressor mechanism by tumor cells has a critical requirement for the collaboration of two populations of macrophages, SM phi and PM phi, and their presence in a specific sequence (SM phi preceding PM phi). This may represent one of the mechanisms by which tumor cells evade host immune surveillance.","['Ting, C C', 'Rodrigues, D']","['Ting CC', 'Rodrigues D']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Animals', 'Cytotoxicity, Immunologic', 'Female', '*Immune Tolerance', '*Immunity, Cellular', '*Immunologic Surveillance', 'Leukemia, Experimental/*immunology', 'Lymphocyte Culture Test, Mixed', 'Macrophages/*immunology', 'Mice', 'Neoplasms, Experimental/*immunology', 'T-Lymphocytes/immunology']",1980/07/01 00:00,1980/07/01 00:01,['1980/07/01 00:00'],"['1980/07/01 00:00 [pubmed]', '1980/07/01 00:01 [medline]', '1980/07/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1980 Jul;77(7):4265-9. doi: 10.1073/pnas.77.7.4265.,['10.1073/pnas.77.7.4265 [doi]'],,PMC349813,,,,,,,,,,
6449003,NLM,MEDLINE,19810129,20190501,0027-8424 (Print) 0027-8424 (Linking),77,7,1980 Jul,Structure of a cloned circular Moloney murine leukemia virus DNA molecule containing an inverted segment: implications for retrovirus integration.,3932-6,"Closed circular Moloney murine leukemia virus (M-MuLV) DNA was prepared from recently infected cells and cloned in a lambda vector. Four classes of cloned M-MuLV inserts were found: Class I, full length 8.8-kilobase (kb) inserts with two tandem long terminal repeats (LTRs) of 600 base pairs; class 2, 8.2-kb inserts with a single copy of a LTR; class 3, M-MuLV DNA inserts with various portions deleted; and class 4, an 8.8-kb insert with an internal sequence inversion. Determination of nucleotide sequence at the junction between the two LTRs from a class 1 insert suggested that circularization occurred by blunt-end ligation of an 8.8-kb linear DNA. The class 4 molecule had an inversion that was flanked by inverted LTRs, each of which had lost two terminal base pairs at the inversion end points. Also, four base pairs that were present only once in standard M-MuLV DNA were duplicated at either end of the inversion. This molecule was interpreted as resulting from an integrative inversion in which M-MuLV DNA has integrated into itself. Its analysis thus provided explicit information concerning the mechanism by which retrovirus DNA integrates into host cell DNA. Models of retrovirus integration based on bacterial DNA transposition mechanisms are proposed.","['Shoemaker, C', 'Goff, S', 'Gilboa, E', 'Paskind, M', 'Mitra, S W', 'Baltimore, D']","['Shoemaker C', 'Goff S', 'Gilboa E', 'Paskind M', 'Mitra SW', 'Baltimore D']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (DNA, Circular)', '0 (DNA, Recombinant)', '0 (DNA, Viral)']",IM,"['Bacteriophage lambda/genetics', 'Base Sequence', 'Chromosome Inversion', 'Cloning, Molecular', 'DNA, Circular/genetics', 'DNA, Recombinant', 'DNA, Viral/*genetics', 'Escherichia coli/genetics', 'Models, Genetic', 'Moloney murine leukemia virus/*genetics', 'Recombination, Genetic']",1980/07/01 00:00,1980/07/01 00:01,['1980/07/01 00:00'],"['1980/07/01 00:00 [pubmed]', '1980/07/01 00:01 [medline]', '1980/07/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1980 Jul;77(7):3932-6. doi: 10.1073/pnas.77.7.3932.,['10.1073/pnas.77.7.3932 [doi]'],"['CA-14051/CA/NCI NIH HHS/United States', 'CA-26717/CA/NCI NIH HHS/United States', 'N01-CP-53562/CP/NCI NIH HHS/United States']",PMC349741,,,,,,,,,,
