PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,SI,GS,RF,PMC,GR,CON,CIN,OID,OAB,OABL,OTO,OT,GN,EIN,RIN
1486758,NLM,MEDLINE,19930224,20190907,0770-3198 (Print) 0770-3198 (Linking),11,4,1992 Dec,Hypercalcaemia and diffuse osteolytic lesions in the acute phase of myeloid splenomegaly.,580,,"['Taillan, B', 'Ferrari, E', 'Garnier, G', 'Vinti, H', 'Pesce, A', 'Dujardin, P']","['Taillan B', 'Ferrari E', 'Garnier G', 'Vinti H', 'Pesce A', 'Dujardin P']",,['eng'],"['Case Reports', 'Letter']",Germany,Clin Rheumatol,Clinical rheumatology,8211469,,IM,"['Blast Crisis', 'Female', 'Humans', 'Hypercalcemia/*etiology', 'Middle Aged', 'Myeloproliferative Disorders/*complications/pathology', 'Osteolysis, Essential/diagnostic imaging/*etiology', 'Radiography', 'Skull/diagnostic imaging', 'Splenomegaly/*complications/pathology']",1992/12/01 00:00,1992/12/01 00:01,['1992/12/01 00:00'],"['1992/12/01 00:00 [pubmed]', '1992/12/01 00:01 [medline]', '1992/12/01 00:00 [entrez]']",ppublish,Clin Rheumatol. 1992 Dec;11(4):580. doi: 10.1007/BF02283127.,,['10.1007/BF02283127 [doi]'],,,,,,,,,,,,,,,
1486569,NLM,MEDLINE,19930225,20190815,0165-4608 (Print) 0165-4608 (Linking),64,2,1992 Dec,"Disappearance of a highly unusual clone, 46,XY,del(7)(p12),t(9;22)(q34;q11) in chronic myeloid leukemia after treatment with recombinant interferon and cytosine arabinoside.",174-7,"A patient with the typical features of the stable phase of chronic myeloid leukemia (CML) displayed two karyotypically related subclones. In addition to the t(9;22), cells from one clone contained a deletion of the short arm of chromosome 7, del(7)(p12), [46,XY,del(7)(p12),t(9;22)(q34;q11)]; the other contained only the standard translocation [46,XY,t(9;22)(q34;q11)]. Cells with a deletion of the short arm of chromosome 7 at band p12 as the only additional abnormality have not been observed previously in CML. Conventional chemotherapy with hydroxyurea and then with recombinant interferon-alpha (rIFN-alpha) did not reduce the population of either subclone. However, after treatment with a combination of rIFN-alpha and low-dose cytosine arabinoside (LoDac) continuously infused subcutaneously (s.c.), cells from the clone with the deleted chromosome 7 disappeared and normal metaphases were demonstrable.","['Christodoulidou, F', 'Silver, R T', 'Macera, M J', 'Verma, R S']","['Christodoulidou F', 'Silver RT', 'Macera MJ', 'Verma RS']","['Division of Hematology/Oncology, Long Island College Hospital--SUNY Health Science Center, Brooklyn 11201.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (Interferon-alpha)', '0 (Recombinant Proteins)', '04079A1RDZ (Cytarabine)']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Chromosome Aberrations', 'Chromosome Banding', '*Chromosome Deletion', 'Chromosomes, Human, Pair 22', 'Chromosomes, Human, Pair 7', 'Chromosomes, Human, Pair 9', 'Cytarabine/administration & dosage', '*Gene Deletion', 'Humans', 'Interferon-alpha/administration & dosage', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/*genetics/therapy', 'Male', 'Recombinant Proteins/administration & dosage', '*Translocation, Genetic']",1992/12/01 00:00,1992/12/01 00:01,['1992/12/01 00:00'],"['1992/12/01 00:00 [pubmed]', '1992/12/01 00:01 [medline]', '1992/12/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Dec;64(2):174-7. doi: 10.1016/0165-4608(92)90351-8.,,"['0165-4608(92)90351-8 [pii]', '10.1016/0165-4608(92)90351-8 [doi]']",,,,,,,,,,,,,,,
1486563,NLM,MEDLINE,19930225,20190815,0165-4608 (Print) 0165-4608 (Linking),64,2,1992 Dec,Deletion (7)(p11p15) in a patient with Philadelphia-positive chronic myelogenous leukemia.,142-4,"We report a case of chronic myelogenous leukemia (CML) with a Philadelphia (Ph) chromosome. During the transformation phase of the disease, a del(7)(p11p15) and a +Ph were identified as additional chromosomal anomalies. We believe that loss of the segment 7p11-->p15 may play an important role in the progression of the disease.","['Carrasco Juan, J L', 'Otero Gomez, A', 'Garcia Miranda, J L', 'Trujillo Gonzalez, M', 'Herrera Fernandez, M', 'Bello Hernandez, T']","['Carrasco Juan JL', 'Otero Gomez A', 'Garcia Miranda JL', 'Trujillo Gonzalez M', 'Herrera Fernandez M', 'Bello Hernandez T']","['Cytogenetics Service, Faculty of Medicine, University of La Laguna, Tenerife, Canary Islands, Spain.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Blast Crisis', 'Chromosome Banding', '*Chromosome Deletion', '*Chromosomes, Human, Pair 7', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', 'Middle Aged']",1992/12/01 00:00,1992/12/01 00:01,['1992/12/01 00:00'],"['1992/12/01 00:00 [pubmed]', '1992/12/01 00:01 [medline]', '1992/12/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1992 Dec;64(2):142-4. doi: 10.1016/0165-4608(92)90344-8.,,"['0165-4608(92)90344-8 [pii]', '10.1016/0165-4608(92)90344-8 [doi]']",,,,,,,,,,,,,,,
1486374,NLM,MEDLINE,19930219,20161123,0007-1285 (Print) 0007-1285 (Linking),65,769,1992 Jan,99Tcm-HMPAO SPECT and magnetic resonance studies in L-asparaginase induced cerebrovascular accident.,78-81,,"['Foreman, N K', 'Mahmoud, H H', 'Langston, J W']","['Foreman NK', 'Mahmoud HH', 'Langston JW']","[""Department of Hematology-Oncology, St Jude Children's Research Hospital, Memphis, TN 38101.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Radiol,The British journal of radiology,0373125,"['0 (Organotechnetium Compounds)', '0 (Oximes)', '3B744AG22N (Technetium Tc 99m Exametazime)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/therapeutic use', 'Asparaginase/*adverse effects', 'Cerebral Hemorrhage/*chemically induced/*diagnosis/diagnostic imaging', 'Female', 'Follow-Up Studies', 'Hematoma/chemically induced/diagnosis/diagnostic imaging', 'Humans', 'Intracranial Embolism and Thrombosis/*chemically induced/*diagnosis/diagnostic imaging', '*Magnetic Resonance Imaging', '*Organotechnetium Compounds', '*Oximes', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy', 'Technetium Tc 99m Exametazime', '*Tomography, Emission-Computed, Single-Photon']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Br J Radiol. 1992 Jan;65(769):78-81. doi: 10.1259/0007-1285-65-769-78.,,['10.1259/0007-1285-65-769-78 [doi]'],,,,,,,,,,,,,,,
1486292,NLM,MEDLINE,19930219,20191028,0268-960X (Print) 0268-960X (Linking),6,4,1992 Dec,Conditioning regimens for allogeneic bone marrow transplantation.,234-42,"Conditioning regimens for transplantation are important in determining transplant outcome. This review focuses on transplantation in aplastic anemia and leukemia using marrow from HLA-identical siblings. Results of conditioning with newer regimens such as busulfan plus cyclophosphamide and etoposide plus total body irradiation are reviewed and compared to results achieved with cyclophosphamide and total body irradiation. The potential for improved results using recent innovations such as dose adjustment of busulfan, agents which may decrease transplant-related toxicity, and directed radiation are discussed.","['Copelan, E A']",['Copelan EA'],"['Department of Internal Medicine, Ohio State University, Columbus.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",England,Blood Rev,Blood reviews,8708558,"['0 (Antilymphocyte Serum)', '04079A1RDZ (Cytarabine)', '6PLQ3CP4P3 (Etoposide)', '8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)', 'Q41OR9510P (Melphalan)']",IM,"['Anemia, Aplastic/surgery', 'Antilymphocyte Serum', '*Bone Marrow Purging/adverse effects', '*Bone Marrow Transplantation/adverse effects', 'Busulfan/administration & dosage/adverse effects', 'Cyclophosphamide/administration & dosage/adverse effects', 'Cytarabine/administration & dosage/adverse effects', 'Etoposide/administration & dosage/adverse effects', 'Humans', 'Leukemia/surgery', 'Lymphocyte Depletion', 'Melphalan/administration & dosage/adverse effects', 'T-Lymphocytes', 'Transplantation, Homologous', 'Whole-Body Irradiation/adverse effects']",1992/12/01 00:00,1992/12/01 00:01,['1992/12/01 00:00'],"['1992/12/01 00:00 [pubmed]', '1992/12/01 00:01 [medline]', '1992/12/01 00:00 [entrez]']",ppublish,Blood Rev. 1992 Dec;6(4):234-42. doi: 10.1016/0268-960x(92)90019-m.,,"['0268-960X(92)90019-M [pii]', '10.1016/0268-960x(92)90019-m [doi]']",,,87,,['CA 16058/CA/NCI NIH HHS/United States'],,,,,,,,,,
1486291,NLM,MEDLINE,19930219,20191028,0268-960X (Print) 0268-960X (Linking),6,4,1992 Dec,Classification of large granular lymphocyte (LGL) and NK-associated (NKa) disorders.,220-33,"Literature trends indicate an increasing awareness regarding the frequency, nature and clinical associations of abnormal and persistent expansions of lymphocytes with cytoplasmic granulation. These particular cells, which represent a minor normal lymphoid subpopulation and are widely referred to as large granular lymphocytes (LGL), generally (but not invariably) express monoclonal antibody-defined membrane NK-associated (NKa) determinants and appear to functionally correspond to those populations involved in cellular cytotoxicity. Increased proportions or absolute numbers of blood lymphocytes with LGL morphology and/or NKa+ phenotypes are associated with a diverse spectrum of clinical (haematological and non-haematological) disorders and may be broadly viewed as secondary (acute and chronic reactive) or primary in nature. Both primary and secondary LGL/NKa+ expansions may be persistent in type and the clinical distinction between the two may be difficult. A number of investigators have proposed schemes for the classification of these disorders but, because of their diversity, abnormal LGL/NKa+ expansions often defy rigid compartmentalisation. This communication examines the general basis of these classifications and illustrates their limitations by reviewing the data for 97 patients recorded in the largest (Yorkshire Leukaemia Group) survey to date of persistent LGL/NKa+ expansions.","['Scott, C S', 'Richards, S J']","['Scott CS', 'Richards SJ']","['Haematological Malignancy Diagnostic Unit, Cookridge Hospital, Leeds, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Blood Rev,Blood reviews,8708558,"['0 (Antigens, CD)', '0 (Biomarkers)']",IM,"['Antigens, CD/analysis', 'Biomarkers', 'Humans', 'Killer Cells, Natural/*pathology', 'Lymphocytes/*pathology', 'Lymphoproliferative Disorders/*classification/pathology', 'Prognosis', 'Reproducibility of Results']",1992/12/01 00:00,1992/12/01 00:01,['1992/12/01 00:00'],"['1992/12/01 00:00 [pubmed]', '1992/12/01 00:01 [medline]', '1992/12/01 00:00 [entrez]']",ppublish,Blood Rev. 1992 Dec;6(4):220-33. doi: 10.1016/0268-960x(92)90018-l.,,"['0268-960X(92)90018-L [pii]', '10.1016/0268-960x(92)90018-l [doi]']",,,19,,,,,,,,,,,,
1486290,NLM,MEDLINE,19930219,20191028,0268-960X (Print) 0268-960X (Linking),6,4,1992 Dec,Intensive chemotherapy in myelodysplastic syndromes.,215-9,"Patients with myelodysplastic syndrome (MDS) who have more than 10% blasts in their bone marrow have a very short survival. Treatment has not improved for these patients for the past 10 years and supportive care alone is still the gold standard. Intensive chemotherapy for poor prognosis MDS has been little tried, but complete remission rates are higher in such studies than in patients with acute myeloid leukaemia (AML) supervening on the MDS. Although these groups may not be comparable, and neither group is representative of the majority of patients with the MDS who are generally older, a case can be made for a randomised prospective study comparing intensive chemotherapy and supportive care alone in poor prognosis MDS. For patients with the myelodysplastic syndrome intensive chemotherapy may carry special risks. The involvement of the whole marrow in the neoplastic clone, and the likelihood of anthracycline resistance are two such hazards which may need to be circumvented.","['Hamblin, T J']",['Hamblin TJ'],"['Department of Haematology, Royal Bournemouth Hospital, UK.']",['eng'],"['Journal Article', 'Review']",England,Blood Rev,Blood reviews,8708558,"['0 (Antibiotics, Antineoplastic)', '0 (Antineoplastic Agents)']",IM,"['Age Factors', 'Antibiotics, Antineoplastic/therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Clinical Trials as Topic/methods', 'Drug Resistance', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/etiology', 'Myelodysplastic Syndromes/*drug therapy/mortality', 'Prognosis', 'Remission Induction', 'Survival Analysis']",1992/12/01 00:00,1992/12/01 00:01,['1992/12/01 00:00'],"['1992/12/01 00:00 [pubmed]', '1992/12/01 00:01 [medline]', '1992/12/01 00:00 [entrez]']",ppublish,Blood Rev. 1992 Dec;6(4):215-9. doi: 10.1016/0268-960x(92)90017-k.,,"['0268-960X(92)90017-K [pii]', '10.1016/0268-960x(92)90017-k [doi]']",,,61,,,,,,,,,,,,
1486289,NLM,MEDLINE,19930219,20191028,0268-960X (Print) 0268-960X (Linking),6,4,1992 Dec,Erythroleukemia: a review of 15 cases meeting 1985 FAB criteria and survey of the literature.,204-14,"Erythroleukemia (EL) is a rare form of myelogenous leukemia the classification and definition of which has evolved over the course of its 80-year descriptive history. In 1976 the French American British (FAB) Cooperative Group included EL within the classification system of acute myelogenous leukemias as AML-M6, and agreed on a quantitative standard to be used in the diagnosis of this disorder. The standards were revised in 1985 to the form in use today. We selected a series of 15 cases from our records which specifically fit the FAB criteria for AML-M6. Extensive direct comparison between our series and the old literature is not practical because of the changes which have occurred in classification and definition of the disease. Overall we found a rough correlation between the clinical and laboratory data shown in the old literature on EL and data from our cases. These cases underscore characteristic laboratory features which correspond to what is now defined as AML-M6: these patients present with pancytopenia, frequent peripheral blood nRBCs and no, or few, peripheral blood blasts. In addition, we note the presence of a hybrid myeloid-erythroid blast in the bone marrow in this disease and suggest that this may be characteristic of this type of AML. Old literature on EL has generally shown it to be a disease of the elderly, yet we found a subset of younger patients whose clinical outcome was significantly better than that of the older patients. Finally, EL has historically been viewed as a disease in which patients progress from a prodrome through erythroleukemia to other acute myeloid leukemia (AML) subtypes. Consistent with this idea, half of our 15 patients had been previously diagnosed with myelodysplastic syndrome or received chemotherapy. On the other hand only one of the 15 patients converted to another type of AML during his course.","['Atkinson, J', 'Hrisinko, M A', 'Weil, S C']","['Atkinson J', 'Hrisinko MA', 'Weil SC']","['Department of Pathology, Northwestern University Medical School, Chicago, Illinois.']",['eng'],"['Journal Article', 'Review']",England,Blood Rev,Blood reviews,8708558,"['0 (Biomarkers, Tumor)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Aged, 80 and over', 'Anemia/etiology', 'Biomarkers, Tumor', 'Bone Marrow/pathology', 'Chromosome Aberrations', 'Erythroid Precursor Cells/pathology', 'Female', 'Humans', 'Incidence', 'Leukemia, Erythroblastic, Acute/classification/complications/*epidemiology/pathology', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/diagnosis/pathology', 'Retrospective Studies']",1992/12/01 00:00,1992/12/01 00:01,['1992/12/01 00:00'],"['1992/12/01 00:00 [pubmed]', '1992/12/01 00:01 [medline]', '1992/12/01 00:00 [entrez]']",ppublish,Blood Rev. 1992 Dec;6(4):204-14. doi: 10.1016/0268-960x(92)90016-j.,,"['0268-960X(92)90016-J [pii]', '10.1016/0268-960x(92)90016-j [doi]']",,,103,,,,,,,,,,,,
1486288,NLM,MEDLINE,19930219,20191210,0268-960X (Print) 0268-960X (Linking),6,4,1992 Dec,Treatment of childhood acute lymphoblastic leukaemia: present issues and future prospects.,193-203,"Modern treatment for acute lymphoblastic leukaemia (ALL) achieves long term survival in two thirds of children, many of whom are truly cured. Recent improvements have occurred as a result of progressive intensification of treatment, particularly during the first 6 months from diagnosis. This article reviews the means of identifying children for whom standard therapy is not appropriate, and the aspects of standard therapy requiring further refinement, in particular central nervous system (CNS) directed treatment and continuing (maintenance) therapy, a concept unique to ALL. Modern methods for identification of minimal residual disease afford the hope that it may become possible to identify both children who have received sufficient treatment and, conversely, those at subsequent risk of relapse. Selection of patients for alternative therapy, for example marrow transplantation in first remission is difficult and this area needs further study. Treatment for the one third of children who relapse remains unsatisfactory and when successful is only achieved with significant morbidity. Most long-term survivors of childhood leukaemia are well and problem-free but a significant number have problems with learning, concentration, growth and development; the risk of second neoplasms remains unclear. Recent years have seen undeniable progress in the treatment of ALL but there is a continuing need to develop effective forms of treatment which have less potential for damaging late effects.","['Chessells, J M']",['Chessells JM'],"['Leukaemia Research Fund Centre for Childhood Leukaemia, Institute of Child Health, London, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Blood Rev,Blood reviews,8708558,,IM,"['Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Combined Modality Therapy', 'Cranial Irradiation/adverse effects', 'Follow-Up Studies', 'Growth Disorders/etiology', 'Humans', 'Learning Disabilities/etiology', 'Neoplasms, Second Primary/etiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/mortality/radiotherapy/surgery', 'Prognosis', 'Remission Induction', 'Salvage Therapy', 'Treatment Outcome']",1992/12/01 00:00,1992/12/01 00:01,['1992/12/01 00:00'],"['1992/12/01 00:00 [pubmed]', '1992/12/01 00:01 [medline]', '1992/12/01 00:00 [entrez]']",ppublish,Blood Rev. 1992 Dec;6(4):193-203. doi: 10.1016/0268-960x(92)90015-i.,,"['0268-960X(92)90015-I [pii]', '10.1016/0268-960x(92)90015-i [doi]']",,,129,,,,,,,,,,,,
1486216,NLM,MEDLINE,19930222,20061115,0965-0407 (Print) 0965-0407 (Linking),4,8-9,1992,Tumor-specific antigens revisited: presentation to the immune system of fusion peptides resulting solely from tumor-specific chromosomal translocations.,315-20,"Adaptive immune responses depend upon recognition by lymphocytes-T of short polypeptide sequences bound to major histocompatibility complex (MHC) molecules. Since endogenous intracellular proteins can be presented to the immune system in this way, any tumor-specific structure may function as a potentially tumor-specific antigen. Fusion proteins arising as a result of chromosomal translocations provide good candidates for novel tumor-specific antigens recognizable by the host immune system. Recent molecular cloning data have demonstrated the existence of mRNAs encoding several different potential tumor-specific fusion proteins in both acute and chronic leukemias, and analysis of a number of these sequences suggests the presence of a newly defined amino acid motif associated with MHC-binding and T cell recognition. Preliminary data suggest the possibility of generating in vitro lymphocyte-T responses to synthetic peptides representing the chimeric sequences. It remains to be seen whether tumor cells themselves can be recognized by lymphocytes-T in vitro and in vivo, and, if so, how leukemia cells escape such immune surveillance in vivo.","['Pawelec, G', 'Kalbacher, H', 'Bruserud, O']","['Pawelec G', 'Kalbacher H', 'Bruserud O']","['Department of Medicine, University of Tubingen, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Oncol Res,Oncology research,9208097,"['0 (Antigens, Neoplasm)', '0 (Peptides)', '0 (Recombinant Fusion Proteins)']",IM,"['Amino Acid Sequence', 'Animals', 'Antigen-Presenting Cells/physiology', 'Antigens, Neoplasm/genetics/*immunology', 'Humans', 'Molecular Sequence Data', 'Neoplasms/*genetics/*immunology', 'Peptides/immunology', 'Recombinant Fusion Proteins/genetics/*immunology', 'T-Lymphocytes/immunology', '*Translocation, Genetic']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Oncol Res. 1992;4(8-9):315-20.,,,,,49,,,,,,,,,,,,
