PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,GR,EIN,CI,TT,SI,CIN,PMC,CON,CN,DEP,LID,OID,SFM,OTO,OT,IR,FIR,IRAD,GN,OAB,OABL,MID,CRI
11575876,NLM,MEDLINE,20011101,20151119,1354-523X (Print) 1354-523X (Linking),7,4,2001 Jul,Mast cell degranulation and the role of T cell RANTES in oral lichen planus.,246-51,"OBJECTIVES: The present study investigated mast cell degranulation in oral lichen planus (OLP) and the effect of OLP lesional T cell supernatants on mast cell degranulation. MATERIALS AND METHODS: Immunohistochemistry was used to identify mast cell degranulation in both OLP (n = 22) and normal control (n = 14) tissues. OLP lesional T cell lines (n = 5) and HMC-1 (a human leukemia mast cell line) were used to examine the effects of OLP T cell supernatants on mast cell degranulation in vitro. RESULTS: Approximately 60% of mast cells were degranulated in OLP. OLP lesional T cells expressed mRNA for RANTES, and TNF-alpha stimulation upregulated OLP lesional T cell RANTES secretion. OLP lesional T cell supernatants induced degranulation of HMC-1 with release of TNF-alpha and histamine. Human recombinant RANTES similarly induced mast cell degranulation. Anti-RANTES antibody blocked OLP lesional T cell supernatant-induced mast cell degranulation. CONCLUSIONS: This study is the first to show that OLP lesional T cells produce and secrete RANTES which triggers human mast cell degranulation. Degranulating mast cells release TNF-alpha which upregulates OLP lesional T cell RANTES secretion. Such a cyclical mechanism may underlie disease chronicity and future therapies may include blocking RANTES or TNF-alpha activity in OLP.","['Zhao, Z Z', 'Sugerman, P B', 'Zhou, X J', 'Walsh, L J', 'Savage, N W']","['Zhao ZZ', 'Sugerman PB', 'Zhou XJ', 'Walsh LJ', 'Savage NW']","['School of Dentistry, The University of Queensland, Brisbane, Australia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,Oral Dis,Oral diseases,9508565,,"['Antibodies', 'Cell Degranulation/immunology/*physiology', 'Cell Line', 'Cell Separation', 'Chemokine CCL5/genetics/immunology/*physiology', 'Enzyme-Linked Immunosorbent Assay', 'Flow Cytometry', 'Gene Expression Regulation', 'Histamine Release/immunology/physiology', 'Humans', 'Immunohistochemistry', 'Lichen Planus, Oral/immunology/*pathology', 'Mast Cells/immunology/*physiology', 'RNA, Messenger/genetics', 'Recombinant Proteins', 'Reverse Transcriptase Polymerase Chain Reaction', 'Statistics, Nonparametric', 'T-Lymphocytes/immunology/*physiology', 'Tumor Necrosis Factor-alpha/physiology', 'Up-Regulation']",2001/09/29 10:00,2001/11/03 10:01,['2001/09/29 10:00'],"['2001/09/29 10:00 [pubmed]', '2001/11/03 10:01 [medline]', '2001/09/29 10:00 [entrez]']",,ppublish,Oral Dis. 2001 Jul;7(4):246-51.,"['0 (Antibodies)', '0 (Chemokine CCL5)', '0 (RNA, Messenger)', '0 (Recombinant Proteins)', '0 (Tumor Necrosis Factor-alpha)']",,,,,,,,,,,,,,,,,,,,,,,,
11575716,NLM,MEDLINE,20011204,20151119,1472-4472 (Print) 1472-4472 (Linking),2,3,2001 Mar,Recent success with the tyrosine kinase inhibitor STI-571--lessons for targeted therapy of cancer.,422-3,,"['Shah, N P', 'Sawyers, C L']","['Shah NP', 'Sawyers CL']","['Department of Medicine, University of California, Los Angeles 90095-1678, USA.']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",England,Curr Opin Investig Drugs,"Current opinion in investigational drugs (London, England : 2000)",100965718,IM,"['Antineoplastic Agents/*therapeutic use', 'Benzamides', 'Clinical Trials, Phase I as Topic', 'Enzyme Inhibitors/therapeutic use', 'Forecasting', 'Gene Targeting', 'Genes, abl/*drug effects', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/genetics/pathology', 'Piperazines/*therapeutic use', 'Protein-Tyrosine Kinases/*antagonists & inhibitors/genetics', 'Pyrimidines/*therapeutic use', 'Remission Induction']",2001/09/29 10:00,2002/01/05 10:01,['2001/09/29 10:00'],"['2001/09/29 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/09/29 10:00 [entrez]']",,ppublish,Curr Opin Investig Drugs. 2001 Mar;2(3):422-3.,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Enzyme Inhibitors)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)']",17,,,,,,,,,,,,,,,,,,,,,,,
11575494,NLM,MEDLINE,20020305,20051117,0008-4166 (Print) 0008-4166 (Linking),47,8,2001 Aug,Do mycoplasmas cause human cancer?,691-7,"A linkage between mycoplasmas and malignancy was mainly proposed in the 1960s when human-associated mycoplasmas were becoming of interest given the novel characterization of the human respiratory pathogen Mycoplasma pneumoniae. Associations with leukemia and other malignancies, however, were largely ascribed to tissue-culture contamination, which is now recognized as a significant potential problem in molecular biology circles. A few epidemiological studies, however, continue to raise concern over such a linkage. As well, in vitro data have demonstrated the potential for some mycoplasmas to induce karyotypic changes and malignant transformation during chronic tissue-culture infestation. As cellular and molecular mechanisms for such transformation become studied, a resurgence of interest in this area is inevitable. A role for mycoplasmas in malignancy of any sort is conjectural, but there remains a need to continue with focussed epidemiological and laboratory investigations.","['Cimolai, N']",['Cimolai N'],"['Department of Pathology and Laboratory Medicine, The University of British Columbia, Vancouver, Canada. ncimolai@cw.bc.ca']",['eng'],"['Journal Article', 'Review']",Canada,Can J Microbiol,Canadian journal of microbiology,0372707,IM,"['Animals', 'Cricetinae', 'Female', 'Humans', 'Leukemia/*etiology', 'Mice', 'Mycoplasma/*pathogenicity', 'Mycoplasma Infections/*complications', 'Neoplasms/*etiology']",2001/09/29 10:00,2002/03/07 10:01,['2001/09/29 10:00'],"['2001/09/29 10:00 [pubmed]', '2002/03/07 10:01 [medline]', '2001/09/29 10:00 [entrez]']",,ppublish,Can J Microbiol. 2001 Aug;47(8):691-7.,,80,,,,,,,,,,,,,,,,,,,,,,,
11574932,NLM,MEDLINE,20011101,20191105,0278-0232 (Print) 0278-0232 (Linking),19,3,2001 Sep,Recent advances in the treatment of AML.,107-18,,"['Macheta, M', 'Yin, J A']","['Macheta M', 'Yin JA']","['University Department of Clinical Haematology, Manchester Royal Infirmary, Manchester, UK.']",['eng'],"['Journal Article', 'Review']",England,Hematol Oncol,Hematological oncology,8307268,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Clinical Trials as Topic', 'Contraindications', 'Hematopoietic Stem Cell Transplantation/adverse effects/standards', 'Humans', 'Leukemia, Myeloid/mortality/*therapy', 'Risk Factors']",2001/09/28 10:00,2001/11/03 10:01,['2001/09/28 10:00'],"['2001/09/28 10:00 [pubmed]', '2001/11/03 10:01 [medline]', '2001/09/28 10:00 [entrez]']","['10.1002/hon.682 [pii]', '10.1002/hon.682 [doi]']",ppublish,Hematol Oncol. 2001 Sep;19(3):107-18. doi: 10.1002/hon.682.,,72,,,,,,,,,,,,,,,,,,,,,,,
11574931,NLM,MEDLINE,20011101,20191105,0278-0232 (Print) 0278-0232 (Linking),19,3,2001 Sep,A comparison of normal and leukemic stem cell biology in Chronic Myeloid Leukemia.,89-106,"Chronic Myeloid Leukemia (CML), a myeloproliferative disease of stem cell origin, is characterized by the presence of the Philadelphia (Ph) chromosome and the bcr-abl oncogene. The BCR-ABL fusion gene product, thought to be causative in CML, has multiple effects on diverse cell functions such as growth, differentiation and turnover as well as adhesion and apoptosis. Persistent Ph-negative progenitors co-exist with leukemic cells, both in the marrow and blood of patients, in the early chronic phase of the disease. Despite accumulating knowledge of hemopoiesis and the disease process, CML remains incurable with conventional chemotherapy. Nonetheless, with the efficacy of the ABL tyrosine kinase inhibitor STI-571 (signal transduction inhibitor 571) as a novel therapy in CML recently being realized in clinical trials, it is therefore timely to review our current understanding of the cell biology of this fascinating disease.","['Jorgensen, H G', 'Holyoake, T L']","['Jorgensen HG', 'Holyoake TL']","['Academic Transfusion Medicine Unit, Department of Medicine, Glasgow Royal Infirmary University Hospital Trust, University of Glasgow, Glasgow, UK. hgj1b@climed.gla.ac.uk']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",England,Hematol Oncol,Hematological oncology,8307268,IM,"['Animals', 'Fusion Proteins, bcr-abl/pharmacology/physiology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*etiology/genetics/pathology', 'Neoplastic Stem Cells/metabolism/pathology/*physiology', 'Philadelphia Chromosome', 'Signal Transduction/drug effects', 'Stem Cells/cytology/metabolism/*physiology', 'Telomere/metabolism']",2001/09/28 10:00,2001/11/03 10:01,['2001/09/28 10:00'],"['2001/09/28 10:00 [pubmed]', '2001/11/03 10:01 [medline]', '2001/09/28 10:00 [entrez]']","['10.1002/hon.667 [pii]', '10.1002/hon.667 [doi]']",ppublish,Hematol Oncol. 2001 Sep;19(3):89-106. doi: 10.1002/hon.667.,"['EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",105,,,"['Copyright 2001 John Wiley & Sons, Ltd.']",,,,,,,,,,,,,,,,,,,,
11574770,NLM,MEDLINE,20011204,20171101,0378-584X (Print) 0378-584X (Linking),24,4,2001 Aug,Documentation of normal and leukemic myelopoietic progenitor cells with high-resolution phase-contrast time-lapse cinematography.,395-402,"The high-resolution phase-contrast, time-lapse cinematography using oil immersion lenses and 16-mm film demonstrates the kinetic cell events as maturation, locomotion, mitosis, and apoptosis of cells cultivated at 37 degrees C for up to 10 days. 0.5 v/v frozen-thawed sera with presumably high cytokine concentrations were added to the plasma or agar clot. Vital progenitor cells from human bone marrow and blood have a large, bright, unstructured nucleus with a large nucleolus and a narrow rim of cytoplasm (nuclear/cytoplasmic volume ratio = 0.7). Their nuclei are 6-14 micrometer in diameter and double their volume within 8 h. Many (70%) move at a mean speed of 2 micrometer/min, and many (30%) multiply with alpha-2alpha mitoses, generating progenitor cell families. Various disturbances during the course of mitosis lead to the formation of polyploid cells, thereby yielding the megakaryocytic cell line. Some of the progenitor cells undergo asymmetric alpha-alphan mitoses: One of the two initially identical daughter cells remains a progenitor cell in the morphological sense, whereas the other daughter cell - depending on the size of its mother cell - matures in the same culture medium to form a granulocytopoietic, monocytopoietic or erythrocytopoietic cell line. - In acute myeloid leukemias (AML), the blasts and their nuclei are slightly larger than the corresponding progenitor cells and move faster (5 micrometer/min). Symmetric alpha-2alpha mitoses permit unlimited multiplication of the leukemic blasts if contact with cytotoxic lymphocytes does not render them apoptotic. This results in more stromal cells than normal. Granulocytopenia, monocytopenia, and anemia occur due to the genetic impairment of signaling control for asymmetric alpha-alphan mitoses, and thrombocytopenia occurs due to the reduction in polyploidization.","['Boll, I T']",['Boll IT'],"['II. Internal Department, Hospital Neukolln, Germany. iboll@rios.de']",['eng'],['Journal Article'],Switzerland,Onkologie,Onkologie,7808556,IM,"['Bone Marrow Cells/*pathology', '*Documentation', 'Hematopoietic Stem Cells/*pathology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Microscopy, Phase-Contrast/*methods', 'Mitosis/physiology']",2001/09/28 10:00,2002/01/05 10:01,['2001/09/28 10:00'],"['2001/09/28 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/09/28 10:00 [entrez]']","['55115 [pii]', '10.1159/000055115 [doi]']",ppublish,Onkologie. 2001 Aug;24(4):395-402. doi: 10.1159/000055115.,,,,,"['Copyright 2001 S. Karger GmbH, Freiburg']",,,,,,,,,,,,,,,,,,,,
11574767,NLM,MEDLINE,20011204,20171101,0378-584X (Print) 0378-584X (Linking),24,4,2001 Aug,[Significance of networking for clinical research in the future].,380-4,,"['Hehlmann, R']",['Hehlmann R'],"['III. Medizinische Universitatsklinik, Klinikum Mannheim, Germany. R.Hehlmann@urz.uni-heidelberg.de']",['ger'],['Journal Article'],Switzerland,Onkologie,Onkologie,7808556,IM,"['Academies and Institutes/*trends', 'Clinical Trials as Topic/*trends', 'Europe', 'Forecasting', 'Germany', 'Humans', 'Leukemia/*therapy', 'Neoplasms/*therapy', 'Patient Care Team/*trends', 'Quality Assurance, Health Care/trends']",2001/09/28 10:00,2002/01/05 10:01,['2001/09/28 10:00'],"['2001/09/28 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/09/28 10:00 [entrez]']","['55112 [pii]', '10.1159/000055112 [doi]']",ppublish,Onkologie. 2001 Aug;24(4):380-4. doi: 10.1159/000055112.,,,,,,Die Bedeutung der Vernetzung fur die klinische Forschung der Zukunft.,,,,,,,,,,,,,,,,,,,
11574763,NLM,MEDLINE,20011204,20171101,0378-584X (Print) 0378-584X (Linking),24,4,2001 Aug,Mito-flag as salvage therapy for relapsed and refractory acute myeloid leukemia.,356-60,"BACKGROUND: This study was performed to examine the feasibility and toxicity of the combination of mitoxantrone, fludarabine, cytarabine as bolus (B) or continuous infusion (CI) and granulocyte- colony stimulating factor (G-CSF) in patients with recurrent and refractory acute myeloid leukemia (AML). PATIENTS AND METHODS: 29 patients with relapsed (n =17) or refractory (n =12) AML were treated with the Mito-FLAG protocol consisting of mitoxantrone (7 mg/m(2), days 1/3/5), fludarabine (15mg/m(2), every 12 h, days 1-5), cytarabine (Ara-C) as bolus infusion (1000 mg/m(2) over 1 h, every 12 h, days 1-5) (n =15) or as continuous infusion (100-150 mg/m(2) over 24 h, days 1-5) (n =14), and G-CSF (5 mgr;g/ kg/day, day 0 until a neutrophile count of 0.5 x10(9)/l). RESULTS: 17 patients (59%) and 1 patient (3%) achieved complete remission (CR) and partial remission (PR), respectively; thus the overall response rate was 62%. Following Mito-FLAG, 5 patients with CR underwent high-dose therapy (HDT) with allogeneic (n = 2) or autologous (n = 3) stem cell transplantation (SCT). With a median follow-up of 28 (range 6-54) months, 4 transplanted patients are alive in CR (n = 2) or in relapse (n = 2). The median duration of event-free survival (EFS) and overall survival (OS) was 3.2 and 6.8 months, and probabilities of EFS and OS after 1 year were 14 and 34%, respectively. The 1-year rates for EFS and OS in this group were 18 and 53%, respectively. Median duration of WHO grade 4 granulocytopenia and thrombocytopenia was 20 and 23 days, respectively. Nonhematological side effects were moderate, predominantly reaching WHO grades 1-2. Neutropenic fever was seen in 85% of courses, with a median duration of 4 (1-38) days. Four patients (14%) suffered an early death because of aplasia (n = 2), pneumonia (n =1) or progressive AML (1 nonresponding patient). CONCLUSIONS: Our data suggest that the Mito-FLAG protocol is feasible and can be safely performed with both schedules of Ara-C. In this study the regimens have shown high efficacy and acceptable toxicity in patients with relapsed or refractory AML. We currently examine the importance of bolus versus continuous infusion of Ara-C as part of the Mito-FLAG regimen in a prospective randomized multicenter trial.","['Hanel, M', 'Friedrichsen, K', 'Hanel, A', 'Herbst, R', 'Morgner, A', 'Neser, S', 'Nicklisch, M', 'Teich, M', 'Ehninger, G', 'Fiedler, F']","['Hanel M', 'Friedrichsen K', 'Hanel A', 'Herbst R', 'Morgner A', 'Neser S', 'Nicklisch M', 'Teich M', 'Ehninger G', 'Fiedler F']","['Abteilung Hamatologie, Klinik fur Innere Medizin III/Kuchwald, Klinikum Chemnitz gGmbH, Chemnitz.']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",Switzerland,Onkologie,Onkologie,7808556,IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Bone Marrow Transplantation', 'Cytarabine/administration & dosage/adverse effects', 'Disease-Free Survival', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Female', 'Granulocyte Colony-Stimulating Factor/administration & dosage/adverse effects', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/mortality', 'Male', 'Middle Aged', 'Mitoxantrone/administration & dosage/adverse effects', 'Pilot Projects', '*Salvage Therapy', 'Survival Rate', 'Vidarabine/administration & dosage/adverse effects/*analogs & derivatives']",2001/09/28 10:00,2002/01/05 10:01,['2001/09/28 10:00'],"['2001/09/28 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/09/28 10:00 [entrez]']","['55107 [pii]', '10.1159/000055107 [doi]']",ppublish,Onkologie. 2001 Aug;24(4):356-60. doi: 10.1159/000055107.,"['04079A1RDZ (Cytarabine)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', 'BZ114NVM5P (Mitoxantrone)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",,,,"['Copyright 2001 S. Karger GmbH, Freiburg']",,,,,,,,,,,,,,,,,,,,
11574494,NLM,MEDLINE,20011204,20190513,0268-1161 (Print) 0268-1161 (Linking),16,10,2001 Oct,Follicular fluid concentration of leukaemia inhibitory factor is decreased among women with polycystic ovarian syndrome during assisted reproduction cycles.,2073-8,"BACKGROUND: The possibility that a specific cytokine profile could be detected in the ovaries of patients with polycystic ovarian syndrome (PCOS) was investigated. METHOD: Enzyme-linked immunosorbent assay (ELISA) or bioassays were used to assess the concentrations of leukaemia inhibitory factor (LIF), tumour necrosis factor, interleukin 11, gamma interferon, progesterone and oestradiol in follicular fluids from preovulatory follicles collected after ovarian stimulation from 15 PCOS patients, 15 infertile control patients with regular cycles, and 8 oocyte donors. RESULTS: LIF and progesterone concentrations were significantly lower in the follicular fluid of PCOS patients (LIF median: 265 pg/ml) compared with controls (LIF median: 816 pg/ml); LIF and progesterone follicular fluid concentrations were correlated (r = 0.720, P = 0.0001). The LH/FSH ratio was negatively correlated with LIF concentrations (r = - 0.714, P = 0.0075). Although the PCOS and control patients did not differ significantly in age, ovarian reserve or IVF indication, the implantation rate was significantly lower among the women with PCOS (IR = 9 versus 21%, P = < 0.01). CONCLUSION: The specific cytokine profile of the PCOS patients is probably related to the lower implantation rate since follicular fluid LIF appears to function as an embryotrophic agent.","['Ledee-Bataille, N', 'Lapree-Delage, G', 'Taupin, J L', 'Dubanchet, S', 'Taieb, J', 'Moreau, J F', 'Chaouat, G']","['Ledee-Bataille N', 'Lapree-Delage G', 'Taupin JL', 'Dubanchet S', 'Taieb J', 'Moreau JF', 'Chaouat G']","['Service de Gynecologie-Obstetrique et Medecine de la Reproduction, Hopital Antoine Beclere, 157 Rue de la Porte de Trivaux, 92140 Clamart, France. Ledeenathalie@aol.com']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Hum Reprod,"Human reproduction (Oxford, England)",8701199,IM,"['Adult', 'Cytokines/metabolism', 'Estradiol/metabolism', 'Female', '*Fertilization in Vitro', 'Follicular Fluid/*metabolism', 'Growth Inhibitors/*metabolism', 'Humans', 'Infertility, Female/metabolism', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/*metabolism', 'Oocytes', 'Osmolar Concentration', 'Ovulation Induction', 'Polycystic Ovary Syndrome/*metabolism', 'Progesterone/metabolism', 'Tissue Donors', 'Treatment Outcome']",2001/09/28 10:00,2002/01/05 10:01,['2001/09/28 10:00'],"['2001/09/28 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/09/28 10:00 [entrez]']",['10.1093/humrep/16.10.2073 [doi]'],ppublish,Hum Reprod. 2001 Oct;16(10):2073-8. doi: 10.1093/humrep/16.10.2073.,"['0 (Cytokines)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (LIF protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Lymphokines)', '4G7DS2Q64Y (Progesterone)', '4TI98Z838E (Estradiol)']",,,,,,,,,,,,,,,,,,,,,,,,
11574215,NLM,MEDLINE,20011207,20190513,1010-7940 (Print) 1010-7940 (Linking),20,4,2001 Oct,Surgery for pulmonary aspergilloma in post-tuberculous vs. immuno-compromised patients.,728-33,"OBJECTIVE: To compare the outcome of surgical resection for aspergilloma between patients with post-tuberculous complex and neutropenia. METHODS: We retrospectively reviewed our surgical experience with pulmonary resection for aspergilloma in 30 patients. Of the 20 patients with complex aspergilloma complicating healed tuberculosis (group 1), 14 were male and six were female with an average age of 54 years (SD 7). The indication for surgery was recurrent haemoptysis in all and there were 17 lobectomies, two pneumonectomies and one bilateral lobectomy. There were ten patients with acute myeloid or lymphoid leukemia (group 2), six male and four female with an average age of 26 years (SD 4). Twelve lesions required lobectomy in eight and wedge excision in four. RESULTS: In group 1 there was one post-operative death (5%), in a patient with massive haemoptysis and completely destroyed lungs with bilateral upper lobe aspergilloma secondary to pneumonia. Morbidity accounted for 25% (five patients), two required re-exploration for bleeding, two had prolonged air leak more than 7 days and one developed empyema. The later was treated with drainage and rib resection. One patient had recurrence of haemoptysis during the follow up period (mean 42 months). In group 2 there was no mortality or morbidity and six patients proceeded to bone marrow transplantation with no complication or recurrence. CONCLUSIONS: Surgical resection for pulmonary aspergilloma in selected patients provides the best chance of cure. Pulmonary resection for post-tuberculous complex aspergilloma is associated with higher morbidity than resection for immuno-compromised patients.","['Al-Kattan, K', 'Ashour, M', 'Hajjar, W', 'Salah El Din, M', 'Fouda, M', 'Al Bakry, A']","['Al-Kattan K', 'Ashour M', 'Hajjar W', 'Salah El Din M', 'Fouda M', 'Al Bakry A']","['King Khalid University Hospital, P.O. Box 18097, Riyadh 11415, Saudi Arabia. kkattan@kfshrc.edu.sa']",['eng'],['Journal Article'],Germany,Eur J Cardiothorac Surg,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,8804069,IM,"['Adult', 'Aged', 'Aspergillosis/diagnostic imaging/*surgery', 'Female', 'Humans', 'Lung Diseases, Fungal/diagnostic imaging/*surgery', 'Male', 'Middle Aged', 'Neutropenia/diagnostic imaging/*surgery', 'Opportunistic Infections/diagnostic imaging/*surgery', '*Pneumonectomy', 'Postoperative Complications/diagnostic imaging/surgery', 'Reoperation', 'Risk Factors', 'Tomography, X-Ray Computed', 'Treatment Outcome', 'Tuberculosis, Pulmonary/diagnostic imaging/*surgery']",2001/09/28 10:00,2002/01/05 10:01,['2001/09/28 10:00'],"['2001/09/28 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/09/28 10:00 [entrez]']","['S1010794001008375 [pii]', '10.1016/s1010-7940(01)00837-5 [doi]']",ppublish,Eur J Cardiothorac Surg. 2001 Oct;20(4):728-33. doi: 10.1016/s1010-7940(01)00837-5.,,,,,,,,,,,,,,,,,,,,,,,,,
