PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,IP,AB,AID,PMC,OID,OAB,OABL,OTO,OT,GN,CIN,AD
1071982,NLM,MEDLINE,19770729,20171116,0003-4150 (Print) 0003-4150 (Linking),51,1976 Nov-Dec,[Toxoplasmosis and transfusion].,625-35,"['Beauvais, B', 'Garin, J F', 'Lariviere, M', 'Languillat, G', 'Galal, H']","['Beauvais B', 'Garin JF', 'Lariviere M', 'Languillat G', 'Galal H']",['fre'],"['Case Reports', 'Journal Article']",Toxoplasmose et transfusion,France,Ann Parasitol Hum Comp,Annales de parasitologie humaine et comparee,0376525,,IM,"['Adult', 'Animals', 'Blood Donors', 'Humans', 'Leukemia, Myeloid/parasitology', 'Male', 'Mice', 'Middle Aged', 'Time Factors', 'Toxoplasmosis/*transmission', '*Transfusion Reaction']",1976/11/01 00:00,1976/11/01 00:01,['1976/11/01 00:00'],"['1976/11/01 00:00 [pubmed]', '1976/11/01 00:01 [medline]', '1976/11/01 00:00 [entrez]']",ppublish,Ann Parasitol Hum Comp. 1976 Nov-Dec;51(6):625-35.,6,,,,,,,,,,,
1071980,NLM,MEDLINE,19770718,20190616,0077-8923 (Print) 0077-8923 (Linking),276,1976,Immunogenicity of modified tumor cells in syngenic hosts.,61-74,"['Prager, M D', 'Gordon, W C', 'Baechtel, F S']","['Prager MD', 'Gordon WC', 'Baechtel FS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Antibodies, Neoplasm)', '0 (Lipopolysaccharides)', 'EC 3.5.1.1 (Asparaginase)', 'ZRH8M27S79 (Iodoacetamide)']",IM,"['Animals', 'Antibodies, Neoplasm/*biosynthesis', 'Antibody Specificity', 'Ascitic Fluid/immunology', 'Asparaginase/therapeutic use', '*Immunity, Cellular', 'Immunization', '*Immunotherapy', 'Iodoacetamide/immunology', 'Leukemia L1210/immunology/therapy', 'Lipopolysaccharides/therapeutic use', 'Lymphoma/*immunology/therapy', 'Mice', 'Mice, Inbred Strains', 'Neoplasms, Experimental/*immunology/therapy']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1976;276:61-74. doi: 10.1111/j.1749-6632.1976.tb41636.x.,,"Modified tumor cells were used to immunize three murine hosts against syngenic ascitic lymphomas: C3H-6C3HED, BALB/c-P1798, and DBA/2-L1210. When the host was capable of a significant immune response against the malignant cells during progressive tumor growth (e.g., C3H vs. 6C3HED), protective immunization against a larger challenge tumor dose was achieved after fewer vaccinations. Lipopolysaccharide (LPS) enhanced host response to iodoacetamide (IAd) modified P1798 and L1210 so as to confer resistance after fewer immunizations with these weakly antigenic tumors. Similarities among the three systems were also seen. Modified cells may be stored at 4 degrees C several weeks and are effective when 107-108 are given i.p.; resistance appears maximal about one week after vaccination. In immunotherapy trials, C3H mice implanted with 5 x 104 6C3HED cells and treated at least four times with IAd-6C3HED demonstrated a 25% cure rate. A model was presented for evaluating parameters of response to immunotherapy in conjunction with chemotherapy. Cell-mediated immunity in resistant mice was demonstrated by inhibition of DNA synthesis in cultures of lymphoma cells and sensitized peritoneal cells (PEC) compared to that with nonimmune PEC. This assay system may also provide an opportunity for examining the hypothesis of immunostimulation of tumor growth in vitro. Humoral response to modified cells was established by membrane immunofluorescence. Although anti-6C3HED and anti-L1210 appear specific, anti-P1798 antiserum reacts with BALB/c thymocytes and murine fetal antigen.",['10.1111/j.1749-6632.1976.tb41636.x [doi]'],,,,,,,,,
1071978,NLM,MEDLINE,19770718,20190616,0077-8923 (Print) 0077-8923 (Linking),276,1976,Mode of action of mycobacterial fractions in antitumor immunity: preliminary evidence for a direct nonspecific stimulatory effect of MER on immunologically reactive cells.,536-49,"['Weiss, D W', 'Kuperman, O', 'Fathallah, N', 'Kedar, E']","['Weiss DW', 'Kuperman O', 'Fathallah N', 'Kedar E']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,['Y4S76JWI15 (Methanol)'],IM,"['Animals', 'Cytotoxicity Tests, Immunologic', '*Immunity, Cellular', 'Immunization, Passive', 'Leukemia, Experimental/*immunology', 'Lymph Nodes/immunology', 'Lymphocytes/immunology', 'Macrophages/immunology', 'Methanol', 'Mice', 'Mice, Inbred Strains', 'Mycobacterium/*immunology', 'Plasmacytoma/*immunology', 'Solubility', 'Spleen/immunology', 'Time Factors']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1976;276:536-49. doi: 10.1111/j.1749-6632.1976.tb41680.x.,,,['10.1111/j.1749-6632.1976.tb41680.x [doi]'],,,,,,,,,
1071977,NLM,MEDLINE,19770718,20211203,0077-8923 (Print) 0077-8923 (Linking),276,1976,Nonspecific activation of macrophages for antitumor immunity.,520-8,"['Strauss, R R', 'Mills, L', 'Patel, N']","['Strauss RR', 'Mills L', 'Patel N']",['eng'],['Journal Article'],,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Thioglycolates)', 'EC 1.1.1.49 (Glucosephosphate Dehydrogenase)', 'EC 1.11.1.- (Peroxidases)']",IM,"['Animals', 'Ascitic Fluid/cytology', 'Drug Administration Schedule', 'Female', 'Friend murine leukemia virus', 'Glucosephosphate Dehydrogenase/metabolism', '*Immunity, Cellular', 'Immunosuppression Therapy', 'Leukemia, Erythroblastic, Acute/immunology', 'Leukemia, Experimental/*immunology', 'Macrophages/drug effects/enzymology/*immunology', 'Mice', 'Mice, Inbred Strains', 'Peroxidases/metabolism', 'Spleen/immunology/microbiology', 'Splenomegaly/prevention & control', 'Thioglycolates/administration & dosage/*pharmacology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1976;276:520-8. doi: 10.1111/j.1749-6632.1976.tb41678.x.,,,['10.1111/j.1749-6632.1976.tb41678.x [doi]'],,,,,,,,,
1071976,NLM,MEDLINE,19770718,20190616,0077-8923 (Print) 0077-8923 (Linking),276,1976,The effect of immune modulators on the oncogenic process: adjuvant effect of Staphylococcus aureus in treating murine leukemia.,513-9,"['Chirigos, M A', 'Theodore, T']","['Chirigos MA', 'Theodore T']",['eng'],['Journal Article'],,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Adjuvants, Immunologic)', '0 (Nitrosourea Compounds)']",IM,"['*Adjuvants, Immunologic/administration & dosage', 'Animals', '*Antibody Formation', 'Cell Membrane/immunology', 'Immunotherapy', 'Injections, Intradermal', 'Injections, Intraperitoneal', 'Leukemia, Experimental/*therapy', 'Male', 'Mice', 'Moloney murine leukemia virus', 'Nitrosourea Compounds/therapeutic use', 'Staphylococcus aureus/*immunology/ultrastructure', 'Time Factors']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1976;276:513-9. doi: 10.1111/j.1749-6632.1976.tb41677.x.,,,['10.1111/j.1749-6632.1976.tb41677.x [doi]'],,,,,,,,,
1071975,NLM,MEDLINE,19770718,20190616,0077-8923 (Print) 0077-8923 (Linking),276,1976,Influence of immune stimulators on viral leukemogenesis.,502-12,"['Marx, P A', 'Wheelock, E F']","['Marx PA', 'Wheelock EF']",['eng'],['Journal Article'],,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Polysaccharides)', '63231-63-0 (RNA)']",IM,"['Animals', 'Antibody Formation/*drug effects', 'Erythrocytes/immunology', 'Female', 'Friend murine leukemia virus', '*Immunotherapy', 'Leukemia, Erythroblastic, Acute/therapy', 'Leukemia, Experimental/*therapy', 'Mice', 'Mice, Inbred DBA', '*Polysaccharides/pharmacology/therapeutic use', '*RNA/pharmacology/therapeutic use']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1976;276:502-12. doi: 10.1111/j.1749-6632.1976.tb41676.x.,,"Injection of RNA, extracted from statolon by the SDS-phenol method, into FLV-infected mice 24 hours before SRBC immunization restored the immune response to SRBC to normal levels. Leukemosuppression was observed in 50% of the RNA-treated FLV-infected mice. These RNA-treated mice were clinically normal 25 days after infection, whereas all untreated infected mice developed erythroleukemia. Furthermore, all RNA-treated mice with suppressed erythroleukemia produced antibody which was cytotoxic for Friend leukemia cells. Our studies, and studies by others, indicate that the immunostimulatory and leukemosuppressive principle in statolon appears to be a dsRNA.",['10.1111/j.1749-6632.1976.tb41676.x [doi]'],,,,,,,,,
1071970,NLM,MEDLINE,19770718,20211203,0077-8923 (Print) 0077-8923 (Linking),276,1976,Reversal of immunosuppression induced by murine leukemia viruses.,431-41,"['Bendinelli, M', 'Toniolo, A']","['Bendinelli M', 'Toniolo A']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Antigens)', '0 (Immunoglobulin M)', '0 (Lipopolysaccharides)']",IM,"['Animals', '*Antibody Formation/drug effects', 'Antigens', 'Ascitic Fluid/immunology', 'Dose-Response Relationship, Immunologic', 'Erythrocytes/immunology', 'Friend murine leukemia virus', 'Immunoglobulin M/biosynthesis', '*Immunosuppression Therapy', 'Leukemia, Experimental/*immunology', 'Lipopolysaccharides/pharmacology', 'Macrophages/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Spleen/immunology', 'Tumor Virus Infections/*immunology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1976;276:431-41. doi: 10.1111/j.1749-6632.1976.tb41668.x.,,"BALB/c mice infected with Rowson-Parr virus, a lymphatic leukemia virus isolated from the Friend complex, undergo a rapid depression of antibody response. Spleen cells from these mice in culture show a similar deficit in the response to stimulation with sheep red cells and inhibit the reactivity of normal splenocytes. In an attempt to reverse this immunosuppression, near normal responses were obtained in vitro from infected splenocytes by increasing antigen dose, by adding E. coli lipopolysaccharide, or, more effectively, by cocultivating with small numbers of unfractionated or T cell-depleted peritoneal exudate cells (PC), whereas other manipulations proved ineffective. PC did not prevent the inhibition of normal splenocytes by infected spleen cells, but exhibited substantial restorative activity in vivo. In similar experiments, the immunosuppression exerted by the entire Friend complex could be reversed by PC in vitro but not in vivo. These results indicate that a functional deficit of macrophages may be partially responsible for the immunological impairment induced by leukemia viruses and suggest rational approaches to evaluate the relevance of this impairment to oncogenesis.",['10.1111/j.1749-6632.1976.tb41668.x [doi]'],,,,,,,,,
1071968,NLM,MEDLINE,19770718,20190616,0077-8923 (Print) 0077-8923 (Linking),276,1976,Discussion paper: loss of antigenicity associated with deletion of Ia alloantigens in a mutant line of guinea pig L2C leukemia.,381-5,"['Forni, G', 'Shevach, E M', 'Green, I']","['Forni G', 'Shevach EM', 'Green I']",['eng'],['Journal Article'],,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Antigens, Neoplasm)', '0 (Histocompatibility Antigens)', '0 (Isoantigens)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Animals', '*Antigens, Neoplasm/analysis', 'Genes', 'Guinea Pigs', '*Histocompatibility Antigens', '*Isoantigens/analysis', 'Karyotyping', 'Leukemia, Experimental/genetics/*immunology', 'Mutation', 'Receptors, Antigen, B-Cell/analysis']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1976;276:381-5. doi: 10.1111/j.1749-6632.1976.tb41663.x.,,,['10.1111/j.1749-6632.1976.tb41663.x [doi]'],,,,,,,,,
1071962,NLM,MEDLINE,19770718,20190616,0077-8923 (Print) 0077-8923 (Linking),276,1976,Tumor infiltrating lymphocytes.,207-16,"['Klein, E', 'Becker, S', 'Svedmyr, E', 'Jondal, M', 'Vanky, F']","['Klein E', 'Becker S', 'Svedmyr E', 'Jondal M', 'Vanky F']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,,IM,"['Animals', 'Bone Neoplasms/immunology', 'Burkitt Lymphoma/*immunology', 'Cytotoxicity Tests, Immunologic', 'Humans', '*Immunity, Cellular', 'Infectious Mononucleosis/*immunology', 'Lymph Nodes/immunology', 'Lymphocytes/*immunology', 'Mice', 'Moloney murine leukemia virus', 'Nasopharyngeal Neoplasms/*immunology', 'Neoplasm Metastasis', 'Osteosarcoma/immunology', 'Sarcoma, Experimental/*immunology', 'Spleen/immunology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1976;276:207-16. doi: 10.1111/j.1749-6632.1976.tb41647.x.,,,['10.1111/j.1749-6632.1976.tb41647.x [doi]'],,,,,,,,,
1071936,NLM,MEDLINE,19770718,20110728,0001-5806 (Print) 0001-5806 (Linking),39,1976 Dec,[Studies on chromatin in rat granulocytic sarcoma (author's transl)].,851-61,"['Sano, S', 'Tsuruoka, N']","['Sano S', 'Tsuruoka N']",['jpn'],"['English Abstract', 'Journal Article']",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (Chromatin)', '0 (Nucleic Acids)']",IM,"['Animals', 'Chromatin/*isolation & purification', 'Leukemia, Myeloid/*genetics/metabolism', 'Nucleic Acids/metabolism', 'Rats', 'Sarcoma/*genetics/metabolism']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1976 Dec;39(6):851-61.,6,,,,,,,,,,,
1071935,NLM,MEDLINE,19770718,20110728,0001-5806 (Print) 0001-5806 (Linking),39,1976 Dec,[Analysis of organellar RNA in granulocytic sarcoma of rat (author's transl)].,842-50,"['Kusagaya, M']",['Kusagaya M'],['jpn'],"['English Abstract', 'Journal Article']",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (RNA, Neoplasm)']",IM,"['Animals', 'Leukemia, Myeloid/*analysis/ultrastructure', 'RNA, Neoplasm/*analysis', 'Rats', 'Sarcoma/*analysis/ultrastructure']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1976 Dec;39(6):842-50.,6,,,,,,,,,,,
1071934,NLM,MEDLINE,19770718,20110728,0001-5806 (Print) 0001-5806 (Linking),39,1976 Dec,[Regulation of hematopoiesis in erythroleukemia--A study on the depression of hematopoiesis following blood transfusion and spontaneous cyclic fluctuation of circulating granulocyte and platelet counts (author's transl)].,830-41,"['Hotta, T', 'Yamada, H']","['Hotta T', 'Yamada H']",['jpn'],"['English Abstract', 'Journal Article']",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adolescent', 'Adult', '*Blood Cell Count', '*Blood Platelets', '*Blood Transfusion', 'Female', '*Granulocytes', '*Hematopoiesis', 'Humans', 'Leukemia, Erythroblastic, Acute/*blood', '*Leukocytes', 'Male', 'Middle Aged']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1976 Dec;39(6):830-41.,6,,,,,,,,,,,
1071933,NLM,MEDLINE,19770718,20110728,0001-5806 (Print) 0001-5806 (Linking),39,1976 Dec,[Atypical granulocytic leukemia with preleukemic pancytopenic state: Bone marrow studies on 4 autopsy cases (author's transl)].,821-9,"['Kikuchi, M', 'Shimizu, K', 'Nagafuchi, Y']","['Kikuchi M', 'Shimizu K', 'Nagafuchi Y']",['jpn'],"['English Abstract', 'Journal Article']",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Aged', 'Bone Marrow/*pathology', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', 'Pancytopenia/*pathology', 'Preleukemia/*pathology']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1976 Dec;39(6):821-9.,6,,,,,,,,,,,
1071909,NLM,MEDLINE,19770729,20191028,0098-0366 (Print) 0098-0366 (Linking),2,1976 Jul,Extinction of globin gene expression in human fibroblast x mouse erythroleukemia cell hybrids.,373-84,"['Deisseroth, A', 'Velez, R', 'Burk, R D', 'Minna, J', 'Anderson, W F', 'Nienhuis, A']","['Deisseroth A', 'Velez R', 'Burk RD', 'Minna J', 'Anderson WF', 'Nienhuis A']",['eng'],['Journal Article'],,United States,Somatic Cell Genet,Somatic cell genetics,7506054,"['0 (DNA, Neoplasm)', '0 (RNA, Messenger)', '9004-22-2 (Globins)']",IM,"['Animals', 'DNA, Neoplasm/analysis', 'Fibroblasts', '*Genes', 'Globins/*biosynthesis', 'Humans', '*Hybrid Cells', 'In Vitro Techniques', 'Leukemia, Erythroblastic, Acute/*pathology', 'Leukemia, Experimental/pathology', 'Mice', 'Phenotype', 'RNA, Messenger/analysis', 'Transcription, Genetic']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",ppublish,Somatic Cell Genet. 1976 Jul;2(4):373-84. doi: 10.1007/BF01538841.,4,"We have chosen human fibroblast x mouse erythroleukemia hybrid cells as a model system to examine regulation of unique genes. The globin genes were studied as a marker of erythroid differentiation. Three separate hybrid cell lines were incubated in 2% dimethylsulfoxide, an agent which induces erythroid differentiation of the parental erythroleukemia cells. Neither human nor mouse globin mRNA sequences could be detected by a sensitive molecular hybridization assay which utilized globin complementary D N A. However, td n a from one of the cell lines was shown to contain both the mouse and humand globin genes. Thus, loss of the genes by chromosomal segregation did not account for their failure to be expressed. Cocultivation of the mouse erythroleukemia cells with excess human fibroblasts did not prevent erythroid differentiation of the erythroleukemia cells in the presence of dimethylsulfoxide. Similarly globin gene expression was preserved in tetraploid cells generated by fusion of two erythroleukemia lines. Thus, extinction of globin geneated by fusion of two erythroleukemia lines. Thus, extinction of blobin gene expression in the human fibroblast x erythroleukemia hybrids occurred at the level of mRNA production and appeared to be due to the presence of the fibroblast genome within the hybrial cell.",['10.1007/BF01538841 [doi]'],,,,,,,,,
1071901,NLM,MEDLINE,19770718,20131121,0018-2052 (Print) 0018-2052 (Linking),25,1976 Sep,Complications of intrathecal methotrexate prophylaxis and treatment of central nervous system leukemia in children.,107-13,"['Kobayashi, Y', 'Ishigame, Y', 'Hara, M', 'Nitta, Y', 'Higaki, T']","['Kobayashi Y', 'Ishigame Y', 'Hara M', 'Nitta Y', 'Higaki T']",['eng'],"['Case Reports', 'Journal Article']",,Japan,Hiroshima J Med Sci,Hiroshima journal of medical sciences,0421060,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Central Nervous System Diseases/*drug therapy/prevention & control', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Injections, Spinal', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Methotrexate/administration & dosage/*adverse effects']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",ppublish,Hiroshima J Med Sci. 1976 Sep;25(2-3):107-13.,2-3,,,,,,,,,,,
1071900,NLM,MEDLINE,19770718,20041117,0377-9343 (Print) 0377-9343 (Linking),18,1976 Apr,Chronic myeloid leukaemia with pulmonary involvement: (a case-report).,108-10,"['Singh, M M', 'Biswas, S K', 'Gupta, H D', 'Bhakta, S U']","['Singh MM', 'Biswas SK', 'Gupta HD', 'Bhakta SU']",['eng'],"['Case Reports', 'Journal Article']",,India,Indian J Chest Dis Allied Sci,The Indian journal of chest diseases & allied sciences,7612044,,IM,"['Adult', 'Chronic Disease', 'Humans', 'Leukemia, Myeloid/complications/*diagnosis', 'Lung Neoplasms/*diagnosis', 'Male']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",ppublish,Indian J Chest Dis Allied Sci. 1976 Apr;18(2):108-10.,2,,,,,,,,,,,
1071878,NLM,MEDLINE,19770622,20190823,0004-8291 (Print) 0004-8291 (Linking),6,1976 Oct,Smooth muscle-associated contractile protein in human and experimental acute leukaemias.,459-62,"['Toh, B H', 'Muller, H K', 'Cauchi, M N']","['Toh BH', 'Muller HK', 'Cauchi MN']",['eng'],['Journal Article'],,Australia,Aust N Z J Med,Australian and New Zealand journal of medicine,1264322,"['0 (Antigens, Neoplasm)', '0 (Muscle Proteins)']",IM,"['Acute Disease', 'Animals', 'Antigens, Neoplasm/*analysis', 'Humans', 'Leukemia, Experimental/immunology', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Liver/immunology', 'Lymph Nodes/immunology', 'Muscle Proteins/*immunology', 'Muscle, Smooth/*immunology', 'Rats', 'Spleen/immunology']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",ppublish,Aust N Z J Med. 1976 Oct;6(5):459-62. doi: 10.1111/j.1445-5994.1976.tb03035.x.,5,"Cells from ten human myeloblastic leukaemias and from spontaneous rat myeloblastic and lymphoblastic leukaemias were examined by indirect immunofluorescence with human serum containing smooth muscle antibody. Strong positive cell outline staining of blast cells was seen in cryostat sections of rat leukaemic lymph nodes, spleen and liver. In cell smears of human and rat leukaemias, cell outline fluorescence was restricted to cells in close contact with each other. Membrane immunofluorescence tests of suspensions of viable leukaemic cells were negative. Specificity of the immunofluorescent staining reaction was established by failure to obtain staining with normal serum, or with smooth muscle antibody serum neutralized by homogenates of smooth muscle or extracts containing actin derived from smooth muscle. These observations suggest that smooth muscle-associated microfilaments are present in leukaemic blast cells and that expression of the antigen is dependent on cell-cell contact. The presence of this antigen may facilitate leukaemic infiltration of tissues.",['10.1111/j.1445-5994.1976.tb03035.x [doi]'],,,,,,,,,
1071848,NLM,MEDLINE,19770630,20071115,0042-8809 (Print) 0042-8809 (Linking),22,1976 Jan-Feb,[Adenase of formed elements of blood of donors and of patients with different blood diseases].,117-9,"['Sokovnina, Ia M', 'Debov, S S']","['Sokovnina IaM', 'Debov SS']",['rus'],"['English Abstract', 'Journal Article']",Adenaza formennykh elementov krovi donorov i liudei s razlichnymi zabolevaniiami krovi,Russia (Federation),Vopr Med Khim,Voprosy meditsinskoi khimii,0416601,['EC 3.5.4.- (Aminohydrolases)'],IM,"['Acute Disease', 'Aminohydrolases/*blood', 'Blood Cells/*enzymology', '*Blood Donors', 'Blood Platelets/enzymology', 'Chromatography, Paper', 'Erythrocytes/enzymology', 'Humans', 'Leukemia/*enzymology', 'Leukemia, Lymphoid/enzymology', 'Leukemia, Myeloid/enzymology', 'Leukocytes/enzymology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Vopr Med Khim. 1976 Jan-Feb;22(1):117-9.,1,"The adenase activity was determined in erythrocytes, leucocytes and thrombocytes of donors and of patients with chronic lympholeucosis, chronic myeloleucosis and acute leucosis. A decrease in specific activity of the enzyme was observed in erythrocytes of the patients. In the leucocytes the adenase activity was not found both in normal persons and in all the patients examined. It was shown that the adenase is present in thrombocytes of the patients. Complete absence of the adenase activity was noted in the thrombocytes of healthy donors.",,,,,,,,,,
1071813,NLM,MEDLINE,19770630,20091111,0033-4979 (Print) 0033-4979 (Linking),12,1976 Jun,[Agnogenic myeloid metaplasia (author's transl)].,162-72,"['Catena, R', 'Gambetti, M', 'Gaspari, G', 'Scandellari, A']","['Catena R', 'Gambetti M', 'Gaspari G', 'Scandellari A']",['ita'],"['Case Reports', 'English Abstract', 'Journal Article']",Metaplasia mieloide agnogenica,Italy,Quad Sclavo Diagn,Quaderni Sclavo di diagnostica clinica e di laboratorio,0040616,,IM,"['Bone and Bones/pathology', 'Diagnosis, Differential', 'Erythrocytes', 'Female', 'Humans', 'Leukemia, Myeloid/diagnosis', 'Middle Aged', '*Primary Myelofibrosis/diagnosis/pathology', 'Spleen/pathology', 'Trisomy']",1976/06/01 00:00,1976/06/01 00:01,['1976/06/01 00:00'],"['1976/06/01 00:00 [pubmed]', '1976/06/01 00:01 [medline]', '1976/06/01 00:00 [entrez]']",ppublish,Quad Sclavo Diagn. 1976 Jun;12(2):162-72.,2,"The AA., present a case of ""agnogenic myeloid metaplasia"" (MMA). They describe the principal findings that have led to this diagnosis: Fe59-erythrocynesis, radiologic study of skeleton and cytogenetic study. Fe59-erythrocynesis have shown an hypergetting of spleen and liver and an hypogetting of skeleton. The radiography of skeleton and particularly of humerus, femur and pelvis have shown a diffuse osteosclerosis with rare osteolytic areas. The cytogenetic study have shown an alteration with C-group trisomy.",,,,,,,,,,
1071795,NLM,MEDLINE,19770611,20071115,0552-2080 (Print) 0552-2080 (Linking),21,1976 Jul,[Treatment of acute leukemia in the phase of complete remission].,9-13,"['Kovaleva, L G', 'Isaev, V G']","['Kovaleva LG', 'Isaev VG']",['rus'],"['Case Reports', 'English Abstract', 'Journal Article']",Lechenie bol'nykh ostrym leikozom v faze polnoi remissii,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/administration & dosage/therapeutic use', 'Drug Administration Schedule', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Middle Aged', 'Remission, Spontaneous']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1976 Jul;21(7):9-13.,7,,,,,,,,,,,
