PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,TT,RF,PS,FPS,OID,OTO,OT,GN
6790617,NLM,MEDLINE,19811029,20111117,0022-1767 (Print) 0022-1767 (Linking),127,3,1981 Sep,Monoclonal antibody OKT-9 recognizes the receptor for transferrin on human acute lymphocytic leukemia cells.,1256-8,"The monoclonal antibody OKT-9 recognizes a surface protein of human lymphocytes that consists of a disulfide bonded homodimer of m.w. 200,000 intact and 95,000 reduced. A similar protein is precipitated by transferrin-agarose, but not by agarose alone. Peptide mapping by limited proteolysis shows that the proteins precipitated by OKT-9 antibodies and transferrin-agarose are homologous. It is concluded that OKT-9 antibodies recognize the transferrin receptor. Expression of receptors for transferrin may be useful as a marker for activated or dividing cells.","['Goding, J W', 'Burns, G F']","['Goding JW', 'Burns GF']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', '*Antibodies', 'Antibodies, Monoclonal', 'Electrophoresis, Polyacrylamide Gel', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Mice', 'Molecular Weight', '*Receptors, Immunologic', 'Sheep', 'Transferrin/*metabolism']",,1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",,ppublish,J Immunol. 1981 Sep;127(3):1256-8.,"['0 (Antibodies)', '0 (Antibodies, Monoclonal)', '0 (Receptors, Immunologic)', '0 (Transferrin)']",,,,,,,,,
6790368,NLM,MEDLINE,19811014,20161123,0390-6078 (Print) 0390-6078 (Linking),65,6,1980 Dec,Cerebral aspergillosis in a child with acute lymphoblastic leukemia. A case report.,773-9,,"['Masera, G', 'Scotti, G', 'Uderzo, C', 'Auriti, L', 'Perrone, P', 'Di Grandi, C', 'Bracchi, M', 'Sanchioni, L']","['Masera G', 'Scotti G', 'Uderzo C', 'Auriti L', 'Perrone P', 'Di Grandi C', 'Bracchi M', 'Sanchioni L']",['eng'],"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,IM,"['Aspergillosis/*diagnosis/etiology', 'Brain/diagnostic imaging/pathology', 'Brain Diseases/*diagnosis/etiology', 'Child', 'Humans', 'Leukemia, Lymphoid/*complications', 'Male', 'Tomography, X-Ray Computed']",,1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",,ppublish,Haematologica. 1980 Dec;65(6):773-9.,,,,,,,,,,
6790367,NLM,MEDLINE,19811014,20071115,0390-6078 (Print) 0390-6078 (Linking),65,6,1980 Dec,Oculomotor nerve paresis-presenting sign of acute myeloblastic leukemia in a patient with polycythemia vera.,769-72,,"['Garfinkel, D', 'Shoenfeld, Y', 'Gadoth, N', 'Pinkhas, J']","['Garfinkel D', 'Shoenfeld Y', 'Gadoth N', 'Pinkhas J']",['eng'],"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,IM,"['Female', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*etiology', 'Middle Aged', 'Ophthalmoplegia/*etiology', 'Polycythemia Vera/*complications']",,1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",,ppublish,Haematologica. 1980 Dec;65(6):769-72.,,,,,,,,,,
6790167,NLM,MEDLINE,19811025,20131121,0008-5472 (Print) 0008-5472 (Linking),41,9 Pt 1,1981 Sep,Recovery of the in vivo cytotoxic T-cell response in cyclophosphamide-treated mice by injection of mixed-lymphocyte-culture supernatants.,3663-5,Mice given injections of high antileukemic doses of cyclophosphamide lost the capacity to generate cytotoxic T-cells in vivo to allogeneic tumor cells. These low responses were not due to the elimination of cytotoxic T-lymphocyte precursors because normal cytotoxic responses were obtained in vivo after cyclophosphamide treatment by injection of helper factor derived from mixed-lymphocyte-culture supernatants.,"['Merluzzi, V J', 'Kenney, R E', 'Schmid, F A', 'Choi, Y S', 'Faanes, R B']","['Merluzzi VJ', 'Kenney RE', 'Schmid FA', 'Choi YS', 'Faanes RB']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Cell Line', 'Cyclophosphamide/*pharmacology', 'Cytotoxicity, Immunologic/drug effects', 'Interleukin-1', 'Leukemia L1210/*immunology', 'Lymphocytes/*drug effects/immunology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Proteins/*administration & dosage/immunology', 'Time Factors', 'Transplantation, Isogeneic']",,1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",,ppublish,Cancer Res. 1981 Sep;41(9 Pt 1):3663-5.,"['0 (Interleukin-1)', '0 (Proteins)', '8N3DW7272P (Cyclophosphamide)']","['CA-16271/CA/NCI NIH HHS/United States', 'CA-26335/CA/NCI NIH HHS/United States', 'CA-26508/CA/NCI NIH HHS/United States']",,,,,,,,
6790004,NLM,MEDLINE,19811029,20190501,0267-0623 (Print) 0267-0623 (Linking),283,6288,1981 Aug 8,Multimodal treatment in operable breast cancer.,437,,"['Rizzo, S C', 'Ricevuti, G', 'Gamba, G', 'Grignani, G']","['Rizzo SC', 'Ricevuti G', 'Gamba G', 'Grignani G']",['eng'],"['Case Reports', 'Letter']",England,Br Med J (Clin Res Ed),British medical journal (Clinical research ed.),8302911,IM,"['Breast Neoplasms/*drug therapy', 'Cyclophosphamide/adverse effects', 'Drug Therapy, Combination', 'Female', 'Fluorouracil/adverse effects', 'Humans', 'Leukemia/*chemically induced', 'Methotrexate/adverse effects', 'Middle Aged']",PMC1506581,1981/08/08 00:00,1981/08/08 00:01,['1981/08/08 00:00'],"['1981/08/08 00:00 [pubmed]', '1981/08/08 00:01 [medline]', '1981/08/08 00:00 [entrez]']",['10.1136/bmj.283.6288.437-a [doi]'],ppublish,Br Med J (Clin Res Ed). 1981 Aug 8;283(6288):437. doi: 10.1136/bmj.283.6288.437-a.,"['8N3DW7272P (Cyclophosphamide)', 'U3P01618RT (Fluorouracil)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,,,
6789937,NLM,MEDLINE,19811014,20190501,0267-0623 (Print) 0267-0623 (Linking),283,6284,1981 Jul 11,Long survival in acute myelogenous leukaemia.,139,,"['Freeman, C B', 'Harris, R', 'Taylor, G M']","['Freeman CB', 'Harris R', 'Taylor GM']",['eng'],['Letter'],England,Br Med J (Clin Res Ed),British medical journal (Clinical research ed.),8302911,IM,"['Humans', 'Immunotherapy', 'Leukemia, Myeloid, Acute/*mortality']",PMC1506069,1981/07/11 00:00,1981/07/11 00:01,['1981/07/11 00:00'],"['1981/07/11 00:00 [pubmed]', '1981/07/11 00:01 [medline]', '1981/07/11 00:00 [entrez]']",['10.1136/bmj.283.6284.139 [doi]'],ppublish,Br Med J (Clin Res Ed). 1981 Jul 11;283(6284):139. doi: 10.1136/bmj.283.6284.139.,,,,,,,,,,
6789886,NLM,MEDLINE,19811025,20190610,0006-3002 (Print) 0006-3002 (Linking),676,2,1981 Aug 17,Involvement of glycosaminoglycans in detachment of early myeloid precursors from bone-marrow stromal cells.,129-36,"Fibroblast-like cells were obtained by in vitro cultivation of needle aspirations of human bone-marrow. These cells show a unique composition of coat-associated glycosaminoglycans: 10% chondroitin 4-sulfate, 30% hyaluronic acid and 60% heparan sulfate which were resolved and characterized by electrophoresis, nitrous acid treatment and enzymatic degradation. Chondroitin 4-sulfate is the only glycosaminoglycan detectable on the surface of mature granulocytes, whereas the immature cells do not seem to possess surface glycosaminoglycans. Immature hemopoietic cells can adhere on to marrow-derived fibroblast cells, whereas mature granulocytes cannot. Treatment with mucopolysaccharidases of both mature leukocytes and marrow stromal cells can interfere in these adhesive relationships, suggesting a role of glycosaminoglycans in regulating short-range interactions during hematopoiesis.","['Del Rosso, M', 'Cappelletti, R', 'Dini, G', 'Fibbi, G', 'Vannucchi, S', 'Chiarugi, V', 'Guazzelli, C']","['Del Rosso M', 'Cappelletti R', 'Dini G', 'Fibbi G', 'Vannucchi S', 'Chiarugi V', 'Guazzelli C']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['*Bone Marrow Cells', 'Cell Adhesion/drug effects', 'Chondroitin Sulfates/metabolism', 'Fibroblasts/*metabolism', 'Glycosaminoglycans/*metabolism', 'Heparitin Sulfate/metabolism/pharmacology', 'Humans', 'Hyaluronic Acid/metabolism', 'Hyaluronoglucosaminidase/pharmacology', 'Leukemia/blood', 'Leukocytes/*metabolism', 'Polysaccharide-Lyases/pharmacology']",,1981/08/17 00:00,1981/08/17 00:01,['1981/08/17 00:00'],"['1981/08/17 00:00 [pubmed]', '1981/08/17 00:01 [medline]', '1981/08/17 00:00 [entrez]']","['0304-4165(81)90180-X [pii]', '10.1016/0304-4165(81)90180-x [doi]']",ppublish,Biochim Biophys Acta. 1981 Aug 17;676(2):129-36. doi: 10.1016/0304-4165(81)90180-x.,"['0 (Glycosaminoglycans)', '9004-61-9 (Hyaluronic Acid)', '9007-28-7 (Chondroitin Sulfates)', '9050-30-0 (Heparitin Sulfate)', 'EC 3.2.1.35 (Hyaluronoglucosaminidase)', 'EC 4.2.2.- (Polysaccharide-Lyases)', 'EC 4.2.2.8 (heparitinsulfate lyase)']",,,,,,,,,
6789877,NLM,MEDLINE,19811025,20190610,0006-3002 (Print) 0006-3002 (Linking),644,2,1981 Jun 22,Secretion from rat basophilic leukaemia cells induced by calcium ionophores. Effect of pH and metabolic inhibition.,363-8,"Previous experiments on the functional properties of rat basophilic leukaemia cells showed a major anomaly when compared to normal mast cells: though IgE-mediated secretion was dependent on external Ca2+ with both types of cells, substantial non-cytotoxic release with ionophore A23187 could be demonstrated with the normal cells but not with the tumour cells. We now show that when the pH of the incubation medium is increased to 8 it is possible to obtain excellent Ca-dependent, non-cytotoxic secretion from tumour basophils with the ionophores A23187 and ionomycin. These results provide further evidence that secretion from the tumour cells occurs via a mechanism similar to that used by normal mast cells and basophils. Experiments with metabolically inhibited tumour cells suggest that their unusual sensitivity to the cytotoxic effects of Ca2+ ionophores may be related to their ability to sequester intracellular calcium. Changes in the conditions of cell culture appeared to produce substantial and at least partially reversible changes in responsiveness to IgE-mediated triggering and ionophores.","['Fewtrell, C', 'Lagunoff, D', 'Metzger, H']","['Fewtrell C', 'Lagunoff D', 'Metzger H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['Animals', 'Anti-Bacterial Agents/*pharmacology', 'Antigen-Antibody Complex', 'Basophils/drug effects/metabolism', 'Calcimycin/*pharmacology', 'Cell Line', 'Ethers/pharmacology', 'Hydrogen-Ion Concentration', 'Immunoglobulin E', 'Ionomycin', 'Ionophores/*pharmacology', 'Kinetics', 'L-Lactate Dehydrogenase/metabolism', 'Leukemia, Experimental/*metabolism', 'Rats', 'Serotonin/metabolism']",,1981/06/22 00:00,1981/06/22 00:01,['1981/06/22 00:00'],"['1981/06/22 00:00 [pubmed]', '1981/06/22 00:01 [medline]', '1981/06/22 00:00 [entrez]']","['0005-2736(81)90394-1 [pii]', '10.1016/0005-2736(81)90394-1 [doi]']",ppublish,Biochim Biophys Acta. 1981 Jun 22;644(2):363-8. doi: 10.1016/0005-2736(81)90394-1.,"['0 (Anti-Bacterial Agents)', '0 (Antigen-Antibody Complex)', '0 (Ethers)', '0 (Ionophores)', '333DO1RDJY (Serotonin)', '37341-29-0 (Immunoglobulin E)', '37H9VM9WZL (Calcimycin)', '56092-81-0 (Ionomycin)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)']","['HL-03714/HL/NHLBI NIH HHS/United States', 'HL-23593/HL/NHLBI NIH HHS/United States']",,,,,,,,
6789862,NLM,MEDLINE,19811014,20190704,0007-1048 (Print) 0007-1048 (Linking),48,3,1981 Jul,The preparation and properties of monoclonal antibodies against human granulocyte membrane antigens.,481-90,"A series of four monoclonal antibodies has been prepared by hybridization of mouse myeloma cells with spleen cells from mice immunized with human blood granulocytes. The four antibodies all react specifically with granulocytes, failing to stain lymphocytes and other blood cells. Lymphocytic leukaemia cells are not stained, whereas myeloid leukaemia cells give a varied reaction with the antibodies. Studies on marrow, leukaemic cells and cell lines suggest that the four antibodies react with distinct differentiation antigens which are absent from myeloblasts, appear at the promyelocyte, myelocyte or metamyelocyte stage (depending on the antibody in question) and are expressed on all mature granulocytes.","['Zola, H', 'McNamara, P', 'Thomas, M', 'Smart, I J', 'Bradley, J']","['Zola H', 'McNamara P', 'Thomas M', 'Smart IJ', 'Bradley J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,IM,"['Animals', 'Antibodies, Monoclonal', '*Antibody Formation', 'Antibody Specificity', 'Antigens, Surface/*immunology', 'Bone Marrow/immunology', 'Cell Line', 'Granulocytes/*immunology', 'Humans', 'Hybrid Cells/immunology', 'Leukemia/immunology', 'Lymphocytes/immunology', 'Mice', 'Mice, Inbred BALB C', 'Spleen/immunology']",,1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",['10.1111/j.1365-2141.1981.tb02740.x [doi]'],ppublish,Br J Haematol. 1981 Jul;48(3):481-90. doi: 10.1111/j.1365-2141.1981.tb02740.x.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)']",,,,,,,,,
6789844,NLM,MEDLINE,19811029,20210216,0006-4971 (Print) 0006-4971 (Linking),58,3,1981 Sep,A human b-cell lymphoma synthesizing and expressing surface mu-chain in the absence of detectable light chain.,552-6,"Lymph node cells obtained from a case of non-Hodgkin's lymphoma, of follicular center cell histology, were seen by immunofluorescence to express immunoglobulin mu heavy chains but no detectable light chain on their surfaces. Antibody specific for determinants expressed only on uncombined mu-chain reacted with these cell surfaces, but not with normal or neoplastic cells expressing surface IgM. Analysis of radioiodinated surface material revealed mu-chains which, without reduction, migrated on SDS-gel electrophoresis as normal mu-chain monomers, and again failed to detect light chains. Lysates of cells incubated with 3H-leucine revealed the synthesis of mu-chains but not of light chains. The labeled mu-chains were not secreted into the culture supernatant, a finding confirmed in parallel cultures by radioimmunoassay. The findings are discussed with particular reference to current concepts of the ""mu-chain only"" phenotype.","['Gordon, J', 'Hamblin, T J', 'Smith, J L', 'Stevenson, F K', 'Stevenson, G T']","['Gordon J', 'Hamblin TJ', 'Smith JL', 'Stevenson FK', 'Stevenson GT']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,"['Adult', 'B-Lymphocytes/*immunology', 'Humans', 'Immunoglobulin Heavy Chains/*biosynthesis', 'Immunoglobulin Light Chains/*biosynthesis', 'Immunoglobulin mu-Chains/*biosynthesis', 'Leukemia, Lymphoid/immunology', 'Lymph Nodes/immunology', 'Lymphoma/*immunology', 'Male', 'Radioimmunoassay', 'Receptors, Antigen, B-Cell']",,1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",['S0006-4971(20)66495-3 [pii]'],ppublish,Blood. 1981 Sep;58(3):552-6.,"['0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin Light Chains)', '0 (Immunoglobulin mu-Chains)', '0 (Receptors, Antigen, B-Cell)']",,,,,,,,,
6789652,NLM,MEDLINE,19810922,20080215,0361-803X (Print) 0361-803X (Linking),137,2,1981 Aug,Sonography of ovarian involvement in childhood acute lymphocytic leukemia.,399-401,,"['Bickers, G H', 'Siebert, J J', 'Anderson, J C', 'Golladay, S', 'Berry, D L']","['Bickers GH', 'Siebert JJ', 'Anderson JC', 'Golladay S', 'Berry DL']",['eng'],"['Case Reports', 'Journal Article']",United States,AJR Am J Roentgenol,AJR. American journal of roentgenology,7708173,IM,"['Adolescent', 'Child', 'Female', 'Humans', '*Leukemia, Lymphoid', 'Ovarian Neoplasms/diagnosis/*secondary', '*Ultrasonography']",,1981/08/01 00:00,1981/08/01 00:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '1981/08/01 00:01 [medline]', '1981/08/01 00:00 [entrez]']",['10.2214/ajr.137.2.399 [doi]'],ppublish,AJR Am J Roentgenol. 1981 Aug;137(2):399-401. doi: 10.2214/ajr.137.2.399.,,,,,,,,,,
6789588,NLM,MEDLINE,19810925,20180216,0001-5792 (Print) 0001-5792 (Linking),65,4,1981,Urinary colony-stimulating factor in acute leukemia follow-up and correlation with various phases of the disease.,253-62,"Urinary colony-stimulating factor (CSF) was assayed in 19 patients with various leukemias and was monitored in various phases of acute leukemia in 3 patients. Significantly higher CSF levels were found at the onset of leukemia with a monoblastic component. Continuous monitoring of CSF in a patient with acute myelomonocytic leukemia revealed a decrease in CSF level during the remission phase, followed by a rebound to high levels preceding the clinical and hematological relapse. Concomitantly, a colony-inhibitory factor (CIF) was detected. Both CSF and CIF of this patient were isolated and partially characterized.","['Bianchi Scarra, G L', 'Ajmar, F', 'Barresi, R', 'Ferraris, A', 'Sessarego, M', 'Fella, M']","['Bianchi Scarra GL', 'Ajmar F', 'Barresi R', 'Ferraris A', 'Sessarego M', 'Fella M']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Acta Haematol,Acta haematologica,0141053,IM,"['Acute Disease', 'Adult', 'Aged', 'Colony-Stimulating Factors/*urine', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia/*blood', 'Leukemia, Monocytic, Acute/blood', 'Leukemia, Myeloid, Acute/blood', 'Lipoproteins/urine', '*Proteins', 'Time Factors']",,1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1159/000207189 [doi]'],ppublish,Acta Haematol. 1981;65(4):253-62. doi: 10.1159/000207189.,"['0 (Colony-Stimulating Factors)', '0 (Lipoproteins)', '0 (Proteins)', '77538-12-6 (colony inhibiting factor)']",,,,,,,,,
6789552,NLM,MEDLINE,19810915,20061115,0042-773X (Print) 0042-773X (Linking),26,11,1980 Nov,[Immunologic diagnosis of lymphoproliferative diseases].,1112-21,,"['Stockbauer, P', 'Mancal, P', 'Herzog, P', 'Chudomel, V']","['Stockbauer P', 'Mancal P', 'Herzog P', 'Chudomel V']",['cze'],"['English Abstract', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,IM,"['Cell Membrane/immunology', 'Fluorescent Antibody Technique', 'Humans', 'Immunodiffusion', 'Immunoelectrophoresis', 'Immunoglobulins/analysis', '*Immunologic Techniques', 'Leukemia/*diagnosis/immunology', 'Receptors, Immunologic/analysis']",,1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",,ppublish,Vnitr Lek. 1980 Nov;26(11):1112-21.,"['0 (Immunoglobulins)', '0 (Receptors, Immunologic)']",,Imunologicka diagnostika lymfoproliferativnich onemocneni.,,,,,,,
6789550,NLM,MEDLINE,19810915,20061115,0042-773X (Print) 0042-773X (Linking),26,11,1980 Nov,[Experience in the treatment of acute leukemia at the Intensive Hematology Care Unit].,1059-65,,"['Lukasova, M', 'Chudomel, V', 'Jezkova, Z']","['Lukasova M', 'Chudomel V', 'Jezkova Z']",['cze'],"['English Abstract', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Female', 'Humans', 'Infection Control', 'Intensive Care Units', 'Leukemia/drug therapy/*therapy', 'Male', 'Middle Aged']",,1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",,ppublish,Vnitr Lek. 1980 Nov;26(11):1059-65.,,,Prvni zkusenosti s lecbou akutnich leukemii na jednotce intenzivni hematologicke pece.,,,,,,,
6789308,NLM,MEDLINE,19810922,20131121,0261-3166 (Print) 0261-3166 (Linking),,8,1980,Inhibition of phosphoribosylation of 5-fluorouracil by purines.,s175-8,"The mechanism of the reversal of 5-fluorouracil cytotoxicity in L5178Y cells by hypoxanthine, adenine and inosine was examined in a cell-free system. A crude extract of the cells possessed high hypoxanthine and adenine phosphoribosyltransferase and purine nucleoside phosphorylase activities. Hypoxanthine (2 mM), adenine (5 mM) and inosine (5 mM) inhibited the nucleotide formation from 5-fluorouracil at 0.2 mM 5-phosphoribosyl 1-pyrophosphate (PRPP). However, at a higher concentration of PRPP (2.5 mM), the inhibition of hypoxanthine was not found. It suggests that the inhibition of 5-fluorouracil metabolism is due to a deficiency of PRPP induced by phosphoribosylation of hypoxanthine and adenine.","['Yoshida, M', 'Hoshi, A', 'Kuretani, K']","['Yoshida M', 'Hoshi A', 'Kuretani K']",['eng'],['Journal Article'],England,Nucleic Acids Symp Ser,Nucleic acids symposium series,8007206,IM,"['Adenine/*pharmacology', 'Animals', 'Fluorouracil/*metabolism', 'Inosine/*pharmacology', 'Kinetics', 'Leukemia L5178/*metabolism', 'Leukemia, Experimental/*metabolism', 'Mice', 'Pentosyltransferases/metabolism', 'Phosphorylation', 'Purine-Nucleoside Phosphorylase/metabolism']",,1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Nucleic Acids Symp Ser. 1980;(8):s175-8.,"['5A614L51CT (Inosine)', 'EC 2.4.2.- (Pentosyltransferases)', 'EC 2.4.2.1 (Purine-Nucleoside Phosphorylase)', 'JAC85A2161 (Adenine)', 'U3P01618RT (Fluorouracil)']",,,,,,,,,
6788992,NLM,MEDLINE,19810915,20171117,0027-8874 (Print) 0027-8874 (Linking),67,1,1981 Jul,Comparison of DNA damage by methylmelamines and formaldehyde.,217-21,"The cytoxicity and DNA damaging activity of S9-activated hexamethylmelamine (HMM) and pentamethylmelamine (PMM) were compared with suspected active metabolites in mouse leukemia L1210 cells. The presence of semicarbazide hydrochloride did not alter the cytotoxicity of S9-activated HMM and PMM or that of their hydroxylated analogs monomethylolpentamethylmelamine (MPM) and trimethyloltrimethylmelamine (TTM), which have been suggested as active metabolites. Following treatment of L1210 cells with high concentrations of activated HMM and PMM, there were no DNA single-strand breaks or interstrand cross-links observed by DNA alkaline elution and only a low frequency of DNA-protein cross-links. Formaldehyde (FA) at nonlethal concentrations caused far greater DNA-protein cross-linking. In contrast, the polyfunctional TTM produced both DNA-protein cross-linking and DNA interstrand cross-linking. The cytotoxicities of HMM and PMM were found unlikely to be related to extracellular or intracellular release of FA.","['Ross, W E', 'McMillan, D R', 'Ross, C F']","['Ross WE', 'McMillan DR', 'Ross CF']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Altretamine/analogs & derivatives/*pharmacology', 'Animals', 'Cells, Cultured', '*DNA, Neoplasm', 'Formaldehyde/*pharmacology', 'Leukemia L1210', 'Mice', 'Semicarbazides/pharmacology', 'Triazines/*pharmacology']",,1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1981 Jul;67(1):217-21.,"['0 (DNA, Neoplasm)', '0 (Semicarbazides)', '0 (Triazines)', '1HG84L3525 (Formaldehyde)', 'Q8BIH59O7H (Altretamine)', 'UEF6R96K8R (pentamethylmelamine)']",['CA24586/CA/NCI NIH HHS/United States'],,,,,,,,
6788955,NLM,MEDLINE,19810922,20190709,0022-2623 (Print) 0022-2623 (Linking),24,6,1981 Jun,"Synthesis and antitumor activity of cysteinyl-3,4-dihydroxyphenylalanines and related compounds.",673-7,"The natural catecholic amino acid 5-S-cysteinyl-3,4-dihydroxyphenylalanine (1) was selectively toxic to a variety of human tumor cell lines in culture and exhibited antitumor activity against L1210 leukemia and B-16 melanoma in mice at doses which were not toxic to the host. Structural analogues of 5-S-cysteinyl-3,4-dihydroxyphenylalanine including several new compounds, were synthesized and tested for growth inhibition of cultured cells of human neuroblastoma YT-nu and Chinese hamster fibroblasts Don-6. Some were also examined for antitumor activity against L1210 and B-16 in vivo. 4-S-Cysteinylcatechols and 2- and 4-S-cyteinylphenols, which cannot be prepared by conventional methods, were synthesized by the reaction of catechols and phenols with cystine and boiling aqueous HBr. 5-S-Cysteinyl- and 2-S-Cysteinyl-3,4-dihyroxyphenylalanine (1 and 2), L-3,4-dihydroxyphenylalanine (L-Dopa), and 2- and 4-S-cysteinylphenol (14 and 15) were toxic to the YT-nu cell line only, while 4-S-cysteinylcatechol (6), 3-S-cysteinyl-5-methylcatechol (8), 5-S-cysteaminyldopamine (9), and 4-methylcatechol were strongly toxic to both cell lines. Compound I (1000 mg/kg), 6 (500 mg/kg), and 8 (400 mg/kg) increased the life span of L1210-bearing mice by 50, 50, and 43%, respectively, and compounds 1 and 8 were marginally effective against B-16 melanoma as well. Compound 9 was too toxic to show any activity. There was a good correlation between the cytotoxicity and the in vivo activity.","['Ito, S', 'Inoue, S', 'Yamamoto, Y', 'Fujita, K']","['Ito S', 'Inoue S', 'Yamamoto Y', 'Fujita K']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', '*Antineoplastic Agents', 'Cell Division/drug effects', 'Cell Line', 'Cricetinae', 'Cysteinyldopa/*analogs & derivatives/chemical synthesis/*pharmacology', 'Dihydroxyphenylalanine/*analogs & derivatives', 'Humans', 'Leukemia L1210/drug therapy', 'Male', 'Melanoma/drug therapy', 'Mice', 'Neoplasms, Experimental/drug therapy', 'Neuroblastoma/drug therapy']",,1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",['10.1021/jm00138a006 [doi]'],ppublish,J Med Chem. 1981 Jun;24(6):673-7. doi: 10.1021/jm00138a006.,"['0 (Antineoplastic Agents)', '19641-92-0 (Cysteinyldopa)', '63-84-3 (Dihydroxyphenylalanine)']",,,,,,,,,
