PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,TT,GR,OID,OAB,OABL,OTO,OT,GN,EIN,SI
4044667,NLM,MEDLINE,19851120,20131121,0021-9541 (Print) 0021-9541 (Linking),125,1,1985 Oct,The synergistic action of the copper chelator bathocuproine sulphonate and cysteine in enhancing growth of L1210 cells in vitro.,151-5,"The growth stimulating effect of a copper-specific chelator, 2,9-dimethyl-4,7-diphenyl-1,10-phenonthroline-sulfonic acid on mouse lymphoma L1210 cells in vitro has been studied. Since they are defective in cystine transport, these cells require cysteine for their growth in vitro. However, addition of cysteine does not greatly enhance cell growth because it is rapidly oxidized to cystine. We have observed that the copper chelator potently inhibited oxidation of cysteine in culture medium and that simultaneous addition of cysteine and the chelator greatly enhanced cell growth. The chelator alone stimulated cell growth slightly by stabilizing a small amount of cysteine effluxed from the cells to the medium. The chelator also enhanced the growth promoting activity of 2-mercaptoethanol by stabilizing cysteine produced in the medium during culture. These results suggest that the chelator stimulates cell growth by inhibiting copper mediated oxidation of cysteine in culture medium.","['Ishii, T', 'Bannai, S']","['Ishii T', 'Bannai S']",['eng'],['Journal Article'],United States,J Cell Physiol,Journal of cellular physiology,0050222,IM,"['Animals', 'Blood', 'Cell Count', 'Cell Division/drug effects', 'Cysteine/*pharmacology', 'Drug Synergism', 'Leukemia L1210/*pathology', 'Mercaptoethanol/pharmacology', 'Mice', 'Phenanthrolines/*pharmacology', 'Sulfhydryl Compounds/metabolism']",,1985/10/01 00:00,1985/10/01 00:01,['1985/10/01 00:00'],"['1985/10/01 00:00 [pubmed]', '1985/10/01 00:01 [medline]', '1985/10/01 00:00 [entrez]']",['10.1002/jcp.1041250119 [doi]'],ppublish,J Cell Physiol. 1985 Oct;125(1):151-5. doi: 10.1002/jcp.1041250119.,"['0 (Phenanthrolines)', '0 (Sulfhydryl Compounds)', '60-24-2 (Mercaptoethanol)', '73348-75-1 (bathocuproine sulfonate)', 'K848JZ4886 (Cysteine)']",,,,,,,,,,,
4044626,NLM,MEDLINE,19851120,20190903,0171-5216 (Print) 0171-5216 (Linking),110,2,1985,Atypical mycosis fungoides with cerebral involvement.,123-6,This report concerns a 17-year-old male patient with atypical mycosis fungoides (m.f.). Initial examination revealed generalized lymphoma and uncharacteristic livid skin efflorescence. The patient developed bone marrow involvement and meningeal leukaemia 6 months later. Diagnosis was confirmed by immunohistochemistry and electron microscopy. Aggressive chemotherapy yielded no response.,"['Gorg, C', 'Gorg, K', 'Bepler, G', 'Adler, G', 'Gropp, C', 'Havemann, K']","['Gorg C', 'Gorg K', 'Bepler G', 'Adler G', 'Gropp C', 'Havemann K']",['eng'],"['Case Reports', 'Journal Article']",Germany,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,7902060,IM,"['Adolescent', 'Humans', 'Lymphoma/pathology', 'Male', 'Meningeal Neoplasms/pathology/*secondary', 'Mycosis Fungoides/*pathology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/BF00402724 [doi]'],ppublish,J Cancer Res Clin Oncol. 1985;110(2):123-6. doi: 10.1007/BF00402724.,,,,,,,,,,,,
4044624,NLM,MEDLINE,19851120,20190903,0171-5216 (Print) 0171-5216 (Linking),110,2,1985,In vitro and in vivo investigations for the development of cytostatic methylhydrazones.,110-4,"In in vitro short-term (3 h) assays, the beta-chloroethyl-methyl-hydrazones B 1 and B 2 inhibit the uptake of 3H-thymidine by EAC and L 1210 leukemia cells, B 2 being 5 to 10 times more effective than B 1. The growth inhibitory effect of both compounds was also confirmed in long-term (7 days) clonal assays using agar-containing glass capillaries, B 2 again being more effective than B 1. In contrast to these differences in vitro, in vivo both substances showed remission to the same degree in EAC- and complete resistance in L 1210-bearing mice. The diverging in vitro/in vivo sensitivities were thought to result from differences in the affinity of the methylhydrazones to the tumor cells: using short exposure periods (3 h) B 1 was more inhibitory than B 2 on both EAC and L 1210 colony growth; i.e., the more hydrophilic B 2 could more easily be washed off. To further test the idea of different cell membrane affinities, the methylhydrazones ZB 1 and P 1 with increasing lipophilic properties were synthesized. In vitro, after both pulse and continuous exposure ZB 1 and P 1 showed enforced inhibitory effects on colony growth. In vivo, ZB 1 and P 1 reduced the tumor weight of EAC mice, while only P 1 increased the survival time of L 1210 mice. The results suggest that from the combination of in vitro/in vivo assays mechanistic conclusions can be derived that are valuable for further development of these cystostatics.","['Dittmar, W', 'Klitschka, G', 'Braun, R', 'Ali-Osman, F', 'Meckert, C', 'Maurer, H R']","['Dittmar W', 'Klitschka G', 'Braun R', 'Ali-Osman F', 'Meckert C', 'Maurer HR']",['eng'],"['Comparative Study', 'Journal Article']",Germany,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,7902060,IM,"['Animals', 'Carcinoma, Ehrlich Tumor/*drug therapy', 'Cell Division/*drug effects', 'Cell Membrane/metabolism', 'Cells, Cultured', 'Hydrazones/*pharmacology', 'Leukemia L1210/*drug therapy', 'Male', 'Mice', 'Mice, Inbred DBA', 'Mice, Inbred Strains', 'Tumor Stem Cell Assay']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/BF00402721 [doi]'],ppublish,J Cancer Res Clin Oncol. 1985;110(2):110-4. doi: 10.1007/BF00402721.,['0 (Hydrazones)'],,,,,,,,,,,
4044476,NLM,MEDLINE,19851120,20171116,0004-5772 (Print) 0004-5772 (Linking),33,3,1985 Mar,Outcome of aggressive induction therapy in acute non-lymphocytic leukaemia.,203-6,,"['Saikia, T K', 'Ahuja, H G', 'Gopal, R', 'Nair, C N', 'Kamat, D M', 'Pai, M R', 'Advani, S H']","['Saikia TK', 'Ahuja HG', 'Gopal R', 'Nair CN', 'Kamat DM', 'Pai MR', 'Advani SH']",['eng'],['Journal Article'],India,J Assoc Physicians India,The Journal of the Association of Physicians of India,7505585,IM,"['Acute Disease', 'Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Female', 'Humans', 'Leukemia/*drug therapy/mortality', 'Male', 'Mercaptopurine/administration & dosage', 'Prednisolone/administration & dosage', 'Vincristine/administration & dosage']",,1985/03/01 00:00,1985/03/01 00:01,['1985/03/01 00:00'],"['1985/03/01 00:00 [pubmed]', '1985/03/01 00:01 [medline]', '1985/03/01 00:00 [entrez]']",,ppublish,J Assoc Physicians India. 1985 Mar;33(3):203-6.,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'ZS7284E0ZP (Daunorubicin)', 'DAP protocol', 'DOAPP protocol']",,,,,,,,,,,
4044234,NLM,MEDLINE,19851113,20071115,0021-2180 (Print) 0021-2180 (Linking),21,8,1985 Aug,High-output cardiac failure as a presenting symptom of plasma cell leukemia.,679-82,"A patient presented with high-output cardiac failure and was found to have plasma-cell leukemia. No cause for the cardiac failure was found, and there was no response to treatment with diuretics and thiamine. Chemotherapy for the leukemia resulted in resolution of the cardiac failure, suggesting that the latter was caused by the leukemia--a hitherto unreported association.","['Tamir, R', 'Lewin, R F', 'Inbal, A', 'Heller, I', 'Theodor, E']","['Tamir R', 'Lewin RF', 'Inbal A', 'Heller I', 'Theodor E']",['eng'],"['Case Reports', 'Journal Article']",Israel,Isr J Med Sci,Israel journal of medical sciences,0013105,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', '*Cardiac Output', 'Heart Failure/drug therapy/*etiology/physiopathology', 'Humans', 'Leukemia, Plasma Cell/*complications/drug therapy/physiopathology', 'Male', 'Middle Aged']",,1985/08/01 00:00,1985/08/01 00:01,['1985/08/01 00:00'],"['1985/08/01 00:00 [pubmed]', '1985/08/01 00:01 [medline]', '1985/08/01 00:00 [entrez]']",,ppublish,Isr J Med Sci. 1985 Aug;21(8):679-82.,,,,,,,,,,,,
4044089,NLM,MEDLINE,19851104,20190908,0192-0561 (Print) 0192-0561 (Linking),7,4,1985,The immunological activity of plant toxins used in the preparation of immunotoxins--II. The immunodepressive activity of gelonin.,455-63,"The immunological activity of Gelonin, a 30,000 dalton plant protein possessing close similarity to Ricin chain A as a protein synthesis inhibitor which may be of interest for the preparation of antibody-toxin conjugates, was studied in mice. At in vitro concentrations not affecting baseline radioactivity uptake, this substance reduced mitogen responses with the following order of sensitivity PHA less than ConA less than LPS. In microgram/ml concentrations it also markedly reduced macrophage-dependent cytotoxicity while not affecting NK activity. Macrophagic (but not NK) cytotoxicity and mitogen responses were similarly depressed after in vivo treatment. When given before (but not after) stimulus, Gelonin also reduced the primary responses to a T-dependent and, although to a lower degree, to a T-independent antigen, and decreased resistance to allogeneic tumor grafts and L. monocytogenes challenges. The immunopharmacological activity of this and similar substances should be considered in the design of antibody-toxin conjugates and in the evaluation of their therapeutic activity.","['Descotes, G', 'Romano, M', 'Stirpe, F', 'Spreafico, F']","['Descotes G', 'Romano M', 'Stirpe F', 'Spreafico F']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Int J Immunopharmacol,International journal of immunopharmacology,7904799,IM,"['Animals', 'Antibody Formation/drug effects', 'Antineoplastic Agents/pharmacology', 'Immunity, Innate/drug effects', '*Immunosuppressive Agents', 'Killer Cells, Natural/drug effects', 'Leukemia L1210/drug therapy', 'Listeriosis/drug therapy', 'Lymphocyte Activation/drug effects', 'Male', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Neoplasm Transplantation', 'Plant Proteins/*pharmacology', 'Ribosome Inactivating Proteins, Type 1', 'Spleen/cytology', 'Toxins, Biological/*pharmacology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['0192-0561(85)90064-5 [pii]', '10.1016/0192-0561(85)90064-5 [doi]']",ppublish,Int J Immunopharmacol. 1985;7(4):455-63. doi: 10.1016/0192-0561(85)90064-5.,"['0 (Antineoplastic Agents)', '0 (Immunosuppressive Agents)', '0 (Plant Proteins)', '0 (Ribosome Inactivating Proteins, Type 1)', '0 (Toxins, Biological)', '75037-46-6 (GEL protein, Gelonium multiflorum)']",,,,,,,,,,,
4043994,NLM,MEDLINE,19851112,20181113,0019-2805 (Print) 0019-2805 (Linking),56,1,1985 Sep,Differences in surface antigen expression of human fibroblasts cultured from bone marrow compared with those obtained from skin and embryo lung tissue.,189-94,"We have described the optimal conditions for the culture of human fibroblast cells from whole bone marrow aspirates and have shown that these fibroblasts differ in surface markers from those obtained from the skin and embryo lung tissue. All three fibroblast types express HLA class 1 antigens, together with an antigen found on T cells, granulocytes, white matter of brain and breast epithelial cells, but none of them expressed HLA class 2 antigens. In addition, skin fibroblasts expressed an antigen found on common acute lymphoblastic leukaemia cells, while bone marrow fibroblasts expressed an antigen found on human natural killer cells. Hence, all three types of fibroblasts can be separated on the basis of their surface markers, thereby suggesting a difference in maturation pathways.","['Ndumbe, P M', 'Levinsky, R J']","['Ndumbe PM', 'Levinsky RJ']",['eng'],['Journal Article'],England,Immunology,Immunology,0374672,IM,"['Antigens, Surface/*analysis', 'Bone Marrow/*immunology', 'Cell Differentiation', 'Cells, Cultured', 'Fibroblasts/cytology/*immunology', 'Humans', 'Lung/embryology/*immunology', 'Skin/*immunology', 'Time Factors']",PMC1453658,1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",,ppublish,Immunology. 1985 Sep;56(1):189-94.,"['0 (Antigens, Surface)']",,,,,,,,,,,
4043734,NLM,MEDLINE,19851025,20190707,0378-1119 (Print) 0378-1119 (Linking),35,3,1985,Polyadenylation of a human mitochondrial ribosomal RNA transcript detected by molecular cloning.,305-12,"We have identified by molecular cloning a polyadenylated RNA transcript in the human leukemia cell line, K562, which is complementary to a portion of the gene-encoding mitochondrial 16S ribosomal RNA (mt 16S rRNA). The cloned portion of the transcript corresponds to positions 2191-2395 of the human mt genome. The clone represents a cDNA copy of an RNA transcript from the H strand and carries an additional poly(A) tail 21 residues long at its 3'-end. Our data provide direct evidence for polyadenylation of some mt 16S rRNA transcripts.","['Baserga, S J', 'Linnenbach, A J', 'Malcolm, S', 'Ghosh, P', 'Malcolm, A D', 'Takeshita, K', 'Forget, B G', 'Benz, E J Jr']","['Baserga SJ', 'Linnenbach AJ', 'Malcolm S', 'Ghosh P', 'Malcolm AD', 'Takeshita K', 'Forget BG', 'Benz EJ Jr']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Gene,Gene,7706761,IM,"['Base Sequence', 'Cell Line', 'Humans', 'Leukemia', 'Mitochondria/*physiology', 'Poly A/*genetics', 'RNA Processing, Post-Transcriptional', 'RNA, Ribosomal/*genetics']",,1985/01/01 00:00,2001/03/28 10:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1985/01/01 00:00 [entrez]']","['0378-1119(85)90009-5 [pii]', '10.1016/0378-1119(85)90009-5 [doi]']",ppublish,Gene. 1985;35(3):305-12. doi: 10.1016/0378-1119(85)90009-5.,"['0 (RNA, Ribosomal)', '24937-83-5 (Poly A)']",,,,,,,,,,,
4043729,NLM,MEDLINE,19851105,20071115,0016-6758 (Print) 0016-6758 (Linking),21,7,1985 Jul,[Cytogenetic characteristics of the cells of different organs in AKR mice during the development of transplanted lympholeukemia].,1168-76,"The process of cell generalization of lymphatic leukemia transplanted clone of AKR mice was studied by the routine and differential methods of metaphase chromosome staining. In 99.5% cases, the cells have an additional small chromosome specific for this type of leukemia, the chromosome being comparable in size with 18-19 pairs of chromosomes of mouse karyotype. Generalization process within 7 days' experiment (from the moment of transplantation up to the moment of animals' death from lymphatic leukemia) appeared to be slower in thymus and bone marrow of AKR mice than in spleen, lymphatic nodes and liver of the same animals with nearly the same generalization rate. A change in the frequency of marked leukemic cells in various organs at different time intervals after transplantation of lymphatic leukemia correlated with intensive cell division of an undulating character in all organs. The data obtained show that hyperdiploid cells carrying the specific additional small chromosome are responsible for the generalization process, this chromosome being also present in spontaneous strain of AKR mice, from which this clone was obtained.","['Ronichevskaia, G M', 'Zvereva, L I']","['Ronichevskaia GM', 'Zvereva LI']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Genetika,Genetika,0047354,IM,"['Animals', '*Chromosome Aberrations', 'Chromosome Banding', 'Female', 'Guinea Pigs', 'Leukemia, Lymphoid/*genetics', 'Metaphase', 'Mice', 'Mice, Inbred AKR/*genetics', 'Neoplasm Metastasis', 'Neoplasm Transplantation', 'Time Factors']",,1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",,ppublish,Genetika. 1985 Jul;21(7):1168-76.,,,O tsitogeneticheskoi kharakteristike kletok raznykh organov myshei AKR v protsesse razvitiia perevivnogo limfoleikoza.,,,,,,,,,
4043437,NLM,MEDLINE,19851115,20161020,0239-8508 (Print) 0239-8508 (Linking),23,1-2,1985,The role of the BCG dose and the mouse strain in the inhibition of development of neoplasms susceptible and nonsusceptible to the action of natural cytotoxic cells.,3-10,"The susceptibility of Ehrlich Ascites Carcinoma (EAC) cells to the action of natural cytotoxic cells of DBA/2 and Balb/c mice in vitro was established. Leukaemia L 1210 cells proved insensitive to the in vitro action of natural cytotoxic cells of DBA/2 mice, but not to those of Balb/c ones. BCG, one of the inductors of cytotoxic NK cells, when administered to DBA/2 or Balb/c mice before introduction of EAC cells inhibited the growth of this tumour but did not retard the development of leukaemia L 1210 in DBA/2 mice. The change in the number of peritoneal exsudate cells (PEC) in DBA/2 mice after intraperitoneal injection of BCG was demonstrated to be dependent on the dose and the time elapsed after bacilli introduction. The antitumour action of BCG does not depend on changes in the number of PEC caused by the bacilli. Both large (3.0 mg) and small (0.02 mg) doses of BCG inhibit the development of EAC in Balb/c mice (""sensitive"" to BCG), notwithstanding the time of administration of the bacilli. In DBA/2 mice (""resistant"" to BCG) development of EAC can be inhibited only by the large dose of BCG since small one is sometimes ineffective.","['Skorski, T']",['Skorski T'],['eng'],['Journal Article'],Poland,Folia Histochem Cytobiol,Folia histochemica et cytobiologica,8502651,IM,"['Animals', 'BCG Vaccine/*administration & dosage', 'Carcinoma, Ehrlich Tumor/*immunology/therapy', 'Cell Survival', 'Cytotoxicity, Immunologic', 'Disease Susceptibility', 'Dose-Response Relationship, Immunologic', 'Injections, Intraperitoneal', 'Killer Cells, Natural/*immunology', 'Leukemia L1210/*immunology/therapy', 'Macrophages', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', 'Neutrophils', 'Time Factors']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Folia Histochem Cytobiol. 1985;23(1-2):3-10.,['0 (BCG Vaccine)'],,,,,,,,,,,
4043397,NLM,MEDLINE,19851113,20190621,0014-5793 (Print) 0014-5793 (Linking),190,1,1985 Oct 7,Rapid down-regulation of protein kinase C and membrane association in phorbol ester-treated leukemia cells.,50-4,"Peripheral blood lymphocytes from patients with chronic lymphocytic leukemia (CLL) acquire after several days of exposure to 12-O-tetradecanoylphorbol-13-acetate (TPA) several morphological, immunological and histochemical features of hairy cell leukemia. We have investigated the short term effects of TPA treatment on protein kinase C and its subcellular distribution. Within minutes of addition of TPA to CLL cells 20% of the cytosolic protein kinase C had associated with the particulate fraction. The remaining 80% of protein kinase C activity was down-regulated. The association with the membrane dramatically increased the resistance of the enzyme to inhibition by the non-ionic detergent, Triton X-100. These results suggest that activation of protein kinase C causes multiple biological changes in CLL cells.","['Wickremasinghe, R G', 'Piga, A', 'Campana, D', 'Yaxley, J C', 'Hoffbrand, A V']","['Wickremasinghe RG', 'Piga A', 'Campana D', 'Yaxley JC', 'Hoffbrand AV']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,FEBS Lett,FEBS letters,0155157,IM,"['Cell Differentiation/drug effects', 'Cell Membrane/enzymology', 'Cytosol/enzymology', 'Humans', 'Leukemia, Lymphoid/blood/*enzymology', 'Lymphocytes/enzymology', 'Octoxynol', 'Phorbol Esters/*pharmacology', 'Polyethylene Glycols/pharmacology', 'Protein Kinase C/*antagonists & inhibitors', 'Subcellular Fractions/enzymology', 'Tetradecanoylphorbol Acetate/pharmacology']",,1985/10/07 00:00,1985/10/07 00:01,['1985/10/07 00:00'],"['1985/10/07 00:00 [pubmed]', '1985/10/07 00:01 [medline]', '1985/10/07 00:00 [entrez]']","['0014-5793(85)80425-7 [pii]', '10.1016/0014-5793(85)80425-7 [doi]']",ppublish,FEBS Lett. 1985 Oct 7;190(1):50-4. doi: 10.1016/0014-5793(85)80425-7.,"['0 (Phorbol Esters)', '3WJQ0SDW1A (Polyethylene Glycols)', '9002-93-1 (Octoxynol)', 'EC 2.7.11.13 (Protein Kinase C)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,,,,,,,,,,
4043348,NLM,MEDLINE,19851115,20190919,0014-7370 (Print) 0014-7370 (Linking),24,3,1985 Sep,"Feed-forward: future questions, future maps.",299-310,"""Feed-forward"" is a technique that encourages families to imagine the pattern of their relationships at some future point in time. Questions about the future, in conjunction with positive connotation, put families in a metaposition to their own dilemmas and thus facilitate change by opening up new solutions for old problems.","['Penn, P']",['Penn P'],['eng'],"['Case Reports', 'Journal Article']",United States,Fam Process,Family process,0400666,IM,"['Adolescent', 'Aged', 'Anorexia Nervosa/therapy', 'Chronic Disease', 'Family Therapy/*methods', 'Female', 'Humans', 'Imagination', 'Learning', 'Leukemia/psychology', 'Male', 'Models, Psychological', 'Problem Solving']",,1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",['10.1111/j.1545-5300.1985.00299.x [doi]'],ppublish,Fam Process. 1985 Sep;24(3):299-310. doi: 10.1111/j.1545-5300.1985.00299.x.,,,,,,,,,,,,
4043259,NLM,MEDLINE,19851115,20061115,0301-472X (Print) 0301-472X (Linking),13,8,1985 Sep,Stimulation of normal rat bone marrow fibroblast proliferation by sera from leukemic Fischer rats.,750-9,"Fibroblast hyperplasia and accumulation of fibrous material in the bone marrow of patients with idiopathic (primary) or secondary myelofibrosis (MF) is believed to result from a reaction by marrow fibroblasts to an altered marrow microenvironment, the alteration being potentiated by abnormal hemic cells. We investigated the hypothesis that humoral factors might contribute to fibroblast overgrowth in MF by using an animal model, aged Fischer rats, where MF frequently occurs with leukemia. Sera from leukemic rats and leukemic cell conditioned media (CM) were assayed for enhancement of normal rat marrow fibroblast proliferation in a culture system where fibroblasts form discrete, adherent colonies. Our results demonstrated that: leukemic sera induced a 170% increase in total fibroblast colony numbers and a 325% increase in colonies containing more than 80 cells, stimulation of fibroblast growth was leukemia related since sera from rats with transplanted leukemia enhanced marrow fibroblast proliferation, leukemic cell CM did not contain a growth factor for marrow fibroblasts, sera from leukemic rats and 2-mercaptoethanol were additive in enhancing marrow fibroblast proliferation and probably act by different mechanisms, and leukemic rat sera was less effective as a colony-stimulating factor than normal rat sera, a condition mimicked when leukemic and normal spleen CM were compared. This is the first time that a serum component has been implicated in the pathogenesis of MF; our work may contribute to understanding the mechanism involved when MF occurs as a complication of leukemia.","['Bauldry, S A', 'Wilson, F D', 'Stromberg, P C', 'Ackerman, G A']","['Bauldry SA', 'Wilson FD', 'Stromberg PC', 'Ackerman GA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Animals', '*Bone Marrow Cells', 'Cell Division/drug effects', 'Cells, Cultured', 'Colony-Forming Units Assay', 'Culture Media', 'Fibroblasts/cytology', 'Hematopoietic Stem Cells/drug effects', 'Leukemia/*blood/pathology', 'Mercaptoethanol/pharmacology', 'Neoplasm Transplantation', 'Rats', 'Rats, Inbred F344', 'Spleen/pathology', 'Time Factors']",,1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1985 Sep;13(8):750-9.,"['0 (Culture Media)', '60-24-2 (Mercaptoethanol)']",,,,,,,,,,,
4043257,NLM,MEDLINE,19851115,20071114,0301-472X (Print) 0301-472X (Linking),13,8,1985 Sep,Erythroid progenitors in Rauscher leukemia virus variant-A-induced erythropoietic dysplasia in mice.,719-21,"In vitro erythropoiesis by bone marrow and spleen cells was assessed in normal mice and during progression of Rauscher leukemia virus, variant-A (RLV-A) disease in mice. As RLV-A disease progressed from early through terminal stages, there was a marked increase in the numbers of in vitro splenic CFU-E and BFU-E. Conversely, bone marrow CFU-E and BFU-E demonstrated a concomitant decrease in numbers with disease progression. At no time were erythropoietin-independent (endogenous) erythroid colonies generated. The results suggest that compartmental alterations in erythroid precursors occur during progression of RLV-A.","['Ferdinand, P M', 'LoBue, J', 'Lutton, J D', 'Weitz-Hamburger, A', 'Fredrickson, T N']","['Ferdinand PM', 'LoBue J', 'Lutton JD', 'Weitz-Hamburger A', 'Fredrickson TN']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Animals', 'Bone Marrow/pathology', 'Colony-Forming Units Assay', 'Erythrocytes/*pathology', '*Erythropoiesis', 'Leukemia, Experimental/blood/*pathology/physiopathology', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Rauscher Virus', 'Spleen/pathology', 'Stem Cells/*pathology']",,1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1985 Sep;13(8):719-21.,,,,['CA12815/CA/NCI NIH HHS/United States'],,,,,,,,
4043127,NLM,MEDLINE,19851105,20190813,0340-6199 (Print) 0340-6199 (Linking),144,2,1985 Jul,Hepatitis B vaccination and immune response in children with malignant diseases.,160-3,"Fifty children with malignant diseases were vaccinated against hepatitis B. Twenty-nine children suffered from leukaemia or non-Hodgkin's lymphoma; 14 of these were on intensive chemotherapy (group I) and 15 were without intensive therapy (group II). The other 21 children had various forms of solid tumours, 14 of them were on intensive therapy (group III) and 7 were without intensive therapy (group IV). To evaluate the immune response, we determined antibody titres over a period of more than 14 weeks after the first vaccination. As 22 out of 50 patients had received passive immunisation together with either the first or the first and second vaccination, antibody titres at the 14th and 18th week (i.e. more than 10 weeks after passive immunisation) were used to evaluate the vaccination results. An antibody titre of greater than or equal to 10 mIU/ml was considered to be a positive response. All patients of group IV, but only 4 out of 14 in group III, 4 out of 15 in group II, and 0 out of 14 in group I produced antibody titres higher than 50 mIU/ml. In contrast to the full response in group IV, two-thirds of all other patients had no immune response (less than 10 mIU/ml). Based on our experience we recommend vaccinating patients suffering from solid tumours and receiving no intensive therapy (group IV) against hepatitis B and protecting all the other children with malignant diseases by passive immunisation, if necessary.","['Entacher, U', 'Jurgenssen, O', 'Thun-Hohenstein, L', 'Simbruner, G', 'Khoss, A', 'Wank, H', 'Neuwirth, G', 'Gadner, H', 'Frisch-Niggemeyer, W']","['Entacher U', 'Jurgenssen O', 'Thun-Hohenstein L', 'Simbruner G', 'Khoss A', 'Wank H', 'Neuwirth G', 'Gadner H', 'Frisch-Niggemeyer W']",['eng'],"['Comparative Study', 'Journal Article']",Germany,Eur J Pediatr,European journal of pediatrics,7603873,IM,"['Adolescent', 'Antibodies, Viral/*analysis', 'Antineoplastic Agents/therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Hepatitis B/immunology/*prevention & control', 'Hepatitis B virus/*immunology', 'Humans', 'Immunization, Passive', 'Infant', 'Male', 'Neoplasms/complications/drug therapy/*therapy', 'Viral Hepatitis Vaccines/*therapeutic use']",,1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",['10.1007/BF00451904 [doi]'],ppublish,Eur J Pediatr. 1985 Jul;144(2):160-3. doi: 10.1007/BF00451904.,"['0 (Antibodies, Viral)', '0 (Antineoplastic Agents)', '0 (Viral Hepatitis Vaccines)']",,,,,,,,,,,
