PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,SI,AD
6262582,NLM,MEDLINE,19810720,20190825,0145-2126 (Print) 0145-2126 (Linking),5,1,1981,Induction of haemopoietic tumours in rats by the type-C helper virus of the woolly monkey sarcoma virus.,97-9,"['Nooter, K', 'Dubbes, R', 'Jore, J', 'Zurcher, C']","['Nooter K', 'Dubbes R', 'Jore J', 'Zurcher C']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Animals', 'Defective Viruses/pathogenicity', 'Helper Viruses/*pathogenicity', 'Leukemia, Experimental/*microbiology/physiopathology', 'Myeloproliferative Disorders/microbiology', 'Rats', 'Retroviridae/*pathogenicity', 'Sarcoma Virus, Woolly Monkey/*pathogenicity']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']","['0145-2126(81)90101-6 [pii]', '10.1016/0145-2126(81)90101-6 [doi]']",ppublish,Leuk Res. 1981;5(1):97-9. doi: 10.1016/0145-2126(81)90101-6.,,,,,,
6262581,NLM,MEDLINE,19810720,20190825,0145-2126 (Print) 0145-2126 (Linking),5,1,1981,Isoenzyme profiles of lysosomal hydrolases in leukaemic cells.,19-27,"['Dewji, N', 'Rapson, N', 'Greaves, M', 'Ellis, R']","['Dewji N', 'Rapson N', 'Greaves M', 'Ellis R']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Isoenzymes)', 'EC 3.2.1.- (Galactosidases)', 'EC 3.2.1.- (Hexosaminidases)', 'EC 3.2.1.- (Mannosidases)', 'EC 3.2.1.22 (alpha-Galactosidase)', 'EC 3.2.1.24 (alpha-Mannosidase)']",IM,"['Bone Marrow/immunology', 'Galactosidases/*metabolism', 'Granulocytes/enzymology', 'Hexosaminidases/metabolism', 'Humans', 'Isoenzymes/metabolism', 'Leukemia/*enzymology', 'Lymphocytes/enzymology', 'Lysosomes/*enzymology', 'Mannosidases/*metabolism', 'T-Lymphocytes/immunology', 'alpha-Galactosidase/*metabolism', 'alpha-Mannosidase']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']","['0145-2126(81)90093-X [pii]', '10.1016/0145-2126(81)90093-x [doi]']",ppublish,Leuk Res. 1981;5(1):19-27. doi: 10.1016/0145-2126(81)90093-x.,,,,,,
6262553,NLM,MEDLINE,19810720,20031114,0027-8874 (Print) 0027-8874 (Linking),66,4,1981 Apr,Feline oncovirus-associated cell membrane antigen and feline leukemia virus group-specific antigen expression in bone marrow and serum.,737-43,"['Rice, J B', 'Olsen, R G']","['Rice JB', 'Olsen RG']",['eng'],,['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",IM,"['Animals', 'Antibodies, Viral/analysis', '*Antigens, Viral/analysis', 'Bone Marrow/*immunology/ultrastructure', 'Cats/*microbiology', 'Cell Membrane/immunology', 'Enzyme-Linked Immunosorbent Assay', 'Leukemia Virus, Feline/*immunology', 'Lymph Nodes/immunology/ultrastructure', 'Oncogenic Viruses/*immunology', 'Precancerous Conditions/*immunology', 'Species Specificity', 'Tumor Virus Infections/*immunology']",1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1981 Apr;66(4):737-43.,"Feline retrovirus-induced possible preneoplastic lesions were identified by detection of feline oncovirus-associated cell membrane antigen (FOCMA) in bone marrow (BM) and mesenteric lymph nodes of noninbred, domestic short- or long-hair kittens. Cell-bound FOCMA was detected 1-3 weeks after feline leukemia virus (FeLV) infection and at least 6 months before a tumor was evident. BM FOCMA was detected earlier and reached higher levels at early periods in cats that became persistently viremic. Serum FeLV group-specific antigen (gsa) increased more rapidly and reached a higher level in cats that became persistently viremic, but nonviremic cats still had detectable gsa as late as 7-9 months after FeLV infection, even in the presence of high levels of viral antibody. The presence in nonviremic cats of FeLV gsa in sera and FOCMA in BM and sera suggests that these cats may have a persistent, low-level FeLV infection.",,,,,
6262550,NLM,MEDLINE,19810720,20071114,0027-8874 (Print) 0027-8874 (Linking),66,4,1981 Apr,Shared interspecies antigenic reactivities among hamster and feline oncoviruses.,673-80,"['Jerabek, L B', 'Gilbert, J H', 'Sanders, F K', 'Hardy, W D Jr']","['Jerabek LB', 'Gilbert JH', 'Sanders FK', 'Hardy WD Jr']",['eng'],"['CA08748/CA/NCI NIH HHS/United States', 'CA16599/CA/NCI NIH HHS/United States']","['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antigens, Viral)', '0 (Immune Sera)', '0 (RNA, Viral)', '9007-49-2 (DNA)']",IM,"['Animals', 'Antigens, Viral/*immunology', 'Base Sequence', 'Cats', 'Cricetinae', 'Cross Reactions', 'DNA', 'Immune Sera/biosynthesis', 'Leukemia Virus, Feline/immunology', 'Leukemia Virus, Murine/immunology', 'Mice', 'Nucleic Acid Hybridization', 'RNA, Viral', 'Retroviridae/*immunology', 'Sarcoma Viruses, Murine/immunology', 'Species Specificity']",1981/04/01 00:00,2001/03/28 10:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1981/04/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1981 Apr;66(4):673-80.,"Group-reactive antisera against the major internal protein p30 of the hamster sarcoma virus (HaSV) showed interspecies reactivity in immunodiffusion even with sera of low titer against HaSV. Antisera were prepared by sc injection of virus into male New Zealand White rabbits. The cross-reactivity between interspecies antigens of feline and hamster RNA tumor viruses was stronger than between either virus with murine leukemia virus. Molecular hybridization data, obtained from nucleic acid hybridization between the viral RNA's and complementary DNA's of murine and feline oncovirus origin, were consistent with the immunologic results. THe implications of these observations were discussed.",,,,,
6262534,NLM,MEDLINE,19810709,20200724,0022-538X (Print) 0022-538X (Linking),37,3,1981 Mar,Avian reticuloendotheliosis virus: characterization of genome structure by heteroduplex mapping.,899-907,"['Hu, S S', 'Lai, M M', 'Wong, T C', 'Cohen, R S', 'Sevoian, M']","['Hu SS', 'Lai MM', 'Wong TC', 'Cohen RS', 'Sevoian M']",['eng'],['CA16113/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Nucleic Acid Heteroduplexes)', '0 (RNA, Viral)']",IM,"['Base Sequence', '*Cell Transformation, Neoplastic', '*Cell Transformation, Viral', '*Genes, Viral', 'Helper Viruses/*genetics', 'Nucleic Acid Heteroduplexes', 'Nucleic Acid Hybridization', 'RNA, Viral', 'Recombination, Genetic', 'Reticuloendotheliosis virus/*genetics', 'Retroviridae/*genetics']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",['10.1128/JVI.37.3.899-907.1981 [doi]'],ppublish,J Virol. 1981 Mar;37(3):899-907. doi: 10.1128/JVI.37.3.899-907.1981.,"The genome structure of defective, oncogenic avian reticuloendotheliosis virus (REV) was studied by heteroduplex mapping between the full-length complementary DNA of the helper virus REV-T1 and the 30S REV RNA. The REV genome (5.5 kilobases) had a deletion of 3.69 kilobases in the gag-pol region, confirming the genetic defectiveness of REV. In addition, REV lacked the sequences corresponding to the env gene but contained, instead, a contiguous stretch (1.6 to 1.9 kilobases) of the specific sequences presumably related to viral oncogenicity. Unlike those of other avian acute leukemia viruses, the transformation-specific sequences of REV were not contiguous with the gag-pol deletion. Thus, REV has a genome structure similar to that of a defective mink cell focus-inducing virus or a defective murine sarcoma virus. An additional class of heteroduplex molecules containing the gag-pol deletion and two other smaller deletion loops was observed. These molecules probably represented recombinants between the oncogenic REV and its helper virus.",PMC171086,,,,
6262525,NLM,MEDLINE,19810709,20200724,0022-538X (Print) 0022-538X (Linking),37,3,1981 Mar,Inhibition of murine leukemia virus Pr65gag cleavage in vitro and in vivo by hypertonic medium.,1066-70,"['Yoshinaka, Y', 'Luftig, R B']","['Yoshinaka Y', 'Luftig RB']",['eng'],['CA-28077/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Saline Solution, Hypertonic)', '0 (Viral Proteins)', '451W47IQ8X (Sodium Chloride)']",IM,"['Animals', 'Cell Line', 'Leukemia Virus, Murine/growth & development/*metabolism/ultrastructure', 'Mice', 'Osmolar Concentration', 'Saline Solution, Hypertonic/*pharmacology', 'Sodium Chloride/*pharmacology', 'Viral Proteins/*metabolism', 'Virus Replication/drug effects']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",['10.1128/JVI.37.3.1066-1070.1981 [doi]'],ppublish,J Virol. 1981 Mar;37(3):1066-70. doi: 10.1128/JVI.37.3.1066-1070.1981.,"Cleavage of murine leukemia virus Pr65gag is associated with the activity of a labile proteolytic factor found in virions. We have shown that the presence of 80 to 100 mM NaCl inhibits this cleavage activity in vitro by over 90%. Further, the addition of 80 to 100 mM excess NaCl in vivo to chronically infected cultures of MJD-54 mouse fibroblasts also caused inhibition of Pr65gag cleavage. Specifically, the excess salt added to cells: (i) caused a greater than 90% decrease in virus production; (ii) increased the Pr65gag/p30 ratio in virions produced by more than threefold; and (iii) in pulse-chase experiments, showed a 10-fold decrease in the amount of Pr65gag cleaved after 3 h. In contrast, during this chase interval there was only a slight diminution, i.e., about two fold, in the cleavage of env precursor polyprotein Pr80env, suggesting that cleavages of Pr65gag and Pr80env are differently controlled. Additionally, electron microscopic examination of the excess salt-treated cells showed a twofold increase in the number of associated immature particles, consistent with the observed higher than average Pr65gag/p30 ratio. The inhibitory effects were also found if excess KCl or MgCl2 was used instead of NaCl, suggesting that they are caused by the hypertonic state of the medium and are not dependent on the ionic species used.",PMC171104,,,,
6262442,NLM,MEDLINE,19810709,20131121,0022-1317 (Print) 0022-1317 (Linking),51,Pt 2,1980 Dec,Leukaemia reactivates mouse cytomegalovirus.,401-4,"['Mayo, D R', 'Rapp, F']","['Mayo DR', 'Rapp F']",['eng'],"['1 F32 CA 06227/CA/NCI NIH HHS/United States', 'CA 18450/CA/NCI NIH HHS/United States', 'N01 CP 53516/CP/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,J Gen Virol,The Journal of general virology,0077340,['8N3DW7272P (Cyclophosphamide)'],IM,"['Animals', 'Cyclophosphamide/pharmacology', 'Cytomegalovirus/growth & development', 'Cytomegalovirus Infections/*complications', 'Friend murine leukemia virus', 'Leukemia, Experimental/*complications', 'Mice', '*Virus Activation/drug effects']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1099/0022-1317-51-2-401 [doi]'],ppublish,J Gen Virol. 1980 Dec;51(Pt 2):401-4. doi: 10.1099/0022-1317-51-2-401.,"An established model for latency by mouse cytomegalovirus (MCMV) was used to assess the effects of leukaemia on reactivation of MCMV. After inoculation of 400 spleen focus-forming units of Friend leukaemia virus (FLV), a significant number of mice yielded MCMV in salivary glands and kidneys 4 to 5 weeks later. Administration of cyclophosphamide during FLV infection increased the percentage of MCMV-positive animals. These results suggest that cytomegalovirus infections in leukaemic patients may reactivate as a result of the leukaemia itself and may be exacerbated by chemotherapy.",,,,,
6262439,NLM,MEDLINE,19810709,20071114,0022-1317 (Print) 0022-1317 (Linking),51,Pt 2,1980 Dec,Three sizes of subunits in RNAs from feline sarcoma-leukaemia virus mixtures.,295-305,"['Kimball, P C', 'Rea, T J']","['Kimball PC', 'Rea TJ']",['eng'],['CA-16058-4/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,J Gen Virol,The Journal of general virology,0077340,"['0 (RNA, Viral)']",IM,"['Animals', 'Cats', 'Centrifugation, Density Gradient', 'Leukemia Virus, Feline/*genetics', 'RNA, Viral/*analysis', 'Retroviridae/*genetics', 'Sarcoma Viruses, Feline/*genetics']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.1099/0022-1317-51-2-295 [doi]'],ppublish,J Gen Virol. 1980 Dec;51(Pt 2):295-305. doi: 10.1099/0022-1317-51-2-295.,"RNA from the Snyder-Theilen feline sarcoma-leukaemia virus complex (ST-FeSV-FeLV) sedimented in a double-peaked band between 50 and 70S, but Gardner-Arnstein (GA) FeSV-FeLV RNA sedimented in a single 70S peak. FeLV isolated from the ST virus mixture contained RNA which sedimented in a 70S band like GA-FeSV-FeLV RNA, but F422 FeLV RNA sedimented more slowly, at 50 to 60S. After thermal denaturation, resedimentation revealed three classes of RNA subunits in ST-FeSV-FeLV RNA: the first class, 35 to 37S, was also found in ST-FeLV and other FeLVs (except F422 FeLV), in the endogenous feline virus, RD114 and in GA-FeSV-FeLV; the second class, 32 to 34S, was similar to subunits in F422 FeLV and minor components of GA-FeSV-FeLV and ST-FeLV; the third class, 25S, was detected only in ST-FeSV-FeLV RNA. Electrophoresis of RNA species in buffered formamide provided evidence that the three classes of RNA subunits distinguishable on the basis of sedimentation rates actually represent three size classes of subunits. The ST virus mixture was shown to contain about equal titres of infectious FeLV and transforming FeSV whereas GA-FeSV-FeLV had at least a 10-fold excess fo FeLV over FeSV. These observations are discussed in terms of possible origins of the three sizes of FeSV-FeLV RNA subunits and their relationships to three species of FeSV-FeLV proviral DNA described recently (Sherr et al. 1979).",,,,,
6262410,NLM,MEDLINE,19810723,20061115,0022-1767 (Print) 0022-1767 (Linking),126,6,1981 Jun,Genes of the H-2 complex regulate the antibody response to murine leukemia virus.,2355-60,"['Vlug, A', 'Schoenmakers, H J', 'Melief, C J']","['Vlug A', 'Schoenmakers HJ', 'Melief CJ']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antibodies, Viral)', '0 (H-2 Antigens)']",IM,"['Animals', 'Antibodies, Viral/*biosynthesis', 'Crosses, Genetic', 'Female', 'Genes', 'Genes, MHC Class II', 'H-2 Antigens/*genetics/immunology', 'Immunization', 'Leukemia Virus, Murine/immunology', 'Leukemia, Experimental/*immunology', 'Male', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",,ppublish,J Immunol. 1981 Jun;126(6):2355-60.,"The influence of the major histocompatibility complex of the mouse (H-2 complex) on the antibody response against murine leukemia virus (MuLV) was investigated after 3 different ways of virus presentation (milk transmission of virus, spontaneous virus activation, and immunization with inactivated virus). The antibody response against MuLV was measured in the sera of H-2 congenic C57BL V+ sublines (V+ denotes positive for milk-transmitted MuLV), (B10.AV+ X C57BL)F1 mice, (C57BL X AKR)F1 mice and of C57BL animals after immunization with inactivated AKR virus. The pattern of immune responsiveness of the different C57BL strains to MuLV was independent of virus replication and was similar for the 3 ways of virus presentation. Serum antibody levels were controlled by 2 genes within the H-2 complex. The first gene (Ir-MuLV-1) was located in the I-A region and was complemented by a second gene (Ir-MuLV-2), which was situated in the regions to the right of the I-B region. Presence of 2 responder alleles (Ir-MuLV-1+,2+) led to an optimal antibody response (H-2b haplotype). Animals that only expressed a responder allele in the I-A region (Ir-MuLV-1+,2-) were intermediate responders. Animals lacking a responder allele in the I-A region (Ir-MuLV-1-,2+ or Ir-MuLV-1-,2-) were low responders.",,,,,
6262384,NLM,MEDLINE,19810709,20190501,0021-9746 (Print) 0021-9746 (Linking),34,2,1981 Feb,Significance of Phi bodies in acute leukaemia.,153-7,"['Cardullo, L de S', 'Morilla, R', 'Catovsky, D']","['Cardullo Lde S', 'Morilla R', 'Catovsky D']",['eng'],,['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,"[""2RV4T6KHQI (3,3'-Diaminobenzidine)"", 'EC 1.11.1.7 (Peroxidase)']",IM,"[""3,3'-Diaminobenzidine"", 'Bone Marrow/ultrastructure', 'Histocytochemistry', 'Humans', 'Hydrogen-Ion Concentration', 'Inclusion Bodies/*ultrastructure', 'Leukemia, Lymphoid/enzymology/*ultrastructure', 'Leukemia, Myeloid/enzymology/ultrastructure', 'Leukemia, Myeloid, Acute/enzymology/*ultrastructure', 'Peroxidase/metabolism']",1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",['10.1136/jcp.34.2.153 [doi]'],ppublish,J Clin Pathol. 1981 Feb;34(2):153-7. doi: 10.1136/jcp.34.2.153.,"Material from 39 patients with acute leukaemia was investigated with the peroxidase cytochemical reaction using 3,3'diaminobenzidine (DAB) and other substrates in order to test their sensitivity in detecting myeloid differentiation. The proportion of positive blasts and of cases with Auer rods in acute myeloid leukaemia (AML) was significantly greater with DAB than with benzidine. In addition, Phi bodies were demonstrated in AML blasts only when DAB was used; Phi bodies were also observed in two out of seven cases of chronic granulocytic leukaemia in ""myeloid"" blast crisis but were not seen in any case of acute lymphoblastic leukaemia. Phi bodies were more numerous when the reaction was carried out at pH 9.7, and their number was significantly reduced in the presence of 3-amino 1,2,4-triazole. Both findings suggest that the Phi bodies derive from catalase-containing granules (microperoxisomes) and are distinct from Auer rods, which derive from peroxidase-containing (primary) granules. Like Auer rods, Phi bodies appear to be characteristics of immature myeloid cells in leukaemia but are seen with a higher frequency than Auer rods in acute myeloid leukemia.",PMC1146442,,,,
6262272,NLM,MEDLINE,19810723,20211203,0021-1265 (Print) 0021-1265 (Linking),150,3,1981 Mar,Acyclovir in the management of herpes virus infections in immunosuppressed children.,73-7,"[""O'Meara, A"", 'Hillary, I B']","[""O'Meara A"", 'Hillary IB']",['eng'],,"['Case Reports', 'Journal Article']",Ireland,Ir J Med Sci,Irish journal of medical science,7806864,"['0 (Antiviral Agents)', '5Z93L87A1R (Guanine)', 'X4HES1O11F (Acyclovir)']",IM,"['Acyclovir', 'Adolescent', 'Antiviral Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Guanine/*analogs & derivatives/therapeutic use', 'Herpesviridae Infections/complications/*drug therapy', 'Humans', '*Immunosuppression Therapy', 'Leukemia/complications', 'Male']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",['10.1007/BF02938203 [doi]'],ppublish,Ir J Med Sci. 1981 Mar;150(3):73-7. doi: 10.1007/BF02938203.,,,,,,
6262218,NLM,MEDLINE,19810720,20091111,0019-509X (Print) 0019-509X (Linking),17,2,1980 Jun,Expression of mouse mammary tumour virus related antigens in experimentally induced leukaemias of strain ICRC.,89-94,"['Joshi, B J', 'Karande, K A', 'Ranadive, K J']","['Joshi BJ', 'Karande KA', 'Ranadive KJ']",['eng'],,['Journal Article'],India,Indian J Cancer,Indian journal of cancer,0112040,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral/*analysis', 'Leukemia, Experimental/*immunology', 'Mammary Tumor Virus, Mouse/immunology', 'Mice', 'Mice, Inbred ICR']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",,ppublish,Indian J Cancer. 1980 Jun;17(2):89-94.,,,,,,
6262175,NLM,MEDLINE,19810720,20141003,0016-450X (Print) 0016-450X (Linking),71,5,1980 Oct,Different sensitivities of rat cells to infection by ecotropic murine leukemia viruses.,721-3,"['Okada, Y S', 'Watanabe, I']","['Okada YS', 'Watanabe I']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Gan,Gan,0151745,,IM,"['Animals', 'Cells, Cultured', 'Immunity', 'Leukemia Virus, Murine/*growth & development', 'Leukemia, Experimental/*immunology', 'Rats', 'Species Specificity']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",,ppublish,Gan. 1980 Oct;71(5):721-3.,"The titration curves of ecotropic murine leukemia viruses with various rat cells were determined by the reverse XC assay method. The curves of N-, B-, and NB-tropic viruses with Hepano cells (derived from a Sprague-Dawley rat) and Sprague-Dawley embryo cells were of single-hit type. In contrast, the curves of these viruses with 3Y1 cells (derived from a Fischer rat) and Fischer rat embryo cells were of two-hit type. Thus, the cells derived from the Sprague-Dawley rat were sensitive to infection by ecotropic murine leukemia viruses but the cells derived from the Fischer rat were resistant.",,,,,
6262025,NLM,MEDLINE,19810723,20131121,0366-6999 (Print) 0366-6999 (Linking),94,1,1981 Jan,Peripheral leukemic cell cAMP level changes in acute leukemia and clinical observations.,47-50,"['Wang, L X', 'He, S P', 'Zhang, S X', 'Ge, Y Q', 'Li, Z M', 'Liu, C J']","['Wang LX', 'He SP', 'Zhang SX', 'Ge YQ', 'Li ZM', 'Liu CJ']",['eng'],,['Journal Article'],China,Chin Med J (Engl),Chinese medical journal,7513795,['E0399OZS9N (Cyclic AMP)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Cyclic AMP/*analysis', 'Female', 'Humans', 'Leukemia/*blood/pathology', 'Leukocyte Count', 'Leukocytes/*analysis', 'Male', 'Middle Aged']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Chin Med J (Engl). 1981 Jan;94(1):47-50.,,,,,,
6261940,NLM,MEDLINE,19810720,20190720,0304-3835 (Print) 0304-3835 (Linking),8,3,1980 Jan,Non-specific cyclic nucleotide binding in leukemic leukocytes.,213-6,"['Weber, T H', 'Linkola, J']","['Weber TH', 'Linkola J']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Ireland,Cancer Lett,Cancer letters,7600053,"['E0399OZS9N (Cyclic AMP)', 'H2D2X058MU (Cyclic GMP)']",IM,"['Cyclic AMP/*metabolism', 'Cyclic GMP/*metabolism', 'Humans', 'Leukemia/*metabolism', 'Leukocytes/*metabolism', 'Protein Binding']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']","['0304-3835(80)90004-X [pii]', '10.1016/0304-3835(80)90004-x [doi]']",ppublish,Cancer Lett. 1980 Jan;8(3):213-6. doi: 10.1016/0304-3835(80)90004-x.,"Extracts of leukemic lymphocytes and leukemic myelomonocytic cells bind significantly more cAMP/mg protein than do normal cells. The binding of cAMP in leukemic cells is non-specific since the binders are unable to effectively discriminate between cAMP and cGMP in contrast to normal cells. When normal lymphocytes are activated in vitro with mitogens, their cAMP-binding capacity is increased, but the binding retains the specificity of normal cells. Thus in malignantly transformed leukocytes, cAMP-binding is characterized by a high degree of non-specificity, compared with the binding in resting or proliferating normal leukocytes.",,,,,
6261930,NLM,MEDLINE,19810723,20190620,0008-543X (Print) 0008-543X (Linking),47,8,1981 Apr 15,Acute myelocytic leukemia following prolonged streptozotocin therapy.,1963-5,"['Green, M R', 'Anderson, R E']","['Green MR', 'Anderson RE']",['eng'],['CA-19087-03/CA/NCI NIH HHS/United States'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,['5W494URQ81 (Streptozocin)'],IM,"['Adenoma, Islet Cell/drug therapy', 'Aged', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced', 'Male', 'Neoplasms, Multiple Primary/etiology', 'Pancreatic Neoplasms/drug therapy', 'Streptozocin/*adverse effects', 'Time Factors']",1981/04/15 00:00,1981/04/15 00:01,['1981/04/15 00:00'],"['1981/04/15 00:00 [pubmed]', '1981/04/15 00:01 [medline]', '1981/04/15 00:00 [entrez]']",['10.1002/1097-0142(19810415)47:8<1963::aid-cncr2820470809>3.0.co;2-a [doi]'],ppublish,Cancer. 1981 Apr 15;47(8):1963-5. doi: 10.1002/1097-0142(19810415)47:8<1963::aid-cncr2820470809>3.0.co;2-a.,"A 69-year-old man with metastatic islet cell carcinoma was treated with streptozotocin and achieved excellent tumor regression. Sixty-seven grams of streptozotocin were given over 28 months. After completion of streptozotocin therapy, the patient had progressive leukopenia. Thirteen months after discontinuation of streptozotocin, acute myelocytic leukemia developed in the patient. He received aggressive antileukemia therapy but died without achieving complete remission. Streptozotocin should be added to the list of chemotherapeutic agents whose prolonged use in the management of a primary malignancy has been followed by the appearance of acute leukemia.",,,,,
6261848,NLM,MEDLINE,19810709,20071114,0300-0893 (Print) 0300-0893 (Linking),34,1,1981 Feb,Are type C viruses transforming agents?,4-8,"['Levy, J A']",['Levy JA'],['eng'],['CA-13086/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,,IM,"['Cell Transformation, Neoplastic', 'Cell Transformation, Viral', 'Genes, Viral', 'Humans', 'Neoplasms/microbiology', 'Oncogenic Viruses/genetics', 'Retroviridae/*genetics']",1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",,ppublish,Biomedicine. 1981 Feb;34(1):4-8.,"Type C RNA viruses have been considered oncogenic because they are found associated with animal tumors and can induce cancers in several animal species. Those viruses that rapidly cause cancer appear to contain an oncogenic gene which resembles genetic sequences present in normal cells. This gene codes for a transforming protein which may be a normal cellular enzyme or a slightly altered cellular product. Its mechanism for transforming a cell is not yet known. Other oncogenic viruses, such as the chronic leukemia viruses, may not produce an oncogenic protein but may affect, by other means, specific target cells so they become malignant. Recent evidence now suggests that the majority of endogenous type C viruses are not transforming agents but inherited in the host to function in other biologic processes. These viruses do not contain transduced cellular genes which are responsible for cancer. Their role probably depends on their expression of other gene products which aid in normal development. These observations suggest that the ultimate control of human cancer may result from the identification of the oncogenic cellular-like genes transduced by some type C viruses even if a true human oncogenic virus is not isolated.",,,,,
