PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,PMC,GR,AID,TT,SI,EIN,AD,RF
4016796,NLM,MEDLINE,19850919,20131121,0361-5960 (Print) 0361-5960 (Linking),69,7-8,1985 Jul-Aug,Cyclophosphamide/etoposide: effective reinduction therapy for children with acute nonlymphocytic leukemia in relapse.,887-9,"['Kalwinsky, D K', 'Dahl, G V', 'Mirro, J Jr', 'Look, A T']","['Kalwinsky DK', 'Dahl GV', 'Mirro J Jr', 'Look AT']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['6PLQ3CP4P3 (Etoposide)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Child', 'Child, Preschool', 'Cyclophosphamide/administration & dosage/adverse effects', 'Drug Administration Schedule', 'Etoposide/administration & dosage/adverse effects', 'Female', 'Humans', 'Infant', 'Interphase/drug effects', 'Leukemia/blood/*drug therapy', 'Male', 'Mitosis/drug effects', 'Recurrence']",1985/07/01 00:00,2001/03/28 10:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1985/07/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1985 Jul-Aug;69(7-8):887-9.,"Reinduction therapy consisting of cyclophosphamide (250 mg/m2 orally daily for 4 days) followed by etoposide (250 mg/m2 iv daily for 3 days) was administered to 14 children with refractory or recurrent acute nonlymphocytic leukemia. Five complete remissions were achieved in eight patients who had relapsed in the bone marrow 1-27 months after cessation of initial therapy, which included anthracyclines, cytarabine, etoposide, and 5-azacitidine. Reinduction attempts were unsuccessful in patients who had failed to achieve an initial remission and in those whose relapses occurred while receiving therapy. Toxicity, including myelosuppression and mucositis, was within acceptable limits. This drug combination deserves further assessment in therapeutic protocols for patients with acute nonlymphocytic leukemia.",,['CA-20180/CA/NCI NIH HHS/United States'],,,,,,
4016794,NLM,MEDLINE,19850919,20131121,0361-5960 (Print) 0361-5960 (Linking),69,7-8,1985 Jul-Aug,Deoxyguanosine enhancement of cytarabine nucleotide accumulation in human leukemia cells.,851-7,"['Akman, S A', 'Ross, D D', 'Joneckis, C C', 'Fox, B M', 'Bachur, N R']","['Akman SA', 'Ross DD', 'Joneckis CC', 'Fox BM', 'Bachur NR']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Arabinonucleotides)', '0 (DNA, Neoplasm)', '04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)', '98600C0908 (Cycloheximide)', 'EC 2.7.1.74 (Deoxycytidine Kinase)', 'G9481N71RO (Deoxyguanosine)', 'VC2W18DGKR (Thymidine)']",IM,"['Arabinofuranosylcytosine Triphosphate/*biosynthesis', 'Arabinonucleotides/*biosynthesis', 'Bone Marrow/metabolism', 'Cell Line', 'Cycloheximide/pharmacology', 'Cytarabine/*metabolism', 'DNA, Neoplasm/metabolism', 'Deoxycytidine Kinase/metabolism', 'Deoxyguanosine/*pharmacology', 'Flow Cytometry', 'Humans', 'Interphase/drug effects', 'Leukemia/*metabolism', 'Phosphorylation', 'Thymidine/pharmacology']",1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1985 Jul-Aug;69(7-8):851-7.,"We studied the effect of deoxyguanosine (dGuo) on cellular cytarabine (ara-C) nucleotide accumulation of the human leukemia cell line K562 and of bone marrow blast cells derived from patients with acute nonlymphocytic leukemia. Exposure of cells in culture to dGuo increased ara-C nucleotide accumulation measured in cell lysate, with an average increase of 386% (range, 242%-537%) of control in the presence of 500 microM dGuo. Maximal elevation occurred after 8 hours of exposure and remained constant through 48 hours. dGuo also enhanced deoxycytidine nucleotide accumulation, but dGuo enhancement favored accumulation of ara-C nucleotides over dCyd nucleotides. In cell cycle kinetic studies using flow cytometry, dGuo slowed accumulation of cells with apparent S-phase DNA content in a concentration-dependent fashion. However, neither the rate nor the magnitude of this effect correlated with the increase in ara-C nucleotide accumulation. Since the increase in ara-C nucleotide accumulation caused by dGuo could be prevented by 5 micrograms/ml of cycloheximide, this process appears to require new protein synthesis. Although these data suggest that the elevation of ara-C nucleotide accumulation caused by dGuo may represent induction of enzyme synthesis, other possibilities are discussed. Exposure of bone marrow blast cells obtained from patients with acute nonlymphocytic leukemia to dGuo for 16 hours in liquid culture also increased ara-C nucleotide accumulation. In six of seven studies, exposure to dGuo in concentrations from 50 to 500 microM increased ara-C nucleotide accumulation from 160% to 3400%. These data suggest that dGuo may alter ara-C metabolism in a clinically useful fashion.",,,,,,,,
4016789,NLM,MEDLINE,19850919,20131121,0361-5960 (Print) 0361-5960 (Linking),69,7-8,1985 Jul-Aug,Phase I study of vinblastine and verapamil given by concurrent iv infusion.,795-9,"['Benson, A B 3rd', 'Trump, D L', 'Koeller, J M', 'Egorin, M I', 'Olman, E A', 'Witte, R S', 'Davis, T E', 'Tormey, D C']","['Benson AB 3rd', 'Trump DL', 'Koeller JM', 'Egorin MI', 'Olman EA', 'Witte RS', 'Davis TE', 'Tormey DC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['5V9KLZ54CY (Vinblastine)', 'CJ0O37KU29 (Verapamil)']",IM,"['Adult', 'Arrhythmias, Cardiac/chemically induced', 'Drug Evaluation', 'Drug Therapy, Combination', 'Electrocardiography', 'Female', 'Hematologic Diseases/chemically induced', 'Humans', 'Infusions, Parenteral', 'Male', 'Middle Aged', 'Neoplasms/*drug therapy', 'Verapamil/*administration & dosage/adverse effects/blood', 'Vinblastine/*administration & dosage/adverse effects/blood']",1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1985 Jul-Aug;69(7-8):795-9.,"Overcoming resistance to chemotherapy is an important goal in cancer treatment. In many systems, resistance to anthracyclines and vinca alkaloids correlates with a diminished intracellular content of drug. In P388 leukemia and Ehrlich ascites tumor, an active outward transport of anthracyclines and vinca alkaloids occurs. Calcium channel blockers, such as verapamil, inhibit this active outward transport and increase intracellular content of vinblastine and anthracyclines in cells resistant to vinca alkaloids and anthracyclines, respectively. We report a phase I trial of vinblastine (1.5 mg/m2 daily as iv continuous infusion X 5 days) in 17 patients and concurrent verapamil in escalating doses. Verapamil was administered as a loading dose (0.02-0.1 mg/kg) followed by a maintenance infusion (0.036-0.18 mg/kg/hour) for 5 1/2 days with continuous cardiac monitoring. There was no apparent augmentation of vinblastine toxicity when vinblastine and verapamil were given concurrently. ECG change was the dose-limiting toxicity. At 0.12 mg/kg/hour, five of nine patients developed first-degree heart block (mean P-R interval, 0.32 seconds; range, 0.23-0.52 seconds). Junctional rhythms were noted in two of 17 patients. Reversible nonspecific T-wave changes were seen in four of 17 patients. Blood pressure and left ventricular ejection fractions (ultrasonic) were not altered. Five of 17 patients had wbc count nadirs less than 2000/mm3, and two of 17 patients had platelet count nadirs less than 100,000/mm3. Four patients experienced neurotoxicity. A mean vinblastine concentration of 2.2 ng/ml (0.55 nM) and a mean verapamil concentration of 290 ng/ml (0.45 microM) were achieved with the concurrent 5-day infusion. The tolerable levels of verapamil obtained appear to be less than those which were reported to inhibit vinblastine efflux in vitro. Additional in vitro experiments at the tolerable doses of vinblastine and verapamil are recommended.",,['N01-CM-27549/CM/NCI NIH HHS/United States'],,,,,,
4016788,NLM,MEDLINE,19850919,20041117,0361-5960 (Print) 0361-5960 (Linking),69,7-8,1985 Jul-Aug,Recombinant alpha-2 interferon in the treatment of hairy cell leukemia.,791-3,"['Thompson, J A', 'Brady, J', 'Kidd, P', 'Fefer, A']","['Thompson JA', 'Brady J', 'Kidd P', 'Fefer A']",['eng'],['Journal Article'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,['0 (Interferon Type I)'],IM,"['Adult', 'Aged', 'Female', 'Hematocrit', 'Humans', 'Interferon Type I/adverse effects/*therapeutic use', 'Leukemia, Hairy Cell/blood/*therapy', 'Leukocyte Count', 'Male', 'Middle Aged', 'Neutrophils/drug effects', 'Platelet Count']",1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1985 Jul-Aug;69(7-8):791-3.,"We treated 14 patients with hairy cell leukemia, 13 of whom had progressive disease, with recombinant alpha-2 interferon administered sc at 2 X 10(6) units/m2, three times per week. Thirteen patients were evaluable for response. All evaluable patients responded within 6-8 weeks. After a minimal treatment duration of 6 months and a maximal of 12 months, three patients have achieved complete response and ten have achieved partial response. With a median treatment duration of 10 months, the responding patients' hematologic parameters are continuing to improve, and no responding patients have relapsed. This outpatient self-administered regimen is well-tolerated, with mild fever, myalgias, and headache usually resolving within 2 months. Although the optimal regimen and the mechanism of action are unknown, recombinant alpha-2 interferon may be the treatment of choice for patients whose disease progresses after splenectomy or who are not surgical candidates.",,,,,,,,
4016773,NLM,MEDLINE,19850912,20121115,0361-5960 (Print) 0361-5960 (Linking),69,6,1985 Jun,Phase I study of bisantrene in acute nonlymphoblastic leukemia.,703-5,"['Marty, M', 'Ferme, C', 'Gisselbrecht, C', 'Guy, H', 'Clark, M J', 'Bancillon, A', 'Boiron, M']","['Marty M', 'Ferme C', 'Gisselbrecht C', 'Guy H', 'Clark MJ', 'Bancillon A', 'Boiron M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Anthracenes)', '0 (Antibiotics, Antineoplastic)', '39C34M111K (bisantrene)']",IM,"['Acute Kidney Injury/chemically induced', 'Adult', 'Anthracenes/therapeutic use/toxicity', 'Antibiotics, Antineoplastic/*therapeutic use/toxicity', 'Cholestasis/chemically induced', 'Drug Evaluation', 'Female', 'Humans', 'Leukopenia/chemically induced', 'Male', 'Thrombocytopenia/chemically induced']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1985 Jun;69(6):703-5.,"A phase I study of bisantrene using a daily injection for 5 days was undertaken in adult patients with relapsing acute nonlymphoblastic leukemia. Seventeen patients received 27 courses, with daily doses ranging from 75 to 250 mg/m2. Although gastrointestinal toxicity and alopecia were rare, hematological toxicity occurred in 85% of the patients. There was cholestasis unrelated to infectious events in 27% of the courses, as well as reversible renal failure in eight of 27 evaluable courses. Responses (complete + partial) were obtained in 35% +/- 10% of the patients. The recommended dose for phase II study is 200 mg/m2/day X 7.",,,,,,,,
4016772,NLM,MEDLINE,19850912,20131121,0361-5960 (Print) 0361-5960 (Linking),69,6,1985 Jun,Stability of the in vivo P388 leukemia model in evaluation of antitumor activity of natural products.,683-5,"['Marsh, J C', 'Shoemaker, R H', 'Suffness, M']","['Marsh JC', 'Shoemaker RH', 'Suffness M']",['eng'],['Journal Article'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Antineoplastic Agents)', 'U3P01618RT (Fluorouracil)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', '*Disease Models, Animal', 'Drug Evaluation, Preclinical/*methods', 'Evaluation Studies as Topic', 'Fluorouracil/therapeutic use', 'Leukemia P388/*drug therapy', 'Leukemia, Experimental/*drug therapy', 'Mice']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1985 Jun;69(6):683-5.,"The stability of the P388 mouse leukemia model over 15 years was examined. Eleven natural products and one synthetic compound (5-FU) tested repetitively under the same conditions of dose and schedule were associated with no significant change in their activity. The P388 model, used in conjunction with other in vivo and in vitro tumor models, continues to be of value in the anticancer drug screening process.",,,,,,,,
4016770,NLM,MEDLINE,19850912,20131121,0361-5960 (Print) 0361-5960 (Linking),69,6,1985 Jun,Promotion of daunorubicin uptake and toxicity by the calcium antagonist tiapamil and its analogs.,673-6,"['Kessel, D', 'Wilberding, C']","['Kessel D', 'Wilberding C']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Propylamines)', 'V824N2T753 (Tiapamil Hydrochloride)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Cell Line', 'Chemical Phenomena', 'Chemistry', 'Daunorubicin/adverse effects/*metabolism', 'Drug Resistance', 'Leukemia P388/metabolism', 'Mice', 'Propylamines/*pharmacology', 'Tiapamil Hydrochloride']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1985 Jun;69(6):673-6.,"Studies were performed with the anthracycline-responsive P388 murine leukemia cell line, and with P388/ADR, a subline selected for doxorubicin resistance. In the P388/ADR cell line, the observed 100-fold daunorubicin resistance is associated with an outward drug transport system which can be inhibited by several calcium antagonists, eg, verapamil and nifedipine. An examination of compounds related to tiapamil, a verapamil analog, has identified a structure which is tenfold more effective than verapamil at potentiating anthracycline accumulation and responsiveness in P388/ADR cells. At no nontoxic level of any calcium antagonist examined was it possible to wholly reverse the degree of daunorubicin resistance found in the P388/ADR cell line.",,['CA-31331/CA/NCI NIH HHS/United States'],,,,,,
4016763,NLM,MEDLINE,19850828,20131121,0008-5472 (Print) 0008-5472 (Linking),45,8,1985 Aug,Biological nature of the effect of ascorbic acids on the growth of human leukemic cells.,3969-73,"['Park, C H']",['Park CH'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,['PQ6CK8PD0R (Ascorbic Acid)'],IM,"['Ascorbic Acid/*pharmacology', 'Bone Marrow/drug effects', 'Cells, Cultured', 'Humans', 'Leukemia/*pathology', 'Neoplastic Stem Cells/*drug effects', 'Stem Cells/*drug effects', 'Stereoisomerism']",1985/08/01 00:00,1985/08/01 00:01,['1985/08/01 00:00'],"['1985/08/01 00:00 [pubmed]', '1985/08/01 00:01 [medline]', '1985/08/01 00:00 [entrez]']",ppublish,Cancer Res. 1985 Aug;45(8):3969-73.,"The effects of L-ascorbic acid (LAA) on the in vitro growth of human leukemic colony-forming cells (L-CFC) were analyzed for all acute nonlymphocytic leukemia patients from whom bone marrow aspirates were received by this laboratory for cell culture study. Among 259 cases, 163 could be directly evaluated for LAA effect. L-CFC growth enhancement was noted in 53 (33%) and suppression in 28 (17%), with overall 50% of patients affected by LAA. Among 34 normal bone marrows tested, none were enhanced by LAA while 8 (24%) were suppressed. While caution is needed in interpreting L-CFC suppression by LAA, L-CFC enhancement is clearly significant. Two isomers of LAA, D-isoascorbic acid and D-ascorbic acid, which have weaker antiscorbutic activity than that of LAA, also produced the L-CFC growth-enhancing effect, but to a lesser degree than that of LAA. A dose-response study also substantiated that D-ascorbic acid was definitely less effective than was LAA. Since D-ascorbic acid is the true optical isomer of LAA and has identical physicochemical properties as does LAA, this differential effect is clearly of biological nature. This study indicates that L-CFC growth suppression by LAA is observed in one-sixth of leukemic patients, L-CFC enhancement in one-third of patients, and that L-CFC growth enhancement is a clearly significant finding with a biological mechanism as the basis.",,"['K04 CA00534/CA/NCI NIH HHS/United States', 'R01 CA20717/CA/NCI NIH HHS/United States']",,,,,,
4016734,NLM,MEDLINE,19850828,20131121,0008-5472 (Print) 0008-5472 (Linking),45,8,1985 Aug,Cell surface effects of adriamycin and carminomycin immobilized on cross-linked polyvinyl alcohol.,3529-36,"['Wingard, L B Jr', 'Tritton, T R', 'Egler, K A']","['Wingard LB Jr', 'Tritton TR', 'Egler KA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['80168379AG (Doxorubicin)', '9002-89-5 (Polyvinyl Alcohol)', 'E7437K3983 (Carubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Carubicin/administration & dosage/metabolism/*pharmacology', 'Cell Survival/drug effects', 'Cells, Cultured', 'Daunorubicin/*analogs & derivatives', 'Dose-Response Relationship, Drug', 'Doxorubicin/administration & dosage/metabolism/*pharmacology', 'Leukemia L1210/pathology', 'Mice', 'Polyvinyl Alcohol/*administration & dosage']",1985/08/01 00:00,2001/03/28 10:01,['1985/08/01 00:00'],"['1985/08/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1985/08/01 00:00 [entrez]']",ppublish,Cancer Res. 1985 Aug;45(8):3529-36.,"Previous reports have claimed Adriamycin to be cytotoxic to cultured tumor cells when the drug is covalently immobilized on a solid support, thus suggesting a cell surface mechanism of action for the drug. Although these previous reports attempted to rule out released drug or endocytosis of drug-support particles as alternative explanations for the observed cytotoxicity, a more thorough analysis is necessary to substantiate fully the cell surface idea. In the present work, the stability of the drug-support linkage was increased by use of cross-linked polyvinyl alcohol as the support and cyanuric chloride or a diazonium salt for attachment of the drug. Different anthracycline orientations were tested by coupling Adriamycin at the amino sugar and carminomycin at the D-ring. The Adriamycin cross-linked polyvinyl alcohol and carminomycin cross-linked polyvinyl alcohol preparations had much lower drug release rates than did the earlier used carbamate-linked Adriamycin cross-linked agarose materials. All three immobilized drug preparations inhibited the growth of L1210 or S180 clones following 2- or 20-h incubation with cells at 37 degrees C. The results strongly support the concept that immobilized anthracyclines can be cytotoxic to cultured cells, for at least two different orientations of the drug on the support.",,"['CA00684/CA/NCI NIH HHS/United States', 'CA28852/CA/NCI NIH HHS/United States', 'RR05416/RR/NCRR NIH HHS/United States']",,,,,,
4016723,NLM,MEDLINE,19850912,20190720,0304-3835 (Print) 0304-3835 (Linking),27,3,1985 Jul,Phase I pharmacologic study of a new Vinca alkaloid: navelbine.,285-93,"['Mathe, G', 'Reizenstein, P']","['Mathe G', 'Reizenstein P']",['eng'],['Journal Article'],Ireland,Cancer Lett,Cancer letters,7600053,"['0 (Antineoplastic Agents)', '5V9KLZ54CY (Vinblastine)', 'Q6C979R91Y (Vinorelbine)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*adverse effects', 'Child', 'Drug Evaluation', 'Female', 'Humans', 'Leukopenia/chemically induced', 'Male', 'Middle Aged', 'Vinblastine/adverse effects/*analogs & derivatives/metabolism', 'Vinorelbine']",1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",ppublish,Cancer Lett. 1985 Jul;27(3):285-93. doi: 10.1016/0304-3835(85)90186-7.,"Navelbine (NVB) is a new semi-synthetic Vinca alkaloid selected on the basis of its affinity for tubulin. NVB inhibits the polymerisation of tubulin and it has significant antitumor activity on P388 and L1210 leukemias and some other experimental tumors. In the present study, 20 patients (9 carcinomas, 10 lymphomas and 1 blastic crisis of chronic myeloid leukemia) received a median of 4 weekly i.v. doses of NVB. Two patients at least received each dose level: 3.6 mg/m2 (1/10 of the LD10 dose/kg in BDF1 mice), 7.2, 12, 18, 32.4, 35 and 43 mg/m2 per week. A total of 89 doses were administered. All patients had been first heavily pretreated and 17 of them had received a Vinca alkaloid. Leukopenia (neutropenia) was the dose-limiting toxicity. There was no thrombocytopenia. Leukopenia was dose-related and first seen at 32.4 mg/m2 per week. The maximal tolerated dose appears to be about 43 mg/m2. At that dose, 2 out of 3 patients developed severe leukopenia and neutropenia. One localized allergic reaction, one case of transient hepatic dysfunction, and 2 reversible peripheral neuropathies were seen. Pharmacokinetics, studied with a radioimmunoassay (RIA) method, suggested an elimination half-life of 30 h and a plasma clearance of 75 l/h. Four patients with Hodgkin's disease and two patients with non-Hodgkin's lymphoma, all of them refractory to vincristine (VCR) and/or vinblastine (VBL), showed minor responses lasting 2-8 weeks. They had received between 4 and 12 doses of 30 and 43 mg/m2. We recommend for phase 11 trials the dose of 40 mg/m2 per week.",,,"['0304-3835(85)90186-7 [pii]', '10.1016/0304-3835(85)90186-7 [doi]']",,,,,
4016683,NLM,MEDLINE,19850826,20190619,0008-543X (Print) 0008-543X (Linking),56,4,1985 Aug 15,The malignant pleural effusion. A review of cytopathologic diagnoses of 584 specimens from 472 consecutive patients.,905-9,"['Johnston, W W']",['Johnston WW'],['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Diagnosis, Differential', 'Female', 'Humans', 'Lung Neoplasms/classification/pathology', 'Male', 'Neoplasms/complications/epidemiology/*pathology', 'Pleural Effusion/classification/etiology/*pathology', 'Retrospective Studies', 'Sex Factors']",1985/08/15 00:00,1985/08/15 00:01,['1985/08/15 00:00'],"['1985/08/15 00:00 [pubmed]', '1985/08/15 00:01 [medline]', '1985/08/15 00:00 [entrez]']",ppublish,Cancer. 1985 Aug 15;56(4):905-9. doi: 10.1002/1097-0142(19850815)56:4<905::aid-cncr2820560435>3.0.co;2-u.,"This study reports the cytopathologic diagnoses rendered on all malignant pleural effusions received and processed over a period of 14 years. Specimens of fluid from various body sites (25,464) were examined. Of these, 5888 (23%) were specimens of pleural effusions. Five hundred eighty-four specimens (9.9% of total pleural fluid specimens) taken from 472 patients were diagnosed as containing cancer cells. Of the malignant pleural effusions, 75.7% were classified as carcinomatous in type. Adenocarcinomas comprised 47.4% of the 584 specimens. The groups of large cell undifferentiated carcinoma and lymphoma/leukemia approximated one another in being the second most common cancer groups (14.3% and 15.0%, respectively). For both males and females, the frequency of organ site or primary tumor type was lung (35.6%), lymphoma/leukemia (15.9%), breast (14.8%), female genital tract (8.1%), and gastrointestinal tract (5.9%). Among male patients, the order of frequency was lung (49.1%), lymphoma/leukemia (21.1%), gastrointestinal tract (7.0%), genitourinary tract (6.0%), and malignant melanoma (1.4%). In female patients, the order of frequency was breast (37.4%), female genital tract (usually ovary) (20.3%), lung (15.0%), lymphoma/leukemia (8.0%), and gastrointestinal tract (4.3%). In 48 patients (10.2%) the primary site of neoplasm was never determined. In 90.5% of patients a cytopathologic diagnosis conclusive for cancer was obtained on the first specimen of fluid. There were no false positive diagnoses.",,,['10.1002/1097-0142(19850815)56:4<905::aid-cncr2820560435>3.0.co;2-u [doi]'],,,,,
4016554,NLM,MEDLINE,19850911,20161026,0006-9248 (Print) 0006-9248 (Linking),83,6,1985 Jun,[Cytogenetics of hemoblastoses].,646-52,"['Koblik, J', 'Jedlovsky, A']","['Koblik J', 'Jedlovsky A']",['slo'],"['English Abstract', 'Journal Article']",Slovakia,Bratisl Lek Listy,Bratislavske lekarske listy,0065324,,IM,"['Bone Marrow/ultrastructure', '*Chromosome Aberrations', 'Humans', 'Leukemia/*genetics', 'Myeloproliferative Disorders/*genetics']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",ppublish,Bratisl Lek Listy. 1985 Jun;83(6):646-52.,,,,,Prispevok k cytogenetike hemoblastoz.,,,,
4016551,NLM,MEDLINE,19850911,20161026,0006-9248 (Print) 0006-9248 (Linking),83,6,1985 Jun,[Chromosome polymorphism].,620-6,"['Cihalova, V', 'Vrba, M']","['Cihalova V', 'Vrba M']",['cze'],"['English Abstract', 'Journal Article']",Slovakia,Bratisl Lek Listy,Bratislavske lekarske listy,0065324,['0 (Heterochromatin)'],IM,"['Chromosomes, Human, 13-15', 'Eye Neoplasms/*genetics', 'Heterochromatin/genetics', 'Humans', 'Leukemia/*genetics', 'Pedigree', '*Polymorphism, Genetic', 'Retinoblastoma/*genetics']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",ppublish,Bratisl Lek Listy. 1985 Jun;83(6):620-6.,,,,,Polymorfismus chromozomu.,,,,
4016003,NLM,MEDLINE,19850919,20190503,0007-1072 (Print) 0007-1072 (Linking),42,8,1985 Aug,"Radiation, work experience, and cause specific mortality among workers at an energy research laboratory.",525-33,"['Checkoway, H', 'Mathew, R M', 'Shy, C M', 'Watson, J E Jr', 'Tankersley, W G', 'Wolf, S H', 'Smith, J C', 'Fry, S A']","['Checkoway H', 'Mathew RM', 'Shy CM', 'Watson JE Jr', 'Tankersley WG', 'Wolf SH', 'Smith JC', 'Fry SA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",England,Br J Ind Med,British journal of industrial medicine,0370637,,IM,"['Adolescent', 'Adult', 'Aged', 'Humans', 'Leukemia, Radiation-Induced/mortality', 'Male', 'Middle Aged', 'Neoplasms, Radiation-Induced/mortality', 'Occupational Diseases/*mortality', 'Occupations', 'Radiation Dosage', 'Radiation Injuries/*mortality', 'Retrospective Studies', 'Tennessee', 'Time Factors']",1985/08/01 00:00,2001/03/28 10:01,['1985/08/01 00:00'],"['1985/08/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1985/08/01 00:00 [entrez]']",ppublish,Br J Ind Med. 1985 Aug;42(8):525-33. doi: 10.1136/oem.42.8.525.,"A retrospective cohort mortality study was conducted among 8375 white male employees who had worked at the Oak Ridge National Laboratory for at least one month between 1943 and 1972. This plant has been the site of energy related research, including uranium and plutonium reactor technology and radioisotope production. Radiation doses, primarily from gamma rays, were generally low; the median cumulative exposure for workers was 0.16 rems. Historical follow up was conducted for the years 1943-77 and ascertainment of vital status was achieved for 92.3% of the cohort. Standardised mortality ratios (SMRs) were computed to contrast the subjects' cause specific mortality experience with that of the United States white male population. The observed number of 966 deaths from all causes was 73% of the number expected. Mortality deficits were also seen for arteriosclerotic heart disease (SMR = 0.75; 344 observed) and all cancers (SMR = 0.78; 194 observed). These results are indicative of the healthy worker effect and the favourable influence on health of the cohort's relatively high socioeconomic status. Non-statistically significant raised SMRs were seen for all leukaemias (SMR = 1.49, 16 observed), cancer of the prostate (SMR = 1.16, 14 observed), and Hodgkin's disease (SMR = 1.10, 5 observed). Internal comparisons of mortality (standardised rate ratios, SRRs) were made between subgroups of the cohort according to radiation dose level and duration of employment in various job categories. No consistent gradients of cause specific mortality were detected for radiation exposure. Leukaemia mortality was highest among workers with greater than or equal to 10 years employment in engineering (SRR = 2.40) and maintenance (SRR = 3.12) jobs. The association of leukaemia with employment in engineering was unexpected; maintenance jobs entail potential exposures to radiation and to a wide range of organic chemicals; metals, and other substances.",PMC1007522,,['10.1136/oem.42.8.525 [doi]'],,,,,
