PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,IP,TT,GR,PMC,CON,SI,CIN,GS,OID,OTO,OT,GN,EIN,LID,PS,FPS
7387463,NLM,MEDLINE,19800828,20190717,0003-9942 (Print) 0003-9942 (Linking),37,1980 Jun,Wernicke's encephalopathy in patients with tumors of the lymphoid-hemopoietic systems.,338-41,"In three treated patients with a generalized invasion by a tumor of the lymphoid-hemopoietic systems, the neuropathologic findings were consistent with Wernicke's encephalopathy. The clinical picture was atypical, but thiamine deficiency by severe malabsorption was the probable cause of this neurologic complication. It is postulated that the chronic form of Wernicke's encephalopathy must occur more frequently than previously shown in treated and long-standing cases of such kinds of tumors.","['De Reuck, J L', 'Sieben, G J', 'Sieben-Praet, M R', 'Ngendahayo, P', 'De Coster, W J', 'Vander Eecken, H M']","['De Reuck JL', 'Sieben GJ', 'Sieben-Praet MR', 'Ngendahayo P', 'De Coster WJ', 'Vander Eecken HM']",,['eng'],"['Case Reports', 'Journal Article']",United States,Arch Neurol,Archives of neurology,0372436,,IM,"['Adolescent', 'Adult', 'Brain/*pathology', 'Brain Neoplasms/pathology', 'Child', 'Female', 'Hodgkin Disease/pathology', 'Humans', 'Leukemia/complications/*pathology', 'Lymphoma/*pathology', 'Wernicke Encephalopathy/complications/*pathology']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",['10.1001/archneur.1980.00500550040002 [doi]'],ppublish,Arch Neurol. 1980 Jun;37(6):338-41. doi: 10.1001/archneur.1980.00500550040002.,,6,,,,,,,,,,,,,,,
7387452,NLM,MEDLINE,19800815,20190717,0003-9942 (Print) 0003-9942 (Linking),37,1980 May,Cranial computerized tomography in childhood leukemia.,306-7,The value of computerized tomography (CT) of the head in childhood leukemia is emphasized by a striking example. The response of the leukemic infiltrate to radiation suggests that an earlier (presymptomatic) scan might have led to major improvement in management. A routine CT scan may be warranted in children with a prolonged remission in search of a CNS reservoir for leukemia cells.,"['Curless, R G']",['Curless RG'],,['eng'],"['Case Reports', 'Journal Article']",United States,Arch Neurol,Archives of neurology,0372436,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Brain Diseases/etiology', 'Child', 'Humans', 'Leukemia, Lymphoid/*diagnostic imaging/etiology/therapy', 'Male', 'Methotrexate/adverse effects', '*Tomography, X-Ray Computed/adverse effects']",1980/05/01 00:00,1980/05/01 00:01,['1980/05/01 00:00'],"['1980/05/01 00:00 [pubmed]', '1980/05/01 00:01 [medline]', '1980/05/01 00:00 [entrez]']",['10.1001/archneur.1980.00500540084013 [doi]'],ppublish,Arch Neurol. 1980 May;37(5):306-7. doi: 10.1001/archneur.1980.00500540084013.,,5,,,,,,,,,,,,,,,
7387355,NLM,MEDLINE,19800825,20190704,0004-0010 (Print) 0004-0010 (Linking),115,1980 Jun,Incidence of hypercalcemia and malignant neoplasm.,704-7,"Hypercalcemia often complicates the course of patients with malignant neoplasms. Since this metabolic derangement is potentially lethal, knowledge of the expected relative incidence of hypercalcemia in various malignant neoplasms is of importance. The incidence of hypercalcemia and malignant neoplasm at the Clinical Center, National Institutes of Health, Bethesda, Md, was reviewed. Of 17,706 admissions (multiple admissions counted once), the overall incidence of hypercalcemia for all disorders was 5.0%; of these, 38.0% (338 patients) had associated neoplasms (99.4% malignant). Primary hyperparathyroidism represented 19.6% of those admitted with hypercalcemia, and nonneoplastic disorders represented 10.7%. Of the 338 patients with hypercalcemia associated with neoplasia, 44.1% had hematologic and 41.4% had solid neoplasms. The relative incidences of hypercalcemia and neoplasia are reported for each of the solid and hematologic neoplasias evaluated.","['Burt, M E', 'Brennan, M F']","['Burt ME', 'Brennan MF']",,['eng'],['Journal Article'],United States,Arch Surg,"Archives of surgery (Chicago, Ill. : 1960)",9716528,,IM,"['Endocrine System Diseases/complications', 'Female', 'Humans', 'Hypercalcemia/epidemiology/*etiology', 'Leukemia/complications', 'Male', 'Maryland', 'Neoplasms/blood/*complications', 'Retrospective Studies']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",['10.1001/archsurg.1980.01380060012004 [doi]'],ppublish,Arch Surg. 1980 Jun;115(6):704-7. doi: 10.1001/archsurg.1980.01380060012004.,,6,,,,,,,,,,,,,,,
7386231,NLM,MEDLINE,19800825,20041117,0001-6101 (Print) 0001-6101 (Linking),207,1980,The preleukemic syndrome. I. Clinical and hematological findings.,391-5,"A long-term prospective study including 151 patients with preleukemia was performed in 1958--79. The series comprised 78 women and 73 men with a mean age of 79 and 72 years, respectively. Acute leukemia was the cause of death in 35 patients, 61 died of infections and/or hemorrhage or of unrelated causes. The mean interval between the initial diagnosis and death from acute non-lymphocytic leukemia was 36 months (range 2--121). Pitfalls in diagnosis are extensively discussed. The most striking was the advanced age of the patients. The presence of pancytopenia at the time of diagnosis was not predictive for subsequent blastic transformation.","['Weber, R F', 'Geraedts, J P', 'Kerkhofs, H', 'Leeksma, C H']","['Weber RF', 'Geraedts JP', 'Kerkhofs H', 'Leeksma CH']",,['eng'],['Journal Article'],Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,,IM,"['Adult', 'Aged', 'Female', 'Humans', 'Male', 'Middle Aged', 'Preleukemia/*diagnosis/mortality/pathology', 'Prognosis', 'Prospective Studies']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Acta Med Scand. 1980;207(5):391-5.,,5,,,,,,,,,,,,,,,
7385839,NLM,MEDLINE,19800828,20181113,0093-0415 (Print) 0093-0415 (Linking),132,1980 Apr,Noncholera vibrio septicemia.,354-7,,"['Platia, E', 'Vosti, K L']","['Platia E', 'Vosti KL']",,['eng'],"['Case Reports', 'Journal Article']",United States,West J Med,The Western journal of medicine,0410504,,IM,"['Aged', 'Cholera/*diagnosis', 'Diarrhea/etiology', 'Face', 'Fever/etiology', 'Humans', 'Leukemia, Lymphoid/complications', 'Male', 'Pain/etiology', 'Sepsis/*diagnosis', 'Vibrio cholerae']",1980/04/01 00:00,1980/04/01 00:01,['1980/04/01 00:00'],"['1980/04/01 00:00 [pubmed]', '1980/04/01 00:01 [medline]', '1980/04/01 00:00 [entrez]']",,ppublish,West J Med. 1980 Apr;132(4):354-7.,,4,,,PMC1272090,,,,,,,,,,,,
7385822,NLM,MEDLINE,19800825,20080310,0043-3144 (Print) 0043-3144 (Linking),29,1980 Mar,Leukaemic recticuloendotheliosis (hairy cell leukaemia). Value of splenectomy.,73-80,,"['Lofters, W S', 'Massey, S K', 'Williams, E']","['Lofters WS', 'Massey SK', 'Williams E']",,['eng'],"['Case Reports', 'Journal Article']",Jamaica,West Indian Med J,The West Indian medical journal,0417410,,IM,"['Aged', 'Humans', 'Leukemia, Hairy Cell/*pathology/therapy', 'Male', 'Middle Aged', '*Splenectomy']",1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",,ppublish,West Indian Med J. 1980 Mar;29(1):73-80.,,1,,,,,,,,,,,,,,,
7385777,NLM,MEDLINE,19800815,20071115,0049-6804 (Print) 0049-6804 (Linking),,1980 Apr,[Diagnostic importance of determining antiliver antibodies in chronic lympholeukemia].,67-9,,"['Blinova, N G', 'Danilishina, V S']","['Blinova NG', 'Danilishina VS']",,['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Ukraine,Vrach Delo,Vrachebnoe delo,0413607,"['0 (Antibodies, Neoplasm)']",IM,"['Antibodies, Neoplasm/*analysis', 'Blood Donors', 'Hemagglutination Tests', 'Humans', 'Leukemia, Lymphoid/*diagnosis/immunology', 'Liver/*immunology', 'Liver Function Tests']",1980/04/01 00:00,1980/04/01 00:01,['1980/04/01 00:00'],"['1980/04/01 00:00 [pubmed]', '1980/04/01 00:01 [medline]', '1980/04/01 00:00 [entrez]']",,ppublish,Vrach Delo. 1980 Apr;(4):67-9.,,4,Diagnosticheskoe znachenie opredeleniia protivopechenochnykh antitel u bol'nykh khronicheskim limfoleikozom.,,,,,,,,,,,,,,
7385731,NLM,MEDLINE,19800828,20061115,0507-3758 (Print) 0507-3758 (Linking),26,1980,[Effect of diazane on the mitotic cycle of transplantable leukemia LA in mice].,59-63,Diazane inhibited for 25 hours the division of cells being at S-phase during its administration. The renewal of cell division was followed by their selective death. The substance failed to affect cells being at G2-phase of at termination of S-phase during its administration.,"['Goncharova, S A', 'Konovalova, N P', 'Shevtsova, V N']","['Goncharova SA', 'Konovalova NP', 'Shevtsova VN']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,"['0 (Azo Compounds)', '0 (DNA, Neoplasm)', '0 (Diazonium Compounds)', '0 (Succinates)', '19690-35-8 (diazan)']",IM,"['Animals', 'Azo Compounds/*pharmacology', 'Cell Cycle/*drug effects', 'DNA, Neoplasm/biosynthesis', 'Depression, Chemical', '*Diazonium Compounds', 'Leukemia L1210/*drug therapy/metabolism', 'Mice', 'Mitosis/*drug effects', 'Succinates/*pharmacology']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1980;26(6):59-63.,,6,Vliianie diazana na kletochnyi tsikl perevivaemogo leikoza LA myshei.,,,,,,,,,,,,,,
7385722,NLM,MEDLINE,19800828,20131121,0507-3758 (Print) 0507-3758 (Linking),26,1980,[Pattern of steroid hormones in patients with acute leukemia].,12-8,"The cortisol metabolism was studied in patients with different variants of acute leukemia. In total amount of C21-steroid excreted with urine the portion of cortisol was decreased, the increased cortisol conversion into 20-dihydrometabolites and the decreased cortisol portion, conversed through the stage of cortisone into tetrahydrocortisone, were observed. Also, disturbances in steroid conjugation with glucuronic and sulfuric acids and the increased progesterone concentration in peripheral blood plasma were noted.","['Goncharova, N D', 'Goncharov, N P', 'Vorontsov, V I', 'Lebedev, V N', 'Lapin, B A']","['Goncharova ND', 'Goncharov NP', 'Vorontsov VI', 'Lebedev VN', 'Lapin BA']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,"['0 (Glucuronates)', '0 (Sulfuric Acids)', 'WI4X0X7BPJ (Hydrocortisone)']",IM,"['Acute Disease', 'Biotransformation', 'Glucuronates/metabolism', 'Humans', 'Hydrocortisone/*metabolism', 'Leukemia/*metabolism', 'Sulfuric Acids/metabolism']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1980;26(6):12-8.,,6,Osobennosti obmena steroidnykh gormonov u bol'nykh ostrymi leikozami.,,,,,,,,,,,,,,
7385267,NLM,MEDLINE,19800828,20041117,0385-0005 (Print) 0385-0005 (Linking),5,1980 Jan,Ecological investigation on intestinal bacterial flora of patients nursed in protected environmental units.,97-112,"The present results of investigations performed on fresh fecal samples from a healthy adult and subjects with acute leukemia cultured bacteriologically using both aerobic and anaerobic techniques have led to the following conclusions. 1) In studies on the intestinal bacterial flora of the subjects examined, obligate anaerobic bacteria rather than facultative anaerobes accounted for more than 99% of the microorganisms. 2) Although some qualitative differences seem to exist between fecal bacterial flora components of the normal individual and leukemia patients examined, further investigations considering various factors controlling and influencing the composition of intestinal bacterial flora are needed to evaluate the results obtained. 3) The results obtained herein indicate that changes in intestinal bacterial flora induced by non-absorbable antibiotics are associated with the host defense mechanisms. 4) The relative predominance of aerobic versus anaerobic bacterial flora in the intestine may reflect the degree of severity of clinical manifestation in leukemia patients. In the data obtained from the present investigations, the predominating fecal anaerobic bacteria may serve as a base line for the evaluation and interpretation of the host defense system by patterns of the components of bowel flora brought about by internal or external environmental changes.","['Ozawa, A', 'Sawamura, S', 'Nagao, T', 'Sasaki, S']","['Ozawa A', 'Sawamura S', 'Nagao T', 'Sasaki S']",,['eng'],['Journal Article'],Japan,Tokai J Exp Clin Med,The Tokai journal of experimental and clinical medicine,7704186,['0 (Anti-Bacterial Agents)'],IM,"['Acute Disease', 'Adult', 'Anaerobiosis', 'Anti-Bacterial Agents/therapeutic use', 'Bacteria/isolation & purification', 'Ecology', 'Feces/microbiology', 'Female', 'Humans', 'Intestines/*microbiology', 'Leukemia/drug therapy/*microbiology', 'Male', 'Middle Aged', '*Patient Isolation']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Tokai J Exp Clin Med. 1980 Jan;5(1):97-112.,,1,,,,,,,,,,,,,,,
7385094,NLM,MEDLINE,19800828,20190503,0040-6376 (Print) 0040-6376 (Linking),35,1980 Mar,Bronchiectasis complicating chronic lymphatic leukaemia with hypogammaglobulinaemia.,217-8,,"['Knowles, G K', 'Stanhope, R', 'Green, M']","['Knowles GK', 'Stanhope R', 'Green M']",,['eng'],"['Case Reports', 'Journal Article']",England,Thorax,Thorax,0417353,,IM,"['Agammaglobulinemia/*complications', 'Bronchiectasis/*etiology', 'Humans', 'Leukemia, Lymphoid/*complications', 'Male', 'Middle Aged']",1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1136/thx.35.3.217 [doi]'],ppublish,Thorax. 1980 Mar;35(3):217-8. doi: 10.1136/thx.35.3.217.,,3,,,PMC471259,,,,,,,,,,,,
7384958,NLM,MEDLINE,19800815,20061115,0036-4355 (Print) 0036-4355 (Linking),25,1980,[Advantages of short-term cell cultures in liquid medium for the cytogenetic study of the leukaemias (author's transl)].,1-4,,"['Carbonell, F', 'Fliedner, T M', 'Kratt, E', 'Sauerwein, K']","['Carbonell F', 'Fliedner TM', 'Kratt E', 'Sauerwein K']",,['spa'],"['English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,['0 (Culture Media)'],IM,"['*Bone Marrow Cells', 'Culture Media', 'Culture Techniques/*methods', 'Cytodiagnosis/methods', '*Cytogenetics', 'Humans', 'Leukemia/*diagnosis', 'Mitosis']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1980;25(1):1-4.,,1,Ventajas del uso de cultivos de corta duracion en medio liquido para el estudio citogenetico de las leucemias.,,,,,,,,,,,,,,
7384216,NLM,MEDLINE,19800825,20190726,0031-9155 (Print) 0031-9155 (Linking),25,1980 Mar,Cancer-induced decreases in human plasma proton NMR relaxation rates.,309-15,"Proton relaxation rates in plasma from cancer patients tend to be lower than those for healthy people, whilst illnesses other than cancer produce relaxation rates higher on the average than those for healthy people. These differences are not large enough for diagnostic purposes but might, perhaps, prove useful for monitoring the progress of cancer treatment. The experimental accuracy needed for this purpose is discussed, as are the causes of experimental error.","['McLachlan, L A']",['McLachlan LA'],,['eng'],['Journal Article'],England,Phys Med Biol,Physics in medicine and biology,0401220,,IM,"['Adolescent', 'Adult', 'Aged', 'Humans', 'Leukemia/blood', 'Magnetic Resonance Spectroscopy', 'Middle Aged', 'Neoplasms/*blood']",1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1088/0031-9155/25/2/010 [doi]'],ppublish,Phys Med Biol. 1980 Mar;25(2):309-15. doi: 10.1088/0031-9155/25/2/010.,,2,,,,,,,,,,,,,,,
7383991,NLM,MEDLINE,19800815,20190913,0091-7435 (Print) 0091-7435 (Linking),9,1980 Mar,Immunodeficiency in humans as a risk factor in the development of malignancy.,252-9,,"['Filipovich, A H', 'Spector, B D', 'Kersey, J']","['Filipovich AH', 'Spector BD', 'Kersey J']",,['eng'],['Journal Article'],United States,Prev Med,Preventive medicine,0322116,,IM,"['Carcinoma/epidemiology/pathology', 'Humans', 'Immunologic Deficiency Syndromes/*complications', 'Leukemia/epidemiology/pathology', 'Lymphoma/epidemiology/pathology', 'Neoplasms/*epidemiology/*prevention & control', 'Registries', 'Risk', 'United States']",1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1016/0091-7435(80)90083-3 [doi]'],ppublish,Prev Med. 1980 Mar;9(2):252-9. doi: 10.1016/0091-7435(80)90083-3.,,2,,,,,,,,,,,,,,,
7383398,NLM,MEDLINE,19800815,20061115,0026-4806 (Print) 0026-4806 (Linking),71,1980 May 12,[Burkitt's lymphoma with leukemic evolution].,1377-83,"An account of the clinical, histopathological and aetiopathogenetic aspects of Burkitt's lymphoma is followed by the presentation of a personal case, in which the typical clinical picture of the African form progressed to terminal leukaemia. The aetiological and pathogenetic role of the Epstein-Barr virus is also briefly discussed.","['Rubertelli, M', 'Cima, L', 'Mazzon, C', 'Aldovini, D', 'Bolner, A', 'Busana, L', 'Ambrosini, G', 'Fellin, G']","['Rubertelli M', 'Cima L', 'Mazzon C', 'Aldovini D', 'Bolner A', 'Busana L', 'Ambrosini G', 'Fellin G']",,['ita'],"['Case Reports', 'English Abstract', 'Journal Article']",Italy,Minerva Med,Minerva medica,0400732,,IM,"['Burkitt Lymphoma/*complications/etiology/immunology', 'Child, Preschool', 'Head and Neck Neoplasms/*complications', 'Humans', 'Leukemia/*etiology', 'Male']",1980/05/12 00:00,1980/05/12 00:01,['1980/05/12 00:00'],"['1980/05/12 00:00 [pubmed]', '1980/05/12 00:01 [medline]', '1980/05/12 00:00 [entrez]']",,ppublish,Minerva Med. 1980 May 12;71(19):1377-83.,,19,Linfoma di Burkitt ad evoluzione leucemica.,,,,,,,,,,,,,,
