PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,GS,TT,GR,PMC,CIN,SI,EIN,CON,OID,PS,FPS,OTO,OT,GN,CRF
2065944,NLM,MEDLINE,19910812,20200713,0234-5730 (Print) 0234-5730 (Linking),36,1,1991 Jan,[Treatment of acute nonlymphocytic leukemia].,3-8,,"['Preisler, Kh D', 'Raza, A']","['Preisler KhD', 'Raza A']",,['rus'],"['Clinical Trial', 'Comparative Study', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow Transplantation/*methods', 'Cytarabine/*administration & dosage', 'Daunorubicin/*administration & dosage', 'Humans', 'Leukemia, Myeloid, Acute/*therapy', 'Prognosis', 'Remission Induction', 'Time Factors']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1991 Jan;36(1):3-8.,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",,,Lechenie ostrogo nelimfoidnogo leikoza.,,,,,,,,,,,,,
2065943,NLM,MEDLINE,19910812,20200713,0234-5730 (Print) 0234-5730 (Linking),36,1,1991 Jan,[Use of ultrahigh frequency electromagnetic irradiation in the treatment of infectious complications in patients with hemoblastoses].,28-31,"Electromagnetic radiation microwave frequency (MVF) was used in the complex treatment of local infectious infiltrates, as well as chronic bronchitis and acute pneumonia. Preliminary in vitro studies have shown that MVF does not produce any unfavourable effect on the immune system and does not induce the main disease progressing. Indications and contraindications have been described for MVF use in the treatment of patients with hemoblastosis. The method of MVF application includes a gradual increase of intensity and time of MVF action on the affected focus. The course of treatment consists of 8-12 sessions, the improvement being recorded after 3-5 sessions. It has been found that MVF induces improvement of red blood cell rheologic properties, arrest of local inflammatory processes, during shorter terms as compared to patients who were not treated by MVF, as well as it produces a favourable effect on hemodynamic parameters. Complete arresting of the inflammatory process has been recorded in 94.0% of patients with hemoblastosis. The results of the investigation permit recommending MVF in the treatment of infectious (postinjection and postbemorrhagic) infiltrates, chronic bronchitis and acute pneumonia that complicate the course of hemoblastosis. This method of treatment not only diminishes the terms of infectious process elimination, but also increases the effectiveness of their control.","['Abdulkadyrov, K M', 'Semenov, A I', ""Bessmel'tsev, S S""]","['Abdulkadyrov KM', 'Semenov AI', ""Bessmel'tsev SS""]",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Bacterial Infections/etiology/*radiotherapy', 'Bronchitis/etiology/*radiotherapy', '*Electromagnetic Phenomena', 'Humans', 'Leukemia/*complications', 'Multiple Myeloma/*complications', 'Opportunistic Infections/etiology/*radiotherapy', 'Pneumonia/etiology/*radiotherapy', 'Radio Waves', 'Radiotherapy Dosage']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1991 Jan;36(1):28-31.,,,,Primenenie elektromagnitnykh izluchenii sverkhvysokoi chastoty dlia lecheniia infektsionnykh oslozhnenii u bol'nykh gemoblastozami.,,,,,,,,,,,,,
2065942,NLM,MEDLINE,19910812,20200713,0234-5730 (Print) 0234-5730 (Linking),36,1,1991 Jan,[Putrescine in evaluation of the leukemic process in children].,26-8,Relationship between elevated putrescine level in urine and its presence in the blood and bone marrow was analyzed in 44 children with acute leukemia in the active stage. It has been shown that putrescine is a marker of activation of leukemic proliferation that is confirmed by the disease course character in patients with elevated putrescine level in urine (66.3 +/- 5.1 mumols/day) and its presence in the blood and bone marrow. Putrescine can serve as an early precursor of relapses during investigation of patients in the remission state.,"['Kovtunova, M E', 'Riabova, T I']","['Kovtunova ME', 'Riabova TI']",,['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/chemistry/drug effects/*metabolism', 'Child', 'Child, Preschool', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/metabolism', 'Neoplasm Recurrence, Local/*metabolism', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/metabolism', 'Prognosis', 'Putrescine/chemistry/*metabolism', 'Remission Induction']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1991 Jan;36(1):26-8.,['V10TVZ52E4 (Putrescine)'],,,Putrescin v otsenke aktivnosti leikoznogo protsessa u detei.,,,,,,,,,,,,,
2065941,NLM,MEDLINE,19910812,20200713,0234-5730 (Print) 0234-5730 (Linking),36,1,1991 Jan,[Results of 16-year use of the 06-Paris-LA-66 program in the treatment of children with acute lymphoblastic leukemia].,23-5,"The treatment of children with acute lymphoblastic leukemia was conducted with the use of 06-Paris-LA-66 program modified by the authors. Complete remission was obtained in 91.8% of cases. Recovery was achieved and the therapy was discontinued in 16 out of 34 patients who had strictly adhered the program treatment, the treatment of 7 patients in complete remission is continued. The authors consider the program as high efficient and recommend its use.","['Mendeleev, I M', 'Kovrigina, T I', 'Polezhaev, Iu N']","['Mendeleev IM', 'Kovrigina TI', 'Polezhaev IuN']",,['rus'],"['Clinical Trial', 'English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Child, Preschool', 'Daunorubicin/*administration & dosage', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Prednisolone/*administration & dosage', 'Remission Induction', 'Time Factors', 'Vincristine/*administration & dosage']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1991 Jan;36(1):23-5.,"['5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'ZS7284E0ZP (Daunorubicin)', 'DVP (daunomycin)']",,,"Rezul'taty 16-letnego primeneniia programmy 06-Paris-LA-66 dlia lecheniia detei, bol'nykh ostrym limfoblastnym leikozom.",,,,,,,,,,,,,
2065940,NLM,MEDLINE,19910812,20200713,0234-5730 (Print) 0234-5730 (Linking),36,1,1991 Jan,[Value of partial protection of lung tissue for prevention of radiation pneumonitis after total body irradiation].,21-3,"Interstitial pneumonitis is one of the most serious complications in patients after bone marrow transplantation, and irradiation plays the main role in its etiology. A total of 44 patients with blood diseases were subjected to total-body irradiation before bone marrow transplantation. Chemotherapy, cyclophosphamide in a dose of 60 mg/kg/day, was conducted during two successive days. Group I patients (n-23) were subjected to irradiation in a total dose of 12 Gy used as 6 fractions of 2 Gy twice a day, during 3 successive days. Group II patients, after irradiation with 6 Gy, were protected with lung shields that inhibited 50% of irradiation thus reducing the irradiation dose in the area of the lung up to 9 Gy. Then the patients received a total dose of 6 Gy during two days. Radiation pneumonitis developed in 6 out of 23 patients, 3 of them died. No non-infectious complications of the lungs were observed in group II patients with partial protection of the lung tissue. The data obtained have evidenced that thoroughly developed radiotherapeutic program with a special attention to the prevention of excessive irradiation of the lung tissue can reduce incidence of radiation pneumonitis in patients after bone marrow transplantation.","['Veshler, Z', 'Slavin, Sh']","['Veshler Z', 'Slavin Sh']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Adolescent', 'Adult', 'Bone Marrow Transplantation/*methods', 'Child', 'Humans', 'Leukemia/*surgery', 'Lung/*radiation effects', 'Middle Aged', 'Postoperative Care', 'Pulmonary Fibrosis/etiology/*prevention & control', 'Radiation Injuries/complications/*prevention & control', 'Radiation Protection/*methods', 'Whole-Body Irradiation/*adverse effects']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1991 Jan;36(1):21-3.,,,,Znachenie chastichnoi zashchity legochnoi tkani v preuprezhdenii luchevogo pnevmonita posle total'nogo oblucheniia organizma.,,,,,,,,,,,,,
2065939,NLM,MEDLINE,19910812,20200713,0234-5730 (Print) 0234-5730 (Linking),36,1,1991 Jan,[Intensification of chemotherapy of acute myeloid leukemia in children: report on the studies of the AML-BFM 78 and AML-BFM 83 protocols].,16-21,,"['Creutzig, U', 'Ritter, I', 'Schellong, G']","['Creutzig U', 'Ritter I', 'Schellong G']",,['rus'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Multicenter Study']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Doxorubicin/administration & dosage', 'Etoposide/administration & dosage', 'Germany, West', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Methotrexate/administration & dosage', 'Prednisone/administration & dosage', 'Prognosis', 'Remission Induction', 'Thioguanine/administration & dosage', 'Time Factors', 'Vincristine/administration & dosage']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1991 Jan;36(1):16-21.,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '6PLQ3CP4P3 (Etoposide)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'FTK8U1GZNX (Thioguanine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)', 'BFM 78 protocol', 'DAV regimen']",,,Intensifikatsiia khimioterapii pri ostrom mieloidnom leikoze u detei: soobshchenie ob issledovaniiakh po programmam AML-BFM-78 i AML-BFM-83.,,,,,,,,,,,,,
2065938,NLM,MEDLINE,19910812,20200713,0234-5730 (Print) 0234-5730 (Linking),36,1,1991 Jan,[Treatment of children with acute lymphoblastic leukemia].,12-6,,"[""Pinkel', D""]","[""Pinkel' D""]",,['rus'],"['Comparative Study', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Asparaginase/*administration & dosage', 'Bone Marrow Transplantation/*methods', 'Child', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/rehabilitation/*therapy', 'Prednisolone/*administration & dosage', 'Prognosis', 'Remission Induction', 'Time Factors', 'Vincristine/*administration & dosage']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1991 Jan;36(1):12-6.,"['5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'EC 3.5.1.1 (Asparaginase)']",,,"Lechenie detei, bol'nykh ostrym limfoblastnym leikozom.",,,,,,,,,,,,,
2065888,NLM,MEDLINE,19910815,20190516,0892-6638 (Print) 0892-6638 (Linking),5,10,1991 Jul,Murine acquired immunodeficiency syndrome (MAIDS): an animal model to study the AIDS pathogenesis.,2398-405,"Murine AIDS (MAIDS) is a disease that shows many similarities with human AIDS. Several immunological parameters of the disease have been analyzed and genetic studies have mapped a gene (or genes) of resistance in the H-2 complex and shown that the genetic background of the mouse can significantly modify some features of the disease. The etiologic agent of MAIDS is a defective murine leukemia virus that seems able to induce disease in the absence of virus replication. This defective virus induces proliferation of its target cells and the cell expansion was found to be oligoclonal, thus suggesting that the immunodeficiency observed in these mice is a paraneoplastic syndrome. The excellent response of MAIDS mice to antineoplastic agents is consistent with this notion. This animal model has already been useful in stimulating the emergence of novel questions and the formulation of new hypotheses about human AIDS, namely about the role of defective HIV, the role of HIV replication in the progression of the disease, and the importance to identify the target cells of HIV in vivo. Although MAIDS and AIDS are not identical and are induced by retroviruses of different classes, the availability of such a model in an easily accessible small animal species, whose genetics is very sophisticated, may be instrumental in understanding the pathogenesis of AIDS if some of the cellular and molecular affected pathways are common in both diseases.","['Jolicoeur, P']",['Jolicoeur P'],"['Laboratory of Molecular Biology, Clinical Research Institute of Montreal, Quebec, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,FASEB J,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,8804484,IM,"['Animals', 'Antineoplastic Agents/therapeutic use', 'Concanavalin A/pharmacology', 'Cyclophosphamide/therapeutic use', 'Cytokines/biosynthesis', '*Disease Models, Animal', 'Mice', 'Murine Acquired Immunodeficiency Syndrome/drug therapy/*etiology/genetics', 'Retroviridae/genetics/pathogenicity', 'Virus Replication', 'Zidovudine/therapeutic use']",1991/07/01 00:00,1991/07/01 00:01,['1991/07/01 00:00'],"['1991/07/01 00:00 [pubmed]', '1991/07/01 00:01 [medline]', '1991/07/01 00:00 [entrez]']",['10.1096/fasebj.5.10.2065888 [doi]'],ppublish,FASEB J. 1991 Jul;5(10):2398-405. doi: 10.1096/fasebj.5.10.2065888.,"['0 (Antineoplastic Agents)', '0 (Cytokines)', '11028-71-0 (Concanavalin A)', '4B9XT59T7S (Zidovudine)', '8N3DW7272P (Cyclophosphamide)']",73,,,,,,,,,,,,,,,
2065827,NLM,MEDLINE,19910814,20190816,0012-1622 (Print) 0012-1622 (Linking),33,5,1991 May,Cerebrospinal fluid beta-endorphin in Rett syndrome.,406-11,"An hypothesis of increased endorphinergic activity has been proposed to account for the characteristic symptoms of Rett syndrome. Cerebrospinal fluid samples from eight girls with Rett syndrome were analysed for beta-endorphin (beta-EP) immunoactivity and compared with samples from a control group of 15 children with acute leukaemia in remission. Severity of symptoms was not found to be related to beta-EP level. A group of early-treated adolescents with phenylketonuria had beta-EP levels similar to the Rett syndrome patients, but no symptoms resembling theirs. Therefore it is unlikely that increased levels of beta-EP are of primary pathogenetic significance. The conflicting findings of many earlier reports may be a result of differences between control groups.","['Nielsen, J B', 'Bach, F W', 'Buchholt, J', 'Lou, H']","['Nielsen JB', 'Bach FW', 'Buchholt J', 'Lou H']","['Department of Neuropaediatrics, John F. Kennedy Institute, Glostrup, Denmark.']",['eng'],['Journal Article'],England,Dev Med Child Neurol,Developmental medicine and child neurology,0006761,IM,"['Adolescent', 'Child', 'Female', 'Humans', 'Leukemia/cerebrospinal fluid', 'Male', 'Neurologic Examination', 'Phenylketonurias/cerebrospinal fluid', 'Reference Values', 'Rett Syndrome/*cerebrospinal fluid/diagnosis', 'beta-Endorphin/*cerebrospinal fluid']",1991/05/01 00:00,1991/05/01 00:01,['1991/05/01 00:00'],"['1991/05/01 00:00 [pubmed]', '1991/05/01 00:01 [medline]', '1991/05/01 00:00 [entrez]']",['10.1111/j.1469-8749.1991.tb14900.x [doi]'],ppublish,Dev Med Child Neurol. 1991 May;33(5):406-11. doi: 10.1111/j.1469-8749.1991.tb14900.x.,['60617-12-1 (beta-Endorphin)'],,,,,,,,,,,,,,,,
2065562,NLM,MEDLINE,19910815,20190907,8755-1039 (Print) 1097-0339 (Linking),7,2,1991,Malignant lymphoma in pleural effusions: an immunocytochemical cell surface analysis.,113-8,"Nine malignant pleural effusions due to lymphoma were immunocytochemically analyzed with the peroxidase-antiperoxidase adhesive slide assay for detection of cell surface antigens using a broad panel of monoclonal antibodies. The study population included one case of hairy-cell leukemia; four cases of B cell non-Hodgkin's lymphoma (B-NHL), low malignant grade; two cases of B-NHL, high malignant grade; one case of Hodgkin's disease; and one case of plasmacytoma. In the cases of B cell lymphoma, high percentages of B cells with monoclonal staining for kappa were found. In hairy-cell leukemia, the hairy cells reacted with the monoclonal antibodies CD20, CD25, HLA-DR, CD45, and HLA-1. In Hodgkin's disease, the Hodgkin cells reacted with CD15, CD20, CD25, CD30, Tu9, and OKT9. The plasmacytoma case showed tumor cells negative for CD20, HLA-DR, and CD45; partially positive for CD38; positive for HLA-1; monoclonally positive for lambda; and negative for heavy-chain immunoglobulins. The analysis of nonmalignant lymphocyte subpopulations revealed CD4/CD8 ratios similar to those in effusions of other etiologies. The percentages of natural killer cells (Leu-7-positive and CD16-positive) were small and also similar to percentages in effusions of other etiologies. We conclude that immunocytochemical analysis of pleural effusions allows a clear recognition of B lymphoma cells and also of Hodgkin and hairy cells and that the distribution of nonmalignant lymphocyte subsets is indistinguishable from those found in other malignant and nonmalignant effusions.","['Guzman, J', 'Bross, K J', 'Costabel, U']","['Guzman J', 'Bross KJ', 'Costabel U']","['Pathologisches Institut der Universitaet, Freiburg, Federal Republic of Germany.']",['eng'],['Journal Article'],United States,Diagn Cytopathol,Diagnostic cytopathology,8506895,IM,"['Aged', 'Aged, 80 and over', 'Antibodies, Monoclonal', 'Antigens, Surface/*analysis', 'Biomarkers, Tumor', 'Female', 'Humans', 'Immunoenzyme Techniques', 'Lymphoma/complications/*pathology', 'Male', 'Middle Aged', 'Pleural Effusion/etiology/*pathology']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",['10.1002/dc.2840070202 [doi]'],ppublish,Diagn Cytopathol. 1991;7(2):113-8. doi: 10.1002/dc.2840070202.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (Biomarkers, Tumor)']",,,,,,,,,,,,,,,,
2065543,NLM,MEDLINE,19910812,20131121,0366-6999 (Print) 0366-6999 (Linking),104,4,1991 Apr,Bone marrow transplantation for leukemia after conditioning with busulfan and cyclophosphamide. Bone marrow morphology in the early recovery phase.,267-76,"The bone marrow morphology of fifty patients with leukemia was analyzed before and two weeks after allogeneic bone marrow transplantation and compared to that of ten normal, healthy control subjects. Conditioning of the marrow graft recipients had been carried out with a combination of 16 mg/kg of Busulfan and 120 mg/kg of cyclophosphamide. The bone marrow at two weeks after transplant showed characteristic features that were unique for this clinical setting. Regenerative precursor cells with a distinct morphology commonly formed clusters or islands. Although mixed, multilinear islands were seen; the majority of islands were unilinear with a homogeneous cell content. These hematopoietic colonies were in direct proximity to degenerated cells of presumed host origin. No damage to the microenvironment was seen, the most characteristic finding being large, uniform, unilocular fat cells in close proximity to regenerative precursor cells. These morphologic changes are indicative of a complete and persistent marrow engraftment.","['Cao, D C', 'Tutschka, P J']","['Cao DC', 'Tutschka PJ']","['Bone Marrow Transplant Program, Ohio State University Comprehensive Cancer Center, Columbus 43210.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",China,Chin Med J (Engl),Chinese medical journal,7513795,IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/*pathology', '*Bone Marrow Transplantation', 'Busulfan/administration & dosage', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage', 'Humans', 'Leukemia/drug therapy/pathology/*surgery', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/surgery', 'Leukemia, Myeloid, Acute/surgery', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/surgery']",1991/04/01 00:00,1991/04/01 00:01,['1991/04/01 00:00'],"['1991/04/01 00:00 [pubmed]', '1991/04/01 00:01 [medline]', '1991/04/01 00:00 [entrez]']",,ppublish,Chin Med J (Engl). 1991 Apr;104(4):267-76.,"['8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)']",,,,['CA16058/CA/NCI NIH HHS/United States'],,,,,,,,,,,,
2065511,NLM,MEDLINE,19910815,20190907,0770-3198 (Print) 0770-3198 (Linking),10,1,1991 Mar,Knee arthritis revealing acute leukemia in a patient with rheumatoid arthritis.,76-7,"We report one case of leukemic synovitis in a patient with a 40-year history of rheumatoid arthritis. The synovial fluid sample and synovial biopsy specimen showed myeloblastic cells. So, leukemic synovitis can be suspected in a patient with inflammatory rheumatism and adequate diagnostic procedures should be carried out.","['Taillan, B', 'Leyge, J F', 'Fuzibet, J G', 'Nectoux, F', 'Ziegler, G', 'Dujardin, P']","['Taillan B', 'Leyge JF', 'Fuzibet JG', 'Nectoux F', 'Ziegler G', 'Dujardin P']","['Service de Medecine Interne I, Hopital de Cimiez, Nice, France.']",['eng'],"['Case Reports', 'Journal Article']",Germany,Clin Rheumatol,Clinical rheumatology,8211469,IM,"['Aged', 'Arthritis, Rheumatoid/*etiology/pathology', 'Female', 'Humans', 'Knee Joint/*pathology', 'Leukemia, Myeloid, Acute/*complications/pathology', 'Synovial Fluid/cytology', 'Synovial Membrane/pathology']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",['10.1007/BF02208036 [doi]'],ppublish,Clin Rheumatol. 1991 Mar;10(1):76-7. doi: 10.1007/BF02208036.,,,,,,,,,,,,,,,,,
2065434,NLM,MEDLINE,19910809,20211203,0263-6484 (Print) 0263-6484 (Linking),9,1,1991 Jan,Studies of the proliferation and differentiation of immature myeloid cells in vitro: 4: Preculture proto-oncogene expression and the behaviour of myeloid leukemia cells in vitro.,39-47,"Studies were conducted to determine the relationship between the pretherapy characteristics of leukemia cells and their behaviour during culture in vitro. Leukemia cells which proliferated well in vitro also proliferated well in vivo. Cells which manifested myeloid or monocytic differentiation in vivo tended to manifest differentiation along these lines in vitro. Cells which manifested high levels of expression of c-fms, c-fes, or triose phosphate isomerase prior to culture were likely to differentiate in vitro, with high levels of c-fes expression being related to myeloid maturation. These observations suggest that differentiation at the molecular level prior to culture is a requisite for leukemia cell differentiation in vitro. The same may be true for differentiation in vivo under the influence of exogenously administered agents such as cytotoxic chemotherapy or recombinant growth factors.","['Yin, M Y', 'Gao, X Z', 'Wang, Z Q', 'Preisler, H D']","['Yin MY', 'Gao XZ', 'Wang ZQ', 'Preisler HD']","['Barrett Cancer Center, University of Cincinnati Medical Center, Ohio 45267-0502.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Cell Biochem Funct,Cell biochemistry and function,8305874,IM,"['Adult', 'Aged', 'Bone Marrow/pathology', 'Cell Differentiation', 'Cell Division', 'Female', 'Gene Expression/physiology', 'Growth Substances/pharmacology', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*genetics/metabolism/pathology', 'Male', 'Middle Aged', 'Monocytes', 'Proto-Oncogene Mas', 'Proto-Oncogene Proteins/biosynthesis/*genetics/metabolism', '*Proto-Oncogenes', 'Recombinant Proteins/pharmacology', 'Triose-Phosphate Isomerase/metabolism', 'Tumor Cells, Cultured']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",['10.1002/cbf.290090107 [doi]'],ppublish,Cell Biochem Funct. 1991 Jan;9(1):39-47. doi: 10.1002/cbf.290090107.,"['0 (Growth Substances)', '0 (MAS1 protein, human)', '0 (Proto-Oncogene Mas)', '0 (Proto-Oncogene Proteins)', '0 (Recombinant Proteins)', 'EC 5.3.1.1 (Triose-Phosphate Isomerase)']",,"['c-fes', 'c-fms']",,['CA 41285/CA/NCI NIH HHS/United States'],,,,,,,,,,,,
