PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,PMC,AD,EIN,SI,CIN,OID,OTO,OT,GN,LID,RF
3455928,NLM,MEDLINE,19860326,20131121,0021-9541 (Print) 0021-9541 (Linking),126,2,1986 Feb,Electrophoretic distribution and dissociation into subunits of lactate dehydrogenase derived from human myeloid leukemia cells before and after induction of differentiation.,307-11,"The electrophoretic distribution of lactate dehydrogenase (LDH) isoenzymes, Michaelis constant, reaction with substrate, and dissociation into subunits with guanidine hydrochloride was examined in undifferentiated and differentiated human myeloid leukemia cells. Differentiation was induced with 1/microgram/ml tunicamycin. Undifferentiated cells did not display phagocytic ability, and less than 5% of these cells had Fc receptors. After exposure to tunicamycin for 40 hr, 40% of these differentiated cells had Fc receptors, and 35% showed phagocytic activity after 160 hr. The majority of the LDH activity in the undifferentiated cells was found in fraction 3, and following differentiation almost a 50% reduction in LDH activity was observed in this fraction. In addition, LDH 3 isoenzyme levels were found to be greater in patients containing a high percentage of undifferentiated cells than in patients containing a high percentage of differentiated cells. Differentiated cells displayed LDH isoenzyme fraction pattern, Michaelis constant, and reaction with substrate similar to those found in the normal granulocytes. Differences in the dissociation of LDH into subunits with guanidine hydrochloride were found between undifferentiated and differentiated acute myeloid leukemia (AML) cells. Treatment with 0.75 M guanidine hydrochloride caused complete inactivation of LDH derived from normal differentiated cells, whereas similar treatment caused complete inactivation of LDH derived from AML or normal granulocytes. LDH isoenzymes derived from normal granulocytes and differentiated AML cells were also more sensitive to guanidine hydrochloride depression of fluorescence intensity. The sedimentation constant for single peak LDH at 5.5 M guanidine hydrochloride was calculated as 1.65 sec for differentiated and 1.70 sec for undifferentiated cells. The molecular weight of the polypeptide subunits for undifferentiated cells was 30,000 and for differentiated cells was 39,000. The apparent parallel between leukemic cells after induction of differentiation and normal granulocytes indicates that the leukemic cells retain their maturation potential when exposed to an inducer of differentiation.","['Pavelic, K', 'Pekic, B']","['Pavelic K', 'Pekic B']",['eng'],['Journal Article'],,United States,J Cell Physiol,Journal of cellular physiology,0050222,"['0 (Isoenzymes)', '11089-65-9 (Tunicamycin)', '8W8T17847W (Urea)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)']",IM,"['Adult', 'Aged', 'Cell Differentiation/drug effects', 'Electrophoresis, Polyacrylamide Gel', 'Humans', 'Isoenzymes/*analysis', 'L-Lactate Dehydrogenase/*analysis/antagonists & inhibitors', 'Leukemia, Myeloid/*enzymology/pathology', 'Leukemia, Myeloid, Acute/*enzymology/pathology', 'Middle Aged', 'Molecular Weight', 'Protein Denaturation', 'Tunicamycin/pharmacology', 'Urea/pharmacology']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,J Cell Physiol. 1986 Feb;126(2):307-11. doi: 10.1002/jcp.1041260222.,,['10.1002/jcp.1041260222 [doi]'],,,,,,,,,,,
3455927,NLM,MEDLINE,19860321,20210210,0021-9258 (Print) 0021-9258 (Linking),261,5,1986 Feb 15,Structure of a novel sialylated fucosyl lacto-N-norhexaosylceramide isolated from chronic myelogenous leukemia cells.,2376-83,"A novel sialylated fucosyl glycolipid, which is present at an elevated level in chronic myelogenous leukemia cells, was isolated. The structure of this fucoganglioside was elucidated by methylation analysis, fast atom bombardment-mass spectrometry, and enzymatic degradation, followed by reaction with anti-Lex, Gal beta 1----4 (Fuc alpha 1----3) GlcNAc beta 1----, monoclonal antibody. The structure of this ganglioside was found to be: (Formula: see text). This structure is unique in that a fucose is attached to the internal N-acetylglucosamine but not to the subterminal N-acetylglucosamine. Since this glycolipid is apparently absent in normal granulocytes or acute myelogenous leukemia cells, it can be a specific marker for chronic myelogenous leukemia cells. Based on the structures of this fucoganglioside and normal granulocyte glycolipids, a biosynthetic pathway of extension, sialylation, followed by fucosylation is proposed.","['Fukuda, M N', 'Dell, A', 'Tiller, P R', 'Varki, A', 'Klock, J C', 'Fukuda, M']","['Fukuda MN', 'Dell A', 'Tiller PR', 'Varki A', 'Klock JC', 'Fukuda M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Antibodies, Monoclonal)', '0 (Gangliosides)', '101359-93-7 (sialyl-fucosyl-lacto-N-norhexaosylceramide)']",IM,"['Antibodies, Monoclonal', 'Chromatography, High Pressure Liquid', 'Gangliosides/*isolation & purification', 'Granulocytes/analysis', 'Humans', 'Immunoelectrophoresis', 'Leukemia, Myeloid/*metabolism', 'Mass Spectrometry', 'Protein Processing, Post-Translational']",1986/02/15 00:00,1986/02/15 00:01,['1986/02/15 00:00'],"['1986/02/15 00:00 [pubmed]', '1986/02/15 00:01 [medline]', '1986/02/15 00:00 [entrez]']",ppublish,J Biol Chem. 1986 Feb 15;261(5):2376-83.,"['CA 34014/CA/NCI NIH HHS/United States', 'GM 32373/GM/NIGMS NIH HHS/United States', 'R01 CA 33895/CA/NCI NIH HHS/United States', 'etc.']",['S0021-9258(17)35947-1 [pii]'],,,,,,,,,,,
3455926,NLM,MEDLINE,19860321,20210210,0021-9258 (Print) 0021-9258 (Linking),261,5,1986 Feb 15,Identification of a stable nuclear RNA complementary to the 3'-end flanking sequences of the mouse beta-major globin gene.,2304-8,"A stable nuclear RNA of approximately 1600 nucleotides (nt) isolated from dimethyl sulfoxide-induced Friend erythroleukemia cells has been characterized. This RNA has been shown to be homologous to a region of unique sequences situated 3' to the mouse beta-major globin gene between the poly(A) addition site and a BglII site located 1400 nt farther downstream. It is transcribed from the same DNA strand as the beta-major globin mRNA, and the amount of this RNA present in the cell is directly proportional to the level of beta-globin mRNA. Therefore, the 1600-nt RNA appears to be related to the large primary transcript of the beta-major globin gene. We feel that this RNA species is an unusually stable intermediate product of the early processing event which cleaves the primary transcript at the poly(A) addition site. The observed stability and discrete length which are contrary to the expected properties of such a processing intermediate may reflect peculiarities of the transformed state of the Friend erythroleukemia cells.","['Rabek, J P', 'Papaconstantinou, J']","['Rabek JP', 'Papaconstantinou J']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '9004-22-2 (Globins)']",IM,"['Animals', 'Base Sequence', 'Cell Line', 'Cell Nucleus/analysis', 'Friend murine leukemia virus', 'Globins/*genetics', 'Leukemia, Erythroblastic, Acute/analysis', 'Mice', 'RNA Processing, Post-Transcriptional', 'RNA, Messenger/*metabolism', 'RNA, Neoplasm/metabolism', 'Sequence Homology, Nucleic Acid', 'Transcription, Genetic']",1986/02/15 00:00,1986/02/15 00:01,['1986/02/15 00:00'],"['1986/02/15 00:00 [pubmed]', '1986/02/15 00:01 [medline]', '1986/02/15 00:00 [entrez]']",ppublish,J Biol Chem. 1986 Feb 15;261(5):2304-8.,['CA30049/CA/NCI NIH HHS/United States'],['S0021-9258(17)35935-5 [pii]'],,,,,,,,,,,
3455917,NLM,MEDLINE,19860314,20041117,0301-472X (Print) 0301-472X (Linking),14,2,1986 Feb,Quantitation by flow cytometry of anthracycline drug uptake by peripheral blood and bone marrow cells in human leukemias.,119-25,"The inherent fluorescence of the anthracycline drugs can be combined with flow cytometry to obtain a convenient and rapid method for the quantitation of anthracycline drug uptake by human leukemic cells. A good correlation exists between the average cellular fluorescence intensity and the amount of drug associated with the cell as measured by extraction. Cellular incorporation of adriamycin and daunomycin was determined in peripheral blood and bone marrow cells of human leukemic patients after standardized in vitro exposures. Differences in uptake were found between the different cell types, with cells of lymphatic origin incorporating less of the drugs than nonlymphatic cells. Preliminary observations made in two patients with nonlymphatic leukemia showed a correlation between the in vitro uptake of adriamycin and the clinical response.","['Sahar, E', 'Michalevicz, R', 'Broudo, I', 'Seligsohn, U']","['Sahar E', 'Michalevicz R', 'Broudo I', 'Seligsohn U']",['eng'],"['Case Reports', 'Journal Article']",,Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Antibiotics, Antineoplastic)', '0 (Naphthacenes)']",IM,"['Aged', 'Antibiotics, Antineoplastic', 'Bone Marrow/metabolism', '*Bone Marrow Cells', 'Cell Separation', 'Drug Resistance', 'Female', 'Flow Cytometry', 'Humans', 'Kinetics', 'Leukemia/*metabolism', 'Middle Aged', 'Naphthacenes/blood']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Exp Hematol. 1986 Feb;14(2):119-25.,,,,,,,,,,,,,
3455915,NLM,MEDLINE,19860304,20190707,0014-4827 (Print) 0014-4827 (Linking),162,2,1986 Feb,Induction of commitment of murine erythroleukemia cells (TSA8) to CFU-E with DMSO.,319-25,"The commitment of novel mouse erythroleukemic (MEL) cells (TSA8) to colony-forming units of erythroid (CFU-E) by dimethylsulfoxide (DMSO) was investigated. After exposure to the inducer in liquid culture, the cells were transferred to a semi-solid culture to examine their ability to form erythroid colonies which were dependent on erythropoietin. Exposure to DMSO for 2 days is optimum for CFU-E type colony formation and colonies induced in this manner are equivalent to CFU-E. The induction occurred in a synchronous manner. Partly stained colonies appeared prior to CFU-E formation and are thought to be a result of asymmetric cell division. Appearance of these partly stained colonies suggested that the number of erythropoietin receptors is important in the complete responsiveness to erythropoietin. TSA8 cells constitute a suitable model system in which to analyse the mechanism of commitment in early erythropoiesis.","['Mishina, Y', 'Obinata, M']","['Mishina Y', 'Obinata M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Exp Cell Res,Experimental cell research,0373226,"['11096-26-7 (Erythropoietin)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Cell Division/drug effects', 'Cell Line', 'Colony-Forming Units Assay', 'Dimethyl Sulfoxide/pharmacology', 'Erythropoiesis/*drug effects', 'Erythropoietin/pharmacology', 'Leukemia, Erythroblastic, Acute/*pathology', 'Mice', 'Time Factors']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Exp Cell Res. 1986 Feb;162(2):319-25. doi: 10.1016/0014-4827(86)90337-x.,,"['0014-4827(86)90337-X [pii]', '10.1016/0014-4827(86)90337-x [doi]']",,,,,,,,,,,
3455909,NLM,MEDLINE,19860312,20190903,0732-8893 (Print) 0732-8893 (Linking),4,1,1986 Jan,Flavobacterium meningosepticum bacteremia in an adult with acute leukemia. Use of rifampin to clear persistent infection.,65-9,A case of Flavobacterium meningosepticum bacteremia complicating the course of a patient with leukemia is described. The patient was treated successfully when rifampin was added to the antibiotic therapy. Unusual organisms should be considered as agents of infection in immunocompromised hosts and susceptibility testing with drugs not commonly employed for gram-negative rods should be performed in complicated cases.,"['Hirsh, B E', 'Wong, B', 'Kiehn, T E', 'Gee, T', 'Armstrong, D']","['Hirsh BE', 'Wong B', 'Kiehn TE', 'Gee T', 'Armstrong D']",['eng'],"['Case Reports', 'Journal Article']",,United States,Diagn Microbiol Infect Dis,Diagnostic microbiology and infectious disease,8305899,['VJT6J7R4TR (Rifampin)'],IM,"['Acute Disease', 'Adult', 'Aged', 'Drug Resistance, Microbial', 'Drug Therapy, Combination', 'Female', 'Flavobacterium/drug effects/isolation & purification', 'Humans', 'Infant, Newborn', 'Leukemia, Erythroblastic, Acute/*complications', 'Male', 'Middle Aged', 'Rifampin/*therapeutic use', 'Sepsis/complications/*drug therapy/microbiology']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Diagn Microbiol Infect Dis. 1986 Jan;4(1):65-9. doi: 10.1016/0732-8893(86)90058-1.,,"['0732-8893(86)90058-1 [pii]', '10.1016/0732-8893(86)90058-1 [doi]']",,,,,,,,,,,
3455882,NLM,MEDLINE,19860321,20151119,0008-5472 (Print) 0008-5472 (Linking),46,3,1986 Mar,Enhancement by hemin of the sensitivity of K562 human leukemic cells to 1-beta-D-arabinofuranosylcytosine.,1239-43,"The sensitivity of human leukemia K562 cells to cancer chemotherapeutic drugs during induction of erythroid differentiation of the cells by hemin was examined. Treatment with hemin greatly increased the sensitivity of the cells to 1-beta-D-arabinofuranosylcytosine (ara-C) but did not affect their sensitivities to other chemotherapeutic drugs, including Adriamycin, daunomycin, hydroxyurea, methotrexate, and vincristine. Thymidine and deoxyguanosine, which are known to potentiate the antileukemic effects of ara-C in K562 cells, also induced erythroid differentiation of K562 cells, but other inducers, such as sodium butyrate and delta-aminolevulinic acid, did not increase the sensitivity of K562 cells to ara-C. Hemin did not enhance the sensitivity to ara-C of other leukemia cell lines (Friend erythroleukemic cells, myeloid leukemic M1 cells, and promyelocytic leukemia HL-60 cells). These results indicate that some inducers of erythroid differentiation of K562 cells potentiate the antileukemic effect of ara-C on K562 cells.","['Okabe-Kado, J', 'Hayashi, M', 'Honma, Y', 'Hozumi, M']","['Okabe-Kado J', 'Hayashi M', 'Honma Y', 'Hozumi M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Cancer Res,Cancer research,2984705R,"['0 (Butyrates)', '04079A1RDZ (Cytarabine)', '42VZT0U6YR (Heme)', '5J49Q6B70F (Vincristine)', '743LRP9S7N (Hemin)', '80168379AG (Doxorubicin)', '88755TAZ87 (Aminolevulinic Acid)', 'G9481N71RO (Deoxyguanosine)', 'VC2W18DGKR (Thymidine)', 'X6Q56QN5QC (Hydroxyurea)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Aminolevulinic Acid/pharmacology', 'Butyrates/pharmacology', 'Cell Differentiation/*drug effects', 'Cell Line', 'Cytarabine/*pharmacology', 'Daunorubicin/pharmacology', 'Deoxyguanosine/pharmacology', 'Doxorubicin/pharmacology', 'Drug Synergism', 'Erythropoiesis/drug effects', 'Heme/*analogs & derivatives', 'Hemin/*pharmacology', 'Humans', 'Hydroxyurea/pharmacology', 'Leukemia, Myeloid/*drug therapy/pathology', 'Methotrexate/pharmacology', 'Thymidine/pharmacology', 'Vincristine/pharmacology']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Cancer Res. 1986 Mar;46(3):1239-43.,,,,,,,,,,,,,
3455881,NLM,MEDLINE,19860321,20131121,0008-5472 (Print) 0008-5472 (Linking),46,3,1986 Mar,Differentiation of WEHI-3B D+ monomyelocytic leukemia cells by retinoic acid and aclacinomycin A.,1189-94,"WEHI-3B D+ monomyelocytic leukemia cells were induced to differentiate to mature granulocytes when treated with either 30 nM aclacinomycin A or 7 microM retinoic acid. Differentiation was assessed by the appearance of mature granulocytic phenotypes, as measured by the ability to reduce nitro blue tetrazolium, morphological changes, an increase in cell surface Fc receptors, as well as the loss of proliferative capacity. Maximum differentiation occurred 3 days after drug exposure. Analysis of DNA histograms of treated cells indicated that cells accumulated in the G1 phase of the cell cycle after 8 h of exposure to either inducer, with maximum accumulation occurring by 20 h; this arrest was observed prior to the phenotypic appearance of mature cells. The minimum interval of time necessary to commit cells to a differentiation pathway, which was less than one doubling time (9.2 h), closely paralleled the initial accumulation of cells in the G1 phase of the cell cycle. Since drug exposure for more than one cell division was required for maximum differentiation, the observed kinetics of maturation is consistent with a stochastic model. These studies support the idea that this cell line would be a particularly good model for extrapolation of findings with differentiating agents in culture to therapeutic monitoring in animals, since WEHI-3B D+ leukemia cells can be readily propagated in vivo in BALB/c mice.","['Gamba-Vitalo, C', 'Blair, O C', 'Keyes, S R', 'Sartorelli, A C']","['Gamba-Vitalo C', 'Blair OC', 'Keyes SR', 'Sartorelli AC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cancer Res,Cancer research,2984705R,"['0 (Naphthacenes)', '0 (Receptors, Fc)', '5688UTC01R (Tretinoin)', '74KXF8I502 (Aclarubicin)']",IM,"['Aclarubicin', 'Animals', 'Cell Cycle/drug effects', 'Cell Differentiation/*drug effects', 'Cell Line', 'Dose-Response Relationship, Drug', 'Leukemia, Myeloid/*pathology', 'Mice', 'Naphthacenes/pharmacology', 'Neutrophils/physiology', 'Receptors, Fc/metabolism', 'Time Factors', 'Tretinoin/*pharmacology']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Cancer Res. 1986 Mar;46(3):1189-94.,['CA-02817/CA/NCI NIH HHS/United States'],,,,,,,,,,,,
3455880,NLM,MEDLINE,19860321,20151119,0008-5472 (Print) 0008-5472 (Linking),46,3,1986 Mar,Antagonistic effect of butyrate on hexamethylene bisacetamide induced differentiation of murine erythroleukemia cells.,1136-41,"Butyrate, at concentrations greater than 0.75 mM, induces hemoglobin accumulation in murine erythroleukemia cells (MELC). At concentrations below 0.75 mM, butyrate inhibits hemoglobin accumulation induced by hexamethylene bisacetamide (HMBA) as well as HMBA induced commitment to terminal cell division. The blocking of HMBA induced differentiation does not result from growth inhibition. When cells were exposed to HMBA and butyrate for 4 days and then both inducers were removed, the cells did not terminally divide. On the other hand, cells exposed to HMBA for 4 days, with subsequent removal of HMBA, did go on to terminally divide. Thus, butyrate blocks the ability of HMBA to accumulate the intracellular signals for terminal cell division. A 48-h pretreatment of cells with butyrate did not inhibit the ability of subsequent HMBA treatment, after butyrate removal, to induce terminal cell division. These results might suggest that cells do not generate a memory of exposure to HMBA in the presence of butyrate or a memory of exposure to butyrate when used as a pretreatment under these conditions. HMBA, at concentrations below 1.0 mM, does not induce MELC differentiation, but such concentrations actually enhance dimethyl sulfoxide induced differentiation of MELC. Equimolar concentrations of short chain fatty acids (1 to 7 carbons) were tested for their ability to block HMBA induced differentiation of MELC. Butyrate and valerate (4 and 5 carbons, respectively) had blocking activities similar to each other, whereas the other fatty acids exhibited little or no blocking of HMBA induced differentiation.","['Corin, R E', 'Haspel, H C', 'Peretz, A M', 'Sonenberg, M', 'Rifkind, R A']","['Corin RE', 'Haspel HC', 'Peretz AM', 'Sonenberg M', 'Rifkind RA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Cancer Res,Cancer research,2984705R,"['0 (Acetamides)', '0 (Butyrates)', '0 (Fatty Acids)', '107-92-6 (Butyric Acid)', 'LA133J59VU (hexamethylene bisacetamide)']",IM,"['Acetamides/*antagonists & inhibitors', 'Animals', 'Butyrates/*pharmacology', 'Butyric Acid', 'Cell Cycle/drug effects', 'Cell Differentiation/*drug effects', 'Dose-Response Relationship, Drug', 'Fatty Acids/pharmacology', 'Leukemia, Erythroblastic, Acute/*pathology', 'Mice', 'Structure-Activity Relationship']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Cancer Res. 1986 Mar;46(3):1136-41.,,,,,,,,,,,,,
3455879,NLM,MEDLINE,19860321,20061115,0008-5472 (Print) 0008-5472 (Linking),46,3,1986 Mar,Growth factor(s) produced by a human leukemic cell line growing in a protein-free chemically defined medium.,1043-6,"To examine whether human leukemic cells produce growth factor(s), a protein-free culture line of human erythroleukemic cells (K-562T1) has been established. This unique cell line has been continuously propagated in protein-free Ham's F-10 medium without any supplement for 5 yr. Growth-promoting activity was determined by measuring [3H]thymidine incorporation into DNA in serum-deprived chick embryo fibroblasts. The conditioned medium of K-562T1 contained the growth-promoting activity against chick embryo fibroblasts, mouse 3T3-L1 cells, and K-562 human leukemic cells. This leukemia-derived growth-promoting activity was heat and acid stable and trypsin sensitive. The activity was destroyed by dithiothreitol. Size exclusion chromatography revealed three peaks of activity, with apparent molecular weights of 13,500, 6,300, and 2,400, respectively.","['Okabe, T', 'Fujisawa, M', 'Mihara, A', 'Sato, S', 'Fujiyoshi, N', 'Takaku, F']","['Okabe T', 'Fujisawa M', 'Mihara A', 'Sato S', 'Fujiyoshi N', 'Takaku F']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Cancer Res,Cancer research,2984705R,"['0 (Culture Media)', '0 (Disulfides)', '0 (Growth Substances)']",IM,"['Cell Line', 'Culture Media', 'Disulfides/analysis', 'Growth Substances/*biosynthesis', 'Humans', 'Leukemia, Erythroblastic, Acute/*physiopathology', 'Molecular Weight']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Cancer Res. 1986 Mar;46(3):1043-6.,,,,,,,,,,,,,
