PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,MID,CIN,CI,DEP,RF,SI,CN,CON,TT,LID,EIN,COIS,RIN,GN,OID,ROF
17315025,NLM,MEDLINE,20070604,20131121,0887-6924 (Print) 0887-6924 (Linking),21,5,2007 May,p210(BCR-ABL) reprograms transformed and normal human megakaryocytic progenitor cells into erythroid cells and suppresses FLI-1 transcription.,917-25,"The BCR-ABL oncoprotein exhibits deregulated protein tyrosine kinase activity and is implicated in the pathogenesis of Philadelphia chromosome (Ph)-positive human leukemias. Here, we report that ectopic expression of p210(BCR-ABL) in the megakaryoblastic Mo7e cell line and in primary human CD34(+) progenitors trigger erythroid differentiation at the expense of megakaryocyte (MK) differentiation. Clonal culture of purified CD41(+)CD42(-) cells, a population highly enriched in MK progenitors, combined with the conditional expression of p210(BCR-ABL) tyrosine kinase activity by imatinib identified a true lineage reprogramming. In both Mo7e or CD41(+)CD42(-) cells transduced with p210(BCR-ABL), lineage switching was associated with a downregulation of the friend leukemia Integration 1 (FLI-1) transcription factor. Re-expression of FLI-1 in p210(BCR-ABL)-transduced Mo7e cells rescued the megakaryoblastic phenotype. Altogether, these results demonstrate that alteration of signal transduction via p210(BCR-ABL) reprograms MK cells into erythroid cells by a downregulation of FLI-1. In addition, our findings underscore the role of kinases in lineage choice and infidelity in pathology and suggest that downregulation of FLI-1 may have important implications in CML pathogenesis.","['Buet, D', 'Raslova, H', 'Geay, J-F', 'Jarrier, P', 'Lazar, V', 'Turhan, A', 'Morle, F', 'Vainchenker, W', 'Louache, F']","['Buet D', 'Raslova H', 'Geay JF', 'Jarrier P', 'Lazar V', 'Turhan A', 'Morle F', 'Vainchenker W', 'Louache F']","['INSERM, U790, Institut Gustave Roussy, Villejuif, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['EC 2.7.10.1 (FLT1 protein, human)', 'EC 2.7.10.1 (Vascular Endothelial Growth Factor Receptor-1)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Cell Differentiation', 'Down-Regulation', 'Erythroid Cells/*cytology', 'Fusion Proteins, bcr-abl/*physiology', 'Gene Expression Profiling', 'Gene Expression Regulation', 'Hematopoietic Stem Cells/*cytology', 'Humans', 'Megakaryocytes/*cytology', 'Transcription, Genetic', 'Vascular Endothelial Growth Factor Receptor-1/*antagonists & inhibitors/genetics']",2007/02/23 09:00,2007/06/05 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404600 [pii]', '10.1038/sj.leu.2404600 [doi]']",ppublish,Leukemia. 2007 May;21(5):917-25. doi: 10.1038/sj.leu.2404600. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17315024,NLM,MEDLINE,20070604,20181201,0887-6924 (Print) 0887-6924 (Linking),21,5,2007 May,Significant impact of survivin on myeloma cell growth.,1070-8,"Survivin is a fascinating member of the inhibitor of apoptosis protein (IAP) family with its dual roles in mitosis and apoptosis, and emerges as an attractive target for cancer therapy. Multiple myeloma (MM) is a plasma cell malignancy, characterized by deregulated proliferation, cell-death processes and fatal outcome. We thus investigated survivin expression in myeloma cells and its role in MM biology to evaluate its potential interest as a target in MM treatment. Our results describe the cancer-specific overexpression of survivin in myeloma cells and show a significant correlation between survivin expression at protein level and clinical course of MM. Moreover, survivin knockdown by RNA interference led to growth rate inhibition of myeloma cells related to apoptosis induction and deep cell-cycle disruption. Finally, survivin knockdown sensitized myeloma cells to conventional anti-myeloma agents. Altogether, these data argue for the interest to evaluate survivin antagonists in MM treatment.","['Romagnoli, M', 'Trichet, V', 'David, C', 'Clement, M', 'Moreau, P', 'Bataille, R', 'Barille-Nion, S']","['Romagnoli M', 'Trichet V', 'David C', 'Clement M', 'Moreau P', 'Bataille R', 'Barille-Nion S']","['1INSERM, UMR 601, 9 quai Moncousu, Nantes, F-44093, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (BIRC5 protein, human)', '0 (Inhibitor of Apoptosis Proteins)', '0 (Microtubule-Associated Proteins)', '0 (Neoplasm Proteins)', '0 (Survivin)']",IM,"['Cell Cycle', 'Cell Line, Tumor', 'Cell Proliferation', 'Humans', 'Inhibitor of Apoptosis Proteins', 'Microtubule-Associated Proteins/analysis/antagonists & inhibitors/*physiology', 'Multiple Myeloma/drug therapy/*pathology', 'Neoplasm Proteins/analysis/antagonists & inhibitors/*physiology', 'RNA Interference', 'Survivin']",2007/02/23 09:00,2007/06/05 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404602 [pii]', '10.1038/sj.leu.2404602 [doi]']",ppublish,Leukemia. 2007 May;21(5):1070-8. doi: 10.1038/sj.leu.2404602. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17315023,NLM,MEDLINE,20070604,20130304,0887-6924 (Print) 0887-6924 (Linking),21,5,2007 May,JAK2(V617F) mutational status as determined by semiquantitative sequence-specific primer-single molecule fluorescence detection assay is linked to clinical features in chronic myeloproliferative disorders.,1097-9,,"['Ohyashiki, K', 'Aota, Y', 'Akahane, D', 'Gotoh, A', 'Ohyashiki, J H']","['Ohyashiki K', 'Aota Y', 'Akahane D', 'Gotoh A', 'Ohyashiki JH']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (DNA Primers)', 'EC 2.7.10.2 (JAK2 protein, human)', 'EC 2.7.10.2 (Janus Kinase 2)']",IM,"['Adult', 'Aged', 'Base Sequence', 'Chronic Disease', 'DNA Primers', 'Female', 'Fluorescence', 'Humans', 'Janus Kinase 2/*genetics', 'Male', 'Middle Aged', '*Mutation', 'Myeloproliferative Disorders/*genetics']",2007/02/23 09:00,2007/06/05 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404604 [pii]', '10.1038/sj.leu.2404604 [doi]']",ppublish,Leukemia. 2007 May;21(5):1097-9. doi: 10.1038/sj.leu.2404604. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17315022,NLM,MEDLINE,20070604,20130304,0887-6924 (Print) 0887-6924 (Linking),21,5,2007 May,Transcriptional features of multiple myeloma patients with chromosome 1q gain.,1113-6,,"['Fabris, S', 'Ronchetti, D', 'Agnelli, L', 'Baldini, L', 'Morabito, F', 'Bicciato, S', 'Basso, D', 'Todoerti, K', 'Lombardi, L', 'Lambertenghi-Deliliers, G', 'Neri, A']","['Fabris S', 'Ronchetti D', 'Agnelli L', 'Baldini L', 'Morabito F', 'Bicciato S', 'Basso D', 'Todoerti K', 'Lombardi L', 'Lambertenghi-Deliliers G', 'Neri A']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,IM,"['*Chromosome Aberrations', 'Chromosome Mapping', '*Chromosomes, Human, Pair 1', 'Gene Expression Regulation, Neoplastic', 'Humans', 'Multiple Myeloma/*genetics', '*Transcription, Genetic']",2007/02/23 09:00,2007/06/05 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404616 [pii]', '10.1038/sj.leu.2404616 [doi]']",ppublish,Leukemia. 2007 May;21(5):1113-6. doi: 10.1038/sj.leu.2404616. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17315021,NLM,MEDLINE,20070604,20130304,0887-6924 (Print) 0887-6924 (Linking),21,5,2007 May,Are genotypes of glutathione S-transferase superfamily a risk factor for childhood acute lymphoblastic leukemia? Results of an Italian case-control study.,1122-4,,"['Pigullo, S', 'Haupt, R', 'Dufour, C', 'Di Michele, P', 'Valsecchi, M G', 'Basso, G', 'Rizzari, C', 'Biondi, A', 'Lanciotti, M']","['Pigullo S', 'Haupt R', 'Dufour C', 'Di Michele P', 'Valsecchi MG', 'Basso G', 'Rizzari C', 'Biondi A', 'Lanciotti M']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['EC 2.5.1.- (glutathione S-transferase T1)', 'EC 2.5.1.18 (GSTP1 protein, human)', 'EC 2.5.1.18 (Glutathione S-Transferase pi)', 'EC 2.5.1.18 (Glutathione Transferase)', 'EC 2.5.1.18 (glutathione S-transferase M1)']",IM,"['Adolescent', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Female', 'Genotype', 'Glutathione S-Transferase pi/*genetics', 'Glutathione Transferase/*genetics', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/enzymology/etiology/*genetics', 'Risk Factors']",2007/02/23 09:00,2007/06/05 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404617 [pii]', '10.1038/sj.leu.2404617 [doi]']",ppublish,Leukemia. 2007 May;21(5):1122-4. doi: 10.1038/sj.leu.2404617. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17315020,NLM,MEDLINE,20070604,20130304,0887-6924 (Print) 0887-6924 (Linking),21,5,2007 May,Unbalanced translocation der(1;7)(q10;p10) defines a unique clinicopathological subgroup of myeloid neoplasms.,992-7,"The unbalanced translocation, der(1;7)(q10;p10), is one of the characteristic cytogenetic abnormalities found in myelodysplastic syndromes (MDS) and other myeloid neoplasms. Although described frequently with very poor clinical outcome and possible relationship with monosomy 7 or 7q- (-7/7q-), this recurrent cytogenetic abnormality has not been explored fully. Here we analyzed retrospectively 77 cases with der(1;7)(q10;p10) in terms of their clinical and cytogenetic features, comparing with other 46 adult -7/7q- cases without der(1;7)(q10;p10). In contrast with other -7/7q- cases, where the abnormality tends to be found in one or more partial karyotypes, der(1;7)(q10;p10) represents the abnormality common to all the abnormal clones and usually appears as a sole chromosomal abnormality during the entire clinical courses, or if not, is accompanied only by a limited number and variety of additional abnormalities, mostly trisomy 8 and/or loss of 20q. der(1;7)(q10;p10)-positive MDS cases showed lower blast counts (P<0.0001) and higher hemoglobin concentrations (P<0.0075) at diagnosis and slower progression to acute myeloid leukemia (P=0.0043) than other -7/7q- cases. der(1;7)(q10;p10) cases showed significantly better clinical outcome than other -7/7q cases (P<0.0001). In conclusion, der(1;7)(q10;p10) defines a discrete entity among myeloid neoplasms, showing unique clinical and cytogenetic characteristics.","['Sanada, M', 'Uike, N', 'Ohyashiki, K', 'Ozawa, K', 'Lili, W', 'Hangaishi, A', 'Kanda, Y', 'Chiba, S', 'Kurokawa, M', 'Omine, M', 'Mitani, K', 'Ogawa, S']","['Sanada M', 'Uike N', 'Ohyashiki K', 'Ozawa K', 'Lili W', 'Hangaishi A', 'Kanda Y', 'Chiba S', 'Kurokawa M', 'Omine M', 'Mitani K', 'Ogawa S']","['Department of Regeneration Medicine for Hematopoiesis, Graduate School of Medicine, University of Tokyo, Tokyo, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', '*Chromosome Aberrations', 'Chromosomes, Human, Pair 1', 'Chromosomes, Human, Pair 7', 'Female', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/pathology', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*genetics/pathology', 'Myeloproliferative Disorders/*genetics/pathology', 'Retrospective Studies', '*Translocation, Genetic']",2007/02/23 09:00,2007/06/05 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404619 [pii]', '10.1038/sj.leu.2404619 [doi]']",ppublish,Leukemia. 2007 May;21(5):992-7. doi: 10.1038/sj.leu.2404619. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17315019,NLM,MEDLINE,20070604,20130304,0887-6924 (Print) 0887-6924 (Linking),21,5,2007 May,Mutation analysis of Son of Sevenless in juvenile myelomonocytic leukemia.,1108-9,,"['Kratz, C P', 'Niemeyer, C M', 'Thomas, C', 'Bauhuber, S', 'Matejas, V', 'Bergstrasser, E', 'Flotho, C', 'Flores, N J', 'Haas, O', 'Hasle, H', 'van den Heuvel-Eibrink, M M', 'Kucherlapati, R S', 'Lang, P', 'Roberts, A E', 'Stary, J', 'Strahm, B', 'Swanson, K D', 'Trebo, M', 'Zecca, M', 'Neel, B', 'Locatelli, F', 'Loh, M L', 'Zenker, M']","['Kratz CP', 'Niemeyer CM', 'Thomas C', 'Bauhuber S', 'Matejas V', 'Bergstrasser E', 'Flotho C', 'Flores NJ', 'Haas O', 'Hasle H', 'van den Heuvel-Eibrink MM', 'Kucherlapati RS', 'Lang P', 'Roberts AE', 'Stary J', 'Strahm B', 'Swanson KD', 'Trebo M', 'Zecca M', 'Neel B', 'Locatelli F', 'Loh ML', 'Zenker M']",,['eng'],"['Letter', 'Research Support, N.I.H., Extramural']",England,Leukemia,Leukemia,8704895,"['0 (Intracellular Signaling Peptides and Proteins)', '0 (SOS1 Protein)', 'EC 3.1.3.48 (PTPN11 protein, human)', 'EC 3.1.3.48 (Protein Tyrosine Phosphatase, Non-Receptor Type 11)', 'EC 3.1.3.48 (Protein Tyrosine Phosphatases)']",IM,"['Humans', 'Intracellular Signaling Peptides and Proteins/genetics', 'Leukemia, Myelomonocytic, Chronic/*genetics', '*Mutation', 'Protein Tyrosine Phosphatase, Non-Receptor Type 11', 'Protein Tyrosine Phosphatases/genetics', 'SOS1 Protein/*genetics']",2007/02/23 09:00,2007/06/05 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404620 [pii]', '10.1038/sj.leu.2404620 [doi]']",ppublish,Leukemia. 2007 May;21(5):1108-9. doi: 10.1038/sj.leu.2404620. Epub 2007 Feb 22.,"['R01CA11945/CA/NCI NIH HHS/United States', 'R37CA49152/CA/NCI NIH HHS/United States']",,,,,20070222,,,,,,,,,,,,
17315018,NLM,MEDLINE,20070718,20211203,0887-6924 (Print) 0887-6924 (Linking),21,6,2007 Jun,No nucleophosmin mutations in pediatric acute myeloid leukemia with normal karyotype: a study of the Japanese Childhood AML Cooperative Study Group.,1307,,"['Shimada, A', 'Taki, T', 'Kubota, C', 'Tawa, A', 'Horibe, K', 'Tsuchida, M', 'Hanada, R', 'Tsukimoto, I', 'Hayashi, Y']","['Shimada A', 'Taki T', 'Kubota C', 'Tawa A', 'Horibe K', 'Tsuchida M', 'Hanada R', 'Tsukimoto I', 'Hayashi Y']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (NPM1 protein, human)', '0 (Nuclear Proteins)', '117896-08-9 (Nucleophosmin)']",IM,"['Acute Disease', 'Adolescent', 'Child', 'Child, Preschool', 'DNA Mutational Analysis', 'Humans', 'Infant', 'Infant, Newborn', 'Japan', 'Karyotyping', 'Leukemia, Myeloid/*genetics', 'Mutation', 'Nuclear Proteins/*genetics', 'Nucleophosmin']",2007/02/23 09:00,2007/07/19 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/07/19 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404625 [pii]', '10.1038/sj.leu.2404625 [doi]']",ppublish,Leukemia. 2007 Jun;21(6):1307. doi: 10.1038/sj.leu.2404625. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17315017,NLM,MEDLINE,20070718,20130304,0887-6924 (Print) 0887-6924 (Linking),21,6,2007 Jun,Paracrine promotion of tumor development by the TNF ligand APRIL in Hodgkin's Disease.,1324-7,,"['Schwaller, J', 'Went, P', 'Matthes, T', 'Dirnhofer, S', 'Donze, O', 'Mhawech-Fauceglia, P', 'Myit, S', 'Huard, B']","['Schwaller J', 'Went P', 'Matthes T', 'Dirnhofer S', 'Donze O', 'Mhawech-Fauceglia P', 'Myit S', 'Huard B']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (TNFSF13 protein, human)', '0 (Tumor Necrosis Factor Ligand Superfamily Member 13)']",IM,"['Hodgkin Disease/etiology/*pathology', 'Humans', 'Neutrophils/chemistry', 'Paracrine Communication', 'Tumor Necrosis Factor Ligand Superfamily Member 13/*analysis']",2007/02/23 09:00,2007/07/19 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/07/19 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404627 [pii]', '10.1038/sj.leu.2404627 [doi]']",ppublish,Leukemia. 2007 Jun;21(6):1324-7. doi: 10.1038/sj.leu.2404627. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17315016,NLM,MEDLINE,20070718,20130304,0887-6924 (Print) 0887-6924 (Linking),21,6,2007 Jun,Tiling-resolution array-CGH reveals the pattern of DNA copy number alterations in acute lymphoblastic leukemia with 21q amplification: the result of telomere dysfunction and breakage/fusion/breakage cycles?,1327-30,,"['Kuchinskaya, E', 'Nordgren, A', 'Heyman, M', 'Schoumans, J', 'Corcoran, M', 'Staaf, J', 'Borg, A', 'Soderhall, S', 'Grander, D', 'Nordenskjold, M', 'Blennow, E']","['Kuchinskaya E', 'Nordgren A', 'Heyman M', 'Schoumans J', 'Corcoran M', 'Staaf J', 'Borg A', 'Soderhall S', 'Grander D', 'Nordenskjold M', 'Blennow E']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,IM,"['Adolescent', 'Child', 'Chromosome Breakage', '*Chromosomes, Human, Pair 21', 'Cytogenetic Analysis', '*Gene Amplification', '*Gene Dosage', 'Humans', 'Nucleic Acid Hybridization', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', 'Telomere/pathology']",2007/02/23 09:00,2007/07/19 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/07/19 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['2404628 [pii]', '10.1038/sj.leu.2404628 [doi]']",ppublish,Leukemia. 2007 Jun;21(6):1327-30. doi: 10.1038/sj.leu.2404628. Epub 2007 Feb 22.,,,,,,20070222,,,,,,,,,,,,
17314929,NLM,MEDLINE,20070515,20181201,0009-9236 (Print) 0009-9236 (Linking),81,5,2007 May,Prenatal multivitamin supplementation and rates of pediatric cancers: a meta-analysis.,685-91,"Prenatal supplementation of folic acid has been shown to decrease the risk of several congenital malformations. Several studies have recently suggested a potential protective effect of folic acid on certain pediatric cancers. The protective role of prenatal multivitamins has not been elucidated. We conducted a systematic review and meta-analysis to assess the potential protective effect of prenatal multivitamins on several pediatric cancers. Medline, PubMed, EMBASE, Toxline, Healthstar, and Cochrane databases were searched for studies published in all languages from 1960 to July 2005 on multivitamin supplementation and pediatric cancers. References from all articles collected were reviewed for additional articles. Two blinded independent reviewers assessed the articles for inclusion and exclusion. Rates of cancers in women supplemented with multivitamins were compared with unsupplemented women using a random effects model. Sixty-one articles were identified in the initial search, of which, seven articles met the inclusion criteria. There was an apparent protective effect for leukemia (odds ratio (OR)=0.61, 95% confidence interval (CI)=0.50-0.74), pediatric brain tumors (OR=0.73, 95% CI=0.60-0.88) and neuroblastoma (OR=0.53, 95% CI=0.42-0.68). In conclusion, maternal ingestion of prenatal multivitamins is associated with a decreased risk for pediatric brain tumors, neuroblastoma, and leukemia. Presently, it is not known which constituent(s) among the multivitamins confer this protective effect.","['Goh, Y I', 'Bollano, E', 'Einarson, T R', 'Koren, G']","['Goh YI', 'Bollano E', 'Einarson TR', 'Koren G']","['Department of Pharmaceutical Sciences, University of Toronto, and The Motherisk Program, Division of Clinical Pharmacology/Toxicology, The Hospital for Sick Children, Toronto, Ontario, Canada.']",['eng'],"['Journal Article', 'Meta-Analysis', 'Review', 'Systematic Review']",United States,Clin Pharmacol Ther,Clinical pharmacology and therapeutics,0372741,['0 (Vitamins)'],IM,"['Case-Control Studies', 'Child', 'Child, Preschool', 'Cohort Studies', '*Dietary Supplements', 'Female', 'Humans', 'Infant', 'Leukemia/epidemiology/prevention & control', 'Neoplasms/*epidemiology/*prevention & control', 'Neuroblastoma/epidemiology/prevention & control', 'Pregnancy', '*Prenatal Care', 'Vitamins/*therapeutic use']",2007/02/23 09:00,2007/05/16 09:00,['2007/02/23 09:00'],"['2007/02/23 09:00 [pubmed]', '2007/05/16 09:00 [medline]', '2007/02/23 09:00 [entrez]']","['6100100 [pii]', '10.1038/sj.clpt.6100100 [doi]']",ppublish,Clin Pharmacol Ther. 2007 May;81(5):685-91. doi: 10.1038/sj.clpt.6100100. Epub 2007 Feb 21.,,,,,,20070221,98,,,,,,,,,,,
